"plh0184","year","migback","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Oft","2007","direkter Migrationshintergrund","Laendlicher Raum","56","0.164182166838581","0.128059798520264","0.200304535156898"
"Oft","2007","indirekter Migrationshintergrund","Staedtischer Raum","148","0.240195859847243","0.207751100069821","0.272640619624666"
"Oft","2007","indirekter Migrationshintergrund","Laendlicher Raum","29","","",""
"Oft","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Oft","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr oft","2007","kein Migrationshintergrund","Staedtischer Raum","598","0.0572887473969625","0.05294608550663","0.0616314092872949"
"Sehr oft","2007","kein Migrationshintergrund","Laendlicher Raum","364","0.0567934759654859","0.0511926923481934","0.0623942595827785"
"Sehr oft","2007","direkter Migrationshintergrund","Staedtischer Raum","107","0.0606526580236922","0.0493327686597703","0.0719725473876142"
"Sehr oft","2007","direkter Migrationshintergrund","Laendlicher Raum","25","","",""
"Sehr oft","2007","indirekter Migrationshintergrund","Staedtischer Raum","64","0.0865809916301402","0.0652231541849849","0.107938829075295"
"Sehr oft","2007","indirekter Migrationshintergrund","Laendlicher Raum","7","","",""
"Sehr oft","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr oft","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr selten","2008","kein Migrationshintergrund","Staedtischer Raum","1086","0.106911389754586","0.10097498215838","0.112847797350791"
"Sehr selten","2008","kein Migrationshintergrund","Laendlicher Raum","583","0.0958190033153571","0.088488800304397","0.103149206326317"
"Sehr selten","2008","direkter Migrationshintergrund","Staedtischer Raum","174","0.105067963956124","0.0897628668355841","0.120373061076665"
"Sehr selten","2008","direkter Migrationshintergrund","Laendlicher Raum","36","0.106505553721616","0.074415830556731","0.138595276886501"
"Sehr selten","2008","indirekter Migrationshintergrund","Staedtischer Raum","57","0.0840196327501916","0.0627581920764242","0.105281073423959"
"Sehr selten","2008","indirekter Migrationshintergrund","Laendlicher Raum","5","","",""
"Sehr selten","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr selten","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Selten","2008","kein Migrationshintergrund","Staedtischer Raum","2562","0.240297039479872","0.232088600600103","0.248505478359641"
"Selten","2008","kein Migrationshintergrund","Laendlicher Raum","1477","0.234808513224888","0.224252389431207","0.245364637018569"
"Selten","2008","direkter Migrationshintergrund","Staedtischer Raum","398","0.253357366970024","0.231648904512629","0.275065829427419"
"Selten","2008","direkter Migrationshintergrund","Laendlicher Raum","89","0.253804609264843","0.208534666232148","0.299074552297538"
"Selten","2008","indirekter Migrationshintergrund","Staedtischer Raum","168","0.240778788247304","0.208010595033767","0.273546981460841"
"Selten","2008","indirekter Migrationshintergrund","Laendlicher Raum","25","","",""
"Selten","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Selten","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Manchmal","2008","kein Migrationshintergrund","Staedtischer Raum","4429","0.424126837481582","0.414632257744984","0.43362141721818"
"Manchmal","2008","kein Migrationshintergrund","Laendlicher Raum","2711","0.437691310168566","0.425336563343828","0.450046056993304"
"Manchmal","2008","direkter Migrationshintergrund","Staedtischer Raum","614","0.394214573765604","0.369823458838268","0.418605688692939"
"Manchmal","2008","direkter Migrationshintergrund","Laendlicher Raum","166","0.458632599530492","0.406798873945304","0.51046632511568"
"Manchmal","2008","indirekter Migrationshintergrund","Staedtischer Raum","248","0.392407181962054","0.354984577754782","0.429829786169326"
"Manchmal","2008","indirekter Migrationshintergrund","Laendlicher Raum","55","0.523712683734551","0.43162746512158","0.615797902347522"
"Manchmal","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Manchmal","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Oft","2008","kein Migrationshintergrund","Staedtischer Raum","1903","0.185309507276428","0.17784485427686","0.192774160275997"
"Oft","2008","kein Migrationshintergrund","Laendlicher Raum","1126","0.18580322645035","0.176117018141345","0.195489434759355"
"Oft","2008","direkter Migrationshintergrund","Staedtischer Raum","296","0.210106881030927","0.189773471519218","0.230440290542636"
"Oft","2008","direkter Migrationshintergrund","Laendlicher Raum","55","0.153878874951814","0.116343592800557","0.191414157103072"
"Oft","2008","indirekter Migrationshintergrund","Staedtischer Raum","129","0.201714229967019","0.170959871007015","0.232468588927023"
"Oft","2008","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"Oft","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Oft","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr oft","2008","kein Migrationshintergrund","Staedtischer Raum","428","0.0433552260075321","0.0394426703537492","0.047267781661315"
"Sehr oft","2008","kein Migrationshintergrund","Laendlicher Raum","297","0.0458779468408389","0.0406676022769708","0.0510882914047071"
"Sehr oft","2008","direkter Migrationshintergrund","Staedtischer Raum","60","0.0372532142773208","0.0278007766992349","0.0467056518554066"
"Sehr oft","2008","direkter Migrationshintergrund","Laendlicher Raum","9","","",""
"Sehr oft","2008","indirekter Migrationshintergrund","Staedtischer Raum","52","0.0810801670734312","0.060160472151566","0.101999861995296"
"Sehr oft","2008","indirekter Migrationshintergrund","Laendlicher Raum","4","","",""
"Sehr oft","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr oft","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr selten","2009","kein Migrationshintergrund","Staedtischer Raum","1096","0.114336855032695","0.108001531537126","0.120672178528264"
"Sehr selten","2009","kein Migrationshintergrund","Laendlicher Raum","575","0.100671796049097","0.0929927243588119","0.108350867739383"
"Sehr selten","2009","direkter Migrationshintergrund","Staedtischer Raum","138","0.0988756561429437","0.0828275920209165","0.114923720264971"
"Sehr selten","2009","direkter Migrationshintergrund","Laendlicher Raum","34","0.0981350575891871","0.0656914101527615","0.130578705025613"
"Sehr selten","2009","indirekter Migrationshintergrund","Staedtischer Raum","43","0.0665686113578527","0.0464716545197757","0.0866655681959297"
"Sehr selten","2009","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"Sehr selten","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr selten","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Selten","2009","kein Migrationshintergrund","Staedtischer Raum","2511","0.254036472300342","0.24536988288798","0.262703061712704"
"Selten","2009","kein Migrationshintergrund","Laendlicher Raum","1480","0.24610183242668","0.235109003372223","0.257094661481136"
"Selten","2009","direkter Migrationshintergrund","Staedtischer Raum","341","0.232812048785676","0.210090432901213","0.255533664670139"
"Selten","2009","direkter Migrationshintergrund","Laendlicher Raum","98","0.282132473325133","0.233053494037293","0.331211452612972"
"Selten","2009","indirekter Migrationshintergrund","Staedtischer Raum","130","0.233906613493848","0.199778171879957","0.268035055107739"
"Selten","2009","indirekter Migrationshintergrund","Laendlicher Raum","24","","",""
"Selten","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Selten","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Manchmal","2009","kein Migrationshintergrund","Staedtischer Raum","3915","0.402965065682754","0.393200004720901","0.412730126644607"
"Manchmal","2009","kein Migrationshintergrund","Laendlicher Raum","2551","0.437928232576095","0.42526650209512","0.45058996305707"
"Manchmal","2009","direkter Migrationshintergrund","Staedtischer Raum","536","0.415756088873966","0.389258765422491","0.442253412325441"
"Manchmal","2009","direkter Migrationshintergrund","Laendlicher Raum","128","0.428980233771784","0.375005433794267","0.482955033749301"
"Manchmal","2009","indirekter Migrationshintergrund","Staedtischer Raum","232","0.391051544507299","0.351709074719333","0.430394014295264"
"Manchmal","2009","indirekter Migrationshintergrund","Laendlicher Raum","60","0.494940467136948","0.404730431234013","0.585150503039884"
"Manchmal","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Manchmal","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Oft","2009","kein Migrationshintergrund","Staedtischer Raum","1783","0.187460308220475","0.179690356072167","0.195230260368783"
"Oft","2009","kein Migrationshintergrund","Laendlicher Raum","1071","0.177618655389159","0.167864793072063","0.187372517706254"
"Oft","2009","direkter Migrationshintergrund","Staedtischer Raum","247","0.20568462712669","0.183953462527204","0.227415791726177"
"Oft","2009","direkter Migrationshintergrund","Laendlicher Raum","48","0.157806039912253","0.118048939574604","0.197563140249901"
"Oft","2009","indirekter Migrationshintergrund","Staedtischer Raum","146","0.254954078357588","0.219816093348802","0.290092063366375"
"Oft","2009","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Oft","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Oft","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr oft","2009","kein Migrationshintergrund","Staedtischer Raum","387","0.0412012987637346","0.0372443487874714","0.0451582487399977"
"Sehr oft","2009","kein Migrationshintergrund","Laendlicher Raum","221","0.0376794835589689","0.0328197993357924","0.0425391677821455"
"Sehr oft","2009","direkter Migrationshintergrund","Staedtischer Raum","67","0.0468715790707239","0.0355079747597659","0.058235183381682"
"Sehr oft","2009","direkter Migrationshintergrund","Laendlicher Raum","15","","",""
"Sehr oft","2009","indirekter Migrationshintergrund","Staedtischer Raum","40","0.0535191522834122","0.035373821959894","0.0716644826069304"
"Sehr oft","2009","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"Sehr oft","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr oft","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr selten","2010","kein Migrationshintergrund","Staedtischer Raum","1007","0.116084653786396","0.109504671738391","0.122664635834401"
"Sehr selten","2010","kein Migrationshintergrund","Laendlicher Raum","563","0.104809287532197","0.0966159837525824","0.113002591311812"
"Sehr selten","2010","direkter Migrationshintergrund","Staedtischer Raum","139","0.111502030641969","0.0935280175399616","0.129476043743976"
"Sehr selten","2010","direkter Migrationshintergrund","Laendlicher Raum","30","0.0767208677735527","0.0458756147171504","0.107566120829955"
"Sehr selten","2010","indirekter Migrationshintergrund","Staedtischer Raum","47","0.0805240539990816","0.0577835676776883","0.103264540320475"
"Sehr selten","2010","indirekter Migrationshintergrund","Laendlicher Raum","7","","",""
"Sehr selten","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr selten","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Selten","2010","kein Migrationshintergrund","Staedtischer Raum","2371","0.267232572693105","0.258142659394505","0.276322485991706"
"Selten","2010","kein Migrationshintergrund","Laendlicher Raum","1447","0.268371159641736","0.256518529875297","0.280223789408175"
"Selten","2010","direkter Migrationshintergrund","Staedtischer Raum","302","0.232837893181405","0.208702974056802","0.256972812306008"
"Selten","2010","direkter Migrationshintergrund","Laendlicher Raum","83","0.301046579520581","0.247884000617864","0.354209158423298"
"Selten","2010","indirekter Migrationshintergrund","Staedtischer Raum","122","0.186781086810869","0.154209648969552","0.219352524652186"
"Selten","2010","indirekter Migrationshintergrund","Laendlicher Raum","23","","",""
"Selten","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Selten","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Manchmal","2010","kein Migrationshintergrund","Staedtischer Raum","3947","0.423142046957687","0.412993368332039","0.433290725583335"
"Manchmal","2010","kein Migrationshintergrund","Laendlicher Raum","2320","0.430876317458857","0.417630430934433","0.44412220398328"
"Manchmal","2010","direkter Migrationshintergrund","Staedtischer Raum","504","0.458006839616709","0.429555132421443","0.486458546811975"
"Manchmal","2010","direkter Migrationshintergrund","Laendlicher Raum","126","0.45020370254121","0.392544250468412","0.507863154614008"
"Manchmal","2010","indirekter Migrationshintergrund","Staedtischer Raum","218","0.41466822049037","0.373494683658383","0.455841757322357"
"Manchmal","2010","indirekter Migrationshintergrund","Laendlicher Raum","56","0.569120755615403","0.473487381632854","0.664754129597951"
"Manchmal","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Manchmal","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Oft","2010","kein Migrationshintergrund","Staedtischer Raum","1521","0.165208064687084","0.157579607542664","0.172836521831503"
"Oft","2010","kein Migrationshintergrund","Laendlicher Raum","886","0.16652146982005","0.1565563226851","0.176486616954999"
"Oft","2010","direkter Migrationshintergrund","Staedtischer Raum","190","0.165330007157587","0.144116684958089","0.186543329357086"
"Oft","2010","direkter Migrationshintergrund","Laendlicher Raum","39","0.152945312854092","0.111230635818977","0.194659989889207"
"Oft","2010","indirekter Migrationshintergrund","Staedtischer Raum","130","0.271441221457267","0.234275981218199","0.308606461696335"
"Oft","2010","indirekter Migrationshintergrund","Laendlicher Raum","16","","",""
"Oft","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Oft","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr oft","2010","kein Migrationshintergrund","Staedtischer Raum","258","0.0283326618757278","0.0249243882167084","0.0317409355347473"
"Sehr oft","2010","kein Migrationshintergrund","Laendlicher Raum","153","0.0294217655471607","0.0249016344774144","0.0339418966169071"
"Sehr oft","2010","direkter Migrationshintergrund","Staedtischer Raum","43","0.0323232294023304","0.0222237735307147","0.042422685273946"
"Sehr oft","2010","direkter Migrationshintergrund","Laendlicher Raum","8","","",""
"Sehr oft","2010","indirekter Migrationshintergrund","Staedtischer Raum","33","0.0465854172424119","0.0289724455854122","0.0641983888994115"
"Sehr oft","2010","indirekter Migrationshintergrund","Laendlicher Raum","1","","",""
"Sehr oft","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr oft","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr selten","2011","kein Migrationshintergrund","Staedtischer Raum","1348","0.12397642631693","0.117839585420807","0.130113267213054"
"Sehr selten","2011","kein Migrationshintergrund","Laendlicher Raum","829","0.128221100861738","0.120258177362524","0.136184024360952"
"Sehr selten","2011","direkter Migrationshintergrund","Staedtischer Raum","215","0.137171113362331","0.119994385235768","0.154347841488894"
"Sehr selten","2011","direkter Migrationshintergrund","Laendlicher Raum","59","0.100503214487852","0.0733207426912944","0.127685686284409"
"Sehr selten","2011","indirekter Migrationshintergrund","Staedtischer Raum","51","0.0974433675796384","0.0746624627379662","0.120224272421311"
"Sehr selten","2011","indirekter Migrationshintergrund","Laendlicher Raum","10","","",""
"Sehr selten","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr selten","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Selten","2011","kein Migrationshintergrund","Staedtischer Raum","2780","0.250853070296314","0.24278052253798","0.258925618054648"
"Selten","2011","kein Migrationshintergrund","Laendlicher Raum","1826","0.260372292378106","0.249920432332077","0.270824152424135"
"Selten","2011","direkter Migrationshintergrund","Staedtischer Raum","398","0.236158460463918","0.214952880122548","0.257364040805288"
"Selten","2011","direkter Migrationshintergrund","Laendlicher Raum","141","0.305112076632825","0.263484009817335","0.346740143448315"
"Selten","2011","indirekter Migrationshintergrund","Staedtischer Raum","131","0.189301221787984","0.15920832022682","0.219394123349149"
"Selten","2011","indirekter Migrationshintergrund","Laendlicher Raum","33","0.273861923585352","0.199460031482404","0.348263815688299"
"Selten","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Selten","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Manchmal","2011","kein Migrationshintergrund","Staedtischer Raum","4644","0.418884007277819","0.409696541926128","0.428071472629511"
"Manchmal","2011","kein Migrationshintergrund","Laendlicher Raum","2684","0.402235323150276","0.39055661397897","0.413914032321583"
"Manchmal","2011","direkter Migrationshintergrund","Staedtischer Raum","612","0.417776791330536","0.393152503249107","0.442401079411965"
"Manchmal","2011","direkter Migrationshintergrund","Laendlicher Raum","181","0.394573526058156","0.350386595195644","0.438760456920668"
"Manchmal","2011","indirekter Migrationshintergrund","Staedtischer Raum","260","0.394277489758772","0.356737388051692","0.431817591465851"
"Manchmal","2011","indirekter Migrationshintergrund","Laendlicher Raum","66","0.491898237115218","0.408487582088193","0.575308892142244"
"Manchmal","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Manchmal","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Oft","2011","kein Migrationshintergrund","Staedtischer Raum","1868","0.166419039713785","0.159483299629559","0.173354779798011"
"Oft","2011","kein Migrationshintergrund","Laendlicher Raum","1163","0.170744965073033","0.161782909597821","0.179707020548245"
"Oft","2011","direkter Migrationshintergrund","Staedtischer Raum","250","0.169933944927744","0.151182136029247","0.188685753826241"
"Oft","2011","direkter Migrationshintergrund","Laendlicher Raum","73","0.16531173826252","0.131729227597593","0.198894248927447"
"Oft","2011","indirekter Migrationshintergrund","Staedtischer Raum","163","0.262442835959833","0.228646252378884","0.296239419540782"
"Oft","2011","indirekter Migrationshintergrund","Laendlicher Raum","19","","",""
"Oft","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Oft","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr oft","2011","kein Migrationshintergrund","Staedtischer Raum","438","0.0398674563951516","0.0362241787440483","0.0435107340462549"
"Sehr oft","2011","kein Migrationshintergrund","Laendlicher Raum","270","0.0384263185368466","0.0338481129648401","0.0430045241088531"
"Sehr oft","2011","direkter Migrationshintergrund","Staedtischer Raum","66","0.0389596899154709","0.0292986178970393","0.0486207619339026"
"Sehr oft","2011","direkter Migrationshintergrund","Laendlicher Raum","16","","",""
"Sehr oft","2011","indirekter Migrationshintergrund","Staedtischer Raum","46","0.0565350849137726","0.0387940276203127","0.0742761422072324"
"Sehr oft","2011","indirekter Migrationshintergrund","Laendlicher Raum","10","","",""
"Sehr oft","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr oft","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr selten","2012","kein Migrationshintergrund","Staedtischer Raum","1271","0.116384691035995","0.11036306170402","0.122406320367971"
"Sehr selten","2012","kein Migrationshintergrund","Laendlicher Raum","844","0.116243060595195","0.108630051292736","0.123856069897654"
"Sehr selten","2012","direkter Migrationshintergrund","Staedtischer Raum","184","0.12381592695818","0.106926733243202","0.140705120673158"
"Sehr selten","2012","direkter Migrationshintergrund","Laendlicher Raum","52","0.0802817992377165","0.0559982875070019","0.104565310968431"
"Sehr selten","2012","indirekter Migrationshintergrund","Staedtischer Raum","64","0.0838027414863997","0.0623352296471204","0.105270253325679"
"Sehr selten","2012","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"Sehr selten","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr selten","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Selten","2012","kein Migrationshintergrund","Staedtischer Raum","3029","0.281279935372505","0.272837189149697","0.289722681595314"
"Selten","2012","kein Migrationshintergrund","Laendlicher Raum","1832","0.274183475388404","0.263587511044733","0.284779439732075"
"Selten","2012","direkter Migrationshintergrund","Staedtischer Raum","386","0.261664673810041","0.239126311589065","0.284203036031018"
"Selten","2012","direkter Migrationshintergrund","Laendlicher Raum","161","0.324859568484856","0.283007161211924","0.366711975757788"
"Selten","2012","indirekter Migrationshintergrund","Staedtischer Raum","154","0.274935158175439","0.240344273651273","0.309526042699606"
"Selten","2012","indirekter Migrationshintergrund","Laendlicher Raum","37","0.241402397471811","0.17314713520287","0.309657659740753"
"Selten","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Selten","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Manchmal","2012","kein Migrationshintergrund","Staedtischer Raum","4482","0.412025721240415","0.402783511886713","0.421267930594117"
"Manchmal","2012","kein Migrationshintergrund","Laendlicher Raum","2789","0.402340162764102","0.390692731567598","0.413987593960605"
"Manchmal","2012","direkter Migrationshintergrund","Staedtischer Raum","584","0.41856503882835","0.39326885379647","0.443861223860229"
"Manchmal","2012","direkter Migrationshintergrund","Laendlicher Raum","180","0.413371880045453","0.369364303163495","0.457379456927411"
"Manchmal","2012","indirekter Migrationshintergrund","Staedtischer Raum","255","0.389518309255835","0.351738621525725","0.427297996985945"
"Manchmal","2012","indirekter Migrationshintergrund","Laendlicher Raum","66","0.469149303840356","0.389551451304479","0.548747156376234"
"Manchmal","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Manchmal","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Oft","2012","kein Migrationshintergrund","Staedtischer Raum","1741","0.155960067160444","0.14914731362742","0.162772820693468"
"Oft","2012","kein Migrationshintergrund","Laendlicher Raum","1098","0.169194149820011","0.160288843387661","0.178099456252362"
"Oft","2012","direkter Migrationshintergrund","Staedtischer Raum","242","0.14954970935358","0.13126280317791","0.16783661552925"
"Oft","2012","direkter Migrationshintergrund","Laendlicher Raum","69","0.153980371903791","0.121725267314841","0.186235476492741"
"Oft","2012","indirekter Migrationshintergrund","Staedtischer Raum","134","0.20079605066682","0.169760139649679","0.23183196168396"
"Oft","2012","indirekter Migrationshintergrund","Laendlicher Raum","31","0.214882214705402","0.149369248859944","0.28039518055086"
"Oft","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Oft","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr oft","2012","kein Migrationshintergrund","Staedtischer Raum","372","0.034349585190641","0.0309297499142825","0.0377694204669994"
"Sehr oft","2012","kein Migrationshintergrund","Laendlicher Raum","246","0.0380391514322874","0.0334955468125616","0.0425827560520133"
"Sehr oft","2012","direkter Migrationshintergrund","Staedtischer Raum","65","0.0464046510498487","0.0356180205822326","0.0571912815174649"
"Sehr oft","2012","direkter Migrationshintergrund","Laendlicher Raum","19","","",""
"Sehr oft","2012","indirekter Migrationshintergrund","Staedtischer Raum","33","0.0509477404155065","0.0339118188662866","0.0679836619647264"
"Sehr oft","2012","indirekter Migrationshintergrund","Laendlicher Raum","6","","",""
"Sehr oft","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr oft","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Sehr selten","2013","kein Migrationshintergrund","Staedtischer Raum","1313","0.110577399997705","0.10523494867324","0.11591985132217"
"Sehr selten","2013","kein Migrationshintergrund","Laendlicher Raum","895","0.107391617106258","0.100804244204614","0.113978990007902"
"Sehr selten","2013","direkter Migrationshintergrund","Staedtischer Raum","208","0.0983321988554635","0.0853471507692711","0.111317246941656"
"Sehr selten","2013","direkter Migrationshintergrund","Laendlicher Raum","68","0.0991402117248641","0.0764774213508124","0.121803002098916"
"Sehr selten","2013","indirekter Migrationshintergrund","Staedtischer Raum","59","0.0785193753523242","0.0615480422983283","0.0954907084063202"
"Sehr selten","2013","indirekter Migrationshintergrund","Laendlicher Raum","17","","",""
"Sehr selten","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Sehr selten","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Selten","2013","kein Migrationshintergrund","Staedtischer Raum","3498","0.279392580282113","0.271748766370641","0.287036394193585"
"Selten","2013","kein Migrationshintergrund","Laendlicher Raum","2284","0.278446588838353","0.26890980870389","0.287983368972816"
"Selten","2013","direkter Migrationshintergrund","Staedtischer Raum","497","0.242157854354214","0.223476383650399","0.260839325058028"
"Selten","2013","direkter Migrationshintergrund","Laendlicher Raum","187","0.316553390547748","0.281280939353235","0.351825841742261"
"Selten","2013","indirekter Migrationshintergrund","Staedtischer Raum","237","0.294523381663796","0.265763596618318","0.323283166709273"
"Selten","2013","indirekter Migrationshintergrund","Laendlicher Raum","51","0.249667806451355","0.194211846753493","0.305123766149217"
"Selten","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
