"plh0184","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Oft","2007","(noch) kein Abschluss","kein Migrationshintergrund","73","0.20778172601702","0.165636421628141","0.249927030405899"
"Oft","2007","(noch) kein Abschluss","direkter Migrationshintergrund","30","0.216351362394846","0.149561250391289","0.283141474398404"
"Oft","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Oft","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Hauptschule","kein Migrationshintergrund","1103","","",""
"Oft","2007","Hauptschule","direkter Migrationshintergrund","177","","",""
"Oft","2007","Hauptschule","indirekter Migrationshintergrund","62","0.271095538752464","0.214501536526602","0.327689540978327"
"Oft","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Realschule","kein Migrationshintergrund","1159","","",""
"Oft","2007","Realschule","direkter Migrationshintergrund","33","0.241247887866834","0.17821848767796","0.304277288055708"
"Oft","2007","Realschule","indirekter Migrationshintergrund","41","0.245915685672314","0.185004010184529","0.306827361160099"
"Oft","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","(Fach-)Abitur","kein Migrationshintergrund","421","0.21628370201662","0.197507576502674","0.235059827530566"
"Oft","2007","(Fach-)Abitur","direkter Migrationshintergrund","81","0.279910950290657","0.234165250382227","0.325656650199088"
"Oft","2007","(Fach-)Abitur","indirekter Migrationshintergrund","37","0.229688721924367","0.159253356641879","0.300124087206855"
"Oft","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","AkademikerIn","kein Migrationshintergrund","795","0.21414281169606","0.201357879990397","0.226927743401723"
"Oft","2007","AkademikerIn","direkter Migrationshintergrund","66","0.203640472514719","0.161023002019462","0.246257943009976"
"Oft","2007","AkademikerIn","indirekter Migrationshintergrund","14","","",""
"Oft","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","(noch) kein Abschluss","kein Migrationshintergrund","26","","",""
"Sehr oft","2007","(noch) kein Abschluss","direkter Migrationshintergrund","7","0.0563280214945481","0.0189303604304068","0.0937256825586894"
"Sehr oft","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.101871677145927","0.0204376184995393","0.183305735792315"
"Sehr oft","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Hauptschule","kein Migrationshintergrund","295","","",""
"Sehr oft","2007","Hauptschule","direkter Migrationshintergrund","55","0.0468075403206743","0.0338701606996995","0.059744919941649"
"Sehr oft","2007","Hauptschule","indirekter Migrationshintergrund","20","","",""
"Sehr oft","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Realschule","kein Migrationshintergrund","303","0.0616939104925997","0.0550369469350927","0.0683508740501067"
"Sehr oft","2007","Realschule","direkter Migrationshintergrund","18","","",""
"Sehr oft","2007","Realschule","indirekter Migrationshintergrund","25","","",""
"Sehr oft","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","(Fach-)Abitur","kein Migrationshintergrund","116","","",""
"Sehr oft","2007","(Fach-)Abitur","direkter Migrationshintergrund","24","","",""
"Sehr oft","2007","(Fach-)Abitur","indirekter Migrationshintergrund","8","0.087739787224609","0.0403651973928304","0.135114377056388"
"Sehr oft","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","AkademikerIn","kein Migrationshintergrund","204","","",""
"Sehr oft","2007","AkademikerIn","direkter Migrationshintergrund","22","","",""
"Sehr oft","2007","AkademikerIn","indirekter Migrationshintergrund","5","0.0350621455493301","-0.00404062632952029","0.0741649174281804"
"Sehr oft","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2008","(noch) kein Abschluss","kein Migrationshintergrund","30","0.0743427578429778","0.047430750392922","0.101254765293034"
"Sehr selten","2008","(noch) kein Abschluss","direkter Migrationshintergrund","22","","",""
"Sehr selten","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.146049049523729","0.056690050262403","0.235408048785055"
"Sehr selten","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2008","Hauptschule","kein Migrationshintergrund","704","0.127593867297427","0.118894290576784","0.13629344401807"
"Sehr selten","2008","Hauptschule","direkter Migrationshintergrund","105","","",""
"Sehr selten","2008","Hauptschule","indirekter Migrationshintergrund","16","","",""
"Sehr selten","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2008","Realschule","kein Migrationshintergrund","381","0.0807077446690683","0.0729656721184381","0.0884498172196986"
"Sehr selten","2008","Realschule","direkter Migrationshintergrund","15","","",""
"Sehr selten","2008","Realschule","indirekter Migrationshintergrund","18","","",""
"Sehr selten","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2008","(Fach-)Abitur","kein Migrationshintergrund","139","","",""
"Sehr selten","2008","(Fach-)Abitur","direkter Migrationshintergrund","36","0.116253063828902","0.082182854898858","0.150323272758947"
"Sehr selten","2008","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.0854475432002259","0.0364417768507558","0.134453309549696"
"Sehr selten","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2008","AkademikerIn","kein Migrationshintergrund","383","0.101556485522038","0.091934670424176","0.111178300619901"
"Sehr selten","2008","AkademikerIn","direkter Migrationshintergrund","28","","",""
"Sehr selten","2008","AkademikerIn","indirekter Migrationshintergrund","5","0.0490534483351983","0.00313877979970963","0.0949681168706869"
"Sehr selten","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","(noch) kein Abschluss","kein Migrationshintergrund","77","0.211441604521604","0.169551271628949","0.253331937414259"
"Selten","2008","(noch) kein Abschluss","direkter Migrationshintergrund","33","0.240964405131664","0.16380042764233","0.318128382620999"
"Selten","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","25","","",""
"Selten","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","Hauptschule","kein Migrationshintergrund","1515","","",""
"Selten","2008","Hauptschule","direkter Migrationshintergrund","229","","",""
"Selten","2008","Hauptschule","indirekter Migrationshintergrund","50","0.193298948708953","0.142485911310911","0.244111986106994"
"Selten","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","Realschule","kein Migrationshintergrund","1010","","",""
"Selten","2008","Realschule","direkter Migrationshintergrund","41","0.25525308358879","0.188523867568071","0.32198229960951"
"Selten","2008","Realschule","indirekter Migrationshintergrund","48","0.23771982877625","0.176543750238915","0.298895907313584"
"Selten","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","(Fach-)Abitur","kein Migrationshintergrund","389","0.208574118443574","0.189277727038946","0.227870509848203"
"Selten","2008","(Fach-)Abitur","direkter Migrationshintergrund","81","0.208438999473069","0.165263207078612","0.251614791867527"
"Selten","2008","(Fach-)Abitur","indirekter Migrationshintergrund","24","","",""
"Selten","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","AkademikerIn","kein Migrationshintergrund","973","0.254820310221549","0.240939803811972","0.268700816631126"
"Selten","2008","AkademikerIn","direkter Migrationshintergrund","85","0.279055055742332","0.229285153017512","0.328824958467151"
"Selten","2008","AkademikerIn","indirekter Migrationshintergrund","21","","",""
"Selten","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","(noch) kein Abschluss","kein Migrationshintergrund","155","","",""
"Manchmal","2008","(noch) kein Abschluss","direkter Migrationshintergrund","38","0.373154099421118","0.285890807774404","0.460417391067832"
"Manchmal","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","20","","",""
"Manchmal","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","Hauptschule","kein Migrationshintergrund","2268","","",""
"Manchmal","2008","Hauptschule","direkter Migrationshintergrund","374","0.40672568477016","0.374844882281007","0.438606487259313"
"Manchmal","2008","Hauptschule","indirekter Migrationshintergrund","97","0.476405242355868","0.412137949074327","0.54067253563741"
"Manchmal","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","Realschule","kein Migrationshintergrund","2189","","",""
"Manchmal","2008","Realschule","direkter Migrationshintergrund","70","0.378124695261773","0.303909071240513","0.452340319283033"
"Manchmal","2008","Realschule","indirekter Migrationshintergrund","63","0.375504818660353","0.305912080882656","0.445097556438049"
"Manchmal","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","(Fach-)Abitur","kein Migrationshintergrund","724","0.442461845145626","0.418872495000602","0.46605119529065"
"Manchmal","2008","(Fach-)Abitur","direkter Migrationshintergrund","147","","",""
"Manchmal","2008","(Fach-)Abitur","indirekter Migrationshintergrund","56","0.431068124935718","0.344252844419872","0.517883405451564"
"Manchmal","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","AkademikerIn","kein Migrationshintergrund","1650","","",""
"Manchmal","2008","AkademikerIn","direkter Migrationshintergrund","130","","",""
"Manchmal","2008","AkademikerIn","indirekter Migrationshintergrund","42","0.399009220426132","0.294906039809395","0.503112401042869"
"Manchmal","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","(noch) kein Abschluss","kein Migrationshintergrund","88","0.250609891835277","0.206151398427724","0.29506838524283"
"Oft","2008","(noch) kein Abschluss","direkter Migrationshintergrund","22","","",""
"Oft","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.0774952726356798","0.00984113365205135","0.145149411619308"
"Oft","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","Hauptschule","kein Migrationshintergrund","915","0.158742761990325","0.149214027185501","0.168271496795149"
"Oft","2008","Hauptschule","direkter Migrationshintergrund","170","","",""
"Oft","2008","Hauptschule","indirekter Migrationshintergrund","50","0.208109953406471","0.155872383336144","0.260347523476798"
"Oft","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","Realschule","kein Migrationshintergrund","949","0.207261906437813","0.195740713789306","0.218783099086319"
"Oft","2008","Realschule","direkter Migrationshintergrund","29","","",""
"Oft","2008","Realschule","indirekter Migrationshintergrund","42","0.21693978508268","0.157707457173908","0.276172112991451"
"Oft","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","(Fach-)Abitur","kein Migrationshintergrund","365","0.216737909091858","0.197169218769062","0.236306599414653"
"Oft","2008","(Fach-)Abitur","direkter Migrationshintergrund","65","0.215442154242828","0.171741648917769","0.259142659567886"
"Oft","2008","(Fach-)Abitur","indirekter Migrationshintergrund","27","","",""
"Oft","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","AkademikerIn","kein Migrationshintergrund","645","0.185585082245684","0.173201332185651","0.197968832305718"
"Oft","2008","AkademikerIn","direkter Migrationshintergrund","60","0.199315052348794","0.154987711920028","0.24364239277756"
"Oft","2008","AkademikerIn","indirekter Migrationshintergrund","16","","",""
"Oft","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","(noch) kein Abschluss","kein Migrationshintergrund","15","","",""
"Sehr oft","2008","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Sehr oft","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Sehr oft","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","Hauptschule","kein Migrationshintergrund","248","","",""
"Sehr oft","2008","Hauptschule","direkter Migrationshintergrund","34","0.0358414518182227","0.0237767193372554","0.04790618429919"
"Sehr oft","2008","Hauptschule","indirekter Migrationshintergrund","19","","",""
"Sehr oft","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","Realschule","kein Migrationshintergrund","226","","",""
"Sehr oft","2008","Realschule","direkter Migrationshintergrund","9","0.0608941976462312","0.0242950151183278","0.0974933801741347"
"Sehr oft","2008","Realschule","indirekter Migrationshintergrund","15","","",""
"Sehr oft","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","(Fach-)Abitur","kein Migrationshintergrund","86","0.0519775649720604","0.0414347146811756","0.0625204152629451"
"Sehr oft","2008","(Fach-)Abitur","direkter Migrationshintergrund","11","","",""
"Sehr oft","2008","(Fach-)Abitur","indirekter Migrationshintergrund","9","0.0691050488072209","0.0246420949830633","0.113568002631378"
"Sehr oft","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","AkademikerIn","kein Migrationshintergrund","135","","",""
"Sehr oft","2008","AkademikerIn","direkter Migrationshintergrund","9","0.0224694687901567","0.00602452619130725","0.0389144113890061"
"Sehr oft","2008","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Sehr oft","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2009","(noch) kein Abschluss","kein Migrationshintergrund","29","","",""
"Sehr selten","2009","(noch) kein Abschluss","direkter Migrationshintergrund","15","","",""
"Sehr selten","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","9","0.132169150994365","0.0434664856645645","0.220871816324165"
"Sehr selten","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2009","Hauptschule","kein Migrationshintergrund","732","0.144861802191851","0.135290033095798","0.154433571287904"
"Sehr selten","2009","Hauptschule","direkter Migrationshintergrund","88","0.107542874774534","0.0857033670203108","0.129382382528758"
"Sehr selten","2009","Hauptschule","indirekter Migrationshintergrund","17","","",""
"Sehr selten","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2009","Realschule","kein Migrationshintergrund","387","0.0894499788007371","0.0810985557908369","0.0978014018106373"
"Sehr selten","2009","Realschule","direkter Migrationshintergrund","11","","",""
"Sehr selten","2009","Realschule","indirekter Migrationshintergrund","6","0.0115927037332518","-0.00449833092165699","0.0276837383881605"
"Sehr selten","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2009","(Fach-)Abitur","kein Migrationshintergrund","119","","",""
"Sehr selten","2009","(Fach-)Abitur","direkter Migrationshintergrund","24","","",""
"Sehr selten","2009","(Fach-)Abitur","indirekter Migrationshintergrund","5","0.0291692496106313","-0.00301829378112223","0.0613567930023849"
"Sehr selten","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2009","AkademikerIn","kein Migrationshintergrund","374","0.10162981526787","0.0918205256365626","0.111439104899177"
"Sehr selten","2009","AkademikerIn","direkter Migrationshintergrund","31","0.11343502919159","0.0769990475975083","0.149871010785672"
"Sehr selten","2009","AkademikerIn","indirekter Migrationshintergrund","6","0.0797153551737341","0.0228011670148013","0.136629543332667"
"Sehr selten","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","(noch) kein Abschluss","kein Migrationshintergrund","78","0.209786273718106","0.16475190429304","0.254820643143173"
"Selten","2009","(noch) kein Abschluss","direkter Migrationshintergrund","25","","",""
"Selten","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Selten","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","Hauptschule","kein Migrationshintergrund","1406","","",""
"Selten","2009","Hauptschule","direkter Migrationshintergrund","212","","",""
"Selten","2009","Hauptschule","indirekter Migrationshintergrund","54","0.219305513961077","0.163606758397484","0.27500426952467"
"Selten","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","Realschule","kein Migrationshintergrund","1058","","",""
"Selten","2009","Realschule","direkter Migrationshintergrund","34","0.199972499084681","0.134185282218509","0.265759715950852"
"Selten","2009","Realschule","indirekter Migrationshintergrund","32","0.247284612771794","0.182430492287916","0.312138733255671"
"Selten","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","(Fach-)Abitur","kein Migrationshintergrund","377","0.223842615985145","0.203425297271796","0.244259934698493"
"Selten","2009","(Fach-)Abitur","direkter Migrationshintergrund","79","0.25763187837814","0.207726593369202","0.307537163387078"
"Selten","2009","(Fach-)Abitur","indirekter Migrationshintergrund","17","","",""
"Selten","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","AkademikerIn","kein Migrationshintergrund","986","0.26414470993221","0.249832177243132","0.278457242621287"
"Selten","2009","AkademikerIn","direkter Migrationshintergrund","80","0.272561922552399","0.221401726082006","0.323722119022792"
"Selten","2009","AkademikerIn","indirekter Migrationshintergrund","20","","",""
"Selten","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","(noch) kein Abschluss","kein Migrationshintergrund","132","","",""
"Manchmal","2009","(noch) kein Abschluss","direkter Migrationshintergrund","45","0.416719551616915","0.325413465316779","0.508025637917052"
"Manchmal","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","23","","",""
"Manchmal","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","Hauptschule","kein Migrationshintergrund","2027","","",""
"Manchmal","2009","Hauptschule","direkter Migrationshintergrund","298","","",""
"Manchmal","2009","Hauptschule","indirekter Migrationshintergrund","88","0.46647999685289","0.399325975137173","0.533634018568606"
"Manchmal","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","Realschule","kein Migrationshintergrund","1960","","",""
"Manchmal","2009","Realschule","direkter Migrationshintergrund","59","0.423540849055532","0.342269804971047","0.504811893140017"
"Manchmal","2009","Realschule","indirekter Migrationshintergrund","66","0.350358021565804","0.278641915127971","0.422074128003638"
"Manchmal","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","(Fach-)Abitur","kein Migrationshintergrund","666","0.442668806967106","0.41833844554008","0.466999168394131"
"Manchmal","2009","(Fach-)Abitur","direkter Migrationshintergrund","120","","",""
"Manchmal","2009","(Fach-)Abitur","indirekter Migrationshintergrund","41","0.291796484865708","0.204845899833876","0.37874706989754"
"Manchmal","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","AkademikerIn","kein Migrationshintergrund","1547","","",""
"Manchmal","2009","AkademikerIn","direkter Migrationshintergrund","123","","",""
"Manchmal","2009","AkademikerIn","indirekter Migrationshintergrund","40","0.42968988758632","0.325668757562712","0.533711017609928"
"Manchmal","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","(noch) kein Abschluss","kein Migrationshintergrund","62","0.184442335176661","0.14154395340651","0.227340716946813"
"Oft","2009","(noch) kein Abschluss","direkter Migrationshintergrund","23","","",""
"Oft","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Oft","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","Hauptschule","kein Migrationshintergrund","823","0.157239413697157","0.147339533601963","0.16713929379235"
"Oft","2009","Hauptschule","direkter Migrationshintergrund","136","","",""
"Oft","2009","Hauptschule","indirekter Migrationshintergrund","37","0.177153102206722","0.125758908203926","0.228547296209518"
"Oft","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","Realschule","kein Migrationshintergrund","883","0.198522574973685","0.186849935999451","0.21019521394792"
"Oft","2009","Realschule","direkter Migrationshintergrund","28","","",""
"Oft","2009","Realschule","indirekter Migrationshintergrund","52","0.300078154317012","0.231186661650136","0.368969646983888"
"Oft","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","(Fach-)Abitur","kein Migrationshintergrund","376","0.232582591411784","0.211888000249714","0.253277182573855"
"Oft","2009","(Fach-)Abitur","direkter Migrationshintergrund","61","0.22453319847531","0.176916534057518","0.272149862893102"
"Oft","2009","(Fach-)Abitur","indirekter Migrationshintergrund","36","0.412628339951529","0.318463350500835","0.506793329402223"
"Oft","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","AkademikerIn","kein Migrationshintergrund","622","0.176992196569476","0.164601995312744","0.189382397826209"
"Oft","2009","AkademikerIn","direkter Migrationshintergrund","42","0.111530173600785","0.0753626205454304","0.147697726656139"
"Oft","2009","AkademikerIn","indirekter Migrationshintergrund","21","","",""
"Oft","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","(noch) kein Abschluss","kein Migrationshintergrund","13","","",""
"Sehr oft","2009","(noch) kein Abschluss","direkter Migrationshintergrund","4","0.0431801965671223","0.00553613587951765","0.080824257254727"
"Sehr oft","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Sehr oft","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","Hauptschule","kein Migrationshintergrund","206","","",""
"Sehr oft","2009","Hauptschule","direkter Migrationshintergrund","39","0.0466433104071717","0.0317777688208528","0.0615088519934905"
"Sehr oft","2009","Hauptschule","indirekter Migrationshintergrund","16","","",""
"Sehr oft","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","Realschule","kein Migrationshintergrund","198","","",""
"Sehr oft","2009","Realschule","direkter Migrationshintergrund","10","","",""
"Sehr oft","2009","Realschule","indirekter Migrationshintergrund","14","","",""
