"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"2004","16-34 Jahre alt","direkter Migrationshintergrund","1085.55","1097.98","353","1017.39","1153.71"
"2004","16-34 Jahre alt","indirekter Migrationshintergrund","952.86","800","360","881.93","1023.79"
"2004","16-34 Jahre alt","kein Migrationshintergrund ","1107.55","1067.79","2740","1081.1","1134"
"2004","35-65 Jahre alt","direkter Migrationshintergrund","1407.31","1250","957","1339.88","1474.74"
"2004","35-65 Jahre alt","indirekter Migrationshintergrund","1480.68","1505.25","117","1261.68","1699.68"
"2004","35-65 Jahre alt","kein Migrationshintergrund ","1651.67","1500","7674","1617.55","1685.79"
"2004","66 und älter","direkter Migrationshintergrund","","","","",""
"2004","66 und älter","indirekter Migrationshintergrund","","","","",""
"2004","66 und älter","kein Migrationshintergrund ","1134.13","583.75","174","821.96","1446.3"
"2005","16-34 Jahre alt","direkter Migrationshintergrund","1027.17","1000","286","950.07","1104.27"
"2005","16-34 Jahre alt","indirekter Migrationshintergrund","1016.34","920","358","942.45","1090.23"
"2005","16-34 Jahre alt","kein Migrationshintergrund ","1136.82","1051","2555","1108.92","1164.72"
"2005","35-65 Jahre alt","direkter Migrationshintergrund","1382.83","1279.16","934","1312.58","1453.08"
"2005","35-65 Jahre alt","indirekter Migrationshintergrund","1611.62","1600","120","1388.62","1834.62"
"2005","35-65 Jahre alt","kein Migrationshintergrund ","1659.76","1500","7333","1627.08","1692.44"
"2005","66 und älter","direkter Migrationshintergrund","","","","",""
"2005","66 und älter","indirekter Migrationshintergrund","","","","",""
"2005","66 und älter","kein Migrationshintergrund ","1224.73","545.4","146","893.48","1555.98"
"2006","16-34 Jahre alt","direkter Migrationshintergrund","1137.08","1000","307","1042.06","1232.1"
"2006","16-34 Jahre alt","indirekter Migrationshintergrund","1011.87","950","360","944.83","1078.91"
"2006","16-34 Jahre alt","kein Migrationshintergrund ","1088.81","1050","2510","1060.68","1116.94"
"2006","35-65 Jahre alt","direkter Migrationshintergrund","1426.42","1322.99","929","1357.98","1494.86"
"2006","35-65 Jahre alt","indirekter Migrationshintergrund","1591.75","1595.94","130","1376.82","1806.68"
"2006","35-65 Jahre alt","kein Migrationshintergrund ","1684.66","1500","7941","1647.96","1721.36"
"2006","66 und älter","direkter Migrationshintergrund","","","","",""
"2006","66 und älter","indirekter Migrationshintergrund","","","","",""
"2006","66 und älter","kein Migrationshintergrund ","1338.74","510.06","187","431.76","2245.72"
"2007","16-34 Jahre alt","direkter Migrationshintergrund","1078.97","1050","258","998.49","1159.45"
"2007","16-34 Jahre alt","indirekter Migrationshintergrund","1047.95","928.43","362","962.53","1133.37"
"2007","16-34 Jahre alt","kein Migrationshintergrund ","1109.97","1078.09","2408","1081.41","1138.53"
"2007","35-65 Jahre alt","direkter Migrationshintergrund","1429.82","1306.65","840","1350.79","1508.85"
"2007","35-65 Jahre alt","indirekter Migrationshintergrund","1544.43","1400","145","1340.57","1748.29"
"2007","35-65 Jahre alt","kein Migrationshintergrund ","1702.95","1500","7581","1670.57","1735.33"
"2007","66 und älter","direkter Migrationshintergrund","","","","",""
"2007","66 und älter","indirekter Migrationshintergrund","","","","",""
"2007","66 und älter","kein Migrationshintergrund ","934.31","400","200","707.65","1160.97"
"2008","16-34 Jahre alt","direkter Migrationshintergrund","1046.01","953.45","233","959.37","1132.65"
"2008","16-34 Jahre alt","indirekter Migrationshintergrund","1103.76","1100","351","1028.12","1179.4"
"2008","16-34 Jahre alt","kein Migrationshintergrund ","1129.39","1100","2282","1099.89","1158.89"
"2008","35-65 Jahre alt","direkter Migrationshintergrund","1457.45","1314.39","791","1374.83","1540.07"
"2008","35-65 Jahre alt","indirekter Migrationshintergrund","1471.24","1447.33","157","1285.26","1657.22"
"2008","35-65 Jahre alt","kein Migrationshintergrund ","1714.8","1501.91","7174","1682.54","1747.06"
"2008","66 und älter","direkter Migrationshintergrund","","","","",""
"2008","66 und älter","indirekter Migrationshintergrund","","","","",""
"2008","66 und älter","kein Migrationshintergrund ","1200.4","400","184","861.72","1539.08"
"2009","16-34 Jahre alt","direkter Migrationshintergrund","973.05","717.22","192","870.96","1075.14"
"2009","16-34 Jahre alt","indirekter Migrationshintergrund","1127.73","1091.25","313","1043.73","1211.73"
"2009","16-34 Jahre alt","kein Migrationshintergrund ","1149.34","1100","2120","1118.47","1180.21"
"2009","35-65 Jahre alt","direkter Migrationshintergrund","1456.28","1350","691","1367.99","1544.57"
"2009","35-65 Jahre alt","indirekter Migrationshintergrund","1731.59","1514.74","152","1509.72","1953.46"
"2009","35-65 Jahre alt","kein Migrationshintergrund ","1763.04","1594.68","6728","1728.31","1797.77"
"2009","66 und älter","direkter Migrationshintergrund","","","","",""
"2009","66 und älter","indirekter Migrationshintergrund","","","","",""
"2009","66 und älter","kein Migrationshintergrund ","1214.75","400","215","965.3","1464.2"
"2010","16-34 Jahre alt","direkter Migrationshintergrund","1012.15","800","435","935.72","1088.58"
"2010","16-34 Jahre alt","indirekter Migrationshintergrund","1113.95","1008","393","1017.8","1210.1"
"2010","16-34 Jahre alt","kein Migrationshintergrund ","1251.33","1150","2947","1220.31","1282.35"
"2010","35-65 Jahre alt","direkter Migrationshintergrund","1564.31","1388.3","1050","1477.18","1651.44"
"2010","35-65 Jahre alt","indirekter Migrationshintergrund","1744.14","1615.61","284","1587.45","1900.83"
"2010","35-65 Jahre alt","kein Migrationshintergrund ","1775.11","1600","8793","1742.91","1807.31"
"2010","66 und älter","direkter Migrationshintergrund","","","","",""
"2010","66 und älter","indirekter Migrationshintergrund","","","","",""
"2010","66 und älter","kein Migrationshintergrund ","1080.79","400","197","823.19","1338.39"
"2011","16-34 Jahre alt","direkter Migrationshintergrund","1259.52","1200","464","1189.39","1329.65"
"2011","16-34 Jahre alt","indirekter Migrationshintergrund","1251.45","1100","440","1152.82","1350.08"
"2011","16-34 Jahre alt","kein Migrationshintergrund ","1241.61","1200","3285","1212.97","1270.25"
"2011","35-65 Jahre alt","direkter Migrationshintergrund","1557.85","1400","1308","1490.28","1625.42"
"2011","35-65 Jahre alt","indirekter Migrationshintergrund","1694.06","1500","396","1558.74","1829.38"
"2011","35-65 Jahre alt","kein Migrationshintergrund ","1821.48","1635.81","10910","1792.98","1849.98"
"2011","66 und älter","direkter Migrationshintergrund","","","","",""
"2011","66 und älter","indirekter Migrationshintergrund","","","","",""
"2011","66 und älter","kein Migrationshintergrund ","988.44","400","210","755.21","1221.67"
"2012","16-34 Jahre alt","direkter Migrationshintergrund","1230.57","1102.92","436","1105.68","1355.46"
"2012","16-34 Jahre alt","indirekter Migrationshintergrund","1220.23","1178.27","420","1140.15","1300.31"
"2012","16-34 Jahre alt","kein Migrationshintergrund ","1251.97","1200.36","3132","1224.09","1279.85"
"2012","35-65 Jahre alt","direkter Migrationshintergrund","1569.16","1490.8","1338","1490.71","1647.61"
"2012","35-65 Jahre alt","indirekter Migrationshintergrund","1862.35","1700","435","1734.5","1990.2"
"2012","35-65 Jahre alt","kein Migrationshintergrund ","1871.33","1683.09","10720","1842.34","1900.32"
"2012","66 und älter","direkter Migrationshintergrund","","","","",""
"2012","66 und älter","indirekter Migrationshintergrund","","","","",""
"2012","66 und älter","kein Migrationshintergrund ","798.38","400","268","641.32","955.44"
"2013","16-34 Jahre alt","direkter Migrationshintergrund","1220","1200","1160","1174.66","1265.34"
"2013","16-34 Jahre alt","indirekter Migrationshintergrund","1266.68","1178.38","809","1204.67","1328.69"
"2013","16-34 Jahre alt","kein Migrationshintergrund ","1252.93","1200","3040","1224.67","1281.19"
"2013","35-65 Jahre alt","direkter Migrationshintergrund","1540.67","1400","2869","1500.6","1580.74"
"2013","35-65 Jahre alt","indirekter Migrationshintergrund","1900.19","1623.77","599","1774.13","2026.25"
"2013","35-65 Jahre alt","kein Migrationshintergrund ","1907.44","1700","10348","1877.05","1937.83"
"2013","66 und älter","direkter Migrationshintergrund","","","","",""
"2013","66 und älter","indirekter Migrationshintergrund","","","","",""
"2013","66 und älter","kein Migrationshintergrund ","990.03","442.87","276","789.03","1191.03"
"2014","16-34 Jahre alt","direkter Migrationshintergrund","1296.83","1200","878","1242.44","1351.22"
"2014","16-34 Jahre alt","indirekter Migrationshintergrund","1223.13","1001.86","663","1154.63","1291.63"
"2014","16-34 Jahre alt","kein Migrationshintergrund ","1278.91","1213.83","2697","1248.05","1309.77"
"2014","35-65 Jahre alt","direkter Migrationshintergrund","1582.47","1450","2336","1534.58","1630.36"
"2014","35-65 Jahre alt","indirekter Migrationshintergrund","2054.91","1800","541","1898.23","2211.59"
"2014","35-65 Jahre alt","kein Migrationshintergrund ","1954.68","1750","9413","1923.21","1986.15"
"2014","66 und älter","direkter Migrationshintergrund","","","","",""
"2014","66 und älter","indirekter Migrationshintergrund","","","","",""
"2014","66 und älter","kein Migrationshintergrund ","940.5","400","302","747.15","1133.85"
"2015","16-34 Jahre alt","direkter Migrationshintergrund","1370.26","1300","1233","1325.67","1414.85"
"2015","16-34 Jahre alt","indirekter Migrationshintergrund","1272.93","1200","576","1200.56","1345.3"
"2015","16-34 Jahre alt","kein Migrationshintergrund ","1317.53","1254.06","2505","1285.67","1349.39"
"2015","35-65 Jahre alt","direkter Migrationshintergrund","1635.3","1450","2503","1588","1682.6"
"2015","35-65 Jahre alt","indirekter Migrationshintergrund","2105.01","1800","544","1945.27","2264.75"
"2015","35-65 Jahre alt","kein Migrationshintergrund ","1984.74","1770.44","8937","1951.96","2017.52"
"2015","66 und älter","direkter Migrationshintergrund","900.18","404.89","34","430.43","1369.93"
"2015","66 und älter","indirekter Migrationshintergrund","","","","",""
"2015","66 und älter","kein Migrationshintergrund ","1071.46","450","301","803.39","1339.53"
"2016","16-34 Jahre alt","direkter Migrationshintergrund","1391.74","1300","1187","1341.1","1442.38"
"2016","16-34 Jahre alt","indirekter Migrationshintergrund","1281.85","1200","567","1212.28","1351.42"
"2016","16-34 Jahre alt","kein Migrationshintergrund ","1302.74","1300","2371","1269.41","1336.07"
"2016","35-65 Jahre alt","direkter Migrationshintergrund","1669.18","1500","2431","1619.64","1718.72"
"2016","35-65 Jahre alt","indirekter Migrationshintergrund","2318.78","2000","534","2141.9","2495.66"
"2016","35-65 Jahre alt","kein Migrationshintergrund ","2012.12","1800","8369","1978.85","2045.39"
"2016","66 und älter","direkter Migrationshintergrund","815.3","325.57","31","260.51","1370.09"
"2016","66 und älter","indirekter Migrationshintergrund","","","","",""
"2016","66 und älter","kein Migrationshintergrund ","1075.28","450","311","830.91","1319.65"
"2017","16-34 Jahre alt","direkter Migrationshintergrund","1394.15","1370","1343","1350.26","1438.04"
"2017","16-34 Jahre alt","indirekter Migrationshintergrund","1176.39","1100","606","1109.61","1243.17"
"2017","16-34 Jahre alt","kein Migrationshintergrund ","1356.05","1350","2895","1326.23","1385.87"
"2017","35-65 Jahre alt","direkter Migrationshintergrund","1712.16","1530","2515","1666.74","1757.58"
"2017","35-65 Jahre alt","indirekter Migrationshintergrund","2226.12","1997.32","599","2087.68","2364.56"
"2017","35-65 Jahre alt","kein Migrationshintergrund ","2060.3","1800","9689","2029.56","2091.04"
"2017","66 und älter","direkter Migrationshintergrund","776.07","450","44","339.96","1212.18"
"2017","66 und älter","indirekter Migrationshintergrund","","","","",""
"2017","66 und älter","kein Migrationshintergrund ","1002.43","450","368","807.66","1197.2"
"2018","16-34 Jahre alt","direkter Migrationshintergrund","1379.25","1250","1427","1338.28","1420.22"
"2018","16-34 Jahre alt","indirekter Migrationshintergrund","1215.98","1100.26","622","1150.57","1281.39"
"2018","16-34 Jahre alt","kein Migrationshintergrund ","1464.75","1400","2844","1431.06","1498.44"
"2018","35-65 Jahre alt","direkter Migrationshintergrund","1790.95","1600","2565","1744.24","1837.66"
"2018","35-65 Jahre alt","indirekter Migrationshintergrund","2246.09","2000","601","2112.71","2379.47"
"2018","35-65 Jahre alt","kein Migrationshintergrund ","2120.74","1890","9138","2089.14","2152.34"
"2018","66 und älter","direkter Migrationshintergrund","1023.47","419.94","50","669.99","1376.95"
"2018","66 und älter","indirekter Migrationshintergrund","","","","",""
"2018","66 und älter","kein Migrationshintergrund ","979.19","450","387","753.8","1204.58"
"2019","16-34 Jahre alt","direkter Migrationshintergrund","1488.44","1450","1274","1445.33","1531.55"
"2019","16-34 Jahre alt","indirekter Migrationshintergrund","1355.81","1200","569","1265.45","1446.17"
"2019","16-34 Jahre alt","kein Migrationshintergrund ","1509.35","1500","2733","1467.45","1551.25"
"2019","35-65 Jahre alt","direkter Migrationshintergrund","1851.09","1600","2512","1785.73","1916.45"
