"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1997","16-34 Jahre alt","maennlich","","","","",""
"1997","16-34 Jahre alt","weiblich","","","","",""
"1997","35-65 Jahre alt","maennlich","","","","",""
"1997","35-65 Jahre alt","weiblich","","","","",""
"1997","66 und Ã¤lter","maennlich","","","","",""
"1997","66 und Ã¤lter","weiblich","","","","",""
"1998","16-34 Jahre alt","maennlich","","","","",""
"1998","16-34 Jahre alt","weiblich","","","","",""
"1998","35-65 Jahre alt","maennlich","","","","",""
"1998","35-65 Jahre alt","weiblich","","","","",""
"1998","66 und Ã¤lter","maennlich","","","","",""
"1998","66 und Ã¤lter","weiblich","","","","",""
"1999","16-34 Jahre alt","maennlich","","","","",""
"1999","16-34 Jahre alt","weiblich","","","","",""
"1999","35-65 Jahre alt","maennlich","","","","",""
"1999","35-65 Jahre alt","weiblich","","","","",""
"1999","66 und Ã¤lter","maennlich","874.94","496.83","31","538.96","1210.92"
"1999","66 und Ã¤lter","weiblich","","","","",""
"2000","16-34 Jahre alt","maennlich","","","","",""
"2000","16-34 Jahre alt","weiblich","","","","",""
"2000","35-65 Jahre alt","maennlich","1886.11","1687","5075","1858.84","1913.38"
"2000","35-65 Jahre alt","weiblich","972.8","920","3976","952.77","992.83"
"2000","66 und Ã¤lter","maennlich","1258.53","767","63","935.44","1581.62"
"2000","66 und Ã¤lter","weiblich","","","","",""
"2001","16-34 Jahre alt","maennlich","","","","",""
"2001","16-34 Jahre alt","weiblich","","","","",""
"2001","35-65 Jahre alt","maennlich","1907.84","1687","4636","1879.03","1936.65"
"2001","35-65 Jahre alt","weiblich","1018.41","962.17","3767","998.24","1038.58"
"2001","66 und Ã¤lter","maennlich","1152.4","505.41","66","822.85","1481.95"
"2001","66 und Ã¤lter","weiblich","","","","",""
"2002","16-34 Jahre alt","maennlich","","","","",""
"2002","16-34 Jahre alt","weiblich","","","","",""
"2002","35-65 Jahre alt","maennlich","2003.85","1750","5161","1956.35","2051.35"
"2002","35-65 Jahre alt","weiblich","1040.23","950","4254","995.54","1084.92"
"2002","66 und Ã¤lter","maennlich","1264.95","500","97","886.05","1643.85"
"2002","66 und Ã¤lter","weiblich","856.57","326.39","43","521.85","1191.29"
"2003","16-34 Jahre alt","maennlich","","","","",""
"2003","16-34 Jahre alt","weiblich","","","","",""
"2003","35-65 Jahre alt","maennlich","2020.24","1790.57","4860","1972.45","2068.03"
"2003","35-65 Jahre alt","weiblich","1062.78","978","4081","1034.52","1091.04"
"2003","66 und Ã¤lter","maennlich","","","","",""
"2003","66 und Ã¤lter","weiblich","697.37","431.34","65","521.43","873.31"
"2004","16-34 Jahre alt","maennlich","","","","",""
"2004","16-34 Jahre alt","weiblich","","","","",""
"2004","35-65 Jahre alt","maennlich","2056.68","1800","4715","2010.46","2102.9"
"2004","35-65 Jahre alt","weiblich","1067.1","998","4033","1036.84","1097.36"
"2004","66 und Ã¤lter","maennlich","","","","",""
"2004","66 und Ã¤lter","weiblich","607.01","400","70","466.81","747.21"
"2005","16-34 Jahre alt","maennlich","","","","",""
"2005","16-34 Jahre alt","weiblich","","","","",""
"2005","35-65 Jahre alt","maennlich","2053.45","1800","4468","2008.72","2098.18"
"2005","35-65 Jahre alt","weiblich","1088.96","980","3919","1060.49","1117.43"
"2005","66 und Ã¤lter","maennlich","","","","",""
"2005","66 und Ã¤lter","weiblich","752.45","360","56","588.54","916.36"
"2006","16-34 Jahre alt","maennlich","","","","",""
"2006","16-34 Jahre alt","weiblich","","","","",""
"2006","35-65 Jahre alt","maennlich","2084.35","1815","4749","2030.46","2138.24"
"2006","35-65 Jahre alt","weiblich","1111.69","1000","4251","1084.76","1138.62"
"2006","66 und Ã¤lter","maennlich","","","","",""
"2006","66 und Ã¤lter","weiblich","704.1","380","70","537.57","870.63"
"2007","16-34 Jahre alt","maennlich","","","","",""
"2007","16-34 Jahre alt","weiblich","","","","",""
"2007","35-65 Jahre alt","maennlich","2115.91","1850","4502","2070","2161.82"
"2007","35-65 Jahre alt","weiblich","1116.05","1000","4064","1089.22","1142.88"
"2007","66 und Ã¤lter","maennlich","","","","",""
"2007","66 und Ã¤lter","weiblich","676.8","399.55","75","466.95","886.65"
"2008","16-34 Jahre alt","maennlich","","","","",""
"2008","16-34 Jahre alt","weiblich","","","","",""
"2008","35-65 Jahre alt","maennlich","2139.83","1900","4221","2094.23","2185.43"
"2008","35-65 Jahre alt","weiblich","1116.27","1000","3901","1088.8","1143.74"
"2008","66 und Ã¤lter","maennlich","","","","",""
"2008","66 und Ã¤lter","weiblich","738.2","368.4","71","494.38","982.02"
"2009","16-34 Jahre alt","maennlich","","","","",""
"2009","16-34 Jahre alt","weiblich","","","","",""
"2009","35-65 Jahre alt","maennlich","2178.03","1900","3904","2129.07","2226.99"
"2009","35-65 Jahre alt","weiblich","1178.17","1022.1","3667","1146.08","1210.26"
"2009","66 und Ã¤lter","maennlich","","","","",""
"2009","66 und Ã¤lter","weiblich","539.54","332.92","81","391.19","687.89"
"2010","16-34 Jahre alt","maennlich","","","","",""
"2010","16-34 Jahre alt","weiblich","","","","",""
"2010","35-65 Jahre alt","maennlich","2201.66","1950","5276","2156","2247.32"
"2010","35-65 Jahre alt","weiblich","1215.59","1060","4851","1186.98","1244.2"
"2010","66 und Ã¤lter","maennlich","","","","",""
"2010","66 und Ã¤lter","weiblich","550.96","330.12","71","371.03","730.89"
"2011","16-34 Jahre alt","maennlich","","","","",""
"2011","16-34 Jahre alt","weiblich","","","","",""
"2011","35-65 Jahre alt","maennlich","2248.22","2000","6355","2206.64","2289.8"
"2011","35-65 Jahre alt","weiblich","1246.7","1100","6259","1224.07","1269.33"
"2011","66 und Ã¤lter","maennlich","","","","",""
"2011","66 und Ã¤lter","weiblich","523.06","340","82","416.22","629.9"
"2012","16-34 Jahre alt","maennlich","","","","",""
"2012","16-34 Jahre alt","weiblich","","","","",""
"2012","35-65 Jahre alt","maennlich","2296.7","2000","6133","2253.3","2340.1"
"2012","35-65 Jahre alt","weiblich","1289.29","1140","6360","1265.64","1312.94"
"2012","66 und Ã¤lter","maennlich","","","","",""
"2012","66 und Ã¤lter","weiblich","","","","",""
"2013","16-34 Jahre alt","maennlich","","","","",""
"2013","16-34 Jahre alt","weiblich","","","","",""
"2013","35-65 Jahre alt","maennlich","2327.31","2000","6805","2286.55","2368.07"
"2013","35-65 Jahre alt","weiblich","1314.56","1156","7011","1292.14","1336.98"
"2013","66 und Ã¤lter","maennlich","","","","",""
"2013","66 und Ã¤lter","weiblich","","","","",""
"2014","16-34 Jahre alt","maennlich","","","","",""
"2014","16-34 Jahre alt","weiblich","","","","",""
"2014","35-65 Jahre alt","maennlich","2375.75","2056.27","5993","2332.31","2419.19"
"2014","35-65 Jahre alt","weiblich","1361.09","1200","6297","1336.03","1386.15"
"2014","66 und Ã¤lter","maennlich","","","","",""
"2014","66 und Ã¤lter","weiblich","","","","",""
"2015","16-34 Jahre alt","maennlich","","","","",""
"2015","16-34 Jahre alt","weiblich","","","","",""
"2015","35-65 Jahre alt","maennlich","2407.83","2100","5822","2363.09","2452.57"
"2015","35-65 Jahre alt","weiblich","1417.46","1200","6162","1391.6","1443.32"
"2015","66 und Ã¤lter","maennlich","","","","",""
"2015","66 und Ã¤lter","weiblich","","","","",""
"2016","16-34 Jahre alt","maennlich","","","","",""
"2016","16-34 Jahre alt","weiblich","","","","",""
"2016","35-65 Jahre alt","maennlich","2438.16","2120","5456","2391.48","2484.84"
"2016","35-65 Jahre alt","weiblich","1454.66","1290","5878","1427.72","1481.6"
"2016","66 und Ã¤lter","maennlich","","","","",""
"2016","66 und Ã¤lter","weiblich","","","","",""
"2017","16-34 Jahre alt","maennlich","","","","",""
"2017","16-34 Jahre alt","weiblich","","","","",""
"2017","35-65 Jahre alt","maennlich","2481.91","2200","6207","2439.93","2523.89"
"2017","35-65 Jahre alt","weiblich","1488.06","1300","6596","1462.56","1513.56"
"2017","66 und Ã¤lter","maennlich","","","","",""
"2017","66 und Ã¤lter","weiblich","","","","",""
"2018","16-34 Jahre alt","maennlich","","","","",""
"2018","16-34 Jahre alt","weiblich","","","","",""
"2018","35-65 Jahre alt","maennlich","2563.8","2300","5943","2520.23","2607.37"
"2018","35-65 Jahre alt","weiblich","1532.87","1350","6361","1507.71","1558.03"
"2018","66 und Ã¤lter","maennlich","","","","",""
"2018","66 und Ã¤lter","weiblich","","","","",""
"2019","16-34 Jahre alt","maennlich","","","","",""
"2019","16-34 Jahre alt","weiblich","","","","",""
"2019","35-65 Jahre alt","maennlich","2791.47","2346.49","6678","2284.7","3298.24"
"2019","35-65 Jahre alt","weiblich","1579.91","1423.62","6509","1540.87","1618.95"
"2019","66 und Ã¤lter","maennlich","1461.3","642.4","428","1183.11","1739.49"
"2019","66 und Ã¤lter","weiblich","","","","",""
