"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1993","(noch) kein Abschluss","932.27","969.5","346","256","614","1199","1432","1943","885.69","978.85","51","2556","961","1028"
"1993","AkademikerIn","","","","","","","","","","","","","",""
"1993","Hauptschule","1112.5","1098.5","3434","328","704","1432","1790","3068","1093.38","1131.62","0","5113","1023","1074"
"1993","Realschule","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","1112.89","1049.5","540","363","586","1432","2045","3221","1060.69","1165.09","0","3323","991","1115"
"1994","(noch) kein Abschluss","950.65","994.5","312","308","640","1278","1432","2045","898.49","1002.81","0","3068","971","1074"
"1994","AkademikerIn","","","","","","","","","","","","","",""
"1994","Hauptschule","1144.6","1124.5","3128","358","757","1457","1841","2863","1124.57","1164.63","0","5624","1074","1125"
"1994","Realschule","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","1130.57","1038","621","286","542","1508","2122","3108","1078.49","1182.65","0","3835","1023","1116"
"1995","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1995","AkademikerIn","","","","","","","","","","","","","",""
"1995","Hauptschule","1151.51","1124.5","3160","352","716","1483","1841","3068","1126.23","1176.79","0","25565","1074","1125"
"1995","Realschule","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","1199.98","1069.5","620","327","576","1559","2301","3286","1142.22","1257.74","51","8692","1023","1125"
"1996","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1996","AkademikerIn","","","","","","","","","","","","","",""
"1996","Hauptschule","1180.06","1175.5","3025","332","746","1534","1892","3068","1157.9","1202.22","36","10226","1125","1175"
"1996","Realschule","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","1227.08","1072.5","625","348","614","1585","2403","3579","1170.19","1283.97","25","7506","1023","1116"
"1997","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1997","AkademikerIn","","","","","","","","","","","","","",""
"1997","Hauptschule","","","","","","","","","","","","","",""
"1997","Realschule","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","1202.67","1102","706","317","588","1548","2301","3477","1150.74","1254.6","0","6135","1062","1166"
"1998","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1998","AkademikerIn","","","","","","","","","","","","","",""
"1998","Hauptschule","","","","","","","","","","","","","",""
"1998","Realschule","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","1190.55","1124.5","728","322","552","1550","2175","3579","1137.69","1243.41","0","6135","1023","1125"
"1999","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1999","AkademikerIn","","","","","","","","","","","","","",""
"1999","Hauptschule","","","","","","","","","","","","","",""
"1999","Realschule","","","","","","","","","","","","","",""
"2000","(Fach-)Abitur","","","","","","","","","","","","","",""
"2000","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2000","AkademikerIn","","","","","","","","","","","","","",""
"2000","Hauptschule","1191.87","1175.5","4922","322","665","1585","1994","3323","1171.99","1211.75","0","10226","1176","1227"
"2000","Realschule","1191.94","1124","4409","343","716","1534","2045","3579","1171.45","1212.43","0","6647","1061","1094"
"2001","(Fach-)Abitur","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2001","AkademikerIn","","","","","","","","","","","","","",""
"2001","Hauptschule","1205.42","1223","4316","322","665","1610","2035","3221","1184.12","1226.72","0","10226","1176","1227"
"2001","Realschule","1224","1175","4062","358","716","1534","2094","3579","1202.71","1245.29","0","7669","1074","1125"
"2002","(Fach-)Abitur","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2002","AkademikerIn","2168.25","1836.5","3434","750","1278","2610","3600","8000","2088.28","2248.22","0","80000","2000","2100"
"2002","Hauptschule","1228.63","1199.5","4043","319","614","1650","2049","3457","1201.48","1255.78","0","15000","1200","1250"
"2002","Realschule","1261.19","1175.5","4176","325","700","1600","2200","4000","1232.86","1289.52","0","10000","1124","1200"
"2003","(Fach-)Abitur","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2003","AkademikerIn","2187.92","1883","3196","720","1300","2700","3800","8000","2118.76","2257.08","0","59000","2000","2100"
"2003","Hauptschule","1238.43","1198","3763","320","620","1680","2100","3600","1211.5","1265.36","0","8000","1200","1250"
"2003","Realschule","1294.93","1199","3988","336","732","1670","2240","3979","1266.2","1323.66","0","10000","1150","1200"
"2004","(Fach-)Abitur","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2004","AkademikerIn","2215.19","1899.5","3152","700","1281","2800","3970","8000","2149.52","2280.86","0","30214","2000","2117"
"2004","Hauptschule","1256.2","1199.5","3538","325","620","1700","2109","3800","1223.84","1288.56","0","30000","1200","1270"
"2004","Realschule","1311.67","1207.5","3862","398","756","1700","2300","3605","1282.87","1340.47","0","14800","1150","1200"
"2005","(Fach-)Abitur","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2005","AkademikerIn","2212.85","1927.5","3000","690","1300","2900","3800","8000","2150.68","2275.02","0","20000","2000","2100"
"2005","Hauptschule","1263.02","1231","3245","306","600","1730","2150","3740","1231.3","1294.74","0","20000","1200","1300"
"2005","Realschule","1330.19","1246.5","3705","400","740","1730","2300","4001","1300.82","1359.56","0","13000","1165","1200"
"2006","(Fach-)Abitur","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2006","AkademikerIn","2272.29","1999.5","3242","609","1290","2930","4000","8000","2182.26","2362.32","0","84300","2000","2100"
"2006","Hauptschule","1256.38","1229.5","3370","300","580","1700","2100","3760","1223.29","1289.47","0","30000","1200","1287"
"2006","Realschule","1298.88","1199","3907","398","720","1700","2250","3900","1271.31","1326.45","0","10000","1150","1200"
"2007","(Fach-)Abitur","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","908.01","675","99","160","250","1300","2200","3092","756.73","1059.29","7","3092","380","910"
"2007","AkademikerIn","2217.3","1959.5","3113","650","1265","2900","3964","7000","2155.23","2279.37","0","25000","2000","2100"
"2007","Hauptschule","1294.88","1249","3135","320","600","1750","2200","4001","1262.31","1327.45","0","15000","1200","1300"
"2007","Realschule","1330.12","1248","3712","400","769","1700","2281","4000","1299.98","1360.26","0","16000","1193","1200"
"2008","(Fach-)Abitur","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2008","AkademikerIn","","","","","","","","","","","","","",""
"2008","Hauptschule","","","","","","","","","","","","","",""
"2008","Realschule","1336.67","1261.5","3558","392","740","1780","2300","3909","1307.22","1366.12","0","9200","1200","1240"
"2009","(Fach-)Abitur","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","790.17","437","97","113","187","1100","2300","2400","638.88","941.46","32","3500","300","700"
"2009","AkademikerIn","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","",""
"2009","Realschule","1364.41","1299","3352","392","748","1800","2350","4000","1331.24","1397.58","0","15000","1200","1250"
"2010","(Fach-)Abitur","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2010","AkademikerIn","2322.13","1999.5","3737","620","1300","2968","4000","9245","2261.37","2382.89","0","30000","2100","2200"
"2010","Hauptschule","1298.01","1296.5","3388","325","600","1800","2200","4000","1268.42","1327.6","0","10000","1206","1300"
"2010","Realschule","1400.75","1329","4603","380","792","1878","2400","4100","1371.45","1430.05","0","15000","1200","1215"
"2011","(Fach-)Abitur","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2011","AkademikerIn","2392.28","2058.5","4451","776","1400","3100","4100","8000","2336.37","2448.19","0","35000","2100","2200"
"2011","Hauptschule","1342.49","1295","3999","360","660","1820","2240","3800","1315.18","1369.8","0","13000","1239","1308"
"2011","Realschule","1423.55","1349","5529","400","800","1850","2415","4000","1398.13","1448.97","0","12000","1200","1250"
"2012","(Fach-)Abitur","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2012","AkademikerIn","2444.15","2130","4356","750","1470","3100","4200","7807","2384.73","2503.57","0","36000","2150","2300"
"2012","Hauptschule","1360.42","1349.5","3952","350","650","1900","2300","3600","1331.74","1389.1","0","14000","1250","1350"
"2012","Realschule","1449.93","1384.5","5418","400","830","1900","2480","4200","1424.57","1475.29","0","11000","1200","1300"
"2013","(Fach-)Abitur","1465","1337","3068","350","690","1900","2700","4997","1424.98","1505.02","0","16000","1200","1300"
"2013","(noch) kein Abschluss","929.85","495","395","120","290","1400","2100","4000","858.88","1000.82","0","4000","450","600"
"2013","AkademikerIn","2458.29","2131","4989","700","1400","3200","4250","8000","2404.47","2512.11","0","37000","2060","2200"
"2013","Hauptschule","1388.84","1299","4663","370","650","1900","2400","4000","1361.44","1416.24","0","17000","1200","1300"
"2013","Realschule","1459.52","1399.5","5531","415","830","1900","2500","4100","1434.73","1484.31","0","15000","1224","1300"
"2014","(Fach-)Abitur","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","","","","","","","","","","","","","",""
"2014","AkademikerIn","2473.72","2195","4438","700","1400","3200","4300","8000","2416.35","2531.09","0","25000","2120","2238"
"2014","Hauptschule","1400.79","1399","3980","370","650","1910","2400","3850","1370.83","1430.75","0","20000","1250","1320"
"2014","Realschule","1514.39","1399","4872","450","850","1995","2600","4800","1486.44","1542.34","0","12000","1286","1315"
"2015","(Fach-)Abitur","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","1004.92","687","303","130","350","1450","2300","3600","917.97","1091.87","0","4000","568","855"
"2015","AkademikerIn","2518.52","2199.5","4548","700","1400","3250","4400","8000","2460.96","2576.08","0","30000","2105","2228"
"2015","Hauptschule","1406.88","1399","3729","369","650","1980","2450","4000","1377.54","1436.22","0","10000","1300","1398"
"2015","Realschule","1544.31","1469.5","4612","450","900","2000","2600","4500","1515.88","1572.74","0","15000","1300","1400"
"2016","(Fach-)Abitur","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","945.49","488.5","437","100","200","1500","2340","4274","878.41","1012.57","0","4274","400","475"
"2016","AkademikerIn","2541.57","2199","4234","700","1500","3300","4400","9280","2482.13","2601.01","0","32000","2159","2240"
"2016","Hauptschule","1434.63","1399","3479","391","662","2000","2500","4000","1403.81","1465.45","0","10000","1260","1380"
"2016","Realschule","1575.11","1499.5","4270","450","940","2000","2604","4800","1544.83","1605.39","0","15000","1338","1400"
"2017","(Fach-)Abitur","1564.39","1497","3106","420","780","2045","2700","5300","1525.19","1603.59","0","12733","1300","1400"
"2017","(noch) kein Abschluss","951.92","675","554","60","185","1324","2250","4599","893.18","1010.66","0","4599","450","600"
"2017","AkademikerIn","2601.25","2295","4849","707","1500","3300","4500","8003","2541.94","2660.56","0","61460","2200","2300"
"2017","Hauptschule","1458.3","1395.5","3752","400","680","2000","2500","4000","1428.09","1488.51","0","9583","1290","1350"
"2017","Realschule","1605.21","1499.5","4971","450","980","2084","2700","4800","1578.02","1632.4","0","20000","1400","1500"
"2018","(Fach-)Abitur","1651.18","1498.5","3081","400","820","2100","2980","6000","1608.98","1693.38","0","17552","1280","1394"
"2018","(noch) kein Abschluss","900.44","599","604","90","240","1300","2000","4000","846.24","954.64","0","4600","498","715"
"2018","AkademikerIn","2661.59","2399.5","4767","762","1517","3400","4501","8500","2593.64","2729.54","0","99999","2200","2300"
"2018","Hauptschule","1469.31","1449.5","3576","380","670","2100","2600","4000","1437.94","1500.68","0","15000","1300","1400"
"2018","Realschule","1687.36","1599.5","4740","500","1023","2168","2800","4950","1658.08","1716.64","0","16000","1470","1500"
"2019","(Fach-)Abitur","1730.26","1595","3278","441","850","2200","3000","7000","1660.41","1800.11","0","45000","1480","1600"
"2019","(noch) kein Abschluss","989.08","702.5","672","120","300","1300","1802","3300","913.07","1065.09","0","17000","700","900"
"2019","AkademikerIn","2743.02","2498.5","5472","900","1700","3500","4600","8400","2649.85","2836.19","0","124219","2461","2500"
"2019","Hauptschule","1560.57","1497.5","3330","411","794","2186","2700","4320","1518.83","1602.31","0","18000","1400","1500"
"2019","Realschule","1862.05","1619","4867","528","1064","2200","2800","5000","1171.45","2552.65","0","1700000","1600","1650"
"2020","(Fach-)Abitur","1798.8","1699.5","3554","450","883","2300","3054","7000","1744.18","1853.42","0","21675","1500","1600"
"2020","(noch) kein Abschluss","956.37","696","822","80","300","1396","1982","3900","900.79","1011.95","0","9000","1050","1200"
"2020","AkademikerIn","2839.9","2499","5686","900","1700","3570","4780","9500","2761.5","2918.3","0","97318","2400","2500"
"2020","Hauptschule","1589.36","1546","3277","424","800","2200","2800","4400","1549.32","1629.4","0","30000","1400","1500"
"2020","Realschule","1763.47","1699","4414","593","1100","2240","2900","5000","1723.99","1802.95","0","20000","1600","1700"
