year,migback,ple0097,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Indirect migration background,Private health insurance,0.02108,57,763,0.01088,0.03128
2003,No migration background,Statutory health insurance,0.74326,15725,18746,0.73701,0.74952
2003,No migration background,Private health insurance,0.10189,2911,18746,0.09756,0.10622
2003,No migration background,No insurance,0.00486,110,18746,0.00386,0.00585
2003,Direct migration background,Statutory health insurance,0.89924,2463,2607,0.88769,0.91080
2003,Direct migration background,Private health insurance,0.04400,144,2607,0.03612,0.05187
2003,Indirect migration background,Statutory health insurance,0.36283,710,767,0.32878,0.39688
2003,Indirect migration background,Private health insurance,0.02121,57,767,0.01101,0.03141
2004,No migration background,Statutory health insurance,0.74430,15276,18119,0.73795,0.75065
2004,No migration background,Private health insurance,0.10118,2843,18119,0.09679,0.10557
2004,Direct migration background,Statutory health insurance,0.90751,2380,2525,0.89621,0.91881
2004,Direct migration background,Private health insurance,0.04413,145,2525,0.03612,0.05215
2004,Indirect migration background,Statutory health insurance,0.38889,728,786,0.35479,0.42300
2004,Indirect migration background,Private health insurance,0.02148,58,786,0.01134,0.03162
2005,No migration background,Statutory health insurance,0.74289,14590,17298,0.73637,0.74940
2005,No migration background,Private health insurance,0.10222,2708,17298,0.09770,0.10673
2005,Direct migration background,Statutory health insurance,0.90596,2203,2343,0.89414,0.91778
2005,Direct migration background,Private health insurance,0.04481,140,2343,0.03643,0.05319
2005,Indirect migration background,Statutory health insurance,0.43219,751,811,0.39808,0.46631
2005,Indirect migration background,Private health insurance,0.02127,60,811,0.01133,0.03120
2006,No migration background,Statutory health insurance,0.73796,15694,18625,0.73165,0.74428
2006,No migration background,Private health insurance,0.10678,2931,18625,0.10234,0.11121
2006,Direct migration background,Statutory health insurance,0.90654,2215,2364,0.89481,0.91828
2006,Direct migration background,Private health insurance,0.04876,149,2364,0.04008,0.05744
2006,Indirect migration background,Statutory health insurance,0.42016,735,804,0.38602,0.45430
2006,Indirect migration background,Private health insurance,0.02578,69,804,0.01482,0.03674
2007,No migration background,Statutory health insurance,0.73412,14679,17423,0.72756,0.74069
2007,No migration background,Private health insurance,0.10758,2744,17423,0.10298,0.11218
2007,Direct migration background,Statutory health insurance,0.90809,1981,2101,0.89573,0.92045
2007,Direct migration background,Private health insurance,0.04488,120,2101,0.03602,0.05373
2007,Indirect migration background,Statutory health insurance,0.43394,702,765,0.39879,0.46908
2007,Indirect migration background,Private health insurance,0.02749,63,765,0.01589,0.03908
2008,No migration background,Statutory health insurance,0.74506,14010,16606,0.73843,0.75168
2008,No migration background,Private health insurance,0.10734,2596,16606,0.10263,0.11205
2008,Direct migration background,Statutory health insurance,0.93118,1799,1904,0.91980,0.94255
2008,Direct migration background,Private health insurance,0.04510,105,1904,0.03578,0.05443
2008,Indirect migration background,Statutory health insurance,0.46148,703,762,0.42606,0.49690
2008,Indirect migration background,Private health insurance,0.02843,59,762,0.01662,0.04023
2009,No migration background,Statutory health insurance,0.74353,13163,15634,0.73668,0.75038
2009,No migration background,Private health insurance,0.11221,2471,15634,0.10726,0.11716
2009,Direct migration background,Statutory health insurance,0.92574,1567,1657,0.91312,0.93837
2009,Direct migration background,Private health insurance,0.04777,90,1657,0.03749,0.05804
2009,Indirect migration background,Statutory health insurance,0.50251,655,704,0.46555,0.53948
2009,Indirect migration background,Private health insurance,0.02659,49,704,0.01470,0.03848
2010,No migration background,Statutory health insurance,0.74606,16924,19887,0.74001,0.75211
2010,No migration background,Private health insurance,0.11480,2963,19887,0.11037,0.11923
2010,Direct migration background,Statutory health insurance,0.91608,2775,2942,0.90606,0.92610
2010,Direct migration background,Private health insurance,0.05353,167,2942,0.04539,0.06166
2010,Indirect migration background,Statutory health insurance,0.43788,1014,1102,0.40857,0.46718
2010,Indirect migration background,Private health insurance,0.02712,88,1102,0.01753,0.03672
2011,No migration background,Statutory health insurance,0.73717,20273,23766,0.73158,0.74277
2011,No migration background,Private health insurance,0.11563,3493,23766,0.11156,0.11970
2011,Direct migration background,Statutory health insurance,0.90784,3109,3289,0.89796,0.91773
2011,Direct migration background,Private health insurance,0.05846,180,3289,0.05044,0.06648
2011,Indirect migration background,Statutory health insurance,0.42912,1149,1249,0.40166,0.45658
2011,Indirect migration background,Private health insurance,0.03054,100,1249,0.02099,0.04008
2012,No migration background,Statutory health insurance,0.73764,19836,23244,0.73198,0.74329
2012,No migration background,Private health insurance,0.11804,3408,23244,0.11390,0.12219
2012,Direct migration background,Statutory health insurance,0.91629,2976,3130,0.90659,0.92600
2012,Direct migration background,Private health insurance,0.05096,154,3130,0.04326,0.05867
2012,Indirect migration background,Statutory health insurance,0.42627,1118,1216,0.39846,0.45408
2012,Indirect migration background,Private health insurance,0.03342,98,1216,0.02331,0.04352
2013,No migration background,Statutory health insurance,0.73747,18811,22034,0.73166,0.74328
2013,No migration background,Private health insurance,0.12097,3223,22034,0.11666,0.12527
2013,Direct migration background,Statutory health insurance,0.92278,6259,6482,0.91628,0.92928
2013,Direct migration background,Private health insurance,0.04171,223,6482,0.03685,0.04658
2013,Indirect migration background,Statutory health insurance,0.44652,1929,2057,0.42503,0.46801
2013,Indirect migration background,Private health insurance,0.03054,128,2057,0.02310,0.03798
2014,No migration background,Statutory health insurance,0.73855,17147,20082,0.73247,0.74462
2014,No migration background,Private health insurance,0.11979,2935,20082,0.11530,0.12428
2014,Direct migration background,Statutory health insurance,0.92036,5031,5216,0.91301,0.92770
2014,Direct migration background,Private health insurance,0.04303,185,5216,0.03752,0.04853
2014,Indirect migration background,Statutory health insurance,0.45970,1615,1715,0.43610,0.48329
2014,Indirect migration background,Private health insurance,0.02808,100,1715,0.02025,0.03590
2015,No migration background,Statutory health insurance,0.73674,16296,19128,0.73050,0.74298
2015,No migration background,Private health insurance,0.12433,2832,19128,0.11966,0.12901
2015,Direct migration background,Statutory health insurance,0.92222,5790,5982,0.91544,0.92901
2015,Direct migration background,Private health insurance,0.03823,192,5982,0.03337,0.04309
2015,Indirect migration background,Statutory health insurance,0.45762,1513,1612,0.43329,0.48194
2015,Indirect migration background,Private health insurance,0.03115,99,1612,0.02267,0.03964
2016,No migration background,Statutory health insurance,0.73696,15156,17785,0.73049,0.74343
2016,No migration background,Private health insurance,0.12101,2629,17785,0.11622,0.12581
2016,Direct migration background,Statutory health insurance,0.88881,4819,4973,0.88008,0.89755
2016,Direct migration background,Private health insurance,0.03345,154,4973,0.02846,0.03845
2016,Indirect migration background,Statutory health insurance,0.46801,1397,1490,0.44266,0.49335
2016,Indirect migration background,Private health insurance,0.03916,93,1490,0.02931,0.04901
2017,No migration background,Statutory health insurance,0.73641,17172,20111,0.73032,0.74250
2017,No migration background,Private health insurance,0.12086,2939,20111,0.11636,0.12537
2017,Direct migration background,Statutory health insurance,0.87043,4590,4741,0.86087,0.87999
2017,Direct migration background,Private health insurance,0.03199,151,4741,0.02698,0.03700
2017,Indirect migration background,Statutory health insurance,0.46402,1516,1635,0.43984,0.48820
2017,Indirect migration background,Private health insurance,0.04311,119,1635,0.03326,0.05296
2018,No migration background,Statutory health insurance,0.74199,16696,19429,0.73584,0.74814
2018,No migration background,Private health insurance,0.12035,2733,19429,0.11578,0.12493
2018,Direct migration background,Statutory health insurance,0.86593,4405,4548,0.85603,0.87584
2018,Direct migration background,Private health insurance,0.03580,143,4548,0.03040,0.04120
2018,Indirect migration background,Statutory health insurance,0.48260,1528,1629,0.45833,0.50687
2018,Indirect migration background,Private health insurance,0.03532,101,1629,0.02635,0.04428
2019,No migration background,Statutory health insurance,0.73629,16512,20137,0.73020,0.74237
2019,No migration background,Private health insurance,0.12017,3625,20137,0.11568,0.12466
2019,Direct migration background,Statutory health insurance,0.85790,3741,3955,0.84702,0.86879
2019,Direct migration background,Private health insurance,0.04125,214,3955,0.03505,0.04744
2019,Indirect migration background,Statutory health insurance,0.47634,1425,1571,0.45164,0.50105
2019,Indirect migration background,Private health insurance,0.03593,146,1571,0.02672,0.04513
2020,No migration background,Statutory health insurance,0.73432,15348,18527,0.72796,0.74068
2020,No migration background,Private health insurance,0.11883,3179,18527,0.11417,0.12349
2020,Direct migration background,Statutory health insurance,0.89410,8056,8265,0.88747,0.90074
2020,Direct migration background,Private health insurance,0.03478,209,8265,0.03083,0.03873
2020,Indirect migration background,Statutory health insurance,0.46546,1407,1530,0.44046,0.49046
2020,Indirect migration background,Private health insurance,0.03278,123,1530,0.02386,0.04171
