"plh0188","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Stimmt ganz u.gar","1992","35-65","Ostdeutschland","267","0.129763101391357","0.115666462379559","0.143859740403154"
"Stimmt ganz u.gar","1992","66 +","Westdeutschland","102","0.100283406122262","0.0817493740040279","0.118817438240497"
"Stimmt ganz u.gar","1992","66 +","Ostdeutschland","46","0.120017226426377","0.0875972035471459","0.152437249305608"
"Stimmt eher","1992","17-34","Westdeutschland","1356","0.530625273495093","0.511194119121169","0.550056427869017"
"Stimmt eher","1992","17-34","Ostdeutschland","741","0.527174122910021","0.500937243057401","0.55341100276264"
"Stimmt eher","1992","35-65","Westdeutschland","1587","0.456715739020164","0.440072329259473","0.473359148780855"
"Stimmt eher","1992","35-65","Ostdeutschland","911","0.409209184111228","0.388583385311155","0.429834982911301"
"Stimmt eher","1992","66 +","Westdeutschland","398","0.381375061745402","0.351404673765247","0.411345449725558"
"Stimmt eher","1992","66 +","Ostdeutschland","158","0.394732859438745","0.345971070813731","0.443494648063759"
"Stimmt eher nicht","1992","17-34","Westdeutschland","619","0.247081123518665","0.23028772236929","0.263874524668039"
"Stimmt eher nicht","1992","17-34","Ostdeutschland","360","0.260551119046476","0.237484439861633","0.283617798231319"
"Stimmt eher nicht","1992","35-65","Westdeutschland","1132","0.33775502652713","0.321952883056588","0.353557169997671"
"Stimmt eher nicht","1992","35-65","Ostdeutschland","781","0.349732109435343","0.3297272671579","0.369736951712785"
"Stimmt eher nicht","1992","66 +","Westdeutschland","409","0.414587165795215","0.384189407709056","0.444984923881374"
"Stimmt eher nicht","1992","66 +","Ostdeutschland","142","0.373248266097811","0.32499784474885","0.421498687446772"
"Stimmt ganz u.gar nicht","1992","17-34","Westdeutschland","105","0.0438148567787885","0.0358454411030948","0.0517842724544822"
"Stimmt ganz u.gar nicht","1992","17-34","Ostdeutschland","60","0.0528608962134207","0.0411022135323744","0.0646195788944669"
"Stimmt ganz u.gar nicht","1992","35-65","Westdeutschland","262","0.0753376597460049","0.0665189834300529","0.084156336061957"
"Stimmt ganz u.gar nicht","1992","35-65","Ostdeutschland","224","0.111295605062073","0.0981027468623012","0.124488463261844"
"Stimmt ganz u.gar nicht","1992","66 +","Westdeutschland","100","0.10375436633712","0.084938716354635","0.122570016319605"
"Stimmt ganz u.gar nicht","1992","66 +","Ostdeutschland","40","0.112001648037067","0.0805406333751575","0.143462662698976"
"Stimmt ganz u.gar","1993","17-34","Westdeutschland","545","0.148956404235804","0.137229304421922","0.160683504049685"
"Stimmt ganz u.gar","1993","17-34","Ostdeutschland","147","0.106172795947893","0.0895980820386556","0.12274750985713"
"Stimmt ganz u.gar","1993","35-65","Westdeutschland","431","0.0905631108786423","0.0822697392920351","0.0988564824652496"
"Stimmt ganz u.gar","1993","35-65","Ostdeutschland","176","0.0818739475930636","0.0701587600863541","0.0935891350997732"
"Stimmt ganz u.gar","1993","66 +","Westdeutschland","93","0.0884810518508796","0.0714727347378424","0.105489368963917"
"Stimmt ganz u.gar","1993","66 +","Ostdeutschland","44","0.113376334666771","0.0817062961087504","0.145046373224792"
"Stimmt eher","1993","17-34","Westdeutschland","1703","0.47464310171231","0.458195751726784","0.491090451697835"
"Stimmt eher","1993","17-34","Ostdeutschland","696","0.52240435415321","0.495529494620662","0.549279213685758"
"Stimmt eher","1993","35-65","Westdeutschland","1819","0.386850143598824","0.372775938621363","0.400924348576284"
"Stimmt eher","1993","35-65","Ostdeutschland","851","0.383383057411292","0.3626076567396","0.404158458082984"
"Stimmt eher","1993","66 +","Westdeutschland","357","0.323949599289628","0.295922276428328","0.351976922150927"
"Stimmt eher","1993","66 +","Ostdeutschland","142","0.360786374600383","0.312816807192291","0.408755942008474"
"Stimmt eher nicht","1993","17-34","Westdeutschland","1030","0.304481988314325","0.289324748506849","0.3196392281218"
"Stimmt eher nicht","1993","17-34","Ostdeutschland","402","0.300486349485576","0.27581896515892","0.325153733812233"
"Stimmt eher nicht","1993","35-65","Westdeutschland","1829","0.406355956111018","0.39216258535469","0.420549326867347"
"Stimmt eher nicht","1993","35-65","Ostdeutschland","826","0.401704218096219","0.380756515962677","0.422651920229762"
"Stimmt eher nicht","1993","66 +","Westdeutschland","452","0.426186749365726","0.396569916572448","0.455803582159004"
"Stimmt eher nicht","1993","66 +","Ostdeutschland","148","0.375862593218984","0.327481866754886","0.424243319683082"
"Stimmt ganz u.gar nicht","1993","17-34","Westdeutschland","263","0.0719185057375619","0.0634091141057725","0.0804278973693512"
"Stimmt ganz u.gar nicht","1993","17-34","Ostdeutschland","82","0.070936500413321","0.057124066655307","0.084748934171335"
"Stimmt ganz u.gar nicht","1993","35-65","Westdeutschland","521","0.116230789411516","0.10696890828816","0.125492670534871"
"Stimmt ganz u.gar nicht","1993","35-65","Ostdeutschland","251","0.133038776899425","0.11852721423486","0.14755033956399"
"Stimmt ganz u.gar nicht","1993","66 +","Westdeutschland","169","0.161382599493767","0.139350106352098","0.183415092635436"
"Stimmt ganz u.gar nicht","1993","66 +","Ostdeutschland","51","0.149974697513862","0.114309662861216","0.185639732166508"
"Stimmt ganz u.gar","1994","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar","1994","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1994","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar","1994","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1994","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar","1994","66 +","Ostdeutschland","","","",""
"Stimmt eher","1994","17-34","Westdeutschland","","","",""
"Stimmt eher","1994","17-34","Ostdeutschland","","","",""
"Stimmt eher","1994","35-65","Westdeutschland","","","",""
"Stimmt eher","1994","35-65","Ostdeutschland","","","",""
"Stimmt eher","1994","66 +","Westdeutschland","","","",""
"Stimmt eher","1994","66 +","Ostdeutschland","","","",""
"Stimmt eher nicht","1994","17-34","Westdeutschland","","","",""
"Stimmt eher nicht","1994","17-34","Ostdeutschland","","","",""
"Stimmt eher nicht","1994","35-65","Westdeutschland","","","",""
"Stimmt eher nicht","1994","35-65","Ostdeutschland","","","",""
"Stimmt eher nicht","1994","66 +","Westdeutschland","","","",""
"Stimmt eher nicht","1994","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1994","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1994","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1994","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1994","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1994","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1994","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1995","17-34","Westdeutschland","771","0.201168476595663","0.188209583698117","0.21412736949321"
"Stimmt ganz u.gar","1995","17-34","Ostdeutschland","162","0.134911871387864","0.115796573555347","0.154027169220382"
"Stimmt ganz u.gar","1995","35-65","Westdeutschland","627","0.128958113660286","0.119426967226288","0.138489260094284"
"Stimmt ganz u.gar","1995","35-65","Ostdeutschland","170","0.0947849751491886","0.0821143149698494","0.107455635328528"
"Stimmt ganz u.gar","1995","66 +","Westdeutschland","131","0.118876713502341","0.0998373100814675","0.137916116923215"
"Stimmt ganz u.gar","1995","66 +","Ostdeutschland","56","0.133131007605043","0.0999223432821299","0.166339671927956"
"Stimmt eher","1995","17-34","Westdeutschland","2094","0.577797145954697","0.561830686657368","0.593763605252027"
"Stimmt eher","1995","17-34","Ostdeutschland","748","0.60055507163137","0.573150016201623","0.627960127061116"
"Stimmt eher","1995","35-65","Westdeutschland","2476","0.514132356156946","0.499918963839105","0.528345748474787"
"Stimmt eher","1995","35-65","Ostdeutschland","1002","0.459517083486386","0.437959730505237","0.481074436467535"
"Stimmt eher","1995","66 +","Westdeutschland","460","0.413882718795293","0.38490811463739","0.442857322953195"
"Stimmt eher","1995","66 +","Ostdeutschland","160","0.394605159599519","0.346826297557276","0.442384021641762"
"Stimmt eher nicht","1995","17-34","Westdeutschland","713","0.199640440362222","0.186718516804969","0.212562363919474"
"Stimmt eher nicht","1995","17-34","Ostdeutschland","285","0.235685812659733","0.211937733358843","0.259433891960623"
"Stimmt eher nicht","1995","35-65","Westdeutschland","1409","0.304481741048287","0.291394859209342","0.317568622887231"
"Stimmt eher nicht","1995","35-65","Ostdeutschland","749","0.366640298756511","0.345795441333678","0.387485156179343"
"Stimmt eher nicht","1995","66 +","Westdeutschland","399","0.35108591224727","0.323006571664532","0.379165252830007"
"Stimmt eher nicht","1995","66 +","Ostdeutschland","156","0.388113830420321","0.340476222844692","0.435751437995951"
"Stimmt ganz u.gar nicht","1995","17-34","Westdeutschland","98","0.0213939370874176","0.0167164817657091","0.0260713924091261"
"Stimmt ganz u.gar nicht","1995","17-34","Ostdeutschland","32","0.0288472443210329","0.0194819431194596","0.0382125455226062"
"Stimmt ganz u.gar nicht","1995","35-65","Westdeutschland","238","0.0524277891344814","0.0460892640097236","0.0587663142592391"
"Stimmt ganz u.gar nicht","1995","35-65","Ostdeutschland","132","0.0790576426079147","0.0673857368986211","0.0907295483172083"
"Stimmt ganz u.gar nicht","1995","66 +","Westdeutschland","120","0.116154655455096","0.0973054498610203","0.135003861049172"
"Stimmt ganz u.gar nicht","1995","66 +","Ostdeutschland","30","0.0841500023751171","0.0570122231461123","0.111287781604122"
"Stimmt ganz u.gar","1996","17-34","Westdeutschland","705","0.176454237704322","0.16392668976851","0.188981785640133"
"Stimmt ganz u.gar","1996","17-34","Ostdeutschland","148","0.123251233611956","0.104566350607736","0.141936116616175"
"Stimmt ganz u.gar","1996","35-65","Westdeutschland","599","0.124973052066397","0.115466261348785","0.134479842784008"
"Stimmt ganz u.gar","1996","35-65","Ostdeutschland","124","0.0671441109462913","0.0563679403479692","0.0779202815446135"
"Stimmt ganz u.gar","1996","66 +","Westdeutschland","118","0.104638004392622","0.0867200124424833","0.122555996342761"
"Stimmt ganz u.gar","1996","66 +","Ostdeutschland","51","0.136541195430252","0.103545743035892","0.169536647824612"
"Stimmt eher","1996","17-34","Westdeutschland","1979","0.58188327583078","0.565673654647351","0.598092897014208"
"Stimmt eher","1996","17-34","Ostdeutschland","689","0.557155469685933","0.528921561024985","0.585389378346881"
"Stimmt eher","1996","35-65","Westdeutschland","2239","0.473561163481228","0.459207028327461","0.487915298634995"
"Stimmt eher","1996","35-65","Ostdeutschland","918","0.42097982238478","0.399721416004203","0.442238228765356"
"Stimmt eher","1996","66 +","Westdeutschland","431","0.386485795515003","0.357980577671975","0.414991013358032"
"Stimmt eher","1996","66 +","Ostdeutschland","165","0.389725602183539","0.342861158119205","0.436590046247873"
"Stimmt eher nicht","1996","17-34","Westdeutschland","763","0.21212351399204","0.198688762592922","0.225558265391159"
"Stimmt eher nicht","1996","17-34","Ostdeutschland","309","0.279173599424849","0.253675390283899","0.304671808565799"
"Stimmt eher nicht","1996","35-65","Westdeutschland","1539","0.345703325554723","0.332030629280688","0.359376021828757"
"Stimmt eher nicht","1996","35-65","Ostdeutschland","868","0.422628443457129","0.401358797095605","0.443898089818653"
"Stimmt eher nicht","1996","66 +","Westdeutschland","453","0.408071309215829","0.379300769385255","0.436841849046403"
"Stimmt eher nicht","1996","66 +","Ostdeutschland","154","0.360350730405007","0.314215246180204","0.40648621462981"
"Stimmt ganz u.gar nicht","1996","17-34","Westdeutschland","110","0.0295389724728585","0.0239748984362878","0.0351030465094291"
"Stimmt ganz u.gar nicht","1996","17-34","Ostdeutschland","43","0.0404196972772624","0.0292254639651636","0.0516139305893612"
"Stimmt ganz u.gar nicht","1996","35-65","Westdeutschland","271","0.0557624588976528","0.0491657606143208","0.0623591571809849"
"Stimmt ganz u.gar nicht","1996","35-65","Ostdeutschland","162","0.0892476232118","0.076971769577687","0.101523476845913"
"Stimmt ganz u.gar nicht","1996","66 +","Westdeutschland","119","0.100804890876546","0.0831805430753786","0.118429238677713"
"Stimmt ganz u.gar nicht","1996","66 +","Ostdeutschland","46","0.113382471981202","0.0829145704883593","0.143850373474045"
"Stimmt ganz u.gar","1997","17-34","Westdeutschland","494","0.136913770411116","0.125406340366999","0.148421200455233"
"Stimmt ganz u.gar","1997","17-34","Ostdeutschland","84","0.080989063645159","0.0653095797853587","0.0966685475049592"
"Stimmt ganz u.gar","1997","35-65","Westdeutschland","340","0.0723380027284123","0.064838992842309","0.0798370126145155"
"Stimmt ganz u.gar","1997","35-65","Ostdeutschland","86","0.0469774547574087","0.0377775661688131","0.0561773433460042"
"Stimmt ganz u.gar","1997","66 +","Westdeutschland","77","0.0690033480612837","0.0542383287660596","0.0837683673565078"
"Stimmt ganz u.gar","1997","66 +","Ostdeutschland","","","",""
"Stimmt eher","1997","17-34","Westdeutschland","1760","0.529095176047387","0.512385764524423","0.545804587570352"
"Stimmt eher","1997","17-34","Ostdeutschland","557","0.454260938278872","0.425645299143359","0.482876577414386"
"Stimmt eher","1997","35-65","Westdeutschland","1896","0.394503353237782","0.380354963739194","0.40865174273637"
"Stimmt eher","1997","35-65","Ostdeutschland","623","0.294236223705942","0.27442259636801","0.314049851043874"
"Stimmt eher","1997","66 +","Westdeutschland","384","0.344204704126299","0.316527805258335","0.371881602994264"
"Stimmt eher","1997","66 +","Ostdeutschland","120","0.281129315009765","0.238786220201065","0.323472409818464"
"Stimmt eher nicht","1997","17-34","Westdeutschland","1000","0.282135896505007","0.267070589865924","0.29720120314409"
"Stimmt eher nicht","1997","17-34","Ostdeutschland","441","0.388692265552361","0.360677233195673","0.416707297909048"
"Stimmt eher nicht","1997","35-65","Westdeutschland","1858","0.417354660937214","0.403079514933154","0.431629806941274"
"Stimmt eher nicht","1997","35-65","Ostdeutschland","1050","0.507007321695915","0.485269621764963","0.528745021626868"
"Stimmt eher nicht","1997","66 +","Westdeutschland","497","0.423164929374736","0.394383951885927","0.451945906863546"
"Stimmt eher nicht","1997","66 +","Ostdeutschland","222","0.513084691272464","0.466005891125222","0.560163491419706"
"Stimmt ganz u.gar nicht","1997","17-34","Westdeutschland","174","0.0518551570364892","0.0444324724752795","0.0592778415976989"
"Stimmt ganz u.gar nicht","1997","17-34","Ostdeutschland","81","0.076057732523608","0.0608223859442654","0.0912930791029506"
"Stimmt ganz u.gar nicht","1997","35-65","Westdeutschland","490","0.115803983096591","0.106540766644308","0.125067199548874"
"Stimmt ganz u.gar nicht","1997","35-65","Ostdeutschland","273","0.151778999840734","0.136178209773366","0.167379789908103"
"Stimmt ganz u.gar nicht","1997","66 +","Westdeutschland","174","0.16362701843768","0.14207676492731","0.185177271948051"
"Stimmt ganz u.gar nicht","1997","66 +","Ostdeutschland","70","0.154705884319998","0.120644563724735","0.188767204915261"
"Stimmt ganz u.gar","1998","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar","1998","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1998","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar","1998","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1998","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar","1998","66 +","Ostdeutschland","","","",""
"Stimmt eher","1998","17-34","Westdeutschland","","","",""
"Stimmt eher","1998","17-34","Ostdeutschland","","","",""
"Stimmt eher","1998","35-65","Westdeutschland","","","",""
"Stimmt eher","1998","35-65","Ostdeutschland","","","",""
"Stimmt eher","1998","66 +","Westdeutschland","","","",""
"Stimmt eher","1998","66 +","Ostdeutschland","","","",""
"Stimmt eher nicht","1998","17-34","Westdeutschland","","","",""
"Stimmt eher nicht","1998","17-34","Ostdeutschland","","","",""
"Stimmt eher nicht","1998","35-65","Westdeutschland","","","",""
"Stimmt eher nicht","1998","35-65","Ostdeutschland","","","",""
"Stimmt eher nicht","1998","66 +","Westdeutschland","","","",""
"Stimmt eher nicht","1998","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1998","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1998","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1998","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1998","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1998","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1998","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1999","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar","1999","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1999","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar","1999","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar","1999","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar","1999","66 +","Ostdeutschland","","","",""
"Stimmt eher","1999","17-34","Westdeutschland","","","",""
"Stimmt eher","1999","17-34","Ostdeutschland","","","",""
"Stimmt eher","1999","35-65","Westdeutschland","","","",""
"Stimmt eher","1999","35-65","Ostdeutschland","","","",""
"Stimmt eher","1999","66 +","Westdeutschland","","","",""
"Stimmt eher","1999","66 +","Ostdeutschland","","","",""
"Stimmt eher nicht","1999","17-34","Westdeutschland","","","",""
"Stimmt eher nicht","1999","17-34","Ostdeutschland","","","",""
"Stimmt eher nicht","1999","35-65","Westdeutschland","","","",""
"Stimmt eher nicht","1999","35-65","Ostdeutschland","","","",""
"Stimmt eher nicht","1999","66 +","Westdeutschland","","","",""
"Stimmt eher nicht","1999","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1999","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1999","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1999","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1999","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","1999","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","1999","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2000","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar","2000","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2000","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar","2000","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2000","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar","2000","66 +","Ostdeutschland","","","",""
"Stimmt eher","2000","17-34","Westdeutschland","","","",""
"Stimmt eher","2000","17-34","Ostdeutschland","","","",""
"Stimmt eher","2000","35-65","Westdeutschland","","","",""
"Stimmt eher","2000","35-65","Ostdeutschland","","","",""
"Stimmt eher","2000","66 +","Westdeutschland","","","",""
"Stimmt eher","2000","66 +","Ostdeutschland","","","",""
"Stimmt eher nicht","2000","17-34","Westdeutschland","","","",""
"Stimmt eher nicht","2000","17-34","Ostdeutschland","","","",""
"Stimmt eher nicht","2000","35-65","Westdeutschland","","","",""
"Stimmt eher nicht","2000","35-65","Ostdeutschland","","","",""
"Stimmt eher nicht","2000","66 +","Westdeutschland","","","",""
"Stimmt eher nicht","2000","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2000","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2000","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2000","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2000","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2000","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2000","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2001","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar","2001","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2001","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar","2001","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2001","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar","2001","66 +","Ostdeutschland","","","",""
"Stimmt eher","2001","17-34","Westdeutschland","","","",""
"Stimmt eher","2001","17-34","Ostdeutschland","","","",""
"Stimmt eher","2001","35-65","Westdeutschland","","","",""
"Stimmt eher","2001","35-65","Ostdeutschland","","","",""
"Stimmt eher","2001","66 +","Westdeutschland","","","",""
"Stimmt eher","2001","66 +","Ostdeutschland","","","",""
"Stimmt eher nicht","2001","17-34","Westdeutschland","","","",""
"Stimmt eher nicht","2001","17-34","Ostdeutschland","","","",""
"Stimmt eher nicht","2001","35-65","Westdeutschland","","","",""
"Stimmt eher nicht","2001","35-65","Ostdeutschland","","","",""
"Stimmt eher nicht","2001","66 +","Westdeutschland","","","",""
"Stimmt eher nicht","2001","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2001","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2001","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2001","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2001","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2001","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2001","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2002","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar","2002","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2002","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar","2002","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2002","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar","2002","66 +","Ostdeutschland","","","",""
"Stimmt eher","2002","17-34","Westdeutschland","","","",""
"Stimmt eher","2002","17-34","Ostdeutschland","","","",""
"Stimmt eher","2002","35-65","Westdeutschland","","","",""
"Stimmt eher","2002","35-65","Ostdeutschland","","","",""
"Stimmt eher","2002","66 +","Westdeutschland","","","",""
"Stimmt eher","2002","66 +","Ostdeutschland","","","",""
"Stimmt eher nicht","2002","17-34","Westdeutschland","","","",""
"Stimmt eher nicht","2002","17-34","Ostdeutschland","","","",""
"Stimmt eher nicht","2002","35-65","Westdeutschland","","","",""
"Stimmt eher nicht","2002","35-65","Ostdeutschland","","","",""
"Stimmt eher nicht","2002","66 +","Westdeutschland","","","",""
"Stimmt eher nicht","2002","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2002","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2002","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2002","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2002","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar nicht","2002","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar nicht","2002","66 +","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2003","17-34","Westdeutschland","","","",""
"Stimmt ganz u.gar","2003","17-34","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2003","35-65","Westdeutschland","","","",""
"Stimmt ganz u.gar","2003","35-65","Ostdeutschland","","","",""
"Stimmt ganz u.gar","2003","66 +","Westdeutschland","","","",""
"Stimmt ganz u.gar","2003","66 +","Ostdeutschland","","","",""
