"plh0188","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar nicht","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Stimmt ganz u.gar nicht","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar nicht","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar nicht","1991","AkademikerIn","kein Migrationshintergrund","92","0.103690592787122","0.0839804853635906","0.123400700210653"
"Stimmt ganz u.gar nicht","1991","AkademikerIn","direkter Migrationshintergrund","6","0.140315925038168","0.028405601385881","0.252226248690455"
"Stimmt ganz u.gar nicht","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar nicht","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1992","(noch) kein Abschluss","kein Migrationshintergrund","41","0.17589563164263","0.124278533772663","0.227512729512597"
"Stimmt ganz u.gar","1992","(noch) kein Abschluss","direkter Migrationshintergrund","7","0.332518993459057","0.114878589579229","0.550159397338886"
"Stimmt ganz u.gar","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Stimmt ganz u.gar","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1992","Hauptschule","kein Migrationshintergrund","606","0.119800940144825","0.110736412148127","0.128865468141523"
"Stimmt ganz u.gar","1992","Hauptschule","direkter Migrationshintergrund","46","0.133885635291643","0.0966914741945576","0.171079796388729"
"Stimmt ganz u.gar","1992","Hauptschule","indirekter Migrationshintergrund","6","0.0542452505441987","-0.0242319002430012","0.132722401331399"
"Stimmt ganz u.gar","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1992","Realschule","kein Migrationshintergrund","451","0.150064160204969","0.136954813639598","0.16317350677034"
"Stimmt ganz u.gar","1992","Realschule","direkter Migrationshintergrund","17","","",""
"Stimmt ganz u.gar","1992","Realschule","indirekter Migrationshintergrund","4","0.104716364377188","-0.0153069699751171","0.224739698729492"
"Stimmt ganz u.gar","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1992","(Fach-)Abitur","kein Migrationshintergrund","113","","",""
"Stimmt ganz u.gar","1992","(Fach-)Abitur","direkter Migrationshintergrund","4","0.105987502971345","0.00937909784390982","0.20259590809878"
"Stimmt ganz u.gar","1992","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Stimmt ganz u.gar","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1992","AkademikerIn","kein Migrationshintergrund","218","","",""
"Stimmt ganz u.gar","1992","AkademikerIn","direkter Migrationshintergrund","13","","",""
"Stimmt ganz u.gar","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Stimmt ganz u.gar","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1992","(noch) kein Abschluss","kein Migrationshintergrund","107","","",""
"Stimmt eher","1992","(noch) kein Abschluss","direkter Migrationshintergrund","6","0.25454454565548","0.0533090514742159","0.455780039836745"
"Stimmt eher","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.503840156020108","0.19395177999492","0.813728532045296"
"Stimmt eher","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1992","Hauptschule","kein Migrationshintergrund","2144","","",""
"Stimmt eher","1992","Hauptschule","direkter Migrationshintergrund","149","","",""
"Stimmt eher","1992","Hauptschule","indirekter Migrationshintergrund","13","","",""
"Stimmt eher","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1992","Realschule","kein Migrationshintergrund","1429","","",""
"Stimmt eher","1992","Realschule","direkter Migrationshintergrund","48","0.459791522263449","0.362110708619826","0.557472335907072"
"Stimmt eher","1992","Realschule","indirekter Migrationshintergrund","12","","",""
"Stimmt eher","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1992","(Fach-)Abitur","kein Migrationshintergrund","339","0.494076040365497","0.455611082312477","0.532540998418516"
"Stimmt eher","1992","(Fach-)Abitur","direkter Migrationshintergrund","24","","",""
"Stimmt eher","1992","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.925503638315387","0.730987487196794","1.12001978943398"
"Stimmt eher","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1992","AkademikerIn","kein Migrationshintergrund","755","0.491725545083755","0.466576428618541","0.51687466154897"
"Stimmt eher","1992","AkademikerIn","direkter Migrationshintergrund","45","0.538024143133889","0.433860232321283","0.642188053946496"
"Stimmt eher","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stimmt eher","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher nicht","1992","(noch) kein Abschluss","kein Migrationshintergrund","44","0.248145011364183","0.189585861238575","0.306704161489791"
"Stimmt eher nicht","1992","(noch) kein Abschluss","direkter Migrationshintergrund","3","","",""
"Stimmt eher nicht","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Stimmt eher nicht","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher nicht","1992","Hauptschule","kein Migrationshintergrund","1758","","",""
"Stimmt eher nicht","1992","Hauptschule","direkter Migrationshintergrund","106","","",""
"Stimmt eher nicht","1992","Hauptschule","indirekter Migrationshintergrund","9","0.391504313086501","0.222393986036909","0.560614640136093"
"Stimmt eher nicht","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher nicht","1992","Realschule","kein Migrationshintergrund","809","0.291744872394323","0.275059113572143","0.308430631216503"
"Stimmt eher nicht","1992","Realschule","direkter Migrationshintergrund","28","","",""
"Stimmt eher nicht","1992","Realschule","indirekter Migrationshintergrund","7","0.321615178709742","0.13851683474376","0.504713522675723"
"Stimmt eher nicht","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher nicht","1992","(Fach-)Abitur","kein Migrationshintergrund","164","","",""
"Stimmt eher nicht","1992","(Fach-)Abitur","direkter Migrationshintergrund","6","0.121298494636368","0.0188361762570319","0.223760813015704"
"Stimmt eher nicht","1992","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Stimmt eher nicht","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher nicht","1992","AkademikerIn","kein Migrationshintergrund","442","0.284792702974524","0.262089214023306","0.307496191925742"
"Stimmt eher nicht","1992","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Stimmt eher nicht","1992","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Stimmt eher nicht","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar nicht","1992","(noch) kein Abschluss","kein Migrationshintergrund","17","","",""
"Stimmt ganz u.gar nicht","1992","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Stimmt ganz u.gar nicht","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar nicht","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar nicht","1992","Hauptschule","kein Migrationshintergrund","422","0.0859872015444158","0.0781616009692114","0.0938128021196201"
"Stimmt ganz u.gar nicht","1992","Hauptschule","direkter Migrationshintergrund","21","","",""
"Stimmt ganz u.gar nicht","1992","Hauptschule","indirekter Migrationshintergrund","4","0.118149189750592","0.00631205426981367","0.229986325231371"
"Stimmt ganz u.gar nicht","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar nicht","1992","Realschule","kein Migrationshintergrund","162","","",""
"Stimmt ganz u.gar nicht","1992","Realschule","direkter Migrationshintergrund","7","0.0646004653902855","0.0164207212730126","0.112780209507558"
"Stimmt ganz u.gar nicht","1992","Realschule","indirekter Migrationshintergrund","2","","",""
"Stimmt ganz u.gar nicht","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar nicht","1992","(Fach-)Abitur","kein Migrationshintergrund","33","0.0532339516596548","0.0359619992262469","0.0705059040930626"
"Stimmt ganz u.gar nicht","1992","(Fach-)Abitur","direkter Migrationshintergrund","5","0.122300462545774","0.0194745027388005","0.225126422352748"
"Stimmt ganz u.gar nicht","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar nicht","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar nicht","1992","AkademikerIn","kein Migrationshintergrund","103","","",""
"Stimmt ganz u.gar nicht","1992","AkademikerIn","direkter Migrationshintergrund","4","0.0319866045521499","-0.00477813630644064","0.0687513454107404"
"Stimmt ganz u.gar nicht","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar nicht","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1993","(noch) kein Abschluss","kein Migrationshintergrund","33","0.178000833966391","0.126017619591875","0.229984048340906"
"Stimmt ganz u.gar","1993","(noch) kein Abschluss","direkter Migrationshintergrund","44","0.0858623123501919","0.0626584022207172","0.109066222479667"
"Stimmt ganz u.gar","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Stimmt ganz u.gar","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1993","Hauptschule","kein Migrationshintergrund","428","0.0889438698475618","0.080867272138444","0.0970204675566795"
"Stimmt ganz u.gar","1993","Hauptschule","direkter Migrationshintergrund","180","","",""
"Stimmt ganz u.gar","1993","Hauptschule","indirekter Migrationshintergrund","30","0.122708058516222","0.0773495594895504","0.168066557542894"
"Stimmt ganz u.gar","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1993","Realschule","kein Migrationshintergrund","307","0.107807954267729","0.0963815535807513","0.119234354954706"
"Stimmt ganz u.gar","1993","Realschule","direkter Migrationshintergrund","22","","",""
"Stimmt ganz u.gar","1993","Realschule","indirekter Migrationshintergrund","24","","",""
"Stimmt ganz u.gar","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1993","(Fach-)Abitur","kein Migrationshintergrund","95","0.136786456540683","0.110571038006362","0.163001875075003"
"Stimmt ganz u.gar","1993","(Fach-)Abitur","direkter Migrationshintergrund","32","0.163617585063821","0.112349094770729","0.214886075356913"
"Stimmt ganz u.gar","1993","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Stimmt ganz u.gar","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt ganz u.gar","1993","AkademikerIn","kein Migrationshintergrund","143","","",""
"Stimmt ganz u.gar","1993","AkademikerIn","direkter Migrationshintergrund","16","","",""
"Stimmt ganz u.gar","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Stimmt ganz u.gar","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1993","(noch) kein Abschluss","kein Migrationshintergrund","101","","",""
"Stimmt eher","1993","(noch) kein Abschluss","direkter Migrationshintergrund","232","","",""
"Stimmt eher","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","35","0.499626665763909","0.380786426381679","0.618466905146138"
"Stimmt eher","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1993","Hauptschule","kein Migrationshintergrund","1740","","",""
"Stimmt eher","1993","Hauptschule","direkter Migrationshintergrund","585","0.388795863993034","0.3626660482217","0.414925679764368"
"Stimmt eher","1993","Hauptschule","indirekter Migrationshintergrund","87","0.391334125042856","0.323863707236145","0.458804542849567"
"Stimmt eher","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1993","Realschule","kein Migrationshintergrund","1311","","",""
"Stimmt eher","1993","Realschule","direkter Migrationshintergrund","67","0.424383585447238","0.344756080606846","0.50401109028763"
"Stimmt eher","1993","Realschule","indirekter Migrationshintergrund","52","0.481603190820549","0.387368230732174","0.575838150908923"
"Stimmt eher","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Stimmt eher","1993","(Fach-)Abitur","kein Migrationshintergrund","347","0.513203822518529","0.47507137825428","0.551336266782779"
