year,regtyp,rentown,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,Tenant,"Yes, Regularly",0.04798,167,4626,0.04182,0.05414
2001,Urban regions,Tenant,"Yes, Occasionally",0.03608,128,4626,0.03071,0.04146
2001,Urban regions,Tenant,No,0.91594,4331,4626,0.90794,0.92393
2001,Rural regions,Owner,"Yes, Regularly",0.05274,82,2122,0.04323,0.06226
2001,Rural regions,Owner,"Yes, Occasionally",0.03672,56,2122,0.02872,0.04472
2001,Rural regions,Owner,No,0.91054,1984,2122,0.89839,0.92268
2001,Rural regions,Tenant,"Yes, Regularly",0.03603,46,1746,0.02728,0.04477
2001,Rural regions,Tenant,No,0.94791,1700,1746,0.93748,0.95833
2002,Urban regions,Owner,"Yes, Regularly",0.09986,438,3654,0.09013,0.10958
2002,Urban regions,Owner,"Yes, Occasionally",0.04970,189,3654,0.04266,0.05675
2002,Urban regions,Owner,No,0.85044,3027,3654,0.83887,0.86200
2002,Urban regions,Tenant,"Yes, Regularly",0.04936,217,4566,0.04307,0.05564
2002,Urban regions,Tenant,"Yes, Occasionally",0.03158,115,4566,0.02651,0.03665
2002,Urban regions,Tenant,No,0.91906,4234,4566,0.91115,0.92697
2002,Rural regions,Owner,"Yes, Regularly",0.04421,116,2167,0.03555,0.05287
2002,Rural regions,Owner,"Yes, Occasionally",0.02803,60,2167,0.02108,0.03498
2002,Rural regions,Owner,No,0.92776,1991,2167,0.91686,0.93866
2002,Rural regions,Tenant,"Yes, Regularly",0.02803,42,1753,0.02030,0.03576
2002,Rural regions,Tenant,No,0.95269,1711,1753,0.94274,0.96263
2003,Urban regions,Owner,"Yes, Regularly",0.11432,462,3534,0.10383,0.12481
2003,Urban regions,Owner,"Yes, Occasionally",0.05585,186,3534,0.04828,0.06342
2003,Urban regions,Owner,No,0.82983,2886,3534,0.81744,0.84222
2003,Urban regions,Tenant,"Yes, Regularly",0.05083,201,4405,0.04434,0.05732
2003,Urban regions,Tenant,"Yes, Occasionally",0.03000,113,4405,0.02496,0.03503
2003,Urban regions,Tenant,No,0.91917,4091,4405,0.91112,0.92722
2003,Rural regions,Owner,"Yes, Regularly",0.04853,118,2102,0.03934,0.05772
2003,Rural regions,Owner,"Yes, Occasionally",0.03150,64,2102,0.02403,0.03897
2003,Rural regions,Owner,No,0.91997,1920,2102,0.90837,0.93157
2003,Rural regions,Tenant,"Yes, Regularly",0.03388,44,1682,0.02523,0.04253
2003,Rural regions,Tenant,No,0.94547,1638,1682,0.93462,0.95633
2004,Urban regions,Owner,"Yes, Regularly",0.08459,345,3460,0.07531,0.09386
2004,Urban regions,Owner,"Yes, Occasionally",0.06264,203,3460,0.05457,0.07072
2004,Urban regions,Owner,No,0.85277,2912,3460,0.84096,0.86458
2004,Urban regions,Tenant,"Yes, Regularly",0.03905,150,4305,0.03326,0.04483
2004,Urban regions,Tenant,"Yes, Occasionally",0.03138,104,4305,0.02617,0.03659
2004,Urban regions,Tenant,No,0.92957,4051,4305,0.92193,0.93722
2004,Rural regions,Owner,"Yes, Regularly",0.04017,93,2086,0.03174,0.04859
2004,Rural regions,Owner,"Yes, Occasionally",0.02797,57,2086,0.02089,0.03504
2004,Rural regions,Owner,No,0.93187,1936,2086,0.92105,0.94268
2004,Rural regions,Tenant,"Yes, Regularly",0.03386,41,1633,0.02508,0.04263
2004,Rural regions,Tenant,No,0.94957,1592,1633,0.93895,0.96019
2005,Urban regions,Owner,"Yes, Regularly",0.10864,414,3328,0.09806,0.11921
2005,Urban regions,Owner,"Yes, Occasionally",0.05914,192,3328,0.05113,0.06716
2005,Urban regions,Owner,No,0.83222,2722,3328,0.81952,0.84492
2005,Urban regions,Tenant,"Yes, Regularly",0.05788,208,4203,0.05082,0.06494
2005,Urban regions,Tenant,"Yes, Occasionally",0.03239,109,4203,0.02704,0.03775
2005,Urban regions,Tenant,No,0.90973,3886,4203,0.90107,0.91840
2005,Rural regions,Owner,"Yes, Regularly",0.03865,102,2039,0.03028,0.04702
2005,Rural regions,Owner,"Yes, Occasionally",0.03621,66,2039,0.02810,0.04432
2005,Rural regions,Owner,No,0.92513,1871,2039,0.91371,0.93656
2005,Rural regions,Tenant,"Yes, Regularly",0.02414,35,1565,0.01653,0.03175
2005,Rural regions,Tenant,No,0.95038,1530,1565,0.93962,0.96114
2006,Urban regions,Owner,"Yes, Regularly",0.10029,421,3698,0.09061,0.10997
2006,Urban regions,Owner,"Yes, Occasionally",0.06627,239,3698,0.05825,0.07429
2006,Urban regions,Owner,No,0.83344,3038,3698,0.82143,0.84545
2006,Urban regions,Tenant,"Yes, Regularly",0.05519,216,4445,0.04848,0.06191
2006,Urban regions,Tenant,"Yes, Occasionally",0.03017,100,4445,0.02514,0.03520
2006,Urban regions,Tenant,No,0.91463,4129,4445,0.90642,0.92285
2006,Rural regions,Owner,"Yes, Regularly",0.04117,104,2284,0.03302,0.04932
2006,Rural regions,Owner,"Yes, Occasionally",0.03330,76,2284,0.02594,0.04066
2006,Rural regions,Owner,No,0.92553,2104,2284,0.91476,0.93630
2006,Rural regions,Tenant,"Yes, Regularly",0.03090,45,1774,0.02284,0.03895
2006,Rural regions,Tenant,No,0.94749,1729,1774,0.93710,0.95787
2007,Urban regions,Owner,"Yes, Regularly",0.11261,425,3450,0.10206,0.12316
2007,Urban regions,Owner,"Yes, Occasionally",0.05988,218,3450,0.05197,0.06780
2007,Urban regions,Owner,No,0.82750,2807,3450,0.81489,0.84011
2007,Urban regions,Tenant,"Yes, Regularly",0.06200,213,4126,0.05464,0.06936
2007,Urban regions,Tenant,"Yes, Occasionally",0.03395,110,4126,0.02842,0.03948
2007,Urban regions,Tenant,No,0.90405,3803,4126,0.89506,0.91304
2007,Rural regions,Owner,"Yes, Regularly",0.05398,126,2142,0.04441,0.06355
2007,Rural regions,Owner,"Yes, Occasionally",0.03067,61,2142,0.02336,0.03797
2007,Rural regions,Owner,No,0.91535,1955,2142,0.90356,0.92714
2007,Rural regions,Tenant,"Yes, Regularly",0.02632,38,1675,0.01865,0.03399
2007,Rural regions,Tenant,No,0.95925,1637,1675,0.94977,0.96872
2008,Urban regions,Owner,"Yes, Regularly",0.10071,385,3289,0.09042,0.11100
2008,Urban regions,Owner,"Yes, Occasionally",0.06863,201,3289,0.05999,0.07728
2008,Urban regions,Owner,No,0.83066,2703,3289,0.81784,0.84348
2008,Urban regions,Tenant,"Yes, Regularly",0.05467,182,3862,0.04750,0.06184
2008,Urban regions,Tenant,"Yes, Occasionally",0.02875,92,3862,0.02348,0.03402
2008,Urban regions,Tenant,No,0.91658,3588,3862,0.90786,0.92530
2008,Rural regions,Owner,"Yes, Regularly",0.05064,105,2065,0.04118,0.06010
2008,Rural regions,Owner,"Yes, Occasionally",0.03340,68,2065,0.02565,0.04116
2008,Rural regions,Owner,No,0.91596,1892,2065,0.90399,0.92793
2008,Rural regions,Tenant,"Yes, Regularly",0.02724,33,1531,0.01908,0.03539
2008,Rural regions,Tenant,No,0.95171,1498,1531,0.94097,0.96245
2009,Urban regions,Owner,"Yes, Regularly",0.12170,391,3066,0.11013,0.13328
2009,Urban regions,Owner,"Yes, Occasionally",0.05651,175,3066,0.04833,0.06468
2009,Urban regions,Owner,No,0.82179,2500,3066,0.80824,0.83534
2009,Urban regions,Tenant,"Yes, Regularly",0.06479,186,3529,0.05667,0.07291
2009,Urban regions,Tenant,"Yes, Occasionally",0.02318,76,3529,0.01821,0.02814
2009,Urban regions,Tenant,No,0.91203,3267,3529,0.90269,0.92138
2009,Rural regions,Owner,"Yes, Regularly",0.04418,106,1944,0.03504,0.05331
2009,Rural regions,Owner,"Yes, Occasionally",0.03299,54,1944,0.02505,0.04093
2009,Rural regions,Owner,No,0.92283,1784,1944,0.91097,0.93470
2009,Rural regions,Tenant,"Yes, Regularly",0.02526,35,1480,0.01727,0.03326
2009,Rural regions,Tenant,No,0.95751,1445,1480,0.94723,0.96779
2010,Urban regions,Owner,"Yes, Regularly",0.10323,413,3817,0.09358,0.11289
2010,Urban regions,Owner,"Yes, Occasionally",0.04745,163,3817,0.04071,0.05420
2010,Urban regions,Owner,No,0.84932,3241,3817,0.83796,0.86067
2010,Urban regions,Tenant,"Yes, Regularly",0.04783,195,5240,0.04205,0.05361
2010,Urban regions,Tenant,"Yes, Occasionally",0.02405,80,5240,0.01990,0.02820
2010,Urban regions,Tenant,No,0.92812,4965,5240,0.92113,0.93512
2010,Rural regions,Owner,"Yes, Regularly",0.04874,111,2490,0.04028,0.05719
2010,Rural regions,Owner,"Yes, Occasionally",0.02274,43,2490,0.01688,0.02860
2010,Rural regions,Owner,No,0.92852,2336,2490,0.91840,0.93864
2010,Rural regions,Tenant,"Yes, Regularly",0.02641,41,2191,0.01969,0.03312
2010,Rural regions,Tenant,No,0.96086,2150,2191,0.95273,0.96898
2011,Urban regions,Owner,"Yes, Regularly",0.10705,548,4611,0.09813,0.11598
2011,Urban regions,Owner,"Yes, Occasionally",0.04373,185,4611,0.03782,0.04963
2011,Urban regions,Owner,No,0.84922,3878,4611,0.83889,0.85955
2011,Urban regions,Tenant,"Yes, Regularly",0.05150,258,6129,0.04597,0.05704
2011,Urban regions,Tenant,"Yes, Occasionally",0.02026,93,6129,0.01673,0.02379
2011,Urban regions,Tenant,No,0.92824,5778,6129,0.92178,0.93470
2011,Rural regions,Owner,"Yes, Regularly",0.05204,157,3096,0.04421,0.05986
2011,Rural regions,Owner,"Yes, Occasionally",0.02775,67,3096,0.02196,0.03354
2011,Rural regions,Owner,No,0.92021,2872,3096,0.91067,0.92976
2011,Rural regions,Tenant,"Yes, Regularly",0.03411,66,2720,0.02729,0.04093
2011,Rural regions,Tenant,No,0.95500,2654,2720,0.94721,0.96279
2012,Urban regions,Owner,"Yes, Regularly",0.09835,495,4500,0.08965,0.10705
2012,Urban regions,Owner,"Yes, Occasionally",0.04032,176,4500,0.03457,0.04607
2012,Urban regions,Owner,No,0.86133,3829,4500,0.85123,0.87143
2012,Urban regions,Tenant,"Yes, Regularly",0.04827,236,5929,0.04281,0.05372
2012,Urban regions,Tenant,"Yes, Occasionally",0.01841,82,5929,0.01498,0.02183
2012,Urban regions,Tenant,No,0.93333,5611,5929,0.92698,0.93968
2012,Rural regions,Owner,"Yes, Regularly",0.05556,156,3070,0.04746,0.06367
2012,Rural regions,Owner,"Yes, Occasionally",0.02687,67,3070,0.02115,0.03259
2012,Rural regions,Owner,No,0.91757,2847,3070,0.90783,0.92730
2012,Rural regions,Tenant,"Yes, Regularly",0.03196,68,2750,0.02539,0.03854
2012,Rural regions,Tenant,No,0.95705,2682,2750,0.94947,0.96463
2013,Urban regions,Owner,"Yes, Regularly",0.11992,545,4669,0.11060,0.12924
2013,Urban regions,Owner,"Yes, Occasionally",0.04094,171,4669,0.03526,0.04662
2013,Urban regions,Owner,No,0.83914,3953,4669,0.82860,0.84968
2013,Urban regions,Tenant,"Yes, Regularly",0.05156,266,7152,0.04644,0.05669
2013,Urban regions,Tenant,"Yes, Occasionally",0.01710,89,7152,0.01410,0.02011
2013,Urban regions,Tenant,No,0.93133,6797,7152,0.92547,0.93719
2013,Rural regions,Owner,"Yes, Regularly",0.05559,171,3017,0.04741,0.06377
2013,Rural regions,Owner,"Yes, Occasionally",0.02823,62,3017,0.02232,0.03414
2013,Rural regions,Owner,No,0.91618,2784,3017,0.90629,0.92607
2013,Rural regions,Tenant,"Yes, Regularly",0.03869,78,2958,0.03173,0.04564
2013,Rural regions,Tenant,No,0.94616,2880,2958,0.93802,0.95429
2014,Urban regions,Owner,"Yes, Regularly",0.11695,514,4262,0.10730,0.12660
2014,Urban regions,Owner,"Yes, Occasionally",0.03985,150,4262,0.03398,0.04573
2014,Urban regions,Owner,No,0.84319,3598,4262,0.83227,0.85411
2014,Urban regions,Tenant,"Yes, Regularly",0.05134,260,6114,0.04580,0.05687
2014,Urban regions,Tenant,"Yes, Occasionally",0.01574,74,6114,0.01262,0.01886
2014,Urban regions,Tenant,No,0.93293,5780,6114,0.92666,0.93920
2014,Rural regions,Owner,"Yes, Regularly",0.06159,161,2774,0.05265,0.07054
2014,Rural regions,Owner,"Yes, Occasionally",0.02456,55,2774,0.01880,0.03033
2014,Rural regions,Owner,No,0.91384,2558,2774,0.90340,0.92429
2014,Rural regions,Tenant,"Yes, Regularly",0.02641,58,2615,0.02026,0.03256
2014,Rural regions,Tenant,No,0.95633,2557,2615,0.94850,0.96417
2015,Urban regions,Owner,"Yes, Regularly",0.11847,479,4040,0.10850,0.12843
2015,Urban regions,Owner,"Yes, Occasionally",0.03999,139,4040,0.03395,0.04603
2015,Urban regions,Owner,No,0.84155,3422,4040,0.83028,0.85281
2015,Urban regions,Tenant,"Yes, Regularly",0.04877,246,6322,0.04346,0.05408
2015,Urban regions,Tenant,"Yes, Occasionally",0.01736,66,6322,0.01414,0.02058
2015,Urban regions,Tenant,No,0.93387,6010,6322,0.92774,0.93999
2015,Rural regions,Owner,"Yes, Regularly",0.07726,175,2686,0.06716,0.08736
2015,Rural regions,Owner,"Yes, Occasionally",0.02208,42,2686,0.01652,0.02764
2015,Rural regions,Owner,No,0.90066,2469,2686,0.88935,0.91198
2015,Rural regions,Tenant,"Yes, Regularly",0.03153,64,2670,0.02490,0.03816
2015,Rural regions,Tenant,No,0.95768,2606,2670,0.95004,0.96532
2016,Urban regions,Owner,"Yes, Regularly",0.11047,443,3767,0.10046,0.12049
2016,Urban regions,Owner,"Yes, Occasionally",0.02901,109,3767,0.02365,0.03437
2016,Urban regions,Owner,No,0.86052,3215,3767,0.84945,0.87158
2016,Urban regions,Tenant,"Yes, Regularly",0.04558,210,5596,0.04012,0.05105
2016,Urban regions,Tenant,"Yes, Occasionally",0.01449,61,5596,0.01136,0.01762
2016,Urban regions,Tenant,No,0.93992,5325,5596,0.93370,0.94615
2016,Rural regions,Owner,"Yes, Regularly",0.07112,156,2524,0.06109,0.08115
2016,Rural regions,Owner,"Yes, Occasionally",0.02250,43,2524,0.01672,0.02829
2016,Rural regions,Owner,No,0.90637,2325,2524,0.89501,0.91774
2016,Rural regions,Tenant,"Yes, Regularly",0.03309,63,2372,0.02589,0.04029
2016,Rural regions,Tenant,No,0.95867,2309,2372,0.95065,0.96668
2017,Urban regions,Owner,"Yes, Regularly",0.10264,470,4255,0.09352,0.11176
2017,Urban regions,Owner,"Yes, Occasionally",0.03915,138,4255,0.03332,0.04498
2017,Urban regions,Owner,No,0.85821,3647,4255,0.84773,0.86870
2017,Urban regions,Tenant,"Yes, Regularly",0.04727,225,5973,0.04189,0.05265
2017,Urban regions,Tenant,"Yes, Occasionally",0.01562,62,5973,0.01248,0.01877
2017,Urban regions,Tenant,No,0.93711,5686,5973,0.93095,0.94327
2017,Rural regions,Owner,"Yes, Regularly",0.06664,155,2801,0.05741,0.07588
2017,Rural regions,Owner,"Yes, Occasionally",0.01610,40,2801,0.01144,0.02076
2017,Rural regions,Owner,No,0.91726,2606,2801,0.90705,0.92746
2017,Rural regions,Tenant,"Yes, Regularly",0.03649,68,2605,0.02929,0.04369
2017,Rural regions,Tenant,No,0.95296,2537,2605,0.94482,0.96109
2018,Urban regions,Owner,"Yes, Regularly",0.11798,468,4073,0.10808,0.12789
2018,Urban regions,Owner,"Yes, Occasionally",0.03220,124,4073,0.02678,0.03762
2018,Urban regions,Owner,No,0.84982,3481,4073,0.83884,0.86079
2018,Urban regions,Tenant,"Yes, Regularly",0.05600,270,6087,0.05023,0.06178
2018,Urban regions,Tenant,"Yes, Occasionally",0.01406,71,6087,0.01110,0.01702
2018,Urban regions,Tenant,No,0.92994,5746,6087,0.92352,0.93635
2018,Rural regions,Owner,"Yes, Regularly",0.06713,152,2675,0.05765,0.07662
2018,Rural regions,Owner,"Yes, Occasionally",0.02024,36,2675,0.01490,0.02558
2018,Rural regions,Owner,No,0.91263,2487,2675,0.90193,0.92333
2018,Rural regions,Tenant,"Yes, Regularly",0.04628,75,2566,0.03815,0.05441
2018,Rural regions,Tenant,No,0.94318,2491,2566,0.93422,0.95214
2019,No answer / don't know,Owner,No,0.81915,131,131,0.75299,0.88532
2019,No answer / don't know,Tenant,No,0.92296,287,287,0.89206,0.95387
2019,Urban regions,Owner,"Yes, Regularly",0.11805,705,4716,0.10884,0.12726
2019,Urban regions,Owner,"Yes, Occasionally",0.02909,173,4716,0.02430,0.03389
2019,Urban regions,Owner,No,0.85285,3838,4716,0.84274,0.86296
2019,Urban regions,Tenant,"Yes, Regularly",0.06079,304,5576,0.05452,0.06706
2019,Urban regions,Tenant,"Yes, Occasionally",0.01818,95,5576,0.01467,0.02169
2019,Urban regions,Tenant,No,0.92103,5177,5576,0.91395,0.92811
2019,Rural regions,Owner,"Yes, Regularly",0.07047,253,2984,0.06129,0.07966
2019,Rural regions,Owner,"Yes, Occasionally",0.03155,71,2984,0.02528,0.03782
2019,Rural regions,Owner,No,0.89798,2660,2984,0.88712,0.90884
2019,Rural regions,Tenant,"Yes, Regularly",0.04420,76,2332,0.03586,0.05255
2019,Rural regions,Tenant,No,0.94840,2256,2332,0.93942,0.95738
2020,Urban regions,Owner,"Yes, Regularly",0.11777,579,4259,0.10809,0.12745
2020,Urban regions,Owner,"Yes, Occasionally",0.03077,153,4259,0.02558,0.03596
2020,Urban regions,Owner,No,0.85146,3527,4259,0.84078,0.86214
2020,Urban regions,Tenant,"Yes, Regularly",0.05545,283,6703,0.04997,0.06093
2020,Urban regions,Tenant,"Yes, Occasionally",0.01558,93,6703,0.01261,0.01854
2020,Urban regions,Tenant,No,0.92897,6327,6703,0.92282,0.93512
2020,Rural regions,Owner,"Yes, Regularly",0.06679,204,2659,0.05730,0.07629
2020,Rural regions,Owner,"Yes, Occasionally",0.01793,46,2659,0.01289,0.02298
2020,Rural regions,Owner,No,0.91528,2409,2659,0.90469,0.92586
2020,Rural regions,Tenant,"Yes, Regularly",0.03827,71,2588,0.03087,0.04566
2020,Rural regions,Tenant,No,0.94535,2517,2588,0.93659,0.95411
2021,Urban regions,Owner,"Yes, Regularly",0.11590,415,3123,0.10467,0.12713
2021,Urban regions,Owner,"Yes, Occasionally",0.03361,115,3123,0.02729,0.03994
2021,Urban regions,Owner,No,0.85048,2593,3123,0.83798,0.86299
2021,Urban regions,Tenant,"Yes, Regularly",0.06310,202,4294,0.05583,0.07037
2021,Urban regions,Tenant,"Yes, Occasionally",0.02111,79,4294,0.01681,0.02541
2021,Urban regions,Tenant,No,0.91579,4013,4294,0.90748,0.92410
2021,Rural regions,Owner,"Yes, Regularly",0.08320,165,1954,0.07095,0.09545
2021,Rural regions,Owner,"Yes, Occasionally",0.01990,37,1954,0.01371,0.02610
2021,Rural regions,Owner,No,0.89689,1752,1954,0.88341,0.91038
2021,Rural regions,Tenant,"Yes, Regularly",0.05147,69,1675,0.04089,0.06205
2021,Rural regions,Tenant,No,0.92575,1606,1675,0.91319,0.93831
2022,Urban regions,Owner,"Yes, Regularly",0.09923,497,4680,0.09066,0.10779
2022,Urban regions,Owner,"Yes, Occasionally",0.04240,169,4680,0.03663,0.04818
2022,Urban regions,Owner,No,0.85837,4014,4680,0.84838,0.86836
2022,Urban regions,Tenant,"Yes, Regularly",0.04978,351,8472,0.04515,0.05441
2022,Urban regions,Tenant,"Yes, Occasionally",0.02366,182,8472,0.02042,0.02690
2022,Urban regions,Tenant,No,0.92656,7939,8472,0.92100,0.93211
2022,Rural regions,Owner,"Yes, Regularly",0.07284,201,3151,0.06376,0.08192
2022,Rural regions,Owner,"Yes, Occasionally",0.01462,53,3151,0.01043,0.01881
2022,Rural regions,Owner,No,0.91254,2897,3151,0.90268,0.92241
2022,Rural regions,Tenant,"Yes, Regularly",0.04963,89,2914,0.04174,0.05752
2022,Rural regions,Tenant,"Yes, Occasionally",0.01900,45,2914,0.01404,0.02395
2022,Rural regions,Tenant,No,0.93137,2780,2914,0.92219,0.94055
