year,hhtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Couple with children,"Yes, Regularly",0.04324,159,4579,0.03734,0.04913
2000,Couple with children,"Yes, Occasionally",0.02029,82,4579,0.01620,0.02437
2000,Couple with children,No,0.93648,4338,4579,0.92941,0.94354
2000,Multi-generational household,No,0.93299,157,157,0.89375,0.97223
2000,Other Combinations,No,0.93799,151,151,0.89939,0.97658
2001,Single-person household,"Yes, Regularly",0.09171,231,2921,0.08124,0.10217
2001,Single-person household,"Yes, Occasionally",0.05376,138,2921,0.04558,0.06194
2001,Single-person household,No,0.85454,2552,2921,0.84175,0.86733
2001,Couple without children,"Yes, Regularly",0.06394,185,3575,0.05592,0.07196
2001,Couple without children,"Yes, Occasionally",0.04007,120,3575,0.03364,0.04650
2001,Couple without children,No,0.89599,3270,3575,0.88598,0.90600
2001,Single parent,No,0.93987,669,669,0.92185,0.95790
2001,Couple with children,"Yes, Regularly",0.05001,171,4158,0.04338,0.05663
2001,Couple with children,"Yes, Occasionally",0.01868,78,4158,0.01456,0.02279
2001,Couple with children,No,0.93132,3909,4158,0.92363,0.93901
2001,Multi-generational household,No,0.92855,147,147,0.88677,0.97033
2001,Other Combinations,No,0.82463,110,110,0.75324,0.89602
2002,Single-person household,"Yes, Regularly",0.08348,231,2918,0.07345,0.09352
2002,Single-person household,"Yes, Occasionally",0.05179,128,2918,0.04375,0.05983
2002,Single-person household,No,0.86473,2559,2918,0.85232,0.87714
2002,Couple without children,"Yes, Regularly",0.05458,269,3893,0.04744,0.06171
2002,Couple without children,"Yes, Occasionally",0.03120,141,3893,0.02574,0.03666
2002,Couple without children,No,0.91423,3483,3893,0.90543,0.92302
2002,Single parent,"Yes, Regularly",0.03078,31,700,0.01798,0.04359
2002,Single parent,No,0.95944,669,700,0.94481,0.97406
2002,Couple with children,"Yes, Regularly",0.03638,265,4368,0.03082,0.04193
2002,Couple with children,"Yes, Occasionally",0.01882,102,4368,0.01479,0.02286
2002,Couple with children,No,0.94480,4001,4368,0.93802,0.95157
2002,Multi-generational household,No,0.92334,136,136,0.87846,0.96822
2002,Other Combinations,No,0.89488,115,115,0.83858,0.95118
2003,Single-person household,"Yes, Regularly",0.08682,229,2900,0.07657,0.09707
2003,Single-person household,"Yes, Occasionally",0.05174,135,2900,0.04367,0.05980
2003,Single-person household,No,0.86145,2536,2900,0.84887,0.87402
2003,Couple without children,"Yes, Regularly",0.06358,281,3801,0.05582,0.07133
2003,Couple without children,"Yes, Occasionally",0.03078,127,3801,0.02529,0.03627
2003,Couple without children,No,0.90564,3393,3801,0.89635,0.91494
2003,Single parent,No,0.94715,657,657,0.93003,0.96427
2003,Couple with children,"Yes, Regularly",0.04165,268,4118,0.03555,0.04776
2003,Couple with children,"Yes, Occasionally",0.02417,111,4118,0.01948,0.02886
2003,Couple with children,No,0.93418,3739,4118,0.92660,0.94175
2003,Multi-generational household,No,0.95108,112,112,0.91096,0.99121
2003,Other Combinations,No,0.86491,98,98,0.79689,0.93294
2004,Single-person household,"Yes, Regularly",0.07119,183,2843,0.06174,0.08064
2004,Single-person household,"Yes, Occasionally",0.05270,132,2843,0.04448,0.06091
2004,Single-person household,No,0.87611,2528,2843,0.86400,0.88822
2004,Couple without children,"Yes, Regularly",0.04757,224,3807,0.04081,0.05434
2004,Couple without children,"Yes, Occasionally",0.03365,134,3807,0.02792,0.03937
2004,Couple without children,No,0.91878,3449,3807,0.91010,0.92746
2004,Single parent,No,0.96003,651,651,0.94497,0.97509
2004,Couple with children,"Yes, Regularly",0.03357,198,3953,0.02796,0.03919
2004,Couple with children,"Yes, Occasionally",0.02189,95,3953,0.01733,0.02645
2004,Couple with children,No,0.94454,3660,3953,0.93740,0.95167
2004,Multi-generational household,No,0.92863,101,101,0.87817,0.97909
2004,Other Combinations,No,0.95593,102,102,0.91590,0.99596
2005,Single-person household,"Yes, Regularly",0.08802,230,2898,0.07770,0.09834
2005,Single-person household,"Yes, Occasionally",0.05581,144,2898,0.04745,0.06416
2005,Single-person household,No,0.85618,2524,2898,0.84340,0.86895
2005,Couple without children,"Yes, Regularly",0.06073,282,3680,0.05301,0.06845
2005,Couple without children,"Yes, Occasionally",0.03781,144,3680,0.03164,0.04397
2005,Couple without children,No,0.90146,3254,3680,0.89183,0.91109
2005,Single parent,No,0.95553,656,656,0.93974,0.97131
2005,Couple with children,"Yes, Regularly",0.04003,213,3690,0.03371,0.04636
2005,Couple with children,"Yes, Occasionally",0.02142,89,3690,0.01675,0.02610
2005,Couple with children,No,0.93854,3388,3690,0.93079,0.94629
2005,Multi-generational household,No,0.96170,98,98,0.92350,0.99989
2005,Other Combinations,No,0.93092,90,90,0.87824,0.98361
2006,Single-person household,"Yes, Regularly",0.08580,256,3282,0.07621,0.09538
2006,Single-person household,"Yes, Occasionally",0.05437,160,3282,0.04661,0.06213
2006,Single-person household,No,0.85983,2866,3282,0.84795,0.87171
2006,Couple without children,"Yes, Regularly",0.05325,284,4145,0.04641,0.06009
2006,Couple without children,"Yes, Occasionally",0.03600,164,4145,0.03032,0.04167
2006,Couple without children,No,0.91076,3697,4145,0.90208,0.91944
2006,Single parent,No,0.95888,729,729,0.94446,0.97331
2006,Couple with children,"Yes, Regularly",0.03828,203,3828,0.03220,0.04436
2006,Couple with children,"Yes, Occasionally",0.02448,105,3828,0.01959,0.02938
2006,Couple with children,No,0.93724,3520,3828,0.92956,0.94492
2006,Multi-generational household,No,0.97254,98,98,0.94001,1.00506
2006,Other Combinations,No,0.87313,92,92,0.80474,0.94151
2007,Single-person household,"Yes, Regularly",0.09583,258,3098,0.08546,0.10620
2007,Single-person household,"Yes, Occasionally",0.05020,137,3098,0.04251,0.05789
2007,Single-person household,No,0.85397,2703,3098,0.84153,0.86640
2007,Couple without children,"Yes, Regularly",0.06225,298,3865,0.05463,0.06987
2007,Couple without children,"Yes, Occasionally",0.03323,147,3865,0.02758,0.03889
2007,Couple without children,No,0.90451,3420,3865,0.89525,0.91378
2007,Single parent,"Yes, Regularly",0.03974,34,699,0.02525,0.05423
2007,Single parent,No,0.95120,665,699,0.93521,0.96718
2007,Couple with children,"Yes, Regularly",0.04145,202,3559,0.03490,0.04800
2007,Couple with children,"Yes, Occasionally",0.02974,108,3559,0.02416,0.03533
2007,Couple with children,No,0.92881,3249,3559,0.92036,0.93726
2007,Multi-generational household,No,0.96909,86,86,0.93229,1.00588
2007,Other Combinations,No,0.90677,79,79,0.84225,0.97130
2008,Single-person household,"Yes, Regularly",0.08462,225,2973,0.07461,0.09463
2008,Single-person household,"Yes, Occasionally",0.04951,128,2973,0.04171,0.05731
2008,Single-person household,No,0.86587,2620,2973,0.85362,0.87812
2008,Couple without children,"Yes, Regularly",0.05538,258,3712,0.04802,0.06274
2008,Couple without children,"Yes, Occasionally",0.04064,163,3712,0.03429,0.04699
2008,Couple without children,No,0.90398,3291,3712,0.89450,0.91346
2008,Single parent,"Yes, Regularly",0.03192,31,667,0.01857,0.04527
2008,Single parent,No,0.95682,636,667,0.94139,0.97226
2008,Couple with children,"Yes, Regularly",0.04002,175,3253,0.03329,0.04676
2008,Couple with children,"Yes, Occasionally",0.02906,80,3253,0.02329,0.03483
2008,Couple with children,No,0.93091,2998,3253,0.92220,0.93963
2008,Multi-generational household,No,0.97103,75,75,0.93281,1.00924
2008,Other Combinations,No,0.79885,61,61,0.69741,0.90028
2009,Single-person household,"Yes, Regularly",0.08969,223,2807,0.07912,0.10026
2009,Single-person household,"Yes, Occasionally",0.04264,111,2807,0.03517,0.05012
2009,Single-person household,No,0.86767,2473,2807,0.85513,0.88021
2009,Couple without children,"Yes, Regularly",0.07416,291,3519,0.06550,0.08282
2009,Couple without children,"Yes, Occasionally",0.03051,120,3519,0.02483,0.03619
2009,Couple without children,No,0.89533,3108,3519,0.88521,0.90545
2009,Single parent,No,0.94974,583,583,0.93199,0.96749
2009,Couple with children,"Yes, Regularly",0.04301,164,2956,0.03570,0.05033
2009,Couple with children,"Yes, Occasionally",0.02821,81,2956,0.02224,0.03418
2009,Couple with children,No,0.92878,2711,2956,0.91951,0.93805
2009,Multi-generational household,No,0.94366,61,61,0.88532,1.00201
2009,Other Combinations,No,0.83326,60,60,0.73815,0.92838
2010,Single-person household,"Yes, Regularly",0.07578,197,2685,0.06576,0.08579
2010,Single-person household,"Yes, Occasionally",0.03941,90,2685,0.03205,0.04677
2010,Single-person household,No,0.88482,2398,2685,0.87274,0.89690
2010,Couple without children,"Yes, Regularly",0.06519,240,3360,0.05684,0.07354
2010,Couple without children,"Yes, Occasionally",0.02911,105,3360,0.02342,0.03479
2010,Couple without children,No,0.90570,3015,3360,0.89582,0.91559
2010,Single parent,"Yes, Regularly",0.03372,51,1830,0.02545,0.04199
2010,Single parent,No,0.95854,1779,1830,0.94940,0.96768
2010,Couple with children,"Yes, Regularly",0.03778,267,5696,0.03283,0.04273
2010,Couple with children,"Yes, Occasionally",0.01658,87,5696,0.01326,0.01989
2010,Couple with children,No,0.94564,5342,5696,0.93975,0.95153
2010,Multi-generational household,No,0.97621,98,98,0.94588,1.00654
2010,Other Combinations,No,0.92726,60,60,0.86099,0.99353
2011,Single-person household,"Yes, Regularly",0.07607,264,3529,0.06732,0.08482
2011,Single-person household,"Yes, Occasionally",0.03307,106,3529,0.02717,0.03897
2011,Single-person household,No,0.89087,3159,3529,0.88058,0.90116
2011,Couple without children,"Yes, Regularly",0.06500,303,4362,0.05769,0.07232
2011,Couple without children,"Yes, Occasionally",0.02823,127,4362,0.02331,0.03314
2011,Couple without children,No,0.90677,3932,4362,0.89814,0.91540
2011,Single parent,"Yes, Regularly",0.03685,72,2275,0.02910,0.04459
2011,Single parent,No,0.94912,2203,2275,0.94009,0.95816
2011,Couple with children,"Yes, Regularly",0.05446,381,6159,0.04879,0.06012
2011,Couple with children,"Yes, Occasionally",0.01839,99,6159,0.01504,0.02175
2011,Couple with children,No,0.92715,5679,6159,0.92066,0.93364
2011,Multi-generational household,No,0.98668,117,117,0.96582,1.00754
2011,Other Combinations,No,0.92575,92,92,0.87188,0.97961
2012,Single-person household,"Yes, Regularly",0.07120,249,3673,0.06288,0.07952
2012,Single-person household,"Yes, Occasionally",0.03343,114,3673,0.02762,0.03924
2012,Single-person household,No,0.89537,3310,3673,0.88547,0.90527
2012,Couple without children,"Yes, Regularly",0.05952,302,4438,0.05256,0.06649
2012,Couple without children,"Yes, Occasionally",0.02484,119,4438,0.02026,0.02942
2012,Couple without children,No,0.91564,4017,4438,0.90746,0.92381
2012,Single parent,"Yes, Regularly",0.03610,57,2154,0.02822,0.04398
2012,Single parent,No,0.95092,2097,2154,0.94180,0.96005
2012,Couple with children,"Yes, Regularly",0.05418,336,5762,0.04833,0.06002
2012,Couple with children,"Yes, Occasionally",0.01422,85,5762,0.01116,0.01728
2012,Couple with children,No,0.93160,5341,5762,0.92509,0.93812
2012,Multi-generational household,No,0.96038,114,114,0.92441,0.99635
2012,Other Combinations,No,0.94542,90,90,0.89822,0.99261
2013,Single-person household,"Yes, Regularly",0.08587,284,3831,0.07700,0.09475
2013,Single-person household,"Yes, Occasionally",0.03553,115,3831,0.02967,0.04139
2013,Single-person household,No,0.87860,3432,3831,0.86825,0.88894
2013,Couple without children,"Yes, Regularly",0.06543,312,4626,0.05830,0.07255
2013,Couple without children,"Yes, Occasionally",0.02015,105,4626,0.01610,0.02419
2013,Couple without children,No,0.91443,4209,4626,0.90636,0.92249
2013,Single parent,"Yes, Regularly",0.03656,63,2214,0.02874,0.04438
2013,Single parent,No,0.94125,2151,2214,0.93145,0.95105
2013,Couple with children,"Yes, Regularly",0.05906,388,6623,0.05338,0.06474
2013,Couple with children,"Yes, Occasionally",0.01632,97,6623,0.01327,0.01937
2013,Couple with children,No,0.92462,6138,6623,0.91826,0.93097
2013,Multi-generational household,No,0.99391,142,142,0.98107,1.00675
2013,Other Combinations,No,0.94208,342,342,0.91729,0.96687
2014,Single-person household,"Yes, Regularly",0.08014,258,3555,0.07122,0.08907
2014,Single-person household,"Yes, Occasionally",0.03344,98,3555,0.02753,0.03935
2014,Single-person household,No,0.88641,3199,3555,0.87598,0.89685
2014,Couple without children,"Yes, Regularly",0.06361,282,4356,0.05636,0.07086
2014,Couple without children,"Yes, Occasionally",0.02245,106,4356,0.01805,0.02685
2014,Couple without children,No,0.91394,3968,4356,0.90561,0.92227
2014,Single parent,"Yes, Regularly",0.03637,64,1796,0.02771,0.04503
2014,Single parent,No,0.95326,1732,1796,0.94350,0.96303
2014,Couple with children,"Yes, Regularly",0.06478,377,5688,0.05838,0.07118
2014,Couple with children,"Yes, Occasionally",0.01541,83,5688,0.01221,0.01862
2014,Couple with children,No,0.91981,5228,5688,0.91275,0.92686
2014,Multi-generational household,No,0.98441,118,118,0.96196,1.00686
2014,Other Combinations,No,0.96460,248,248,0.94156,0.98765
2015,Single-person household,"Yes, Regularly",0.08770,266,3619,0.07848,0.09691
2015,Single-person household,"Yes, Occasionally",0.03050,90,3619,0.02490,0.03611
2015,Single-person household,No,0.88180,3263,3619,0.87128,0.89232
2015,Couple without children,"Yes, Regularly",0.06333,281,4370,0.05611,0.07055
2015,Couple without children,"Yes, Occasionally",0.02612,95,4370,0.02139,0.03085
2015,Couple without children,No,0.91055,3994,4370,0.90209,0.91902
2015,Single parent,"Yes, Regularly",0.03909,67,1696,0.02986,0.04831
2015,Single parent,No,0.95127,1629,1696,0.94102,0.96152
2015,Couple with children,"Yes, Regularly",0.06269,339,5647,0.05636,0.06901
2015,Couple with children,"Yes, Occasionally",0.01316,67,5647,0.01019,0.01614
2015,Couple with children,No,0.92415,5241,5647,0.91724,0.93105
2015,Multi-generational household,No,0.99542,138,138,0.98412,1.00673
2015,Other Combinations,No,0.96098,242,242,0.93654,0.98543
2016,Single-person household,"Yes, Regularly",0.08463,255,3383,0.07525,0.09401
2016,Single-person household,"Yes, Occasionally",0.02388,72,3383,0.01874,0.02903
2016,Single-person household,No,0.89149,3056,3383,0.88101,0.90197
2016,Couple without children,"Yes, Regularly",0.05666,255,4086,0.04957,0.06375
2016,Couple without children,"Yes, Occasionally",0.01770,75,4086,0.01365,0.02174
2016,Couple without children,No,0.92564,3756,4086,0.91760,0.93369
2016,Single parent,"Yes, Regularly",0.04369,60,1511,0.03338,0.05400
2016,Single parent,No,0.94873,1451,1511,0.93760,0.95985
2016,Couple with children,"Yes, Regularly",0.05740,295,4984,0.05094,0.06386
2016,Couple with children,"Yes, Occasionally",0.01653,71,4984,0.01299,0.02007
2016,Couple with children,No,0.92607,4618,4984,0.91881,0.93334
2016,Multi-generational household,No,0.98994,105,105,0.97076,1.00912
2016,Other Combinations,No,0.95081,189,189,0.91990,0.98173
2017,Single-person household,"Yes, Regularly",0.08012,251,3825,0.07152,0.08873
2017,Single-person household,"Yes, Occasionally",0.02813,90,3825,0.02289,0.03337
2017,Single-person household,No,0.89175,3484,3825,0.88190,0.90159
2017,Couple without children,"Yes, Regularly",0.05612,271,4607,0.04948,0.06277
2017,Couple without children,"Yes, Occasionally",0.02320,94,4607,0.01886,0.02755
2017,Couple without children,No,0.92067,4242,4607,0.91287,0.92848
2017,Single parent,"Yes, Regularly",0.03783,59,1521,0.02824,0.04742
2017,Single parent,No,0.95495,1462,1521,0.94452,0.96538
2017,Couple with children,"Yes, Regularly",0.06157,328,5311,0.05511,0.06804
2017,Couple with children,"Yes, Occasionally",0.01389,55,5311,0.01074,0.01704
2017,Couple with children,No,0.92454,4928,5311,0.91743,0.93164
2017,Multi-generational household,No,0.98060,109,109,0.95459,1.00661
2017,Other Combinations,No,0.97035,251,251,0.94933,0.99138
2018,Single-person household,"Yes, Regularly",0.08911,283,4014,0.08030,0.09793
2018,Single-person household,"Yes, Occasionally",0.02639,89,4014,0.02143,0.03135
2018,Single-person household,No,0.88450,3642,4014,0.87461,0.89439
2018,Couple without children,"Yes, Regularly",0.06772,287,4541,0.06041,0.07502
2018,Couple without children,"Yes, Occasionally",0.01852,81,4541,0.01460,0.02244
2018,Couple without children,No,0.91376,4173,4541,0.90560,0.92193
2018,Single parent,"Yes, Regularly",0.04596,56,1496,0.03534,0.05657
2018,Single parent,No,0.94170,1440,1496,0.92982,0.95358
2018,Couple with children,"Yes, Regularly",0.07007,326,5015,0.06301,0.07714
2018,Couple with children,"Yes, Occasionally",0.01347,71,5015,0.01028,0.01666
2018,Couple with children,No,0.91646,4618,5015,0.90880,0.92412
2018,Multi-generational household,No,0.98221,113,113,0.95772,1.00669
2018,Other Combinations,No,0.96195,219,219,0.93655,0.98734
2019,Single-person household,"Yes, Regularly",0.09294,330,4130,0.08409,0.10180
2019,Single-person household,"Yes, Occasionally",0.02752,109,4130,0.02253,0.03251
2019,Single-person household,No,0.87953,3691,4130,0.86960,0.88946
2019,Couple without children,"Yes, Regularly",0.06400,435,5075,0.05727,0.07073
2019,Couple without children,"Yes, Occasionally",0.02245,136,5075,0.01837,0.02652
2019,Couple without children,No,0.91355,4504,5075,0.90582,0.92129
2019,Single parent,"Yes, Regularly",0.04440,73,1393,0.03358,0.05523
2019,Single parent,No,0.93829,1320,1393,0.92565,0.95093
2019,Couple with children,"Yes, Regularly",0.07959,521,5147,0.07219,0.08698
2019,Couple with children,"Yes, Occasionally",0.01361,99,5147,0.01044,0.01677
2019,Couple with children,No,0.90681,4527,5147,0.89887,0.91475
2019,Multi-generational household,No,0.98120,101,101,0.95458,1.00782
2019,Other Combinations,No,0.96429,206,206,0.93889,0.98969
2020,Single-person household,"Yes, Regularly",0.08352,303,4589,0.07551,0.09153
2020,Single-person household,"Yes, Occasionally",0.02639,91,4589,0.02175,0.03103
2020,Single-person household,No,0.89009,4195,4589,0.88104,0.89914
2020,Couple without children,"Yes, Regularly",0.06689,359,5006,0.05997,0.07381
2020,Couple without children,"Yes, Occasionally",0.01972,101,5006,0.01587,0.02357
2020,Couple without children,No,0.91339,4546,5006,0.90560,0.92118
2020,Single parent,"Yes, Regularly",0.04989,64,1324,0.03816,0.06162
2020,Single parent,No,0.94250,1260,1324,0.92995,0.95504
2020,Couple with children,"Yes, Regularly",0.07491,397,4885,0.06753,0.08229
2020,Couple with children,"Yes, Occasionally",0.01635,108,4885,0.01279,0.01991
2020,Couple with children,No,0.90874,4380,4885,0.90066,0.91681
2020,Multi-generational household,No,0.97664,114,114,0.94879,1.00449
2020,Other Combinations,No,0.96773,285,285,0.94718,0.98828
2021,No answer / don't know,No,0.95037,53,53,0.89134,1.00940
2021,Single-person household,"Yes, Regularly",0.09668,237,3192,0.08643,0.10694
2021,Single-person household,"Yes, Occasionally",0.03202,85,3192,0.02591,0.03813
2021,Single-person household,No,0.87129,2870,3192,0.85967,0.88291
2021,Couple without children,"Yes, Regularly",0.07326,281,3421,0.06453,0.08200
2021,Couple without children,"Yes, Occasionally",0.02453,90,3421,0.01935,0.02972
2021,Couple without children,No,0.90220,3050,3421,0.89225,0.91216
2021,Single parent,"Yes, Regularly",0.03278,39,880,0.02100,0.04455
2021,Single parent,No,0.94753,841,880,0.93279,0.96227
2021,Couple with children,"Yes, Regularly",0.07810,274,3173,0.06876,0.08744
2021,Couple with children,"Yes, Occasionally",0.01344,57,3173,0.00943,0.01744
2021,Couple with children,No,0.90847,2842,3173,0.89843,0.91850
2021,Multi-generational household,No,0.98852,70,70,0.96339,1.01366
2021,Other Combinations,No,0.93888,244,244,0.90876,0.96900
2022,No answer / don't know,No,0.94312,406,406,0.92057,0.96568
2022,Single-person household,"Yes, Regularly",0.08806,324,5578,0.08062,0.09550
2022,Single-person household,"Yes, Occasionally",0.02977,126,5578,0.02531,0.03423
2022,Single-person household,No,0.88217,5128,5578,0.87371,0.89063
2022,Couple without children,"Yes, Regularly",0.06004,337,5719,0.05388,0.06619
2022,Couple without children,"Yes, Occasionally",0.03272,135,5719,0.02811,0.03733
2022,Couple without children,No,0.90724,5247,5719,0.89972,0.91476
2022,Single parent,"Yes, Regularly",0.03007,45,1121,0.02007,0.04007
2022,Single parent,No,0.94975,1076,1121,0.93696,0.96254
2022,Couple with children,"Yes, Regularly",0.05557,355,5157,0.04932,0.06182
2022,Couple with children,"Yes, Occasionally",0.01911,117,5157,0.01537,0.02285
2022,Couple with children,No,0.92532,4685,5157,0.91814,0.93249
2022,Multi-generational household,No,0.92820,73,73,0.86857,0.98783
2022,Other Combinations,"Yes, Regularly",0.04410,54,1114,0.03204,0.05616
2022,Other Combinations,"Yes, Occasionally",0.02360,36,1114,0.01469,0.03252
2022,Other Combinations,No,0.93229,1024,1114,0.91753,0.94705
