,Unnamed: 0,year,hhtyp,quintil_oecd_hh,pet_bird,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
118,118,2011,Couple with children,4th Quintile,Yes,0.06453,43,11691,0.04671,0.08857
119,119,2011,Couple with children,4th Quintile,No,0.93547,742,11691,0.86927,0.99558
120,120,2011,Couple with children,5th Quintile,No,1.0,703,11691,0.92268,1.09493
121,121,2016,Single-person household,1st Quintile,No,1.0,960,13974,0.95299,1.05087
122,122,2016,Single-person household,2nd Quintile,No,1.0,712,13974,0.94634,1.05791
123,123,2016,Single-person household,3rd Quintile,No,1.0,623,13974,0.94736,1.04823
124,124,2016,Single-person household,4th Quintile,No,1.0,535,13974,0.93934,1.06147
125,125,2016,Single-person household,5th Quintile,No,1.0,490,13974,0.94096,1.06244
126,126,2016,Couple without children,1st Quintile,No,1.0,410,13974,0.90461,1.08754
127,127,2016,Couple without children,2nd Quintile,No,1.0,700,13974,0.93844,1.08073
128,128,2016,Couple without children,3rd Quintile,No,1.0,755,13974,0.93544,1.0696
129,129,2016,Couple without children,4th Quintile,No,1.0,893,13974,0.93399,1.05652
130,130,2016,Couple without children,5th Quintile,No,1.0,1232,13974,0.94988,1.0695
131,131,2016,Single parent,1st Quintile,Yes,0.0549,31,13974,0.03233,0.0757
132,132,2016,Single parent,1st Quintile,No,0.9451,630,13974,0.85556,1.03232
133,133,2016,Single parent,2nd Quintile,No,1.0,390,13974,0.87238,1.1258
134,134,2016,Single parent,3rd Quintile,No,1.0,223,13974,0.87054,1.13099
135,135,2016,Single parent,4th Quintile,No,1.0,147,13974,0.82008,1.25459
136,136,2016,Single parent,5th Quintile,No,1.0,74,13974,0.80167,1.22543
137,137,2016,Couple with children,1st Quintile,Yes,0.04963,49,13974,0.03404,0.06952
138,138,2016,Couple with children,1st Quintile,No,0.95037,854,13974,0.86342,1.05115
139,139,2016,Couple with children,2nd Quintile,Yes,0.06103,56,13974,0.04176,0.0812
140,140,2016,Couple with children,2nd Quintile,No,0.93897,1104,13974,0.86575,1.0272
141,141,2016,Couple with children,3rd Quintile,Yes,0.03356,42,13974,0.01935,0.05011
142,142,2016,Couple with children,3rd Quintile,No,0.96644,998,13974,0.87813,1.04816
143,143,2016,Couple with children,4th Quintile,Yes,0.03393,31,13974,0.02348,0.04559
144,144,2016,Couple with children,4th Quintile,No,0.96607,978,13974,0.89824,1.05454
145,145,2016,Couple with children,5th Quintile,No,1.0,856,13974,0.92237,1.0889
146,146,2016,Multi-generational household,1st Quintile,No,1.0,31,13974,0.57129,1.55142
147,147,2016,Multi-generational household,2nd Quintile,No,1.0,31,13974,0.51621,1.76747
148,148,2016,Other Combinations,1st Quintile,No,1.0,59,13974,0.77309,1.24703
149,149,2016,Other Combinations,2nd Quintile,No,1.0,48,13974,0.78262,1.26761
150,150,2016,Other Combinations,3rd Quintile,No,1.0,32,13974,0.71036,1.34997
151,151,2021,Single-person household,1st Quintile,No,1.0,935,10604,0.93881,1.06699
152,152,2021,Single-person household,2nd Quintile,No,1.0,625,10604,0.92883,1.06754
153,153,2021,Single-person household,3rd Quintile,No,1.0,562,10604,0.92939,1.096
154,154,2021,Single-person household,4th Quintile,No,1.0,480,10604,0.91373,1.07707
155,155,2021,Single-person household,5th Quintile,No,1.0,533,10604,0.89162,1.09624
156,156,2021,Couple without children,1st Quintile,No,1.0,326,10604,0.87177,1.15065
157,157,2021,Couple without children,2nd Quintile,No,1.0,545,10604,0.91839,1.09861
158,158,2021,Couple without children,3rd Quintile,No,1.0,538,10604,0.89714,1.10023
159,159,2021,Couple without children,4th Quintile,No,1.0,699,10604,0.89872,1.0745
160,160,2021,Couple without children,5th Quintile,No,1.0,1213,10604,0.93033,1.07874
161,161,2021,Single parent,1st Quintile,No,1.0,280,10604,0.87912,1.1356
162,162,2021,Single parent,2nd Quintile,No,1.0,258,10604,0.83647,1.15148
163,163,2021,Single parent,3rd Quintile,No,1.0,138,10604,0.82626,1.21862
164,164,2021,Single parent,4th Quintile,No,1.0,123,10604,0.79415,1.26273
165,165,2021,Single parent,5th Quintile,No,1.0,72,10604,0.70112,1.30617
166,166,2021,Couple with children,1st Quintile,No,1.0,379,10604,0.88125,1.13168
167,167,2021,Couple with children,2nd Quintile,No,1.0,611,10604,0.899,1.0985
168,168,2021,Couple with children,3rd Quintile,No,1.0,647,10604,0.90649,1.10758
169,169,2021,Couple with children,4th Quintile,No,1.0,654,10604,0.90529,1.08703
170,170,2021,Couple with children,5th Quintile,No,1.0,737,10604,0.90911,1.10233
171,171,2021,Other Combinations,1st Quintile,No,1.0,46,10604,0.5712,1.62916
172,172,2021,Other Combinations,2nd Quintile,No,1.0,52,10604,0.6407,1.32122
173,173,2021,Other Combinations,3rd Quintile,No,1.0,49,10604,0.78095,1.23887
174,174,2021,Other Combinations,4th Quintile,No,1.0,53,10604,0.69923,1.28011
175,175,2021,Other Combinations,5th Quintile,No,1.0,49,10604,0.72824,1.35769
