"hlc0180","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"nein","2016","Alleinerziehende","1","1055","0.999249807948335","0.997599238267512","1.00090037762916"
"nein","2016","Alleinerziehende","2","1151","0.990811273806091","0.985329833033169","0.996292714579012"
"nein","2016","Alleinerziehende","3","712","0.982287072763711","0.972731495375406","0.991842650152015"
"nein","2016","Alleinerziehende","4","643","0.975119127002856","0.963280566086627","0.986957687919085"
"nein","2016","Alleinerziehende","5","286","0.936699920082987","0.909549833303587","0.963850006862387"
"nein","2016","Paar mit Kind(ern)","1","2434","0.98692890394002","0.982436975313103","0.991420832566937"
"nein","2016","Paar mit Kind(ern)","2","3483","0.977672919750334","0.972824398582448","0.98252144091822"
"nein","2016","Paar mit Kind(ern)","3","3752","0.98111396199364","0.976823072560202","0.985404851427077"
"nein","2016","Paar mit Kind(ern)","4","5065","0.97310514779379","0.968735329592274","0.977474965995307"
"nein","2016","Paar mit Kind(ern)","5","4654","0.944806045968691","0.938454118208807","0.951157973728576"
"nein","2016","Sonstige","1","387","1","1","1"
"nein","2016","Sonstige","2","213","0.997717444961102","0.991368045712865","1.00406684420934"
"nein","2016","Sonstige","3","205","1","1","1"
"nein","2016","Sonstige","4","182","0.994269327601057","0.983450452680734","1.00508820252138"
"nein","2016","Sonstige","5","113","0.869854166808946","0.809903535056501","0.92980479856139"
"ja","2017","1-Pers.- Haushalt","1","","","",""
"ja","2017","1-Pers.- Haushalt","2","","","",""
"ja","2017","1-Pers.- Haushalt","3","","","",""
"ja","2017","1-Pers.- Haushalt","4","","","",""
"ja","2017","1-Pers.- Haushalt","5","","","",""
"ja","2017","(Ehe-)Paar ohne Kind(er)","1","","","",""
"ja","2017","(Ehe-)Paar ohne Kind(er)","2","","","",""
"ja","2017","(Ehe-)Paar ohne Kind(er)","3","","","",""
"ja","2017","(Ehe-)Paar ohne Kind(er)","4","40","0.0156859952141052","0.0106791566100703","0.0206928338181402"
"ja","2017","(Ehe-)Paar ohne Kind(er)","5","136","0.0286516104548582","0.0235930621164064","0.0337101587933101"
"ja","2017","Alleinerziehende","1","","","",""
"ja","2017","Alleinerziehende","2","","","",""
"ja","2017","Alleinerziehende","3","","","",""
"ja","2017","Alleinerziehende","4","","","",""
"ja","2017","Alleinerziehende","5","","","",""
"ja","2017","Paar mit Kind(ern)","1","","","",""
"ja","2017","Paar mit Kind(ern)","2","45","0.00892460421162033","0.00562245117641226","0.0122267572468284"
"ja","2017","Paar mit Kind(ern)","3","140","0.026390769618743","0.0215778268998472","0.0312037123376388"
"ja","2017","Paar mit Kind(ern)","4","216","0.0282644320923828","0.0239495824544011","0.0325792817303644"
"ja","2017","Paar mit Kind(ern)","5","352","0.0546523163083588","0.0488898747760372","0.0604147578406805"
"ja","2017","Sonstige","1","","","",""
"ja","2017","Sonstige","2","","","",""
"ja","2017","Sonstige","3","","","",""
"ja","2017","Sonstige","4","","","",""
"ja","2017","Sonstige","5","","","",""
"nein","2017","1-Pers.- Haushalt","1","607","0.986085074323406","0.976834783794976","0.995335364851836"
"nein","2017","1-Pers.- Haushalt","2","516","0.989552444813032","0.980863201388024","0.99824168823804"
"nein","2017","1-Pers.- Haushalt","3","583","0.981706650590456","0.970929787889224","0.992483513291688"
"nein","2017","1-Pers.- Haushalt","4","1056","0.990460180277919","0.984649426772846","0.996270933782991"
"nein","2017","1-Pers.- Haushalt","5","990","0.984607509492452","0.977033931728929","0.992181087255975"
"nein","2017","(Ehe-)Paar ohne Kind(er)","1","484","0.983624693054022","0.972433044786748","0.994816341321295"
"nein","2017","(Ehe-)Paar ohne Kind(er)","2","696","0.987026600435281","0.978655725363182","0.99539747550738"
"nein","2017","(Ehe-)Paar ohne Kind(er)","3","1458","0.991672309897816","0.987026774274308","0.996317845521324"
"nein","2017","(Ehe-)Paar ohne Kind(er)","4","2326","0.984314004785895","0.97930716618186","0.98932084338993"
"nein","2017","(Ehe-)Paar ohne Kind(er)","5","4042","0.971348389545142","0.96628984120669","0.976406937883594"
"nein","2017","Alleinerziehende","1","946","0.954562911715472","0.941477144340903","0.96764867909004"
"nein","2017","Alleinerziehende","2","1050","0.989658822467167","0.983568743756439","0.995748901177895"
"nein","2017","Alleinerziehende","3","772","0.981057228558849","0.971557115365744","0.990557341751955"
"nein","2017","Alleinerziehende","4","682","0.971133955483682","0.958757290463539","0.983510620503826"
"nein","2017","Alleinerziehende","5","435","0.967228647765351","0.950815547212826","0.983641748317876"
"nein","2017","Paar mit Kind(ern)","1","2155","0.995590507139976","0.992805969096744","0.998375045183208"
"nein","2017","Paar mit Kind(ern)","2","3071","0.99107539578838","0.987773242753171","0.994377548823588"
"nein","2017","Paar mit Kind(ern)","3","4121","0.973609230381257","0.968796287662361","0.978422173100153"
"nein","2017","Paar mit Kind(ern)","4","5451","0.971735567907617","0.967420718269636","0.976050417545599"
"nein","2017","Paar mit Kind(ern)","5","5625","0.945347683691641","0.939585242159319","0.951110125223963"
"nein","2017","Sonstige","1","350","1","1","1"
"nein","2017","Sonstige","2","292","1","1","1"
"nein","2017","Sonstige","3","154","0.918245730909774","0.876312256640614","0.960179205178935"
"nein","2017","Sonstige","4","316","1","1","1"
"nein","2017","Sonstige","5","187","0.975216814225561","0.953340387685887","0.997093240765236"
"ja","2018","1-Pers.- Haushalt","1","","","",""
"ja","2018","1-Pers.- Haushalt","2","","","",""
"ja","2018","1-Pers.- Haushalt","3","","","",""
"ja","2018","1-Pers.- Haushalt","4","","","",""
"ja","2018","1-Pers.- Haushalt","5","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","1","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","2","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","3","","","",""
"ja","2018","(Ehe-)Paar ohne Kind(er)","4","30","0.0155920387686312","0.0105658745184954","0.0206182030187671"
"ja","2018","(Ehe-)Paar ohne Kind(er)","5","160","0.0316875412110993","0.0264446272196033","0.0369304552025952"
"ja","2018","Alleinerziehende","1","","","",""
"ja","2018","Alleinerziehende","2","","","",""
"ja","2018","Alleinerziehende","3","","","",""
"ja","2018","Alleinerziehende","4","","","",""
"ja","2018","Alleinerziehende","5","","","",""
"ja","2018","Paar mit Kind(ern)","1","","","",""
"ja","2018","Paar mit Kind(ern)","2","36","0.00950128082171036","0.00576952015135383","0.0132330414920669"
"ja","2018","Paar mit Kind(ern)","3","74","0.0148851870860807","0.0110685437386528","0.0187018304335086"
"ja","2018","Paar mit Kind(ern)","4","207","0.0240013320015274","0.0200463620457619","0.0279563019572929"
"ja","2018","Paar mit Kind(ern)","5","332","0.0541413960528069","0.0484068014578127","0.0598759906478011"
"ja","2018","Sonstige","1","","","",""
"ja","2018","Sonstige","2","","","",""
"ja","2018","Sonstige","3","","","",""
"ja","2018","Sonstige","4","","","",""
"ja","2018","Sonstige","5","","","",""
"nein","2018","1-Pers.- Haushalt","1","614","0.979745603729908","0.968675053375716","0.9908161540841"
"nein","2018","1-Pers.- Haushalt","2","553","0.988196476300142","0.979283227534672","0.997109725065613"
"nein","2018","1-Pers.- Haushalt","3","593","0.985406339722182","0.975842783533335","0.994969895911029"
"nein","2018","1-Pers.- Haushalt","4","1079","0.984738375015928","0.977503664555844","0.991973085476011"
"nein","2018","1-Pers.- Haushalt","5","1100","0.985557633699717","0.978595317678111","0.992519949721322"
"nein","2018","(Ehe-)Paar ohne Kind(er)","1","502","0.991894992831338","0.984143665410686","0.99964632025199"
"nein","2018","(Ehe-)Paar ohne Kind(er)","2","578","0.998641996429011","0.995644977657716","1.00163901520031"
"nein","2018","(Ehe-)Paar ohne Kind(er)","3","1347","0.991043721364336","0.986053077581569","0.996034365147102"
"nein","2018","(Ehe-)Paar ohne Kind(er)","4","2304","0.984407961231369","0.979381796981233","0.989434125481505"
"nein","2018","(Ehe-)Paar ohne Kind(er)","5","4128","0.968312458788901","0.963069544797405","0.973555372780397"
"nein","2018","Alleinerziehende","1","851","0.966367808923812","0.954325900409261","0.978409717438363"
"nein","2018","Alleinerziehende","2","987","0.986465864861974","0.979322195501973","0.993609534221974"
"nein","2018","Alleinerziehende","3","750","0.984479637018769","0.975743101900963","0.993216172136575"
"nein","2018","Alleinerziehende","4","822","0.978818236790573","0.96910399412252","0.988532479458625"
"nein","2018","Alleinerziehende","5","410","0.969665532887869","0.953436276945303","0.985894788830436"
"nein","2018","Paar mit Kind(ern)","1","1831","0.993914536184226","0.990367741844847","0.997461330523605"
"nein","2018","Paar mit Kind(ern)","2","2560","0.99049871917829","0.986766958507933","0.994230479848646"
"nein","2018","Paar mit Kind(ern)","3","3793","0.985114812913919","0.981298169566491","0.988931456261347"
"nein","2018","Paar mit Kind(ern)","4","5546","0.975998667998473","0.972043698042707","0.979953637954238"
"nein","2018","Paar mit Kind(ern)","5","5650","0.945858603947193","0.940124009352199","0.951593198542187"
"nein","2018","Sonstige","1","314","1","1","1"
"nein","2018","Sonstige","2","222","1","1","1"
"nein","2018","Sonstige","3","228","1","1","1"
"nein","2018","Sonstige","4","250","0.991305015188512","0.980084616666471","1.00252541371055"
"nein","2018","Sonstige","5","214","0.985752407861969","0.970020749566408","1.00148406615753"
"ja","2019","1-Pers.- Haushalt","1","","","",""
"ja","2019","1-Pers.- Haushalt","2","","","",""
"ja","2019","1-Pers.- Haushalt","3","","","",""
"ja","2019","1-Pers.- Haushalt","4","","","",""
"ja","2019","1-Pers.- Haushalt","5","34","0.016564780070466","0.00987903536459125","0.0232505247763407"
"ja","2019","(Ehe-)Paar ohne Kind(er)","1","","","",""
"ja","2019","(Ehe-)Paar ohne Kind(er)","2","","","",""
"ja","2019","(Ehe-)Paar ohne Kind(er)","3","","","",""
"ja","2019","(Ehe-)Paar ohne Kind(er)","4","32","0.0102203510642913","0.0061504274900814","0.0142902746385012"
"ja","2019","(Ehe-)Paar ohne Kind(er)","5","162","0.025630511154899","0.021507684641413","0.0297533376683851"
"ja","2019","Alleinerziehende","1","","","",""
"ja","2019","Alleinerziehende","2","","","",""
"ja","2019","Alleinerziehende","3","","","",""
"ja","2019","Alleinerziehende","4","","","",""
"ja","2019","Alleinerziehende","5","47","0.0478701503783881","0.0311461021753089","0.0645941985814673"
"ja","2019","Paar mit Kind(ern)","1","","","",""
"ja","2019","Paar mit Kind(ern)","2","54","0.0155204807583157","0.0101916272638544","0.020849334252777"
"ja","2019","Paar mit Kind(ern)","3","96","0.0264856834175294","0.020904692777124","0.0320666740579349"
"ja","2019","Paar mit Kind(ern)","4","234","0.0325712516253955","0.0278854832923484","0.0372570199584427"
"ja","2019","Paar mit Kind(ern)","5","483","0.0610698766873561","0.055867928210228","0.0662718251644842"
"ja","2019","Sonstige","1","","","",""
"ja","2019","Sonstige","2","","","",""
"ja","2019","Sonstige","3","","","",""
"ja","2019","Sonstige","4","","","",""
"ja","2019","Sonstige","5","","","",""
"nein","2019","1-Pers.- Haushalt","1","577","0.985497694913941","0.975859389684885","0.995136000142997"
"nein","2019","1-Pers.- Haushalt","2","506","0.977529378949026","0.964790862083135","0.990267895814916"
"nein","2019","1-Pers.- Haushalt","3","555","0.982825148545568","0.972177965959914","0.993472331131222"
"nein","2019","1-Pers.- Haushalt","4","1072","0.9854118322971","0.978313569502284","0.992510095091915"
"nein","2019","1-Pers.- Haushalt","5","1366","0.983435219929534","0.976749475223659","0.990120964635409"
"nein","2019","(Ehe-)Paar ohne Kind(er)","1","387","0.975446963246302","0.960223716906396","0.990670209586208"
"nein","2019","(Ehe-)Paar ohne Kind(er)","2","618","0.996427277257194","0.991745850237705","1.00110870427668"
"nein","2019","(Ehe-)Paar ohne Kind(er)","3","1160","0.983033750136748","0.975658910360739","0.990408589912756"
"nein","2019","(Ehe-)Paar ohne Kind(er)","4","2314","0.989779648935709","0.985709725361499","0.993849572509919"
"nein","2019","(Ehe-)Paar ohne Kind(er)","5","5482","0.974369488845101","0.970246662331615","0.978492315358587"
"nein","2019","Alleinerziehende","1","652","0.978224916415202","0.967222856170805","0.9892269766596"
"nein","2019","Alleinerziehende","2","850","0.981162555834135","0.97211836535555","0.990206746312719"
"nein","2019","Alleinerziehende","3","687","0.993668118587554","0.987796252450739","0.99953998472437"
"nein","2019","Alleinerziehende","4","786","0.979987646407891","0.970313569509875","0.989661723305906"
"nein","2019","Alleinerziehende","5","579","0.952129849621612","0.935405801418533","0.968853897824691"
"nein","2019","Paar mit Kind(ern)","1","1405","0.99833657727257","0.996210277997008","1.00046287654813"
"nein","2019","Paar mit Kind(ern)","2","2013","0.984479519241684","0.979150665747223","0.989808372736146"
"nein","2019","Paar mit Kind(ern)","3","3084","0.973514316582471","0.967933325942065","0.979095307222876"
"nein","2019","Paar mit Kind(ern)","4","5279","0.967428748374604","0.962742980041557","0.972114516707651"
"nein","2019","Paar mit Kind(ern)","5","7657","0.938930123312644","0.933728174835516","0.944132071789772"
"nein","2019","Sonstige","1","187","0.994423111234931","0.983889456666775","1.00495676580309"
"nein","2019","Sonstige","2","180","1","1","1"
"nein","2019","Sonstige","3","154","0.974672630998907","0.950173878399103","0.99917138359871"
"nein","2019","Sonstige","4","289","0.981652504324441","0.966566348623833","0.99673866002505"
"nein","2019","Sonstige","5","274","0.999661475875736","0.997495121522892","1.00182783022858"
"ja","2020","1-Pers.- Haushalt","1","","","",""
"ja","2020","1-Pers.- Haushalt","2","","","",""
"ja","2020","1-Pers.- Haushalt","3","","","",""
"ja","2020","1-Pers.- Haushalt","4","","","",""
"ja","2020","1-Pers.- Haushalt","5","39","0.0213490709528","0.0143597866605312","0.0283383552450689"
"ja","2020","(Ehe-)Paar ohne Kind(er)","1","","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","2","","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","3","","","",""
"ja","2020","(Ehe-)Paar ohne Kind(er)","4","40","0.00928457478572169","0.00549460271723213","0.0130745468542112"
"ja","2020","(Ehe-)Paar ohne Kind(er)","5","186","0.0295231567572551","0.025048098290469","0.0339982152240412"
"ja","2020","Alleinerziehende","1","","","",""
"ja","2020","Alleinerziehende","2","","","",""
"ja","2020","Alleinerziehende","3","","","",""
"ja","2020","Alleinerziehende","4","","","",""
"ja","2020","Alleinerziehende","5","34","0.0311603955409132","0.01788453850446","0.0444362525773664"
"ja","2020","Paar mit Kind(ern)","1","","","",""
"ja","2020","Paar mit Kind(ern)","2","52","0.0281012710842584","0.0210977540702584","0.0351047880982584"
"ja","2020","Paar mit Kind(ern)","3","60","0.0306315779118615","0.0241794654566742","0.0370836903670487"
"ja","2020","Paar mit Kind(ern)","4","238","0.0430809313336823","0.0376208488436669","0.0485410138236976"
"ja","2020","Paar mit Kind(ern)","5","448","0.0551213297549458","0.0499871027257108","0.0602555567841808"
"ja","2020","Sonstige","1","","","",""
"ja","2020","Sonstige","2","","","",""
"ja","2020","Sonstige","3","","","",""
"ja","2020","Sonstige","4","","","",""
"ja","2020","Sonstige","5","","","",""
"nein","2020","1-Pers.- Haushalt","1","590","0.987713264219183","0.978913246472568","0.996513281965798"
"nein","2020","1-Pers.- Haushalt","2","582","0.985906483761665","0.976411050643597","0.995401916879734"
"nein","2020","1-Pers.- Haushalt","3","622","0.977151399539221","0.965511292688467","0.988791506389975"
"nein","2020","1-Pers.- Haushalt","4","1182","0.981960617360263","0.974455240666056","0.989465994054471"
"nein","2020","1-Pers.- Haushalt","5","1604","0.9786509290472","0.971661644754931","0.985640213339469"
"nein","2020","(Ehe-)Paar ohne Kind(er)","1","412","0.98331609143306","0.971007824697909","0.99562435816821"
"nein","2020","(Ehe-)Paar ohne Kind(er)","2","582","0.992595249573027","0.985677522970833","0.999512976175221"
"nein","2020","(Ehe-)Paar ohne Kind(er)","3","1079","0.987988511660156","0.981565461533443","0.994411561786869"
"nein","2020","(Ehe-)Paar ohne Kind(er)","4","2420","0.990715425214278","0.986925453145789","0.994505397282768"
"nein","2020","(Ehe-)Paar ohne Kind(er)","5","5310","0.970476843242745","0.966001784775959","0.974951901709531"
"nein","2020","Alleinerziehende","1","505","0.990549976415776","0.982210141353379","0.998889811478173"
"nein","2020","Alleinerziehende","2","670","0.995795520961395","0.99092141533229","1.0006696265905"
"nein","2020","Alleinerziehende","3","698","0.962745904369672","0.948835141527313","0.976656667212031"
"nein","2020","Alleinerziehende","4","840","0.978744879730863","0.969133038860823","0.988356720600902"
"nein","2020","Alleinerziehende","5","624","0.968839604459087","0.955563747422634","0.98211546149554"
"nein","2020","Paar mit Kind(ern)","1","1334","0.994555589995098","0.990618622980111","0.998492557010086"
"nein","2020","Paar mit Kind(ern)","2","2087","0.971898728915742","0.964895211901742","0.978902245929742"
"nein","2020","Paar mit Kind(ern)","3","2680","0.969368422088139","0.962916309632951","0.975820534543326"
"nein","2020","Paar mit Kind(ern)","4","5074","0.956919068666318","0.951458986176302","0.962379151156333"
"nein","2020","Paar mit Kind(ern)","5","7142","0.944878670245054","0.939744443215819","0.950012897274289"
"nein","2020","Sonstige","1","340","1","1","1"
"nein","2020","Sonstige","2","179","1","1","1"
"nein","2020","Sonstige","3","255","0.982046990462957","0.965813336111812","0.998280644814102"
"nein","2020","Sonstige","4","331","0.982609038770751","0.968913906230221","0.99630417131128"
"nein","2020","Sonstige","5","286","0.968749135687125","0.948994153627315","0.988504117746935"
