year,hhtyp,rentown,hlc0180,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Couple without children,Owner,No,0.99057,2596,2637,0.98688,0.99426
2020,Couple without children,Tenant,Yes,0.03569,90,2383,0.02824,0.04315
2020,Couple without children,Tenant,No,0.96431,2293,2383,0.95685,0.97176
2020,Single parent,Owner,No,0.97070,352,352,0.95306,0.98834
2020,Single parent,Tenant,No,0.98243,948,948,0.97406,0.99079
2020,Couple with children,Owner,Yes,0.04638,135,2691,0.03843,0.05433
2020,Couple with children,Owner,No,0.95362,2556,2691,0.94567,0.96157
2020,Couple with children,Tenant,Yes,0.03646,70,2206,0.02864,0.04428
2020,Couple with children,Tenant,No,0.96354,2136,2206,0.95572,0.97136
2020,Multi-generational household,Owner,No,0.98108,51,51,0.94332,1.01884
2020,Other Combinations,Owner,No,0.98355,91,91,0.95727,1.00983
2020,Other Combinations,Tenant,No,0.96998,201,201,0.94633,0.99363
2021,Single-person household,Owner,No,0.99334,845,845,0.98785,0.99883
2021,Single-person household,Tenant,Yes,0.02735,75,2330,0.02073,0.03398
2021,Single-person household,Tenant,No,0.97265,2255,2330,0.96602,0.97927
2021,Couple without children,Owner,Yes,0.01389,42,1919,0.00865,0.01912
2021,Couple without children,Owner,No,0.98611,1877,1919,0.98088,0.99135
2021,Couple without children,Tenant,Yes,0.03164,56,1497,0.02277,0.04052
2021,Couple without children,Tenant,No,0.96836,1441,1497,0.95948,0.97723
2021,Single parent,Owner,No,0.96766,237,237,0.94509,0.99023
2021,Single parent,Tenant,No,0.98455,631,631,0.97491,0.99418
2021,Couple with children,Owner,Yes,0.04388,104,1883,0.03463,0.05314
2021,Couple with children,Owner,No,0.95612,1779,1883,0.94686,0.96537
2021,Couple with children,Tenant,Yes,0.04393,46,1287,0.03273,0.05513
2021,Couple with children,Tenant,No,0.95607,1241,1287,0.94487,0.96727
2021,Multi-generational household,Owner,No,0.98652,40,40,0.95032,1.02271
2021,Multi-generational household,Tenant,No,0.99657,33,33,0.97631,1.01683
2021,Other Combinations,Owner,No,0.91474,104,104,0.86081,0.96868
2021,Other Combinations,Tenant,No,0.98091,153,153,0.95915,1.00266
2022,No answer / don't know,Owner,No,0.98224,138,138,0.96012,1.00436
2022,No answer / don't know,Tenant,No,0.98759,272,272,0.97441,1.00077
2022,Single-person household,Owner,Yes,0.01758,35,1214,0.01018,0.02497
2022,Single-person household,Owner,No,0.98242,1179,1214,0.97503,0.98982
2022,Single-person household,Tenant,Yes,0.02687,120,4343,0.02206,0.03168
2022,Single-person household,Tenant,No,0.97313,4223,4343,0.96832,0.97794
2022,Couple without children,Owner,Yes,0.01564,58,2772,0.01102,0.02026
2022,Couple without children,Owner,No,0.98436,2714,2772,0.97974,0.98898
2022,Couple without children,Tenant,Yes,0.02648,108,2934,0.02067,0.03230
2022,Couple without children,Tenant,No,0.97352,2826,2934,0.96770,0.97933
2022,Single parent,Owner,No,0.96958,299,299,0.95008,0.98908
2022,Single parent,Tenant,No,0.98194,806,806,0.97274,0.99114
2022,Couple with children,Owner,Yes,0.04622,144,2912,0.03859,0.05385
2022,Couple with children,Owner,No,0.95378,2768,2912,0.94615,0.96141
2022,Couple with children,Tenant,Yes,0.03695,70,2220,0.02910,0.04480
2022,Couple with children,Tenant,No,0.96305,2150,2220,0.95520,0.97090
2022,Other Combinations,Owner,No,0.96198,390,390,0.94298,0.98099
2022,Other Combinations,Tenant,No,0.97067,675,675,0.95793,0.98341
