year,hhtyp,quintil_oecd_hh,hlc0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2019,Single-person household,1st Quintile,Yes,0.01741,34,15858,0.01729,0.01752
2019,Single-person household,1st Quintile,No,0.98259,1164,15858,0.98248,0.98271
2019,Single-person household,2nd Quintile,No,1.00000,811,15858,1.00000,1.00000
2019,Single-person household,3rd Quintile,No,1.00000,696,15858,1.00000,1.00000
2019,Single-person household,4th Quintile,No,1.00000,626,15858,1.00000,1.00000
2019,Single-person household,5th Quintile,No,1.00000,732,15858,1.00000,1.00000
2019,Couple without children,1st Quintile,No,1.00000,465,15858,1.00000,1.00000
2019,Couple without children,2nd Quintile,No,1.00000,751,15858,1.00000,1.00000
2019,Couple without children,3rd Quintile,No,1.00000,837,15858,1.00000,1.00000
2019,Couple without children,4th Quintile,No,1.00000,989,15858,1.00000,1.00000
2019,Couple without children,5th Quintile,Yes,0.02460,55,15858,0.02444,0.02476
2019,Couple without children,5th Quintile,No,0.97540,1935,15858,0.97524,0.97556
2019,Single parent,1st Quintile,No,1.00000,505,15858,1.00000,1.00000
2019,Single parent,2nd Quintile,No,1.00000,365,15858,1.00000,1.00000
2019,Single parent,3rd Quintile,No,1.00000,218,15858,1.00000,1.00000
2019,Single parent,4th Quintile,No,1.00000,166,15858,1.00000,1.00000
2019,Single parent,5th Quintile,No,1.00000,119,15858,1.00000,1.00000
2019,Couple with children,1st Quintile,No,1.00000,645,15858,1.00000,1.00000
2019,Couple with children,2nd Quintile,Yes,0.02929,38,15858,0.02904,0.02954
2019,Couple with children,2nd Quintile,No,0.97071,927,15858,0.97046,0.97096
2019,Couple with children,3rd Quintile,Yes,0.03649,47,15858,0.03623,0.03676
2019,Couple with children,3rd Quintile,No,0.96351,1007,15858,0.96324,0.96377
2019,Couple with children,4th Quintile,Yes,0.05299,56,15858,0.05269,0.05329
2019,Couple with children,4th Quintile,No,0.94701,1014,15858,0.94671,0.94731
2019,Couple with children,5th Quintile,Yes,0.04507,66,15858,0.04476,0.04537
2019,Couple with children,5th Quintile,No,0.95493,1339,15858,0.95463,0.95524
2019,Multi-generational household,1st Quintile,No,1.00000,34,15858,1.00000,1.00000
2019,Other Combinations,1st Quintile,No,1.00000,42,15858,1.00000,1.00000
2019,Other Combinations,2nd Quintile,No,1.00000,41,15858,1.00000,1.00000
2019,Other Combinations,3rd Quintile,No,1.00000,47,15858,1.00000,1.00000
2019,Other Combinations,4th Quintile,No,1.00000,51,15858,1.00000,1.00000
2019,Other Combinations,5th Quintile,No,1.00000,36,15858,1.00000,1.00000
2020,Single-person household,1st Quintile,Yes,0.02501,38,15962,0.02487,0.02515
2020,Single-person household,1st Quintile,No,0.97499,1454,15962,0.97485,0.97513
2020,Single-person household,2nd Quintile,No,1.00000,954,15962,1.00000,1.00000
2020,Single-person household,3rd Quintile,No,1.00000,735,15962,1.00000,1.00000
2020,Single-person household,4th Quintile,No,1.00000,650,15962,1.00000,1.00000
2020,Single-person household,5th Quintile,No,1.00000,688,15962,1.00000,1.00000
2020,Couple without children,1st Quintile,No,1.00000,510,15962,1.00000,1.00000
2020,Couple without children,2nd Quintile,No,1.00000,860,15962,1.00000,1.00000
2020,Couple without children,3rd Quintile,No,1.00000,882,15962,1.00000,1.00000
2020,Couple without children,4th Quintile,No,1.00000,966,15962,1.00000,1.00000
2020,Couple without children,5th Quintile,Yes,0.03379,63,15962,0.03361,0.03398
2020,Couple without children,5th Quintile,No,0.96621,1670,15962,0.96602,0.96639
2020,Single parent,1st Quintile,No,1.00000,469,15962,1.00000,1.00000
2020,Single parent,2nd Quintile,No,1.00000,361,15962,1.00000,1.00000
2020,Single parent,3rd Quintile,No,1.00000,217,15962,1.00000,1.00000
2020,Single parent,4th Quintile,No,1.00000,144,15962,1.00000,1.00000
2020,Single parent,5th Quintile,No,1.00000,109,15962,1.00000,1.00000
2020,Couple with children,1st Quintile,No,1.00000,816,15962,1.00000,1.00000
2020,Couple with children,2nd Quintile,No,1.00000,962,15962,1.00000,1.00000
2020,Couple with children,3rd Quintile,Yes,0.04274,48,15962,0.04247,0.04302
2020,Couple with children,3rd Quintile,No,0.95726,937,15962,0.95698,0.95753
2020,Couple with children,4th Quintile,Yes,0.06265,56,15962,0.06233,0.06297
2020,Couple with children,4th Quintile,No,0.93735,911,15962,0.93703,0.93767
2020,Couple with children,5th Quintile,Yes,0.04744,61,15962,0.04713,0.04776
2020,Couple with children,5th Quintile,No,0.95256,1065,15962,0.95224,0.95287
2020,Multi-generational household,1st Quintile,No,1.00000,44,15962,1.00000,1.00000
2020,Other Combinations,1st Quintile,No,1.00000,82,15962,1.00000,1.00000
2020,Other Combinations,2nd Quintile,No,1.00000,69,15962,1.00000,1.00000
2020,Other Combinations,3rd Quintile,No,1.00000,60,15962,1.00000,1.00000
2020,Other Combinations,4th Quintile,No,1.00000,47,15962,1.00000,1.00000
2020,Other Combinations,5th Quintile,No,1.00000,34,15962,1.00000,1.00000
2021,Single-person household,1st Quintile,Yes,0.03581,36,10706,0.03565,0.03597
2021,Single-person household,1st Quintile,No,0.96419,919,10706,0.96403,0.96435
2021,Single-person household,2nd Quintile,No,1.00000,621,10706,1.00000,1.00000
2021,Single-person household,3rd Quintile,No,1.00000,550,10706,1.00000,1.00000
2021,Single-person household,4th Quintile,No,1.00000,475,10706,1.00000,1.00000
2021,Single-person household,5th Quintile,No,1.00000,526,10706,1.00000,1.00000
2021,Couple without children,1st Quintile,No,1.00000,331,10706,1.00000,1.00000
2021,Couple without children,2nd Quintile,No,1.00000,557,10706,1.00000,1.00000
2021,Couple without children,3rd Quintile,No,1.00000,543,10706,1.00000,1.00000
2021,Couple without children,4th Quintile,No,1.00000,695,10706,1.00000,1.00000
2021,Couple without children,5th Quintile,Yes,0.03002,52,10706,0.02984,0.03019
2021,Couple without children,5th Quintile,No,0.96998,1177,10706,0.96981,0.97016
2021,Single parent,1st Quintile,No,1.00000,286,10706,1.00000,1.00000
2021,Single parent,2nd Quintile,No,1.00000,255,10706,1.00000,1.00000
2021,Single parent,3rd Quintile,No,1.00000,136,10706,1.00000,1.00000
2021,Single parent,4th Quintile,No,1.00000,120,10706,1.00000,1.00000
2021,Single parent,5th Quintile,No,1.00000,69,10706,1.00000,1.00000
2021,Couple with children,1st Quintile,No,1.00000,391,10706,1.00000,1.00000
2021,Couple with children,2nd Quintile,No,1.00000,615,10706,1.00000,1.00000
2021,Couple with children,3rd Quintile,Yes,0.05428,34,10706,0.05397,0.05459
2021,Couple with children,3rd Quintile,No,0.94572,643,10706,0.94541,0.94603
2021,Couple with children,4th Quintile,Yes,0.04731,44,10706,0.04701,0.04760
2021,Couple with children,4th Quintile,No,0.95269,634,10706,0.95240,0.95299
2021,Couple with children,5th Quintile,Yes,0.05454,39,10706,0.05420,0.05487
2021,Couple with children,5th Quintile,No,0.94546,714,10706,0.94513,0.94580
2021,Other Combinations,1st Quintile,No,1.00000,46,10706,1.00000,1.00000
2021,Other Combinations,2nd Quintile,No,1.00000,50,10706,1.00000,1.00000
2021,Other Combinations,3rd Quintile,No,1.00000,49,10706,1.00000,1.00000
2021,Other Combinations,4th Quintile,No,1.00000,49,10706,1.00000,1.00000
2021,Other Combinations,5th Quintile,No,1.00000,50,10706,1.00000,1.00000
