year,hhtyp,sampreg,hlc0178,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Other Combinations,West,No,0.91316,212,212,0.87517,0.95116
2021,Other Combinations,East,No,0.95745,42,42,0.89567,1.01923
2022,Single-person household,West,Yes,0.02071,92,4286,0.01644,0.02497
2022,Single-person household,West,No,0.96601,4194,4286,0.96059,0.97144
2022,Single-person household,East,No,0.97461,1257,1257,0.96591,0.98331
2022,Couple without children,West,Yes,0.03389,147,4451,0.02858,0.03921
2022,Couple without children,West,No,0.95710,4304,4451,0.95115,0.96306
2022,Couple without children,East,Yes,0.03191,38,1255,0.02219,0.04164
2022,Couple without children,East,No,0.96226,1217,1255,0.95171,0.97280
2022,Single parent,West,Yes,0.03153,31,836,0.01968,0.04338
2022,Single parent,West,No,0.95407,805,836,0.93987,0.96827
2022,Single parent,East,No,0.98463,300,300,0.97069,0.99858
2022,Couple with children,West,Yes,0.03992,154,4122,0.03394,0.04589
2022,Couple with children,West,No,0.93660,3968,4122,0.92916,0.94404
2022,Couple with children,East,No,0.94987,989,989,0.93626,0.96347
2022,Multi-generational household,West,No,0.96966,62,62,0.92661,1.01270
2022,Other Combinations,West,Yes,0.03810,36,887,0.02549,0.05070
2022,Other Combinations,West,No,0.94377,851,887,0.92860,0.95894
2022,Other Combinations,East,No,0.95561,211,211,0.92775,0.98346
