,Unnamed: 0,year,bula_h,hhtyp,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
63,63,1993,Schleswig-Holstein,Couple without children,Yes,1.0,33,5303,0.84134,1.17956
64,64,1993,Schleswig-Holstein,Couple with children,Yes,1.0,36,5303,0.87102,1.12787
65,65,1993,Lower Saxony,Single-person household,Yes,0.56884,61,5303,0.52013,0.62807
66,66,1993,Lower Saxony,Single-person household,No,0.43116,51,5303,0.36938,0.49342
67,67,1993,Lower Saxony,Couple without children,Yes,0.77761,107,5303,0.71437,0.83371
68,68,1993,Lower Saxony,Couple without children,No,0.22239,37,5303,0.18237,0.26069
69,69,1993,Lower Saxony,Couple with children,Yes,0.59867,99,5303,0.5318,0.66901
70,70,1993,Lower Saxony,Couple with children,No,0.40133,80,5303,0.33917,0.47287
71,71,1993,North Rhine-Westphalia,Single-person household,Yes,0.62535,168,5303,0.59104,0.66168
72,72,1993,North Rhine-Westphalia,Single-person household,No,0.37465,105,5303,0.33605,0.39926
73,73,1993,North Rhine-Westphalia,Couple without children,Yes,0.732,236,5303,0.67889,0.7918
74,74,1993,North Rhine-Westphalia,Couple without children,No,0.268,85,5303,0.2294,0.3109
75,75,1993,North Rhine-Westphalia,Single parent,No,1.0,41,5303,0.76162,1.22716
76,76,1993,North Rhine-Westphalia,Couple with children,Yes,0.67375,316,5303,0.63145,0.71518
77,77,1993,North Rhine-Westphalia,Couple with children,No,0.32625,209,5303,0.28748,0.35736
78,78,1993,Hesse,Single-person household,Yes,0.71124,54,5303,0.63167,0.81179
79,79,1993,Hesse,Single-person household,No,0.28876,33,5303,0.2117,0.35486
80,80,1993,Hesse,Couple without children,Yes,0.72019,100,5303,0.63732,0.81797
81,81,1993,Hesse,Couple without children,No,0.27981,43,5303,0.22422,0.32774
82,82,1993,Hesse,Couple with children,Yes,0.71218,114,5303,0.63209,0.81044
83,83,1993,Hesse,Couple with children,No,0.28782,69,5303,0.2294,0.34841
84,84,1993,"Rhineland-Palatinate, Saarland",Single-person household,Yes,1.0,38,5303,0.90565,1.10325
85,85,1993,"Rhineland-Palatinate, Saarland",Couple without children,Yes,1.0,57,5303,0.89392,1.11092
86,86,1993,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.59688,79,5303,0.52364,0.68528
87,87,1993,"Rhineland-Palatinate, Saarland",Couple with children,No,0.40312,50,5303,0.33461,0.47727
88,88,1993,Baden-Wuerttemberg,Single-person household,Yes,0.72636,106,5303,0.65695,0.80748
89,89,1993,Baden-Wuerttemberg,Single-person household,No,0.27364,51,5303,0.21692,0.33065
90,90,1993,Baden-Wuerttemberg,Couple without children,Yes,0.73945,144,5303,0.66567,0.81469
91,91,1993,Baden-Wuerttemberg,Couple without children,No,0.26055,51,5303,0.21355,0.30899
92,92,1993,Baden-Wuerttemberg,Couple with children,Yes,0.7129,250,5303,0.6487,0.77668
93,93,1993,Baden-Wuerttemberg,Couple with children,No,0.2871,130,5303,0.23441,0.34568
94,94,1993,Bavaria,Single-person household,Yes,0.53842,106,5303,0.49618,0.58273
95,95,1993,Bavaria,Single-person household,No,0.46158,86,5303,0.41059,0.50318
96,96,1993,Bavaria,Couple without children,Yes,0.7715,156,5303,0.71243,0.84199
97,97,1993,Bavaria,Couple without children,No,0.2285,48,5303,0.19472,0.26478
98,98,1993,Bavaria,Couple with children,Yes,0.75466,231,5303,0.70353,0.81161
99,99,1993,Bavaria,Couple with children,No,0.24534,98,5303,0.20841,0.2757
100,100,1993,Berlin,Single-person household,Yes,0.61259,54,5303,0.54061,0.70234
101,101,1993,Berlin,Single-person household,No,0.38741,35,5303,0.31635,0.46043
102,102,1993,Berlin,Couple without children,Yes,1.0,55,5303,0.86946,1.11483
103,103,1993,Berlin,Couple with children,Yes,0.66522,83,5303,0.59123,0.74342
104,104,1993,Berlin,Couple with children,No,0.33478,36,5303,0.24602,0.42364
105,105,1993,Brandenburg,Single-person household,Yes,1.0,32,5303,0.88994,1.09408
106,106,1993,Brandenburg,Couple without children,Yes,1.0,65,5303,0.91085,1.10797
107,107,1993,Brandenburg,Couple with children,Yes,0.766,107,5303,0.70654,0.82917
108,108,1993,Brandenburg,Couple with children,No,0.234,34,5303,0.2089,0.26179
109,109,1993,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,34,5303,0.89039,1.11153
110,110,1993,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,78,5303,0.88815,1.12175
111,111,1993,Saxony,Single-person household,Yes,0.55244,45,5303,0.49528,0.60864
112,112,1993,Saxony,Single-person household,No,0.44756,34,5303,0.40395,0.50008
113,113,1993,Saxony,Couple without children,Yes,0.76825,120,5303,0.7094,0.82481
114,114,1993,Saxony,Couple without children,No,0.23175,33,5303,0.20494,0.2617
115,115,1993,Saxony,Couple with children,Yes,0.72582,193,5303,0.69398,0.76373
116,116,1993,Saxony,Couple with children,No,0.27418,63,5303,0.24386,0.30404
117,117,1993,Saxony-Anhalt,Couple without children,Yes,1.0,64,5303,0.92029,1.10424
118,118,1993,Saxony-Anhalt,Couple with children,Yes,0.72617,124,5303,0.65919,0.78666
119,119,1993,Saxony-Anhalt,Couple with children,No,0.27383,46,5303,0.23822,0.30992
120,120,1993,Thuringa,Couple without children,Yes,1.0,48,5303,0.8867,1.15824
121,121,1993,Thuringa,Couple with children,Yes,0.69079,115,5303,0.64386,0.74779
122,122,1993,Thuringa,Couple with children,No,0.30921,47,5303,0.2702,0.36644
123,123,1994,Schleswig-Holstein,Couple without children,Yes,1.0,33,5333,0.85153,1.14815
124,124,1994,Schleswig-Holstein,Couple with children,Yes,1.0,35,5333,0.83755,1.17526
125,125,1994,Lower Saxony,Single-person household,Yes,0.47467,56,5333,0.41821,0.5315
126,126,1994,Lower Saxony,Single-person household,No,0.52533,57,5333,0.45462,0.58695
127,127,1994,Lower Saxony,Couple without children,Yes,0.79279,116,5333,0.72689,0.86799
128,128,1994,Lower Saxony,Couple without children,No,0.20721,36,5333,0.16722,0.25236
129,129,1994,Lower Saxony,Couple with children,Yes,0.64955,107,5333,0.58146,0.71657
130,130,1994,Lower Saxony,Couple with children,No,0.35045,64,5333,0.27912,0.42894
131,131,1994,North Rhine-Westphalia,Single-person household,Yes,0.62982,161,5333,0.58563,0.67181
132,132,1994,North Rhine-Westphalia,Single-person household,No,0.37018,105,5333,0.33146,0.39871
133,133,1994,North Rhine-Westphalia,Couple without children,Yes,0.77076,228,5333,0.71528,0.83483
134,134,1994,North Rhine-Westphalia,Couple without children,No,0.22924,93,5333,0.19806,0.26822
135,135,1994,North Rhine-Westphalia,Single parent,No,1.0,38,5333,0.74679,1.26229
136,136,1994,North Rhine-Westphalia,Couple with children,Yes,0.67512,310,5333,0.62559,0.72766
137,137,1994,North Rhine-Westphalia,Couple with children,No,0.32488,198,5333,0.2883,0.36342
138,138,1994,Hesse,Single-person household,Yes,0.65845,58,5333,0.56937,0.75146
139,139,1994,Hesse,Single-person household,No,0.34155,44,5333,0.27704,0.41308
140,140,1994,Hesse,Couple without children,Yes,0.72694,102,5333,0.62876,0.80782
141,141,1994,Hesse,Couple without children,No,0.27306,37,5333,0.20967,0.333
142,142,1994,Hesse,Couple with children,Yes,0.75237,119,5333,0.66955,0.82587
143,143,1994,Hesse,Couple with children,No,0.24763,55,5333,0.1862,0.3109
144,144,1994,"Rhineland-Palatinate, Saarland",Single-person household,Yes,1.0,41,5333,0.90812,1.10703
145,145,1994,"Rhineland-Palatinate, Saarland",Couple without children,Yes,1.0,67,5333,0.87306,1.12883
146,146,1994,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.6167,78,5333,0.53713,0.68843
147,147,1994,"Rhineland-Palatinate, Saarland",Couple with children,No,0.3833,52,5333,0.33023,0.44472
148,148,1994,Baden-Wuerttemberg,Single-person household,Yes,0.62907,91,5333,0.56756,0.6963
149,149,1994,Baden-Wuerttemberg,Single-person household,No,0.37093,57,5333,0.31056,0.43797
150,150,1994,Baden-Wuerttemberg,Couple without children,Yes,0.77158,156,5333,0.71061,0.84566
151,151,1994,Baden-Wuerttemberg,Couple without children,No,0.22842,46,5333,0.17493,0.27437
152,152,1994,Baden-Wuerttemberg,Couple with children,Yes,0.64681,226,5333,0.59058,0.71623
153,153,1994,Baden-Wuerttemberg,Couple with children,No,0.35319,149,5333,0.28285,0.41252
154,154,1994,Bavaria,Single-person household,Yes,0.55843,109,5333,0.50724,0.60142
155,155,1994,Bavaria,Single-person household,No,0.44157,86,5333,0.39259,0.48446
156,156,1994,Bavaria,Couple without children,Yes,0.74812,167,5333,0.67151,0.8109
157,157,1994,Bavaria,Couple without children,No,0.25188,59,5333,0.20873,0.29642
158,158,1994,Bavaria,Couple with children,Yes,0.72419,226,5333,0.67212,0.78266
159,159,1994,Bavaria,Couple with children,No,0.27581,99,5333,0.23864,0.31781
160,160,1994,Berlin,Single-person household,Yes,0.50105,44,5333,0.44498,0.56373
161,161,1994,Berlin,Single-person household,No,0.49895,46,5333,0.41794,0.58393
162,162,1994,Berlin,Couple without children,Yes,1.0,48,5333,0.8806,1.1273
163,163,1994,Berlin,Couple with children,Yes,0.7564,85,5333,0.66719,0.86363
164,164,1994,Berlin,Couple with children,No,0.2436,31,5333,0.18435,0.31449
165,165,1994,Brandenburg,Single-person household,Yes,1.0,38,5333,0.88527,1.11969
166,166,1994,Brandenburg,Couple without children,Yes,1.0,67,5333,0.91246,1.09793
167,167,1994,Brandenburg,Couple with children,Yes,0.72511,92,5333,0.65083,0.79437
168,168,1994,Brandenburg,Couple with children,No,0.27489,36,5333,0.23105,0.33615
169,169,1994,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,38,5333,0.896,1.08772
170,170,1994,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,72,5333,0.90442,1.10611
171,171,1994,Saxony,Single-person household,Yes,0.63456,55,5333,0.55258,0.7212
172,172,1994,Saxony,Single-person household,No,0.36544,31,5333,0.32335,0.40909
173,173,1994,Saxony,Couple without children,Yes,1.0,128,5333,0.93554,1.08174
174,174,1994,Saxony,Couple with children,Yes,0.71757,185,5333,0.67837,0.75917
175,175,1994,Saxony,Couple with children,No,0.28243,65,5333,0.25157,0.31797
176,176,1994,Saxony-Anhalt,Single-person household,Yes,1.0,36,5333,0.85829,1.12041
177,177,1994,Saxony-Anhalt,Couple without children,Yes,1.0,75,5333,0.88974,1.11331
178,178,1994,Saxony-Anhalt,Couple with children,Yes,0.65644,102,5333,0.595,0.71508
179,179,1994,Saxony-Anhalt,Couple with children,No,0.34356,52,5333,0.29886,0.39532
180,180,1994,Thuringa,Single-person household,Yes,1.0,31,5333,0.87353,1.12384
181,181,1994,Thuringa,Couple without children,Yes,1.0,57,5333,0.8987,1.10966
182,182,1994,Thuringa,Couple with children,Yes,0.69701,108,5333,0.63401,0.76124
183,183,1994,Thuringa,Couple with children,No,0.30299,50,5333,0.25989,0.35363
184,184,1995,Schleswig-Holstein,Couple without children,Yes,1.0,35,5474,0.85955,1.14095
185,185,1995,Schleswig-Holstein,Couple with children,Yes,1.0,42,5474,0.87308,1.15091
186,186,1995,Lower Saxony,Single-person household,Yes,0.52868,52,5474,0.47214,0.60196
187,187,1995,Lower Saxony,Single-person household,No,0.47132,57,5474,0.40653,0.55064
188,188,1995,Lower Saxony,Couple without children,Yes,0.76352,116,5474,0.69252,0.8387
189,189,1995,Lower Saxony,Couple without children,No,0.23648,35,5474,0.20634,0.27191
190,190,1995,Lower Saxony,Couple with children,Yes,0.60294,111,5474,0.51287,0.69101
191,191,1995,Lower Saxony,Couple with children,No,0.39706,88,5474,0.34005,0.4572
192,192,1995,North Rhine-Westphalia,Single-person household,Yes,0.59444,154,5474,0.55486,0.64215
193,193,1995,North Rhine-Westphalia,Single-person household,No,0.40556,123,5474,0.36758,0.44288
194,194,1995,North Rhine-Westphalia,Couple without children,Yes,0.78326,254,5474,0.72525,0.84284
195,195,1995,North Rhine-Westphalia,Couple without children,No,0.21674,89,5474,0.18601,0.25636
196,196,1995,North Rhine-Westphalia,Single parent,No,1.0,41,5474,0.75061,1.24469
197,197,1995,North Rhine-Westphalia,Couple with children,Yes,0.65051,325,5474,0.60995,0.69228
198,198,1995,North Rhine-Westphalia,Couple with children,No,0.34949,218,5474,0.31313,0.38682
199,199,1995,Hesse,Single-person household,Yes,0.57607,56,5474,0.48827,0.66955
200,200,1995,Hesse,Single-person household,No,0.42393,41,5474,0.32853,0.4984
201,201,1995,Hesse,Couple without children,Yes,0.73682,112,5474,0.65018,0.8162
202,202,1995,Hesse,Couple without children,No,0.26318,43,5474,0.21076,0.33455
203,203,1995,Hesse,Couple with children,Yes,0.70302,122,5474,0.62056,0.80201
204,204,1995,Hesse,Couple with children,No,0.29698,65,5474,0.22729,0.36396
205,205,1995,"Rhineland-Palatinate, Saarland",Single-person household,Yes,1.0,31,5474,0.89663,1.10522
206,206,1995,"Rhineland-Palatinate, Saarland",Couple without children,Yes,1.0,68,5474,0.88935,1.11189
207,207,1995,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.69787,97,5474,0.60977,0.7706
208,208,1995,"Rhineland-Palatinate, Saarland",Couple with children,No,0.30213,50,5474,0.25424,0.35627
209,209,1995,Baden-Wuerttemberg,Single-person household,Yes,0.63447,106,5474,0.57535,0.70385
210,210,1995,Baden-Wuerttemberg,Single-person household,No,0.36553,64,5474,0.303,0.41758
211,211,1995,Baden-Wuerttemberg,Couple without children,Yes,0.77434,164,5474,0.69634,0.86197
212,212,1995,Baden-Wuerttemberg,Couple without children,No,0.22566,48,5474,0.17518,0.27762
213,213,1995,Baden-Wuerttemberg,Couple with children,Yes,0.69435,247,5474,0.61063,0.77262
214,214,1995,Baden-Wuerttemberg,Couple with children,No,0.30565,134,5474,0.25246,0.36535
215,215,1995,Bavaria,Single-person household,Yes,0.57026,111,5474,0.51933,0.62753
216,216,1995,Bavaria,Single-person household,No,0.42974,83,5474,0.37643,0.48378
217,217,1995,Bavaria,Couple without children,Yes,0.75558,163,5474,0.68943,0.8278
218,218,1995,Bavaria,Couple without children,No,0.24442,62,5474,0.19998,0.28334
219,219,1995,Bavaria,Couple with children,Yes,0.68532,231,5474,0.62069,0.74517
220,220,1995,Bavaria,Couple with children,No,0.31468,119,5474,0.2744,0.35894
221,221,1995,Berlin,Single-person household,Yes,0.51392,44,5474,0.44141,0.60511
222,222,1995,Berlin,Single-person household,No,0.48608,49,5474,0.4101,0.56556
223,223,1995,Berlin,Couple without children,Yes,1.0,53,5474,0.87781,1.12604
224,224,1995,Berlin,Couple with children,Yes,0.67925,71,5474,0.55349,0.78876
225,225,1995,Berlin,Couple with children,No,0.32075,41,5474,0.26039,0.38339
226,226,1995,Brandenburg,Single-person household,Yes,1.0,33,5474,0.8926,1.09189
227,227,1995,Brandenburg,Couple without children,Yes,1.0,65,5474,0.9089,1.08112
228,228,1995,Brandenburg,Couple with children,Yes,0.66429,84,5474,0.60497,0.72552
229,229,1995,Brandenburg,Couple with children,No,0.33571,34,5474,0.26968,0.40645
230,230,1995,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,39,5474,0.84898,1.17524
231,231,1995,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,67,5474,0.88826,1.10746
232,232,1995,Saxony,Single-person household,Yes,1.0,61,5474,0.88895,1.10432
233,233,1995,Saxony,Couple without children,Yes,1.0,134,5474,0.91412,1.09011
234,234,1995,Saxony,Couple with children,Yes,0.72598,172,5474,0.67739,0.78116
235,235,1995,Saxony,Couple with children,No,0.27402,59,5474,0.24149,0.30585
236,236,1995,Saxony-Anhalt,Single-person household,Yes,1.0,40,5474,0.87478,1.12034
237,237,1995,Saxony-Anhalt,Couple without children,Yes,1.0,79,5474,0.90492,1.11414
238,238,1995,Saxony-Anhalt,Couple with children,Yes,0.69548,106,5474,0.63613,0.77779
239,239,1995,Saxony-Anhalt,Couple with children,No,0.30452,44,5474,0.25098,0.36019
240,240,1995,Thuringa,Single-person household,Yes,1.0,37,5474,0.88956,1.14521
241,241,1995,Thuringa,Couple without children,Yes,1.0,56,5474,0.89148,1.12267
242,242,1995,Thuringa,Couple with children,Yes,0.61306,93,5474,0.54344,0.68823
243,243,1995,Thuringa,Couple with children,No,0.38694,56,5474,0.33356,0.44752
244,244,1996,Schleswig-Holstein,Couple with children,Yes,1.0,40,5403,0.8553,1.13714
245,245,1996,Lower Saxony,Single-person household,Yes,0.56335,62,5403,0.48521,0.63502
246,246,1996,Lower Saxony,Single-person household,No,0.43665,50,5403,0.36551,0.50038
247,247,1996,Lower Saxony,Couple without children,Yes,0.77802,116,5403,0.72009,0.85571
248,248,1996,Lower Saxony,Couple without children,No,0.22198,40,5403,0.18356,0.26863
249,249,1996,Lower Saxony,Couple with children,Yes,0.63271,120,5403,0.55734,0.70796
250,250,1996,Lower Saxony,Couple with children,No,0.36729,76,5403,0.30198,0.44228
251,251,1996,North Rhine-Westphalia,Single-person household,Yes,0.59483,159,5403,0.54835,0.63415
252,252,1996,North Rhine-Westphalia,Single-person household,No,0.40517,126,5403,0.36317,0.44242
253,253,1996,North Rhine-Westphalia,Couple without children,Yes,0.77172,232,5403,0.70931,0.84966
254,254,1996,North Rhine-Westphalia,Couple without children,No,0.22828,96,5403,0.19245,0.27094
255,255,1996,North Rhine-Westphalia,Single parent,Yes,0.49232,35,5403,0.38459,0.58148
256,256,1996,North Rhine-Westphalia,Single parent,No,0.50768,43,5403,0.38481,0.62459
257,257,1996,North Rhine-Westphalia,Couple with children,Yes,0.63303,311,5403,0.58906,0.6825
258,258,1996,North Rhine-Westphalia,Couple with children,No,0.36697,221,5403,0.33686,0.41071
259,259,1996,Hesse,Single-person household,Yes,0.6821,61,5403,0.59165,0.75052
260,260,1996,Hesse,Single-person household,No,0.3179,36,5403,0.24368,0.39628
261,261,1996,Hesse,Couple without children,Yes,0.7339,104,5403,0.64342,0.8269
262,262,1996,Hesse,Couple without children,No,0.2661,40,5403,0.19608,0.34455
263,263,1996,Hesse,Couple with children,Yes,0.73293,119,5403,0.64499,0.83266
264,264,1996,Hesse,Couple with children,No,0.26707,63,5403,0.21458,0.33644
265,265,1996,"Rhineland-Palatinate, Saarland",Single-person household,Yes,1.0,35,5403,0.82903,1.15047
266,266,1996,"Rhineland-Palatinate, Saarland",Couple without children,Yes,1.0,74,5403,0.89919,1.11241
267,267,1996,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.61724,82,5403,0.54093,0.71974
268,268,1996,"Rhineland-Palatinate, Saarland",Couple with children,No,0.38276,58,5403,0.32415,0.44715
269,269,1996,Baden-Wuerttemberg,Single-person household,Yes,0.63489,100,5403,0.56069,0.71311
270,270,1996,Baden-Wuerttemberg,Single-person household,No,0.36511,68,5403,0.30291,0.42169
271,271,1996,Baden-Wuerttemberg,Couple without children,Yes,0.70928,149,5403,0.63108,0.78787
272,272,1996,Baden-Wuerttemberg,Couple without children,No,0.29072,63,5403,0.22533,0.36748
273,273,1996,Baden-Wuerttemberg,Couple with children,Yes,0.59746,221,5403,0.53724,0.65579
274,274,1996,Baden-Wuerttemberg,Couple with children,No,0.40254,146,5403,0.33493,0.48182
275,275,1996,Bavaria,Single-person household,Yes,0.59627,110,5403,0.53618,0.64513
276,276,1996,Bavaria,Single-person household,No,0.40373,76,5403,0.34867,0.45374
277,277,1996,Bavaria,Couple without children,Yes,0.75715,166,5403,0.68905,0.83702
278,278,1996,Bavaria,Couple without children,No,0.24285,64,5403,0.19316,0.28301
279,279,1996,Bavaria,Couple with children,Yes,0.687,220,5403,0.63432,0.74712
280,280,1996,Bavaria,Couple with children,No,0.313,124,5403,0.26958,0.36273
281,281,1996,Berlin,Single-person household,Yes,0.58096,49,5403,0.50144,0.67151
282,282,1996,Berlin,Single-person household,No,0.41904,42,5403,0.36334,0.48131
283,283,1996,Berlin,Couple without children,Yes,1.0,55,5403,0.87037,1.12028
284,284,1996,Berlin,Couple with children,Yes,0.66291,67,5403,0.54401,0.80661
285,285,1996,Berlin,Couple with children,No,0.33709,39,5403,0.27305,0.39352
286,286,1996,Brandenburg,Single-person household,Yes,1.0,40,5403,0.89631,1.11966
287,287,1996,Brandenburg,Couple without children,Yes,1.0,69,5403,0.89948,1.08669
288,288,1996,Brandenburg,Couple with children,Yes,0.66063,78,5403,0.60158,0.71871
289,289,1996,Brandenburg,Couple with children,No,0.33937,33,5403,0.28039,0.41891
290,290,1996,Mecklenburg-Western Pomerania,Couple without children,Yes,1.0,45,5403,0.8763,1.09893
291,291,1996,Mecklenburg-Western Pomerania,Couple with children,Yes,1.0,64,5403,0.88504,1.13168
292,292,1996,Saxony,Single-person household,Yes,1.0,66,5403,0.90361,1.10026
293,293,1996,Saxony,Couple without children,Yes,0.79822,130,5403,0.71514,0.87513
294,294,1996,Saxony,Couple without children,No,0.20178,32,5403,0.17123,0.23209
295,295,1996,Saxony,Couple with children,Yes,0.70728,161,5403,0.64274,0.77362
296,296,1996,Saxony,Couple with children,No,0.29272,66,5403,0.26196,0.32502
297,297,1996,Saxony-Anhalt,Couple without children,Yes,1.0,79,5403,0.88714,1.11572
298,298,1996,Saxony-Anhalt,Couple with children,Yes,0.69674,96,5403,0.60273,0.78967
299,299,1996,Saxony-Anhalt,Couple with children,No,0.30326,47,5403,0.26272,0.35339
300,300,1996,Thuringa,Single-person household,No,1.0,31,5403,0.83988,1.15384
301,301,1996,Thuringa,Couple without children,Yes,1.0,69,5403,0.89031,1.10681
302,302,1996,Thuringa,Couple with children,Yes,0.71252,98,5403,0.64434,0.78998
303,303,1996,Thuringa,Couple with children,No,0.28748,41,5403,0.24086,0.35143
304,304,1997,Schleswig-Holstein,Couple without children,Yes,1.0,36,5419,0.81277,1.17744
305,305,1997,Schleswig-Holstein,Couple with children,Yes,1.0,38,5419,0.84728,1.1953
306,306,1997,Lower Saxony,Single-person household,Yes,0.5677,63,5419,0.49199,0.63417
307,307,1997,Lower Saxony,Single-person household,No,0.4323,50,5419,0.37043,0.49187
