,Unnamed: 0,year,hhtyp,quintil_oecd_hh,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
54,54,1993,Couple without children,5th Quintile,Yes,0.82075,381,6131,0.77774,0.87389
55,55,1993,Couple without children,5th Quintile,No,0.17925,76,6131,0.15682,0.20544
56,56,1993,Single parent,1st Quintile,Yes,0.32088,43,6131,0.26736,0.37857
57,57,1993,Single parent,1st Quintile,No,0.67912,98,6131,0.58999,0.78999
58,58,1993,Single parent,2nd Quintile,Yes,0.45159,42,6131,0.36471,0.53366
59,59,1993,Single parent,2nd Quintile,No,0.54841,46,6131,0.437,0.64905
60,60,1993,Single parent,3rd Quintile,Yes,1.0,42,6131,0.80608,1.22264
61,61,1993,Single parent,4th Quintile,Yes,1.0,38,6131,0.80709,1.2655
62,62,1993,Couple with children,1st Quintile,Yes,0.40067,159,6131,0.35445,0.45143
63,63,1993,Couple with children,1st Quintile,No,0.59933,255,6131,0.5227,0.67499
64,64,1993,Couple with children,2nd Quintile,Yes,0.64424,469,6131,0.60679,0.68697
65,65,1993,Couple with children,2nd Quintile,No,0.35576,273,6131,0.32292,0.38897
66,66,1993,Couple with children,3rd Quintile,Yes,0.75242,539,6131,0.70606,0.79457
67,67,1993,Couple with children,3rd Quintile,No,0.24758,172,6131,0.21495,0.28034
68,68,1993,Couple with children,4th Quintile,Yes,0.74996,392,6131,0.6984,0.78837
69,69,1993,Couple with children,4th Quintile,No,0.25004,140,6131,0.22168,0.28022
70,70,1993,Couple with children,5th Quintile,Yes,0.81005,285,6131,0.76546,0.85023
71,71,1993,Couple with children,5th Quintile,No,0.18995,69,6131,0.16322,0.22373
72,72,1993,Multi-generational household,3rd Quintile,Yes,1.0,31,6131,0.74923,1.30853
73,73,1994,Single-person household,1st Quintile,Yes,0.37181,159,6034,0.34522,0.39885
74,74,1994,Single-person household,1st Quintile,No,0.62819,257,6034,0.59142,0.67075
75,75,1994,Single-person household,2nd Quintile,Yes,0.59516,145,6034,0.55519,0.64397
76,76,1994,Single-person household,2nd Quintile,No,0.40484,98,6034,0.35795,0.44545
77,77,1994,Single-person household,3rd Quintile,Yes,0.63611,169,6034,0.58973,0.68234
78,78,1994,Single-person household,3rd Quintile,No,0.36389,94,6034,0.3198,0.41027
79,79,1994,Single-person household,4th Quintile,Yes,0.74707,158,6034,0.69504,0.79998
80,80,1994,Single-person household,4th Quintile,No,0.25293,55,6034,0.21814,0.28678
81,81,1994,Single-person household,5th Quintile,Yes,0.85323,165,6034,0.79151,0.90581
82,82,1994,Single-person household,5th Quintile,No,0.14677,44,6034,0.11971,0.1768
83,83,1994,Couple without children,1st Quintile,Yes,0.53318,129,6034,0.484,0.58832
84,84,1994,Couple without children,1st Quintile,No,0.46682,122,6034,0.40386,0.52813
85,85,1994,Couple without children,2nd Quintile,Yes,0.72821,237,6034,0.6757,0.78417
86,86,1994,Couple without children,2nd Quintile,No,0.27179,90,6034,0.22768,0.30962
87,87,1994,Couple without children,3rd Quintile,Yes,0.76232,221,6034,0.69713,0.82679
88,88,1994,Couple without children,3rd Quintile,No,0.23768,71,6034,0.19213,0.27852
89,89,1994,Couple without children,4th Quintile,Yes,0.79633,321,6034,0.74428,0.8529
90,90,1994,Couple without children,4th Quintile,No,0.20367,83,6034,0.1806,0.22829
91,91,1994,Couple without children,5th Quintile,Yes,0.86737,404,6034,0.80921,0.92581
92,92,1994,Couple without children,5th Quintile,No,0.13263,62,6034,0.1079,0.16098
93,93,1994,Single parent,1st Quintile,Yes,0.28175,36,6034,0.20434,0.35428
94,94,1994,Single parent,1st Quintile,No,0.71825,98,6034,0.62322,0.82969
95,95,1994,Single parent,2nd Quintile,Yes,0.41273,41,6034,0.33929,0.52225
96,96,1994,Single parent,2nd Quintile,No,0.58727,42,6034,0.44272,0.71854
97,97,1994,Single parent,4th Quintile,Yes,1.0,31,6034,0.81028,1.18786
98,98,1994,Single parent,5th Quintile,Yes,1.0,31,6034,0.84263,1.15032
99,99,1994,Couple with children,1st Quintile,Yes,0.34277,154,6034,0.29878,0.39237
100,100,1994,Couple with children,1st Quintile,No,0.65723,299,6034,0.592,0.73897
101,101,1994,Couple with children,2nd Quintile,Yes,0.59185,398,6034,0.54965,0.62554
102,102,1994,Couple with children,2nd Quintile,No,0.40815,278,6034,0.36712,0.46063
103,103,1994,Couple with children,3rd Quintile,Yes,0.755,511,6034,0.69903,0.80531
104,104,1994,Couple with children,3rd Quintile,No,0.245,163,6034,0.21914,0.27219
105,105,1994,Couple with children,4th Quintile,Yes,0.77351,400,6034,0.71731,0.81483
106,106,1994,Couple with children,4th Quintile,No,0.22649,113,6034,0.19548,0.25722
107,107,1994,Couple with children,5th Quintile,Yes,0.83026,299,6034,0.77514,0.87217
108,108,1994,Couple with children,5th Quintile,No,0.16974,56,6034,0.14611,0.20119
109,109,1995,Single-person household,1st Quintile,Yes,0.35625,150,6266,0.32874,0.38725
110,110,1995,Single-person household,1st Quintile,No,0.64375,255,6266,0.60572,0.68072
111,111,1995,Single-person household,2nd Quintile,Yes,0.59716,171,6266,0.55943,0.6398
112,112,1995,Single-person household,2nd Quintile,No,0.40284,116,6266,0.3614,0.44361
113,113,1995,Single-person household,3rd Quintile,Yes,0.63352,168,6266,0.5868,0.68352
114,114,1995,Single-person household,3rd Quintile,No,0.36648,102,6266,0.3223,0.41547
115,115,1995,Single-person household,4th Quintile,Yes,0.69145,158,6266,0.64204,0.74477
116,116,1995,Single-person household,4th Quintile,No,0.30855,75,6266,0.26925,0.35098
117,117,1995,Single-person household,5th Quintile,Yes,0.83624,148,6266,0.77855,0.89159
118,118,1995,Single-person household,5th Quintile,No,0.16376,35,6266,0.13286,0.2025
119,119,1995,Couple without children,1st Quintile,Yes,0.51481,110,6266,0.45772,0.58151
120,120,1995,Couple without children,1st Quintile,No,0.48519,113,6266,0.41393,0.56015
121,121,1995,Couple without children,2nd Quintile,Yes,0.68865,224,6266,0.64286,0.74118
122,122,1995,Couple without children,2nd Quintile,No,0.31135,101,6266,0.26876,0.35701
123,123,1995,Couple without children,3rd Quintile,Yes,0.77091,268,6266,0.71499,0.83781
124,124,1995,Couple without children,3rd Quintile,No,0.22909,86,6266,0.19462,0.25955
125,125,1995,Couple without children,4th Quintile,Yes,0.82833,335,6266,0.76956,0.88014
126,126,1995,Couple without children,4th Quintile,No,0.17167,68,6266,0.14123,0.20273
127,127,1995,Couple without children,5th Quintile,Yes,0.85805,425,6266,0.80409,0.90743
128,128,1995,Couple without children,5th Quintile,No,0.14195,72,6266,0.1199,0.16646
129,129,1995,Single parent,1st Quintile,Yes,0.24681,41,6266,0.20053,0.30031
130,130,1995,Single parent,1st Quintile,No,0.75319,113,6266,0.65592,0.86623
131,131,1995,Single parent,2nd Quintile,Yes,0.49613,38,6266,0.38629,0.63159
132,132,1995,Single parent,2nd Quintile,No,0.50387,41,6266,0.41041,0.6064
133,133,1995,Single parent,3rd Quintile,Yes,1.0,33,6266,0.77833,1.35047
134,134,1995,Single parent,4th Quintile,Yes,1.0,38,6266,0.8524,1.17143
135,135,1995,Single parent,5th Quintile,Yes,1.0,32,6266,0.84261,1.13383
136,136,1995,Couple with children,1st Quintile,Yes,0.35429,184,6266,0.31047,0.3964
137,137,1995,Couple with children,1st Quintile,No,0.64571,356,6266,0.59288,0.69819
138,138,1995,Couple with children,2nd Quintile,Yes,0.62369,429,6266,0.56806,0.677
139,139,1995,Couple with children,2nd Quintile,No,0.37631,270,6266,0.33511,0.41714
140,140,1995,Couple with children,3rd Quintile,Yes,0.73719,481,6266,0.69097,0.78473
141,141,1995,Couple with children,3rd Quintile,No,0.26281,161,6266,0.23051,0.29708
142,142,1995,Couple with children,4th Quintile,Yes,0.76492,392,6266,0.71092,0.81136
143,143,1995,Couple with children,4th Quintile,No,0.23508,122,6266,0.20968,0.26539
144,144,1995,Couple with children,5th Quintile,Yes,0.8568,299,6266,0.79892,0.91571
145,145,1995,Couple with children,5th Quintile,No,0.1432,56,6266,0.12417,0.16489
146,146,1996,Single-person household,1st Quintile,Yes,0.33659,139,6187,0.31223,0.37047
147,147,1996,Single-person household,1st Quintile,No,0.66341,277,6187,0.62283,0.71707
148,148,1996,Single-person household,2nd Quintile,Yes,0.59314,168,6187,0.54926,0.64913
149,149,1996,Single-person household,2nd Quintile,No,0.40686,112,6187,0.36138,0.456
150,150,1996,Single-person household,3rd Quintile,Yes,0.66912,172,6187,0.59815,0.72519
151,151,1996,Single-person household,3rd Quintile,No,0.33088,93,6187,0.29161,0.38033
152,152,1996,Single-person household,4th Quintile,Yes,0.7694,190,6187,0.70751,0.83642
153,153,1996,Single-person household,4th Quintile,No,0.2306,60,6187,0.19123,0.26865
154,154,1996,Single-person household,5th Quintile,Yes,0.80466,144,6187,0.7418,0.85483
155,155,1996,Single-person household,5th Quintile,No,0.19534,42,6187,0.15995,0.2267
156,156,1996,Couple without children,1st Quintile,Yes,0.46827,94,6187,0.40912,0.53223
157,157,1996,Couple without children,1st Quintile,No,0.53173,131,6187,0.46416,0.62095
158,158,1996,Couple without children,2nd Quintile,Yes,0.70656,232,6187,0.65099,0.76072
159,159,1996,Couple without children,2nd Quintile,No,0.29344,90,6187,0.2403,0.33712
160,160,1996,Couple without children,3rd Quintile,Yes,0.75281,286,6187,0.69442,0.80629
161,161,1996,Couple without children,3rd Quintile,No,0.24719,100,6187,0.20973,0.29061
162,162,1996,Couple without children,4th Quintile,Yes,0.79526,331,6187,0.74059,0.84753
163,163,1996,Couple without children,4th Quintile,No,0.20474,90,6187,0.17687,0.23405
164,164,1996,Couple without children,5th Quintile,Yes,0.86522,399,6187,0.8095,0.91517
165,165,1996,Couple without children,5th Quintile,No,0.13478,65,6187,0.11625,0.16201
166,166,1996,Single parent,1st Quintile,Yes,0.31935,51,6187,0.26755,0.39104
167,167,1996,Single parent,1st Quintile,No,0.68065,117,6187,0.5945,0.78291
168,168,1996,Single parent,2nd Quintile,Yes,0.49906,39,6187,0.40543,0.59444
169,169,1996,Single parent,2nd Quintile,No,0.50094,38,6187,0.38985,0.64331
170,170,1996,Single parent,4th Quintile,Yes,1.0,35,6187,0.80266,1.2042
171,171,1996,Couple with children,1st Quintile,Yes,0.35662,172,6187,0.31447,0.39748
172,172,1996,Couple with children,1st Quintile,No,0.64338,324,6187,0.57536,0.70602
173,173,1996,Couple with children,2nd Quintile,Yes,0.58275,397,6187,0.54348,0.62347
174,174,1996,Couple with children,2nd Quintile,No,0.41725,294,6187,0.3732,0.46418
175,175,1996,Couple with children,3rd Quintile,Yes,0.73177,448,6187,0.68649,0.78605
176,176,1996,Couple with children,3rd Quintile,No,0.26823,159,6187,0.23037,0.30584
177,177,1996,Couple with children,4th Quintile,Yes,0.78041,391,6187,0.72278,0.83504
178,178,1996,Couple with children,4th Quintile,No,0.21959,111,6187,0.19144,0.25038
179,179,1996,Couple with children,5th Quintile,Yes,0.79297,288,6187,0.7332,0.84681
180,180,1996,Couple with children,5th Quintile,No,0.20703,73,6187,0.17517,0.2432
181,181,1996,Other Combinations,4th Quintile,Yes,1.0,35,6187,0.82514,1.19898
182,182,1997,Single-person household,1st Quintile,Yes,0.38886,151,6135,0.35642,0.42815
183,183,1997,Single-person household,1st Quintile,No,0.61114,258,6135,0.5575,0.65958
184,184,1997,Single-person household,2nd Quintile,Yes,0.57192,178,6135,0.52209,0.62014
185,185,1997,Single-person household,2nd Quintile,No,0.42808,128,6135,0.38302,0.46819
186,186,1997,Single-person household,3rd Quintile,Yes,0.68358,166,6135,0.62582,0.7495
187,187,1997,Single-person household,3rd Quintile,No,0.31642,85,6135,0.27404,0.36762
188,188,1997,Single-person household,4th Quintile,Yes,0.74966,169,6135,0.69245,0.81689
189,189,1997,Single-person household,4th Quintile,No,0.25034,56,6135,0.20625,0.28881
190,190,1997,Single-person household,5th Quintile,Yes,0.81368,151,6135,0.75709,0.87081
191,191,1997,Single-person household,5th Quintile,No,0.18632,38,6135,0.15434,0.21793
192,192,1997,Couple without children,1st Quintile,Yes,0.49154,101,6135,0.43161,0.55085
193,193,1997,Couple without children,1st Quintile,No,0.50846,122,6135,0.44034,0.58305
194,194,1997,Couple without children,2nd Quintile,Yes,0.67346,218,6135,0.6232,0.72225
195,195,1997,Couple without children,2nd Quintile,No,0.32654,106,6135,0.27974,0.37678
196,196,1997,Couple without children,3rd Quintile,Yes,0.73103,279,6135,0.66891,0.79174
197,197,1997,Couple without children,3rd Quintile,No,0.26897,99,6135,0.22103,0.3125
198,198,1997,Couple without children,4th Quintile,Yes,0.80597,349,6135,0.73765,0.8529
199,199,1997,Couple without children,4th Quintile,No,0.19403,91,6135,0.16376,0.22022
200,200,1997,Couple without children,5th Quintile,Yes,0.84655,417,6135,0.79589,0.89343
201,201,1997,Couple without children,5th Quintile,No,0.15345,83,6135,0.1269,0.18634
202,202,1997,Single parent,1st Quintile,Yes,0.29303,38,6135,0.23313,0.37681
203,203,1997,Single parent,1st Quintile,No,0.70697,117,6135,0.61797,0.815
204,204,1997,Single parent,2nd Quintile,Yes,0.48147,41,6135,0.38237,0.57233
205,205,1997,Single parent,2nd Quintile,No,0.51853,48,6135,0.39116,0.6591
206,206,1997,Single parent,3rd Quintile,Yes,0.52974,41,6135,0.41805,0.65831
207,207,1997,Single parent,3rd Quintile,No,0.47026,31,6135,0.35753,0.57707
208,208,1997,Couple with children,1st Quintile,Yes,0.331,162,6135,0.29329,0.37944
209,209,1997,Couple with children,1st Quintile,No,0.669,311,6135,0.5948,0.74435
210,210,1997,Couple with children,2nd Quintile,Yes,0.58867,383,6135,0.54605,0.64346
211,211,1997,Couple with children,2nd Quintile,No,0.41133,265,6135,0.37201,0.45451
212,212,1997,Couple with children,3rd Quintile,Yes,0.7037,412,6135,0.65011,0.75488
213,213,1997,Couple with children,3rd Quintile,No,0.2963,180,6135,0.26106,0.32627
214,214,1997,Couple with children,4th Quintile,Yes,0.76683,406,6135,0.7145,0.81444
215,215,1997,Couple with children,4th Quintile,No,0.23317,108,6135,0.19548,0.27181
216,216,1997,Couple with children,5th Quintile,Yes,0.784,270,6135,0.72595,0.83452
217,217,1997,Couple with children,5th Quintile,No,0.216,77,6135,0.17839,0.26074
218,218,1998,Single-person household,1st Quintile,Yes,0.31624,148,6975,0.2893,0.34215
219,219,1998,Single-person household,1st Quintile,No,0.68376,341,6975,0.64388,0.71991
220,220,1998,Single-person household,2nd Quintile,Yes,0.5497,193,6975,0.51224,0.59056
221,221,1998,Single-person household,2nd Quintile,No,0.4503,158,6975,0.40663,0.48791
222,222,1998,Single-person household,3rd Quintile,Yes,0.66814,223,6975,0.62067,0.72148
223,223,1998,Single-person household,3rd Quintile,No,0.33186,112,6975,0.29232,0.37065
224,224,1998,Single-person household,4th Quintile,Yes,0.703,194,6975,0.65287,0.763
225,225,1998,Single-person household,4th Quintile,No,0.297,76,6975,0.26619,0.33032
226,226,1998,Single-person household,5th Quintile,Yes,0.78434,176,6975,0.73761,0.83032
227,227,1998,Single-person household,5th Quintile,No,0.21566,57,6975,0.1858,0.24661
228,228,1998,Couple without children,1st Quintile,Yes,0.42839,118,6975,0.38237,0.46558
229,229,1998,Couple without children,1st Quintile,No,0.57161,158,6975,0.5111,0.63422
230,230,1998,Couple without children,2nd Quintile,Yes,0.70944,235,6975,0.65906,0.76461
231,231,1998,Couple without children,2nd Quintile,No,0.29056,99,6975,0.24677,0.32768
232,232,1998,Couple without children,3rd Quintile,Yes,0.77697,316,6975,0.72597,0.83404
233,233,1998,Couple without children,3rd Quintile,No,0.22303,104,6975,0.18877,0.25925
234,234,1998,Couple without children,4th Quintile,Yes,0.79224,434,6975,0.74653,0.84004
235,235,1998,Couple without children,4th Quintile,No,0.20776,115,6975,0.18127,0.23652
236,236,1998,Couple without children,5th Quintile,Yes,0.87457,499,6975,0.82529,0.91343
237,237,1998,Couple without children,5th Quintile,No,0.12543,75,6975,0.10605,0.14419
238,238,1998,Single parent,1st Quintile,Yes,0.25609,48,6975,0.21343,0.31354
239,239,1998,Single parent,1st Quintile,No,0.74391,138,6975,0.65929,0.83231
240,240,1998,Single parent,2nd Quintile,Yes,0.44981,49,6975,0.37693,0.52758
241,241,1998,Single parent,2nd Quintile,No,0.55019,58,6975,0.45916,0.64499
242,242,1998,Single parent,3rd Quintile,Yes,1.0,41,6975,0.78934,1.20944
243,243,1998,Couple with children,1st Quintile,Yes,0.35676,157,6975,0.3027,0.4077
244,244,1998,Couple with children,1st Quintile,No,0.64324,334,6975,0.59424,0.69945
245,245,1998,Couple with children,2nd Quintile,Yes,0.54895,412,6975,0.51333,0.59354
246,246,1998,Couple with children,2nd Quintile,No,0.45105,311,6975,0.41496,0.48866
247,247,1998,Couple with children,3rd Quintile,Yes,0.68011,427,6975,0.63639,0.71331
248,248,1998,Couple with children,3rd Quintile,No,0.31989,203,6975,0.29313,0.35373
249,249,1998,Couple with children,4th Quintile,Yes,0.79107,408,6975,0.72818,0.85201
250,250,1998,Couple with children,4th Quintile,No,0.20893,115,6975,0.17886,0.23564
251,251,1998,Couple with children,5th Quintile,Yes,0.80482,323,6975,0.74559,0.87241
252,252,1998,Couple with children,5th Quintile,No,0.19518,83,6975,0.1734,0.22965
253,253,1998,Other Combinations,4th Quintile,Yes,1.0,37,6975,0.81593,1.23489
254,254,1999,Single-person household,1st Quintile,Yes,0.34356,159,6836,0.31371,0.36602
255,255,1999,Single-person household,1st Quintile,No,0.65644,328,6836,0.61462,0.70168
256,256,1999,Single-person household,2nd Quintile,Yes,0.54174,197,6836,0.50328,0.58049
257,257,1999,Single-person household,2nd Quintile,No,0.45826,156,6836,0.41556,0.50451
258,258,1999,Single-person household,3rd Quintile,Yes,0.67734,193,6836,0.62577,0.73093
259,259,1999,Single-person household,3rd Quintile,No,0.32266,103,6836,0.28302,0.36409
260,260,1999,Single-person household,4th Quintile,Yes,0.74129,188,6836,0.6818,0.79595
261,261,1999,Single-person household,4th Quintile,No,0.25871,68,6836,0.22967,0.29344
262,262,1999,Single-person household,5th Quintile,Yes,0.80751,173,6836,0.74929,0.8687
263,263,1999,Single-person household,5th Quintile,No,0.19249,48,6836,0.1627,0.22223
264,264,1999,Couple without children,1st Quintile,Yes,0.47161,106,6836,0.40851,0.53903
265,265,1999,Couple without children,1st Quintile,No,0.52839,140,6836,0.48148,0.60271
266,266,1999,Couple without children,2nd Quintile,Yes,0.61231,236,6836,0.56547,0.66156
267,267,1999,Couple without children,2nd Quintile,No,0.38769,130,6836,0.34967,0.44331
268,268,1999,Couple without children,3rd Quintile,Yes,0.76988,332,6836,0.71292,0.82443
269,269,1999,Couple without children,3rd Quintile,No,0.23012,104,6836,0.19895,0.26295
270,270,1999,Couple without children,4th Quintile,Yes,0.80835,421,6836,0.76215,0.85763
271,271,1999,Couple without children,4th Quintile,No,0.19165,100,6836,0.16484,0.22456
272,272,1999,Couple without children,5th Quintile,Yes,0.85908,475,6836,0.80932,0.90464
273,273,1999,Couple without children,5th Quintile,No,0.14092,93,6836,0.1253,0.16153
274,274,1999,Single parent,1st Quintile,Yes,0.22198,47,6836,0.18568,0.26301
275,275,1999,Single parent,1st Quintile,No,0.77802,152,6836,0.70221,0.86644
276,276,1999,Single parent,2nd Quintile,Yes,0.38609,37,6836,0.31799,0.47689
277,277,1999,Single parent,2nd Quintile,No,0.61391,53,6836,0.49299,0.75176
278,278,1999,Single parent,3rd Quintile,Yes,0.42186,33,6836,0.31857,0.51248
279,279,1999,Single parent,3rd Quintile,No,0.57814,35,6836,0.45955,0.70855
280,280,1999,Single parent,4th Quintile,Yes,1.0,32,6836,0.85394,1.14091
281,281,1999,Couple with children,1st Quintile,Yes,0.34909,164,6836,0.30911,0.38925
282,282,1999,Couple with children,1st Quintile,No,0.65091,330,6836,0.59531,0.70362
283,283,1999,Couple with children,2nd Quintile,Yes,0.52914,376,6836,0.49527,0.56775
284,284,1999,Couple with children,2nd Quintile,No,0.47086,292,6836,0.42494,0.52313
285,285,1999,Couple with children,3rd Quintile,Yes,0.70031,468,6836,0.65542,0.74624
286,286,1999,Couple with children,3rd Quintile,No,0.29969,191,6836,0.26371,0.33594
287,287,1999,Couple with children,4th Quintile,Yes,0.78845,394,6836,0.73956,0.85273
288,288,1999,Couple with children,4th Quintile,No,0.21155,106,6836,0.1885,0.24245
289,289,1999,Couple with children,5th Quintile,Yes,0.81285,303,6836,0.76298,0.87733
290,290,1999,Couple with children,5th Quintile,No,0.18715,73,6836,0.15752,0.22462
291,291,2000,Single-person household,1st Quintile,Yes,0.35211,322,12441,0.33759,0.36648
292,292,2000,Single-person household,1st Quintile,No,0.64789,627,12441,0.62593,0.66689
293,293,2000,Single-person household,2nd Quintile,Yes,0.58724,407,12441,0.56473,0.61081
294,294,2000,Single-person household,2nd Quintile,No,0.41276,269,12441,0.38843,0.43772
295,295,2000,Single-person household,3rd Quintile,Yes,0.65908,385,12441,0.62652,0.68832
296,296,2000,Single-person household,3rd Quintile,No,0.34092,204,12441,0.32044,0.3609
297,297,2000,Single-person household,4th Quintile,Yes,0.73678,378,12441,0.7064,0.76497
298,298,2000,Single-person household,4th Quintile,No,0.26322,136,12441,0.24437,0.28346
299,299,2000,Single-person household,5th Quintile,Yes,0.82668,386,12441,0.79399,0.86493
300,300,2000,Single-person household,5th Quintile,No,0.17332,91,12441,0.15953,0.18994
301,301,2000,Couple without children,1st Quintile,Yes,0.43211,206,12441,0.40863,0.45839
302,302,2000,Couple without children,1st Quintile,No,0.56789,274,12441,0.53331,0.5988
303,303,2000,Couple without children,2nd Quintile,Yes,0.67567,447,12441,0.6456,0.70595
304,304,2000,Couple without children,2nd Quintile,No,0.32433,220,12441,0.30227,0.3452
305,305,2000,Couple without children,3rd Quintile,Yes,0.73805,571,12441,0.70631,0.77336
306,306,2000,Couple without children,3rd Quintile,No,0.26195,201,12441,0.24395,0.28298
307,307,2000,Couple without children,4th Quintile,Yes,0.80131,742,12441,0.77208,0.83547
308,308,2000,Couple without children,4th Quintile,No,0.19869,176,12441,0.18384,0.21571
309,309,2000,Couple without children,5th Quintile,Yes,0.83217,887,12441,0.80353,0.86375
310,310,2000,Couple without children,5th Quintile,No,0.16783,174,12441,0.15586,0.18015
311,311,2000,Single parent,1st Quintile,Yes,0.2528,79,12441,0.22035,0.285
312,312,2000,Single parent,1st Quintile,No,0.7472,250,12441,0.70578,0.80329
313,313,2000,Single parent,2nd Quintile,Yes,0.46318,69,12441,0.40705,0.54701
314,314,2000,Single parent,2nd Quintile,No,0.53682,88,12441,0.4844,0.59839
315,315,2000,Single parent,3rd Quintile,Yes,0.51753,59,12441,0.46705,0.57205
316,316,2000,Single parent,3rd Quintile,No,0.48247,56,12441,0.41022,0.55686
317,317,2000,Single parent,4th Quintile,Yes,0.55165,57,12441,0.49495,0.60098
318,318,2000,Single parent,4th Quintile,No,0.44835,39,12441,0.38553,0.51331
319,319,2000,Single parent,5th Quintile,Yes,1.0,44,12441,0.85756,1.17138
320,320,2000,Couple with children,1st Quintile,Yes,0.32291,224,12441,0.30064,0.34223
