,Unnamed: 0,year,hhtyp,sampreg,hlc0119_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
112,112,1997,Single parent,West,Yes,0.47523,119,6412,0.42605,0.52463
113,113,1997,Single parent,West,No,0.52477,154,6412,0.47005,0.59057
114,114,1997,Single parent,East,Yes,0.48837,57,6412,0.43335,0.5539
115,115,1997,Single parent,East,No,0.51163,59,6412,0.43538,0.58081
116,116,1997,Couple with children,West,Yes,0.63493,1121,6412,0.60926,0.66341
117,117,1997,Couple with children,West,No,0.36507,731,6412,0.34339,0.39086
118,118,1997,Couple with children,East,Yes,0.71202,512,6412,0.67679,0.74558
119,119,1997,Couple with children,East,No,0.28798,210,6412,0.26431,0.30799
120,120,1997,Multi-generational household,West,Yes,1.0,61,6412,0.80113,1.18349
121,121,1997,Other Combinations,West,Yes,0.4952,53,6412,0.40755,0.59201
122,122,1997,Other Combinations,West,No,0.5048,50,6412,0.3984,0.62882
123,123,1997,Other Combinations,East,Yes,1.0,39,6412,0.79663,1.2522
124,124,1998,Single-person household,West,Yes,0.56748,705,7274,0.54933,0.58951
125,125,1998,Single-person household,West,No,0.43252,577,7274,0.41401,0.45342
126,126,1998,Single-person household,East,Yes,0.58506,229,7274,0.5552,0.61028
127,127,1998,Single-person household,East,No,0.41494,170,7274,0.38843,0.44128
128,128,1998,Couple without children,West,Yes,0.75573,1147,7274,0.72697,0.78428
129,129,1998,Couple without children,West,No,0.24427,415,7274,0.22747,0.26298
130,130,1998,Couple without children,East,Yes,0.79122,455,7274,0.75071,0.83016
131,131,1998,Couple without children,East,No,0.20878,136,7274,0.19117,0.22985
132,132,1998,Single parent,West,Yes,0.43453,136,7274,0.39125,0.47416
133,133,1998,Single parent,West,No,0.56547,183,7274,0.51274,0.61461
134,134,1998,Single parent,East,Yes,0.48141,57,7274,0.41363,0.53672
135,135,1998,Single parent,East,No,0.51859,66,7274,0.44733,0.59496
136,136,1998,Couple with children,West,Yes,0.62926,1214,7274,0.60529,0.65372
137,137,1998,Couple with children,West,No,0.37074,811,7274,0.35128,0.38915
138,138,1998,Couple with children,East,Yes,0.69474,513,7274,0.65598,0.73179
139,139,1998,Couple with children,East,No,0.30526,235,7274,0.28203,0.33099
140,140,1998,Multi-generational household,West,Yes,0.56089,49,7274,0.45954,0.66643
141,141,1998,Multi-generational household,West,No,0.43911,32,7274,0.34684,0.54145
142,142,1998,Other Combinations,West,Yes,0.56411,62,7274,0.49197,0.66214
143,143,1998,Other Combinations,West,No,0.43589,43,7274,0.3535,0.52578
144,144,1998,Other Combinations,East,Yes,1.0,39,7274,0.74835,1.25558
145,145,1999,Single-person household,West,Yes,0.58821,676,6991,0.56672,0.60656
146,146,1999,Single-person household,West,No,0.41179,523,6991,0.39056,0.43091
147,147,1999,Single-person household,East,Yes,0.57465,234,6991,0.54472,0.59361
148,148,1999,Single-person household,East,No,0.42535,180,6991,0.39962,0.45359
149,149,1999,Couple without children,West,Yes,0.74958,1115,6991,0.72159,0.7762
150,150,1999,Couple without children,West,No,0.25042,421,6991,0.23452,0.26668
151,151,1999,Couple without children,East,Yes,0.76068,455,6991,0.72373,0.80105
152,152,1999,Couple without children,East,No,0.23932,146,6991,0.21802,0.25952
153,153,1999,Single parent,West,Yes,0.38151,120,6991,0.34425,0.41804
154,154,1999,Single parent,West,No,0.61849,183,6991,0.54757,0.68333
155,155,1999,Single parent,East,Yes,0.42919,56,6991,0.36517,0.49389
156,156,1999,Single parent,East,No,0.57081,79,6991,0.48834,0.64877
157,157,1999,Couple with children,West,Yes,0.63068,1213,6991,0.60879,0.65397
158,158,1999,Couple with children,West,No,0.36932,763,6991,0.35142,0.39105
159,159,1999,Couple with children,East,Yes,0.70179,492,6991,0.66049,0.74301
160,160,1999,Couple with children,East,No,0.29821,229,6991,0.27773,0.32598
161,161,1999,Multi-generational household,West,Yes,0.605,42,6991,0.48899,0.76243
162,162,1999,Multi-generational household,West,No,0.395,31,6991,0.27738,0.53252
163,163,1999,Other Combinations,West,Yes,1.0,33,6991,0.80953,1.22761
164,164,2000,Single-person household,West,Yes,0.5978,1444,12677,0.58656,0.60997
165,165,2000,Single-person household,West,No,0.4022,1012,12677,0.39192,0.41278
166,166,2000,Single-person household,East,Yes,0.59598,435,12677,0.57528,0.61829
167,167,2000,Single-person household,East,No,0.40402,319,12677,0.38707,0.42003
168,168,2000,Couple without children,West,Yes,0.72757,2121,12677,0.71284,0.74222
169,169,2000,Couple without children,West,No,0.27243,820,12677,0.26144,0.28215
170,170,2000,Couple without children,East,Yes,0.77069,732,12677,0.74116,0.79809
171,171,2000,Couple without children,East,No,0.22931,225,12677,0.2157,0.24213
172,172,2000,Single parent,West,Yes,0.42279,224,12677,0.39475,0.4484
173,173,2000,Single parent,West,No,0.57721,320,12677,0.54855,0.60245
174,174,2000,Single parent,East,Yes,0.39195,84,12677,0.35561,0.43222
175,175,2000,Single parent,East,No,0.60805,123,12677,0.54943,0.66219
176,176,2000,Couple with children,West,Yes,0.64656,2246,12677,0.63273,0.66321
177,177,2000,Couple with children,West,No,0.35344,1261,12677,0.34203,0.36769
178,178,2000,Couple with children,East,Yes,0.63801,678,12677,0.6152,0.666
179,179,2000,Couple with children,East,No,0.36199,375,12677,0.33861,0.38324
180,180,2000,Multi-generational household,West,Yes,0.59749,86,12677,0.54059,0.66894
181,181,2000,Multi-generational household,West,No,0.40251,49,12677,0.35729,0.45311
182,182,2000,Other Combinations,West,Yes,0.6462,75,12677,0.57616,0.72414
183,183,2000,Other Combinations,West,No,0.3538,48,12677,0.31538,0.39589
184,184,2001,Single-person household,West,Yes,0.61431,1326,11418,0.59933,0.62811
185,185,2001,Single-person household,West,No,0.38569,856,11418,0.37604,0.39896
186,186,2001,Single-person household,East,Yes,0.63011,427,11418,0.60922,0.65088
187,187,2001,Single-person household,East,No,0.36989,275,11418,0.34908,0.38772
188,188,2001,Couple without children,West,Yes,0.75371,1948,11418,0.73313,0.7728
189,189,2001,Couple without children,West,No,0.24629,663,11418,0.23657,0.25566
190,190,2001,Couple without children,East,Yes,0.78092,711,11418,0.75573,0.81108
191,191,2001,Couple without children,East,No,0.21908,206,11418,0.20191,0.23741
192,192,2001,Single parent,West,Yes,0.44251,218,11418,0.41435,0.4717
193,193,2001,Single parent,West,No,0.55749,285,11418,0.51785,0.60048
194,194,2001,Single parent,East,Yes,0.42874,82,11418,0.38146,0.4918
195,195,2001,Single parent,East,No,0.57126,106,11418,0.50694,0.64064
196,196,2001,Couple with children,West,Yes,0.64383,2037,11418,0.62718,0.65741
197,197,2001,Couple with children,West,No,0.35617,1118,11418,0.34369,0.37195
198,198,2001,Couple with children,East,Yes,0.65123,617,11418,0.61953,0.68589
199,199,2001,Couple with children,East,No,0.34877,342,11418,0.3278,0.37537
200,200,2001,Multi-generational household,West,Yes,0.58783,75,11418,0.51999,0.67672
201,201,2001,Multi-generational household,West,No,0.41217,58,11418,0.34223,0.47415
202,202,2001,Other Combinations,West,Yes,1.0,68,11418,0.89476,1.1102
203,203,2002,Single-person household,West,Yes,0.57713,1257,11948,0.56193,0.5912
204,204,2002,Single-person household,West,No,0.42287,928,11948,0.40886,0.43628
205,205,2002,Single-person household,East,Yes,0.56397,389,11948,0.53906,0.58609
206,206,2002,Single-person household,East,No,0.43603,322,11948,0.41301,0.45851
207,207,2002,Couple without children,West,Yes,0.70933,2117,11948,0.68739,0.73075
208,208,2002,Couple without children,West,No,0.29067,793,11948,0.27732,0.30303
209,209,2002,Couple without children,East,Yes,0.7133,676,11948,0.68301,0.74187
210,210,2002,Couple without children,East,No,0.2867,246,11948,0.26889,0.30441
211,211,2002,Single parent,West,Yes,0.37195,203,11948,0.33701,0.40316
212,212,2002,Single parent,West,No,0.62805,319,11948,0.58805,0.67041
213,213,2002,Single parent,East,Yes,0.41674,73,11948,0.36191,0.48213
214,214,2002,Single parent,East,No,0.58326,103,11948,0.50383,0.66605
215,215,2002,Couple with children,West,Yes,0.60479,2146,11948,0.58338,0.63165
216,216,2002,Couple with children,West,No,0.39521,1213,11948,0.37664,0.41085
217,217,2002,Couple with children,East,Yes,0.60344,615,11948,0.56619,0.64529
218,218,2002,Couple with children,East,No,0.39656,330,11948,0.36284,0.43335
219,219,2002,Multi-generational household,West,Yes,0.51266,70,11948,0.41339,0.63666
220,220,2002,Multi-generational household,West,No,0.48734,48,11948,0.37198,0.5843
221,221,2002,Other Combinations,West,Yes,0.5886,60,11948,0.49945,0.68838
222,222,2002,Other Combinations,West,No,0.4114,40,11948,0.31899,0.5244
223,223,2003,Single-person household,West,Yes,0.58748,1272,11563,0.57169,0.60177
224,224,2003,Single-person household,West,No,0.41252,900,11563,0.39785,0.42822
225,225,2003,Single-person household,East,Yes,0.57277,398,11563,0.54833,0.59799
226,226,2003,Single-person household,East,No,0.42723,298,11563,0.40567,0.45258
227,227,2003,Couple without children,West,Yes,0.69553,2001,11563,0.67366,0.71821
228,228,2003,Couple without children,West,No,0.30447,810,11563,0.29102,0.31803
229,229,2003,Couple without children,East,Yes,0.71081,696,11563,0.67782,0.74617
230,230,2003,Couple without children,East,No,0.28919,264,11563,0.26933,0.30961
231,231,2003,Single parent,West,Yes,0.37043,202,11563,0.3373,0.4033
232,232,2003,Single parent,West,No,0.62957,317,11563,0.58856,0.67308
233,233,2003,Single parent,East,Yes,0.44384,72,11563,0.38335,0.51063
234,234,2003,Single parent,East,No,0.55616,101,11563,0.49118,0.62304
235,235,2003,Couple with children,West,Yes,0.6029,2015,11563,0.58037,0.62734
236,236,2003,Couple with children,West,No,0.3971,1162,11563,0.37895,0.41403
237,237,2003,Couple with children,East,Yes,0.58178,555,11563,0.54347,0.62491
238,238,2003,Couple with children,East,No,0.41822,345,11563,0.38936,0.44834
239,239,2003,Multi-generational household,West,Yes,0.48807,58,11563,0.34946,0.61226
240,240,2003,Multi-generational household,West,No,0.51193,39,11563,0.38956,0.63269
241,241,2003,Other Combinations,West,Yes,1.0,58,11563,0.79225,1.20416
242,242,2004,Single-person household,West,Yes,0.56109,1184,11291,0.54266,0.57523
243,243,2004,Single-person household,West,No,0.43891,932,11291,0.42255,0.45461
244,244,2004,Single-person household,East,Yes,0.52603,362,11291,0.49721,0.55217
245,245,2004,Single-person household,East,No,0.47397,334,11291,0.44806,0.50268
246,246,2004,Couple without children,West,Yes,0.68264,1993,11291,0.65681,0.70156
247,247,2004,Couple without children,West,No,0.31736,826,11291,0.30161,0.33537
248,248,2004,Couple without children,East,Yes,0.71676,680,11291,0.67982,0.75631
249,249,2004,Couple without children,East,No,0.28324,259,11291,0.2618,0.30534
250,250,2004,Single parent,West,Yes,0.37252,190,11291,0.33664,0.40258
251,251,2004,Single parent,West,No,0.62748,307,11291,0.58053,0.67609
252,252,2004,Single parent,East,Yes,0.36072,65,11291,0.30611,0.4363
253,253,2004,Single parent,East,No,0.63928,113,11291,0.56106,0.71952
254,254,2004,Couple with children,West,Yes,0.59635,1885,11291,0.57089,0.62184
255,255,2004,Couple with children,West,No,0.40365,1153,11291,0.38495,0.42196
256,256,2004,Couple with children,East,Yes,0.54958,528,11291,0.51164,0.59716
257,257,2004,Couple with children,East,No,0.45042,344,11291,0.41462,0.48777
258,258,2004,Multi-generational household,West,Yes,0.53093,50,11291,0.38599,0.67519
259,259,2004,Multi-generational household,West,No,0.46907,39,11291,0.3387,0.61343
260,260,2004,Other Combinations,West,Yes,1.0,47,11291,0.77722,1.26526
261,261,2005,Single-person household,West,Yes,0.58314,1270,10982,0.56445,0.59808
262,262,2005,Single-person household,West,No,0.41686,890,10982,0.4021,0.43661
263,263,2005,Single-person household,East,Yes,0.55455,383,10982,0.52231,0.58753
264,264,2005,Single-person household,East,No,0.44545,325,10982,0.41205,0.4763
265,265,2005,Couple without children,West,Yes,0.71344,2015,10982,0.68917,0.73631
266,266,2005,Couple without children,West,No,0.28656,721,10982,0.27224,0.2996
267,267,2005,Couple without children,East,Yes,0.71927,662,10982,0.67877,0.75533
268,268,2005,Couple without children,East,No,0.28073,244,10982,0.25132,0.30477
269,269,2005,Single parent,West,Yes,0.37233,200,10982,0.32741,0.40435
270,270,2005,Single parent,West,No,0.62767,302,10982,0.58282,0.67984
271,271,2005,Single parent,East,Yes,0.33465,64,10982,0.28165,0.39259
272,272,2005,Single parent,East,No,0.66535,122,10982,0.56494,0.77188
273,273,2005,Couple with children,West,Yes,0.60415,1807,10982,0.57832,0.63109
274,274,2005,Couple with children,West,No,0.39585,1014,10982,0.37466,0.41467
275,275,2005,Couple with children,East,Yes,0.5629,497,10982,0.50723,0.61297
276,276,2005,Couple with children,East,No,0.4371,328,10982,0.39027,0.47933
277,277,2005,Multi-generational household,West,Yes,0.48236,39,10982,0.33521,0.65716
278,278,2005,Multi-generational household,West,No,0.51764,41,10982,0.39215,0.6769
279,279,2005,Other Combinations,West,Yes,1.0,58,10982,0.77947,1.23384
280,280,2006,Single-person household,West,Yes,0.55675,1395,12057,0.54016,0.57223
281,281,2006,Single-person household,West,No,0.44325,1061,12057,0.43158,0.45619
282,282,2006,Single-person household,East,Yes,0.50898,409,12057,0.4819,0.53291
283,283,2006,Single-person household,East,No,0.49102,396,12057,0.46647,0.51867
284,284,2006,Couple without children,West,Yes,0.66643,2176,12057,0.64504,0.69007
285,285,2006,Couple without children,West,No,0.33357,907,12057,0.31921,0.34755
286,286,2006,Couple without children,East,Yes,0.69398,729,12057,0.66063,0.72834
287,287,2006,Couple without children,East,No,0.30602,281,12057,0.28051,0.33685
288,288,2006,Single parent,West,Yes,0.36995,221,12057,0.3339,0.41304
289,289,2006,Single parent,West,No,0.63005,355,12057,0.59293,0.68037
290,290,2006,Single parent,East,Yes,0.3503,73,12057,0.2815,0.41242
291,291,2006,Single parent,East,No,0.6497,115,12057,0.57601,0.73065
292,292,2006,Couple with children,West,Yes,0.57008,1808,12057,0.54711,0.59535
293,293,2006,Couple with children,West,No,0.42992,1150,12057,0.40968,0.4473
294,294,2006,Couple with children,East,Yes,0.55239,498,12057,0.50343,0.60311
295,295,2006,Couple with children,East,No,0.44761,344,12057,0.40364,0.48365
296,296,2006,Multi-generational household,West,Yes,0.38058,40,12057,0.27081,0.49701
297,297,2006,Multi-generational household,West,No,0.61942,42,12057,0.4835,0.77513
298,298,2006,Other Combinations,West,Yes,1.0,57,12057,0.83735,1.19709
299,299,2007,Single-person household,West,Yes,0.55543,1323,11240,0.53914,0.57419
300,300,2007,Single-person household,West,No,0.44457,998,11240,0.42989,0.45968
301,301,2007,Single-person household,East,Yes,0.55938,416,11240,0.53062,0.58686
302,302,2007,Single-person household,East,No,0.44062,341,11240,0.4139,0.46986
303,303,2007,Couple without children,West,Yes,0.68188,2036,11240,0.6585,0.70382
304,304,2007,Couple without children,West,No,0.31812,809,11240,0.30203,0.3344
305,305,2007,Couple without children,East,Yes,0.71116,706,11240,0.67605,0.75561
306,306,2007,Couple without children,East,No,0.28884,274,11240,0.2553,0.31591
307,307,2007,Single parent,West,Yes,0.35922,202,11240,0.32779,0.3906
308,308,2007,Single parent,West,No,0.64078,323,11240,0.59086,0.69121
309,309,2007,Single parent,East,Yes,0.37394,74,11240,0.31184,0.43377
310,310,2007,Single parent,East,No,0.62606,111,11240,0.5425,0.71101
311,311,2007,Couple with children,West,Yes,0.60192,1774,11240,0.57643,0.62754
312,312,2007,Couple with children,West,No,0.39808,986,11240,0.37859,0.42218
313,313,2007,Couple with children,East,Yes,0.61487,489,11240,0.5645,0.67155
314,314,2007,Couple with children,East,No,0.38513,288,11240,0.35237,0.43052
315,315,2007,Multi-generational household,West,Yes,1.0,42,11240,0.72241,1.26613
316,316,2007,Other Combinations,West,Yes,1.0,48,11240,0.7458,1.23218
317,317,2008,Single-person household,West,Yes,0.55565,1275,10588,0.53885,0.57303
318,318,2008,Single-person household,West,No,0.44435,927,10588,0.42872,0.46048
319,319,2008,Single-person household,East,Yes,0.53685,388,10588,0.50082,0.56877
320,320,2008,Single-person household,East,No,0.46315,351,10588,0.42926,0.49543
321,321,2008,Couple without children,West,Yes,0.69086,1955,10588,0.66578,0.7166
322,322,2008,Couple without children,West,No,0.30914,746,10588,0.29237,0.32375
323,323,2008,Couple without children,East,Yes,0.69228,684,10588,0.64581,0.73421
324,324,2008,Couple without children,East,No,0.30772,283,10588,0.27874,0.34156
325,325,2008,Single parent,West,Yes,0.35968,197,10588,0.33096,0.39892
326,326,2008,Single parent,West,No,0.64032,304,10588,0.5898,0.69534
327,327,2008,Single parent,East,Yes,0.33471,60,10588,0.25413,0.40956
328,328,2008,Single parent,East,No,0.66529,112,10588,0.58022,0.76233
329,329,2008,Couple with children,West,Yes,0.61519,1612,10588,0.59102,0.63862
330,330,2008,Couple with children,West,No,0.38481,898,10588,0.36495,0.40482
331,331,2008,Couple with children,East,Yes,0.60595,448,10588,0.55272,0.6563
332,332,2008,Couple with children,East,No,0.39405,260,10588,0.34923,0.44067
333,333,2008,Multi-generational household,West,Yes,1.0,40,10588,0.75574,1.27083
334,334,2008,Other Combinations,West,Yes,1.0,48,10588,0.77314,1.26418
335,335,2009,Single-person household,West,Yes,0.55707,1198,9955,0.53642,0.5785
336,336,2009,Single-person household,West,No,0.44293,903,9955,0.42641,0.46191
337,337,2009,Single-person household,East,Yes,0.52488,387,9955,0.48939,0.56291
338,338,2009,Single-person household,East,No,0.47512,334,9955,0.43813,0.50709
339,339,2009,Couple without children,West,Yes,0.70065,1861,9955,0.66949,0.72914
340,340,2009,Couple without children,West,No,0.29935,702,9955,0.2821,0.31652
341,341,2009,Couple without children,East,Yes,0.68735,664,9955,0.64256,0.73196
342,342,2009,Couple without children,East,No,0.31265,272,9955,0.27446,0.34897
343,343,2009,Single parent,West,Yes,0.40092,196,9955,0.35738,0.45567
344,344,2009,Single parent,West,No,0.59908,260,9955,0.54522,0.65991
345,345,2009,Single parent,East,Yes,0.33802,59,9955,0.26827,0.42585
346,346,2009,Single parent,East,No,0.66198,112,9955,0.54928,0.76617
347,347,2009,Couple with children,West,Yes,0.61546,1476,9955,0.58977,0.64512
348,348,2009,Couple with children,West,No,0.38454,825,9955,0.36236,0.4034
349,349,2009,Couple with children,East,Yes,0.58948,405,9955,0.52443,0.66459
350,350,2009,Couple with children,East,No,0.41052,263,9955,0.36695,0.46465
351,351,2009,Other Combinations,West,Yes,1.0,38,9955,0.65759,1.32981
352,352,2010,Single-person household,West,Yes,0.55018,1119,13639,0.52884,0.57161
353,353,2010,Single-person household,West,No,0.44982,879,13639,0.43344,0.46987
354,354,2010,Single-person household,East,Yes,0.56682,385,13639,0.53524,0.60889
355,355,2010,Single-person household,East,No,0.43318,294,13639,0.40153,0.46595
356,356,2010,Couple without children,West,Yes,0.66391,1713,13639,0.63966,0.69133
357,357,2010,Couple without children,West,No,0.33609,739,13639,0.3186,0.35528
358,358,2010,Couple without children,East,Yes,0.66954,627,13639,0.62116,0.72028
359,359,2010,Couple without children,East,No,0.33046,263,13639,0.29003,0.37602
360,360,2010,Single parent,West,Yes,0.37158,529,13639,0.32997,0.40555
361,361,2010,Single parent,West,No,0.62842,901,13639,0.57513,0.68543
362,362,2010,Single parent,East,Yes,0.3235,147,13639,0.25139,0.40795
