"hlc0119_h","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Nein","2002","5","West","1237","0.1822725934388","0.173055730993703","0.191489455883896"
"Nein","2002","5","Ost","111","0.118333438470889","0.0973357215536876","0.13933115538809"
"Ja","2003","1","West","","","",""
"Ja","2003","1","Ost","","","",""
"Ja","2003","2","West","876","0.271970334307579","0.257074563204183","0.286866105410974"
"Ja","2003","2","Ost","445","0.260145349682385","0.239148081406497","0.281142617958273"
"Ja","2003","3","West","3418","0.540467947141038","0.528126528271369","0.552809366010707"
"Ja","2003","3","Ost","1510","0.661379798821004","0.642009872970975","0.680749724671033"
"Ja","2003","4","West","4220","0.719949271344011","0.708488817171223","0.731409725516799"
"Ja","2003","4","Ost","1355","0.7952205675275","0.77584307571497","0.81459805934003"
"Ja","2003","5","West","5250","0.818143592967417","0.808640617387757","0.827646568547077"
"Ja","2003","5","Ost","750","0.879631115124148","0.857858436747181","0.901403793501115"
"Nein","2003","1","West","","","",""
"Nein","2003","1","Ost","","","",""
"Nein","2003","2","West","2552","0.728029665692421","0.713133894589026","0.742925436795816"
"Nein","2003","2","Ost","1232","0.739854650317615","0.718857382041727","0.760851918593503"
"Nein","2003","3","West","2846","0.459532052858962","0.447190633989292","0.471873471728631"
"Nein","2003","3","Ost","783","0.338620201178996","0.319250275328967","0.357990127029025"
"Nein","2003","4","West","1677","0.280050728655989","0.268590274483201","0.291511182828777"
"Nein","2003","4","Ost","311","0.2047794324725","0.18540194065997","0.22415692428503"
"Nein","2003","5","West","1079","0.181856407032584","0.172353431452924","0.191359382612243"
"Nein","2003","5","Ost","108","0.120368884875852","0.0985962064988847","0.142141563252819"
"Ja","2004","1","West","","","",""
"Ja","2004","1","Ost","","","",""
"Ja","2004","2","West","856","0.260189961997336","0.245385898793942","0.27499402520073"
"Ja","2004","2","Ost","384","0.217095593748043","0.196875856575854","0.237315330920231"
"Ja","2004","3","West","3303","0.539301319114471","0.526821366442627","0.551781271786314"
"Ja","2004","3","Ost","1359","0.629491449058384","0.609292630947454","0.649690267169314"
"Ja","2004","4","West","3786","0.701880716936187","0.689760741594668","0.714000692277707"
"Ja","2004","4","Ost","1322","0.803189532727872","0.783923621377309","0.822455444078435"
"Ja","2004","5","West","5143","0.81352235489535","0.803871558632971","0.823173151157728"
"Ja","2004","5","Ost","793","0.867310574496436","0.845060685984783","0.889560463008089"
"Nein","2004","1","West","","","",""
"Nein","2004","1","Ost","","","",""
"Nein","2004","2","West","2518","0.739810038002664","0.72500597479927","0.754614101206058"
"Nein","2004","2","Ost","1213","0.782904406251957","0.762684669079769","0.803124143424146"
"Nein","2004","3","West","2825","0.46069868088553","0.448218728213686","0.473178633557373"
"Nein","2004","3","Ost","837","0.370508550941616","0.350309732830686","0.390707369052546"
"Nein","2004","4","West","1686","0.298119283063813","0.285999307722293","0.310239258405332"
"Nein","2004","4","Ost","314","0.196810467272128","0.177544555921565","0.216076378622691"
"Nein","2004","5","West","1114","0.18647764510465","0.176826848842271","0.196128441367029"
"Nein","2004","5","Ost","100","0.132689425503564","0.110439536991911","0.154939314015217"
"Ja","2005","1","West","","","",""
"Ja","2005","1","Ost","","","",""
"Ja","2005","2","West","787","0.234920757621776","0.220129895123648","0.249711620119905"
"Ja","2005","2","Ost","407","0.254655602762853","0.233538014114081","0.275773191411625"
"Ja","2005","3","West","3041","0.53934842843798","0.526284147920807","0.552412708955153"
"Ja","2005","3","Ost","1300","0.635197153731821","0.614199860547864","0.656194446915777"
"Ja","2005","4","West","3945","0.727850789528913","0.716017295606616","0.739684283451209"
"Ja","2005","4","Ost","1284","0.807049294581636","0.787671095220401","0.82642749394287"
"Ja","2005","5","West","5153","0.841917747842684","0.832728006826888","0.85110748885848"
"Ja","2005","5","Ost","746","0.879792633841284","0.858007165028693","0.901578102653875"
"Nein","2005","1","West","","","",""
"Nein","2005","1","Ost","","","",""
"Nein","2005","2","West","2369","0.765079242378224","0.750288379880095","0.779870104876352"
"Nein","2005","2","Ost","1228","0.745344397237147","0.724226808588375","0.766461985885919"
"Nein","2005","3","West","2551","0.46065157156202","0.447587291044847","0.473715852079193"
"Nein","2005","3","Ost","719","0.364802846268179","0.343805553084223","0.385800139452136"
"Nein","2005","4","West","1489","0.272149210471087","0.260315716548791","0.283982704393384"
"Nein","2005","4","Ost","309","0.192950705418364","0.17357250605713","0.212328904779599"
"Nein","2005","5","West","901","0.158082252157316","0.14889251114152","0.167271993173112"
"Nein","2005","5","Ost","110","0.120207366158716","0.0984218973461255","0.141992834971307"
"Ja","2006","1","West","","","",""
"Ja","2006","1","Ost","","","",""
"Ja","2006","2","West","704","0.200453434907103","0.186843808124641","0.214063061689565"
"Ja","2006","2","Ost","385","0.222486782224423","0.202657329117678","0.242316235331168"
"Ja","2006","3","West","3142","0.503965963206835","0.491500449073047","0.516431477340623"
"Ja","2006","3","Ost","1330","0.62621565554642","0.605645331273862","0.646785979818979"
"Ja","2006","4","West","4031","0.682491469921577","0.670487546400026","0.694495393443127"
"Ja","2006","4","Ost","1425","0.783888382752413","0.764805148318237","0.802971617186589"
"Ja","2006","5","West","5534","0.826957833430109","0.817835699145615","0.836079967714603"
"Ja","2006","5","Ost","739","0.823366907573794","0.797684299394915","0.849049515752674"
"Nein","2006","1","West","","","",""
"Nein","2006","1","Ost","","","",""
"Nein","2006","2","West","2620","0.799546565092897","0.785936938310435","0.813156191875359"
"Nein","2006","2","Ost","1305","0.777513217775577","0.757683764668832","0.797342670882322"
"Nein","2006","3","West","3038","0.496034036793165","0.483568522659377","0.508499550926953"
"Nein","2006","3","Ost","795","0.37378434445358","0.353214020181021","0.394354668726138"
"Nein","2006","4","West","1746","0.317508530078423","0.305504606556873","0.329512453599974"
"Nein","2006","4","Ost","362","0.216111617247587","0.197028382813411","0.235194851681763"
"Nein","2006","5","West","1072","0.173042166569891","0.163920032285396","0.182164300854385"
"Nein","2006","5","Ost","108","0.176633092426206","0.150950484247326","0.202315700605085"
"Ja","2007","1","West","","","",""
"Ja","2007","1","Ost","","","",""
"Ja","2007","2","West","638","0.209145301534802","0.194268694180553","0.22402190888905"
"Ja","2007","2","Ost","397","0.263026063560195","0.240118318010777","0.285933809109613"
"Ja","2007","3","West","2845","0.503747508200998","0.490506089261216","0.51698892714078"
"Ja","2007","3","Ost","1326","0.649553273015325","0.629190909188002","0.669915636842648"
"Ja","2007","4","West","3862","0.700777085042888","0.688624241828397","0.712929928257379"
"Ja","2007","4","Ost","1309","0.802278636881186","0.783101832031755","0.821455441730618"
"Ja","2007","5","West","5497","0.840060122618395","0.831118145962143","0.849002099274647"
"Ja","2007","5","Ost","775","0.881144383479838","0.859823271608677","0.902465495351"
"Nein","2007","1","West","","","",""
"Nein","2007","1","Ost","","","",""
"Nein","2007","2","West","2233","0.790854698465198","0.77597809111095","0.805731305819447"
"Nein","2007","2","Ost","1022","0.736973936439805","0.714066190890387","0.759881681989223"
"Nein","2007","3","West","2632","0.496252491799002","0.48301107285922","0.509493910738784"
"Nein","2007","3","Ost","783","0.350446726984675","0.330084363157352","0.370809090811998"
"Nein","2007","4","West","1592","0.299222914957112","0.287070071742621","0.311375758171603"
"Nein","2007","4","Ost","348","0.197721363118814","0.178544558269382","0.216898167968245"
"Nein","2007","5","West","958","0.159939877381605","0.150997900725353","0.168881854037857"
"Nein","2007","5","Ost","110","0.118855616520162","0.0975345046490001","0.140176728391323"
"Ja","2008","1","West","","","",""
"Ja","2008","1","Ost","","","",""
"Ja","2008","2","West","621","0.245885072145739","0.22910249984392","0.262667644447558"
"Ja","2008","2","Ost","286","0.257168033854853","0.233063418805062","0.281272648904645"
"Ja","2008","3","West","2338","0.491998406371102","0.477758652435235","0.50623816030697"
"Ja","2008","3","Ost","1169","0.607323567338454","0.585462844391997","0.629184290284912"
"Ja","2008","4","West","3683","0.696277194241164","0.683824776581462","0.708729611900866"
"Ja","2008","4","Ost","1260","0.783261524879017","0.763053817861614","0.803469231896419"
"Ja","2008","5","West","5315","0.835631635511297","0.826448699309943","0.844814571712652"
"Ja","2008","5","Ost","844","0.851525947687287","0.829207190505258","0.873844704869315"
"Nein","2008","1","West","","","",""
"Nein","2008","1","Ost","","","",""
"Nein","2008","2","West","1908","0.754114927854261","0.737332355552442","0.77089750015608"
"Nein","2008","2","Ost","977","0.742831966145146","0.718727351095354","0.766936581194938"
"Nein","2008","3","West","2397","0.508001593628898","0.49376183969303","0.522241347564765"
"Nein","2008","3","Ost","748","0.392676432661546","0.370815709715089","0.414537155608003"
"Nein","2008","4","West","1556","0.303722805758836","0.291270388099134","0.316175223418538"
"Nein","2008","4","Ost","337","0.216738475120983","0.196530768103581","0.236946182138386"
"Nein","2008","5","West","942","0.164368364488703","0.155185428287348","0.173551300690057"
"Nein","2008","5","Ost","131","0.148474052312713","0.126155295130685","0.170792809494742"
"Ja","2009","1","West","","","",""
"Ja","2009","1","Ost","","","",""
"Ja","2009","2","West","464","0.204384571192551","0.187835977210179","0.220933165174923"
"Ja","2009","2","Ost","221","0.249412792417466","0.223936386942187","0.274889197892745"
"Ja","2009","3","West","2122","0.489453296203208","0.474478916398568","0.504427676007848"
"Ja","2009","3","Ost","1048","0.557920275146711","0.535147540373525","0.580693009919897"
"Ja","2009","4","West","3334","0.700513683518573","0.687493553953625","0.713533813083521"
"Ja","2009","4","Ost","1268","0.764951600765444","0.744416976055283","0.785486225475605"
"Ja","2009","5","West","5178","0.830676284557053","0.821260171448367","0.840092397665738"
"Ja","2009","5","Ost","823","0.864228647235585","0.842400296446047","0.886056998025122"
"Nein","2009","1","West","","","",""
"Nein","2009","1","Ost","","","",""
"Nein","2009","2","West","1817","0.795615428807449","0.779066834825077","0.812164022789821"
"Nein","2009","2","Ost","887","0.750587207582534","0.725110802107255","0.776063613057813"
"Nein","2009","3","West","2159","0.510546703796792","0.495572323992152","0.525521083601432"
"Nein","2009","3","Ost","779","0.442079724853289","0.419306990080103","0.464852459626475"
"Nein","2009","4","West","1420","0.299486316481427","0.286466186916479","0.312506446046375"
"Nein","2009","4","Ost","370","0.235048399234556","0.214513774524395","0.255583023944717"
"Nein","2009","5","West","916","0.169323715442947","0.159907602334262","0.178739828551633"
"Nein","2009","5","Ost","123","0.135771352764415","0.113943001974878","0.157599703553953"
"Ja","2010","1","West","","","",""
"Ja","2010","1","Ost","","","",""
"Ja","2010","2","West","939","0.190121994201453","0.179506608279868","0.200737380123039"
"Ja","2010","2","Ost","488","0.248964848890481","0.230218927384526","0.267710770396435"
"Ja","2010","3","West","3724","0.451764527813347","0.441314227107172","0.462214828519522"
"Ja","2010","3","Ost","1353","0.546745028969673","0.527880328787155","0.565609729152191"
"Ja","2010","4","West","4733","0.673601458073455","0.662687809562371","0.68451510658454"
"Ja","2010","4","Ost","1428","0.719943830305503","0.699978174944873","0.739909485666134"
"Ja","2010","5","West","6716","0.795995013830153","0.787311567114444","0.804678460545862"
"Ja","2010","5","Ost","1043","0.851042149397703","0.830980684636384","0.871103614159023"
"Nein","2010","1","West","","","",""
"Nein","2010","1","Ost","","","",""
"Nein","2010","2","West","4310","0.809878005798547","0.799262619876961","0.820493391720132"
"Nein","2010","2","Ost","1556","0.751035151109519","0.732289229603565","0.769781072615474"
"Nein","2010","3","West","4988","0.548235472186653","0.537785171480478","0.558685772892828"
"Nein","2010","3","Ost","1322","0.453254971030327","0.434390270847809","0.472119671212845"
"Nein","2010","4","West","2358","0.326398541926545","0.31548489341546","0.337312190437629"
"Nein","2010","4","Ost","515","0.280056169694496","0.260090514333866","0.300021825055127"
"Nein","2010","5","West","1557","0.204004986169847","0.195321539454138","0.212688432885556"
"Nein","2010","5","Ost","167","0.148957850602297","0.128896385840977","0.169019315363616"
"Ja","2011","1","West","","","",""
"Ja","2011","1","Ost","","","",""
"Ja","2011","2","West","1042","0.209201482253612","0.198404920593403","0.219998043913821"
"Ja","2011","2","Ost","425","0.198659254463403","0.182080721509652","0.215237787417153"
"Ja","2011","3","West","4283","0.464251030814293","0.454369487322944","0.474132574305641"
"Ja","2011","3","Ost","1499","0.565372704234826","0.547362131896666","0.583383276572985"
"Ja","2011","4","West","6071","0.704011238033739","0.69455717582793","0.713465300239547"
"Ja","2011","4","Ost","1781","0.7677226909852","0.750760811439117","0.784684570531283"
"Ja","2011","5","West","8603","0.843989773112576","0.836954369494741","0.851025176730411"
"Ja","2011","5","Ost","1356","0.869948527925678","0.853336898779443","0.886560157071912"
"Nein","2011","1","West","","","",""
"Nein","2011","1","Ost","","","",""
"Nein","2011","2","West","4410","0.790798517746388","0.780001956086179","0.801595079406597"
"Nein","2011","2","Ost","1800","0.801340745536597","0.784762212582847","0.817919278490348"
"Nein","2011","3","West","5502","0.535748969185708","0.525867425694359","0.545630512677056"
"Nein","2011","3","Ost","1411","0.434627295765174","0.416616723427015","0.452637868103334"
"Nein","2011","4","West","2885","0.295988761966261","0.286534699760453","0.30544282417207"
"Nein","2011","4","Ost","600","0.2322773090148","0.215315429468717","0.249239188560882"
"Nein","2011","5","West","1616","0.156010226887424","0.148974823269589","0.16304563050526"
"Nein","2011","5","Ost","219","0.130051472074322","0.113439842928088","0.146663101220557"
"Ja","2012","1","West","","","",""
"Ja","2012","1","Ost","","","",""
"Ja","2012","2","West","739","0.162615582384282","0.151758879339866","0.173472285428698"
"Ja","2012","2","Ost","391","0.216742322714066","0.198152025518108","0.235332619910024"
