year,migback,regtyp,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Direct migration background,Urban regions,Yes,0.48807,856,1842,0.46524,0.51091
2019,Direct migration background,Urban regions,No,0.51193,986,1842,0.48909,0.53476
2019,Direct migration background,Rural regions,Yes,0.48667,292,622,0.44735,0.52598
2019,Direct migration background,Rural regions,No,0.51333,330,622,0.47402,0.55265
2019,Indirect migration background,Urban regions,Yes,0.57145,414,816,0.53748,0.60543
2019,Indirect migration background,Urban regions,No,0.42855,402,816,0.39457,0.46252
2019,Indirect migration background,Rural regions,Yes,0.54950,87,202,0.48072,0.61829
2019,Indirect migration background,Rural regions,No,0.45050,115,202,0.38171,0.51928
2022,No migration background,Urban regions,Yes,0.62551,4164,6766,0.61398,0.63705
2022,No migration background,Urban regions,No,0.37449,2602,6766,0.36295,0.38602
2022,No migration background,Rural regions,Yes,0.59344,2398,4151,0.57850,0.60838
2022,No migration background,Rural regions,No,0.40656,1753,4151,0.39162,0.42150
2022,Direct migration background,Urban regions,Yes,0.54706,2132,3686,0.53099,0.56314
2022,Direct migration background,Urban regions,No,0.45294,1554,3686,0.43686,0.46901
2022,Direct migration background,Rural regions,Yes,0.59642,394,662,0.55902,0.63382
2022,Direct migration background,Rural regions,No,0.40358,268,662,0.36618,0.44098
2022,Indirect migration background,Urban regions,Yes,0.62471,444,736,0.58971,0.65972
2022,Indirect migration background,Urban regions,No,0.37529,292,736,0.34028,0.41029
2022,Indirect migration background,Rural regions,Yes,0.62881,126,230,0.56623,0.69138
2022,Indirect migration background,Rural regions,No,0.37119,104,230,0.30862,0.43377
