year,age_gr,regtyp,plb0050,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2016,30-45 y.,Urban regions,Yes,0.13121393233055798,1837,13867,0.13110573878657905,0.1313221258745369
2016,30-45 y.,Urban regions,No,0.10598786830725959,1681,13867,0.10588922792827114,0.10608650868624804
2016,30-45 y.,Rural regions,Yes,0.052887006966329454,884,13867,0.052815288608044325,0.05295872532461458
2016,30-45 y.,Rural regions,No,0.04761626522470713,934,13867,0.04754802529095584,0.04768450515845842
2016,46-65 y.,Urban regions,Yes,0.17213439472960795,2244,13867,0.1720134272323098,0.1722553622269061
2016,46-65 y.,Urban regions,No,0.12944570738131186,1652,13867,0.12933813601009844,0.12955327875252529
2016,46-65 y.,Rural regions,Yes,0.08891804284466395,1219,13867,0.08882683575082045,0.08900924993850745
2016,46-65 y.,Rural regions,No,0.07415386539717204,1021,13867,0.07406990175804061,0.07423782903630348
2016,66 and older,Urban regions,Yes,0.0028719455486329514,36,13867,0.0028547973495884073,0.0028890937476774956
2016,66 and older,Urban regions,No,0.011178387313692629,119,13867,0.011144697120679694,0.011212077506705564
2016,66 and older,Rural regions,No,0.005465088081826521,58,13867,0.005441463531713231,0.005488712631939811
2019,17-29 y.,Urban regions,Yes,0.06578348635970888,786,15295,0.06570477969440461,0.06586219302501314
2019,17-29 y.,Urban regions,No,0.059022288240447245,720,15295,0.058947466640794456,0.05909710984010003
2019,17-29 y.,Rural regions,Yes,0.02370079622821304,355,15295,0.023652501221027585,0.023749091235398492
2019,17-29 y.,Rural regions,No,0.022421208951450725,369,15295,0.02237420496442707,0.02246821293847438
2019,30-45 y.,Urban regions,Yes,0.1361837970914333,1613,15295,0.13607490340716794,0.13629269077569867
2019,30-45 y.,Urban regions,No,0.1055485435445005,1552,15295,0.10545099207644264,0.10564609501255835
2019,30-45 y.,Rural regions,Yes,0.05062716418877929,760,15295,0.05055755933897129,0.050696769038587296
2019,30-45 y.,Rural regions,No,0.04897114191160197,893,15295,0.04890262523924112,0.04903965858396282
2019,46-65 y.,Urban regions,Yes,0.17324291976386239,2519,15295,0.17312276361287085,0.17336307591485392
2019,46-65 y.,Urban regions,No,0.13145349372027756,2470,15295,0.13134621541487454,0.1315607720256806
2019,46-65 y.,Rural regions,Yes,0.08373449891606227,1319,15295,0.08364655775814998,0.08382244007397456
2019,46-65 y.,Rural regions,No,0.07474480130165155,1454,15295,0.07466130820628457,0.07482829439701853
2019,66 and older,Urban regions,Yes,0.00494859831762689,67,15295,0.00492631944765696,0.00497087718759682
2019,66 and older,Urban regions,No,0.013342986104351284,275,15295,0.013306557803058283,0.013379414405644285
2019,66 and older,Rural regions,No,0.006274275360033105,143,15295,0.006249205936189982,0.006299344783876228
