year,quintil_oecd,regtyp,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,2nd Quintile,Urban regions,Yes,0.43700,314,744,0.40133,0.47267
2011,2nd Quintile,Urban regions,No,0.56300,430,744,0.52733,0.59867
2011,2nd Quintile,Rural regions,Yes,0.34941,194,522,0.30847,0.39036
2011,2nd Quintile,Rural regions,No,0.65059,328,522,0.60964,0.69153
2011,3rd Quintile,Urban regions,Yes,0.49693,571,1060,0.46682,0.52705
2011,3rd Quintile,Urban regions,No,0.50307,489,1060,0.47295,0.53318
2011,3rd Quintile,Rural regions,Yes,0.51139,335,676,0.47368,0.54910
2011,3rd Quintile,Rural regions,No,0.48861,341,676,0.45090,0.52632
2011,4th Quintile,Urban regions,Yes,0.55518,809,1460,0.52968,0.58068
2011,4th Quintile,Urban regions,No,0.44482,651,1460,0.41932,0.47032
2011,4th Quintile,Rural regions,Yes,0.55784,424,738,0.52198,0.59369
2011,4th Quintile,Rural regions,No,0.44216,314,738,0.40631,0.47802
2011,5th Quintile,Urban regions,Yes,0.61819,1225,2038,0.59709,0.63928
2011,5th Quintile,Urban regions,No,0.38181,813,2038,0.36072,0.40291
2011,5th Quintile,Rural regions,Yes,0.57761,450,771,0.54272,0.61250
2011,5th Quintile,Rural regions,No,0.42239,321,771,0.38750,0.45728
2016,1st Quintile,Urban regions,Yes,0.39715,466,1287,0.37041,0.42390
2016,1st Quintile,Urban regions,No,0.60285,821,1287,0.57610,0.62959
2016,1st Quintile,Rural regions,Yes,0.34260,267,796,0.30961,0.37559
2016,1st Quintile,Rural regions,No,0.65740,529,796,0.62441,0.69039
2016,2nd Quintile,Urban regions,Yes,0.41128,727,1698,0.38787,0.43469
2016,2nd Quintile,Urban regions,No,0.58872,971,1698,0.56531,0.61213
2016,2nd Quintile,Rural regions,Yes,0.41382,432,1041,0.38388,0.44375
2016,2nd Quintile,Rural regions,No,0.58618,609,1041,0.55625,0.61612
2016,3rd Quintile,Urban regions,Yes,0.52016,946,1759,0.49681,0.54351
2016,3rd Quintile,Urban regions,No,0.47984,813,1759,0.45649,0.50319
2016,3rd Quintile,Rural regions,Yes,0.56537,586,1073,0.53569,0.59504
2016,3rd Quintile,Rural regions,No,0.43463,487,1073,0.40496,0.46431
2016,4th Quintile,Urban regions,Yes,0.57509,1202,2006,0.55346,0.59673
2016,4th Quintile,Urban regions,No,0.42491,804,2006,0.40327,0.44654
2016,4th Quintile,Rural regions,Yes,0.55384,603,1055,0.52383,0.58385
2016,4th Quintile,Rural regions,No,0.44616,452,1055,0.41615,0.47617
2016,5th Quintile,Urban regions,Yes,0.65884,1471,2288,0.63941,0.67827
2016,5th Quintile,Urban regions,No,0.34116,817,2288,0.32173,0.36059
2016,5th Quintile,Rural regions,Yes,0.67472,588,886,0.64385,0.70558
2016,5th Quintile,Rural regions,No,0.32528,298,886,0.29442,0.35615
2019,1st Quintile,Urban regions,Yes,0.39947,461,1139,0.37101,0.42792
2019,1st Quintile,Urban regions,No,0.60053,678,1139,0.57208,0.62899
2019,1st Quintile,Rural regions,Yes,0.32919,228,679,0.29382,0.36456
2019,1st Quintile,Rural regions,No,0.67081,451,679,0.63544,0.70618
2019,2nd Quintile,Urban regions,Yes,0.51362,794,1582,0.48898,0.53826
2019,2nd Quintile,Urban regions,No,0.48638,788,1582,0.46174,0.51102
2019,2nd Quintile,Rural regions,Yes,0.40969,449,1051,0.37994,0.43943
2019,2nd Quintile,Rural regions,No,0.59031,602,1051,0.56057,0.62006
2019,3rd Quintile,Urban regions,Yes,0.51316,949,1727,0.48958,0.53674
2019,3rd Quintile,Urban regions,No,0.48684,778,1727,0.46326,0.51042
2019,3rd Quintile,Rural regions,Yes,0.54650,554,1041,0.51624,0.57675
2019,3rd Quintile,Rural regions,No,0.45350,487,1041,0.42325,0.48376
2019,4th Quintile,Urban regions,Yes,0.61329,1154,1854,0.59112,0.63547
2019,4th Quintile,Urban regions,No,0.38671,700,1854,0.36453,0.40888
2019,4th Quintile,Rural regions,Yes,0.56089,579,994,0.53003,0.59176
2019,4th Quintile,Rural regions,No,0.43911,415,994,0.40824,0.46997
2019,5th Quintile,Urban regions,Yes,0.64680,1456,2341,0.62743,0.66616
2019,5th Quintile,Urban regions,No,0.35320,885,2341,0.33384,0.37257
2019,5th Quintile,Rural regions,Yes,0.64093,579,918,0.60988,0.67198
2019,5th Quintile,Rural regions,No,0.35907,339,918,0.32802,0.39012
2022,1st Quintile,Urban regions,Yes,0.45178,342,784,0.41692,0.48663
2022,1st Quintile,Urban regions,No,0.54822,442,784,0.51337,0.58308
2022,1st Quintile,Rural regions,Yes,0.41564,174,391,0.36673,0.46456
2022,1st Quintile,Rural regions,No,0.58436,217,391,0.53544,0.63327
2022,2nd Quintile,Urban regions,Yes,0.53291,531,994,0.50188,0.56394
2022,2nd Quintile,Urban regions,No,0.46709,463,994,0.43606,0.49812
2022,2nd Quintile,Rural regions,Yes,0.53791,298,605,0.49815,0.57767
2022,2nd Quintile,Rural regions,No,0.46209,307,605,0.42233,0.50185
2022,3rd Quintile,Urban regions,Yes,0.59937,686,1152,0.57106,0.62768
2022,3rd Quintile,Urban regions,No,0.40063,466,1152,0.37232,0.42894
2022,3rd Quintile,Rural regions,Yes,0.56886,363,628,0.53009,0.60762
2022,3rd Quintile,Rural regions,No,0.43114,265,628,0.39238,0.46991
2022,4th Quintile,Urban regions,Yes,0.63562,856,1339,0.60984,0.66141
2022,4th Quintile,Urban regions,No,0.36438,483,1339,0.33859,0.39016
2022,4th Quintile,Rural regions,Yes,0.65222,427,689,0.61663,0.68781
2022,4th Quintile,Rural regions,No,0.34778,262,689,0.31219,0.38337
2022,5th Quintile,Urban regions,Yes,0.68917,1061,1629,0.66669,0.71166
2022,5th Quintile,Urban regions,No,0.31083,568,1629,0.28834,0.33331
2022,5th Quintile,Rural regions,Yes,0.73363,372,585,0.69777,0.76948
2022,5th Quintile,Rural regions,No,0.26637,213,585,0.23052,0.30223
