year,quintil_oecd,sampreg,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,2nd Quintile,East,Yes,0.11994,154,428,0.08913,0.15076
2011,2nd Quintile,East,No,0.24596,274,428,0.20512,0.28681
2011,3rd Quintile,West,Yes,0.21704,673,1279,0.19444,0.23964
2011,3rd Quintile,West,No,0.21522,606,1279,0.19269,0.23775
2011,3rd Quintile,East,Yes,0.22702,233,457,0.18857,0.26546
2011,3rd Quintile,East,No,0.22346,224,457,0.18523,0.26170
2011,4th Quintile,West,Yes,0.28972,939,1669,0.26795,0.31149
2011,4th Quintile,West,No,0.22462,730,1669,0.20459,0.24465
2011,4th Quintile,East,Yes,0.33945,294,529,0.29906,0.37984
2011,4th Quintile,East,No,0.30668,235,529,0.26735,0.34601
2011,5th Quintile,West,Yes,0.36736,1399,2373,0.34796,0.38676
2011,5th Quintile,West,No,0.23560,974,2373,0.21852,0.25267
2011,5th Quintile,East,Yes,0.42897,276,436,0.38246,0.47548
2011,5th Quintile,East,No,0.28589,160,436,0.24343,0.32835
2016,1st Quintile,West,Yes,0.10531,560,1559,0.09007,0.12055
2016,1st Quintile,West,No,0.16718,999,1559,0.14865,0.18571
2016,1st Quintile,East,Yes,0.10792,173,524,0.08133,0.13451
2016,1st Quintile,East,No,0.19778,351,524,0.16364,0.23192
2016,2nd Quintile,West,Yes,0.15999,908,2127,0.14441,0.17558
2016,2nd Quintile,West,No,0.22601,1219,2127,0.20823,0.24379
2016,2nd Quintile,East,Yes,0.15139,251,612,0.12297,0.17981
2016,2nd Quintile,East,No,0.22381,361,612,0.19076,0.25686
2016,3rd Quintile,West,Yes,0.26821,1236,2246,0.24989,0.28654
2016,3rd Quintile,West,No,0.22012,1010,2246,0.20298,0.23726
2016,3rd Quintile,East,Yes,0.23543,296,586,0.20105,0.26981
2016,3rd Quintile,East,No,0.24967,290,586,0.21460,0.28475
2016,4th Quintile,West,Yes,0.31475,1488,2535,0.29667,0.33283
2016,4th Quintile,West,No,0.24523,1047,2535,0.22848,0.26198
2016,4th Quintile,East,Yes,0.37176,317,526,0.33042,0.41310
2016,4th Quintile,East,No,0.24525,209,526,0.20845,0.28205
2016,5th Quintile,West,Yes,0.38705,1779,2747,0.36883,0.40526
2016,5th Quintile,West,No,0.19738,968,2747,0.18249,0.21226
2016,5th Quintile,East,Yes,0.44005,280,427,0.39292,0.48719
2016,5th Quintile,East,No,0.21831,147,427,0.17908,0.25754
2019,1st Quintile,West,Yes,0.11020,530,1354,0.09351,0.12688
2019,1st Quintile,West,No,0.17417,824,1354,0.15396,0.19438
2019,1st Quintile,East,Yes,0.09500,159,464,0.06829,0.12171
2019,1st Quintile,East,No,0.18322,305,464,0.14799,0.21846
2019,2nd Quintile,West,Yes,0.19938,975,2011,0.18192,0.21685
2019,2nd Quintile,West,No,0.21051,1036,2011,0.19269,0.22833
2019,2nd Quintile,East,Yes,0.16443,268,622,0.13527,0.19358
2019,2nd Quintile,East,No,0.21393,354,622,0.18167,0.24618
2019,3rd Quintile,West,Yes,0.26631,1187,2157,0.24765,0.28497
2019,3rd Quintile,West,No,0.23841,970,2157,0.22042,0.25640
2019,3rd Quintile,East,Yes,0.25481,316,611,0.22023,0.28939
2019,3rd Quintile,East,No,0.24769,295,611,0.21344,0.28195
2019,4th Quintile,West,Yes,0.32674,1425,2352,0.30778,0.34570
2019,4th Quintile,West,No,0.22300,927,2352,0.20617,0.23982
2019,4th Quintile,East,Yes,0.37165,308,496,0.32908,0.41422
2019,4th Quintile,East,No,0.24573,188,496,0.20780,0.28366
2019,5th Quintile,West,Yes,0.39122,1727,2781,0.37308,0.40936
2019,5th Quintile,West,No,0.22145,1054,2781,0.20601,0.23688
2019,5th Quintile,East,Yes,0.46358,308,478,0.41883,0.50833
2019,5th Quintile,East,No,0.19051,170,478,0.15527,0.22575
2022,1st Quintile,West,Yes,0.11327,381,880,0.09232,0.13422
2022,1st Quintile,West,No,0.14688,499,880,0.12348,0.17028
2022,1st Quintile,East,Yes,0.12061,135,295,0.08338,0.15784
2022,1st Quintile,East,No,0.13900,160,295,0.09946,0.17855
2022,2nd Quintile,West,Yes,0.20901,640,1182,0.18582,0.23220
2022,2nd Quintile,West,No,0.17394,542,1182,0.15232,0.19556
2022,2nd Quintile,East,Yes,0.18171,189,417,0.14465,0.21876
2022,2nd Quintile,East,No,0.19138,228,417,0.15358,0.22918
2022,3rd Quintile,West,Yes,0.26077,848,1409,0.23783,0.28370
2022,3rd Quintile,West,No,0.17818,561,1409,0.15819,0.19817
2022,3rd Quintile,East,Yes,0.23339,201,371,0.19029,0.27649
2022,3rd Quintile,East,No,0.18372,170,371,0.14426,0.22318
2022,4th Quintile,West,Yes,0.34100,1054,1662,0.31820,0.36379
2022,4th Quintile,West,No,0.19149,608,1662,0.17256,0.21041
2022,4th Quintile,East,Yes,0.32959,229,366,0.28137,0.37782
2022,4th Quintile,East,No,0.18030,137,366,0.14086,0.21974
2022,5th Quintile,West,Yes,0.35344,1223,1866,0.33175,0.37514
2022,5th Quintile,West,No,0.14833,643,1866,0.13220,0.16446
2022,5th Quintile,East,Yes,0.36724,210,348,0.31652,0.41796
2022,5th Quintile,East,No,0.18119,138,348,0.14066,0.22171
