,Unnamed: 0,year,bula_h,sex,plb0050,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
73,73,2006,Hesse,female,Yes,0.53076,222,12027,0.48106,0.58773
74,74,2006,Hesse,female,No,0.46924,201,12027,0.42316,0.52086
75,75,2006,"Rhineland-Palatinate, Saarland",male,Yes,0.48338,205,12027,0.44267,0.5429
76,76,2006,"Rhineland-Palatinate, Saarland",male,No,0.51662,170,12027,0.44963,0.57393
77,77,2006,"Rhineland-Palatinate, Saarland",female,Yes,0.41291,148,12027,0.36141,0.46312
78,78,2006,"Rhineland-Palatinate, Saarland",female,No,0.58709,205,12027,0.51997,0.65363
79,79,2006,Baden-Wuerttemberg,male,Yes,0.56358,482,12027,0.51132,0.60996
80,80,2006,Baden-Wuerttemberg,male,No,0.43642,381,12027,0.399,0.47581
81,81,2006,Baden-Wuerttemberg,female,Yes,0.50074,344,12027,0.46327,0.54639
82,82,2006,Baden-Wuerttemberg,female,No,0.49926,348,12027,0.45733,0.54933
83,83,2006,Bavaria,male,Yes,0.54517,527,12027,0.50529,0.58284
84,84,2006,Bavaria,male,No,0.45483,416,12027,0.41464,0.4975
85,85,2006,Bavaria,female,Yes,0.4645,411,12027,0.43019,0.50674
86,86,2006,Bavaria,female,No,0.5355,472,12027,0.49902,0.57856
87,87,2006,Berlin,male,Yes,0.45307,112,12027,0.38118,0.50836
88,88,2006,Berlin,male,No,0.54693,108,12027,0.46993,0.62667
89,89,2006,Berlin,female,Yes,0.51315,121,12027,0.44541,0.58738
90,90,2006,Berlin,female,No,0.48685,101,12027,0.4178,0.56594
91,91,2006,Brandenburg,male,Yes,0.41577,109,12027,0.34337,0.49525
92,92,2006,Brandenburg,male,No,0.58423,131,12027,0.51251,0.65977
93,93,2006,Brandenburg,female,Yes,0.52183,129,12027,0.45592,0.59526
94,94,2006,Brandenburg,female,No,0.47817,111,12027,0.40717,0.56096
95,95,2006,Mecklenburg-Western Pomerania,male,Yes,0.35718,59,12027,0.3017,0.41616
96,96,2006,Mecklenburg-Western Pomerania,male,No,0.64282,71,12027,0.52797,0.75654
97,97,2006,Mecklenburg-Western Pomerania,female,Yes,0.5399,73,12027,0.44771,0.63925
98,98,2006,Mecklenburg-Western Pomerania,female,No,0.4601,72,12027,0.37901,0.55953
99,99,2006,Saxony,male,Yes,0.46088,183,12027,0.40526,0.51855
100,100,2006,Saxony,male,No,0.53912,247,12027,0.48565,0.5941
101,101,2006,Saxony,female,Yes,0.49489,192,12027,0.43962,0.54189
102,102,2006,Saxony,female,No,0.50511,211,12027,0.4536,0.5551
103,103,2006,Saxony-Anhalt,male,Yes,0.41869,98,12027,0.34062,0.51056
104,104,2006,Saxony-Anhalt,male,No,0.58131,133,12027,0.4841,0.67484
105,105,2006,Saxony-Anhalt,female,Yes,0.38619,108,12027,0.31752,0.45894
106,106,2006,Saxony-Anhalt,female,No,0.61381,117,12027,0.50778,0.71623
107,107,2006,Thuringa,male,Yes,0.33873,105,12027,0.29019,0.4034
108,108,2006,Thuringa,male,No,0.66127,155,12027,0.55971,0.76587
109,109,2006,Thuringa,female,Yes,0.39957,101,12027,0.35036,0.4699
110,110,2006,Thuringa,female,No,0.60043,121,12027,0.51987,0.72039
111,111,2011,Schleswig-Holstein,male,Yes,0.55186,92,11038,0.46349,0.65464
112,112,2011,Schleswig-Holstein,male,No,0.44814,75,11038,0.37233,0.54332
113,113,2011,Schleswig-Holstein,female,Yes,0.55392,88,11038,0.43778,0.66966
114,114,2011,Schleswig-Holstein,female,No,0.44608,80,11038,0.35328,0.52748
115,115,2011,Hamburg,male,Yes,0.52832,51,11038,0.3612,0.75967
116,116,2011,Hamburg,male,No,0.47168,40,11038,0.33627,0.63291
117,117,2011,Hamburg,female,Yes,0.44289,33,11038,0.32873,0.59667
118,118,2011,Hamburg,female,No,0.55711,41,11038,0.3942,0.78708
119,119,2011,Lower Saxony,male,Yes,0.60644,302,11038,0.53685,0.67362
120,120,2011,Lower Saxony,male,No,0.39356,220,11038,0.34926,0.45459
121,121,2011,Lower Saxony,female,Yes,0.52633,261,11038,0.47363,0.58645
122,122,2011,Lower Saxony,female,No,0.47367,230,11038,0.41388,0.5345
123,123,2011,North Rhine-Westphalia,male,Yes,0.54706,651,11038,0.50796,0.58815
124,124,2011,North Rhine-Westphalia,male,No,0.45294,492,11038,0.41279,0.49889
125,125,2011,North Rhine-Westphalia,female,Yes,0.53384,550,11038,0.4871,0.57916
126,126,2011,North Rhine-Westphalia,female,No,0.46616,512,11038,0.42872,0.50737
127,127,2011,Hesse,male,Yes,0.59728,238,11038,0.53052,0.66934
128,128,2011,Hesse,male,No,0.40272,157,11038,0.33964,0.48252
129,129,2011,Hesse,female,Yes,0.57866,237,11038,0.52169,0.65916
130,130,2011,Hesse,female,No,0.42134,173,11038,0.36565,0.48747
131,131,2011,"Rhineland-Palatinate, Saarland",male,Yes,0.59269,185,11038,0.50872,0.67192
132,132,2011,"Rhineland-Palatinate, Saarland",male,No,0.40731,129,11038,0.34041,0.48129
133,133,2011,"Rhineland-Palatinate, Saarland",female,Yes,0.45817,154,11038,0.39468,0.53938
134,134,2011,"Rhineland-Palatinate, Saarland",female,No,0.54183,164,11038,0.46013,0.62108
135,135,2011,Baden-Wuerttemberg,male,Yes,0.61529,414,11038,0.55398,0.68934
136,136,2011,Baden-Wuerttemberg,male,No,0.38471,302,11038,0.34008,0.43081
137,137,2011,Baden-Wuerttemberg,female,Yes,0.52007,322,11038,0.46608,0.57397
138,138,2011,Baden-Wuerttemberg,female,No,0.47993,325,11038,0.42449,0.52396
139,139,2011,Bavaria,male,Yes,0.53351,487,11038,0.48518,0.58719
140,140,2011,Bavaria,male,No,0.46649,377,11038,0.41478,0.51864
141,141,2011,Bavaria,female,Yes,0.49224,435,11038,0.43904,0.539
142,142,2011,Bavaria,female,No,0.50776,455,11038,0.45769,0.56297
143,143,2011,Berlin,male,Yes,0.59775,109,11038,0.50798,0.68963
144,144,2011,Berlin,male,No,0.40225,81,11038,0.33618,0.48666
145,145,2011,Berlin,female,Yes,0.49087,116,11038,0.41769,0.56094
146,146,2011,Berlin,female,No,0.50913,102,11038,0.41853,0.60181
147,147,2011,Brandenburg,male,Yes,0.40866,85,11038,0.325,0.51747
148,148,2011,Brandenburg,male,No,0.59134,118,11038,0.49447,0.69694
149,149,2011,Brandenburg,female,Yes,0.57583,127,11038,0.48059,0.69737
150,150,2011,Brandenburg,female,No,0.42417,94,11038,0.34051,0.52054
151,151,2011,Mecklenburg-Western Pomerania,male,Yes,0.50247,68,11038,0.40281,0.61395
152,152,2011,Mecklenburg-Western Pomerania,male,No,0.49753,62,11038,0.38943,0.61678
153,153,2011,Mecklenburg-Western Pomerania,female,Yes,0.53265,72,11038,0.4239,0.63997
154,154,2011,Mecklenburg-Western Pomerania,female,No,0.46735,57,11038,0.34743,0.62354
155,155,2011,Saxony,male,Yes,0.44124,182,11038,0.37163,0.4936
156,156,2011,Saxony,male,No,0.55876,216,11038,0.48693,0.64792
157,157,2011,Saxony,female,Yes,0.49682,180,11038,0.43023,0.57558
158,158,2011,Saxony,female,No,0.50318,197,11038,0.42627,0.56736
159,159,2011,Saxony-Anhalt,male,Yes,0.4556,112,11038,0.37688,0.55935
160,160,2011,Saxony-Anhalt,male,No,0.5444,109,11038,0.43124,0.65946
161,161,2011,Saxony-Anhalt,female,Yes,0.57881,131,11038,0.47842,0.70107
162,162,2011,Saxony-Anhalt,female,No,0.42119,94,11038,0.34269,0.51673
163,163,2011,Thuringa,male,Yes,0.4181,103,11038,0.35334,0.49496
164,164,2011,Thuringa,male,No,0.5819,119,11038,0.44166,0.74496
165,165,2011,Thuringa,female,Yes,0.39839,113,11038,0.3256,0.47882
166,166,2011,Thuringa,female,No,0.60161,119,11038,0.48935,0.73012
167,167,2016,Schleswig-Holstein,male,Yes,0.59833,125,13797,0.48273,0.69663
168,168,2016,Schleswig-Holstein,male,No,0.40167,98,13797,0.30888,0.49121
169,169,2016,Schleswig-Holstein,female,Yes,0.49477,119,13797,0.39985,0.60673
170,170,2016,Schleswig-Holstein,female,No,0.50523,113,13797,0.39867,0.63773
171,171,2016,Hamburg,male,Yes,0.68602,69,13797,0.49296,0.88581
172,172,2016,Hamburg,male,No,0.31398,45,13797,0.21178,0.43875
173,173,2016,Hamburg,female,Yes,0.61679,67,13797,0.48504,0.76887
174,174,2016,Hamburg,female,No,0.38321,55,13797,0.27611,0.53303
175,175,2016,Lower Saxony,male,Yes,0.60839,389,13797,0.55167,0.68533
176,176,2016,Lower Saxony,male,No,0.39161,274,13797,0.33452,0.45152
177,177,2016,Lower Saxony,female,Yes,0.58774,386,13797,0.51325,0.66172
178,178,2016,Lower Saxony,female,No,0.41226,318,13797,0.34788,0.48132
179,179,2016,North Rhine-Westphalia,male,Yes,0.53785,742,13797,0.49061,0.5824
180,180,2016,North Rhine-Westphalia,male,No,0.46215,662,13797,0.42357,0.50836
181,181,2016,North Rhine-Westphalia,female,Yes,0.50411,733,13797,0.45545,0.55051
182,182,2016,North Rhine-Westphalia,female,No,0.49589,756,13797,0.45494,0.53384
183,183,2016,Hesse,male,Yes,0.56351,274,13797,0.49633,0.62649
184,184,2016,Hesse,male,No,0.43649,186,13797,0.36318,0.53016
185,185,2016,Hesse,female,Yes,0.56655,268,13797,0.49523,0.6516
186,186,2016,Hesse,female,No,0.43345,222,13797,0.37407,0.52756
187,187,2016,"Rhineland-Palatinate, Saarland",male,Yes,0.55901,217,13797,0.48606,0.62973
188,188,2016,"Rhineland-Palatinate, Saarland",male,No,0.44099,207,13797,0.36972,0.51376
189,189,2016,"Rhineland-Palatinate, Saarland",female,Yes,0.54536,190,13797,0.46626,0.65759
190,190,2016,"Rhineland-Palatinate, Saarland",female,No,0.45464,229,13797,0.36913,0.53195
191,191,2016,Baden-Wuerttemberg,male,Yes,0.59412,504,13797,0.53043,0.65665
192,192,2016,Baden-Wuerttemberg,male,No,0.40588,368,13797,0.36277,0.45311
193,193,2016,Baden-Wuerttemberg,female,Yes,0.48564,448,13797,0.43402,0.53542
194,194,2016,Baden-Wuerttemberg,female,No,0.51436,454,13797,0.45965,0.57348
195,195,2016,Bavaria,male,Yes,0.5746,654,13797,0.52347,0.64486
196,196,2016,Bavaria,male,No,0.4254,478,13797,0.37364,0.47717
197,197,2016,Bavaria,female,Yes,0.47904,604,13797,0.43178,0.5212
198,198,2016,Bavaria,female,No,0.52096,620,13797,0.46576,0.5769
199,199,2016,Berlin,male,Yes,0.49982,106,13797,0.40621,0.59273
200,200,2016,Berlin,male,No,0.50018,98,13797,0.41982,0.61398
201,201,2016,Berlin,female,Yes,0.51871,129,13797,0.4278,0.60333
202,202,2016,Berlin,female,No,0.48129,120,13797,0.37891,0.60603
203,203,2016,Brandenburg,male,Yes,0.53469,110,13797,0.40735,0.68158
204,204,2016,Brandenburg,male,No,0.46531,103,13797,0.3737,0.56926
205,205,2016,Brandenburg,female,Yes,0.57553,143,13797,0.47528,0.68524
206,206,2016,Brandenburg,female,No,0.42447,117,13797,0.33609,0.53038
207,207,2016,Mecklenburg-Western Pomerania,male,Yes,0.43108,51,13797,0.29075,0.57037
208,208,2016,Mecklenburg-Western Pomerania,male,No,0.56892,69,13797,0.41643,0.71207
209,209,2016,Mecklenburg-Western Pomerania,female,Yes,0.52822,75,13797,0.40292,0.63857
210,210,2016,Mecklenburg-Western Pomerania,female,No,0.47178,71,13797,0.37629,0.57972
211,211,2016,Saxony,male,Yes,0.46627,191,13797,0.3837,0.55005
212,212,2016,Saxony,male,No,0.53373,202,13797,0.44986,0.62411
213,213,2016,Saxony,female,Yes,0.50208,190,13797,0.43261,0.59581
214,214,2016,Saxony,female,No,0.49792,220,13797,0.41593,0.58832
215,215,2016,Saxony-Anhalt,male,Yes,0.47732,104,13797,0.34267,0.63941
216,216,2016,Saxony-Anhalt,male,No,0.52268,106,13797,0.41591,0.63144
217,217,2016,Saxony-Anhalt,female,Yes,0.5253,115,13797,0.43179,0.62987
218,218,2016,Saxony-Anhalt,female,No,0.4747,110,13797,0.36042,0.58838
219,219,2016,Thuringa,male,Yes,0.45417,114,13797,0.34021,0.63066
220,220,2016,Thuringa,male,No,0.54583,114,13797,0.43318,0.68266
221,221,2016,Thuringa,female,Yes,0.46195,121,13797,0.35761,0.57568
222,222,2016,Thuringa,female,No,0.53805,144,13797,0.43736,0.65712
223,223,2019,Schleswig-Holstein,male,Yes,0.56882,145,15551,0.47573,0.675
224,224,2019,Schleswig-Holstein,male,No,0.43118,159,15551,0.33876,0.55683
225,225,2019,Schleswig-Holstein,female,Yes,0.47762,129,15551,0.38566,0.573
226,226,2019,Schleswig-Holstein,female,No,0.52238,157,15551,0.43154,0.64688
227,227,2019,Hamburg,male,Yes,0.65655,76,15551,0.47659,0.86502
228,228,2019,Hamburg,male,No,0.34345,79,15551,0.25016,0.44843
229,229,2019,Hamburg,female,Yes,0.53111,69,15551,0.39989,0.65733
230,230,2019,Hamburg,female,No,0.46889,81,15551,0.36608,0.62156
231,231,2019,Lower Saxony,male,Yes,0.54157,383,15551,0.47756,0.60595
232,232,2019,Lower Saxony,male,No,0.45843,378,15551,0.40852,0.53333
233,233,2019,Lower Saxony,female,Yes,0.5186,402,15551,0.45441,0.58551
234,234,2019,Lower Saxony,female,No,0.4814,387,15551,0.42285,0.53515
235,235,2019,Bremen,female,Yes,1.0,38,15551,0.64823,1.41825
236,236,2019,North Rhine-Westphalia,male,Yes,0.57897,798,15551,0.53052,0.62351
237,237,2019,North Rhine-Westphalia,male,No,0.42103,813,15551,0.37707,0.47546
238,238,2019,North Rhine-Westphalia,female,Yes,0.53668,822,15551,0.48923,0.59244
239,239,2019,North Rhine-Westphalia,female,No,0.46332,800,15551,0.42478,0.50399
240,240,2019,Hesse,male,Yes,0.5999,303,15551,0.52998,0.66502
241,241,2019,Hesse,male,No,0.4001,281,15551,0.32828,0.48132
242,242,2019,Hesse,female,Yes,0.54497,275,15551,0.46662,0.64981
243,243,2019,Hesse,female,No,0.45503,248,15551,0.38764,0.53555
244,244,2019,"Rhineland-Palatinate, Saarland",male,Yes,0.54524,204,15551,0.46796,0.62419
245,245,2019,"Rhineland-Palatinate, Saarland",male,No,0.45476,244,15551,0.37861,0.53876
246,246,2019,"Rhineland-Palatinate, Saarland",female,Yes,0.47622,210,15551,0.40873,0.56565
247,247,2019,"Rhineland-Palatinate, Saarland",female,No,0.52378,246,15551,0.43353,0.61915
248,248,2019,Baden-Wuerttemberg,male,Yes,0.54242,473,15551,0.48078,0.60316
249,249,2019,Baden-Wuerttemberg,male,No,0.45758,440,15551,0.40025,0.51365
250,250,2019,Baden-Wuerttemberg,female,Yes,0.52554,446,15551,0.4708,0.59286
251,251,2019,Baden-Wuerttemberg,female,No,0.47446,437,15551,0.41473,0.53265
252,252,2019,Bavaria,male,Yes,0.57307,615,15551,0.51593,0.63419
253,253,2019,Bavaria,male,No,0.42693,601,15551,0.37289,0.47935
254,254,2019,Bavaria,female,Yes,0.48577,593,15551,0.43327,0.53167
255,255,2019,Bavaria,female,No,0.51423,668,15551,0.45399,0.58074
256,256,2019,Berlin,male,Yes,0.55046,140,15551,0.44229,0.65638
257,257,2019,Berlin,male,No,0.44954,157,15551,0.3592,0.56579
258,258,2019,Berlin,female,Yes,0.51145,153,15551,0.42186,0.5887
259,259,2019,Berlin,female,No,0.48855,146,15551,0.37997,0.59164
260,260,2019,Brandenburg,male,Yes,0.5641,134,15551,0.47505,0.66098
261,261,2019,Brandenburg,male,No,0.4359,166,15551,0.33072,0.546
262,262,2019,Brandenburg,female,Yes,0.52008,148,15551,0.42882,0.62981
263,263,2019,Brandenburg,female,No,0.47992,149,15551,0.36138,0.61783
264,264,2019,Mecklenburg-Western Pomerania,male,Yes,0.38653,54,15551,0.2845,0.52109
265,265,2019,Mecklenburg-Western Pomerania,male,No,0.61347,115,15551,0.40554,0.83975
266,266,2019,Mecklenburg-Western Pomerania,female,Yes,0.5785,75,15551,0.44509,0.7473
267,267,2019,Mecklenburg-Western Pomerania,female,No,0.4215,81,15551,0.34252,0.50367
268,268,2019,Saxony,male,Yes,0.49634,205,15551,0.40867,0.58322
269,269,2019,Saxony,male,No,0.50366,296,15551,0.43096,0.57524
270,270,2019,Saxony,female,Yes,0.46477,213,15551,0.39249,0.54354
271,271,2019,Saxony,female,No,0.53523,278,15551,0.45989,0.61477
272,272,2019,Saxony-Anhalt,male,Yes,0.56652,99,15551,0.42218,0.69829
273,273,2019,Saxony-Anhalt,male,No,0.43348,137,15551,0.34757,0.5445
274,274,2019,Saxony-Anhalt,female,Yes,0.54666,133,15551,0.44854,0.63309
275,275,2019,Saxony-Anhalt,female,No,0.45334,133,15551,0.3691,0.54563
276,276,2019,Thuringa,male,Yes,0.46874,112,15551,0.36601,0.57445
277,277,2019,Thuringa,male,No,0.53126,152,15551,0.42249,0.63917
278,278,2019,Thuringa,female,Yes,0.5039,138,15551,0.42998,0.60017
279,279,2019,Thuringa,female,No,0.4961,137,15551,0.37649,0.63265
