year,quintil_oecd_hh,regtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,3rd Quintile,Urban regions,Yes,0.61705,1064,1716,0.59404,0.64006
2016,3rd Quintile,Urban regions,No,0.37831,652,1716,0.35535,0.40126
2016,3rd Quintile,Rural regions,Yes,0.64771,689,1011,0.61825,0.67717
2016,3rd Quintile,Rural regions,No,0.33575,322,1011,0.30663,0.36488
2016,4th Quintile,Urban regions,Yes,0.65858,1165,1753,0.63638,0.68078
2016,4th Quintile,Urban regions,No,0.33388,588,1753,0.31179,0.35596
2016,4th Quintile,Rural regions,Yes,0.67150,645,900,0.64080,0.70220
2016,4th Quintile,Rural regions,No,0.32795,255,900,0.29726,0.35864
2016,5th Quintile,Urban regions,Yes,0.69200,1430,2041,0.67196,0.71203
2016,5th Quintile,Urban regions,No,0.30301,611,2041,0.28307,0.32295
2016,5th Quintile,Rural regions,Yes,0.72739,530,703,0.69445,0.76033
2016,5th Quintile,Rural regions,No,0.26629,173,703,0.23360,0.29899
2017,1st Quintile,Urban regions,Yes,0.43462,967,1985,0.41281,0.45643
2017,1st Quintile,Urban regions,No,0.51239,1018,1985,0.49040,0.53439
2017,1st Quintile,Rural regions,Yes,0.49822,600,1171,0.46957,0.52687
2017,1st Quintile,Rural regions,No,0.46112,571,1171,0.43256,0.48969
2017,2nd Quintile,Urban regions,Yes,0.55306,1136,1951,0.53099,0.57513
2017,2nd Quintile,Urban regions,No,0.43215,815,1951,0.41016,0.45413
2017,2nd Quintile,Rural regions,Yes,0.57316,750,1258,0.54582,0.60050
2017,2nd Quintile,Rural regions,No,0.42336,508,1258,0.39604,0.45067
2017,3rd Quintile,Urban regions,Yes,0.63307,1235,1893,0.61135,0.65479
2017,3rd Quintile,Urban regions,No,0.35821,658,1893,0.33660,0.37981
2017,3rd Quintile,Rural regions,Yes,0.64255,800,1182,0.61522,0.66989
2017,3rd Quintile,Rural regions,No,0.35297,382,1182,0.32572,0.38023
2017,4th Quintile,Urban regions,Yes,0.63825,1333,2005,0.61721,0.65929
2017,4th Quintile,Urban regions,No,0.35758,672,2005,0.33660,0.37857
2017,4th Quintile,Rural regions,Yes,0.67636,733,1029,0.64775,0.70496
2017,4th Quintile,Rural regions,No,0.31761,296,1029,0.28915,0.34606
2017,5th Quintile,Urban regions,Yes,0.69640,1671,2313,0.67766,0.71515
2017,5th Quintile,Urban regions,No,0.29902,642,2313,0.28036,0.31768
2017,5th Quintile,Rural regions,Yes,0.75009,588,769,0.71947,0.78071
2017,5th Quintile,Rural regions,No,0.24778,181,769,0.21725,0.27832
2018,1st Quintile,Urban regions,Yes,0.46552,1054,2083,0.44409,0.48694
2018,1st Quintile,Urban regions,No,0.48458,1029,2083,0.46311,0.50605
2018,1st Quintile,Rural regions,Yes,0.54064,626,1169,0.51206,0.56922
2018,1st Quintile,Rural regions,No,0.42274,543,1169,0.39440,0.45107
2018,2nd Quintile,Urban regions,Yes,0.57284,1185,2014,0.55123,0.59445
2018,2nd Quintile,Urban regions,No,0.41713,829,2014,0.39559,0.43867
2018,2nd Quintile,Rural regions,Yes,0.59855,778,1262,0.57149,0.62560
2018,2nd Quintile,Rural regions,No,0.39982,484,1262,0.37278,0.42686
2018,3rd Quintile,Urban regions,Yes,0.64356,1194,1836,0.62165,0.66548
2018,3rd Quintile,Urban regions,No,0.34869,642,1836,0.32689,0.37050
2018,3rd Quintile,Rural regions,Yes,0.61989,720,1087,0.59102,0.64876
2018,3rd Quintile,Rural regions,No,0.37617,367,1087,0.34736,0.40498
2018,4th Quintile,Urban regions,Yes,0.67909,1343,1909,0.65814,0.70003
2018,4th Quintile,Urban regions,No,0.31672,566,1909,0.29585,0.33760
2018,4th Quintile,Rural regions,Yes,0.71356,706,963,0.68499,0.74213
2018,4th Quintile,Rural regions,No,0.28383,257,963,0.25534,0.31232
2018,5th Quintile,Urban regions,Yes,0.73239,1647,2229,0.71401,0.75078
2018,5th Quintile,Urban regions,No,0.26300,582,2229,0.24472,0.28128
2018,5th Quintile,Rural regions,Yes,0.75090,585,772,0.72037,0.78143
2018,5th Quintile,Rural regions,No,0.24422,187,772,0.21390,0.27455
2019,1st Quintile,Urban regions,Yes,0.40154,769,1531,0.37698,0.42611
2019,1st Quintile,Urban regions,No,0.43889,762,1531,0.41403,0.46376
2019,1st Quintile,Rural regions,Yes,0.46322,465,858,0.42984,0.49661
2019,1st Quintile,Rural regions,No,0.37706,393,858,0.34461,0.40951
2019,2nd Quintile,Urban regions,Yes,0.54835,971,1583,0.52382,0.57287
2019,2nd Quintile,Urban regions,No,0.38076,612,1583,0.35683,0.40469
2019,2nd Quintile,Rural regions,Yes,0.54632,624,1021,0.51577,0.57688
2019,2nd Quintile,Rural regions,No,0.36388,397,1021,0.33435,0.39341
2019,3rd Quintile,Urban regions,Yes,0.59637,1022,1577,0.57215,0.62060
2019,3rd Quintile,Urban regions,No,0.33159,555,1577,0.30835,0.35484
2019,3rd Quintile,Rural regions,Yes,0.57640,616,926,0.54456,0.60825
2019,3rd Quintile,Rural regions,No,0.35370,310,926,0.32289,0.38451
2019,4th Quintile,Urban regions,Yes,0.63367,1136,1603,0.61007,0.65726
2019,4th Quintile,Urban regions,No,0.29174,467,1603,0.26948,0.31400
2019,4th Quintile,Rural regions,Yes,0.66426,622,856,0.63260,0.69591
2019,4th Quintile,Rural regions,No,0.28020,234,856,0.25010,0.31031
2019,5th Quintile,Urban regions,Yes,0.65830,1407,1888,0.63690,0.67970
2019,5th Quintile,Urban regions,No,0.22877,481,1888,0.20981,0.24772
2019,5th Quintile,Rural regions,Yes,0.69554,539,703,0.66150,0.72959
2019,5th Quintile,Rural regions,No,0.22790,164,703,0.19687,0.25893
2020,1st Quintile,Urban regions,Yes,0.47924,1021,2237,0.45853,0.49995
2020,1st Quintile,Urban regions,No,0.45757,1216,2237,0.43692,0.47822
2020,1st Quintile,Rural regions,Yes,0.51662,588,1102,0.48710,0.54614
2020,1st Quintile,Rural regions,No,0.44009,514,1102,0.41076,0.46941
2020,2nd Quintile,Urban regions,Yes,0.59530,1172,2046,0.57402,0.61657
2020,2nd Quintile,Urban regions,No,0.38922,874,2046,0.36809,0.41035
2020,2nd Quintile,Rural regions,Yes,0.64142,774,1225,0.61455,0.66828
2020,2nd Quintile,Rural regions,No,0.34940,451,1225,0.32269,0.37611
2020,3rd Quintile,Urban regions,Yes,0.66561,1201,1846,0.64408,0.68714
2020,3rd Quintile,Urban regions,No,0.32643,645,1846,0.30504,0.34783
2020,3rd Quintile,Rural regions,Yes,0.62277,689,1003,0.59276,0.65278
2020,3rd Quintile,Rural regions,No,0.36365,314,1003,0.33387,0.39344
2020,4th Quintile,Urban regions,Yes,0.68427,1318,1906,0.66340,0.70515
2020,4th Quintile,Urban regions,No,0.30713,588,1906,0.28642,0.32785
2020,4th Quintile,Rural regions,Yes,0.72339,691,933,0.69467,0.75211
2020,4th Quintile,Rural regions,No,0.27462,242,933,0.24596,0.30327
2020,5th Quintile,Urban regions,Yes,0.75413,2098,2761,0.73807,0.77020
2020,5th Quintile,Urban regions,No,0.24306,663,2761,0.22706,0.25907
2020,5th Quintile,Rural regions,Yes,0.76506,771,963,0.73826,0.79185
2020,5th Quintile,Rural regions,No,0.22587,192,963,0.19944,0.25229
2021,1st Quintile,Urban regions,Yes,0.38243,563,1129,0.35407,0.41080
2021,1st Quintile,Urban regions,No,0.42800,566,1129,0.39913,0.45688
2021,1st Quintile,Rural regions,Yes,0.51245,362,618,0.47301,0.55189
2021,1st Quintile,Rural regions,No,0.36372,256,618,0.32576,0.40168
2021,2nd Quintile,Urban regions,Yes,0.54259,713,1176,0.51410,0.57108
2021,2nd Quintile,Urban regions,No,0.33621,463,1176,0.30919,0.36322
2021,2nd Quintile,Rural regions,Yes,0.52545,482,781,0.49041,0.56050
2021,2nd Quintile,Rural regions,No,0.37459,299,781,0.34062,0.40856
2021,3rd Quintile,Urban regions,Yes,0.61407,786,1167,0.58613,0.64201
2021,3rd Quintile,Urban regions,No,0.28518,381,1167,0.25927,0.31110
2021,3rd Quintile,Rural regions,Yes,0.59697,445,657,0.55944,0.63451
2021,3rd Quintile,Rural regions,No,0.30552,212,657,0.27027,0.34077
2021,4th Quintile,Urban regions,Yes,0.60292,870,1251,0.57580,0.63005
2021,4th Quintile,Urban regions,No,0.26592,381,1251,0.24143,0.29042
2021,4th Quintile,Rural regions,Yes,0.66426,475,635,0.62750,0.70102
2021,4th Quintile,Rural regions,No,0.27732,160,635,0.24248,0.31217
2021,5th Quintile,Urban regions,Yes,0.66112,1344,1805,0.63928,0.68297
2021,5th Quintile,Urban regions,No,0.24016,461,1805,0.22045,0.25988
2021,5th Quintile,Rural regions,Yes,0.70156,488,615,0.66537,0.73776
2021,5th Quintile,Rural regions,No,0.19474,127,615,0.16341,0.22606
2022,1st Quintile,Urban regions,Yes,0.49435,1641,2898,0.47615,0.51256
2022,1st Quintile,Urban regions,No,0.42841,1257,2898,0.41039,0.44643
2022,1st Quintile,Rural regions,Yes,0.59157,915,1402,0.56583,0.61731
2022,1st Quintile,Rural regions,No,0.35706,487,1402,0.33198,0.38215
2022,2nd Quintile,Urban regions,Yes,0.56699,1478,2439,0.54732,0.58666
2022,2nd Quintile,Urban regions,No,0.38962,961,2439,0.37026,0.40898
2022,2nd Quintile,Rural regions,Yes,0.61811,873,1303,0.59172,0.64450
2022,2nd Quintile,Rural regions,No,0.35455,430,1303,0.32857,0.38054
2022,3rd Quintile,Urban regions,Yes,0.65296,1454,2189,0.63302,0.67291
2022,3rd Quintile,Urban regions,No,0.32603,735,2189,0.30638,0.34567
2022,3rd Quintile,Rural regions,Yes,0.65157,788,1119,0.62364,0.67950
2022,3rd Quintile,Rural regions,No,0.33364,331,1119,0.30600,0.36128
2022,4th Quintile,Urban regions,Yes,0.64514,1574,2280,0.62550,0.66479
2022,4th Quintile,Urban regions,No,0.33156,706,2280,0.31223,0.35088
2022,4th Quintile,Rural regions,Yes,0.69638,772,1057,0.66865,0.72412
2022,4th Quintile,Rural regions,No,0.29629,285,1057,0.26875,0.32383
2022,5th Quintile,Urban regions,Yes,0.70065,1996,2757,0.68355,0.71774
2022,5th Quintile,Urban regions,No,0.29065,761,2757,0.27370,0.30761
2022,5th Quintile,Rural regions,Yes,0.76006,801,1027,0.73393,0.78619
2022,5th Quintile,Rural regions,No,0.22979,226,1027,0.20405,0.25554
