year,hhtyp,quintil_oecd_hh,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Single parent,4th Quintile,Yes,0.49597,90,149,0.41542,0.57652
2016,Single parent,4th Quintile,No,0.49857,59,149,0.41801,0.57912
2016,Single parent,5th Quintile,Yes,0.78149,58,58,0.67421,0.88877
2016,Couple with children,1st Quintile,Yes,0.39309,408,917,0.36146,0.42472
2016,Couple with children,1st Quintile,No,0.54513,509,917,0.51289,0.57738
2016,Couple with children,2nd Quintile,Yes,0.55428,622,1105,0.52496,0.58360
2016,Couple with children,2nd Quintile,No,0.43944,483,1105,0.41017,0.46872
2016,Couple with children,3rd Quintile,Yes,0.70727,719,1054,0.67979,0.73476
2016,Couple with children,3rd Quintile,No,0.28441,335,1054,0.25716,0.31166
2016,Couple with children,4th Quintile,Yes,0.72347,723,993,0.69564,0.75131
2016,Couple with children,4th Quintile,No,0.27653,270,993,0.24869,0.30436
2016,Couple with children,5th Quintile,Yes,0.72763,693,897,0.69848,0.75678
2016,Couple with children,5th Quintile,No,0.26638,204,897,0.23743,0.29532
2016,Other Combinations,1st Quintile,No,0.56517,39,39,0.40755,0.72279
2017,Single-person household,1st Quintile,Yes,0.44007,531,1100,0.41072,0.46942
2017,Single-person household,1st Quintile,No,0.51350,569,1100,0.48395,0.54305
2017,Single-person household,2nd Quintile,Yes,0.50410,431,815,0.46975,0.53844
2017,Single-person household,2nd Quintile,No,0.47990,384,815,0.44558,0.51422
2017,Single-person household,3rd Quintile,Yes,0.59944,427,703,0.56319,0.63569
2017,Single-person household,3rd Quintile,No,0.38971,276,703,0.35363,0.42579
2017,Single-person household,4th Quintile,Yes,0.61918,385,602,0.58036,0.65801
2017,Single-person household,4th Quintile,No,0.37811,217,602,0.33934,0.41688
2017,Single-person household,5th Quintile,Yes,0.63897,341,556,0.59901,0.67893
2017,Single-person household,5th Quintile,No,0.35801,215,556,0.31813,0.39790
2017,Couple without children,1st Quintile,Yes,0.55414,236,448,0.50806,0.60022
2017,Couple without children,1st Quintile,No,0.42935,212,448,0.38346,0.47524
2017,Couple without children,2nd Quintile,Yes,0.60928,468,758,0.57452,0.64404
2017,Couple without children,2nd Quintile,No,0.38651,290,758,0.35182,0.42120
2017,Couple without children,3rd Quintile,Yes,0.64217,576,888,0.61063,0.67372
2017,Couple without children,3rd Quintile,No,0.35020,312,888,0.31881,0.38160
2017,Couple without children,4th Quintile,Yes,0.65328,714,1071,0.62476,0.68179
2017,Couple without children,4th Quintile,No,0.34498,357,1071,0.31649,0.37346
2017,Couple without children,5th Quintile,Yes,0.72845,1044,1424,0.70534,0.75156
2017,Couple without children,5th Quintile,No,0.26857,380,1424,0.24554,0.29160
2017,Single parent,1st Quintile,Yes,0.43987,324,643,0.40147,0.47827
2017,Single parent,1st Quintile,No,0.53318,319,643,0.49459,0.57177
2017,Single parent,2nd Quintile,Yes,0.55633,229,389,0.50689,0.60576
2017,Single parent,2nd Quintile,No,0.42643,160,389,0.37722,0.47564
2017,Single parent,3rd Quintile,Yes,0.59280,144,231,0.52931,0.65630
2017,Single parent,3rd Quintile,No,0.40159,87,231,0.33824,0.46495
2017,Single parent,4th Quintile,Yes,0.46936,96,164,0.39274,0.54597
2017,Single parent,4th Quintile,No,0.49400,68,164,0.41725,0.57076
2017,Single parent,5th Quintile,Yes,0.64420,68,100,0.54989,0.73851
2017,Single parent,5th Quintile,No,0.35580,32,100,0.26149,0.45011
2017,Couple with children,1st Quintile,Yes,0.43641,429,860,0.40325,0.46958
2017,Couple with children,1st Quintile,No,0.47383,431,860,0.44043,0.50722
2017,Couple with children,2nd Quintile,Yes,0.64384,724,1167,0.61635,0.67132
2017,Couple with children,2nd Quintile,No,0.35052,443,1167,0.32314,0.37791
2017,Couple with children,3rd Quintile,Yes,0.69411,845,1186,0.66788,0.72035
2017,Couple with children,3rd Quintile,No,0.30402,341,1186,0.27783,0.33021
2017,Couple with children,4th Quintile,Yes,0.73287,825,1121,0.70696,0.75878
2017,Couple with children,4th Quintile,No,0.25929,296,1121,0.23362,0.28495
2017,Couple with children,5th Quintile,Yes,0.77651,778,961,0.75016,0.80286
2017,Couple with children,5th Quintile,No,0.21518,183,961,0.18918,0.24117
2017,Other Combinations,1st Quintile,Yes,0.47044,32,68,0.35093,0.58996
2017,Other Combinations,1st Quintile,No,0.36604,36,68,0.25069,0.48138
2017,Other Combinations,2nd Quintile,No,0.58742,32,32,0.41412,0.76072
2017,Other Combinations,4th Quintile,Yes,0.43225,35,35,0.26573,0.59877
2018,Single-person household,1st Quintile,Yes,0.48997,623,1215,0.46185,0.51809
2018,Single-person household,1st Quintile,No,0.47419,592,1215,0.44610,0.50228
2018,Single-person household,2nd Quintile,Yes,0.55055,501,875,0.51757,0.58353
2018,Single-person household,2nd Quintile,No,0.44123,374,875,0.40831,0.47414
2018,Single-person household,3rd Quintile,Yes,0.59229,415,686,0.55549,0.62909
2018,Single-person household,3rd Quintile,No,0.40277,271,686,0.36604,0.43949
2018,Single-person household,4th Quintile,Yes,0.62787,407,636,0.59028,0.66547
2018,Single-person household,4th Quintile,No,0.36775,229,636,0.33025,0.40526
2018,Single-person household,5th Quintile,Yes,0.68407,375,563,0.64563,0.72251
2018,Single-person household,5th Quintile,No,0.30990,188,563,0.27166,0.34813
2018,Couple without children,1st Quintile,Yes,0.49495,266,495,0.45086,0.53904
2018,Couple without children,1st Quintile,No,0.47919,229,495,0.43514,0.52325
2018,Couple without children,2nd Quintile,Yes,0.61886,495,789,0.58495,0.65277
2018,Couple without children,2nd Quintile,No,0.37679,294,789,0.34295,0.41062
2018,Couple without children,3rd Quintile,Yes,0.64418,569,861,0.61219,0.67618
2018,Couple without children,3rd Quintile,No,0.34951,292,861,0.31764,0.38137
2018,Couple without children,4th Quintile,Yes,0.73745,698,975,0.70981,0.76508
2018,Couple without children,4th Quintile,No,0.25891,277,975,0.23140,0.28642
2018,Couple without children,5th Quintile,Yes,0.75467,1047,1397,0.73210,0.77725
2018,Couple without children,5th Quintile,No,0.24016,350,1397,0.21775,0.26257
2018,Single parent,1st Quintile,Yes,0.46986,313,621,0.43058,0.50915
2018,Single parent,1st Quintile,No,0.48684,308,621,0.44750,0.52619
2018,Single parent,2nd Quintile,Yes,0.55141,227,394,0.50223,0.60058
2018,Single parent,2nd Quintile,No,0.43760,167,394,0.38855,0.48664
2018,Single parent,3rd Quintile,Yes,0.62019,145,232,0.55760,0.68278
2018,Single parent,3rd Quintile,No,0.37523,87,232,0.31279,0.43767
2018,Single parent,4th Quintile,Yes,0.64389,107,163,0.57015,0.71763
2018,Single parent,4th Quintile,No,0.35587,56,163,0.28214,0.42959
2018,Single parent,5th Quintile,Yes,0.64478,55,55,0.51713,0.77243
2018,Couple with children,1st Quintile,Yes,0.49886,427,816,0.46454,0.53319
2018,Couple with children,1st Quintile,No,0.40147,389,816,0.36782,0.43513
2018,Couple with children,2nd Quintile,Yes,0.62110,705,1141,0.59294,0.64926
2018,Couple with children,2nd Quintile,No,0.37403,436,1141,0.34594,0.40212
2018,Couple with children,3rd Quintile,Yes,0.70105,754,1089,0.67385,0.72825
2018,Couple with children,3rd Quintile,No,0.29390,335,1089,0.26684,0.32097
2018,Couple with children,4th Quintile,Yes,0.72669,796,1042,0.69961,0.75376
2018,Couple with children,4th Quintile,No,0.26970,246,1042,0.24274,0.29666
2018,Couple with children,5th Quintile,Yes,0.78285,721,909,0.75603,0.80967
2018,Couple with children,5th Quintile,No,0.21498,188,909,0.18826,0.24170
2018,Other Combinations,1st Quintile,Yes,0.47215,33,67,0.35171,0.59259
2018,Other Combinations,1st Quintile,No,0.38713,34,67,0.26961,0.50464
2019,Single-person household,1st Quintile,Yes,0.41729,485,933,0.38563,0.44895
2019,Single-person household,1st Quintile,No,0.41066,448,933,0.37907,0.44224
2019,Single-person household,2nd Quintile,Yes,0.51580,400,682,0.47827,0.55334
2019,Single-person household,2nd Quintile,No,0.39894,282,682,0.36216,0.43572
2019,Single-person household,3rd Quintile,Yes,0.51671,358,586,0.47621,0.55721
2019,Single-person household,3rd Quintile,No,0.39048,228,586,0.35095,0.43002
2019,Single-person household,4th Quintile,Yes,0.59779,352,558,0.55707,0.63852
2019,Single-person household,4th Quintile,No,0.33616,206,558,0.29693,0.37539
2019,Single-person household,5th Quintile,Yes,0.61482,321,474,0.57097,0.65868
2019,Single-person household,5th Quintile,No,0.26883,153,474,0.22887,0.30878
2019,Couple without children,1st Quintile,Yes,0.41689,188,372,0.36672,0.46706
2019,Couple without children,1st Quintile,No,0.44231,184,372,0.39177,0.49285
2019,Couple without children,2nd Quintile,Yes,0.56777,434,683,0.53060,0.60495
2019,Couple without children,2nd Quintile,No,0.33770,249,683,0.30220,0.37319
2019,Couple without children,3rd Quintile,Yes,0.60263,466,728,0.56706,0.63821
2019,Couple without children,3rd Quintile,No,0.31545,262,728,0.28167,0.34923
2019,Couple without children,4th Quintile,Yes,0.67097,627,851,0.63939,0.70256
2019,Couple without children,4th Quintile,No,0.23682,224,851,0.20824,0.26540
2019,Couple without children,5th Quintile,Yes,0.67786,908,1213,0.65155,0.70417
2019,Couple without children,5th Quintile,No,0.20726,305,1213,0.18444,0.23008
2019,Single parent,1st Quintile,Yes,0.40364,235,448,0.35816,0.44913
2019,Single parent,1st Quintile,No,0.43791,213,448,0.39191,0.48390
2019,Single parent,2nd Quintile,Yes,0.49091,194,335,0.43730,0.54452
2019,Single parent,2nd Quintile,No,0.42940,141,335,0.37631,0.48249
2019,Single parent,3rd Quintile,Yes,0.59759,137,214,0.53173,0.66345
2019,Single parent,3rd Quintile,No,0.30671,77,214,0.24478,0.36864
2019,Single parent,4th Quintile,Yes,0.54959,94,144,0.46804,0.63114
2019,Single parent,4th Quintile,No,0.34525,50,144,0.26732,0.42318
2019,Single parent,5th Quintile,Yes,0.64852,57,57,0.52347,0.77356
2019,Couple with children,1st Quintile,Yes,0.38228,295,569,0.34232,0.42224
2019,Couple with children,1st Quintile,No,0.36105,274,569,0.32155,0.40055
2019,Couple with children,2nd Quintile,Yes,0.56717,545,859,0.53402,0.60032
2019,Couple with children,2nd Quintile,No,0.31424,314,859,0.28317,0.34530
2019,Couple with children,3rd Quintile,Yes,0.64920,643,921,0.61836,0.68004
2019,Couple with children,3rd Quintile,No,0.27148,278,921,0.24274,0.30021
2019,Couple with children,4th Quintile,Yes,0.66257,654,858,0.63091,0.69423
2019,Couple with children,4th Quintile,No,0.26300,204,858,0.23352,0.29247
2019,Couple with children,5th Quintile,Yes,0.66649,635,793,0.63366,0.69933
2019,Couple with children,5th Quintile,No,0.19182,158,793,0.16440,0.21924
2020,Single-person household,1st Quintile,Yes,0.51010,722,1439,0.48426,0.53594
2020,Single-person household,1st Quintile,No,0.44905,717,1439,0.42334,0.47476
2020,Single-person household,2nd Quintile,Yes,0.58136,541,969,0.55028,0.61244
2020,Single-person household,2nd Quintile,No,0.39921,428,969,0.36836,0.43006
2020,Single-person household,3rd Quintile,Yes,0.61755,434,709,0.58175,0.65335
2020,Single-person household,3rd Quintile,No,0.36886,275,709,0.33332,0.40440
2020,Single-person household,4th Quintile,Yes,0.61087,393,652,0.57341,0.64832
2020,Single-person household,4th Quintile,No,0.37702,259,652,0.33979,0.41425
2020,Single-person household,5th Quintile,Yes,0.72973,480,695,0.69669,0.76277
2020,Single-person household,5th Quintile,No,0.26734,215,695,0.23441,0.30027
2020,Couple without children,1st Quintile,Yes,0.47927,242,509,0.43583,0.52272
2020,Couple without children,1st Quintile,No,0.48694,267,509,0.44347,0.53041
2020,Couple without children,2nd Quintile,Yes,0.60626,517,852,0.57344,0.63909
2020,Couple without children,2nd Quintile,No,0.38864,335,852,0.35589,0.42139
2020,Couple without children,3rd Quintile,Yes,0.64373,565,873,0.61195,0.67552
2020,Couple without children,3rd Quintile,No,0.34575,308,873,0.31418,0.37732
2020,Couple without children,4th Quintile,Yes,0.72644,709,1006,0.69888,0.75400
2020,Couple without children,4th Quintile,No,0.26735,297,1006,0.23999,0.29471
2020,Couple without children,5th Quintile,Yes,0.74791,1320,1727,0.72742,0.76839
2020,Couple without children,5th Quintile,No,0.24593,407,1727,0.22562,0.26625
2020,Single parent,1st Quintile,Yes,0.45011,224,463,0.40474,0.49548
2020,Single parent,1st Quintile,No,0.50400,239,463,0.45840,0.54959
2020,Single parent,2nd Quintile,Yes,0.52762,211,372,0.47681,0.57842
2020,Single parent,2nd Quintile,No,0.45590,161,372,0.40522,0.50658
2020,Single parent,3rd Quintile,Yes,0.59298,143,232,0.52963,0.65634
2020,Single parent,3rd Quintile,No,0.40656,89,232,0.34321,0.46990
2020,Single parent,4th Quintile,Yes,0.63451,104,148,0.55666,0.71236
2020,Single parent,4th Quintile,No,0.36549,44,148,0.28764,0.44334
2020,Single parent,5th Quintile,Yes,0.80373,89,89,0.72074,0.88671
2020,Couple with children,1st Quintile,Yes,0.44575,369,802,0.41133,0.48017
2020,Couple with children,1st Quintile,No,0.40771,433,802,0.37368,0.44174
2020,Couple with children,2nd Quintile,Yes,0.71183,625,988,0.68358,0.74009
2020,Couple with children,2nd Quintile,No,0.27895,363,988,0.25097,0.30693
2020,Couple with children,3rd Quintile,Yes,0.73374,710,967,0.70587,0.76162
2020,Couple with children,3rd Quintile,No,0.26023,257,967,0.23256,0.28790
2020,Couple with children,4th Quintile,Yes,0.77382,755,968,0.74745,0.80018
2020,Couple with children,4th Quintile,No,0.22518,213,968,0.19885,0.25151
2020,Couple with children,5th Quintile,Yes,0.80771,944,1131,0.78473,0.83069
2020,Couple with children,5th Quintile,No,0.18924,187,1131,0.16640,0.21208
2020,Other Combinations,1st Quintile,No,0.31717,54,54,0.19188,0.44246
2020,Other Combinations,2nd Quintile,Yes,0.57085,38,38,0.41137,0.73034
2020,Other Combinations,4th Quintile,Yes,0.67319,32,32,0.50807,0.83830
2021,Single-person household,1st Quintile,Yes,0.41037,390,757,0.37531,0.44544
2021,Single-person household,1st Quintile,No,0.42404,367,757,0.38881,0.45927
2021,Single-person household,2nd Quintile,Yes,0.51736,334,549,0.47552,0.55920
2021,Single-person household,2nd Quintile,No,0.36791,215,549,0.32753,0.40829
2021,Single-person household,3rd Quintile,Yes,0.55929,295,496,0.51555,0.60303
2021,Single-person household,3rd Quintile,No,0.35028,201,496,0.30825,0.39230
2021,Single-person household,4th Quintile,Yes,0.59478,312,458,0.54977,0.63979
2021,Single-person household,4th Quintile,No,0.28502,146,458,0.24363,0.32641
2021,Single-person household,5th Quintile,Yes,0.61728,316,480,0.57375,0.66081
2021,Single-person household,5th Quintile,No,0.29691,164,480,0.25599,0.33783
2021,Couple without children,1st Quintile,Yes,0.54311,173,307,0.48730,0.59893
2021,Couple without children,1st Quintile,No,0.38655,134,307,0.33199,0.44111
2021,Couple without children,2nd Quintile,Yes,0.52267,306,507,0.47914,0.56619
2021,Couple without children,2nd Quintile,No,0.38454,201,507,0.34215,0.42693
2021,Couple without children,3rd Quintile,Yes,0.61287,344,519,0.57092,0.65482
2021,Couple without children,3rd Quintile,No,0.30452,175,519,0.26489,0.34415
2021,Couple without children,4th Quintile,Yes,0.63980,456,639,0.60255,0.67705
2021,Couple without children,4th Quintile,No,0.27660,183,639,0.24189,0.31131
2021,Couple without children,5th Quintile,Yes,0.68275,861,1127,0.65556,0.70993
2021,Couple without children,5th Quintile,No,0.21554,266,1127,0.19152,0.23956
2021,Single parent,1st Quintile,Yes,0.44537,147,251,0.38376,0.50698
2021,Single parent,1st Quintile,No,0.43164,104,251,0.37024,0.49304
2021,Single parent,2nd Quintile,Yes,0.44145,140,255,0.38038,0.50252
2021,Single parent,2nd Quintile,No,0.42316,115,255,0.36240,0.48392
2021,Single parent,3rd Quintile,Yes,0.61997,87,129,0.53588,0.70406
2021,Single parent,3rd Quintile,No,0.29318,42,129,0.21432,0.37205
2021,Single parent,4th Quintile,Yes,0.48504,77,112,0.39206,0.57801
2021,Single parent,4th Quintile,No,0.44377,35,112,0.35135,0.53620
2021,Single parent,5th Quintile,Yes,0.72597,51,51,0.60234,0.84960
2021,Couple with children,1st Quintile,Yes,0.39141,186,364,0.34120,0.44161
2021,Couple with children,1st Quintile,No,0.34080,178,364,0.29204,0.38956
2021,Couple with children,2nd Quintile,Yes,0.63222,376,574,0.59274,0.67170
2021,Couple with children,2nd Quintile,No,0.24306,198,574,0.20794,0.27818
2021,Couple with children,3rd Quintile,Yes,0.68495,465,620,0.64836,0.72155
2021,Couple with children,3rd Quintile,No,0.18905,155,620,0.15821,0.21990
2021,Couple with children,4th Quintile,Yes,0.68164,460,616,0.64482,0.71846
2021,Couple with children,4th Quintile,No,0.19239,156,616,0.16123,0.22354
2021,Couple with children,5th Quintile,Yes,0.70655,559,684,0.67240,0.74070
2021,Couple with children,5th Quintile,No,0.17563,125,684,0.14709,0.20416
2021,Other Combinations,5th Quintile,Yes,0.80984,38,38,0.68339,0.93629
2022,Single-person household,1st Quintile,Yes,0.46153,670,1270,0.43410,0.48896
2022,Single-person household,1st Quintile,No,0.46865,600,1270,0.44120,0.49611
2022,Single-person household,2nd Quintile,Yes,0.55763,618,1064,0.52777,0.58749
2022,Single-person household,2nd Quintile,No,0.40988,446,1064,0.38032,0.43945
2022,Single-person household,3rd Quintile,Yes,0.61875,623,978,0.58829,0.64920
2022,Single-person household,3rd Quintile,No,0.35459,355,978,0.32459,0.38459
2022,Single-person household,4th Quintile,Yes,0.59829,600,943,0.56698,0.62959
2022,Single-person household,4th Quintile,No,0.37868,343,943,0.34770,0.40966
2022,Single-person household,5th Quintile,Yes,0.66451,643,966,0.63472,0.69430
2022,Single-person household,5th Quintile,No,0.32327,323,966,0.29376,0.35278
2022,Couple without children,1st Quintile,Yes,0.62790,533,860,0.59558,0.66023
2022,Couple without children,1st Quintile,No,0.32632,327,860,0.29496,0.35767
2022,Couple without children,2nd Quintile,Yes,0.63774,662,1008,0.60805,0.66742
2022,Couple without children,2nd Quintile,No,0.33174,346,1008,0.30266,0.36082
2022,Couple without children,3rd Quintile,Yes,0.66303,691,1014,0.63392,0.69214
2022,Couple without children,3rd Quintile,No,0.32924,323,1014,0.30031,0.35818
2022,Couple without children,4th Quintile,Yes,0.70033,769,1075,0.67293,0.72773
2022,Couple without children,4th Quintile,No,0.28300,306,1075,0.25606,0.30994
2022,Couple without children,5th Quintile,Yes,0.74520,1187,1589,0.72377,0.76663
2022,Couple without children,5th Quintile,No,0.24830,402,1589,0.22705,0.26955
2022,Single parent,1st Quintile,Yes,0.46248,168,314,0.40724,0.51772
2022,Single parent,1st Quintile,No,0.45707,146,314,0.40188,0.51226
2022,Single parent,2nd Quintile,Yes,0.46321,173,322,0.40866,0.51776
2022,Single parent,2nd Quintile,No,0.48187,149,322,0.42721,0.53654
2022,Single parent,3rd Quintile,Yes,0.59467,130,211,0.52826,0.66107
2022,Single parent,3rd Quintile,No,0.38720,81,211,0.32132,0.45308
2022,Single parent,4th Quintile,Yes,0.55814,99,157,0.48021,0.63607
2022,Single parent,4th Quintile,No,0.43013,58,157,0.35244,0.50783
2022,Single parent,5th Quintile,Yes,0.67897,77,77,0.57401,0.78394
2022,Couple with children,1st Quintile,Yes,0.56423,690,1082,0.53467,0.59379
2022,Couple with children,1st Quintile,No,0.35182,392,1082,0.32335,0.38028
2022,Couple with children,2nd Quintile,Yes,0.63424,703,1045,0.60503,0.66346
2022,Couple with children,2nd Quintile,No,0.31431,342,1045,0.28615,0.34247
2022,Couple with children,3rd Quintile,Yes,0.72368,678,928,0.69489,0.75246
2022,Couple with children,3rd Quintile,No,0.25540,250,928,0.22732,0.28347
2022,Couple with children,4th Quintile,Yes,0.74641,783,1015,0.71963,0.77319
2022,Couple with children,4th Quintile,No,0.23912,232,1015,0.21286,0.26537
2022,Couple with children,5th Quintile,Yes,0.74876,780,991,0.72175,0.77578
2022,Couple with children,5th Quintile,No,0.24400,211,991,0.21724,0.27075
2022,Other Combinations,1st Quintile,Yes,0.58622,374,573,0.54586,0.62659
2022,Other Combinations,1st Quintile,No,0.33224,199,573,0.29364,0.37084
2022,Other Combinations,2nd Quintile,Yes,0.59596,130,189,0.52582,0.66611
2022,Other Combinations,2nd Quintile,No,0.36367,59,189,0.29491,0.43244
2022,Other Combinations,3rd Quintile,Yes,0.64410,70,109,0.55380,0.73440
2022,Other Combinations,3rd Quintile,No,0.34085,39,109,0.25146,0.43025
2022,Other Combinations,4th Quintile,Yes,0.66316,56,56,0.53826,0.78807
2022,Other Combinations,5th Quintile,Yes,0.88331,72,72,0.80863,0.95799
