year,bula_h,migback,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1986,Hamburg,Direct migration background,At least once per month,1.00000,37,10094,1.00000,1.00000
1986,Lower Saxony,No migration background,At least once per week,0.06320,49,10094,0.06300,0.06341
1986,Lower Saxony,No migration background,At least once per month,0.18061,176,10094,0.18029,0.18094
1986,Lower Saxony,No migration background,Seldom,0.55943,531,10094,0.55901,0.55985
1986,Lower Saxony,No migration background,Never,0.19676,160,10094,0.19642,0.19709
1986,Lower Saxony,Direct migration background,At least once per month,0.18093,32,10094,0.17966,0.18221
1986,Lower Saxony,Direct migration background,Seldom,0.61027,86,10094,0.60865,0.61188
1986,Lower Saxony,Direct migration background,Never,0.20880,32,10094,0.20745,0.21015
1986,Bremen,No migration background,Seldom,1.00000,44,10094,1.00000,1.00000
1986,North Rhine-Westphalia,No migration background,At least once per week,0.07871,149,10094,0.07856,0.07886
1986,North Rhine-Westphalia,No migration background,At least once per month,0.19819,424,10094,0.19796,0.19841
1986,North Rhine-Westphalia,No migration background,Seldom,0.51544,1089,10094,0.51515,0.51572
1986,North Rhine-Westphalia,No migration background,Never,0.20767,370,10094,0.20744,0.20790
1986,North Rhine-Westphalia,Direct migration background,At least once per week,0.10411,85,10094,0.10360,0.10462
1986,North Rhine-Westphalia,Direct migration background,At least once per month,0.26056,219,10094,0.25983,0.26129
1986,North Rhine-Westphalia,Direct migration background,Seldom,0.43931,328,10094,0.43849,0.44014
1986,North Rhine-Westphalia,Direct migration background,Never,0.19601,133,10094,0.19535,0.19667
1986,Hesse,No migration background,At least once per week,0.08996,59,10094,0.08967,0.09025
1986,Hesse,No migration background,At least once per month,0.23058,163,10094,0.23015,0.23100
1986,Hesse,No migration background,Seldom,0.43764,298,10094,0.43714,0.43814
1986,Hesse,No migration background,Never,0.24183,137,10094,0.24140,0.24226
1986,Hesse,Direct migration background,At least once per week,0.12831,63,10094,0.12748,0.12915
1986,Hesse,Direct migration background,At least once per month,0.28229,110,10094,0.28116,0.28342
1986,Hesse,Direct migration background,Seldom,0.35394,144,10094,0.35274,0.35514
1986,Hesse,Direct migration background,Never,0.23545,61,10094,0.23439,0.23652
1986,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.06355,40,10094,0.06329,0.06380
1986,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.24036,155,10094,0.23991,0.24081
1986,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.47854,310,10094,0.47802,0.47907
1986,"Rhineland-Palatinate, Saarland",No migration background,Never,0.21755,124,10094,0.21712,0.21798
1986,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.48369,44,10094,0.48125,0.48612
1986,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.51631,45,10094,0.51388,0.51875
1986,Baden-Wuerttemberg,No migration background,At least once per week,0.09575,108,10094,0.09552,0.09597
1986,Baden-Wuerttemberg,No migration background,At least once per month,0.18719,225,10094,0.18689,0.18749
1986,Baden-Wuerttemberg,No migration background,Seldom,0.47460,580,10094,0.47421,0.47498
1986,Baden-Wuerttemberg,No migration background,Never,0.24247,257,10094,0.24214,0.24280
1986,Baden-Wuerttemberg,Direct migration background,At least once per week,0.07675,80,10094,0.07626,0.07724
1986,Baden-Wuerttemberg,Direct migration background,At least once per month,0.23932,179,10094,0.23853,0.24010
1986,Baden-Wuerttemberg,Direct migration background,Seldom,0.46663,294,10094,0.46571,0.46755
1986,Baden-Wuerttemberg,Direct migration background,Never,0.21730,209,10094,0.21654,0.21806
1986,Bavaria,No migration background,At least once per week,0.08147,110,10094,0.08129,0.08166
1986,Bavaria,No migration background,At least once per month,0.20453,296,10094,0.20426,0.20480
1986,Bavaria,No migration background,Seldom,0.42411,608,10094,0.42378,0.42445
1986,Bavaria,No migration background,Never,0.28989,341,10094,0.28958,0.29019
1986,Bavaria,Direct migration background,At least once per week,0.11741,56,10094,0.11671,0.11811
1986,Bavaria,Direct migration background,At least once per month,0.30104,123,10094,0.30005,0.30203
1986,Bavaria,Direct migration background,Seldom,0.42093,134,10094,0.41986,0.42200
1986,Bavaria,Direct migration background,Never,0.16062,60,10094,0.15983,0.16142
1986,Berlin,No migration background,At least once per month,0.19380,50,10094,0.19311,0.19450
1986,Berlin,No migration background,Seldom,0.43359,109,10094,0.43272,0.43445
1986,Berlin,No migration background,Never,0.37261,62,10094,0.37176,0.37346
1986,Berlin,Direct migration background,At least once per month,0.51055,40,10094,0.50790,0.51321
1986,Berlin,Direct migration background,Seldom,0.48945,41,10094,0.48679,0.49210
1988,Schleswig-Holstein,No migration background,At least once per month,0.18144,45,9337,0.18090,0.18199
1988,Schleswig-Holstein,No migration background,Seldom,0.62483,160,9337,0.62415,0.62552
1988,Schleswig-Holstein,No migration background,Never,0.19372,49,9337,0.19317,0.19428
1988,Hamburg,No migration background,At least once per month,0.22338,35,9337,0.22261,0.22416
1988,Hamburg,No migration background,Seldom,0.53889,76,9337,0.53797,0.53981
1988,Hamburg,No migration background,Never,0.23773,33,9337,0.23694,0.23852
1988,Lower Saxony,No migration background,At least once per week,0.04916,41,9337,0.04898,0.04935
1988,Lower Saxony,No migration background,At least once per month,0.20144,184,9337,0.20110,0.20177
1988,Lower Saxony,No migration background,Seldom,0.55930,495,9337,0.55888,0.55972
1988,Lower Saxony,No migration background,Never,0.19010,140,9337,0.18977,0.19043
1988,Lower Saxony,Direct migration background,At least once per month,0.35526,48,9337,0.35351,0.35700
1988,Lower Saxony,Direct migration background,Seldom,0.64474,78,9337,0.64300,0.64649
1988,Bremen,No migration background,Seldom,1.00000,40,9337,1.00000,1.00000
1988,North Rhine-Westphalia,No migration background,At least once per week,0.06001,119,9337,0.05988,0.06014
1988,North Rhine-Westphalia,No migration background,At least once per month,0.17953,353,9337,0.17931,0.17974
1988,North Rhine-Westphalia,No migration background,Seldom,0.51838,1033,9337,0.51810,0.51866
1988,North Rhine-Westphalia,No migration background,Never,0.24208,418,9337,0.24184,0.24232
1988,North Rhine-Westphalia,Direct migration background,At least once per week,0.09721,73,9337,0.09672,0.09770
1988,North Rhine-Westphalia,Direct migration background,At least once per month,0.22254,157,9337,0.22185,0.22323
1988,North Rhine-Westphalia,Direct migration background,Seldom,0.43766,303,9337,0.43683,0.43848
1988,North Rhine-Westphalia,Direct migration background,Never,0.24260,159,9337,0.24189,0.24331
1988,Hesse,No migration background,At least once per week,0.11298,62,9337,0.11266,0.11330
1988,Hesse,No migration background,At least once per month,0.20673,130,9337,0.20632,0.20714
1988,Hesse,No migration background,Seldom,0.46462,283,9337,0.46411,0.46512
1988,Hesse,No migration background,Never,0.21567,122,9337,0.21525,0.21608
1988,Hesse,Direct migration background,At least once per week,0.18743,91,9337,0.18649,0.18837
1988,Hesse,Direct migration background,At least once per month,0.15374,78,9337,0.15287,0.15461
1988,Hesse,Direct migration background,Seldom,0.31525,113,9337,0.31414,0.31637
1988,Hesse,Direct migration background,Never,0.34358,97,9337,0.34243,0.34472
1988,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.06120,35,9337,0.06095,0.06144
1988,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.24412,139,9337,0.24367,0.24456
1988,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.45081,286,9337,0.45030,0.45133
1988,"Rhineland-Palatinate, Saarland",No migration background,Never,0.24388,132,9337,0.24343,0.24432
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,1.00000,69,9337,1.00000,1.00000
1988,Baden-Wuerttemberg,No migration background,At least once per week,0.08227,88,9337,0.08205,0.08248
1988,Baden-Wuerttemberg,No migration background,At least once per month,0.22975,256,9337,0.22942,0.23007
1988,Baden-Wuerttemberg,No migration background,Seldom,0.44681,512,9337,0.44643,0.44720
1988,Baden-Wuerttemberg,No migration background,Never,0.24118,243,9337,0.24085,0.24151
1988,Baden-Wuerttemberg,Direct migration background,At least once per week,0.08680,84,9337,0.08629,0.08732
1988,Baden-Wuerttemberg,Direct migration background,At least once per month,0.22188,180,9337,0.22112,0.22263
1988,Baden-Wuerttemberg,Direct migration background,Seldom,0.41455,239,9337,0.41366,0.41545
1988,Baden-Wuerttemberg,Direct migration background,Never,0.27677,219,9337,0.27595,0.27758
1988,Bavaria,No migration background,At least once per week,0.08740,111,9337,0.08720,0.08759
1988,Bavaria,No migration background,At least once per month,0.22429,286,9337,0.22401,0.22458
1988,Bavaria,No migration background,Seldom,0.45636,588,9337,0.45602,0.45670
1988,Bavaria,No migration background,Never,0.23195,247,9337,0.23166,0.23224
1988,Bavaria,Direct migration background,At least once per week,0.11888,59,9337,0.11818,0.11958
1988,Bavaria,Direct migration background,At least once per month,0.24866,109,9337,0.24773,0.24960
1988,Bavaria,Direct migration background,Seldom,0.39093,116,9337,0.38987,0.39198
1988,Bavaria,Direct migration background,Never,0.24153,71,9337,0.24060,0.24246
1988,Berlin,No migration background,At least once per month,0.20362,47,9337,0.20294,0.20430
1988,Berlin,No migration background,Seldom,0.38831,99,9337,0.38749,0.38913
1988,Berlin,No migration background,Never,0.40807,68,9337,0.40724,0.40889
1988,Berlin,Direct migration background,Seldom,1.00000,39,9337,1.00000,1.00000
1990,Berlin,No migration background,At least once per week,0.22223,55,4184,0.22133,0.22313
1990,Berlin,No migration background,At least once per month,0.39122,92,4184,0.39016,0.39227
1990,Berlin,No migration background,Seldom,0.38655,113,4184,0.38550,0.38761
1990,Brandenburg,No migration background,At least once per week,0.17253,126,4184,0.17201,0.17305
1990,Brandenburg,No migration background,At least once per month,0.24838,179,4184,0.24779,0.24898
1990,Brandenburg,No migration background,Seldom,0.45888,337,4184,0.45819,0.45956
1990,Brandenburg,No migration background,Never,0.12021,62,4184,0.11976,0.12066
1990,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.15422,71,4184,0.15360,0.15485
1990,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.32308,156,4184,0.32227,0.32388
1990,Mecklenburg-Western Pomerania,No migration background,Seldom,0.52270,226,4184,0.52184,0.52356
1990,Saxony,No migration background,At least once per week,0.15560,199,4184,0.15523,0.15598
1990,Saxony,No migration background,At least once per month,0.27416,374,4184,0.27370,0.27462
1990,Saxony,No migration background,Seldom,0.44403,580,4184,0.44352,0.44454
1990,Saxony,No migration background,Never,0.12621,125,4184,0.12587,0.12655
1990,Saxony-Anhalt,No migration background,At least once per week,0.18351,151,4184,0.18300,0.18402
1990,Saxony-Anhalt,No migration background,At least once per month,0.27375,212,4184,0.27316,0.27434
1990,Saxony-Anhalt,No migration background,Seldom,0.41149,336,4184,0.41084,0.41215
1990,Saxony-Anhalt,No migration background,Never,0.13125,75,4184,0.13080,0.13170
1990,Thuringa,No migration background,At least once per week,0.18184,133,4184,0.18130,0.18237
1990,Thuringa,No migration background,At least once per month,0.30779,223,4184,0.30714,0.30843
1990,Thuringa,No migration background,Seldom,0.41414,303,4184,0.41346,0.41483
1990,Thuringa,No migration background,Never,0.09623,56,4184,0.09582,0.09664
1992,Schleswig-Holstein,No migration background,At least once per month,0.21403,41,12460,0.21346,0.21460
1992,Schleswig-Holstein,No migration background,Seldom,0.58517,132,12460,0.58449,0.58586
1992,Schleswig-Holstein,No migration background,Never,0.20079,44,12460,0.20024,0.20135
1992,Hamburg,No migration background,Seldom,1.00000,49,12460,1.00000,1.00000
1992,Lower Saxony,No migration background,At least once per week,0.07111,52,12460,0.07089,0.07133
1992,Lower Saxony,No migration background,At least once per month,0.22900,194,12460,0.22864,0.22936
1992,Lower Saxony,No migration background,Seldom,0.53127,438,12460,0.53084,0.53170
1992,Lower Saxony,No migration background,Never,0.16861,110,12460,0.16829,0.16893
1992,Lower Saxony,Direct migration background,At least once per month,0.29301,33,12460,0.29140,0.29461
1992,Lower Saxony,Direct migration background,Seldom,0.70699,71,12460,0.70539,0.70860
1992,Bremen,No migration background,Seldom,1.00000,40,12460,1.00000,1.00000
1992,North Rhine-Westphalia,No migration background,At least once per week,0.08642,150,12460,0.08626,0.08658
1992,North Rhine-Westphalia,No migration background,At least once per month,0.24609,444,12460,0.24585,0.24633
1992,North Rhine-Westphalia,No migration background,Seldom,0.51799,933,12460,0.51771,0.51827
1992,North Rhine-Westphalia,No migration background,Never,0.14950,234,12460,0.14930,0.14970
1992,North Rhine-Westphalia,Direct migration background,At least once per week,0.11315,83,12460,0.11268,0.11362
1992,North Rhine-Westphalia,Direct migration background,At least once per month,0.29455,208,12460,0.29387,0.29523
1992,North Rhine-Westphalia,Direct migration background,Seldom,0.43640,245,12460,0.43566,0.43714
1992,North Rhine-Westphalia,Direct migration background,Never,0.15590,89,12460,0.15536,0.15644
1992,North Rhine-Westphalia,Indirect migration background,At least once per month,0.42440,39,12460,0.42205,0.42674
1992,North Rhine-Westphalia,Indirect migration background,Seldom,0.57560,48,12460,0.57326,0.57795
1992,Hesse,No migration background,At least once per week,0.11255,65,12460,0.11223,0.11287
1992,Hesse,No migration background,At least once per month,0.27803,177,12460,0.27758,0.27848
1992,Hesse,No migration background,Seldom,0.44029,254,12460,0.43979,0.44078
1992,Hesse,No migration background,Never,0.16913,82,12460,0.16876,0.16951
1992,Hesse,Direct migration background,At least once per week,0.15693,46,12460,0.15613,0.15772
1992,Hesse,Direct migration background,At least once per month,0.31600,111,12460,0.31499,0.31702
1992,Hesse,Direct migration background,Seldom,0.33325,96,12460,0.33222,0.33428
1992,Hesse,Direct migration background,Never,0.19382,66,12460,0.19296,0.19468
1992,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.08682,48,12460,0.08652,0.08711
1992,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.29518,160,12460,0.29471,0.29565
1992,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.41965,229,12460,0.41914,0.42016
1992,"Rhineland-Palatinate, Saarland",No migration background,Never,0.19835,88,12460,0.19794,0.19877
1992,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.41124,33,12460,0.40904,0.41344
1992,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.58876,42,12460,0.58656,0.59096
1992,Baden-Wuerttemberg,No migration background,At least once per week,0.09634,91,12460,0.09612,0.09657
1992,Baden-Wuerttemberg,No migration background,At least once per month,0.28858,289,12460,0.28823,0.28893
1992,Baden-Wuerttemberg,No migration background,Seldom,0.46461,476,12460,0.46423,0.46499
1992,Baden-Wuerttemberg,No migration background,Never,0.15047,122,12460,0.15020,0.15074
1992,Baden-Wuerttemberg,Direct migration background,At least once per week,0.13137,104,12460,0.13085,0.13190
1992,Baden-Wuerttemberg,Direct migration background,At least once per month,0.27918,199,12460,0.27848,0.27988
1992,Baden-Wuerttemberg,Direct migration background,Seldom,0.40723,252,12460,0.40646,0.40800
1992,Baden-Wuerttemberg,Direct migration background,Never,0.18221,111,12460,0.18161,0.18282
1992,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.55728,37,12460,0.55442,0.56014
1992,Baden-Wuerttemberg,Indirect migration background,Seldom,0.44272,32,12460,0.43986,0.44558
1992,Bavaria,No migration background,At least once per week,0.08513,102,12460,0.08493,0.08532
1992,Bavaria,No migration background,At least once per month,0.24819,305,12460,0.24789,0.24849
1992,Bavaria,No migration background,Seldom,0.46194,581,12460,0.46159,0.46228
1992,Bavaria,No migration background,Never,0.20475,216,12460,0.20447,0.20503
1992,Bavaria,Direct migration background,At least once per week,0.10509,55,12460,0.10453,0.10565
1992,Bavaria,Direct migration background,At least once per month,0.29119,110,12460,0.29036,0.29202
1992,Bavaria,Direct migration background,Seldom,0.41796,125,12460,0.41705,0.41886
1992,Bavaria,Direct migration background,Never,0.18576,65,12460,0.18505,0.18647
1992,Berlin,No migration background,At least once per week,0.11030,44,12460,0.10991,0.11069
1992,Berlin,No migration background,At least once per month,0.27202,137,12460,0.27146,0.27258
1992,Berlin,No migration background,Seldom,0.45309,229,12460,0.45246,0.45371
1992,Berlin,No migration background,Never,0.16459,58,12460,0.16412,0.16505
1992,Berlin,Direct migration background,Seldom,1.00000,44,12460,1.00000,1.00000
1992,Brandenburg,No migration background,At least once per week,0.08960,57,12460,0.08922,0.08998
1992,Brandenburg,No migration background,At least once per month,0.27024,181,12460,0.26965,0.27083
1992,Brandenburg,No migration background,Seldom,0.51243,326,12460,0.51176,0.51309
1992,Brandenburg,No migration background,Never,0.12773,72,12460,0.12729,0.12817
1992,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.27642,103,12460,0.27565,0.27719
1992,Mecklenburg-Western Pomerania,No migration background,Seldom,0.58740,233,12460,0.58655,0.58824
1992,Mecklenburg-Western Pomerania,No migration background,Never,0.13619,36,12460,0.13560,0.13678
1992,Saxony,No migration background,At least once per week,0.08493,92,12460,0.08465,0.08521
1992,Saxony,No migration background,At least once per month,0.25234,289,12460,0.25190,0.25278
1992,Saxony,No migration background,Seldom,0.50692,606,12460,0.50641,0.50743
1992,Saxony,No migration background,Never,0.15581,121,12460,0.15544,0.15618
1992,Saxony-Anhalt,No migration background,At least once per week,0.08588,58,12460,0.08551,0.08625
1992,Saxony-Anhalt,No migration background,At least once per month,0.26572,193,12460,0.26514,0.26630
1992,Saxony-Anhalt,No migration background,Seldom,0.53715,419,12460,0.53649,0.53780
1992,Saxony-Anhalt,No migration background,Never,0.11125,64,12460,0.11083,0.11166
1992,Thuringa,No migration background,At least once per week,0.08888,49,12460,0.08848,0.08928
1992,Thuringa,No migration background,At least once per month,0.29485,199,12460,0.29421,0.29549
1992,Thuringa,No migration background,Seldom,0.48655,344,12460,0.48585,0.48725
1992,Thuringa,No migration background,Never,0.12972,60,12460,0.12925,0.13019
1994,Schleswig-Holstein,No migration background,At least once per month,0.22962,47,12040,0.22902,0.23022
1994,Schleswig-Holstein,No migration background,Seldom,0.77038,163,12040,0.76978,0.77098
1994,Hamburg,No migration background,Seldom,1.00000,48,12040,1.00000,1.00000
1994,Lower Saxony,No migration background,At least once per week,0.06786,55,12040,0.06764,0.06808
1994,Lower Saxony,No migration background,At least once per month,0.26886,227,12040,0.26848,0.26924
1994,Lower Saxony,No migration background,Seldom,0.52209,418,12040,0.52166,0.52252
1994,Lower Saxony,No migration background,Never,0.14119,94,12040,0.14089,0.14149
1994,Lower Saxony,Direct migration background,At least once per month,0.42539,41,12040,0.42381,0.42697
1994,Lower Saxony,Direct migration background,Seldom,0.57461,62,12040,0.57303,0.57619
1994,Bremen,No migration background,Seldom,1.00000,40,12040,1.00000,1.00000
1994,North Rhine-Westphalia,No migration background,At least once per week,0.06472,108,12040,0.06458,0.06486
1994,North Rhine-Westphalia,No migration background,At least once per month,0.25748,442,12040,0.25723,0.25772
1994,North Rhine-Westphalia,No migration background,Seldom,0.53189,935,12040,0.53161,0.53217
1994,North Rhine-Westphalia,No migration background,Never,0.14592,238,12040,0.14572,0.14612
1994,North Rhine-Westphalia,Direct migration background,At least once per week,0.11842,63,12040,0.11796,0.11887
1994,North Rhine-Westphalia,Direct migration background,At least once per month,0.22673,154,12040,0.22614,0.22733
1994,North Rhine-Westphalia,Direct migration background,Seldom,0.51962,282,12040,0.51891,0.52032
1994,North Rhine-Westphalia,Direct migration background,Never,0.13523,76,12040,0.13475,0.13571
1994,North Rhine-Westphalia,Indirect migration background,At least once per month,0.38384,41,12040,0.38197,0.38572
1994,North Rhine-Westphalia,Indirect migration background,Seldom,0.61616,64,12040,0.61428,0.61803
1994,Hesse,No migration background,At least once per week,0.11444,64,12040,0.11413,0.11476
1994,Hesse,No migration background,At least once per month,0.26190,154,12040,0.26147,0.26234
1994,Hesse,No migration background,Seldom,0.46923,271,12040,0.46873,0.46973
1994,Hesse,No migration background,Never,0.15442,71,12040,0.15406,0.15478
1994,Hesse,Direct migration background,At least once per week,0.12530,42,12040,0.12461,0.12599
1994,Hesse,Direct migration background,At least once per month,0.32878,101,12040,0.32781,0.32975
1994,Hesse,Direct migration background,Seldom,0.33513,108,12040,0.33415,0.33610
1994,Hesse,Direct migration background,Never,0.21079,46,12040,0.20995,0.21164
1994,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.11151,61,12040,0.11119,0.11183
1994,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.28122,151,12040,0.28075,0.28168
1994,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.41585,219,12040,0.41534,0.41636
1994,"Rhineland-Palatinate, Saarland",No migration background,Never,0.19143,81,12040,0.19102,0.19183
1994,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,1.00000,38,12040,1.00000,1.00000
1994,Baden-Wuerttemberg,No migration background,At least once per week,0.09741,102,12040,0.09719,0.09764
1994,Baden-Wuerttemberg,No migration background,At least once per month,0.28928,292,12040,0.28893,0.28962
1994,Baden-Wuerttemberg,No migration background,Seldom,0.47619,469,12040,0.47580,0.47657
1994,Baden-Wuerttemberg,No migration background,Never,0.13712,105,12040,0.13686,0.13739
1994,Baden-Wuerttemberg,Direct migration background,At least once per week,0.13000,99,12040,0.12950,0.13050
1994,Baden-Wuerttemberg,Direct migration background,At least once per month,0.32543,219,12040,0.32474,0.32613
1994,Baden-Wuerttemberg,Direct migration background,Seldom,0.38164,217,12040,0.38091,0.38236
1994,Baden-Wuerttemberg,Direct migration background,Never,0.16293,97,12040,0.16238,0.16348
1994,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.40472,46,12040,0.40259,0.40686
1994,Baden-Wuerttemberg,Indirect migration background,Seldom,0.59528,55,12040,0.59314,0.59741
1994,Bavaria,No migration background,At least once per week,0.08527,95,12040,0.08508,0.08547
1994,Bavaria,No migration background,At least once per month,0.22675,287,12040,0.22645,0.22704
1994,Bavaria,No migration background,Seldom,0.49179,593,12040,0.49144,0.49215
1994,Bavaria,No migration background,Never,0.19619,203,12040,0.19591,0.19647
1994,Bavaria,Direct migration background,At least once per week,0.09527,41,12040,0.09476,0.09579
1994,Bavaria,Direct migration background,At least once per month,0.23937,94,12040,0.23862,0.24013
1994,Bavaria,Direct migration background,Seldom,0.48285,144,12040,0.48197,0.48373
1994,Bavaria,Direct migration background,Never,0.18250,45,12040,0.18182,0.18319
1994,Berlin,No migration background,At least once per week,0.11662,45,12040,0.11622,0.11703
1994,Berlin,No migration background,At least once per month,0.25280,124,12040,0.25225,0.25335
1994,Berlin,No migration background,Seldom,0.51926,236,12040,0.51863,0.51989
1994,Berlin,No migration background,Never,0.11132,37,12040,0.11092,0.11172
1994,Berlin,Direct migration background,Seldom,1.00000,36,12040,1.00000,1.00000
