"pli0095_h","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1996","Bayern","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","1996","Saarland","2","","","",""
"Min 1x pro Woche","1996","Saarland","3","","","",""
"Min 1x pro Woche","1996","Saarland","4","","","",""
"Min 1x pro Woche","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","Berlin","1 Einkommensschwächstes Quintil","22","","",""
"Min 1x pro Woche","1996","Berlin","2","19","","",""
"Min 1x pro Woche","1996","Berlin","3","11","","",""
"Min 1x pro Woche","1996","Berlin","4","9","","",""
"Min 1x pro Woche","1996","Berlin","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Woche","1996","Brandenburg","1 Einkommensschwächstes Quintil","18","","",""
"Min 1x pro Woche","1996","Brandenburg","2","28","","",""
"Min 1x pro Woche","1996","Brandenburg","3","5","","",""
"Min 1x pro Woche","1996","Brandenburg","4","7","","",""
"Min 1x pro Woche","1996","Brandenburg","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","19","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","2","5","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","3","7","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","4","1","","",""
"Min 1x pro Woche","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Woche","1996","Sachsen","1 Einkommensschwächstes Quintil","48","0.117078756132232","0.0874714412120688","0.146686071052396"
"Min 1x pro Woche","1996","Sachsen","2","42","0.102471695260023","0.0722959318846298","0.132647458635416"
"Min 1x pro Woche","1996","Sachsen","3","24","","",""
"Min 1x pro Woche","1996","Sachsen","4","9","","",""
"Min 1x pro Woche","1996","Sachsen","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Woche","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","33","0.13998380210077","0.0972294786461197","0.182738125555421"
"Min 1x pro Woche","1996","Sachsen-Anhalt","2","28","","",""
"Min 1x pro Woche","1996","Sachsen-Anhalt","3","13","","",""
"Min 1x pro Woche","1996","Sachsen-Anhalt","4","6","","",""
"Min 1x pro Woche","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1996","Thüringen","1 Einkommensschwächstes Quintil","39","0.1550862282017","0.113424056592874","0.196748399810526"
"Min 1x pro Woche","1996","Thüringen","2","28","","",""
"Min 1x pro Woche","1996","Thüringen","3","3","","",""
"Min 1x pro Woche","1996","Thüringen","4","6","","",""
"Min 1x pro Woche","1996","Thüringen","5 Einkommensstärkstes Quintil","1","","",""
"Min 1x pro Monat","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","31","0.317657952469578","0.217498952863558","0.417816952075598"
"Min 1x pro Monat","1996","Schleswig-Holstein","2","29","","",""
"Min 1x pro Monat","1996","Schleswig-Holstein","3","9","","",""
"Min 1x pro Monat","1996","Schleswig-Holstein","4","8","","",""
"Min 1x pro Monat","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","9","","",""
"Min 1x pro Monat","1996","Hamburg","1 Einkommensschwächstes Quintil","12","","",""
"Min 1x pro Monat","1996","Hamburg","2","11","","",""
"Min 1x pro Monat","1996","Hamburg","3","12","","",""
"Min 1x pro Monat","1996","Hamburg","4","10","","",""
"Min 1x pro Monat","1996","Hamburg","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1996","Niedersachsen","1 Einkommensschwächstes Quintil","94","0.26894927333039","0.219668576438293","0.318229970222488"
"Min 1x pro Monat","1996","Niedersachsen","2","95","0.288506452571496","0.236805287331889","0.340207617811103"
"Min 1x pro Monat","1996","Niedersachsen","3","51","0.238955038967086","0.178946855532277","0.298963222401895"
"Min 1x pro Monat","1996","Niedersachsen","4","52","0.274489906661549","0.20680765871713","0.342172154605967"
"Min 1x pro Monat","1996","Niedersachsen","5 Einkommensstärkstes Quintil","22","","",""
"Min 1x pro Monat","1996","Bremen","1 Einkommensschwächstes Quintil","16","","",""
"Min 1x pro Monat","1996","Bremen","2","11","","",""
"Min 1x pro Monat","1996","Bremen","3","","","",""
"Min 1x pro Monat","1996","Bremen","4","","","",""
"Min 1x pro Monat","1996","Bremen","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","304","0.297217765567484","0.267701184889316","0.326734346245652"
"Min 1x pro Monat","1996","Nordrhein-Westfalen","2","213","0.343329088623675","0.30639814384301","0.38026003340434"
"Min 1x pro Monat","1996","Nordrhein-Westfalen","3","128","0.300003484411154","0.255860772657831","0.344146196164478"
"Min 1x pro Monat","1996","Nordrhein-Westfalen","4","98","0.300056996027073","0.251272540870081","0.348841451184065"
"Min 1x pro Monat","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","69","0.286607985637447","0.228795395784079","0.344420575490815"
"Min 1x pro Monat","1996","Hessen","1 Einkommensschwächstes Quintil","79","0.282509640868018","0.22860758057926","0.336411701156775"
"Min 1x pro Monat","1996","Hessen","2","66","0.231383063855471","0.177464921813808","0.285301205897135"
"Min 1x pro Monat","1996","Hessen","3","64","0.363477616308123","0.292415615212464","0.434539617403782"
"Min 1x pro Monat","1996","Hessen","4","45","0.308781649135823","0.23435120606755","0.383212092204097"
"Min 1x pro Monat","1996","Hessen","5 Einkommensstärkstes Quintil","22","","",""
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","71","0.266195420871","0.208573945974121","0.32381689576788"
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","2","63","0.315313740423067","0.252017170977234","0.378610309868901"
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","3","41","0.306251857948488","0.225122594897483","0.387381120999493"
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","4","30","0.259510447209489","0.175260757073951","0.343760137345027"
"Min 1x pro Monat","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Monat","1996","Baden-Württemberg","1 Einkommensschwächstes Quintil","188","0.313598312889754","0.275308383191484","0.351888242588025"
"Min 1x pro Monat","1996","Baden-Württemberg","2","166","0.330748529596067","0.28789355681542","0.373603502376715"
"Min 1x pro Monat","1996","Baden-Württemberg","3","130","0.372526708696249","0.320753865282591","0.424299552109907"
"Min 1x pro Monat","1996","Baden-Württemberg","4","76","0.335407576187355","0.272444586345601","0.398370566029108"
"Min 1x pro Monat","1996","Baden-Württemberg","5 Einkommensstärkstes Quintil","27","","",""
"Min 1x pro Monat","1996","Bayern","1 Einkommensschwächstes Quintil","155","0.293914966049647","0.252464591970043","0.335365340129252"
"Min 1x pro Monat","1996","Bayern","2","158","0.297800303692688","0.257475013316338","0.338125594069037"
"Min 1x pro Monat","1996","Bayern","3","79","0.229542289813027","0.181553163786476","0.277531415839578"
"Min 1x pro Monat","1996","Bayern","4","62","0.19487217167778","0.145474446935688","0.244269896419873"
"Min 1x pro Monat","1996","Bayern","5 Einkommensstärkstes Quintil","27","","",""
"Min 1x pro Monat","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","1996","Saarland","2","","","",""
"Min 1x pro Monat","1996","Saarland","3","","","",""
"Min 1x pro Monat","1996","Saarland","4","","","",""
"Min 1x pro Monat","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","1996","Berlin","1 Einkommensschwächstes Quintil","43","0.274023063968443","0.201921548266356","0.34612457967053"
"Min 1x pro Monat","1996","Berlin","2","52","0.366223490785924","0.289125398940539","0.443321582631308"
"Min 1x pro Monat","1996","Berlin","3","46","0.373865519411238","0.291013335582085","0.456717703240391"
"Min 1x pro Monat","1996","Berlin","4","16","","",""
"Min 1x pro Monat","1996","Berlin","5 Einkommensstärkstes Quintil","9","","",""
"Min 1x pro Monat","1996","Brandenburg","1 Einkommensschwächstes Quintil","85","0.319851850131413","0.262264908445619","0.377438791817208"
"Min 1x pro Monat","1996","Brandenburg","2","62","0.342135282810017","0.273019690754191","0.411250874865843"
"Min 1x pro Monat","1996","Brandenburg","3","39","0.347553975944873","0.25774502192839","0.437362929961356"
"Min 1x pro Monat","1996","Brandenburg","4","6","","",""
"Min 1x pro Monat","1996","Brandenburg","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","69","0.382705824671404","0.30985597475017","0.455555674592639"
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","2","31","0.305846737381152","0.221997579150585","0.389695895611718"
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","3","23","","",""
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","4","7","","",""
"Min 1x pro Monat","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","7","","",""
"Min 1x pro Monat","1996","Sachsen","1 Einkommensschwächstes Quintil","135","0.288158319159806","0.246451575947703","0.329865062371909"
"Min 1x pro Monat","1996","Sachsen","2","131","0.313858125996946","0.267683234983429","0.360033017010464"
"Min 1x pro Monat","1996","Sachsen","3","56","0.309039938363897","0.239779726971095","0.3783001497567"
"Min 1x pro Monat","1996","Sachsen","4","28","","",""
"Min 1x pro Monat","1996","Sachsen","5 Einkommensstärkstes Quintil","4","","",""
"Min 1x pro Monat","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","82","0.31478366487216","0.257555769039867","0.372011560704453"
"Min 1x pro Monat","1996","Sachsen-Anhalt","2","96","0.31159369451699","0.257150645021147","0.366036744012832"
"Min 1x pro Monat","1996","Sachsen-Anhalt","3","39","0.377919150481446","0.284281104036296","0.471557196926596"
"Min 1x pro Monat","1996","Sachsen-Anhalt","4","9","","",""
"Min 1x pro Monat","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Monat","1996","Thüringen","1 Einkommensschwächstes Quintil","103","0.340178217493287","0.285650707378411","0.394705727608162"
"Min 1x pro Monat","1996","Thüringen","2","79","0.303079354682477","0.246109130470792","0.360049578894163"
"Min 1x pro Monat","1996","Thüringen","3","31","0.298298152424598","0.203247592523798","0.393348712325398"
"Min 1x pro Monat","1996","Thüringen","4","11","","",""
"Min 1x pro Monat","1996","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","42","0.566598120432583","0.459989578209761","0.673206662655406"
"Seltener","1996","Schleswig-Holstein","2","42","0.466504466813708","0.364005215806325","0.569003717821091"
"Seltener","1996","Schleswig-Holstein","3","24","","",""
"Seltener","1996","Schleswig-Holstein","4","29","","",""
"Seltener","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","12","","",""
"Seltener","1996","Hamburg","1 Einkommensschwächstes Quintil","13","","",""
"Seltener","1996","Hamburg","2","12","","",""
"Seltener","1996","Hamburg","3","15","","",""
"Seltener","1996","Hamburg","4","4","","",""
"Seltener","1996","Hamburg","5 Einkommensstärkstes Quintil","4","","",""
"Seltener","1996","Niedersachsen","1 Einkommensschwächstes Quintil","144","0.476353043196494","0.420845544101768","0.53186054229122"
"Seltener","1996","Niedersachsen","2","148","0.506105096409171","0.449052592325807","0.563157600492535"
"Seltener","1996","Niedersachsen","3","99","0.546441718300669","0.476387272638758","0.61649616396258"
"Seltener","1996","Niedersachsen","4","82","0.528374637153109","0.452663562107617","0.6040857121986"
"Seltener","1996","Niedersachsen","5 Einkommensstärkstes Quintil","42","0.579305054063601","0.466826548580621","0.691783559546582"
"Seltener","1996","Bremen","1 Einkommensschwächstes Quintil","6","","",""
"Seltener","1996","Bremen","2","17","","",""
"Seltener","1996","Bremen","3","8","","",""
"Seltener","1996","Bremen","4","7","","",""
"Seltener","1996","Bremen","5 Einkommensstärkstes Quintil","5","","",""
"Seltener","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","374","0.435155934312499","0.403137136897977","0.467174731727021"
"Seltener","1996","Nordrhein-Westfalen","2","304","0.477743508302513","0.438892656143079","0.516594360461948"
"Seltener","1996","Nordrhein-Westfalen","3","189","0.443898767751529","0.396039415225099","0.491758120277959"
"Seltener","1996","Nordrhein-Westfalen","4","163","0.449760506789682","0.396804554774308","0.502716458805057"
"Seltener","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","137","0.59939209881391","0.536740894724556","0.662043302903264"
"Seltener","1996","Hessen","1 Einkommensschwächstes Quintil","96","0.279268527397495","0.225555647912681","0.332981406882308"
"Seltener","1996","Hessen","2","109","0.522453667777916","0.458591183613803","0.586316151942029"
"Seltener","1996","Hessen","3","60","0.336772653561527","0.266950799169546","0.406594507953509"
"Seltener","1996","Hessen","4","69","0.481995524162163","0.401493742518971","0.562497305805356"
"Seltener","1996","Hessen","5 Einkommensstärkstes Quintil","41","0.486213241165555","0.373844338546183","0.598582143784927"
"Seltener","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","79","0.386428327747895","0.322944807708695","0.449911847787095"
"Seltener","1996","Rheinland-Pfalz,Saarland","2","88","0.407933107916137","0.340984309999272","0.474881905833001"
"Seltener","1996","Rheinland-Pfalz,Saarland","3","56","0.423922488048052","0.336942180831991","0.510902795264114"
"Seltener","1996","Rheinland-Pfalz,Saarland","4","57","0.566913250467014","0.471682507288614","0.662143993645413"
"Seltener","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","10","","",""
"Seltener","1996","Baden-Württemberg","1 Einkommensschwächstes Quintil","217","0.412664791564416","0.372034469463286","0.453295113665546"
"Seltener","1996","Baden-Württemberg","2","173","0.377460969375003","0.333306271904549","0.421615666845456"
"Seltener","1996","Baden-Württemberg","3","134","0.409414190362509","0.356758096754931","0.462070283970087"
"Seltener","1996","Baden-Württemberg","4","94","0.423773698669396","0.357873798970349","0.489673598368444"
"Seltener","1996","Baden-Württemberg","5 Einkommensstärkstes Quintil","68","0.52291104540656","0.433545305235014","0.612276785578105"
"Seltener","1996","Bayern","1 Einkommensschwächstes Quintil","174","0.371090229811264","0.327133737212333","0.415046722410196"
"Seltener","1996","Bayern","2","223","0.487452414702587","0.443374826260671","0.531530003144503"
"Seltener","1996","Bayern","3","150","0.517037054308186","0.460013429152137","0.574060679464234"
"Seltener","1996","Bayern","4","129","0.501375380462138","0.439020855404815","0.56372990551946"
"Seltener","1996","Bayern","5 Einkommensstärkstes Quintil","74","0.43254250224648","0.353258872451615","0.511826132041345"
"Seltener","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Seltener","1996","Saarland","2","","","",""
"Seltener","1996","Saarland","3","","","",""
"Seltener","1996","Saarland","4","","","",""
"Seltener","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Seltener","1996","Berlin","1 Einkommensschwächstes Quintil","57","0.407240176726402","0.327815745726314","0.486664607726491"
"Seltener","1996","Berlin","2","62","0.400645395889042","0.322225824811093","0.479064966966991"
"Seltener","1996","Berlin","3","61","0.388266710225196","0.304810515513283","0.471722904937109"
"Seltener","1996","Berlin","4","27","","",""
"Seltener","1996","Berlin","5 Einkommensstärkstes Quintil","30","0.580276928408729","0.442095676197568","0.718458180619891"
"Seltener","1996","Brandenburg","1 Einkommensschwächstes Quintil","129","0.490742054859012","0.429019575114214","0.55246453460381"
"Seltener","1996","Brandenburg","2","80","0.439509059095342","0.367202612716099","0.511815505474585"
"Seltener","1996","Brandenburg","3","61","0.551663316668916","0.457869241893223","0.645457391444609"
"Seltener","1996","Brandenburg","4","25","","",""
"Seltener","1996","Brandenburg","5 Einkommensstärkstes Quintil","10","","",""
"Seltener","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","79","0.46281094944102","0.388077431837195","0.537544467044846"
"Seltener","1996","Mecklenburg-Vorpommern","2","73","0.5836456427544","0.493938860865351","0.673352424643449"
"Seltener","1996","Mecklenburg-Vorpommern","3","36","0.497502153483047","0.379527657504217","0.615476649461877"
"Seltener","1996","Mecklenburg-Vorpommern","4","16","","",""
"Seltener","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","8","","",""
"Seltener","1996","Sachsen","1 Einkommensschwächstes Quintil","225","0.469872268615017","0.423912359771516","0.515832177458517"
"Seltener","1996","Sachsen","2","180","0.448944060028975","0.399453064808554","0.498435055249396"
"Seltener","1996","Sachsen","3","81","0.490745035432138","0.415816778617708","0.565673292246569"
"Seltener","1996","Sachsen","4","36","0.393378474515672","0.285657877996189","0.501099071035154"
"Seltener","1996","Sachsen","5 Einkommensstärkstes Quintil","6","","",""
"Seltener","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","116","0.430925169340531","0.369904994199291","0.491945344481771"
"Seltener","1996","Sachsen-Anhalt","2","133","0.461582985783241","0.402981317904236","0.520184653662246"
"Seltener","1996","Sachsen-Anhalt","3","50","0.50224307897083","0.405683555739555","0.598802602202104"
"Seltener","1996","Sachsen-Anhalt","4","16","","",""
"Seltener","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","4","","",""
"Seltener","1996","Thüringen","1 Einkommensschwächstes Quintil","126","0.402511556735602","0.346069474925789","0.458953638545414"
"Seltener","1996","Thüringen","2","131","0.479281987484698","0.417355714785896","0.541208260183499"
"Seltener","1996","Thüringen","3","52","0.611273569270784","0.510000742596087","0.712546395945482"
"Seltener","1996","Thüringen","4","7","","",""
"Seltener","1996","Thüringen","5 Einkommensstärkstes Quintil","4","","",""
"Nie","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","3","","",""
"Nie","1996","Schleswig-Holstein","2","12","","",""
"Nie","1996","Schleswig-Holstein","3","6","","",""
"Nie","1996","Schleswig-Holstein","4","1","","",""
"Nie","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","2","","",""
"Nie","1996","Hamburg","1 Einkommensschwächstes Quintil","5","","",""
"Nie","1996","Hamburg","2","11","","",""
"Nie","1996","Hamburg","3","5","","",""
"Nie","1996","Hamburg","4","","","",""
"Nie","1996","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Niedersachsen","1 Einkommensschwächstes Quintil","29","","",""
"Nie","1996","Niedersachsen","2","22","","",""
"Nie","1996","Niedersachsen","3","17","","",""
"Nie","1996","Niedersachsen","4","16","","",""
"Nie","1996","Niedersachsen","5 Einkommensstärkstes Quintil","5","","",""
"Nie","1996","Bremen","1 Einkommensschwächstes Quintil","6","","",""
"Nie","1996","Bremen","2","4","","",""
"Nie","1996","Bremen","3","3","","",""
"Nie","1996","Bremen","4","","","",""
"Nie","1996","Bremen","5 Einkommensstärkstes Quintil","1","","",""
"Nie","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","116","0.138688430629948","0.116367179519958","0.161009681739937"
"Nie","1996","Nordrhein-Westfalen","2","45","0.0888658914328518","0.0667339286267704","0.110997854238933"
"Nie","1996","Nordrhein-Westfalen","3","55","0.160574449842198","0.125209159019156","0.19593974066524"
"Nie","1996","Nordrhein-Westfalen","4","42","0.127228587493025","0.0917561647909761","0.162701010195074"
"Nie","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","17","","",""
"Nie","1996","Hessen","1 Einkommensschwächstes Quintil","62","0.294212204885107","0.239655502958772","0.348768906811442"
"Nie","1996","Hessen","2","23","","",""
"Nie","1996","Hessen","3","22","","",""
"Nie","1996","Hessen","4","13","","",""
"Nie","1996","Hessen","5 Einkommensstärkstes Quintil","4","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","42","0.19630403041657","0.14451898340359","0.24808907742955"
"Nie","1996","Rheinland-Pfalz,Saarland","2","25","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","3","7","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","4","6","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","6","","",""
"Nie","1996","Baden-Württemberg","1 Einkommensschwächstes Quintil","71","0.152522154611134","0.122850676489274","0.182193632732994"
"Nie","1996","Baden-Württemberg","2","44","0.106186976700555","0.0781251096565953","0.134248843744515"
"Nie","1996","Baden-Württemberg","3","22","","",""
"Nie","1996","Baden-Württemberg","4","11","","",""
"Nie","1996","Baden-Württemberg","5 Einkommensstärkstes Quintil","8","","",""
"Nie","1996","Bayern","1 Einkommensschwächstes Quintil","70","0.175684642689041","0.141058613077744","0.210310672300339"
"Nie","1996","Bayern","2","56","0.125694959083659","0.0964618479091239","0.154928070258194"
"Nie","1996","Bayern","3","41","0.149140873008773","0.108490526268121","0.189791219749424"
"Nie","1996","Bayern","4","21","","",""
"Nie","1996","Bayern","5 Einkommensstärkstes Quintil","35","0.247772178021362","0.178684049769985","0.316860306272739"
"Nie","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nie","1996","Saarland","2","","","",""
"Nie","1996","Saarland","3","","","",""
"Nie","1996","Saarland","4","","","",""
"Nie","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Berlin","1 Einkommensschwächstes Quintil","25","","",""
"Nie","1996","Berlin","2","17","","",""
"Nie","1996","Berlin","3","13","","",""
"Nie","1996","Berlin","4","9","","",""
"Nie","1996","Berlin","5 Einkommensstärkstes Quintil","6","","",""
"Nie","1996","Brandenburg","1 Einkommensschwächstes Quintil","20","","",""
"Nie","1996","Brandenburg","2","11","","",""
"Nie","1996","Brandenburg","3","3","","",""
"Nie","1996","Brandenburg","4","3","","",""
"Nie","1996","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","4","","",""
"Nie","1996","Mecklenburg-Vorpommern","2","7","","",""
"Nie","1996","Mecklenburg-Vorpommern","3","3","","",""
"Nie","1996","Mecklenburg-Vorpommern","4","2","","",""
"Nie","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Sachsen","1 Einkommensschwächstes Quintil","45","0.124890656092945","0.0944471179914765","0.155334194194413"
"Nie","1996","Sachsen","2","35","0.134726118714055","0.100753038484603","0.168699198943507"
"Nie","1996","Sachsen","3","10","","",""
"Nie","1996","Sachsen","4","6","","",""
"Nie","1996","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","22","","",""
"Nie","1996","Sachsen-Anhalt","2","21","","",""
"Nie","1996","Sachsen-Anhalt","3","1","","",""
"Nie","1996","Sachsen-Anhalt","4","","","",""
"Nie","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nie","1996","Thüringen","1 Einkommensschwächstes Quintil","22","","",""
"Nie","1996","Thüringen","2","12","","",""
"Nie","1996","Thüringen","3","3","","",""
"Nie","1996","Thüringen","4","2","","",""
"Nie","1996","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","1 Einkommensschwächstes Quintil","10","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","2","2","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","3","5","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","4","4","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","5 Einkommensstärkstes Quintil","1","","",""
