"pli0095_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","1986","AkademikerIn","Westdeutschland","146","","",""
"Min 1x pro Monat","1986","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1986","(noch) kein Abschluss","Westdeutschland","405","0.431088053289303","0.400696456010346","0.46147965056826"
"Seltener","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1986","Hauptschule","Westdeutschland","2873","","",""
"Seltener","1986","Hauptschule","Ostdeutschland","","","",""
"Seltener","1986","Realschule","Westdeutschland","934","0.51836346924804","0.495046306484679","0.541680632011402"
"Seltener","1986","Realschule","Ostdeutschland","","","",""
"Seltener","1986","(Fach-)Abitur","Westdeutschland","375","0.476762792962877","0.442174245841965","0.511351340083788"
"Seltener","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1986","AkademikerIn","Westdeutschland","388","0.50710884284629","0.471232779475102","0.542984906217479"
"Seltener","1986","AkademikerIn","Ostdeutschland","","","",""
"Nie","1986","(noch) kein Abschluss","Westdeutschland","242","","",""
"Nie","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1986","Hauptschule","Westdeutschland","1287","","",""
"Nie","1986","Hauptschule","Ostdeutschland","","","",""
"Nie","1986","Realschule","Westdeutschland","299","","",""
"Nie","1986","Realschule","Ostdeutschland","","","",""
"Nie","1986","(Fach-)Abitur","Westdeutschland","124","","",""
"Nie","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1986","AkademikerIn","Westdeutschland","148","","",""
"Nie","1986","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1987","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1987","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1987","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1987","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1987","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1987","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1987","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1987","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1987","Hauptschule","Westdeutschland","","","",""
"Seltener","1987","Hauptschule","Ostdeutschland","","","",""
"Seltener","1987","Realschule","Westdeutschland","","","",""
"Seltener","1987","Realschule","Ostdeutschland","","","",""
"Seltener","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1987","AkademikerIn","Westdeutschland","","","",""
"Seltener","1987","AkademikerIn","Ostdeutschland","","","",""
"Nie","1987","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1987","Hauptschule","Westdeutschland","","","",""
"Nie","1987","Hauptschule","Ostdeutschland","","","",""
"Nie","1987","Realschule","Westdeutschland","","","",""
"Nie","1987","Realschule","Ostdeutschland","","","",""
"Nie","1987","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1987","AkademikerIn","Westdeutschland","","","",""
"Nie","1987","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","(noch) kein Abschluss","Westdeutschland","118","","",""
"Min 1x pro Woche","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","Hauptschule","Westdeutschland","502","0.0742043484894156","0.067395875081406","0.0810128218974252"
"Min 1x pro Woche","1988","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","Realschule","Westdeutschland","120","","",""
"Min 1x pro Woche","1988","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","(Fach-)Abitur","Westdeutschland","67","0.0758498749825483","0.0566963479479139","0.0950034020171827"
"Min 1x pro Woche","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1988","AkademikerIn","Westdeutschland","40","0.0609223303263133","0.0431907063266705","0.078653954325956"
"Min 1x pro Woche","1988","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","(noch) kein Abschluss","Westdeutschland","211","","",""
"Min 1x pro Monat","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","Hauptschule","Westdeutschland","1244","","",""
"Min 1x pro Monat","1988","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","Realschule","Westdeutschland","354","0.204039826355632","0.184837623500151","0.223242029211113"
"Min 1x pro Monat","1988","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","(Fach-)Abitur","Westdeutschland","215","","",""
"Min 1x pro Monat","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1988","AkademikerIn","Westdeutschland","160","","",""
"Min 1x pro Monat","1988","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1988","(noch) kein Abschluss","Westdeutschland","341","0.429881644278545","0.397610018975439","0.46215326958165"
"Seltener","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1988","Hauptschule","Westdeutschland","2635","","",""
"Seltener","1988","Hauptschule","Ostdeutschland","","","",""
"Seltener","1988","Realschule","Westdeutschland","910","0.526233757494289","0.502442394674074","0.550025120314505"
"Seltener","1988","Realschule","Ostdeutschland","","","",""
"Seltener","1988","(Fach-)Abitur","Westdeutschland","338","0.471573274996066","0.435459986248353","0.507686563743778"
"Seltener","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1988","AkademikerIn","Westdeutschland","369","0.508653679495955","0.471592908287374","0.545714450704536"
"Seltener","1988","AkademikerIn","Ostdeutschland","","","",""
"Nie","1988","(noch) kein Abschluss","Westdeutschland","234","","",""
"Nie","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1988","Hauptschule","Westdeutschland","1312","","",""
"Nie","1988","Hauptschule","Ostdeutschland","","","",""
"Nie","1988","Realschule","Westdeutschland","308","0.20022556561592","0.18115816747998","0.21929296375186"
"Nie","1988","Realschule","Ostdeutschland","","","",""
"Nie","1988","(Fach-)Abitur","Westdeutschland","114","","",""
"Nie","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1988","AkademikerIn","Westdeutschland","130","","",""
"Nie","1988","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1989","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1989","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1989","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1989","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1989","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1989","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1989","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1989","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1989","Hauptschule","Westdeutschland","","","",""
"Seltener","1989","Hauptschule","Ostdeutschland","","","",""
"Seltener","1989","Realschule","Westdeutschland","","","",""
"Seltener","1989","Realschule","Ostdeutschland","","","",""
"Seltener","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1989","AkademikerIn","Westdeutschland","","","",""
"Seltener","1989","AkademikerIn","Ostdeutschland","","","",""
"Nie","1989","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1989","Hauptschule","Westdeutschland","","","",""
"Nie","1989","Hauptschule","Ostdeutschland","","","",""
"Nie","1989","Realschule","Westdeutschland","","","",""
"Nie","1989","Realschule","Ostdeutschland","","","",""
"Nie","1989","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1989","AkademikerIn","Westdeutschland","","","",""
"Nie","1989","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1990","(noch) kein Abschluss","Ostdeutschland","6","0.137633074122322","0.0369748451060563","0.238291303138587"
"Min 1x pro Woche","1990","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1990","Hauptschule","Ostdeutschland","264","","",""
"Min 1x pro Woche","1990","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1990","Realschule","Ostdeutschland","282","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1990","(Fach-)Abitur","Ostdeutschland","25","","",""
"Min 1x pro Woche","1990","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1990","AkademikerIn","Ostdeutschland","185","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Ostdeutschland","9","0.197848759324422","0.0814531415960379","0.314244377052807"
"Min 1x pro Monat","1990","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1990","Hauptschule","Ostdeutschland","407","0.230679553947969","0.210334470276077","0.251024637619861"
"Min 1x pro Monat","1990","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1990","Realschule","Ostdeutschland","506","0.332672571898282","0.309299024776913","0.356046119019651"
"Min 1x pro Monat","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","Ostdeutschland","39","0.297114801049604","0.217636134302311","0.376593467796897"
"Min 1x pro Monat","1990","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1990","AkademikerIn","Ostdeutschland","309","0.313650668307832","0.284690215379897","0.342611121235767"
"Seltener","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1990","(noch) kein Abschluss","Ostdeutschland","26","","",""
"Seltener","1990","Hauptschule","Westdeutschland","","","",""
"Seltener","1990","Hauptschule","Ostdeutschland","727","0.429245061204047","0.40534060965069","0.453149512757405"
"Seltener","1990","Realschule","Westdeutschland","","","",""
"Seltener","1990","Realschule","Ostdeutschland","687","0.415794762643598","0.391345325259378","0.440244200027818"
"Seltener","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1990","(Fach-)Abitur","Ostdeutschland","60","0.486506880161738","0.39957921031342","0.573434550010055"
"Seltener","1990","AkademikerIn","Westdeutschland","","","",""
"Seltener","1990","AkademikerIn","Ostdeutschland","450","0.453603077836583","0.422528749370482","0.484677406302683"
"Nie","1990","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1990","(noch) kein Abschluss","Ostdeutschland","4","0.123702553943497","0.0275065702282345","0.21989853765876"
"Nie","1990","Hauptschule","Westdeutschland","","","",""
"Nie","1990","Hauptschule","Ostdeutschland","249","","",""
"Nie","1990","Realschule","Westdeutschland","","","",""
"Nie","1990","Realschule","Ostdeutschland","86","0.0650928559275746","0.0528552196263327","0.0773304922288165"
"Nie","1990","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1990","(Fach-)Abitur","Ostdeutschland","3","","",""
"Nie","1990","AkademikerIn","Westdeutschland","","","",""
"Nie","1990","AkademikerIn","Ostdeutschland","42","0.0523734611919161","0.0384680486163604","0.0662788737674718"
"Min 1x pro Woche","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1991","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1991","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1991","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1991","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1991","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1991","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1991","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1991","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1991","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1991","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1991","Hauptschule","Westdeutschland","","","",""
"Seltener","1991","Hauptschule","Ostdeutschland","","","",""
"Seltener","1991","Realschule","Westdeutschland","","","",""
"Seltener","1991","Realschule","Ostdeutschland","","","",""
"Seltener","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1991","AkademikerIn","Westdeutschland","","","",""
"Seltener","1991","AkademikerIn","Ostdeutschland","","","",""
"Nie","1991","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1991","Hauptschule","Westdeutschland","","","",""
"Nie","1991","Hauptschule","Ostdeutschland","","","",""
"Nie","1991","Realschule","Westdeutschland","","","",""
"Nie","1991","Realschule","Ostdeutschland","","","",""
"Nie","1991","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1991","AkademikerIn","Westdeutschland","","","",""
"Nie","1991","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Westdeutschland","114","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Min 1x pro Woche","1992","Hauptschule","Westdeutschland","544","0.0995101876448432","0.0912540756329687","0.107766299656718"
"Min 1x pro Woche","1992","Hauptschule","Ostdeutschland","130","","",""
"Min 1x pro Woche","1992","Realschule","Westdeutschland","130","","",""
"Min 1x pro Woche","1992","Realschule","Ostdeutschland","105","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Westdeutschland","78","0.0831230665576248","0.0636742171969351","0.102571915918314"
"Min 1x pro Woche","1992","(Fach-)Abitur","Ostdeutschland","10","","",""
"Min 1x pro Woche","1992","AkademikerIn","Westdeutschland","48","0.0588761047232831","0.0418120459891938","0.0759401634573725"
"Min 1x pro Woche","1992","AkademikerIn","Ostdeutschland","76","0.0887575293637546","0.0703304238415335","0.107184634885976"
"Min 1x pro Monat","1992","(noch) kein Abschluss","Westdeutschland","220","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Ostdeutschland","23","","",""
"Min 1x pro Monat","1992","Hauptschule","Westdeutschland","1399","","",""
"Min 1x pro Monat","1992","Hauptschule","Ostdeutschland","314","0.213938817248215","0.192495947901926","0.235381686594505"
"Min 1x pro Monat","1992","Realschule","Westdeutschland","455","0.255215534018133","0.234217106082328","0.276213961953938"
"Min 1x pro Monat","1992","Realschule","Ostdeutschland","450","0.327775994088543","0.303378575739837","0.352173412437248"
"Min 1x pro Monat","1992","(Fach-)Abitur","Westdeutschland","257","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Ostdeutschland","42","0.321738991536563","0.236729117990561","0.406748865082565"
"Min 1x pro Monat","1992","AkademikerIn","Westdeutschland","185","","",""
"Min 1x pro Monat","1992","AkademikerIn","Ostdeutschland","249","","",""
"Seltener","1992","(noch) kein Abschluss","Westdeutschland","307","0.413727482499674","0.379513903219338","0.44794106178001"
"Seltener","1992","(noch) kein Abschluss","Ostdeutschland","43","0.64898574331401","0.537176160443131","0.76079532618489"
"Seltener","1992","Hauptschule","Westdeutschland","2239","","",""
"Seltener","1992","Hauptschule","Ostdeutschland","739","0.476772744448933","0.450656494378942","0.502888994518924"
"Seltener","1992","Realschule","Westdeutschland","880","0.522314341656208","0.498256591991045","0.546372091321371"
"Seltener","1992","Realschule","Ostdeutschland","773","0.522395075189473","0.496433428937266","0.54835672144168"
"Seltener","1992","(Fach-)Abitur","Westdeutschland","365","0.492056918832672","0.456836638642511","0.527277199022833"
"Seltener","1992","(Fach-)Abitur","Ostdeutschland","59","0.561971522261881","0.471684064686823","0.652258979836938"
"Seltener","1992","AkademikerIn","Westdeutschland","390","0.524154934310322","0.487951311883866","0.560358556736777"
"Seltener","1992","AkademikerIn","Ostdeutschland","530","0.565338005955484","0.533218602594852","0.597457409316116"
"Nie","1992","(noch) kein Abschluss","Westdeutschland","155","","",""
"Nie","1992","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Nie","1992","Hauptschule","Westdeutschland","868","0.200524857138954","0.189481808312049","0.211567905965859"
"Nie","1992","Hauptschule","Ostdeutschland","222","","",""
"Nie","1992","Realschule","Westdeutschland","191","","",""
"Nie","1992","Realschule","Ostdeutschland","94","0.072820617850743","0.0593152208433939","0.0863260148580921"
"Nie","1992","(Fach-)Abitur","Westdeutschland","74","0.0947682270925124","0.0741339678232862","0.115402486361739"
"Nie","1992","(Fach-)Abitur","Ostdeutschland","5","0.0615496874632923","0.0178138281317867","0.105285546794798"
"Nie","1992","AkademikerIn","Westdeutschland","108","","",""
"Nie","1992","AkademikerIn","Ostdeutschland","60","0.0717854343113394","0.0550599038846838","0.088510964737995"
"Min 1x pro Woche","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","1993","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","1993","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","1993","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","1993","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","1993","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","1993","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1993","Hauptschule","Westdeutschland","","","",""
"Seltener","1993","Hauptschule","Ostdeutschland","","","",""
"Seltener","1993","Realschule","Westdeutschland","","","",""
"Seltener","1993","Realschule","Ostdeutschland","","","",""
"Seltener","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1993","AkademikerIn","Westdeutschland","","","",""
"Seltener","1993","AkademikerIn","Ostdeutschland","","","",""
"Nie","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1993","Hauptschule","Westdeutschland","","","",""
"Nie","1993","Hauptschule","Ostdeutschland","","","",""
"Nie","1993","Realschule","Westdeutschland","","","",""
"Nie","1993","Realschule","Ostdeutschland","","","",""
"Nie","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1993","AkademikerIn","Westdeutschland","","","",""
"Nie","1993","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1994","(noch) kein Abschluss","Westdeutschland","92","0.120593576539769","0.0972091427260746","0.143978010353463"
"Min 1x pro Woche","1994","(noch) kein Abschluss","Ostdeutschland","9","0.106203417540678","0.0458173592347109","0.166589475846646"
"Min 1x pro Woche","1994","Hauptschule","Westdeutschland","495","0.093870158959878","0.0856100711217347","0.102130246798021"
"Min 1x pro Woche","1994","Hauptschule","Ostdeutschland","129","","",""
"Min 1x pro Woche","1994","Realschule","Westdeutschland","149","","",""
"Min 1x pro Woche","1994","Realschule","Ostdeutschland","115","","",""
