year,migback,sex,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Direct migration background,male,At least once per week,0.10444,171,1311,0.08788,0.12100
1992,Direct migration background,male,At least once per month,0.29430,420,1311,0.26962,0.31898
1992,Direct migration background,male,Seldom,0.43425,519,1311,0.40741,0.46109
1992,Direct migration background,male,Never,0.16701,201,1311,0.14681,0.18721
1992,Direct migration background,female,At least once per week,0.13311,180,1212,0.11398,0.15225
1992,Direct migration background,female,At least once per month,0.25677,342,1212,0.23216,0.28137
1992,Direct migration background,female,Seldom,0.42335,469,1212,0.39552,0.45118
1992,Direct migration background,female,Never,0.18677,221,1212,0.16482,0.20872
1992,Indirect migration background,male,At least once per month,0.34684,80,151,0.27067,0.42301
1992,Indirect migration background,male,Seldom,0.31369,71,151,0.23943,0.38794
1992,Indirect migration background,female,At least once per week,0.11914,32,175,0.07101,0.16728
1992,Indirect migration background,female,At least once per month,0.29439,60,175,0.22667,0.36211
1992,Indirect migration background,female,Seldom,0.44617,83,175,0.37231,0.52003
1994,No migration background,male,At least once per week,0.08248,406,4730,0.07464,0.09032
1994,No migration background,male,At least once per month,0.29472,1451,4730,0.28173,0.30771
1994,No migration background,male,Seldom,0.51159,2429,4730,0.49734,0.52584
1994,No migration background,male,Never,0.11121,444,4730,0.10225,0.12017
1994,No migration background,female,At least once per week,0.08829,446,5229,0.08060,0.09598
1994,No migration background,female,At least once per month,0.22123,1196,5229,0.20998,0.23249
1994,No migration background,female,Seldom,0.49918,2782,5229,0.48562,0.51273
1994,No migration background,female,Never,0.19130,805,5229,0.18063,0.20196
1994,Direct migration background,male,At least once per week,0.12481,154,1205,0.10614,0.14348
1994,Direct migration background,male,At least once per month,0.30040,401,1205,0.27451,0.32630
1994,Direct migration background,male,Seldom,0.44229,504,1205,0.41423,0.47034
1994,Direct migration background,male,Never,0.13250,146,1205,0.11335,0.15166
1994,Direct migration background,female,At least once per week,0.11277,154,1141,0.09441,0.13114
1994,Direct migration background,female,At least once per month,0.24195,309,1141,0.21709,0.26681
1994,Direct migration background,female,Seldom,0.43799,468,1141,0.40919,0.46679
1994,Direct migration background,female,Never,0.20729,210,1141,0.18375,0.23082
1994,Indirect migration background,male,At least once per week,0.16429,33,226,0.11588,0.21271
1994,Indirect migration background,male,At least once per month,0.36608,95,226,0.30313,0.42903
1994,Indirect migration background,male,Seldom,0.36234,98,226,0.29953,0.42515
1994,Indirect migration background,female,At least once per week,0.11679,33,218,0.07406,0.15952
1994,Indirect migration background,female,At least once per month,0.24596,75,218,0.18866,0.30326
1994,Indirect migration background,female,Seldom,0.52197,110,218,0.45551,0.58843
1996,No migration background,male,At least once per week,0.10451,507,4700,0.09576,0.11326
1996,No migration background,male,At least once per month,0.33097,1644,4700,0.31752,0.34442
1996,No migration background,male,Seldom,0.47141,2214,4700,0.45714,0.48568
1996,No migration background,male,Never,0.09311,335,4700,0.08480,0.10142
1996,No migration background,female,At least once per week,0.11975,601,5169,0.11090,0.12860
1996,No migration background,female,At least once per month,0.26247,1451,5169,0.25047,0.27446
1996,No migration background,female,Seldom,0.46581,2521,5169,0.45221,0.47941
1996,No migration background,female,Never,0.15197,596,5169,0.14218,0.16176
1996,Direct migration background,male,At least once per week,0.16029,222,1305,0.14038,0.18020
1996,Direct migration background,male,At least once per month,0.31896,447,1305,0.29366,0.34425
1996,Direct migration background,male,Seldom,0.39514,493,1305,0.36861,0.42168
1996,Direct migration background,male,Never,0.12561,143,1305,0.10763,0.14360
1996,Direct migration background,female,At least once per week,0.16076,192,1283,0.14066,0.18087
1996,Direct migration background,female,At least once per month,0.29226,419,1283,0.26737,0.31716
1996,Direct migration background,female,Seldom,0.39137,485,1283,0.36465,0.41809
1996,Direct migration background,female,Never,0.15560,187,1283,0.13576,0.17545
1996,Indirect migration background,male,At least once per month,0.36704,99,213,0.30216,0.43192
1996,Indirect migration background,male,Seldom,0.46085,114,213,0.39375,0.52795
1996,Indirect migration background,female,At least once per month,0.35771,96,246,0.29769,0.41773
1996,Indirect migration background,female,Seldom,0.45996,117,246,0.39755,0.52237
1996,Indirect migration background,female,Never,0.11647,33,246,0.07630,0.15664
1997,No migration background,male,At least once per week,0.10031,477,4638,0.09166,0.10895
1997,No migration background,male,At least once per month,0.32653,1588,4638,0.31303,0.34002
1997,No migration background,male,Seldom,0.46962,2188,4638,0.45526,0.48399
1997,No migration background,male,Never,0.10355,385,4638,0.09478,0.11232
1997,No migration background,female,At least once per week,0.11934,562,5074,0.11042,0.12826
1997,No migration background,female,At least once per month,0.24085,1321,5074,0.22908,0.25261
1997,No migration background,female,Seldom,0.46915,2535,5074,0.45541,0.48288
1997,No migration background,female,Never,0.17066,656,5074,0.16031,0.18101
1997,Direct migration background,male,At least once per week,0.13758,210,1242,0.11842,0.15675
1997,Direct migration background,male,At least once per month,0.34135,407,1242,0.31497,0.36773
1997,Direct migration background,male,Seldom,0.40142,482,1242,0.37414,0.42869
1997,Direct migration background,male,Never,0.11965,143,1242,0.10159,0.13771
1997,Direct migration background,female,At least once per week,0.13372,168,1215,0.11457,0.15286
1997,Direct migration background,female,At least once per month,0.25967,353,1215,0.23500,0.28433
1997,Direct migration background,female,Seldom,0.42686,491,1215,0.39903,0.45468
1997,Direct migration background,female,Never,0.17976,203,1215,0.15816,0.20136
1997,Indirect migration background,male,At least once per week,0.17657,46,263,0.13040,0.22275
1997,Indirect migration background,male,At least once per month,0.33418,100,263,0.27706,0.39130
1997,Indirect migration background,male,Seldom,0.41632,117,263,0.35663,0.47601
1997,Indirect migration background,female,At least once per week,0.10950,42,251,0.07079,0.14821
1997,Indirect migration background,female,At least once per month,0.27498,78,251,0.21963,0.33033
1997,Indirect migration background,female,Seldom,0.49711,131,251,0.43514,0.55909
1999,No migration background,male,At least once per week,0.09535,520,5177,0.08735,0.10335
1999,No migration background,male,At least once per month,0.30355,1689,5177,0.29102,0.31607
1999,No migration background,male,Seldom,0.50426,2569,5177,0.49064,0.51788
1999,No migration background,male,Never,0.09684,399,5177,0.08879,0.10490
1999,No migration background,female,At least once per week,0.10369,542,5631,0.09572,0.11165
1999,No migration background,female,At least once per month,0.23150,1452,5631,0.22048,0.24252
1999,No migration background,female,Seldom,0.49641,2926,5631,0.48335,0.50948
1999,No migration background,female,Never,0.16840,711,5631,0.15862,0.17818
1999,Direct migration background,male,At least once per week,0.11557,156,1106,0.09672,0.13442
1999,Direct migration background,male,At least once per month,0.31867,370,1106,0.29120,0.34615
1999,Direct migration background,male,Seldom,0.43528,444,1106,0.40605,0.46452
1999,Direct migration background,male,Never,0.13048,136,1106,0.11062,0.15034
1999,Direct migration background,female,At least once per week,0.14981,152,1083,0.12854,0.17107
1999,Direct migration background,female,At least once per month,0.22986,282,1083,0.20479,0.25493
1999,Direct migration background,female,Seldom,0.42739,453,1083,0.39792,0.45687
1999,Direct migration background,female,Never,0.19294,196,1083,0.16943,0.21646
1999,Indirect migration background,male,At least once per week,0.14209,33,275,0.10075,0.18343
1999,Indirect migration background,male,At least once per month,0.35121,117,275,0.29469,0.40774
1999,Indirect migration background,male,Seldom,0.39842,125,275,0.34045,0.45638
1999,Indirect migration background,female,At least once per week,0.15466,51,297,0.11346,0.19585
1999,Indirect migration background,female,At least once per month,0.30740,82,297,0.25484,0.35997
1999,Indirect migration background,female,Seldom,0.40258,117,297,0.34671,0.45845
1999,Indirect migration background,female,Never,0.13536,47,297,0.09639,0.17433
2001,No migration background,male,At least once per week,0.12009,1037,8669,0.11325,0.12693
2001,No migration background,male,At least once per month,0.32622,2935,8669,0.31635,0.33609
2001,No migration background,male,Seldom,0.44595,3864,8669,0.43549,0.45642
2001,No migration background,male,Never,0.10773,833,8669,0.10121,0.11426
2001,No migration background,female,At least once per week,0.11879,1106,9435,0.11226,0.12532
2001,No migration background,female,At least once per month,0.26392,2642,9435,0.25503,0.27282
2001,No migration background,female,Seldom,0.43758,4303,9435,0.42757,0.44760
2001,No migration background,female,Never,0.17970,1384,9435,0.17196,0.18745
2001,Direct migration background,male,At least once per week,0.14706,228,1422,0.12864,0.16547
2001,Direct migration background,male,At least once per month,0.31216,464,1422,0.28806,0.33625
2001,Direct migration background,male,Seldom,0.42219,564,1422,0.39651,0.44787
2001,Direct migration background,male,Never,0.11860,166,1422,0.10179,0.13541
2001,Direct migration background,female,At least once per week,0.13528,209,1472,0.11780,0.15276
2001,Direct migration background,female,At least once per month,0.26564,414,1472,0.24307,0.28821
2001,Direct migration background,female,Seldom,0.41117,595,1472,0.38603,0.43632
2001,Direct migration background,female,Never,0.18791,254,1472,0.16795,0.20787
2001,Indirect migration background,male,At least once per week,0.17302,66,341,0.13282,0.21323
2001,Indirect migration background,male,At least once per month,0.36242,130,341,0.31132,0.41351
2001,Indirect migration background,male,Seldom,0.35070,145,341,0.29998,0.40142
2001,Indirect migration background,female,At least once per week,0.15682,62,392,0.12077,0.19286
2001,Indirect migration background,female,At least once per month,0.31848,125,392,0.27230,0.36466
2001,Indirect migration background,female,Seldom,0.44166,171,392,0.39244,0.49088
2001,Indirect migration background,female,Never,0.08304,34,392,0.05569,0.11039
2005,No migration background,male,At least once per week,0.12004,933,8343,0.11306,0.12701
2005,No migration background,male,At least once per month,0.33720,2825,8343,0.32706,0.34735
2005,No migration background,male,Seldom,0.44993,3891,8343,0.43926,0.46061
2005,No migration background,male,Never,0.09283,694,8343,0.08660,0.09906
2005,No migration background,female,At least once per week,0.11694,1047,9056,0.11032,0.12356
2005,No migration background,female,At least once per month,0.27819,2622,9056,0.26896,0.28741
2005,No migration background,female,Seldom,0.45165,4280,9056,0.44140,0.46190
2005,No migration background,female,Never,0.15323,1107,9056,0.14581,0.16064
2005,Direct migration background,male,At least once per week,0.12544,141,1115,0.10599,0.14490
2005,Direct migration background,male,At least once per month,0.32393,378,1115,0.29645,0.35141
2005,Direct migration background,male,Seldom,0.45419,476,1115,0.42495,0.48343
2005,Direct migration background,male,Never,0.09643,120,1115,0.07910,0.11377
2005,Direct migration background,female,At least once per week,0.13899,179,1246,0.11977,0.15821
2005,Direct migration background,female,At least once per month,0.29482,363,1246,0.26949,0.32015
2005,Direct migration background,female,Seldom,0.39958,502,1246,0.37237,0.42679
2005,Direct migration background,female,Never,0.16661,202,1246,0.14591,0.18731
2005,Indirect migration background,male,At least once per week,0.13934,65,371,0.10406,0.17463
2005,Indirect migration background,male,At least once per month,0.40977,151,371,0.35965,0.45988
2005,Indirect migration background,male,Seldom,0.38050,155,371,0.33103,0.42997
2005,Indirect migration background,female,At least once per week,0.15235,64,423,0.11806,0.18664
2005,Indirect migration background,female,At least once per month,0.34678,137,423,0.30137,0.39219
2005,Indirect migration background,female,Seldom,0.40575,182,423,0.35890,0.45260
2005,Indirect migration background,female,Never,0.09511,40,423,0.06712,0.12310
2007,No migration background,male,At least once per week,0.11932,1034,8380,0.11238,0.12626
2007,No migration background,male,At least once per month,0.35195,2858,8380,0.34173,0.36218
2007,No migration background,male,Seldom,0.42491,3647,8380,0.41433,0.43550
2007,No migration background,male,Never,0.10381,841,8380,0.09728,0.11034
2007,No migration background,female,At least once per week,0.11614,1100,9124,0.10957,0.12272
2007,No migration background,female,At least once per month,0.28189,2689,9124,0.27265,0.29112
2007,No migration background,female,Seldom,0.44461,4148,9124,0.43442,0.45481
2007,No migration background,female,Never,0.15736,1187,9124,0.14988,0.16483
2007,Direct migration background,male,At least once per week,0.14427,149,974,0.12219,0.16634
2007,Direct migration background,male,At least once per month,0.32450,310,974,0.29508,0.35392
2007,Direct migration background,male,Seldom,0.41606,408,974,0.38509,0.44704
2007,Direct migration background,male,Never,0.11517,107,974,0.09511,0.13522
2007,Direct migration background,female,At least once per week,0.11482,153,1133,0.09625,0.13339
2007,Direct migration background,female,At least once per month,0.28501,318,1133,0.25871,0.31131
2007,Direct migration background,female,Seldom,0.45107,498,1133,0.42208,0.48005
2007,Direct migration background,female,Never,0.14910,164,1133,0.12835,0.16985
2007,Indirect migration background,male,At least once per week,0.10801,54,364,0.07608,0.13994
2007,Indirect migration background,male,At least once per month,0.36567,130,364,0.31613,0.41522
2007,Indirect migration background,male,Seldom,0.42027,149,364,0.36949,0.47104
2007,Indirect migration background,male,Never,0.10605,31,364,0.07438,0.13773
2007,Indirect migration background,female,At least once per week,0.20285,76,413,0.16402,0.24167
2007,Indirect migration background,female,At least once per month,0.31821,143,413,0.27323,0.36318
2007,Indirect migration background,female,Seldom,0.37575,154,413,0.32898,0.42252
2007,Indirect migration background,female,Never,0.10320,40,413,0.07382,0.13257
2009,No migration background,male,At least once per week,0.10528,781,7463,0.09832,0.11225
2009,No migration background,male,At least once per month,0.32785,2453,7463,0.31720,0.33851
2009,No migration background,male,Seldom,0.46833,3541,7463,0.45700,0.47965
2009,No migration background,male,Never,0.09854,688,7463,0.09177,0.10530
2009,No migration background,female,At least once per week,0.10408,844,8092,0.09742,0.11073
2009,No migration background,female,At least once per month,0.27901,2314,8092,0.26923,0.28878
2009,No migration background,female,Seldom,0.47176,3903,8092,0.46088,0.48264
2009,No migration background,female,Never,0.14516,1031,8092,0.13748,0.15284
2009,Direct migration background,male,At least once per week,0.10349,84,756,0.08176,0.12521
2009,Direct migration background,male,At least once per month,0.35120,255,756,0.31715,0.38525
2009,Direct migration background,male,Seldom,0.42238,320,756,0.38714,0.45761
2009,Direct migration background,male,Never,0.12294,97,756,0.09952,0.14636
2009,Direct migration background,female,At least once per week,0.12583,108,893,0.10407,0.14760
2009,Direct migration background,female,At least once per month,0.26829,243,893,0.23921,0.29737
2009,Direct migration background,female,Seldom,0.43582,393,893,0.40328,0.46836
2009,Direct migration background,female,Never,0.17006,149,893,0.14541,0.19471
2009,Indirect migration background,male,At least once per week,0.11569,41,319,0.08054,0.15085
2009,Indirect migration background,male,At least once per month,0.44847,145,319,0.39381,0.50313
2009,Indirect migration background,male,Seldom,0.38291,133,319,0.32948,0.43634
2009,Indirect migration background,female,At least once per week,0.12722,47,344,0.09196,0.16249
2009,Indirect migration background,female,At least once per month,0.38884,130,344,0.33725,0.44043
2009,Indirect migration background,female,Seldom,0.41808,167,344,0.36588,0.47028
2011,No migration background,male,At least once per week,0.12133,1344,10786,0.11517,0.12750
2011,No migration background,male,At least once per month,0.32795,3669,10786,0.31909,0.33681
2011,No migration background,male,Seldom,0.45446,4802,10786,0.44506,0.46386
2011,No migration background,male,Never,0.09626,971,10786,0.09069,0.10183
2011,No migration background,female,At least once per week,0.12422,1727,12906,0.11853,0.12991
2011,No migration background,female,At least once per month,0.28039,3943,12906,0.27264,0.28814
2011,No migration background,female,Seldom,0.45258,5734,12906,0.44399,0.46117
2011,No migration background,female,Never,0.14281,1502,12906,0.13677,0.14884
2011,Direct migration background,male,At least once per week,0.11305,193,1458,0.09679,0.12931
2011,Direct migration background,male,At least once per month,0.32945,498,1458,0.30531,0.35358
2011,Direct migration background,male,Seldom,0.43323,579,1458,0.40779,0.45868
2011,Direct migration background,male,Never,0.12427,188,1458,0.10733,0.14121
2011,Direct migration background,female,At least once per week,0.13203,281,1881,0.11673,0.14734
2011,Direct migration background,female,At least once per month,0.26945,550,1881,0.24939,0.28950
2011,Direct migration background,female,Seldom,0.43605,745,1881,0.41364,0.45847
2011,Direct migration background,female,Never,0.16246,305,1881,0.14579,0.17914
2011,Indirect migration background,male,At least once per week,0.17271,97,554,0.14120,0.20421
2011,Indirect migration background,male,At least once per month,0.39032,205,554,0.34966,0.43097
2011,Indirect migration background,male,Seldom,0.39170,217,554,0.35101,0.43238
2011,Indirect migration background,male,Never,0.04528,35,554,0.02795,0.06261
2011,Indirect migration background,female,At least once per week,0.13539,130,677,0.10960,0.16118
2011,Indirect migration background,female,At least once per month,0.32312,231,677,0.28786,0.35837
2011,Indirect migration background,female,Seldom,0.46100,264,677,0.42342,0.49858
2011,Indirect migration background,female,Never,0.08050,52,677,0.05999,0.10100
2015,No migration background,male,At least once per week,0.10290,979,8783,0.09655,0.10926
2015,No migration background,male,At least once per month,0.33901,3061,8783,0.32911,0.34891
2015,No migration background,male,Seldom,0.47080,4040,8783,0.46036,0.48124
2015,No migration background,male,Never,0.08729,703,8783,0.08139,0.09319
2015,No migration background,female,At least once per week,0.11031,1175,10297,0.10426,0.11636
2015,No migration background,female,At least once per month,0.28207,3175,10297,0.27337,0.29076
2015,No migration background,female,Seldom,0.47709,4869,10297,0.46744,0.48674
2015,No migration background,female,Never,0.13054,1078,10297,0.12403,0.13704
2015,Direct migration background,male,At least once per week,0.14567,476,2758,0.13250,0.15884
2015,Direct migration background,male,At least once per month,0.36969,1065,2758,0.35167,0.38771
2015,Direct migration background,male,Seldom,0.38935,1006,2758,0.37115,0.40755
2015,Direct migration background,male,Never,0.09529,211,2758,0.08433,0.10625
2015,Direct migration background,female,At least once per week,0.16695,588,3283,0.15419,0.17971
2015,Direct migration background,female,At least once per month,0.31068,1092,3283,0.29484,0.32651
2015,Direct migration background,female,Seldom,0.41367,1286,3283,0.39682,0.43052
2015,Direct migration background,female,Never,0.10870,317,3283,0.09805,0.11935
2015,Indirect migration background,male,At least once per week,0.16966,135,716,0.14215,0.19717
2015,Indirect migration background,male,At least once per month,0.37236,301,716,0.33692,0.40779
2015,Indirect migration background,male,Seldom,0.42125,280,716,0.38506,0.45744
2015,Indirect migration background,female,At least once per week,0.15869,172,854,0.13417,0.18321
2015,Indirect migration background,female,At least once per month,0.38912,333,854,0.35640,0.42184
2015,Indirect migration background,female,Seldom,0.38835,298,854,0.35565,0.42106
2015,Indirect migration background,female,Never,0.06384,51,854,0.04743,0.08024
2017,No migration background,male,At least once per week,0.13449,1248,9343,0.12757,0.14141
2017,No migration background,male,At least once per month,0.35743,3422,9343,0.34772,0.36715
2017,No migration background,male,Seldom,0.42392,3964,9343,0.41390,0.43394
2017,No migration background,male,Never,0.08416,709,9343,0.07853,0.08979
2017,No migration background,female,At least once per week,0.12458,1420,10721,0.11833,0.13083
2017,No migration background,female,At least once per month,0.30579,3523,10721,0.29707,0.31451
2017,No migration background,female,Seldom,0.43707,4740,10721,0.42768,0.44646
2017,No migration background,female,Never,0.13256,1038,10721,0.12614,0.13898
2017,Direct migration background,male,At least once per week,0.15264,380,2131,0.13736,0.16791
2017,Direct migration background,male,At least once per month,0.34689,778,2131,0.32668,0.36711
2017,Direct migration background,male,Seldom,0.41116,801,2131,0.39027,0.43206
2017,Direct migration background,male,Never,0.08931,172,2131,0.07720,0.10142
2017,Direct migration background,female,At least once per week,0.16748,473,2678,0.15334,0.18163
2017,Direct migration background,female,At least once per month,0.30461,885,2678,0.28718,0.32205
2017,Direct migration background,female,Seldom,0.40318,1021,2678,0.38460,0.42177
2017,Direct migration background,female,Never,0.12472,299,2678,0.11221,0.13724
2017,Indirect migration background,male,At least once per week,0.17686,154,763,0.14977,0.20395
2017,Indirect migration background,male,At least once per month,0.41017,294,763,0.37524,0.44509
2017,Indirect migration background,male,Seldom,0.36448,278,763,0.33031,0.39865
2017,Indirect migration background,male,Never,0.04849,37,763,0.03324,0.06374
2017,Indirect migration background,female,At least once per week,0.18502,164,857,0.15900,0.21103
2017,Indirect migration background,female,At least once per month,0.38889,328,857,0.35624,0.42155
2017,Indirect migration background,female,Seldom,0.36295,316,857,0.33074,0.39516
2017,Indirect migration background,female,Never,0.06314,49,857,0.04684,0.07943
