,Unnamed: 0,year,migback,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
83,83,1997,Indirect migration background,Never,0.09543,46,12729,0.06789,0.13183
84,84,1999,No migration background,At least once per week,0.09957,1061,13596,0.09479,0.10323
85,85,1999,No migration background,At least once per month,0.26629,3141,13596,0.25939,0.27215
86,86,1999,No migration background,Seldom,0.50024,5496,13596,0.49037,0.50912
87,87,1999,No migration background,Never,0.13389,1110,13596,0.12897,0.1392
88,88,1999,Direct migration background,At least once per week,0.13252,308,13596,0.12103,0.1451
89,89,1999,Direct migration background,At least once per month,0.27464,652,13596,0.25679,0.294
90,90,1999,Direct migration background,Seldom,0.4314,897,13596,0.40526,0.45698
91,91,1999,Direct migration background,Never,0.16145,332,13596,0.14789,0.17941
92,92,1999,Indirect migration background,At least once per week,0.15135,85,13596,0.12687,0.18167
93,93,1999,Indirect migration background,At least once per month,0.32862,199,13596,0.28572,0.37635
94,94,1999,Indirect migration background,Seldom,0.3987,241,13596,0.35674,0.44755
95,95,1999,Indirect migration background,Never,0.12133,74,13596,0.09806,0.14996
96,96,2001,No migration background,At least once per week,0.11944,2143,21761,0.11677,0.12192
97,97,2001,No migration background,At least once per month,0.29415,5577,21761,0.28952,0.29886
98,98,2001,No migration background,Seldom,0.44165,8168,21761,0.43552,0.44772
99,99,2001,No migration background,Never,0.14477,2216,21761,0.14188,0.14763
100,100,2001,Direct migration background,At least once per week,0.14109,437,21761,0.13181,0.15025
101,101,2001,Direct migration background,At least once per month,0.28857,878,21761,0.27558,0.30389
102,102,2001,Direct migration background,Seldom,0.41661,1159,21761,0.39653,0.43184
103,103,2001,Direct migration background,Never,0.15373,420,21761,0.14581,0.16158
104,104,2001,Indirect migration background,At least once per week,0.1645,128,21761,0.14543,0.18239
105,105,2001,Indirect migration background,At least once per month,0.33962,255,21761,0.30678,0.37078
106,106,2001,Indirect migration background,Seldom,0.39581,315,21761,0.36161,0.43495
107,107,2001,Indirect migration background,Never,0.10007,65,21761,0.08292,0.12322
108,108,2005,No migration background,At least once per week,0.1184,1979,20580,0.11429,0.12246
109,109,2005,No migration background,At least once per month,0.30699,5450,20580,0.29974,0.31491
110,110,2005,No migration background,Seldom,0.45096,8173,20580,0.44295,0.45954
111,111,2005,No migration background,Never,0.12365,1800,20580,0.11944,0.12748
112,112,2005,Direct migration background,At least once per week,0.13249,320,20580,0.11995,0.14428
113,113,2005,Direct migration background,At least once per month,0.30877,741,20580,0.29104,0.33072
114,114,2005,Direct migration background,Seldom,0.42578,978,20580,0.40336,0.44642
115,115,2005,Direct migration background,Never,0.13297,322,20580,0.12167,0.14673
116,116,2005,Indirect migration background,At least once per week,0.14676,130,20580,0.12667,0.17055
117,117,2005,Indirect migration background,At least once per month,0.37843,285,20580,0.3346,0.41667
118,118,2005,Indirect migration background,Seldom,0.38928,335,20580,0.34682,0.42853
119,119,2005,Indirect migration background,Never,0.08553,67,20580,0.07027,0.10148
120,120,2007,No migration background,At least once per week,0.11767,2134,20388,0.11359,0.12139
121,121,2007,No migration background,At least once per month,0.31629,5550,20388,0.30874,0.32455
122,122,2007,No migration background,Seldom,0.43493,7796,20388,0.42584,0.44406
123,123,2007,No migration background,Never,0.13111,2027,20388,0.12723,0.13533
124,124,2007,Direct migration background,At least once per week,0.12878,302,20388,0.11618,0.14187
125,125,2007,Direct migration background,At least once per month,0.30367,628,20388,0.28664,0.32138
126,126,2007,Direct migration background,Seldom,0.43459,906,20388,0.41371,0.45805
127,127,2007,Direct migration background,Never,0.13295,271,20388,0.12335,0.14385
128,128,2007,Indirect migration background,At least once per week,0.15615,130,20388,0.13257,0.18049
129,129,2007,Indirect migration background,At least once per month,0.33735,270,20388,0.29788,0.3803
130,130,2007,Indirect migration background,Seldom,0.39913,302,20388,0.35816,0.43381
131,131,2007,Indirect migration background,Never,0.10738,72,20388,0.08764,0.1297
132,132,2009,No migration background,At least once per week,0.10472,1626,17907,0.09945,0.10996
133,133,2009,No migration background,At least once per month,0.30301,4770,17907,0.29478,0.3122
134,134,2009,No migration background,Seldom,0.47016,7444,17907,0.45915,0.48027
135,135,2009,No migration background,Never,0.12212,1718,17907,0.11738,0.12633
136,136,2009,Direct migration background,At least once per week,0.11534,192,17907,0.10092,0.13083
137,137,2009,Direct migration background,At least once per month,0.30731,498,17907,0.28664,0.33196
138,138,2009,Direct migration background,Seldom,0.42945,713,17907,0.40352,0.45718
139,139,2009,Direct migration background,Never,0.14789,246,17907,0.1322,0.16069
140,140,2009,Indirect migration background,At least once per week,0.1206,87,17907,0.09973,0.14251
141,141,2009,Indirect migration background,At least once per month,0.41768,272,17907,0.3653,0.46795
142,142,2009,Indirect migration background,Seldom,0.39873,300,17907,0.35352,0.44263
143,143,2009,Indirect migration background,Never,0.06299,41,17907,0.04794,0.07712
144,144,2011,No migration background,At least once per week,0.12282,3076,28262,0.11936,0.12772
145,145,2011,No migration background,At least once per month,0.30392,7625,28262,0.29754,0.31092
146,146,2011,No migration background,Seldom,0.45325,10545,28262,0.44349,0.46211
147,147,2011,No migration background,Never,0.12002,2475,28262,0.11617,0.12398
148,148,2011,Direct migration background,At least once per week,0.12186,460,28262,0.10798,0.13233
149,149,2011,Direct migration background,At least once per month,0.2967,1035,28262,0.27485,0.31753
150,150,2011,Direct migration background,Seldom,0.43526,1307,28262,0.40781,0.45922
151,151,2011,Direct migration background,Never,0.14617,490,28262,0.13319,0.15987
152,152,2011,Indirect migration background,At least once per week,0.15717,236,28262,0.12917,0.18631
153,153,2011,Indirect migration background,At least once per month,0.35467,436,28262,0.31258,0.41577
154,154,2011,Indirect migration background,Seldom,0.42598,489,28262,0.37804,0.47027
155,155,2011,Indirect migration background,Never,0.06218,88,28262,0.04528,0.0768
156,156,2015,No migration background,At least once per week,0.10677,2162,26716,0.103,0.11201
157,157,2015,No migration background,At least once per month,0.30978,6252,26716,0.30126,0.3193
158,158,2015,No migration background,Seldom,0.47408,8923,26716,0.4652,0.48639
159,159,2015,No migration background,Never,0.10938,1783,26716,0.10488,0.11293
160,160,2015,Direct migration background,At least once per week,0.15551,1054,26716,0.14319,0.16863
161,161,2015,Direct migration background,At least once per month,0.33925,2139,26716,0.31867,0.36002
162,162,2015,Direct migration background,Seldom,0.40078,2265,26716,0.37802,0.42871
163,163,2015,Direct migration background,Never,0.10445,525,26716,0.09195,0.11609
164,164,2015,Indirect migration background,At least once per week,0.16325,309,26716,0.14376,0.18294
165,165,2015,Indirect migration background,At least once per month,0.37622,636,26716,0.34695,0.41301
166,166,2015,Indirect migration background,Seldom,0.41036,591,26716,0.36907,0.45624
167,167,2015,Indirect migration background,Never,0.05018,77,26716,0.03986,0.06032
168,168,2017,No migration background,At least once per week,0.12946,2676,26493,0.12435,0.13494
169,169,2017,No migration background,At least once per month,0.33114,6958,26493,0.32293,0.33942
170,170,2017,No migration background,Seldom,0.43054,8726,26493,0.42036,0.44084
171,171,2017,No migration background,Never,0.10886,1751,26493,0.10395,0.11372
172,172,2017,Direct migration background,At least once per week,0.16036,844,26493,0.14558,0.17489
173,173,2017,Direct migration background,At least once per month,0.32612,1641,26493,0.30301,0.34783
174,174,2017,Direct migration background,Seldom,0.40417,1798,26493,0.38134,0.42423
175,175,2017,Direct migration background,Never,0.10935,464,26493,0.09958,0.12206
176,176,2017,Indirect migration background,At least once per week,0.18288,319,26493,0.1561,0.21659
177,177,2017,Indirect migration background,At least once per month,0.39728,631,26493,0.35905,0.43825
178,178,2017,Indirect migration background,Seldom,0.36467,596,26493,0.3309,0.40096
179,179,2017,Indirect migration background,Never,0.05517,89,26493,0.04478,0.06545
