"hlf0188","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2006","2","Staedtischer Raum","","","",""
"Nein","2006","2","Laendlicher Raum","","","",""
"Nein","2006","3","Staedtischer Raum","","","",""
"Nein","2006","3","Laendlicher Raum","","","",""
"Nein","2006","4","Staedtischer Raum","","","",""
"Nein","2006","4","Laendlicher Raum","","","",""
"Nein","2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2007","2","Staedtischer Raum","1427","","",""
"Ja","2007","2","Laendlicher Raum","1047","","",""
"Ja","2007","3","Staedtischer Raum","2140","","",""
"Ja","2007","3","Laendlicher Raum","1193","","",""
"Ja","2007","4","Staedtischer Raum","2991","","",""
"Ja","2007","4","Laendlicher Raum","1266","","",""
"Ja","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2007","2","Staedtischer Raum","1796","","",""
"Nein","2007","2","Laendlicher Raum","1130","","",""
"Nein","2007","3","Staedtischer Raum","1354","","",""
"Nein","2007","3","Laendlicher Raum","904","0.448558431389772","0.427271741249203","0.469845121530341"
"Nein","2007","4","Staedtischer Raum","990","0.265728719534329","0.252007284914417","0.279450154154241"
"Nein","2007","4","Laendlicher Raum","475","0.287174422956098","0.265921766541909","0.308427079370288"
"Nein","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2008","2","Staedtischer Raum","","","",""
"Ja","2008","2","Laendlicher Raum","","","",""
"Ja","2008","3","Staedtischer Raum","","","",""
"Ja","2008","3","Laendlicher Raum","","","",""
"Ja","2008","4","Staedtischer Raum","","","",""
"Ja","2008","4","Laendlicher Raum","","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2008","2","Staedtischer Raum","","","",""
"Nein","2008","2","Laendlicher Raum","","","",""
"Nein","2008","3","Staedtischer Raum","","","",""
"Nein","2008","3","Laendlicher Raum","","","",""
"Nein","2008","4","Staedtischer Raum","","","",""
"Nein","2008","4","Laendlicher Raum","","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2009","2","Staedtischer Raum","","","",""
"Ja","2009","2","Laendlicher Raum","","","",""
"Ja","2009","3","Staedtischer Raum","","","",""
"Ja","2009","3","Laendlicher Raum","","","",""
"Ja","2009","4","Staedtischer Raum","","","",""
"Ja","2009","4","Laendlicher Raum","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2009","2","Staedtischer Raum","","","",""
"Nein","2009","2","Laendlicher Raum","","","",""
"Nein","2009","3","Staedtischer Raum","","","",""
"Nein","2009","3","Laendlicher Raum","","","",""
"Nein","2009","4","Staedtischer Raum","","","",""
"Nein","2009","4","Laendlicher Raum","","","",""
"Nein","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2010","2","Staedtischer Raum","","","",""
"Ja","2010","2","Laendlicher Raum","","","",""
"Ja","2010","3","Staedtischer Raum","","","",""
"Ja","2010","3","Laendlicher Raum","","","",""
"Ja","2010","4","Staedtischer Raum","","","",""
"Ja","2010","4","Laendlicher Raum","","","",""
"Ja","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2010","2","Staedtischer Raum","","","",""
"Nein","2010","2","Laendlicher Raum","","","",""
"Nein","2010","3","Staedtischer Raum","","","",""
"Nein","2010","3","Laendlicher Raum","","","",""
"Nein","2010","4","Staedtischer Raum","","","",""
"Nein","2010","4","Laendlicher Raum","","","",""
"Nein","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2011","2","Staedtischer Raum","1272","","",""
"Ja","2011","2","Laendlicher Raum","748","0.39719994419552","0.375163103354966","0.419236785036074"
"Ja","2011","3","Staedtischer Raum","1898","","",""
"Ja","2011","3","Laendlicher Raum","1203","","",""
"Ja","2011","4","Staedtischer Raum","3222","0.739290993695702","0.726087383771547","0.752494603619857"
"Ja","2011","4","Laendlicher Raum","1574","","",""
"Ja","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2011","2","Staedtischer Raum","1512","","",""
"Nein","2011","2","Laendlicher Raum","1146","","",""
"Nein","2011","3","Staedtischer Raum","1193","","",""
"Nein","2011","3","Laendlicher Raum","900","0.434830396548622","0.413642989975088","0.456017803122156"
"Nein","2011","4","Staedtischer Raum","1025","","",""
"Nein","2011","4","Laendlicher Raum","698","0.340040080275644","0.320561030694122","0.359519129857166"
"Nein","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2012","2","Staedtischer Raum","","","",""
"Ja","2012","2","Laendlicher Raum","","","",""
"Ja","2012","3","Staedtischer Raum","","","",""
"Ja","2012","3","Laendlicher Raum","","","",""
"Ja","2012","4","Staedtischer Raum","","","",""
"Ja","2012","4","Laendlicher Raum","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2012","2","Staedtischer Raum","","","",""
"Nein","2012","2","Laendlicher Raum","","","",""
"Nein","2012","3","Staedtischer Raum","","","",""
"Nein","2012","3","Laendlicher Raum","","","",""
"Nein","2012","4","Staedtischer Raum","","","",""
"Nein","2012","4","Laendlicher Raum","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2013","2","Staedtischer Raum","1782","","",""
"Ja","2013","2","Laendlicher Raum","807","0.427380272887382","0.405212044104261","0.449548501670503"
"Ja","2013","3","Staedtischer Raum","2469","","",""
"Ja","2013","3","Laendlicher Raum","1358","","",""
"Ja","2013","4","Staedtischer Raum","3797","0.736487377531901","0.724298432232053","0.748676322831748"
"Ja","2013","4","Laendlicher Raum","1814","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2013","2","Staedtischer Raum","2112","","",""
"Nein","2013","2","Laendlicher Raum","1106","","",""
"Nein","2013","3","Staedtischer Raum","1435","","",""
"Nein","2013","3","Laendlicher Raum","983","0.453952028321866","0.433783799328186","0.474120257315546"
"Nein","2013","4","Staedtischer Raum","1221","","",""
"Nein","2013","4","Laendlicher Raum","796","0.329142075251766","0.311114603816979","0.347169546686553"
"Nein","2013","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2013","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2014","2","Staedtischer Raum","","","",""
"Ja","2014","2","Laendlicher Raum","","","",""
"Ja","2014","3","Staedtischer Raum","","","",""
"Ja","2014","3","Laendlicher Raum","","","",""
"Ja","2014","4","Staedtischer Raum","","","",""
"Ja","2014","4","Laendlicher Raum","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2014","2","Staedtischer Raum","","","",""
"Nein","2014","2","Laendlicher Raum","","","",""
"Nein","2014","3","Staedtischer Raum","","","",""
"Nein","2014","3","Laendlicher Raum","","","",""
"Nein","2014","4","Staedtischer Raum","","","",""
"Nein","2014","4","Laendlicher Raum","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2015","2","Staedtischer Raum","1929","","",""
"Ja","2015","2","Laendlicher Raum","1082","","",""
"Ja","2015","3","Staedtischer Raum","3093","0.596161079948246","0.582400201481346","0.609921958415146"
"Ja","2015","3","Laendlicher Raum","1651","","",""
"Ja","2015","4","Staedtischer Raum","4719","0.746437178708408","0.735525059290908","0.757349298125908"
"Ja","2015","4","Laendlicher Raum","2514","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2015","2","Staedtischer Raum","2549","","",""
"Nein","2015","2","Laendlicher Raum","1630","","",""
"Nein","2015","3","Staedtischer Raum","1791","","",""
"Nein","2015","3","Laendlicher Raum","1417","","",""
"Nein","2015","4","Staedtischer Raum","1387","","",""
"Nein","2015","4","Laendlicher Raum","913","0.33260545470333","0.316831265383547","0.348379644023112"
"Nein","2015","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2015","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2016","2","Staedtischer Raum","1659","","",""
"Ja","2016","2","Laendlicher Raum","791","0.31857457021953","0.299553832919002","0.337595307520059"
"Ja","2016","3","Staedtischer Raum","2628","","",""
"Ja","2016","3","Laendlicher Raum","1501","","",""
"Ja","2016","4","Staedtischer Raum","4501","0.733674835608238","0.722394635434441","0.744955035782035"
"Ja","2016","4","Laendlicher Raum","2427","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2016","2","Staedtischer Raum","2198","","",""
"Nein","2016","2","Laendlicher Raum","1514","","",""
"Nein","2016","3","Staedtischer Raum","1533","","",""
"Nein","2016","3","Laendlicher Raum","1128","","",""
"Nein","2016","4","Staedtischer Raum","1398","","",""
"Nein","2016","4","Laendlicher Raum","920","0.350656340355777","0.334490496302483","0.366822184409071"
"Nein","2016","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2016","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2017","2","Staedtischer Raum","1694","","",""
"Ja","2017","2","Laendlicher Raum","938","0.415846681535387","0.395808418491335","0.435884944579439"
"Ja","2017","3","Staedtischer Raum","2766","","",""
"Ja","2017","3","Laendlicher Raum","1636","","",""
"Ja","2017","4","Staedtischer Raum","4912","0.738332593096645","0.727562317692889","0.749102868500401"
"Ja","2017","4","Laendlicher Raum","2708","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2017","2","Staedtischer Raum","2407","","",""
"Nein","2017","2","Laendlicher Raum","1386","","",""
"Nein","2017","3","Staedtischer Raum","1687","","",""
"Nein","2017","3","Laendlicher Raum","1250","","",""
"Nein","2017","4","Staedtischer Raum","1486","","",""
"Nein","2017","4","Laendlicher Raum","1053","","",""
"Nein","2017","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2017","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2018","2","Staedtischer Raum","1398","","",""
"Ja","2018","2","Laendlicher Raum","755","0.347743446235594","0.327560646943534","0.367926245527653"
"Ja","2018","3","Staedtischer Raum","2667","","",""
"Ja","2018","3","Laendlicher Raum","1632","","",""
"Ja","2018","4","Staedtischer Raum","5035","0.730349956038129","0.719650887576","0.741049024500258"
"Ja","2018","4","Laendlicher Raum","2719","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2018","2","Staedtischer Raum","2776","","",""
"Nein","2018","2","Laendlicher Raum","1384","","",""
"Nein","2018","3","Staedtischer Raum","1670","","",""
"Nein","2018","3","Laendlicher Raum","1105","","",""
"Nein","2018","4","Staedtischer Raum","1574","","",""
"Nein","2018","4","Laendlicher Raum","1029","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ja","2019","2","Staedtischer Raum","1339","","",""
"Ja","2019","2","Laendlicher Raum","584","0.368177158455214","0.343629865961326","0.392724450949102"
"Ja","2019","3","Staedtischer Raum","2267","","",""
"Ja","2019","3","Laendlicher Raum","1415","","",""
"Ja","2019","4","Staedtischer Raum","4859","0.772468143574027","0.761926687517917","0.783009599630137"
"Ja","2019","4","Laendlicher Raum","2895","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ja","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Nein","2019","2","Staedtischer Raum","1350","","",""
"Nein","2019","2","Laendlicher Raum","899","0.631822841544786","0.607275549050898","0.656370134038674"
"Nein","2019","3","Staedtischer Raum","1101","","",""
"Nein","2019","3","Laendlicher Raum","891","0.424911742476879","0.404735743088556","0.445087741865202"
"Nein","2019","4","Staedtischer Raum","1217","","",""
"Nein","2019","4","Laendlicher Raum","877","0.282418840169943","0.268052551277709","0.296785129062178"
"Nein","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Nein","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
