year,hhtyp,hlf0188,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2005,Multi-generational household,Yes,0.4380952380952381,11199,0.4289059456786469,0.44728453051182926
2005,Other Combinations,Yes,0.5353535353535354,11199,0.5261161703397217,0.544590900367349
2005,Other Combinations,No,0.46464646464646464,11199,0.45540909963265097,0.4738838296602783
2007,Single-person household,No,0.5367979341510652,11453,0.5276654883654891,0.5459303799366414
2007,Single-person household,Yes,0.4632020658489348,11453,0.4540696200633586,0.472334511634511
2007,Couple without children,Yes,0.6749418153607447,11453,0.6663633389487515,0.6835202917727379
2007,Couple without children,No,0.32505818463925523,11453,0.3164797082272621,0.33363666105124834
2007,Single parent,No,0.6605633802816901,11453,0.6518911054030179,0.6692356551603624
2007,Single parent,Yes,0.33943661971830985,11453,0.33076434483963757,0.34810889459698213
2007,Couple with children,Yes,0.6183656276326874,11453,0.6094686427424303,0.6272626125229446
2007,Couple with children,No,0.38163437236731257,11453,0.3727373874770554,0.3905313572575697
2007,Multi-generational household,No,0.5111111111111111,11453,0.5019560934669131,0.5202661287553091
2007,Multi-generational household,Yes,0.4888888888888889,11453,0.4797338712446908,0.49804390653308694
2007,Other Combinations,Yes,0.5444444444444444,11453,0.535323414113376,0.5535654747755128
2007,Other Combinations,No,0.45555555555555555,11453,0.4464345252244872,0.4646765858866239
2011,Single-person household,No,0.5377142857142857,16603,0.5301303645251181,0.5452982069034533
2011,Single-person household,Yes,0.4622857142857143,16603,0.4547017930965467,0.4698696354748819
2011,Couple without children,Yes,0.6776859504132231,16603,0.6705768172893862,0.68479508353706
2011,Couple without children,No,0.32231404958677684,16603,0.31520491646294,0.32942318271061366
2011,Single parent,No,0.6253196930946292,16603,0.6179568715562365,0.6326825146330219
2011,Single parent,Yes,0.37468030690537085,16603,0.36731748536697806,0.38204312844376365
2011,Couple with children,Yes,0.6514073615836684,16603,0.6441588602317994,0.6586558629355375
2011,Couple with children,No,0.3485926384163316,16603,0.34134413706446254,0.35584113976820064
2011,Multi-generational household,No,0.5595238095238095,16603,0.551972308382927,0.5670753106646921
2011,Multi-generational household,Yes,0.44047619047619047,16603,0.432924689335308,0.44802769161707295
2011,Other Combinations,No,0.5578947368421052,16603,0.5503403057849877,0.5654491678992227
2011,Other Combinations,Yes,0.4421052631578947,16603,0.4345508321007773,0.4496596942150122
2013,Single-person household,No,0.5122344716321592,17870,0.5049056568160821,0.5195632864482362
2013,Single-person household,Yes,0.4877655283678408,17870,0.4804367135517637,0.49509434318391793
2013,Couple without children,Yes,0.7012221737232649,17870,0.6945110414739192,0.7079333059726106
2013,Couple without children,No,0.29877782627673505,17870,0.2920666940273893,0.3054889585260808
2013,Single parent,No,0.6181262729124236,17870,0.6110027916426937,0.6252497541821536
2013,Single parent,Yes,0.3818737270875764,17870,0.3747502458178464,0.3889972083573064
2013,Couple with children,Yes,0.6377538829151732,17870,0.6307065916659272,0.6448011741644192
2013,Couple with children,No,0.36224611708482674,17870,0.3551988258355807,0.36929340833407276
2013,Multi-generational household,Yes,0.5344827586206896,17870,0.5271692036412384,0.5417963136001408
2013,Multi-generational household,No,0.46551724137931033,17870,0.4582036863998591,0.4728307963587616
2013,Other Combinations,No,0.5364431486880467,17870,0.5291316375027102,0.5437546598733831
2013,Other Combinations,Yes,0.46355685131195334,17870,0.4562453401266169,0.4708683624972898
2015,Single-person household,No,0.5151933701657458,15764,0.5073916159158892,0.5229951244156025
2015,Single-person household,Yes,0.48480662983425415,15764,0.4770048755843976,0.49260838408411073
2015,Couple without children,Yes,0.7189647274393037,15764,0.7119476371266801,0.7259818177519274
2015,Couple without children,No,0.28103527256069627,15764,0.2740181822480727,0.28805236287331987
2015,Single parent,No,0.6018735362997658,15764,0.5942319063027957,0.609515166296736
2015,Single parent,Yes,0.3981264637002342,15764,0.39048483370326403,0.40576809369720435
2015,Couple with children,Yes,0.6566926345609065,15764,0.6492804625127736,0.6641048066090395
2015,Couple with children,No,0.34330736543909346,15764,0.3358951933909605,0.3507195374872264
2015,Multi-generational household,No,0.5357142857142857,15764,0.5279288641693515,0.5434997072592199
2015,Multi-generational household,Yes,0.4642857142857143,15764,0.45650029274078,0.4720711358306486
2015,Other Combinations,Yes,0.5502008032128514,15764,0.5424348851137851,0.5579667213119176
2015,Other Combinations,No,0.4497991967871486,15764,0.44203327868808234,0.4575651148862148
2016,Single-person household,No,0.5017740981667652,16419,0.4941260609888194,0.509422135344711
2016,Single-person household,Yes,0.4982259018332348,16419,0.49057786465528896,0.5058739390111806
2016,Couple without children,Yes,0.7331213307240705,16419,0.7263553994889379,0.7398872619592031
2016,Couple without children,No,0.26687866927592957,16419,0.26011273804079704,0.2736446005110621
2016,Single parent,No,0.5972404730617609,16419,0.5897384180171789,0.6047425281063429
2016,Single parent,Yes,0.40275952693823913,16419,0.3952574718936571,0.41026158198282114
2016,Couple with children,Yes,0.6734283992769633,16419,0.6662551216275767,0.6806016769263499
2016,Couple with children,No,0.32657160072303676,16419,0.3193983230736502,0.33374487837242334
2016,Multi-generational household,No,0.5185185185185185,16419,0.5108756805973773,0.5261613564396597
2016,Multi-generational household,Yes,0.48148148148148145,16419,0.4738386435603402,0.4891243194026227
2016,Other Combinations,Yes,0.5052083333333334,16419,0.4975606629581378,0.512856003708529
2016,Other Combinations,No,0.4947916666666667,16419,0.4871439962914711,0.5024393370418623
2017,Single-person household,Yes,0.5030332443581655,18279,0.49578484909956594,0.5102816396167652
2017,Single-person household,No,0.4969667556418345,18279,0.4897183603832349,0.5042151509004341
2017,Couple without children,Yes,0.7431448157669237,18279,0.7368110682209317,0.7494785633129157
2017,Couple without children,No,0.25685518423307624,18279,0.25052143668708426,0.2631889317790682
2017,Single parent,No,0.582203889216264,18279,0.5750539952287703,0.5893537832037576
2017,Single parent,Yes,0.417796110783736,18279,0.41064621679624236,0.4249460047712297
2017,Couple with children,Yes,0.6069705928115762,18279,0.5998898926648023,0.61405129295835
2017,Couple with children,No,0.39302940718842383,18279,0.38594870704165,0.40011010733519764
2017,Multi-generational household,No,0.5602836879432624,18279,0.5530880362568104,0.5674793396297145
2017,Multi-generational household,Yes,0.4397163120567376,18279,0.4325206603702855,0.4469119637431897
2017,Other Combinations,No,0.5691906005221932,18279,0.5620118096840773,0.5763693913603091
2017,Other Combinations,Yes,0.4308093994778068,18279,0.4236306086396908,0.43798819031592273
2018,Single-person household,Yes,0.5070866141732283,17878,0.4997579809980397,0.5144152473484169
2018,Single-person household,No,0.49291338582677163,17878,0.485584752651583,0.5002420190019603
2018,Couple without children,Yes,0.7334773218142548,17878,0.72699609776984,0.7399585458586697
2018,Couple without children,No,0.26652267818574515,17878,0.26004145414133023,0.2730039022301601
2018,Single parent,No,0.5918249856073691,17878,0.5846202763233858,0.5990296948913524
2018,Single parent,Yes,0.408175014392631,17878,0.4009703051086477,0.4153797236766143
2018,Couple with children,Yes,0.60213721542512,17878,0.5949623956124092,0.6093120352378308
2018,Couple with children,No,0.39786278457488,17878,0.3906879647621692,0.4050376043875908
2018,Multi-generational household,No,0.60625,17878,0.5990880256038317,0.6134119743961682
2018,Multi-generational household,Yes,0.39375,17878,0.3865880256038317,0.40091197439616827
2018,Other Combinations,No,0.5916870415647921,17878,0.5844819547930633,0.598892128336521
2018,Other Combinations,Yes,0.4083129584352078,17878,0.40110787166347905,0.4155180452069366
2019,Single-person household,Yes,0.6081701716219483,18428,0.6011219707237433,0.6152183725201533
2019,Single-person household,No,0.39182982837805175,18428,0.38478162747984673,0.39887802927625676
2019,Couple without children,Yes,0.7974857591828718,18428,0.7916833784553162,0.8032881399104274
2019,Couple without children,No,0.20251424081712827,18428,0.19671186008957275,0.20831662154468378
2019,Single parent,Yes,0.5434628975265018,18428,0.5362710584917715,0.5506547365612321
2019,Single parent,No,0.4565371024734982,18428,0.44934526343876796,0.46372894150822846
2019,Couple with children,Yes,0.7973970473970474,18428,0.7915937187422881,0.8032003760518067
2019,Couple with children,No,0.2026029526029526,18428,0.1967996239481933,0.2084062812577119
2019,Multi-generational household,Yes,0.6190476190476191,18428,0.612036064057195,0.6260591740380431
2019,Multi-generational household,No,0.38095238095238093,18428,0.37394082596195694,0.3879639359428049
2019,Other Combinations,Yes,0.6261261261261262,18428,0.6191404179154483,0.6331118343368041
2019,Other Combinations,No,0.3738738738738739,18428,0.366888165663196,0.3808595820845518
2021,Single-person household,Yes,0.5553354090008491,12568,0.54664746642055,0.5640233515811482
2021,Single-person household,No,0.44466459099915084,12568,0.43597664841885164,0.45335253357945005
2021,Couple without children,Yes,0.7217090069284064,12568,0.7138737431234333,0.7295442707333796
2021,Couple without children,No,0.27829099307159355,12568,0.2704557292666204,0.2861262568765667
2021,Single parent,No,0.5327468230694037,12568,0.5240239500367039,0.5414696961021035
2021,Single parent,Yes,0.46725317693059626,12568,0.45853030389789645,0.47597604996329607
2021,Couple with children,Yes,0.6687641580669519,12568,0.6605355165584805,0.6769927995754232
2021,Couple with children,No,0.33123584193304806,12568,0.3230072004245767,0.3394644834415194
2021,Multi-generational household,No,0.5106382978723404,12568,0.5018986352821111,0.5193779604625697
2021,Multi-generational household,Yes,0.48936170212765956,12568,0.4806220395374302,0.4981013647178889
2021,Other Combinations,Yes,0.5176470588235295,12568,0.5089108636846607,0.5263832539623983
2021,Other Combinations,No,0.4823529411764706,12568,0.4736167460376018,0.4910891363153394
