year,migback,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Direct migration background,3rd Quintile,Non-denominational,0.12940,45,431,0.09767,0.16112
1997,Direct migration background,4th Quintile,Catholic,0.48265,180,373,0.43187,0.53343
1997,Direct migration background,4th Quintile,Protestant,0.17881,46,373,0.13987,0.21775
1997,Direct migration background,4th Quintile,Other Christian community,0.09163,57,373,0.06232,0.12095
1997,Direct migration background,4th Quintile,Other religious community,0.05784,42,373,0.03412,0.08157
1997,Direct migration background,4th Quintile,Non-denominational,0.16142,48,373,0.12404,0.19881
1997,Direct migration background,5th Quintile,Catholic,0.37962,98,221,0.31549,0.44374
1997,Direct migration background,5th Quintile,Protestant,0.23509,41,221,0.17905,0.29113
1997,Direct migration background,5th Quintile,Other Christian community,0.07999,34,221,0.04414,0.11583
1997,Direct migration background,5th Quintile,Non-denominational,0.26022,48,221,0.20224,0.31819
1997,Indirect migration background,1st Quintile,Catholic,0.09642,44,119,0.04316,0.14967
1997,Indirect migration background,1st Quintile,Other religious community,0.11424,75,119,0.05685,0.17164
1997,Indirect migration background,2nd Quintile,Catholic,0.09581,40,98,0.03723,0.15438
1997,Indirect migration background,2nd Quintile,Other religious community,0.13733,58,98,0.06883,0.20583
1997,Indirect migration background,3rd Quintile,Catholic,0.18709,53,53,0.08109,0.29308
1997,Indirect migration background,4th Quintile,Catholic,0.23054,39,39,0.09662,0.36446
2003,No migration background,1st Quintile,Catholic,0.21875,561,2385,0.20215,0.23534
2003,No migration background,1st Quintile,Protestant,0.30876,857,2385,0.29022,0.32731
2003,No migration background,1st Quintile,Non-denominational,0.27321,967,2385,0.25532,0.29110
2003,No migration background,2nd Quintile,Catholic,0.24415,822,3043,0.22889,0.25942
2003,No migration background,2nd Quintile,Protestant,0.31504,1118,3043,0.29853,0.33155
2003,No migration background,2nd Quintile,Non-denominational,0.24239,1103,3043,0.22716,0.25762
2003,No migration background,3rd Quintile,Catholic,0.25325,937,3425,0.23868,0.26781
2003,No migration background,3rd Quintile,Protestant,0.31547,1285,3425,0.29991,0.33104
2003,No migration background,3rd Quintile,Other Christian community,0.00839,35,3425,0.00534,0.01145
2003,No migration background,3rd Quintile,Non-denominational,0.24683,1168,3425,0.23238,0.26127
2003,No migration background,4th Quintile,Catholic,0.28249,1251,3854,0.26827,0.29670
2003,No migration background,4th Quintile,Protestant,0.31225,1366,3854,0.29761,0.32688
2003,No migration background,4th Quintile,Non-denominational,0.25515,1237,3854,0.24139,0.26892
2003,No migration background,5th Quintile,Catholic,0.29040,1805,5811,0.27873,0.30208
2003,No migration background,5th Quintile,Protestant,0.34932,2201,5811,0.33706,0.36158
2003,No migration background,5th Quintile,Other Christian community,0.00804,43,5811,0.00574,0.01033
2003,No migration background,5th Quintile,Non-denominational,0.25100,1762,5811,0.23985,0.26215
2003,Direct migration background,1st Quintile,Catholic,0.23373,210,784,0.20409,0.26338
2003,Direct migration background,1st Quintile,Protestant,0.15213,112,784,0.12697,0.17728
2003,Direct migration background,1st Quintile,Other Christian community,0.09589,84,784,0.07527,0.11651
2003,Direct migration background,1st Quintile,Other religious community,0.31589,298,784,0.28333,0.34845
2003,Direct migration background,1st Quintile,Non-denominational,0.11607,80,784,0.09363,0.13850
2003,Direct migration background,2nd Quintile,Catholic,0.37776,231,604,0.33906,0.41645
2003,Direct migration background,2nd Quintile,Protestant,0.18266,100,604,0.15182,0.21350
2003,Direct migration background,2nd Quintile,Other Christian community,0.07822,52,604,0.05679,0.09965
2003,Direct migration background,2nd Quintile,Other religious community,0.17309,149,604,0.14289,0.20328
2003,Direct migration background,2nd Quintile,Non-denominational,0.13133,72,604,0.10437,0.15829
2003,Direct migration background,3rd Quintile,Catholic,0.39495,185,457,0.35008,0.43982
2003,Direct migration background,3rd Quintile,Protestant,0.16419,71,457,0.13019,0.19819
2003,Direct migration background,3rd Quintile,Other Christian community,0.07582,48,457,0.05153,0.10012
2003,Direct migration background,3rd Quintile,Other religious community,0.15014,91,457,0.11735,0.18292
2003,Direct migration background,3rd Quintile,Non-denominational,0.16984,62,457,0.13537,0.20430
2003,Direct migration background,4th Quintile,Catholic,0.40547,166,409,0.35782,0.45311
2003,Direct migration background,4th Quintile,Protestant,0.22412,80,409,0.18365,0.26458
2003,Direct migration background,4th Quintile,Other Christian community,0.13627,52,409,0.10298,0.16956
2003,Direct migration background,4th Quintile,Other religious community,0.08574,51,409,0.05858,0.11291
2003,Direct migration background,4th Quintile,Non-denominational,0.14159,60,409,0.10776,0.17542
2003,Direct migration background,5th Quintile,Catholic,0.36512,131,317,0.31204,0.41821
2003,Direct migration background,5th Quintile,Protestant,0.16643,58,317,0.12536,0.20749
2003,Direct migration background,5th Quintile,Other Christian community,0.10543,44,317,0.07157,0.13929
2003,Direct migration background,5th Quintile,Non-denominational,0.24915,84,317,0.20146,0.29684
2003,Indirect migration background,1st Quintile,Catholic,0.06109,34,140,0.02128,0.10090
2003,Indirect migration background,1st Quintile,Other religious community,0.12252,71,140,0.06801,0.17703
2003,Indirect migration background,1st Quintile,Non-denominational,0.05919,35,140,0.01996,0.09842
2003,Indirect migration background,2nd Quintile,Catholic,0.15114,55,104,0.08197,0.22032
2003,Indirect migration background,2nd Quintile,Other religious community,0.09216,49,104,0.03630,0.14802
2003,Indirect migration background,3rd Quintile,Catholic,0.15033,58,93,0.07730,0.22337
2003,Indirect migration background,3rd Quintile,Other religious community,0.06977,35,93,0.01771,0.12183
2003,Indirect migration background,4th Quintile,Catholic,0.24285,72,72,0.14311,0.34260
2003,Indirect migration background,5th Quintile,Catholic,0.21672,62,93,0.13253,0.30092
2003,Indirect migration background,5th Quintile,Non-denominational,0.12887,31,93,0.06040,0.19734
2007,No migration background,1st Quintile,Catholic,0.19755,501,2381,0.18156,0.21355
2007,No migration background,1st Quintile,Protestant,0.29947,842,2381,0.28107,0.31787
2007,No migration background,1st Quintile,Other Christian community,0.01426,43,2381,0.00950,0.01902
2007,No migration background,1st Quintile,Non-denominational,0.31338,995,2381,0.29474,0.33202
2007,No migration background,2nd Quintile,Catholic,0.22818,743,2830,0.21272,0.24365
2007,No migration background,2nd Quintile,Protestant,0.33312,1126,2830,0.31575,0.35048
2007,No migration background,2nd Quintile,Non-denominational,0.24187,961,2830,0.22609,0.25765
2007,No migration background,3rd Quintile,Catholic,0.25562,950,3310,0.24075,0.27048
2007,No migration background,3rd Quintile,Protestant,0.30532,1211,3310,0.28963,0.32101
2007,No migration background,3rd Quintile,Other Christian community,0.01022,33,3310,0.00680,0.01365
2007,No migration background,3rd Quintile,Non-denominational,0.26454,1116,3310,0.24951,0.27957
2007,No migration background,4th Quintile,Catholic,0.26237,1152,3851,0.24848,0.27627
2007,No migration background,4th Quintile,Protestant,0.32323,1457,3851,0.30846,0.33801
2007,No migration background,4th Quintile,Other Christian community,0.00727,38,3851,0.00459,0.00996
2007,No migration background,4th Quintile,Non-denominational,0.25844,1204,3851,0.24461,0.27227
2007,No migration background,5th Quintile,Catholic,0.30484,1620,5157,0.29228,0.31741
2007,No migration background,5th Quintile,Protestant,0.33360,1898,5157,0.32073,0.34647
2007,No migration background,5th Quintile,Other Christian community,0.00926,49,5157,0.00665,0.01187
2007,No migration background,5th Quintile,Non-denominational,0.25336,1590,5157,0.24149,0.26524
2007,Direct migration background,1st Quintile,Catholic,0.23861,163,612,0.20482,0.27241
2007,Direct migration background,1st Quintile,Protestant,0.18474,109,612,0.15397,0.21551
2007,Direct migration background,1st Quintile,Other Christian community,0.09885,64,612,0.07518,0.12252
2007,Direct migration background,1st Quintile,Islamic community,0.29053,223,612,0.25453,0.32653
2007,Direct migration background,1st Quintile,Non-denominational,0.11537,53,612,0.09004,0.14071
2007,Direct migration background,2nd Quintile,Catholic,0.34400,171,489,0.30185,0.38615
2007,Direct migration background,2nd Quintile,Protestant,0.18083,106,489,0.14668,0.21498
2007,Direct migration background,2nd Quintile,Other Christian community,0.10277,47,489,0.07583,0.12971
2007,Direct migration background,2nd Quintile,Islamic community,0.19767,112,489,0.16233,0.23300
2007,Direct migration background,2nd Quintile,Non-denominational,0.10524,53,489,0.07801,0.13246
2007,Direct migration background,3rd Quintile,Catholic,0.36924,146,377,0.32046,0.41802
2007,Direct migration background,3rd Quintile,Protestant,0.15983,69,377,0.12279,0.19687
2007,Direct migration background,3rd Quintile,Other Christian community,0.08638,45,377,0.05798,0.11478
2007,Direct migration background,3rd Quintile,Islamic community,0.21442,70,377,0.17294,0.25591
2007,Direct migration background,3rd Quintile,Non-denominational,0.12637,47,377,0.09279,0.15996
2007,Direct migration background,4th Quintile,Catholic,0.39856,121,318,0.34466,0.45246
2007,Direct migration background,4th Quintile,Protestant,0.18448,75,318,0.14178,0.22718
2007,Direct migration background,4th Quintile,Other Christian community,0.15035,42,318,0.11101,0.18970
2007,Direct migration background,4th Quintile,Islamic community,0.12655,37,318,0.08995,0.16315
2007,Direct migration background,4th Quintile,Non-denominational,0.12401,43,318,0.08772,0.16029
2007,Direct migration background,5th Quintile,Catholic,0.36004,107,272,0.30289,0.41719
2007,Direct migration background,5th Quintile,Protestant,0.16251,54,272,0.11859,0.20644
2007,Direct migration background,5th Quintile,Other Christian community,0.13346,39,272,0.09297,0.17395
2007,Direct migration background,5th Quintile,Non-denominational,0.28749,72,272,0.23361,0.34138
2007,Indirect migration background,1st Quintile,Catholic,0.14113,56,121,0.07884,0.20342
2007,Indirect migration background,1st Quintile,Islamic community,0.12208,65,121,0.06351,0.18066
2007,Indirect migration background,2nd Quintile,Catholic,0.10886,45,117,0.05218,0.16553
2007,Indirect migration background,2nd Quintile,Protestant,0.10574,32,117,0.04978,0.16170
2007,Indirect migration background,2nd Quintile,Islamic community,0.10298,40,117,0.04767,0.15828
2007,Indirect migration background,3rd Quintile,Catholic,0.22936,66,98,0.14569,0.31303
2007,Indirect migration background,3rd Quintile,Islamic community,0.09279,32,98,0.03505,0.15053
2007,Indirect migration background,4th Quintile,Catholic,0.21729,50,50,0.10182,0.33276
2007,Indirect migration background,5th Quintile,Catholic,0.23760,56,56,0.12512,0.35008
2011,No migration background,1st Quintile,Catholic,0.15911,405,1897,0.14264,0.17557
2011,No migration background,1st Quintile,Protestant,0.25895,673,1897,0.23923,0.27866
2011,No migration background,1st Quintile,Non-denominational,0.28114,819,1897,0.26091,0.30138
2011,No migration background,2nd Quintile,Catholic,0.18757,521,2262,0.17148,0.20366
2011,No migration background,2nd Quintile,Protestant,0.30885,877,2262,0.28981,0.32789
2011,No migration background,2nd Quintile,Non-denominational,0.25666,864,2262,0.23866,0.27467
2011,No migration background,3rd Quintile,Catholic,0.22409,745,2690,0.20833,0.23985
2011,No migration background,3rd Quintile,Protestant,0.29898,973,2690,0.28168,0.31629
2011,No migration background,3rd Quintile,Non-denominational,0.27324,972,2690,0.25639,0.29008
2011,No migration background,4th Quintile,Catholic,0.24871,915,2991,0.23321,0.26420
2011,No migration background,4th Quintile,Protestant,0.28886,1082,2991,0.27261,0.30510
2011,No migration background,4th Quintile,Other Christian community,0.00892,38,2991,0.00555,0.01229
2011,No migration background,4th Quintile,Non-denominational,0.26150,956,2991,0.24575,0.27725
2011,No migration background,5th Quintile,Catholic,0.28242,1101,3754,0.26801,0.29682
2011,No migration background,5th Quintile,Protestant,0.29711,1335,3754,0.28248,0.31173
2011,No migration background,5th Quintile,Other Christian community,0.01027,41,3754,0.00705,0.01350
2011,No migration background,5th Quintile,Non-denominational,0.27489,1277,3754,0.26061,0.28918
2011,Direct migration background,1st Quintile,Catholic,0.21964,124,387,0.17834,0.26095
2011,Direct migration background,1st Quintile,Protestant,0.09490,57,387,0.06566,0.12414
2011,Direct migration background,1st Quintile,Other Christian community,0.07039,38,387,0.04487,0.09591
2011,Direct migration background,1st Quintile,Islamic community,0.18622,113,387,0.14738,0.22505
2011,Direct migration background,1st Quintile,Non-denominational,0.11629,55,387,0.08431,0.14827
2011,Direct migration background,2nd Quintile,Catholic,0.33637,117,286,0.28152,0.39123
2011,Direct migration background,2nd Quintile,Protestant,0.13694,65,286,0.09702,0.17685
2011,Direct migration background,2nd Quintile,Islamic community,0.13330,60,286,0.09383,0.17276
2011,Direct migration background,2nd Quintile,Non-denominational,0.11143,44,286,0.07489,0.14796
2011,Direct migration background,3rd Quintile,Catholic,0.29336,76,223,0.23346,0.35325
2011,Direct migration background,3rd Quintile,Protestant,0.13239,40,223,0.08781,0.17698
2011,Direct migration background,3rd Quintile,Other Christian community,0.12690,36,223,0.08311,0.17069
2011,Direct migration background,3rd Quintile,Islamic community,0.09817,36,223,0.05903,0.13731
2011,Direct migration background,3rd Quintile,Non-denominational,0.16900,35,223,0.11971,0.21830
2011,Direct migration background,4th Quintile,Catholic,0.39055,85,125,0.30467,0.47642
2011,Direct migration background,4th Quintile,Protestant,0.18633,40,125,0.11780,0.25487
2011,Direct migration background,5th Quintile,Catholic,0.28986,61,160,0.21934,0.36038
2011,Direct migration background,5th Quintile,Protestant,0.21506,41,160,0.15120,0.27893
2011,Direct migration background,5th Quintile,Non-denominational,0.26793,58,160,0.19909,0.33677
2011,Indirect migration background,1st Quintile,Catholic,0.09082,51,102,0.03478,0.14686
2011,Indirect migration background,1st Quintile,Islamic community,0.06057,51,102,0.01405,0.10709
2011,Indirect migration background,2nd Quintile,Catholic,0.15317,40,40,0.04013,0.26620
2011,Indirect migration background,3rd Quintile,Catholic,0.11924,42,42,0.02004,0.21844
2011,Indirect migration background,4th Quintile,Catholic,0.23465,45,45,0.10943,0.35987
2011,Indirect migration background,5th Quintile,Catholic,0.22647,45,110,0.14790,0.30505
2011,Indirect migration background,5th Quintile,Protestant,0.10133,34,110,0.04468,0.15798
2011,Indirect migration background,5th Quintile,Non-denominational,0.12509,31,110,0.06299,0.18720
2015,No migration background,1st Quintile,Catholic,0.20528,675,2995,0.19081,0.21975
2015,No migration background,1st Quintile,Protestant,0.29669,1057,2995,0.28033,0.31306
2015,No migration background,1st Quintile,Other Christian community,0.01081,43,2995,0.00711,0.01451
2015,No migration background,1st Quintile,Non-denominational,0.30819,1220,2995,0.29165,0.32473
2015,No migration background,2nd Quintile,Catholic,0.22018,1001,3750,0.20692,0.23344
2015,No migration background,2nd Quintile,Protestant,0.29910,1238,3750,0.28445,0.31376
2015,No migration background,2nd Quintile,Other Christian community,0.01243,64,3750,0.00888,0.01598
2015,No migration background,2nd Quintile,Non-denominational,0.30449,1447,3750,0.28976,0.31922
2015,No migration background,3rd Quintile,Catholic,0.25258,1114,3724,0.23862,0.26653
2015,No migration background,3rd Quintile,Protestant,0.29634,1311,3724,0.28167,0.31101
2015,No migration background,3rd Quintile,Other Christian community,0.00690,35,3724,0.00424,0.00956
2015,No migration background,3rd Quintile,Non-denominational,0.28519,1264,3724,0.27069,0.29969
2015,No migration background,4th Quintile,Catholic,0.25200,1183,3972,0.23849,0.26550
2015,No migration background,4th Quintile,Protestant,0.29773,1409,3972,0.28350,0.31195
2015,No migration background,4th Quintile,Other Christian community,0.01357,52,3972,0.00997,0.01717
2015,No migration background,4th Quintile,Non-denominational,0.29366,1328,3972,0.27950,0.30783
2015,No migration background,5th Quintile,Catholic,0.28130,1372,4442,0.26808,0.29453
2015,No migration background,5th Quintile,Protestant,0.30104,1538,4442,0.28755,0.31454
2015,No migration background,5th Quintile,Other Christian community,0.01540,60,4442,0.01177,0.01902
2015,No migration background,5th Quintile,Non-denominational,0.29966,1472,4442,0.28618,0.31313
2015,Direct migration background,1st Quintile,Catholic,0.22427,332,1566,0.20360,0.24493
2015,Direct migration background,1st Quintile,Protestant,0.13600,232,1566,0.11902,0.15298
2015,Direct migration background,1st Quintile,Other Christian community,0.03876,91,1566,0.02919,0.04832
2015,Direct migration background,1st Quintile,Islamic community,0.19487,268,1566,0.17525,0.21450
2015,Direct migration background,1st Quintile,Other religious community,0.03341,62,1566,0.02451,0.04232
2015,Direct migration background,1st Quintile,Non-denominational,0.19016,328,1566,0.17072,0.20961
2015,Direct migration background,1st Quintile,Christian orthodox,0.03422,101,1566,0.02521,0.04322
2015,Direct migration background,1st Quintile,Sunni denomination,0.09894,152,1566,0.08414,0.11373
2015,Direct migration background,2nd Quintile,Catholic,0.34724,312,1089,0.31895,0.37553
2015,Direct migration background,2nd Quintile,Protestant,0.17284,214,1089,0.15037,0.19531
2015,Direct migration background,2nd Quintile,Other Christian community,0.06081,70,1089,0.04661,0.07501
2015,Direct migration background,2nd Quintile,Islamic community,0.09294,104,1089,0.07569,0.11019
2015,Direct migration background,2nd Quintile,Non-denominational,0.17440,238,1089,0.15185,0.19695
2015,Direct migration background,2nd Quintile,Christian orthodox,0.03804,96,1089,0.02667,0.04941
2015,Direct migration background,2nd Quintile,Sunni denomination,0.05380,55,1089,0.04040,0.06721
2015,Direct migration background,3rd Quintile,Catholic,0.31891,250,769,0.28595,0.35187
2015,Direct migration background,3rd Quintile,Protestant,0.21987,177,769,0.19058,0.24917
2015,Direct migration background,3rd Quintile,Other Christian community,0.06554,59,769,0.04804,0.08304
2015,Direct migration background,3rd Quintile,Islamic community,0.05953,48,769,0.04279,0.07626
2015,Direct migration background,3rd Quintile,Non-denominational,0.22936,186,769,0.19963,0.25910
2015,Direct migration background,3rd Quintile,Christian orthodox,0.02503,49,769,0.01398,0.03608
2015,Direct migration background,4th Quintile,Catholic,0.38505,166,435,0.33927,0.43083
2015,Direct migration background,4th Quintile,Protestant,0.16685,93,435,0.13177,0.20193
2015,Direct migration background,4th Quintile,Non-denominational,0.25068,140,435,0.20991,0.29146
2015,Direct migration background,4th Quintile,Christian orthodox,0.02619,36,435,0.01117,0.04122
2015,Direct migration background,5th Quintile,Catholic,0.32764,143,408,0.28204,0.37323
2015,Direct migration background,5th Quintile,Protestant,0.16900,60,408,0.13259,0.20541
2015,Direct migration background,5th Quintile,Non-denominational,0.35208,164,408,0.30568,0.39848
2015,Direct migration background,5th Quintile,Christian orthodox,0.02670,41,408,0.01104,0.04237
2015,Indirect migration background,1st Quintile,Catholic,0.06931,101,420,0.04499,0.09362
2015,Indirect migration background,1st Quintile,Protestant,0.07402,67,420,0.04895,0.09909
2015,Indirect migration background,1st Quintile,Islamic community,0.06891,84,420,0.04466,0.09316
2015,Indirect migration background,1st Quintile,Non-denominational,0.08891,94,420,0.06165,0.11616
2015,Indirect migration background,1st Quintile,Sunni denomination,0.07555,74,420,0.05025,0.10086
2015,Indirect migration background,2nd Quintile,Catholic,0.15007,91,296,0.10931,0.19083
2015,Indirect migration background,2nd Quintile,Protestant,0.07917,44,296,0.04836,0.10998
2015,Indirect migration background,2nd Quintile,Islamic community,0.02974,45,296,0.01036,0.04913
2015,Indirect migration background,2nd Quintile,Non-denominational,0.12007,82,296,0.08298,0.15716
2015,Indirect migration background,2nd Quintile,Sunni denomination,0.06351,34,296,0.03568,0.09134
2015,Indirect migration background,3rd Quintile,Catholic,0.13287,78,223,0.08822,0.17752
2015,Indirect migration background,3rd Quintile,Protestant,0.09419,51,223,0.05577,0.13261
2015,Indirect migration background,3rd Quintile,Islamic community,0.07768,34,223,0.04247,0.11289
2015,Indirect migration background,3rd Quintile,Non-denominational,0.13541,60,223,0.09040,0.18042
2015,Indirect migration background,4th Quintile,Catholic,0.25165,87,194,0.19043,0.31288
2015,Indirect migration background,4th Quintile,Protestant,0.12617,45,194,0.07933,0.17302
2015,Indirect migration background,4th Quintile,Non-denominational,0.15868,62,194,0.10713,0.21023
2015,Indirect migration background,5th Quintile,Catholic,0.24985,73,164,0.18339,0.31632
2015,Indirect migration background,5th Quintile,Protestant,0.15490,33,164,0.09936,0.21045
2015,Indirect migration background,5th Quintile,Non-denominational,0.16237,58,164,0.10576,0.21899
2019,No migration background,1st Quintile,Catholic,0.17841,517,2689,0.16394,0.19288
2019,No migration background,1st Quintile,Protestant,0.29228,849,2689,0.27509,0.30947
2019,No migration background,1st Quintile,Other Christian community,0.00860,37,2689,0.00511,0.01208
2019,No migration background,1st Quintile,Non-denominational,0.35239,1286,2689,0.33433,0.37045
2019,No migration background,2nd Quintile,Catholic,0.22686,861,3457,0.21290,0.24082
2019,No migration background,2nd Quintile,Protestant,0.27791,1104,3457,0.26297,0.29284
2019,No migration background,2nd Quintile,Other Christian community,0.01708,63,3457,0.01276,0.02140
2019,No migration background,2nd Quintile,Non-denominational,0.31075,1429,3457,0.29532,0.32618
2019,No migration background,3rd Quintile,Catholic,0.22449,942,3477,0.21062,0.23837
2019,No migration background,3rd Quintile,Protestant,0.29412,1156,3477,0.27897,0.30927
2019,No migration background,3rd Quintile,Other Christian community,0.00950,39,3477,0.00628,0.01273
2019,No migration background,3rd Quintile,Non-denominational,0.31617,1340,3477,0.30071,0.33163
2019,No migration background,4th Quintile,Catholic,0.23969,1048,3626,0.22579,0.25359
2019,No migration background,4th Quintile,Protestant,0.28675,1235,3626,0.27203,0.30147
2019,No migration background,4th Quintile,Other Christian community,0.01405,48,3626,0.01022,0.01789
2019,No migration background,4th Quintile,Non-denominational,0.31489,1295,3626,0.29976,0.33001
2019,No migration background,5th Quintile,Catholic,0.26589,1174,4141,0.25243,0.27934
2019,No migration background,5th Quintile,Protestant,0.28542,1372,4141,0.27166,0.29918
2019,No migration background,5th Quintile,Other Christian community,0.01171,52,4141,0.00844,0.01499
2019,No migration background,5th Quintile,Non-denominational,0.34159,1543,4141,0.32714,0.35603
2019,Direct migration background,1st Quintile,Catholic,0.16988,306,3833,0.15799,0.18177
2019,Direct migration background,1st Quintile,Protestant,0.08296,201,3833,0.07423,0.09169
2019,Direct migration background,1st Quintile,Other Christian community,0.01375,38,3833,0.01006,0.01744
2019,Direct migration background,1st Quintile,Islamic community,0.09267,274,3833,0.08349,0.10185
2019,Direct migration background,1st Quintile,Other religious community,0.03198,279,3833,0.02641,0.03755
2019,Direct migration background,1st Quintile,Non-denominational,0.17460,384,3833,0.16258,0.18662
2019,Direct migration background,1st Quintile,Christian orthodox,0.08149,290,3833,0.07282,0.09015
2019,Direct migration background,1st Quintile,Shiite denomination,0.02064,178,3833,0.01614,0.02514
2019,Direct migration background,1st Quintile,Sunni denomination,0.21352,1883,3833,0.20054,0.22649
2019,Direct migration background,2nd Quintile,Catholic,0.31550,260,1038,0.28721,0.34378
