"plh0258_h","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Katholisch","1991","35-65 Jahre alt","kein Migrationshintergrund","101","0.0466234120026204","0.0376614988948442","0.0555853251103966"
"Katholisch","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Katholisch","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Katholisch","1991","66 und älter","kein Migrationshintergrund","","","",""
"Katholisch","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Katholisch","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","16-34 Jahre alt","kein Migrationshintergrund","286","0.182203963899641","0.162842865885435","0.201565061913848"
"Evangelisch","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","35-65 Jahre alt","kein Migrationshintergrund","613","0.292096095050553","0.272766778855447","0.31142541124566"
"Evangelisch","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","66 und älter","kein Migrationshintergrund","190","0.49818523314053","0.448110822353663","0.548259643927396"
"Evangelisch","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","66 und älter","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","66 und älter","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","66 und älter","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","16-34 Jahre alt","kein Migrationshintergrund","1170","0.769185680228437","0.748051980030113","0.790319380426761"
"Konfessionslos","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Konfessionslos","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","35-65 Jahre alt","kein Migrationshintergrund","1398","0.656238597856409","0.636049082112907","0.676428113599911"
"Konfessionslos","1991","35-65 Jahre alt","direkter Migrationshintergrund","64","0.600025892838082","0.505873284457976","0.694178501218189"
"Konfessionslos","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","66 und älter","kein Migrationshintergrund","164","0.419578136754039","0.370155374960187","0.46900089854789"
"Konfessionslos","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Konfessionslos","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","66 und älter","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","66 und älter","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","66 und älter","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","66 und älter","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1991","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1991","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1991","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1991","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1991","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1991","66 und älter","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1991","66 und älter","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1991","66 und älter","indirekter Migrationshintergrund","","","",""
"Katholisch","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Katholisch","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Katholisch","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Katholisch","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Katholisch","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Katholisch","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Katholisch","1992","66 und älter","kein Migrationshintergrund","","","",""
"Katholisch","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Katholisch","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Evangelisch","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Evangelisch","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Evangelisch","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Evangelisch","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Evangelisch","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Evangelisch","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Evangelisch","1992","66 und älter","kein Migrationshintergrund","","","",""
"Evangelisch","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Evangelisch","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","66 und älter","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","66 und älter","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","66 und älter","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Konfessionslos","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Konfessionslos","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Konfessionslos","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Konfessionslos","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1992","66 und älter","kein Migrationshintergrund","","","",""
"Konfessionslos","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Konfessionslos","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Christlich orthodox","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Christlich orthodox","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1992","66 und älter","kein Migrationshintergrund","","","",""
"Christlich orthodox","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","66 und älter","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","66 und älter","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","66 und älter","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","66 und älter","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1992","66 und älter","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1992","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1992","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1992","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1992","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1992","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1992","66 und älter","kein Migrationshintergrund","","","",""
