"plh0258_h","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","","","",""
"Konfessionslos","1991","(noch) kein Abschluss","35","0.667152217164961","0.541466330828779","0.792838103501143"
"Konfessionslos","1991","Hauptschulabschluss","921","0.573205858282799","0.54831614833602","0.598095568229577"
"Konfessionslos","1991","Realschulabschluss","1069","0.705639984665931","0.682652544239606","0.728627425092257"
"Konfessionslos","1991","(Fach-)Abitur","87","0.725363876438245","0.646163915435582","0.804563837440908"
"Konfessionslos","1991","AkademikerInnen","689","0.720213255389445","0.691787667252722","0.748638843526167"
"Christlich orthodox","1991","(noch) kein Abschluss","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","","","",""
"Christlich orthodox","1991","Realschulabschluss","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","","","",""
"Christlich orthodox","1991","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","1991","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","1991","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1991","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1991","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","1991","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","1991","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","1991","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1991","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1991","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","1991","AkademikerInnen","","","",""
"Mehrfachnennung","1991","(noch) kein Abschluss","","","",""
"Mehrfachnennung","1991","Hauptschulabschluss","","","",""
"Mehrfachnennung","1991","Realschulabschluss","","","",""
"Mehrfachnennung","1991","(Fach-)Abitur","","","",""
"Mehrfachnennung","1991","AkademikerInnen","","","",""
"Katholisch","1992","(noch) kein Abschluss","","","",""
"Katholisch","1992","Hauptschulabschluss","","","",""
"Katholisch","1992","Realschulabschluss","","","",""
"Katholisch","1992","(Fach-)Abitur","","","",""
"Katholisch","1992","AkademikerInnen","","","",""
"Evangelisch","1992","(noch) kein Abschluss","","","",""
"Evangelisch","1992","Hauptschulabschluss","","","",""
"Evangelisch","1992","Realschulabschluss","","","",""
"Evangelisch","1992","(Fach-)Abitur","","","",""
"Evangelisch","1992","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","1992","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","1992","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1992","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1992","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","1992","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","1992","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1992","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1992","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","1992","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","1992","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","1992","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","1992","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","1992","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","1992","AkademikerInnen","","","",""
"Konfessionslos","1992","(noch) kein Abschluss","","","",""
"Konfessionslos","1992","Hauptschulabschluss","","","",""
"Konfessionslos","1992","Realschulabschluss","","","",""
"Konfessionslos","1992","(Fach-)Abitur","","","",""
"Konfessionslos","1992","AkademikerInnen","","","",""
"Christlich orthodox","1992","(noch) kein Abschluss","","","",""
"Christlich orthodox","1992","Hauptschulabschluss","","","",""
"Christlich orthodox","1992","Realschulabschluss","","","",""
"Christlich orthodox","1992","(Fach-)Abitur","","","",""
"Christlich orthodox","1992","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","1992","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","1992","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1992","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1992","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","1992","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","1992","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","1992","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1992","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1992","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","1992","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","1992","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","1992","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1992","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1992","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","1992","AkademikerInnen","","","",""
"Mehrfachnennung","1992","(noch) kein Abschluss","","","",""
"Mehrfachnennung","1992","Hauptschulabschluss","","","",""
"Mehrfachnennung","1992","Realschulabschluss","","","",""
"Mehrfachnennung","1992","(Fach-)Abitur","","","",""
"Mehrfachnennung","1992","AkademikerInnen","","","",""
"Katholisch","1993","(noch) kein Abschluss","","","",""
"Katholisch","1993","Hauptschulabschluss","","","",""
"Katholisch","1993","Realschulabschluss","","","",""
"Katholisch","1993","(Fach-)Abitur","","","",""
"Katholisch","1993","AkademikerInnen","","","",""
"Evangelisch","1993","(noch) kein Abschluss","","","",""
"Evangelisch","1993","Hauptschulabschluss","","","",""
"Evangelisch","1993","Realschulabschluss","","","",""
"Evangelisch","1993","(Fach-)Abitur","","","",""
"Evangelisch","1993","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","1993","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","1993","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1993","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1993","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","1993","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","1993","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","1993","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1993","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1993","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","1993","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","1993","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","1993","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","1993","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","1993","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","1993","AkademikerInnen","","","",""
"Konfessionslos","1993","(noch) kein Abschluss","","","",""
"Konfessionslos","1993","Hauptschulabschluss","","","",""
"Konfessionslos","1993","Realschulabschluss","","","",""
"Konfessionslos","1993","(Fach-)Abitur","","","",""
"Konfessionslos","1993","AkademikerInnen","","","",""
"Christlich orthodox","1993","(noch) kein Abschluss","","","",""
"Christlich orthodox","1993","Hauptschulabschluss","","","",""
"Christlich orthodox","1993","Realschulabschluss","","","",""
"Christlich orthodox","1993","(Fach-)Abitur","","","",""
"Christlich orthodox","1993","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","1993","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","1993","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1993","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1993","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","1993","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","1993","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","1993","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1993","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1993","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","1993","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","1993","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","1993","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1993","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1993","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","1993","AkademikerInnen","","","",""
"Mehrfachnennung","1993","(noch) kein Abschluss","","","",""
"Mehrfachnennung","1993","Hauptschulabschluss","","","",""
"Mehrfachnennung","1993","Realschulabschluss","","","",""
"Mehrfachnennung","1993","(Fach-)Abitur","","","",""
"Mehrfachnennung","1993","AkademikerInnen","","","",""
"Katholisch","1994","(noch) kein Abschluss","","","",""
"Katholisch","1994","Hauptschulabschluss","","","",""
"Katholisch","1994","Realschulabschluss","","","",""
"Katholisch","1994","(Fach-)Abitur","","","",""
"Katholisch","1994","AkademikerInnen","","","",""
"Evangelisch","1994","(noch) kein Abschluss","","","",""
"Evangelisch","1994","Hauptschulabschluss","","","",""
"Evangelisch","1994","Realschulabschluss","","","",""
"Evangelisch","1994","(Fach-)Abitur","","","",""
"Evangelisch","1994","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","1994","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","1994","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1994","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1994","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","1994","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","1994","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","1994","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1994","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1994","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","1994","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","1994","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","1994","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","1994","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","1994","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","1994","AkademikerInnen","","","",""
"Konfessionslos","1994","(noch) kein Abschluss","","","",""
"Konfessionslos","1994","Hauptschulabschluss","","","",""
"Konfessionslos","1994","Realschulabschluss","","","",""
"Konfessionslos","1994","(Fach-)Abitur","","","",""
"Konfessionslos","1994","AkademikerInnen","","","",""
"Christlich orthodox","1994","(noch) kein Abschluss","","","",""
"Christlich orthodox","1994","Hauptschulabschluss","","","",""
"Christlich orthodox","1994","Realschulabschluss","","","",""
"Christlich orthodox","1994","(Fach-)Abitur","","","",""
"Christlich orthodox","1994","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","1994","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","1994","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1994","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1994","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","1994","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","1994","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","1994","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1994","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1994","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","1994","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","1994","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","1994","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1994","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1994","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","1994","AkademikerInnen","","","",""
"Mehrfachnennung","1994","(noch) kein Abschluss","","","",""
"Mehrfachnennung","1994","Hauptschulabschluss","","","",""
"Mehrfachnennung","1994","Realschulabschluss","","","",""
"Mehrfachnennung","1994","(Fach-)Abitur","","","",""
"Mehrfachnennung","1994","AkademikerInnen","","","",""
"Katholisch","1995","(noch) kein Abschluss","","","",""
"Katholisch","1995","Hauptschulabschluss","","","",""
"Katholisch","1995","Realschulabschluss","","","",""
"Katholisch","1995","(Fach-)Abitur","","","",""
"Katholisch","1995","AkademikerInnen","","","",""
"Evangelisch","1995","(noch) kein Abschluss","","","",""
"Evangelisch","1995","Hauptschulabschluss","","","",""
"Evangelisch","1995","Realschulabschluss","","","",""
"Evangelisch","1995","(Fach-)Abitur","","","",""
"Evangelisch","1995","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","1995","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","1995","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1995","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1995","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","1995","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","1995","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","1995","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1995","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1995","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","1995","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","1995","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","1995","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","1995","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","1995","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","1995","AkademikerInnen","","","",""
"Konfessionslos","1995","(noch) kein Abschluss","","","",""
"Konfessionslos","1995","Hauptschulabschluss","","","",""
"Konfessionslos","1995","Realschulabschluss","","","",""
"Konfessionslos","1995","(Fach-)Abitur","","","",""
"Konfessionslos","1995","AkademikerInnen","","","",""
"Christlich orthodox","1995","(noch) kein Abschluss","","","",""
"Christlich orthodox","1995","Hauptschulabschluss","","","",""
"Christlich orthodox","1995","Realschulabschluss","","","",""
"Christlich orthodox","1995","(Fach-)Abitur","","","",""
"Christlich orthodox","1995","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","1995","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","1995","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1995","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1995","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","1995","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","1995","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","1995","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1995","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1995","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","1995","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","1995","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","1995","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1995","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1995","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","1995","AkademikerInnen","","","",""
"Mehrfachnennung","1995","(noch) kein Abschluss","","","",""
"Mehrfachnennung","1995","Hauptschulabschluss","","","",""
"Mehrfachnennung","1995","Realschulabschluss","","","",""
"Mehrfachnennung","1995","(Fach-)Abitur","","","",""
"Mehrfachnennung","1995","AkademikerInnen","","","",""
"Katholisch","1996","(noch) kein Abschluss","","","",""
"Katholisch","1996","Hauptschulabschluss","","","",""
"Katholisch","1996","Realschulabschluss","","","",""
"Katholisch","1996","(Fach-)Abitur","","","",""
"Katholisch","1996","AkademikerInnen","","","",""
"Evangelisch","1996","(noch) kein Abschluss","","","",""
"Evangelisch","1996","Hauptschulabschluss","","","",""
"Evangelisch","1996","Realschulabschluss","","","",""
"Evangelisch","1996","(Fach-)Abitur","","","",""
"Evangelisch","1996","AkademikerInnen","","","",""
"Andere christlische Religionsgemeinschaft","1996","(noch) kein Abschluss","","","",""
"Andere christlische Religionsgemeinschaft","1996","Hauptschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1996","Realschulabschluss","","","",""
"Andere christlische Religionsgemeinschaft","1996","(Fach-)Abitur","","","",""
"Andere christlische Religionsgemeinschaft","1996","AkademikerInnen","","","",""
"Islamische Religionsgemeinschaft","1996","(noch) kein Abschluss","","","",""
"Islamische Religionsgemeinschaft","1996","Hauptschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1996","Realschulabschluss","","","",""
"Islamische Religionsgemeinschaft","1996","(Fach-)Abitur","","","",""
"Islamische Religionsgemeinschaft","1996","AkademikerInnen","","","",""
"Andere Religionsgemeinschaft","1996","(noch) kein Abschluss","","","",""
"Andere Religionsgemeinschaft","1996","Hauptschulabschluss","","","",""
"Andere Religionsgemeinschaft","1996","Realschulabschluss","","","",""
"Andere Religionsgemeinschaft","1996","(Fach-)Abitur","","","",""
"Andere Religionsgemeinschaft","1996","AkademikerInnen","","","",""
"Konfessionslos","1996","(noch) kein Abschluss","","","",""
"Konfessionslos","1996","Hauptschulabschluss","","","",""
"Konfessionslos","1996","Realschulabschluss","","","",""
"Konfessionslos","1996","(Fach-)Abitur","","","",""
"Konfessionslos","1996","AkademikerInnen","","","",""
"Christlich orthodox","1996","(noch) kein Abschluss","","","",""
"Christlich orthodox","1996","Hauptschulabschluss","","","",""
"Christlich orthodox","1996","Realschulabschluss","","","",""
"Christlich orthodox","1996","(Fach-)Abitur","","","",""
"Christlich orthodox","1996","AkademikerInnen","","","",""
"Schiitische Rel.gemeinschaft","1996","(noch) kein Abschluss","","","",""
"Schiitische Rel.gemeinschaft","1996","Hauptschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1996","Realschulabschluss","","","",""
"Schiitische Rel.gemeinschaft","1996","(Fach-)Abitur","","","",""
"Schiitische Rel.gemeinschaft","1996","AkademikerInnen","","","",""
"Sunnitische Rel.gemeinschaft","1996","(noch) kein Abschluss","","","",""
"Sunnitische Rel.gemeinschaft","1996","Hauptschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1996","Realschulabschluss","","","",""
"Sunnitische Rel.gemeinschaft","1996","(Fach-)Abitur","","","",""
"Sunnitische Rel.gemeinschaft","1996","AkademikerInnen","","","",""
"Alevitische Rel.gemeinschaft","1996","(noch) kein Abschluss","","","",""
"Alevitische Rel.gemeinschaft","1996","Hauptschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1996","Realschulabschluss","","","",""
"Alevitische Rel.gemeinschaft","1996","(Fach-)Abitur","","","",""
"Alevitische Rel.gemeinschaft","1996","AkademikerInnen","","","",""
"Mehrfachnennung","1996","(noch) kein Abschluss","","","",""
"Mehrfachnennung","1996","Hauptschulabschluss","","","",""
"Mehrfachnennung","1996","Realschulabschluss","","","",""
"Mehrfachnennung","1996","(Fach-)Abitur","","","",""
"Mehrfachnennung","1996","AkademikerInnen","","","",""
"Katholisch","1997","(noch) kein Abschluss","269","0.354146765917468","0.321492265446846","0.38680126638809"
"Katholisch","1997","Hauptschulabschluss","2050","0.374033638942203","0.361574452796453","0.386492825087953"
"Katholisch","1997","Realschulabschluss","686","0.257594341542499","0.242162800334082","0.273025882750916"
"Katholisch","1997","(Fach-)Abitur","323","0.345708031899333","0.316563921487986","0.37485214231068"
"Katholisch","1997","AkademikerInnen","354","0.258524377946727","0.238156391292332","0.278892364601123"
"Evangelisch","1997","(noch) kein Abschluss","118","0.236926000565543","0.20789418642999","0.265957814701095"
"Evangelisch","1997","Hauptschulabschluss","1873","0.391837217866599","0.379267613532234","0.404406822200964"
"Evangelisch","1997","Realschulabschluss","968","0.357173759042175","0.340265181343164","0.374082336741186"
"Evangelisch","1997","(Fach-)Abitur","293","0.32028005156265","0.291688335195368","0.348871767929933"
"Evangelisch","1997","AkademikerInnen","529","0.312982482897009","0.291410362606122","0.334554603187896"
"Andere christlische Religionsgemeinschaft","1997","(noch) kein Abschluss","69","0.0522736725002375","0.0370763365454117","0.0674710084550634"
"Andere christlische Religionsgemeinschaft","1997","Hauptschulabschluss","220","0.018836463395578","0.0153359702744031","0.0223369565167529"
"Andere christlische Religionsgemeinschaft","1997","Realschulabschluss","61","0.0170099721701516","0.0124470100400799","0.0215729343002233"
