year,pgisced97,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Upper Secondary Level,2nd Quintile,Protestant,0.44377,346,880,0.41093,0.47662
1990,Upper Secondary Level,2nd Quintile,Other Christian community,0.02300,34,880,0.01309,0.03290
1990,Upper Secondary Level,2nd Quintile,Islamic community,0.01646,56,880,0.00805,0.02487
1990,Upper Secondary Level,2nd Quintile,Non-denominational,0.05933,48,880,0.04371,0.07495
1990,Upper Secondary Level,3rd Quintile,Catholic,0.42463,413,902,0.39236,0.45691
1990,Upper Secondary Level,3rd Quintile,Protestant,0.46058,379,902,0.42803,0.49312
1990,Upper Secondary Level,3rd Quintile,Islamic community,0.01160,40,902,0.00461,0.01859
1990,Upper Secondary Level,3rd Quintile,Non-denominational,0.08282,70,902,0.06482,0.10081
1990,Upper Secondary Level,4th Quintile,Catholic,0.41793,454,986,0.38713,0.44874
1990,Upper Secondary Level,4th Quintile,Protestant,0.45268,433,986,0.42159,0.48376
1990,Upper Secondary Level,4th Quintile,Non-denominational,0.10173,99,986,0.08285,0.12061
1990,Upper Secondary Level,5th Quintile,Catholic,0.38703,371,881,0.35484,0.41921
1990,Upper Secondary Level,5th Quintile,Protestant,0.44915,389,881,0.41628,0.48201
1990,Upper Secondary Level,5th Quintile,Non-denominational,0.14997,121,881,0.12638,0.17356
1990,Post-secondary Non-tertiary Level,5th Quintile,Protestant,0.49735,34,34,0.32676,0.66795
1990,First Stage of Tertiary Education,2nd Quintile,Catholic,0.43227,34,70,0.31538,0.54916
1990,First Stage of Tertiary Education,2nd Quintile,Protestant,0.45779,36,70,0.34023,0.57534
1990,First Stage of Tertiary Education,3rd Quintile,Catholic,0.46040,49,49,0.31939,0.60140
1990,First Stage of Tertiary Education,4th Quintile,Catholic,0.42736,49,95,0.32736,0.52737
1990,First Stage of Tertiary Education,4th Quintile,Protestant,0.44645,46,95,0.34595,0.54695
1990,First Stage of Tertiary Education,5th Quintile,Catholic,0.38399,72,140,0.30313,0.46484
1990,First Stage of Tertiary Education,5th Quintile,Protestant,0.43115,68,140,0.34882,0.51348
1990,Second Stage of Tertiary Education,3rd Quintile,Catholic,0.37171,38,71,0.25850,0.48492
1990,Second Stage of Tertiary Education,3rd Quintile,Protestant,0.39471,33,71,0.28020,0.50922
1990,Second Stage of Tertiary Education,4th Quintile,Catholic,0.44228,65,125,0.35486,0.52970
1990,Second Stage of Tertiary Education,4th Quintile,Protestant,0.36617,60,125,0.28138,0.45097
1990,Second Stage of Tertiary Education,5th Quintile,Catholic,0.36273,117,341,0.31163,0.41384
1990,Second Stage of Tertiary Education,5th Quintile,Protestant,0.42082,152,341,0.36835,0.47330
1990,Second Stage of Tertiary Education,5th Quintile,Non-denominational,0.19718,72,341,0.15489,0.23947
1997,Pre-primary Level,2nd Quintile,Non-denominational,0.39536,35,35,0.23101,0.55971
1997,Primary Level,1st Quintile,Catholic,0.32227,48,139,0.24430,0.40025
1997,Primary Level,1st Quintile,Other religious community,0.38031,91,139,0.29931,0.46131
1997,Primary Level,2nd Quintile,Catholic,0.30588,38,95,0.21273,0.39903
1997,Primary Level,2nd Quintile,Other religious community,0.36208,57,95,0.26492,0.45924
1997,Primary Level,3rd Quintile,Catholic,0.53792,36,36,0.37275,0.70309
1997,Primary Level,4th Quintile,Catholic,0.37364,31,31,0.20053,0.54676
1997,Lower Secondary Level,1st Quintile,Catholic,0.35263,217,703,0.31729,0.38798
1997,Lower Secondary Level,1st Quintile,Protestant,0.38202,185,703,0.34607,0.41796
1997,Lower Secondary Level,1st Quintile,Other Christian community,0.03071,36,703,0.01794,0.04347
1997,Lower Secondary Level,1st Quintile,Other religious community,0.09674,142,703,0.07487,0.11860
1997,Lower Secondary Level,1st Quintile,Non-denominational,0.13747,123,703,0.11200,0.16295
1997,Lower Secondary Level,2nd Quintile,Catholic,0.36709,180,572,0.32755,0.40662
1997,Lower Secondary Level,2nd Quintile,Protestant,0.38826,160,572,0.34829,0.42823
1997,Lower Secondary Level,2nd Quintile,Other Christian community,0.02220,31,572,0.01011,0.03428
1997,Lower Secondary Level,2nd Quintile,Other religious community,0.06124,84,572,0.04157,0.08091
1997,Lower Secondary Level,2nd Quintile,Non-denominational,0.15844,117,572,0.12849,0.18839
1997,Lower Secondary Level,3rd Quintile,Catholic,0.44407,185,416,0.39626,0.49187
1997,Lower Secondary Level,3rd Quintile,Protestant,0.39619,131,416,0.34913,0.44325
1997,Lower Secondary Level,3rd Quintile,Other religious community,0.04359,37,416,0.02394,0.06323
1997,Lower Secondary Level,3rd Quintile,Non-denominational,0.09413,63,416,0.06604,0.12223
1997,Lower Secondary Level,4th Quintile,Catholic,0.40555,141,329,0.35241,0.45869
1997,Lower Secondary Level,4th Quintile,Protestant,0.42086,137,329,0.36743,0.47429
1997,Lower Secondary Level,4th Quintile,Non-denominational,0.12505,51,329,0.08926,0.16085
1997,Lower Secondary Level,5th Quintile,Catholic,0.47358,101,202,0.40455,0.54260
1997,Lower Secondary Level,5th Quintile,Protestant,0.33442,67,202,0.26919,0.39964
1997,Lower Secondary Level,5th Quintile,Non-denominational,0.14614,34,202,0.09730,0.19497
1997,Upper Secondary Level,1st Quintile,Catholic,0.25221,228,1078,0.22627,0.27815
1997,Upper Secondary Level,1st Quintile,Protestant,0.35029,293,1078,0.32180,0.37878
1997,Upper Secondary Level,1st Quintile,Other Christian community,0.02812,42,1078,0.01824,0.03799
1997,Upper Secondary Level,1st Quintile,Other religious community,0.05218,109,1078,0.03890,0.06547
1997,Upper Secondary Level,1st Quintile,Non-denominational,0.31004,406,1078,0.28242,0.33767
1997,Upper Secondary Level,2nd Quintile,Catholic,0.33658,403,1425,0.31203,0.36112
1997,Upper Secondary Level,2nd Quintile,Protestant,0.33303,402,1425,0.30855,0.35751
1997,Upper Secondary Level,2nd Quintile,Other Christian community,0.01590,40,1425,0.00941,0.02240
1997,Upper Secondary Level,2nd Quintile,Other religious community,0.02261,64,1425,0.01489,0.03033
1997,Upper Secondary Level,2nd Quintile,Non-denominational,0.29007,516,1425,0.26650,0.31364
1997,Upper Secondary Level,3rd Quintile,Catholic,0.32809,421,1424,0.30370,0.35249
1997,Upper Secondary Level,3rd Quintile,Protestant,0.39271,472,1424,0.36733,0.41808
1997,Upper Secondary Level,3rd Quintile,Other Christian community,0.01019,33,1424,0.00497,0.01541
1997,Upper Secondary Level,3rd Quintile,Other religious community,0.01856,43,1424,0.01155,0.02557
1997,Upper Secondary Level,3rd Quintile,Non-denominational,0.24562,455,1424,0.22325,0.26798
1997,Upper Secondary Level,4th Quintile,Catholic,0.34997,454,1373,0.32473,0.37521
1997,Upper Secondary Level,4th Quintile,Protestant,0.39008,509,1373,0.36427,0.41589
1997,Upper Secondary Level,4th Quintile,Other Christian community,0.01424,34,1373,0.00797,0.02051
1997,Upper Secondary Level,4th Quintile,Non-denominational,0.23731,376,1373,0.21480,0.25982
1997,Upper Secondary Level,5th Quintile,Catholic,0.33366,380,1106,0.30585,0.36146
1997,Upper Secondary Level,5th Quintile,Protestant,0.37453,395,1106,0.34600,0.40307
1997,Upper Secondary Level,5th Quintile,Other Christian community,0.01900,31,1106,0.01095,0.02704
1997,Upper Secondary Level,5th Quintile,Non-denominational,0.26943,300,1106,0.24327,0.29559
1997,Post-secondary Non-tertiary Level,2nd Quintile,Catholic,0.43625,38,38,0.27646,0.59605
1997,Post-secondary Non-tertiary Level,4th Quintile,Catholic,0.37943,34,112,0.28915,0.46970
1997,Post-secondary Non-tertiary Level,4th Quintile,Protestant,0.28000,36,112,0.19647,0.36353
1997,Post-secondary Non-tertiary Level,4th Quintile,Non-denominational,0.32273,42,112,0.23575,0.40970
1997,Post-secondary Non-tertiary Level,5th Quintile,Catholic,0.36979,31,63,0.24962,0.48996
1997,Post-secondary Non-tertiary Level,5th Quintile,Protestant,0.39664,32,63,0.27487,0.51841
1997,First Stage of Tertiary Education,2nd Quintile,Catholic,0.22995,32,127,0.15647,0.30343
1997,First Stage of Tertiary Education,2nd Quintile,Protestant,0.29752,39,127,0.21769,0.37735
1997,First Stage of Tertiary Education,2nd Quintile,Non-denominational,0.44908,56,127,0.36223,0.53593
1997,First Stage of Tertiary Education,3rd Quintile,Catholic,0.26884,49,175,0.20297,0.33472
1997,First Stage of Tertiary Education,3rd Quintile,Protestant,0.41296,68,175,0.33980,0.48612
1997,First Stage of Tertiary Education,3rd Quintile,Non-denominational,0.31539,58,175,0.24634,0.38443
1997,First Stage of Tertiary Education,4th Quintile,Catholic,0.32984,55,175,0.25998,0.39970
1997,First Stage of Tertiary Education,4th Quintile,Protestant,0.33242,62,175,0.26243,0.40242
1997,First Stage of Tertiary Education,4th Quintile,Non-denominational,0.28295,58,175,0.21602,0.34987
1997,First Stage of Tertiary Education,5th Quintile,Catholic,0.36077,70,190,0.29231,0.42924
1997,First Stage of Tertiary Education,5th Quintile,Protestant,0.31885,60,190,0.25241,0.38529
1997,First Stage of Tertiary Education,5th Quintile,Non-denominational,0.29326,60,190,0.22835,0.35816
1997,Second Stage of Tertiary Education,1st Quintile,Protestant,0.30403,39,85,0.20566,0.40240
1997,Second Stage of Tertiary Education,1st Quintile,Non-denominational,0.37665,46,85,0.27303,0.48027
1997,Second Stage of Tertiary Education,2nd Quintile,Protestant,0.24499,59,195,0.18447,0.30552
1997,Second Stage of Tertiary Education,2nd Quintile,Non-denominational,0.58362,136,195,0.51425,0.65299
1997,Second Stage of Tertiary Education,3rd Quintile,Catholic,0.19397,51,296,0.14885,0.23909
1997,Second Stage of Tertiary Education,3rd Quintile,Protestant,0.29834,83,296,0.24613,0.35055
1997,Second Stage of Tertiary Education,3rd Quintile,Non-denominational,0.48278,162,296,0.42576,0.53980
1997,Second Stage of Tertiary Education,4th Quintile,Catholic,0.26254,88,430,0.22090,0.30417
1997,Second Stage of Tertiary Education,4th Quintile,Protestant,0.32965,130,430,0.28516,0.37413
1997,Second Stage of Tertiary Education,4th Quintile,Non-denominational,0.38477,212,430,0.33873,0.43081
1997,Second Stage of Tertiary Education,5th Quintile,Catholic,0.29736,171,659,0.26243,0.33229
1997,Second Stage of Tertiary Education,5th Quintile,Protestant,0.33127,216,659,0.29531,0.36723
1997,Second Stage of Tertiary Education,5th Quintile,Non-denominational,0.34465,272,659,0.30833,0.38096
2003,Pre-primary Level,1st Quintile,Non-denominational,0.33440,36,36,0.17810,0.49070
2003,Pre-primary Level,2nd Quintile,Catholic,0.33985,33,95,0.24410,0.43561
2003,Pre-primary Level,2nd Quintile,Protestant,0.28399,31,95,0.19283,0.37515
2003,Pre-primary Level,2nd Quintile,Non-denominational,0.31442,31,95,0.22057,0.40828
2003,Pre-primary Level,3rd Quintile,Catholic,0.35275,35,104,0.26047,0.44503
2003,Pre-primary Level,3rd Quintile,Protestant,0.32798,37,104,0.23732,0.41865
2003,Pre-primary Level,3rd Quintile,Non-denominational,0.26671,32,104,0.18131,0.35212
2003,Pre-primary Level,4th Quintile,Catholic,0.33252,38,127,0.25026,0.41478
2003,Pre-primary Level,4th Quintile,Protestant,0.42277,53,127,0.33652,0.50903
2003,Pre-primary Level,4th Quintile,Non-denominational,0.23759,36,127,0.16327,0.31190
2003,Pre-primary Level,5th Quintile,Catholic,0.34002,59,176,0.26983,0.41020
2003,Pre-primary Level,5th Quintile,Protestant,0.45679,73,176,0.38298,0.53059
2003,Pre-primary Level,5th Quintile,Non-denominational,0.17999,44,176,0.12307,0.23691
2003,Primary Level,1st Quintile,Other religious community,0.42622,53,53,0.29180,0.56063
2003,Lower Secondary Level,1st Quintile,Catholic,0.29391,230,837,0.26303,0.32480
2003,Lower Secondary Level,1st Quintile,Protestant,0.34750,250,837,0.31522,0.37978
2003,Lower Secondary Level,1st Quintile,Other Christian community,0.02402,36,837,0.01364,0.03440
2003,Lower Secondary Level,1st Quintile,Other religious community,0.14000,131,837,0.11648,0.16352
2003,Lower Secondary Level,1st Quintile,Non-denominational,0.19457,190,837,0.16773,0.22140
2003,Lower Secondary Level,2nd Quintile,Catholic,0.39594,238,673,0.35896,0.43292
2003,Lower Secondary Level,2nd Quintile,Protestant,0.36902,242,673,0.33254,0.40551
2003,Lower Secondary Level,2nd Quintile,Other religious community,0.05802,72,673,0.04035,0.07570
2003,Lower Secondary Level,2nd Quintile,Non-denominational,0.15543,121,673,0.12803,0.18282
2003,Lower Secondary Level,3rd Quintile,Catholic,0.42607,189,458,0.38073,0.47141
2003,Lower Secondary Level,3rd Quintile,Protestant,0.36164,158,458,0.31759,0.40569
2003,Lower Secondary Level,3rd Quintile,Other religious community,0.06623,45,458,0.04343,0.08903
2003,Lower Secondary Level,3rd Quintile,Non-denominational,0.11938,66,458,0.08965,0.14910
2003,Lower Secondary Level,4th Quintile,Catholic,0.37564,161,369,0.32616,0.42512
2003,Lower Secondary Level,4th Quintile,Protestant,0.38060,144,369,0.33099,0.43021
2003,Lower Secondary Level,4th Quintile,Non-denominational,0.16864,64,369,0.13039,0.20690
2003,Lower Secondary Level,5th Quintile,Catholic,0.34548,106,262,0.28779,0.40317
2003,Lower Secondary Level,5th Quintile,Protestant,0.44629,107,262,0.38598,0.50659
2003,Lower Secondary Level,5th Quintile,Non-denominational,0.14296,49,262,0.10050,0.18543
2003,Upper Secondary Level,1st Quintile,Catholic,0.25813,401,1735,0.23753,0.27872
2003,Upper Secondary Level,1st Quintile,Protestant,0.32859,530,1735,0.30648,0.35069
2003,Upper Secondary Level,1st Quintile,Other Christian community,0.02352,41,1735,0.01639,0.03066
2003,Upper Secondary Level,1st Quintile,Other religious community,0.06321,121,1735,0.05176,0.07466
2003,Upper Secondary Level,1st Quintile,Non-denominational,0.32655,642,1735,0.30448,0.34863
2003,Upper Secondary Level,2nd Quintile,Catholic,0.31537,641,2242,0.29613,0.33460
2003,Upper Secondary Level,2nd Quintile,Protestant,0.35875,725,2242,0.33889,0.37861
2003,Upper Secondary Level,2nd Quintile,Other Christian community,0.01700,40,2242,0.01165,0.02235
2003,Upper Secondary Level,2nd Quintile,Other religious community,0.02627,76,2242,0.01965,0.03289
2003,Upper Secondary Level,2nd Quintile,Non-denominational,0.28261,760,2242,0.26397,0.30126
2003,Upper Secondary Level,3rd Quintile,Catholic,0.31910,680,2324,0.30015,0.33806
2003,Upper Secondary Level,3rd Quintile,Protestant,0.36539,828,2324,0.34581,0.38497
2003,Upper Secondary Level,3rd Quintile,Other Christian community,0.01531,44,2324,0.01032,0.02030
2003,Upper Secondary Level,3rd Quintile,Other religious community,0.01888,58,2324,0.01335,0.02442
2003,Upper Secondary Level,3rd Quintile,Non-denominational,0.28131,714,2324,0.26303,0.29960
2003,Upper Secondary Level,4th Quintile,Catholic,0.36481,816,2230,0.34482,0.38479
2003,Upper Secondary Level,4th Quintile,Protestant,0.35725,758,2230,0.33736,0.37714
2003,Upper Secondary Level,4th Quintile,Other Christian community,0.01106,38,2230,0.00672,0.01540
2003,Upper Secondary Level,4th Quintile,Non-denominational,0.25726,618,2230,0.23912,0.27541
2003,Upper Secondary Level,5th Quintile,Catholic,0.35075,862,2438,0.33180,0.36970
2003,Upper Secondary Level,5th Quintile,Protestant,0.37881,933,2438,0.35955,0.39807
2003,Upper Secondary Level,5th Quintile,Other Christian community,0.01482,40,2438,0.01002,0.01961
2003,Upper Secondary Level,5th Quintile,Non-denominational,0.24693,603,2438,0.22980,0.26405
2003,Post-secondary Non-tertiary Level,1st Quintile,Catholic,0.29948,36,120,0.21719,0.38178
2003,Post-secondary Non-tertiary Level,1st Quintile,Protestant,0.36226,50,120,0.27590,0.44862
2003,Post-secondary Non-tertiary Level,1st Quintile,Non-denominational,0.18839,34,120,0.11813,0.25864
2003,Post-secondary Non-tertiary Level,2nd Quintile,Catholic,0.37205,53,136,0.29051,0.45358
2003,Post-secondary Non-tertiary Level,2nd Quintile,Protestant,0.27043,42,136,0.19550,0.34535
2003,Post-secondary Non-tertiary Level,2nd Quintile,Non-denominational,0.24781,41,136,0.17498,0.32064
2003,Post-secondary Non-tertiary Level,3rd Quintile,Catholic,0.34226,64,193,0.27515,0.40937
2003,Post-secondary Non-tertiary Level,3rd Quintile,Protestant,0.35477,73,193,0.28709,0.42244
2003,Post-secondary Non-tertiary Level,3rd Quintile,Non-denominational,0.27398,56,193,0.21090,0.33707
2003,Post-secondary Non-tertiary Level,4th Quintile,Catholic,0.26230,69,241,0.20665,0.31795
2003,Post-secondary Non-tertiary Level,4th Quintile,Protestant,0.40558,103,241,0.34346,0.46770
2003,Post-secondary Non-tertiary Level,4th Quintile,Non-denominational,0.30251,69,241,0.24440,0.36063
2003,Post-secondary Non-tertiary Level,5th Quintile,Catholic,0.35357,129,376,0.30518,0.40196
2003,Post-secondary Non-tertiary Level,5th Quintile,Protestant,0.40166,149,376,0.35204,0.45128
2003,Post-secondary Non-tertiary Level,5th Quintile,Non-denominational,0.19393,98,376,0.15391,0.23395
2003,First Stage of Tertiary Education,1st Quintile,Catholic,0.25806,34,126,0.18135,0.33477
2003,First Stage of Tertiary Education,1st Quintile,Protestant,0.33718,40,126,0.25430,0.42006
2003,First Stage of Tertiary Education,1st Quintile,Non-denominational,0.30414,52,126,0.22349,0.38478
2003,First Stage of Tertiary Education,2nd Quintile,Catholic,0.29458,69,246,0.23749,0.35166
2003,First Stage of Tertiary Education,2nd Quintile,Protestant,0.33738,87,246,0.27818,0.39659
2003,First Stage of Tertiary Education,2nd Quintile,Non-denominational,0.32999,90,246,0.27111,0.38887
2003,First Stage of Tertiary Education,3rd Quintile,Catholic,0.32521,107,330,0.27459,0.37583
2003,First Stage of Tertiary Education,3rd Quintile,Protestant,0.33335,115,330,0.28241,0.38429
2003,First Stage of Tertiary Education,3rd Quintile,Non-denominational,0.30561,108,330,0.25584,0.35539
2003,First Stage of Tertiary Education,4th Quintile,Catholic,0.33208,148,418,0.28688,0.37729
2003,First Stage of Tertiary Education,4th Quintile,Protestant,0.36128,150,418,0.31517,0.40739
2003,First Stage of Tertiary Education,4th Quintile,Non-denominational,0.27519,120,418,0.23232,0.31806
2003,First Stage of Tertiary Education,5th Quintile,Catholic,0.36212,170,491,0.31956,0.40467
2003,First Stage of Tertiary Education,5th Quintile,Protestant,0.30675,158,491,0.26592,0.34758
2003,First Stage of Tertiary Education,5th Quintile,Non-denominational,0.31356,163,491,0.27249,0.35464
2003,Second Stage of Tertiary Education,1st Quintile,Catholic,0.20668,37,182,0.14769,0.26567
2003,Second Stage of Tertiary Education,1st Quintile,Protestant,0.26423,59,182,0.19999,0.32846
2003,Second Stage of Tertiary Education,1st Quintile,Non-denominational,0.37137,86,182,0.30098,0.44176
2003,Second Stage of Tertiary Education,2nd Quintile,Catholic,0.16633,44,248,0.11989,0.21276
2003,Second Stage of Tertiary Education,2nd Quintile,Protestant,0.29568,78,248,0.23876,0.35259
2003,Second Stage of Tertiary Education,2nd Quintile,Non-denominational,0.43033,126,248,0.36858,0.49207
2003,Second Stage of Tertiary Education,3rd Quintile,Catholic,0.18613,84,483,0.15138,0.22087
2003,Second Stage of Tertiary Education,3rd Quintile,Protestant,0.31945,150,483,0.27783,0.36108
2003,Second Stage of Tertiary Education,3rd Quintile,Non-denominational,0.44546,249,483,0.40109,0.48983
2003,Second Stage of Tertiary Education,4th Quintile,Catholic,0.27709,230,859,0.24714,0.30703
2003,Second Stage of Tertiary Education,4th Quintile,Protestant,0.27734,245,859,0.24738,0.30729
2003,Second Stage of Tertiary Education,4th Quintile,Non-denominational,0.40015,384,859,0.36737,0.43294
2003,Second Stage of Tertiary Education,5th Quintile,Catholic,0.27962,661,2454,0.26186,0.29738
2003,Second Stage of Tertiary Education,5th Quintile,Protestant,0.35839,854,2454,0.33941,0.37736
2003,Second Stage of Tertiary Education,5th Quintile,Other Christian community,0.01340,32,2454,0.00885,0.01795
2003,Second Stage of Tertiary Education,5th Quintile,Non-denominational,0.34228,907,2454,0.32351,0.36106
2007,No answer / don't know,1st Quintile,Non-denominational,0.33838,35,35,0.17934,0.49743
2007,Pre-primary Level,4th Quintile,Protestant,0.49494,33,33,0.32170,0.66817
2007,Pre-primary Level,5th Quintile,Protestant,0.55115,51,51,0.41329,0.68902
2007,Primary Level,1st Quintile,Islamic community,0.42868,40,40,0.27336,0.58400
2007,Lower Secondary Level,1st Quintile,Catholic,0.29387,186,647,0.25875,0.32900
2007,Lower Secondary Level,1st Quintile,Protestant,0.34645,227,647,0.30976,0.38315
2007,Lower Secondary Level,1st Quintile,Islamic community,0.09973,84,647,0.07662,0.12284
2007,Lower Secondary Level,1st Quintile,Non-denominational,0.22478,150,647,0.19259,0.25697
2007,Lower Secondary Level,2nd Quintile,Catholic,0.32758,177,542,0.28803,0.36712
2007,Lower Secondary Level,2nd Quintile,Protestant,0.37252,203,542,0.33178,0.41326
2007,Lower Secondary Level,2nd Quintile,Islamic community,0.11083,66,542,0.08437,0.13728
2007,Lower Secondary Level,2nd Quintile,Non-denominational,0.15603,96,542,0.12545,0.18660
2007,Lower Secondary Level,3rd Quintile,Catholic,0.39282,172,423,0.34622,0.43942
2007,Lower Secondary Level,3rd Quintile,Protestant,0.31043,136,423,0.26628,0.35457
2007,Lower Secondary Level,3rd Quintile,Islamic community,0.08615,34,423,0.05938,0.11292
2007,Lower Secondary Level,3rd Quintile,Non-denominational,0.17468,81,423,0.13846,0.21091
2007,Lower Secondary Level,4th Quintile,Catholic,0.30299,106,309,0.25167,0.35432
2007,Lower Secondary Level,4th Quintile,Protestant,0.40886,143,309,0.35396,0.46377
2007,Lower Secondary Level,4th Quintile,Non-denominational,0.18115,60,309,0.13814,0.22417
2007,Lower Secondary Level,5th Quintile,Catholic,0.37342,70,168,0.30006,0.44679
2007,Lower Secondary Level,5th Quintile,Protestant,0.37579,64,168,0.30233,0.44925
2007,Lower Secondary Level,5th Quintile,Non-denominational,0.17901,34,168,0.12086,0.23715
2007,Upper Secondary Level,1st Quintile,Catholic,0.25717,382,1742,0.23664,0.27771
2007,Upper Secondary Level,1st Quintile,Protestant,0.31243,544,1742,0.29066,0.33420
2007,Upper Secondary Level,1st Quintile,Other Christian community,0.02703,50,1742,0.01941,0.03465
2007,Upper Secondary Level,1st Quintile,Islamic community,0.04869,91,1742,0.03858,0.05880
2007,Upper Secondary Level,1st Quintile,Non-denominational,0.35156,675,1742,0.32913,0.37398
2007,Upper Secondary Level,2nd Quintile,Catholic,0.29091,552,2021,0.27111,0.31072
2007,Upper Secondary Level,2nd Quintile,Protestant,0.37403,750,2021,0.35293,0.39513
2007,Upper Secondary Level,2nd Quintile,Other Christian community,0.02052,35,2021,0.01433,0.02670
2007,Upper Secondary Level,2nd Quintile,Islamic community,0.03263,50,2021,0.02488,0.04038
2007,Upper Secondary Level,2nd Quintile,Non-denominational,0.28023,634,2021,0.26064,0.29981
2007,Upper Secondary Level,3rd Quintile,Catholic,0.32623,664,2186,0.30657,0.34589
2007,Upper Secondary Level,3rd Quintile,Protestant,0.35815,787,2186,0.33804,0.37825
2007,Upper Secondary Level,3rd Quintile,Other Christian community,0.01643,44,2186,0.01110,0.02176
2007,Upper Secondary Level,3rd Quintile,Islamic community,0.02345,40,2186,0.01711,0.02980
2007,Upper Secondary Level,3rd Quintile,Non-denominational,0.27457,651,2186,0.25586,0.29329
2007,Upper Secondary Level,4th Quintile,Catholic,0.33759,745,2217,0.31790,0.35728
2007,Upper Secondary Level,4th Quintile,Protestant,0.35806,813,2217,0.33810,0.37802
2007,Upper Secondary Level,4th Quintile,Other Christian community,0.02142,48,2217,0.01539,0.02745
2007,Upper Secondary Level,4th Quintile,Non-denominational,0.26922,611,2217,0.25076,0.28769
2007,Upper Secondary Level,5th Quintile,Catholic,0.35780,735,2081,0.33720,0.37840
2007,Upper Secondary Level,5th Quintile,Protestant,0.35844,762,2081,0.33783,0.37905
2007,Upper Secondary Level,5th Quintile,Other Christian community,0.01879,37,2081,0.01295,0.02463
2007,Upper Secondary Level,5th Quintile,Non-denominational,0.25868,547,2081,0.23986,0.27750
2007,Post-secondary Non-tertiary Level,1st Quintile,Catholic,0.28700,38,125,0.20737,0.36662
2007,Post-secondary Non-tertiary Level,1st Quintile,Protestant,0.27143,44,125,0.19316,0.34971
2007,Post-secondary Non-tertiary Level,1st Quintile,Non-denominational,0.27233,43,125,0.19398,0.35069
2007,Post-secondary Non-tertiary Level,2nd Quintile,Catholic,0.33963,53,163,0.26670,0.41256
2007,Post-secondary Non-tertiary Level,2nd Quintile,Protestant,0.36607,66,163,0.29189,0.44026
2007,Post-secondary Non-tertiary Level,2nd Quintile,Non-denominational,0.20774,44,163,0.14527,0.27021
2007,Post-secondary Non-tertiary Level,3rd Quintile,Catholic,0.38106,73,206,0.31458,0.44755
2007,Post-secondary Non-tertiary Level,3rd Quintile,Protestant,0.32828,75,206,0.26400,0.39256
2007,Post-secondary Non-tertiary Level,3rd Quintile,Non-denominational,0.24668,58,206,0.18767,0.30569
2007,Post-secondary Non-tertiary Level,4th Quintile,Catholic,0.30584,81,258,0.24951,0.36218
2007,Post-secondary Non-tertiary Level,4th Quintile,Protestant,0.38939,107,258,0.32977,0.44900
2007,Post-secondary Non-tertiary Level,4th Quintile,Non-denominational,0.25682,70,258,0.20341,0.31024
2007,Post-secondary Non-tertiary Level,5th Quintile,Catholic,0.28881,97,335,0.24020,0.33741
2007,Post-secondary Non-tertiary Level,5th Quintile,Protestant,0.40442,131,335,0.35179,0.45706
