"plh0258_h","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Evangelisch","1990","(Fach-)Abitur","kein Migrationshintergrund","263","0.446295916203792","0.40799172730812","0.484600105099463"
"Evangelisch","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Evangelisch","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Evangelisch","1990","AkademikerInnen","kein Migrationshintergrund","499","0.359406541937662","0.335634025376186","0.383179058499137"
"Evangelisch","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Evangelisch","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","(noch) kein Abschluss","direkter Migrationshintergrund","53","0.113313709787511","0.0888515691006472","0.137775850474374"
"Andere christlische Religionsgemeinschaft","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","Hauptschulabschluss","kein Migrationshintergrund","39","0.00838754653440609","0.00596363398655129","0.0108114590822609"
"Andere christlische Religionsgemeinschaft","1990","Hauptschulabschluss","direkter Migrationshintergrund","120","0.0639844520758652","0.0514184515328752","0.0765504526188553"
"Andere christlische Religionsgemeinschaft","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","(noch) kein Abschluss","direkter Migrationshintergrund","238","0.397564880004857","0.359796584880424","0.43533317512929"
"Islamische Religionsgemeinschaft","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","Hauptschulabschluss","direkter Migrationshintergrund","406","0.182292289712228","0.162467823085873","0.202116756338582"
"Islamische Religionsgemeinschaft","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","(Fach-)Abitur","direkter Migrationshintergrund","74","0.249273735732658","0.190200120906931","0.308347350558385"
"Islamische Religionsgemeinschaft","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1990","(noch) kein Abschluss","kein Migrationshintergrund","33","0.0785020634290795","0.0411332530462982","0.115870873811861"
"Konfessionslos","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Konfessionslos","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1990","Hauptschulabschluss","kein Migrationshintergrund","1195","0.149152811452963","0.139684555371699","0.158621067534227"
"Konfessionslos","1990","Hauptschulabschluss","direkter Migrationshintergrund","88","0.0761523480670124","0.0625328800480106","0.0897718160860142"
"Konfessionslos","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1990","Realschulabschluss","kein Migrationshintergrund","1219","0.28899854919232","0.272709802083031","0.305287296301609"
"Konfessionslos","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Konfessionslos","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1990","(Fach-)Abitur","kein Migrationshintergrund","167","0.200631267987625","0.169773192446695","0.231489343528556"
"Konfessionslos","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Konfessionslos","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1990","AkademikerInnen","kein Migrationshintergrund","791","0.381807856610763","0.357737911986395","0.405877801235131"
"Konfessionslos","1990","AkademikerInnen","direkter Migrationshintergrund","42","0.343375998101681","0.259800188430014","0.426951807773348"
"Konfessionslos","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Christlich orthodox","1990","(noch) kein Abschluss","direkter Migrationshintergrund","80","0.0799126252136175","0.0589864205556319","0.100838829871603"
"Christlich orthodox","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Christlich orthodox","1990","Hauptschulabschluss","direkter Migrationshintergrund","142","0.0353080407658992","0.025831508314508","0.0447845732172904"
"Christlich orthodox","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Christlich orthodox","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Christlich orthodox","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Christlich orthodox","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Alevitische Rel.gemeinschaft","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1990","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","Realschulabschluss","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1990","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1990","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","AkademikerInnen","kein Migrationshintergrund","","","",""
"Mehrfachnennung","1990","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Mehrfachnennung","1990","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Katholisch","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Katholisch","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Katholisch","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Katholisch","1991","Hauptschulabschluss","kein Migrationshintergrund","69","0.0526360335596157","0.0410903482658132","0.0641817188534182"
"Katholisch","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Katholisch","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Katholisch","1991","Realschulabschluss","kein Migrationshintergrund","76","0.0517993934310249","0.0405501912912234","0.0630485955708263"
"Katholisch","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Katholisch","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Katholisch","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Katholisch","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Katholisch","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Katholisch","1991","AkademikerInnen","kein Migrationshintergrund","33","0.0357507262047131","0.0237597271103981","0.047741725299028"
"Katholisch","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Katholisch","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Evangelisch","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","Hauptschulabschluss","kein Migrationshintergrund","477","0.360538155001664","0.335712389940296","0.385363920063032"
"Evangelisch","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","Realschulabschluss","kein Migrationshintergrund","345","0.231934179356838","0.210510657554489","0.253357701159187"
"Evangelisch","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Evangelisch","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Evangelisch","1991","AkademikerInnen","kein Migrationshintergrund","221","0.239478475553393","0.211916694818993","0.267040256287794"
"Evangelisch","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Evangelisch","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","(noch) kein Abschluss","kein Migrationshintergrund","33","0.674420288967086","0.5445358660803","0.804304711853871"
"Konfessionslos","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Konfessionslos","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","Hauptschulabschluss","kein Migrationshintergrund","880","0.578116830879536","0.552582551052438","0.603651110706634"
"Konfessionslos","1991","Hauptschulabschluss","direkter Migrationshintergrund","40","0.48450619902966","0.374302559403746","0.594709838655574"
"Konfessionslos","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","Realschulabschluss","kein Migrationshintergrund","1060","0.710298656047108","0.687273370714654","0.733323941379561"
"Konfessionslos","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Konfessionslos","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","(Fach-)Abitur","kein Migrationshintergrund","84","0.725326642356626","0.644792104545798","0.805861180167454"
"Konfessionslos","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Konfessionslos","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Konfessionslos","1991","AkademikerInnen","kein Migrationshintergrund","662","0.72112524615161","0.692163267704781","0.75008722459844"
"Konfessionslos","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Konfessionslos","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Christlich orthodox","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Christlich orthodox","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Christlich orthodox","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","kein Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","direkter Migrationshintergrund","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sunnitische Rel.gemeinschaft","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
