year,age_gr,sampreg,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,17-29 y.,East,Protestant,0.15997,156,820,0.13487,0.18508
1997,17-29 y.,East,Non-denominational,0.77592,625,820,0.74736,0.80448
1997,30-45 y.,West,Catholic,0.38401,1240,3152,0.36702,0.40099
1997,30-45 y.,West,Protestant,0.33998,953,3152,0.32344,0.35652
1997,30-45 y.,West,Other Christian community,0.02907,144,3152,0.02320,0.03493
1997,30-45 y.,West,Other religious community,0.03885,256,3152,0.03210,0.04560
1997,30-45 y.,West,Non-denominational,0.20304,559,3152,0.18899,0.21708
1997,30-45 y.,East,Catholic,0.04950,47,1177,0.03710,0.06190
1997,30-45 y.,East,Protestant,0.18328,223,1177,0.16117,0.20539
1997,30-45 y.,East,Non-denominational,0.75640,907,1177,0.73187,0.78094
1997,46-65 y.,West,Catholic,0.38600,1037,2651,0.36747,0.40454
1997,46-65 y.,West,Protestant,0.37071,834,2651,0.35232,0.38910
1997,46-65 y.,West,Other Christian community,0.03054,159,2651,0.02399,0.03709
1997,46-65 y.,West,Other religious community,0.03430,231,2651,0.02737,0.04122
1997,46-65 y.,West,Non-denominational,0.17163,390,2651,0.15727,0.18598
1997,46-65 y.,East,Catholic,0.04812,60,1163,0.03582,0.06043
1997,46-65 y.,East,Protestant,0.27560,306,1163,0.24991,0.30129
1997,46-65 y.,East,Non-denominational,0.66602,797,1163,0.63890,0.69313
1997,66 and older,West,Catholic,0.40545,478,1090,0.37629,0.43461
1997,66 and older,West,Protestant,0.48332,534,1090,0.45364,0.51300
1997,66 and older,West,Non-denominational,0.07648,78,1090,0.06069,0.09226
1997,66 and older,East,Protestant,0.42120,178,405,0.37305,0.46935
1997,66 and older,East,Non-denominational,0.50874,227,405,0.45999,0.55749
2003,17-29 y.,West,Catholic,0.37383,1120,2918,0.35628,0.39139
2003,17-29 y.,West,Protestant,0.35901,1052,2918,0.34160,0.37642
2003,17-29 y.,West,Other Christian community,0.03106,99,2918,0.02477,0.03736
2003,17-29 y.,West,Other religious community,0.07428,216,2918,0.06476,0.08380
2003,17-29 y.,West,Non-denominational,0.15299,431,2918,0.13993,0.16606
2003,17-29 y.,East,Catholic,0.03780,48,1057,0.02630,0.04930
2003,17-29 y.,East,Protestant,0.18175,214,1057,0.15849,0.20501
2003,17-29 y.,East,Non-denominational,0.76208,795,1057,0.73639,0.78776
2003,30-45 y.,West,Catholic,0.35713,1990,5410,0.34436,0.36990
2003,30-45 y.,West,Protestant,0.33426,1787,5410,0.32169,0.34684
2003,30-45 y.,West,Other Christian community,0.02857,162,5410,0.02413,0.03301
2003,30-45 y.,West,Other religious community,0.05245,346,5410,0.04651,0.05839
2003,30-45 y.,West,Non-denominational,0.22110,1125,5410,0.21004,0.23216
2003,30-45 y.,East,Catholic,0.04247,70,1472,0.03216,0.05277
2003,30-45 y.,East,Protestant,0.16072,265,1472,0.14195,0.17949
2003,30-45 y.,East,Non-denominational,0.78450,1137,1472,0.76349,0.80551
2003,46-65 y.,West,Catholic,0.37216,2110,5653,0.35956,0.38476
2003,46-65 y.,West,Protestant,0.35301,2003,5653,0.34055,0.36547
2003,46-65 y.,West,Other Christian community,0.02659,172,5653,0.02240,0.03079
2003,46-65 y.,West,Other religious community,0.03837,230,5653,0.03336,0.04337
2003,46-65 y.,West,Non-denominational,0.20208,1138,5653,0.19161,0.21254
2003,46-65 y.,East,Catholic,0.03837,81,1857,0.02963,0.04711
2003,46-65 y.,East,Protestant,0.22195,427,1857,0.20305,0.24086
2003,46-65 y.,East,Non-denominational,0.72816,1349,1857,0.70792,0.74840
2003,66 and older,West,Catholic,0.41075,1120,2722,0.39226,0.42923
2003,66 and older,West,Protestant,0.47495,1283,2722,0.45619,0.49372
2003,66 and older,West,Other Christian community,0.01437,48,2722,0.00989,0.01884
2003,66 and older,West,Other religious community,0.02004,61,2722,0.01478,0.02531
2003,66 and older,West,Non-denominational,0.07190,210,2722,0.06220,0.08161
2003,66 and older,East,Catholic,0.04750,43,902,0.03361,0.06139
2003,66 and older,East,Protestant,0.37293,338,902,0.34136,0.40451
2003,66 and older,East,Non-denominational,0.57275,521,902,0.54045,0.60505
2007,17-29 y.,West,Catholic,0.32257,900,2476,0.30416,0.34099
2007,17-29 y.,West,Protestant,0.34080,967,2476,0.32212,0.35947
2007,17-29 y.,West,Other Christian community,0.02816,87,2476,0.02165,0.03468
2007,17-29 y.,West,Islamic community,0.06613,147,2476,0.05634,0.07592
2007,17-29 y.,West,Non-denominational,0.14906,375,2476,0.13503,0.16309
2007,17-29 y.,East,Catholic,0.04495,41,890,0.03133,0.05857
2007,17-29 y.,East,Protestant,0.20133,203,890,0.17497,0.22769
2007,17-29 y.,East,Non-denominational,0.66048,646,890,0.62935,0.69161
2007,30-45 y.,West,Catholic,0.35499,1614,4472,0.34096,0.36902
2007,30-45 y.,West,Protestant,0.32598,1500,4472,0.31224,0.33972
2007,30-45 y.,West,Other Christian community,0.02945,139,4472,0.02449,0.03440
2007,30-45 y.,West,Islamic community,0.06421,284,4472,0.05703,0.07140
2007,30-45 y.,West,Non-denominational,0.22114,935,4472,0.20897,0.23330
2007,30-45 y.,East,Catholic,0.03991,60,1207,0.02886,0.05096
2007,30-45 y.,East,Protestant,0.16806,238,1207,0.14695,0.18916
2007,30-45 y.,East,Non-denominational,0.77642,909,1207,0.75290,0.79993
2007,46-65 y.,West,Catholic,0.36670,1959,5262,0.35368,0.37972
2007,46-65 y.,West,Protestant,0.32402,1833,5262,0.31138,0.33667
2007,46-65 y.,West,Other Christian community,0.03977,177,5262,0.03449,0.04505
2007,46-65 y.,West,Islamic community,0.03371,135,5262,0.02883,0.03859
2007,46-65 y.,West,Non-denominational,0.22852,1158,5262,0.21717,0.23986
2007,46-65 y.,East,Catholic,0.03800,72,1747,0.02903,0.04697
2007,46-65 y.,East,Protestant,0.21150,401,1747,0.19235,0.23066
2007,46-65 y.,East,Non-denominational,0.73387,1274,1747,0.71314,0.75460
2007,66 and older,West,Catholic,0.38612,1237,3215,0.36928,0.40295
2007,66 and older,West,Protestant,0.47659,1538,3215,0.45932,0.49386
2007,66 and older,West,Other Christian community,0.02368,71,3215,0.01843,0.02894
2007,66 and older,West,Islamic community,0.01537,57,3215,0.01112,0.01963
2007,66 and older,West,Non-denominational,0.09543,312,3215,0.08527,0.10559
2007,66 and older,East,Catholic,0.05519,66,1111,0.04175,0.06862
2007,66 and older,East,Protestant,0.37038,403,1111,0.34198,0.39879
2007,66 and older,East,Non-denominational,0.56421,642,1111,0.53504,0.59338
2011,17-29 y.,West,Catholic,0.28430,878,2392,0.26621,0.30238
2011,17-29 y.,West,Protestant,0.33776,948,2392,0.31880,0.35671
2011,17-29 y.,West,Other Christian community,0.01986,68,2392,0.01427,0.02545
2011,17-29 y.,West,Islamic community,0.03494,109,2392,0.02758,0.04230
2011,17-29 y.,West,Non-denominational,0.15671,389,2392,0.14214,0.17129
2011,17-29 y.,East,Catholic,0.03521,34,689,0.02143,0.04898
2011,17-29 y.,East,Protestant,0.20409,151,689,0.17398,0.23421
2011,17-29 y.,East,Non-denominational,0.61762,504,689,0.58131,0.65394
2011,30-45 y.,West,Catholic,0.27961,1595,4543,0.26655,0.29266
2011,30-45 y.,West,Protestant,0.25674,1562,4543,0.24404,0.26945
2011,30-45 y.,West,Other Christian community,0.02490,149,4543,0.02037,0.02944
2011,30-45 y.,West,Islamic community,0.03688,243,4543,0.03140,0.04236
2011,30-45 y.,West,Non-denominational,0.21667,994,4543,0.20469,0.22865
2011,30-45 y.,East,Catholic,0.03711,68,1222,0.02651,0.04771
2011,30-45 y.,East,Protestant,0.12770,238,1222,0.10898,0.14643
2011,30-45 y.,East,Non-denominational,0.63638,916,1222,0.60940,0.66336
2011,46-65 y.,West,Catholic,0.34207,2224,6144,0.33021,0.35393
2011,46-65 y.,West,Protestant,0.30989,2136,6144,0.29833,0.32146
2011,46-65 y.,West,Other Christian community,0.02807,179,6144,0.02394,0.03220
2011,46-65 y.,West,Islamic community,0.02399,107,6144,0.02016,0.02782
2011,46-65 y.,West,Non-denominational,0.25269,1498,6144,0.24183,0.26356
2011,46-65 y.,East,Catholic,0.03713,76,1897,0.02862,0.04564
2011,46-65 y.,East,Protestant,0.18102,372,1897,0.16369,0.19835
2011,46-65 y.,East,Non-denominational,0.73812,1449,1897,0.71833,0.75791
2011,66 and older,West,Catholic,0.37426,1452,3838,0.35894,0.38957
2011,66 and older,West,Protestant,0.44430,1742,3838,0.42858,0.46003
2011,66 and older,West,Other Christian community,0.02371,77,3838,0.01890,0.02852
2011,66 and older,West,Islamic community,0.01450,44,3838,0.01072,0.01829
2011,66 and older,West,Non-denominational,0.13478,523,3838,0.12397,0.14558
2011,66 and older,East,Catholic,0.04397,60,1259,0.03264,0.05530
2011,66 and older,East,Protestant,0.33234,389,1259,0.30631,0.35837
2011,66 and older,East,Non-denominational,0.61789,810,1259,0.59104,0.64475
2015,17-29 y.,West,Catholic,0.31418,1206,3680,0.29918,0.32918
2015,17-29 y.,West,Protestant,0.32641,1121,3680,0.31126,0.34156
2015,17-29 y.,West,Other Christian community,0.01286,87,3680,0.00922,0.01650
2015,17-29 y.,West,Islamic community,0.03352,195,3680,0.02770,0.03933
2015,17-29 y.,West,Other religious community,0.01053,68,3680,0.00723,0.01383
2015,17-29 y.,West,Non-denominational,0.16977,671,3680,0.15764,0.18191
2015,17-29 y.,West,Christian orthodox,0.01124,145,3680,0.00783,0.01464
2015,17-29 y.,West,Sunni denomination,0.03934,187,3680,0.03306,0.04562
2015,17-29 y.,East,Catholic,0.02850,43,659,0.01579,0.04122
2015,17-29 y.,East,Protestant,0.18908,119,659,0.15916,0.21900
2015,17-29 y.,East,Non-denominational,0.67761,497,659,0.64190,0.71332
2015,30-45 y.,West,Catholic,0.31942,2140,6669,0.30823,0.33061
2015,30-45 y.,West,Protestant,0.26251,1677,6669,0.25195,0.27307
2015,30-45 y.,West,Other Christian community,0.02750,207,6669,0.02357,0.03142
2015,30-45 y.,West,Islamic community,0.04240,370,6669,0.03756,0.04723
2015,30-45 y.,West,Other religious community,0.00765,64,6669,0.00556,0.00974
2015,30-45 y.,West,Non-denominational,0.28213,1619,6669,0.27133,0.29293
2015,30-45 y.,West,Christian orthodox,0.01704,344,6669,0.01394,0.02015
2015,30-45 y.,West,Sunni denomination,0.02764,248,6669,0.02370,0.03157
2015,30-45 y.,East,Catholic,0.05393,99,1460,0.04234,0.06552
2015,30-45 y.,East,Protestant,0.14707,265,1460,0.12889,0.16524
2015,30-45 y.,East,Non-denominational,0.76520,1096,1460,0.74345,0.78695
2015,46-65 y.,West,Catholic,0.34889,2494,7136,0.33783,0.35995
2015,46-65 y.,West,Protestant,0.30369,2202,7136,0.29302,0.31436
2015,46-65 y.,West,Other Christian community,0.02209,205,7136,0.01868,0.02550
2015,46-65 y.,West,Islamic community,0.02023,145,7136,0.01696,0.02349
2015,46-65 y.,West,Other religious community,0.00385,46,7136,0.00241,0.00529
2015,46-65 y.,West,Non-denominational,0.27770,1804,7136,0.26730,0.28809
2015,46-65 y.,West,Christian orthodox,0.00566,144,7136,0.00392,0.00740
2015,46-65 y.,West,Sunni denomination,0.01012,96,7136,0.00780,0.01245
2015,46-65 y.,East,Catholic,0.03079,101,1893,0.02301,0.03858
2015,46-65 y.,East,Protestant,0.17896,384,1893,0.16169,0.19623
2015,46-65 y.,East,Non-denominational,0.77009,1408,1893,0.75113,0.78905
2015,66 and older,West,Catholic,0.35335,1304,3600,0.33773,0.36896
2015,66 and older,West,Protestant,0.43455,1605,3600,0.41835,0.45074
2015,66 and older,West,Other Christian community,0.02481,84,3600,0.01973,0.02989
2015,66 and older,West,Non-denominational,0.16078,607,3600,0.14878,0.17278
2015,66 and older,East,Catholic,0.04303,52,1203,0.03156,0.05451
2015,66 and older,East,Protestant,0.28457,321,1203,0.25906,0.31008
2015,66 and older,East,Non-denominational,0.65238,830,1203,0.62545,0.67930
2019,17-29 y.,West,Catholic,0.28749,975,3991,0.27344,0.30153
2019,17-29 y.,West,Protestant,0.28337,1035,3991,0.26939,0.29736
2019,17-29 y.,West,Other Christian community,0.01098,55,3991,0.00775,0.01422
2019,17-29 y.,West,Islamic community,0.02253,108,3991,0.01792,0.02713
2019,17-29 y.,West,Other religious community,0.01048,147,3991,0.00732,0.01364
2019,17-29 y.,West,Non-denominational,0.20394,747,3991,0.19144,0.21644
2019,17-29 y.,West,Christian orthodox,0.01521,123,3991,0.01141,0.01901
2019,17-29 y.,West,Shiite denomination,0.01160,66,3991,0.00828,0.01492
2019,17-29 y.,West,Sunni denomination,0.07230,735,3991,0.06427,0.08034
2019,17-29 y.,East,Catholic,0.03335,37,709,0.02012,0.04658
2019,17-29 y.,East,Protestant,0.15054,110,709,0.12419,0.17688
2019,17-29 y.,East,Non-denominational,0.68770,475,709,0.65356,0.72183
2019,17-29 y.,East,Sunni denomination,0.01803,87,709,0.00823,0.02784
2019,30-45 y.,West,Catholic,0.29388,1490,6271,0.28260,0.30516
2019,30-45 y.,West,Protestant,0.25198,1282,6271,0.24124,0.26273
2019,30-45 y.,West,Other Christian community,0.01247,85,6271,0.00972,0.01521
2019,30-45 y.,West,Islamic community,0.01294,189,6271,0.01014,0.01573
2019,30-45 y.,West,Other religious community,0.00896,178,6271,0.00663,0.01130
2019,30-45 y.,West,Non-denominational,0.32746,1576,6271,0.31584,0.33907
2019,30-45 y.,West,Christian orthodox,0.02573,256,6271,0.02181,0.02965
2019,30-45 y.,West,Shiite denomination,0.00353,96,6271,0.00206,0.00499
2019,30-45 y.,West,Sunni denomination,0.05438,1119,6271,0.04876,0.05999
2019,30-45 y.,East,Catholic,0.03388,54,1474,0.02464,0.04312
2019,30-45 y.,East,Protestant,0.17389,215,1474,0.15453,0.19324
2019,30-45 y.,East,Non-denominational,0.76437,1028,1474,0.74270,0.78605
2019,30-45 y.,East,Sunni denomination,0.01049,177,1474,0.00529,0.01569
2019,46-65 y.,West,Catholic,0.30975,2519,8612,0.29998,0.31952
2019,46-65 y.,West,Protestant,0.28285,2442,8612,0.27333,0.29236
2019,46-65 y.,West,Other Christian community,0.02103,155,8612,0.01800,0.02406
2019,46-65 y.,West,Islamic community,0.01081,92,8612,0.00862,0.01299
2019,46-65 y.,West,Other religious community,0.00536,106,8612,0.00382,0.00690
2019,46-65 y.,West,Non-denominational,0.30853,2522,8612,0.29878,0.31829
2019,46-65 y.,West,Christian orthodox,0.02115,207,8612,0.01811,0.02419
2019,46-65 y.,West,Shiite denomination,0.00245,44,8612,0.00140,0.00349
2019,46-65 y.,West,Sunni denomination,0.03034,525,8612,0.02672,0.03396
2019,46-65 y.,East,Catholic,0.03812,123,2283,0.03026,0.04597
2019,46-65 y.,East,Protestant,0.16813,438,2283,0.15278,0.18347
2019,46-65 y.,East,Non-denominational,0.76780,1659,2283,0.75048,0.78513
2019,46-65 y.,East,Sunni denomination,0.00428,63,2283,0.00160,0.00695
2019,66 and older,West,Catholic,0.33842,1346,3851,0.32347,0.35337
2019,66 and older,West,Protestant,0.40292,1489,3851,0.38743,0.41842
2019,66 and older,West,Other Christian community,0.02020,63,3851,0.01576,0.02464
2019,66 and older,West,Non-denominational,0.20867,883,3851,0.19584,0.22151
2019,66 and older,West,Christian orthodox,0.01181,39,3851,0.00839,0.01522
2019,66 and older,West,Sunni denomination,0.00523,31,3851,0.00295,0.00751
2019,66 and older,East,Catholic,0.03897,53,1283,0.02838,0.04957
2019,66 and older,East,Protestant,0.24684,308,1283,0.22324,0.27044
2019,66 and older,East,Non-denominational,0.70240,922,1283,0.67737,0.72742
