year,quintil_oecd,regtyp,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,4th Quintile,Urban regions,Other Christian community,0.02289,43,1470,0.01524,0.03054
1990,4th Quintile,Urban regions,Islamic community,0.01205,61,1470,0.00647,0.01763
1990,4th Quintile,Urban regions,Non-denominational,0.11975,154,1470,0.10314,0.13635
1990,4th Quintile,Urban regions,Christian orthodox,0.00634,57,1470,0.00228,0.01040
1990,4th Quintile,Rural regions,Catholic,0.50429,237,412,0.45595,0.55263
1990,4th Quintile,Rural regions,Protestant,0.41478,175,412,0.36715,0.46241
1990,5th Quintile,Urban regions,Catholic,0.39144,604,1487,0.36662,0.41625
1990,5th Quintile,Urban regions,Protestant,0.42655,595,1487,0.40140,0.45169
1990,5th Quintile,Urban regions,Other Christian community,0.01513,37,1487,0.00892,0.02133
1990,5th Quintile,Urban regions,Non-denominational,0.15796,218,1487,0.13941,0.17650
1990,5th Quintile,Urban regions,Christian orthodox,0.00473,33,1487,0.00124,0.00821
1990,5th Quintile,Rural regions,Catholic,0.38823,127,307,0.33363,0.44284
1990,5th Quintile,Rural regions,Protestant,0.47758,146,307,0.42162,0.53355
1990,5th Quintile,Rural regions,Non-denominational,0.12654,34,307,0.08929,0.16379
1997,1st Quintile,Urban regions,Catholic,0.31224,433,1541,0.28909,0.33538
1997,1st Quintile,Urban regions,Protestant,0.34834,376,1541,0.32454,0.37213
1997,1st Quintile,Urban regions,Other Christian community,0.02866,76,1541,0.02033,0.03700
1997,1st Quintile,Urban regions,Other religious community,0.13053,381,1541,0.11371,0.14736
1997,1st Quintile,Urban regions,Non-denominational,0.17489,275,1541,0.15592,0.19387
1997,1st Quintile,Rural regions,Catholic,0.25945,163,815,0.22934,0.28957
1997,1st Quintile,Rural regions,Protestant,0.35140,217,815,0.31860,0.38420
1997,1st Quintile,Rural regions,Other Christian community,0.03586,31,815,0.02309,0.04864
1997,1st Quintile,Rural regions,Other religious community,0.02045,39,815,0.01073,0.03017
1997,1st Quintile,Rural regions,Non-denominational,0.33245,365,815,0.30009,0.36482
1997,2nd Quintile,Urban regions,Catholic,0.37550,542,1657,0.35217,0.39882
1997,2nd Quintile,Urban regions,Protestant,0.32734,438,1657,0.30474,0.34994
1997,2nd Quintile,Urban regions,Other Christian community,0.02125,75,1657,0.01431,0.02820
1997,2nd Quintile,Urban regions,Other religious community,0.06741,240,1657,0.05533,0.07948
1997,2nd Quintile,Urban regions,Non-denominational,0.20688,362,1657,0.18737,0.22639
1997,2nd Quintile,Rural regions,Catholic,0.22413,203,1021,0.19854,0.24973
1997,2nd Quintile,Rural regions,Protestant,0.33211,276,1021,0.30321,0.36101
1997,2nd Quintile,Rural regions,Non-denominational,0.41814,542,1021,0.38787,0.44841
1997,3rd Quintile,Urban regions,Catholic,0.37009,585,1607,0.34648,0.39371
1997,3rd Quintile,Urban regions,Protestant,0.38345,491,1607,0.35967,0.40723
1997,3rd Quintile,Urban regions,Other Christian community,0.02004,67,1607,0.01319,0.02689
1997,3rd Quintile,Urban regions,Other religious community,0.03686,104,1607,0.02764,0.04607
1997,3rd Quintile,Urban regions,Non-denominational,0.18709,360,1607,0.16801,0.20616
1997,3rd Quintile,Rural regions,Catholic,0.27202,228,985,0.24422,0.29983
1997,3rd Quintile,Rural regions,Protestant,0.36334,320,985,0.33329,0.39339
1997,3rd Quintile,Rural regions,Non-denominational,0.34552,437,985,0.31580,0.37523
1997,4th Quintile,Urban regions,Catholic,0.37186,622,1768,0.34932,0.39439
1997,4th Quintile,Urban regions,Protestant,0.37122,587,1768,0.34869,0.39374
1997,4th Quintile,Urban regions,Other Christian community,0.02827,84,1768,0.02054,0.03600
1997,4th Quintile,Urban regions,Other religious community,0.01110,56,1768,0.00622,0.01599
1997,4th Quintile,Urban regions,Non-denominational,0.21729,419,1768,0.19806,0.23652
1997,4th Quintile,Rural regions,Catholic,0.28356,205,866,0.25352,0.31359
1997,4th Quintile,Rural regions,Protestant,0.37200,314,866,0.33979,0.40422
1997,4th Quintile,Rural regions,Non-denominational,0.32786,347,866,0.29658,0.35914
1997,5th Quintile,Urban regions,Catholic,0.35339,616,1732,0.33087,0.37591
1997,5th Quintile,Urban regions,Protestant,0.34644,574,1732,0.32403,0.36886
1997,5th Quintile,Urban regions,Other Christian community,0.02325,61,1732,0.01615,0.03035
1997,5th Quintile,Urban regions,Non-denominational,0.27145,481,1732,0.25050,0.29240
1997,5th Quintile,Rural regions,Catholic,0.30819,175,633,0.27219,0.34419
1997,5th Quintile,Rural regions,Protestant,0.38536,229,633,0.34741,0.42330
1997,5th Quintile,Rural regions,Non-denominational,0.28650,229,633,0.25125,0.32175
2003,1st Quintile,Urban regions,Catholic,0.28679,591,2170,0.26775,0.30582
2003,1st Quintile,Urban regions,Protestant,0.32656,658,2170,0.30682,0.34629
2003,1st Quintile,Urban regions,Other Christian community,0.03982,89,2170,0.03159,0.04805
2003,1st Quintile,Urban regions,Other religious community,0.13864,345,2170,0.12410,0.15319
2003,1st Quintile,Urban regions,Non-denominational,0.20820,487,2170,0.19111,0.22528
2003,1st Quintile,Rural regions,Catholic,0.21498,214,1181,0.19154,0.23842
2003,1st Quintile,Rural regions,Protestant,0.31188,338,1181,0.28545,0.33832
2003,1st Quintile,Rural regions,Other religious community,0.02803,34,1181,0.01861,0.03744
2003,1st Quintile,Rural regions,Non-denominational,0.42974,595,1181,0.40150,0.45799
2003,2nd Quintile,Urban regions,Catholic,0.36856,779,2286,0.34878,0.38834
2003,2nd Quintile,Urban regions,Protestant,0.34391,741,2286,0.32444,0.36339
2003,2nd Quintile,Urban regions,Other Christian community,0.02215,59,2286,0.01611,0.02818
2003,2nd Quintile,Urban regions,Other religious community,0.05976,194,2286,0.05004,0.06948
2003,2nd Quintile,Urban regions,Non-denominational,0.20562,513,2286,0.18905,0.22219
2003,2nd Quintile,Rural regions,Catholic,0.23937,329,1503,0.21779,0.26095
2003,2nd Quintile,Rural regions,Protestant,0.35769,494,1503,0.33345,0.38193
2003,2nd Quintile,Rural regions,Non-denominational,0.37533,680,1503,0.35084,0.39982
2003,3rd Quintile,Urban regions,Catholic,0.35422,841,2560,0.33569,0.37275
2003,3rd Quintile,Urban regions,Protestant,0.35856,880,2560,0.33998,0.37715
2003,3rd Quintile,Urban regions,Other Christian community,0.01982,74,2560,0.01442,0.02522
2003,3rd Quintile,Urban regions,Other religious community,0.03753,137,2560,0.03017,0.04490
2003,3rd Quintile,Urban regions,Non-denominational,0.22986,628,2560,0.21356,0.24616
2003,3rd Quintile,Rural regions,Catholic,0.25036,339,1460,0.22813,0.27259
2003,3rd Quintile,Rural regions,Protestant,0.35327,504,1460,0.32874,0.37780
2003,3rd Quintile,Rural regions,Non-denominational,0.37611,617,1460,0.35126,0.40097
2003,4th Quintile,Urban regions,Catholic,0.35069,1042,2885,0.33327,0.36811
2003,4th Quintile,Urban regions,Protestant,0.35655,984,2885,0.33907,0.37404
2003,4th Quintile,Urban regions,Other Christian community,0.02764,83,2885,0.02166,0.03362
2003,4th Quintile,Urban regions,Other religious community,0.01854,72,2885,0.01362,0.02346
2003,4th Quintile,Urban regions,Non-denominational,0.24658,704,2885,0.23085,0.26231
2003,4th Quintile,Rural regions,Catholic,0.31827,447,1536,0.29496,0.34157
2003,4th Quintile,Rural regions,Protestant,0.32684,484,1536,0.30338,0.35031
2003,4th Quintile,Rural regions,Non-denominational,0.34833,605,1536,0.32449,0.37216
2003,5th Quintile,Urban regions,Catholic,0.32822,1543,4752,0.31487,0.34157
2003,5th Quintile,Urban regions,Protestant,0.36882,1736,4752,0.35510,0.38254
2003,5th Quintile,Urban regions,Other Christian community,0.01871,91,4752,0.01486,0.02256
2003,5th Quintile,Urban regions,Other religious community,0.01132,51,4752,0.00832,0.01433
2003,5th Quintile,Urban regions,Non-denominational,0.27293,1331,4752,0.26026,0.28559
2003,5th Quintile,Rural regions,Catholic,0.32186,455,1550,0.29860,0.34513
2003,5th Quintile,Rural regions,Protestant,0.37762,549,1550,0.35347,0.40176
2003,5th Quintile,Rural regions,Non-denominational,0.28522,546,1550,0.26274,0.30771
2007,1st Quintile,Urban regions,Catholic,0.27441,530,2008,0.25489,0.29393
2007,1st Quintile,Urban regions,Protestant,0.31996,638,2008,0.29955,0.34037
2007,1st Quintile,Urban regions,Other Christian community,0.04243,91,2008,0.03361,0.05125
2007,1st Quintile,Urban regions,Islamic community,0.11948,262,2008,0.10529,0.13367
2007,1st Quintile,Urban regions,Non-denominational,0.23454,487,2008,0.21600,0.25307
2007,1st Quintile,Rural regions,Catholic,0.19908,190,1112,0.17560,0.22256
2007,1st Quintile,Rural regions,Protestant,0.30057,340,1112,0.27361,0.32754
2007,1st Quintile,Rural regions,Non-denominational,0.44348,582,1112,0.41427,0.47269
2007,2nd Quintile,Urban regions,Catholic,0.32312,649,2115,0.30318,0.34306
2007,2nd Quintile,Urban regions,Protestant,0.35851,769,2115,0.33807,0.37895
2007,2nd Quintile,Urban regions,Other Christian community,0.03212,66,2115,0.02461,0.03964
2007,2nd Quintile,Urban regions,Islamic community,0.06532,139,2115,0.05479,0.07585
2007,2nd Quintile,Urban regions,Non-denominational,0.21679,492,2115,0.19922,0.23435
2007,2nd Quintile,Rural regions,Catholic,0.23894,310,1349,0.21618,0.26171
2007,2nd Quintile,Rural regions,Protestant,0.38097,495,1349,0.35504,0.40689
2007,2nd Quintile,Rural regions,Non-denominational,0.34545,544,1349,0.32007,0.37084
2007,3rd Quintile,Urban regions,Catholic,0.35336,809,2344,0.33401,0.37272
2007,3rd Quintile,Urban regions,Protestant,0.31905,780,2344,0.30018,0.33792
2007,3rd Quintile,Urban regions,Other Christian community,0.03090,82,2344,0.02389,0.03790
2007,3rd Quintile,Urban regions,Islamic community,0.04879,97,2344,0.04006,0.05751
2007,3rd Quintile,Urban regions,Non-denominational,0.24403,576,2344,0.22664,0.26143
2007,3rd Quintile,Rural regions,Catholic,0.25616,353,1490,0.23398,0.27833
2007,3rd Quintile,Rural regions,Protestant,0.35768,522,1490,0.33333,0.38203
2007,3rd Quintile,Rural regions,Non-denominational,0.37153,615,1490,0.34699,0.39608
2007,4th Quintile,Urban regions,Catholic,0.33989,936,2803,0.32235,0.35743
2007,4th Quintile,Urban regions,Protestant,0.35237,1047,2803,0.33469,0.37006
2007,4th Quintile,Urban regions,Other Christian community,0.02767,80,2803,0.02160,0.03375
2007,4th Quintile,Urban regions,Islamic community,0.01838,49,2803,0.01341,0.02336
2007,4th Quintile,Urban regions,Non-denominational,0.25959,691,2803,0.24336,0.27582
2007,4th Quintile,Rural regions,Catholic,0.26956,387,1476,0.24692,0.29221
2007,4th Quintile,Rural regions,Protestant,0.36769,511,1476,0.34308,0.39230
2007,4th Quintile,Rural regions,Non-denominational,0.33318,578,1476,0.30912,0.35723
2007,5th Quintile,Urban regions,Catholic,0.33778,1351,4122,0.32334,0.35222
2007,5th Quintile,Urban regions,Protestant,0.35431,1507,4122,0.33971,0.36892
2007,5th Quintile,Urban regions,Other Christian community,0.02568,90,4122,0.02085,0.03051
2007,5th Quintile,Urban regions,Non-denominational,0.27612,1174,4122,0.26247,0.28977
2007,5th Quintile,Rural regions,Catholic,0.35154,432,1417,0.32667,0.37641
2007,5th Quintile,Rural regions,Protestant,0.34855,473,1417,0.32373,0.37337
2007,5th Quintile,Rural regions,Non-denominational,0.28637,512,1417,0.26282,0.30991
2011,1st Quintile,Urban regions,Catholic,0.25899,404,1492,0.23675,0.28122
2011,1st Quintile,Urban regions,Protestant,0.31613,454,1492,0.29253,0.33973
2011,1st Quintile,Urban regions,Other Christian community,0.03231,59,1492,0.02334,0.04129
2011,1st Quintile,Urban regions,Islamic community,0.08109,143,1492,0.06724,0.09495
2011,1st Quintile,Urban regions,Non-denominational,0.30483,432,1492,0.28146,0.32819
2011,1st Quintile,Rural regions,Catholic,0.22597,176,938,0.19919,0.25275
2011,1st Quintile,Rural regions,Protestant,0.29218,291,938,0.26306,0.32130
2011,1st Quintile,Rural regions,Non-denominational,0.41841,471,938,0.38682,0.45000
2011,2nd Quintile,Urban regions,Catholic,0.31596,472,1623,0.29333,0.33858
2011,2nd Quintile,Urban regions,Protestant,0.36591,609,1623,0.34247,0.38935
2011,2nd Quintile,Urban regions,Other Christian community,0.03086,49,1623,0.02245,0.03928
2011,2nd Quintile,Urban regions,Islamic community,0.04379,75,1623,0.03383,0.05375
2011,2nd Quintile,Urban regions,Non-denominational,0.24347,418,1623,0.22259,0.26436
2011,2nd Quintile,Rural regions,Catholic,0.22261,206,1069,0.19766,0.24756
2011,2nd Quintile,Rural regions,Protestant,0.34456,352,1069,0.31606,0.37306
2011,2nd Quintile,Rural regions,Non-denominational,0.40430,511,1069,0.37486,0.43373
2011,3rd Quintile,Urban regions,Catholic,0.29568,579,1852,0.27489,0.31647
2011,3rd Quintile,Urban regions,Protestant,0.34884,633,1852,0.32713,0.37055
2011,3rd Quintile,Urban regions,Other Christian community,0.02318,52,1852,0.01632,0.03003
2011,3rd Quintile,Urban regions,Islamic community,0.02896,59,1852,0.02132,0.03660
2011,3rd Quintile,Urban regions,Non-denominational,0.29371,529,1852,0.27296,0.31446
2011,3rd Quintile,Rural regions,Catholic,0.26973,284,1184,0.24444,0.29502
2011,3rd Quintile,Rural regions,Protestant,0.34330,402,1184,0.31624,0.37036
2011,3rd Quintile,Rural regions,Non-denominational,0.36299,498,1184,0.33559,0.39039
2011,4th Quintile,Urban regions,Catholic,0.34097,758,2187,0.32109,0.36084
2011,4th Quintile,Urban regions,Protestant,0.34431,808,2187,0.32439,0.36423
2011,4th Quintile,Urban regions,Other Christian community,0.02212,52,2187,0.01596,0.02829
2011,4th Quintile,Urban regions,Non-denominational,0.27266,569,2187,0.25399,0.29133
2011,4th Quintile,Rural regions,Catholic,0.28664,287,1049,0.25926,0.31402
2011,4th Quintile,Rural regions,Protestant,0.33381,328,1049,0.30526,0.36236
2011,4th Quintile,Rural regions,Non-denominational,0.36939,434,1049,0.34017,0.39861
2011,5th Quintile,Urban regions,Catholic,0.32593,903,3006,0.30917,0.34269
2011,5th Quintile,Urban regions,Protestant,0.33015,1049,3006,0.31333,0.34696
2011,5th Quintile,Urban regions,Other Christian community,0.02146,62,3006,0.01628,0.02664
2011,5th Quintile,Urban regions,Non-denominational,0.31059,992,3006,0.29404,0.32713
2011,5th Quintile,Rural regions,Catholic,0.33984,304,1039,0.31102,0.36865
2011,5th Quintile,Rural regions,Protestant,0.33127,361,1039,0.30263,0.35990
2011,5th Quintile,Rural regions,Non-denominational,0.32085,374,1039,0.29245,0.34925
2015,1st Quintile,Urban regions,Catholic,0.26486,767,3174,0.24951,0.28021
2015,1st Quintile,Urban regions,Protestant,0.27909,809,3174,0.26348,0.29469
2015,1st Quintile,Urban regions,Other Christian community,0.02419,121,3174,0.01884,0.02953
2015,1st Quintile,Urban regions,Islamic community,0.08355,293,3174,0.07392,0.09318
2015,1st Quintile,Urban regions,Other religious community,0.01498,53,3174,0.01076,0.01921
2015,1st Quintile,Urban regions,Non-denominational,0.25959,847,3174,0.24433,0.27484
2015,1st Quintile,Urban regions,Christian orthodox,0.01146,85,3174,0.00776,0.01516
2015,1st Quintile,Urban regions,Sunni denomination,0.05372,199,3174,0.04588,0.06157
2015,1st Quintile,Rural regions,Catholic,0.18626,341,1818,0.16836,0.20416
2015,1st Quintile,Rural regions,Protestant,0.32014,547,1818,0.29869,0.34159
2015,1st Quintile,Rural regions,Other Christian community,0.01272,35,1818,0.00756,0.01787
2015,1st Quintile,Rural regions,Islamic community,0.02111,66,1818,0.01450,0.02772
2015,1st Quintile,Rural regions,Non-denominational,0.43402,795,1818,0.41123,0.45681
2015,1st Quintile,Rural regions,Christian orthodox,0.00632,34,1818,0.00268,0.00997
2015,2nd Quintile,Urban regions,Catholic,0.30633,919,3096,0.29009,0.32257
2015,2nd Quintile,Urban regions,Protestant,0.32098,878,3096,0.30453,0.33742
2015,2nd Quintile,Urban regions,Other Christian community,0.03231,118,3096,0.02608,0.03854
2015,2nd Quintile,Urban regions,Islamic community,0.02572,116,3096,0.02015,0.03130
2015,2nd Quintile,Urban regions,Non-denominational,0.27560,905,3096,0.25986,0.29134
2015,2nd Quintile,Urban regions,Christian orthodox,0.00837,90,3096,0.00516,0.01158
2015,2nd Quintile,Urban regions,Sunni denomination,0.02277,70,3096,0.01752,0.02803
2015,2nd Quintile,Rural regions,Catholic,0.23847,485,2033,0.21994,0.25700
2015,2nd Quintile,Rural regions,Protestant,0.30859,618,2033,0.28851,0.32868
2015,2nd Quintile,Rural regions,Other Christian community,0.01209,31,2033,0.00734,0.01684
2015,2nd Quintile,Rural regions,Islamic community,0.01163,37,2033,0.00697,0.01630
2015,2nd Quintile,Rural regions,Non-denominational,0.41434,862,2033,0.39292,0.43576
2015,3rd Quintile,Urban regions,Catholic,0.32515,947,2964,0.30829,0.34202
2015,3rd Quintile,Urban regions,Protestant,0.30661,915,2964,0.29000,0.32321
2015,3rd Quintile,Urban regions,Other Christian community,0.01745,88,2964,0.01273,0.02216
2015,3rd Quintile,Urban regions,Islamic community,0.02068,70,2964,0.01555,0.02580
2015,3rd Quintile,Urban regions,Non-denominational,0.30813,860,2964,0.29151,0.32476
2015,3rd Quintile,Urban regions,Christian orthodox,0.00507,50,2964,0.00251,0.00762
2015,3rd Quintile,Urban regions,Sunni denomination,0.01043,34,2964,0.00677,0.01409
2015,3rd Quintile,Rural regions,Catholic,0.25733,495,1769,0.23695,0.27771
2015,3rd Quintile,Rural regions,Protestant,0.36908,624,1769,0.34659,0.39158
2015,3rd Quintile,Rural regions,Non-denominational,0.34845,650,1769,0.32624,0.37066
2015,4th Quintile,Urban regions,Catholic,0.32741,958,3023,0.31068,0.34414
2015,4th Quintile,Urban regions,Protestant,0.32316,998,3023,0.30648,0.33983
2015,4th Quintile,Urban regions,Other Christian community,0.02335,73,3023,0.01797,0.02874
2015,4th Quintile,Urban regions,Islamic community,0.00912,42,3023,0.00573,0.01251
2015,4th Quintile,Urban regions,Non-denominational,0.30312,910,3023,0.28673,0.31951
2015,4th Quintile,Urban regions,Christian orthodox,0.00431,42,3023,0.00197,0.00664
2015,4th Quintile,Rural regions,Catholic,0.26308,478,1647,0.24181,0.28435
2015,4th Quintile,Rural regions,Protestant,0.33275,549,1647,0.30999,0.35551
2015,4th Quintile,Rural regions,Non-denominational,0.38865,620,1647,0.36510,0.41220
2015,5th Quintile,Urban regions,Catholic,0.32471,1217,3754,0.30973,0.33969
2015,5th Quintile,Urban regions,Protestant,0.31302,1199,3754,0.29819,0.32786
2015,5th Quintile,Urban regions,Other Christian community,0.02485,81,3754,0.01987,0.02983
2015,5th Quintile,Urban regions,Non-denominational,0.32547,1218,3754,0.31048,0.34047
2015,5th Quintile,Urban regions,Christian orthodox,0.00308,39,3754,0.00131,0.00485
2015,5th Quintile,Rural regions,Catholic,0.29255,371,1279,0.26760,0.31749
2015,5th Quintile,Rural regions,Protestant,0.33822,432,1279,0.31228,0.36415
2015,5th Quintile,Rural regions,Non-denominational,0.35486,476,1279,0.32863,0.38109
2019,1st Quintile,Urban regions,Catholic,0.22325,658,4625,0.21125,0.23525
2019,1st Quintile,Urban regions,Protestant,0.25976,669,4625,0.24712,0.27239
2019,1st Quintile,Urban regions,Other Christian community,0.01063,58,4625,0.00767,0.01358
2019,1st Quintile,Urban regions,Islamic community,0.05130,237,4625,0.04494,0.05766
2019,1st Quintile,Urban regions,Other religious community,0.01338,206,4625,0.01007,0.01669
2019,1st Quintile,Urban regions,Non-denominational,0.29021,969,4625,0.27713,0.30329
2019,1st Quintile,Urban regions,Christian orthodox,0.03335,227,4625,0.02818,0.03853
2019,1st Quintile,Urban regions,Shiite denomination,0.01089,131,4625,0.00790,0.01388
2019,1st Quintile,Urban regions,Sunni denomination,0.10166,1470,4625,0.09295,0.11037
2019,1st Quintile,Rural regions,Catholic,0.16347,243,2295,0.14834,0.17861
2019,1st Quintile,Rural regions,Protestant,0.26291,439,2295,0.24489,0.28092
2019,1st Quintile,Rural regions,Islamic community,0.01175,74,2295,0.00734,0.01616
2019,1st Quintile,Rural regions,Other religious community,0.01041,85,2295,0.00626,0.01457
2019,1st Quintile,Rural regions,Non-denominational,0.47493,821,2295,0.45450,0.49537
2019,1st Quintile,Rural regions,Christian orthodox,0.01310,80,2295,0.00845,0.01775
2019,1st Quintile,Rural regions,Shiite denomination,0.00407,55,2295,0.00146,0.00667
2019,1st Quintile,Rural regions,Sunni denomination,0.04478,498,2295,0.03632,0.05324
2019,2nd Quintile,Urban regions,Catholic,0.30111,796,2915,0.28446,0.31777
2019,2nd Quintile,Urban regions,Protestant,0.27270,764,2915,0.25653,0.28887
2019,2nd Quintile,Urban regions,Other Christian community,0.02439,69,2915,0.01879,0.02999
2019,2nd Quintile,Urban regions,Islamic community,0.01220,35,2915,0.00821,0.01618
2019,2nd Quintile,Urban regions,Non-denominational,0.29720,948,2915,0.28061,0.31379
2019,2nd Quintile,Urban regions,Christian orthodox,0.02120,92,2915,0.01597,0.02643
2019,2nd Quintile,Urban regions,Sunni denomination,0.05810,211,2915,0.04961,0.06659
2019,2nd Quintile,Rural regions,Catholic,0.23904,395,1868,0.21970,0.25839
2019,2nd Quintile,Rural regions,Protestant,0.28723,535,1868,0.26670,0.30775
2019,2nd Quintile,Rural regions,Non-denominational,0.41929,843,1868,0.39691,0.44167
2019,2nd Quintile,Rural regions,Christian orthodox,0.01795,54,1868,0.01193,0.02397
2019,2nd Quintile,Rural regions,Sunni denomination,0.00992,41,1868,0.00543,0.01442
2019,3rd Quintile,Urban regions,Catholic,0.27104,749,2703,0.25428,0.28780
2019,3rd Quintile,Urban regions,Protestant,0.29661,799,2703,0.27938,0.31383
2019,3rd Quintile,Urban regions,Other Christian community,0.02007,60,2703,0.01479,0.02536
2019,3rd Quintile,Urban regions,Non-denominational,0.33534,945,2703,0.31754,0.35315
2019,3rd Quintile,Urban regions,Christian orthodox,0.02051,61,2703,0.01517,0.02586
2019,3rd Quintile,Urban regions,Sunni denomination,0.03509,89,2703,0.02815,0.04203
2019,3rd Quintile,Rural regions,Catholic,0.26554,433,1619,0.24403,0.28706
2019,3rd Quintile,Rural regions,Protestant,0.32659,513,1619,0.30374,0.34944
2019,3rd Quintile,Rural regions,Non-denominational,0.38457,673,1619,0.36086,0.40827
2019,4th Quintile,Urban regions,Catholic,0.29225,834,2733,0.27520,0.30930
2019,4th Quintile,Urban regions,Protestant,0.30004,847,2733,0.28285,0.31722
2019,4th Quintile,Urban regions,Other Christian community,0.02278,49,2733,0.01718,0.02837
2019,4th Quintile,Urban regions,Non-denominational,0.34118,908,2733,0.32340,0.35896
2019,4th Quintile,Urban regions,Christian orthodox,0.01095,49,2733,0.00705,0.01485
2019,4th Quintile,Urban regions,Sunni denomination,0.02104,46,2733,0.01566,0.02643
2019,4th Quintile,Rural regions,Catholic,0.25220,382,1463,0.22994,0.27446
2019,4th Quintile,Rural regions,Protestant,0.33899,503,1463,0.31473,0.36326
2019,4th Quintile,Rural regions,Non-denominational,0.39148,578,1463,0.36646,0.41650
2019,5th Quintile,Urban regions,Catholic,0.30978,1030,3467,0.29439,0.32518
2019,5th Quintile,Urban regions,Protestant,0.28653,1068,3467,0.27148,0.30158
2019,5th Quintile,Urban regions,Other Christian community,0.01149,46,3467,0.00795,0.01504
2019,5th Quintile,Urban regions,Non-denominational,0.36876,1270,3467,0.35270,0.38483
2019,5th Quintile,Urban regions,Christian orthodox,0.01512,53,3467,0.01106,0.01918
2019,5th Quintile,Rural regions,Catholic,0.27189,350,1275,0.24746,0.29633
2019,5th Quintile,Rural regions,Protestant,0.30936,399,1275,0.28398,0.33474
2019,5th Quintile,Rural regions,Non-denominational,0.39769,526,1275,0.37082,0.42457
