year,bula_h,migback,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Bavaria,Direct migration background,Catholic,0.42940,132,316,0.37474,0.48407
1990,Bavaria,Direct migration background,Other Christian community,0.07182,34,316,0.04331,0.10033
1990,Bavaria,Direct migration background,Islamic community,0.15681,86,316,0.11666,0.19697
1990,Bavaria,Direct migration background,Christian orthodox,0.06061,64,316,0.03426,0.08696
1990,Berlin,No migration background,Catholic,0.06627,33,492,0.04427,0.08827
1990,Berlin,No migration background,Protestant,0.35432,170,492,0.31202,0.39663
1990,Berlin,No migration background,Non-denominational,0.41178,289,492,0.36825,0.45532
1990,Berlin,Direct migration background,Islamic community,0.24354,50,50,0.12336,0.36372
1990,Brandenburg,No migration background,Protestant,0.24328,198,680,0.21101,0.27556
1990,Brandenburg,No migration background,Non-denominational,0.49376,482,680,0.45616,0.53137
1990,Mecklenburg-Western Pomerania,No migration background,Protestant,0.21910,119,475,0.18186,0.25634
1990,Mecklenburg-Western Pomerania,No migration background,Non-denominational,0.54773,356,475,0.50292,0.59254
1990,Saxony,No migration background,Catholic,0.03910,60,1272,0.02845,0.04976
1990,Saxony,No migration background,Protestant,0.25077,390,1272,0.22694,0.27460
1990,Saxony,No migration background,Non-denominational,0.48610,822,1272,0.45862,0.51357
1990,Saxony-Anhalt,No migration background,Catholic,0.04476,44,770,0.03015,0.05938
1990,Saxony-Anhalt,No migration background,Protestant,0.20364,196,770,0.17518,0.23210
1990,Saxony-Anhalt,No migration background,Non-denominational,0.54245,530,770,0.50724,0.57766
1990,Thuringa,No migration background,Catholic,0.08795,78,713,0.06714,0.10875
1990,Thuringa,No migration background,Protestant,0.26482,243,713,0.23241,0.29723
1990,Thuringa,No migration background,Non-denominational,0.41218,392,713,0.37602,0.44833
1997,Schleswig-Holstein,No migration background,Protestant,0.50537,152,224,0.43975,0.57100
1997,Schleswig-Holstein,No migration background,Non-denominational,0.23388,72,224,0.17832,0.28944
1997,Hamburg,No migration background,Protestant,0.53799,50,89,0.43383,0.64216
1997,Hamburg,No migration background,Non-denominational,0.31992,39,89,0.22246,0.41738
1997,Lower Saxony,No migration background,Catholic,0.08323,86,788,0.06393,0.10253
1997,Lower Saxony,No migration background,Protestant,0.55364,522,788,0.51891,0.58838
1997,Lower Saxony,No migration background,Non-denominational,0.17930,180,788,0.15250,0.20610
1997,Lower Saxony,Direct migration background,Catholic,0.25810,52,168,0.19173,0.32447
1997,Lower Saxony,Direct migration background,Protestant,0.20599,36,168,0.14465,0.26733
1997,Lower Saxony,Direct migration background,Other religious community,0.15367,48,168,0.09897,0.20837
1997,Lower Saxony,Direct migration background,Non-denominational,0.20880,32,168,0.14715,0.27044
1997,Bremen,No migration background,Protestant,0.66749,45,45,0.52829,0.80670
1997,North Rhine-Westphalia,No migration background,Catholic,0.40025,793,1693,0.37691,0.42360
1997,North Rhine-Westphalia,No migration background,Protestant,0.30785,652,1693,0.28585,0.32985
1997,North Rhine-Westphalia,No migration background,Non-denominational,0.11090,248,1693,0.09594,0.12586
1997,North Rhine-Westphalia,Direct migration background,Catholic,0.36263,211,597,0.32404,0.40123
1997,North Rhine-Westphalia,Direct migration background,Protestant,0.17382,61,597,0.14339,0.20424
1997,North Rhine-Westphalia,Direct migration background,Other Christian community,0.09290,73,597,0.06959,0.11620
1997,North Rhine-Westphalia,Direct migration background,Other religious community,0.21560,213,597,0.18258,0.24861
1997,North Rhine-Westphalia,Direct migration background,Non-denominational,0.07160,39,597,0.05090,0.09230
1997,North Rhine-Westphalia,Indirect migration background,Catholic,0.13792,54,123,0.07673,0.19910
1997,North Rhine-Westphalia,Indirect migration background,Other religious community,0.15668,69,123,0.09218,0.22118
1997,Hesse,No migration background,Catholic,0.19403,118,515,0.15985,0.22822
1997,Hesse,No migration background,Protestant,0.50730,314,515,0.46408,0.55052
1997,Hesse,No migration background,Non-denominational,0.13067,83,515,0.10153,0.15980
1997,Hesse,Direct migration background,Catholic,0.46310,123,198,0.39347,0.53274
1997,Hesse,Direct migration background,Other religious community,0.19243,75,198,0.13738,0.24748
1997,"Rhineland-Palatinate, Saarland",No migration background,Catholic,0.47960,284,516,0.43645,0.52275
1997,"Rhineland-Palatinate, Saarland",No migration background,Protestant,0.29267,195,516,0.25337,0.33196
1997,"Rhineland-Palatinate, Saarland",No migration background,Non-denominational,0.05851,37,516,0.03824,0.07878
1997,"Rhineland-Palatinate, Saarland",Direct migration background,Catholic,0.45827,96,96,0.35808,0.55847
1997,Baden-Wuerttemberg,No migration background,Catholic,0.35255,402,908,0.32145,0.38364
1997,Baden-Wuerttemberg,No migration background,Protestant,0.33440,402,908,0.30370,0.36510
1997,Baden-Wuerttemberg,No migration background,Non-denominational,0.10371,104,908,0.08387,0.12355
1997,Baden-Wuerttemberg,Direct migration background,Catholic,0.50857,266,613,0.46896,0.54817
1997,Baden-Wuerttemberg,Direct migration background,Protestant,0.10001,35,613,0.07624,0.12378
1997,Baden-Wuerttemberg,Direct migration background,Other Christian community,0.06610,77,613,0.04641,0.08578
1997,Baden-Wuerttemberg,Direct migration background,Other religious community,0.18863,203,613,0.15763,0.21962
1997,Baden-Wuerttemberg,Direct migration background,Non-denominational,0.07727,32,613,0.05612,0.09843
1997,Baden-Wuerttemberg,Indirect migration background,Catholic,0.15224,57,129,0.09001,0.21448
1997,Baden-Wuerttemberg,Indirect migration background,Other Christian community,0.03947,32,129,0.00574,0.07320
1997,Baden-Wuerttemberg,Indirect migration background,Other religious community,0.07373,40,129,0.02846,0.11901
1997,Bavaria,No migration background,Catholic,0.51427,750,1170,0.48562,0.54292
1997,Bavaria,No migration background,Protestant,0.19592,278,1170,0.17317,0.21868
1997,Bavaria,No migration background,Non-denominational,0.09716,142,1170,0.08018,0.11414
1997,Bavaria,Direct migration background,Catholic,0.41509,140,344,0.36295,0.46724
1997,Bavaria,Direct migration background,Protestant,0.14773,41,344,0.11018,0.18528
1997,Bavaria,Direct migration background,Other Christian community,0.11733,47,344,0.08327,0.15138
1997,Bavaria,Direct migration background,Other religious community,0.16244,82,344,0.12341,0.20148
1997,Bavaria,Direct migration background,Non-denominational,0.11961,34,344,0.08527,0.15396
1997,Bavaria,Indirect migration background,Catholic,0.26070,47,47,0.13383,0.38757
1997,Berlin,No migration background,Protestant,0.29302,118,387,0.24762,0.33843
1997,Berlin,No migration background,Non-denominational,0.48582,269,387,0.43596,0.53568
1997,Brandenburg,No migration background,Protestant,0.18091,108,556,0.14888,0.21293
1997,Brandenburg,No migration background,Non-denominational,0.63222,448,556,0.59211,0.67234
1997,Mecklenburg-Western Pomerania,No migration background,Protestant,0.22672,88,359,0.18335,0.27010
1997,Mecklenburg-Western Pomerania,No migration background,Non-denominational,0.57514,271,359,0.52394,0.62635
1997,Saxony,No migration background,Catholic,0.03334,37,1037,0.02240,0.04427
1997,Saxony,No migration background,Protestant,0.27228,307,1037,0.24517,0.29939
1997,Saxony,No migration background,Non-denominational,0.52346,693,1037,0.49305,0.55388
1997,Saxony-Anhalt,No migration background,Protestant,0.15417,114,607,0.12542,0.18292
1997,Saxony-Anhalt,No migration background,Non-denominational,0.68395,493,607,0.64694,0.72097
1997,Thuringa,No migration background,Catholic,0.09320,69,626,0.07041,0.11599
1997,Thuringa,No migration background,Protestant,0.20478,177,626,0.17314,0.23641
1997,Thuringa,No migration background,Non-denominational,0.49338,380,626,0.45418,0.53258
2003,Schleswig-Holstein,No migration background,Protestant,0.59825,417,563,0.55772,0.63878
2003,Schleswig-Holstein,No migration background,Non-denominational,0.20768,146,563,0.17414,0.24122
2003,Hamburg,No migration background,Protestant,0.48472,140,238,0.42109,0.54835
2003,Hamburg,No migration background,Non-denominational,0.32232,98,238,0.26282,0.38182
2003,Lower Saxony,No migration background,Catholic,0.14073,260,1632,0.12385,0.15760
2003,Lower Saxony,No migration background,Protestant,0.53187,1023,1632,0.50766,0.55609
2003,Lower Saxony,No migration background,Non-denominational,0.16457,349,1632,0.14657,0.18256
2003,Lower Saxony,Direct migration background,Catholic,0.24459,53,179,0.18144,0.30774
2003,Lower Saxony,Direct migration background,Protestant,0.15886,41,179,0.10515,0.21256
2003,Lower Saxony,Direct migration background,Other Christian community,0.08734,31,179,0.04586,0.12882
2003,Lower Saxony,Direct migration background,Other religious community,0.24674,54,179,0.18341,0.31008
2003,Bremen,No migration background,Protestant,0.53694,78,129,0.45056,0.62333
2003,Bremen,No migration background,Non-denominational,0.24806,51,129,0.17324,0.32288
2003,North Rhine-Westphalia,No migration background,Catholic,0.38047,1632,3651,0.36472,0.39622
2003,North Rhine-Westphalia,No migration background,Protestant,0.29498,1376,3651,0.28018,0.30977
2003,North Rhine-Westphalia,No migration background,Non-denominational,0.14802,643,3651,0.13650,0.15954
2003,North Rhine-Westphalia,Direct migration background,Catholic,0.32367,246,704,0.28908,0.35825
2003,North Rhine-Westphalia,Direct migration background,Protestant,0.19292,123,704,0.16376,0.22209
2003,North Rhine-Westphalia,Direct migration background,Other Christian community,0.07768,64,704,0.05790,0.09747
2003,North Rhine-Westphalia,Direct migration background,Other religious community,0.23643,203,704,0.20502,0.26784
2003,North Rhine-Westphalia,Direct migration background,Non-denominational,0.09739,68,704,0.07548,0.11931
2003,North Rhine-Westphalia,Indirect migration background,Catholic,0.13571,73,182,0.08582,0.18561
2003,North Rhine-Westphalia,Indirect migration background,Protestant,0.09642,32,182,0.05342,0.13942
2003,North Rhine-Westphalia,Indirect migration background,Other religious community,0.15005,77,182,0.09803,0.20208
2003,Hesse,No migration background,Catholic,0.19014,242,1146,0.16741,0.21287
2003,Hesse,No migration background,Protestant,0.48603,675,1146,0.45708,0.51498
2003,Hesse,No migration background,Non-denominational,0.13706,229,1146,0.11714,0.15698
2003,Hesse,Direct migration background,Catholic,0.32757,89,250,0.26927,0.38586
2003,Hesse,Direct migration background,Protestant,0.14281,35,250,0.09935,0.18627
2003,Hesse,Direct migration background,Other Christian community,0.11656,33,250,0.07670,0.15642
2003,Hesse,Direct migration background,Other religious community,0.22876,52,250,0.17659,0.28093
2003,Hesse,Direct migration background,Non-denominational,0.12904,41,250,0.08740,0.17068
2003,"Rhineland-Palatinate, Saarland",No migration background,Catholic,0.48238,624,1108,0.45295,0.51182
2003,"Rhineland-Palatinate, Saarland",No migration background,Protestant,0.25351,358,1108,0.22789,0.27914
2003,"Rhineland-Palatinate, Saarland",No migration background,Non-denominational,0.09422,126,1108,0.07701,0.11143
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Catholic,0.34854,92,166,0.27583,0.42125
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Protestant,0.18882,38,166,0.12910,0.24854
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Other religious community,0.22940,36,166,0.16524,0.29355
2003,Baden-Wuerttemberg,No migration background,Catholic,0.30847,706,1881,0.28759,0.32934
2003,Baden-Wuerttemberg,No migration background,Protestant,0.37598,843,1881,0.35408,0.39788
2003,Baden-Wuerttemberg,No migration background,Other Christian community,0.01242,37,1881,0.00741,0.01743
2003,Baden-Wuerttemberg,No migration background,Non-denominational,0.11862,295,1881,0.10400,0.13323
2003,Baden-Wuerttemberg,Direct migration background,Catholic,0.38357,221,585,0.34413,0.42300
2003,Baden-Wuerttemberg,Direct migration background,Protestant,0.19104,83,585,0.15915,0.22292
2003,Baden-Wuerttemberg,Direct migration background,Other Christian community,0.09730,71,585,0.07326,0.12134
2003,Baden-Wuerttemberg,Direct migration background,Other religious community,0.18019,166,585,0.14901,0.21136
2003,Baden-Wuerttemberg,Direct migration background,Non-denominational,0.08770,44,585,0.06476,0.11064
2003,Baden-Wuerttemberg,Indirect migration background,Catholic,0.17458,84,130,0.10907,0.24009
2003,Baden-Wuerttemberg,Indirect migration background,Other religious community,0.08497,46,130,0.03685,0.13308
2003,Bavaria,No migration background,Catholic,0.52676,1600,2570,0.50745,0.54606
2003,Bavaria,No migration background,Protestant,0.18369,571,2570,0.16872,0.19867
2003,Bavaria,No migration background,Non-denominational,0.12028,399,2570,0.10770,0.13286
2003,Bavaria,Direct migration background,Catholic,0.39782,156,388,0.34905,0.44658
2003,Bavaria,Direct migration background,Protestant,0.13367,53,388,0.09977,0.16758
2003,Bavaria,Direct migration background,Other Christian community,0.11232,45,388,0.08086,0.14378
2003,Bavaria,Direct migration background,Other religious community,0.14666,71,388,0.11142,0.18191
2003,Bavaria,Direct migration background,Non-denominational,0.18135,63,388,0.14296,0.21974
2003,Bavaria,Indirect migration background,Catholic,0.24963,64,64,0.14276,0.35651
2003,Berlin,No migration background,Catholic,0.04728,44,705,0.03160,0.06295
2003,Berlin,No migration background,Protestant,0.23887,189,705,0.20737,0.27037
2003,Berlin,No migration background,Non-denominational,0.57308,472,705,0.53654,0.60962
2003,Brandenburg,No migration background,Protestant,0.18712,190,884,0.16139,0.21284
2003,Brandenburg,No migration background,Non-denominational,0.65650,694,884,0.62518,0.68782
2003,Mecklenburg-Western Pomerania,No migration background,Protestant,0.18821,99,493,0.15367,0.22275
2003,Mecklenburg-Western Pomerania,No migration background,Non-denominational,0.64826,394,493,0.60607,0.69046
2003,Saxony,No migration background,Catholic,0.02997,49,1555,0.02149,0.03844
2003,Saxony,No migration background,Protestant,0.24168,448,1555,0.22039,0.26296
2003,Saxony,No migration background,Non-denominational,0.57847,1058,1555,0.55392,0.60303
2003,Saxony-Anhalt,No migration background,Catholic,0.02127,35,903,0.01186,0.03069
2003,Saxony-Anhalt,No migration background,Protestant,0.15041,162,903,0.12708,0.17374
2003,Saxony-Anhalt,No migration background,Non-denominational,0.70016,706,903,0.67026,0.73006
2003,Thuringa,No migration background,Catholic,0.08082,91,927,0.06327,0.09838
2003,Thuringa,No migration background,Protestant,0.23462,259,927,0.20733,0.26192
2003,Thuringa,No migration background,Non-denominational,0.54812,577,927,0.51607,0.58018
2007,Schleswig-Holstein,No migration background,Protestant,0.56997,364,527,0.52766,0.61228
2007,Schleswig-Holstein,No migration background,Non-denominational,0.24661,163,527,0.20977,0.28345
2007,Hamburg,No migration background,Protestant,0.53307,148,235,0.46915,0.59700
2007,Hamburg,No migration background,Non-denominational,0.30235,87,235,0.24350,0.36119
2007,Lower Saxony,No migration background,Catholic,0.15700,279,1588,0.13910,0.17490
2007,Lower Saxony,No migration background,Protestant,0.50279,972,1588,0.47819,0.52739
2007,Lower Saxony,No migration background,Non-denominational,0.17932,337,1588,0.16045,0.19820
2007,Lower Saxony,Direct migration background,Catholic,0.21099,45,99,0.13021,0.29177
2007,Lower Saxony,Direct migration background,Protestant,0.20347,54,99,0.12376,0.28318
2007,Bremen,No migration background,Protestant,0.54273,69,115,0.45128,0.63418
2007,Bremen,No migration background,Non-denominational,0.24514,46,115,0.16617,0.32411
2007,North Rhine-Westphalia,No migration background,Catholic,0.36544,1503,3412,0.34928,0.38160
2007,North Rhine-Westphalia,No migration background,Protestant,0.28913,1253,3412,0.27391,0.30434
2007,North Rhine-Westphalia,No migration background,Other Christian community,0.01011,44,3412,0.00675,0.01347
2007,North Rhine-Westphalia,No migration background,Non-denominational,0.16753,612,3412,0.15500,0.18007
2007,North Rhine-Westphalia,Direct migration background,Catholic,0.33130,199,559,0.29224,0.37035
2007,North Rhine-Westphalia,Direct migration background,Protestant,0.18950,104,559,0.15698,0.22202
2007,North Rhine-Westphalia,Direct migration background,Other Christian community,0.09428,56,559,0.07003,0.11852
2007,North Rhine-Westphalia,Direct migration background,Islamic community,0.24279,154,559,0.20721,0.27837
2007,North Rhine-Westphalia,Direct migration background,Non-denominational,0.09140,46,559,0.06749,0.11531
2007,North Rhine-Westphalia,Indirect migration background,Catholic,0.17179,75,144,0.10997,0.23362
2007,North Rhine-Westphalia,Indirect migration background,Islamic community,0.14360,69,144,0.08612,0.20108
2007,Hesse,No migration background,Catholic,0.17916,226,1108,0.15657,0.20175
2007,Hesse,No migration background,Protestant,0.48558,650,1108,0.45614,0.51503
2007,Hesse,No migration background,Non-denominational,0.15352,232,1108,0.13229,0.17476
2007,Hesse,Direct migration background,Catholic,0.35953,75,146,0.28142,0.43763
2007,Hesse,Direct migration background,Other Christian community,0.15927,31,146,0.09971,0.21883
2007,Hesse,Direct migration background,Islamic community,0.24683,40,146,0.17665,0.31701
2007,"Rhineland-Palatinate, Saarland",No migration background,Catholic,0.49365,527,963,0.46205,0.52524
2007,"Rhineland-Palatinate, Saarland",No migration background,Protestant,0.24943,322,963,0.22209,0.27678
2007,"Rhineland-Palatinate, Saarland",No migration background,Non-denominational,0.08964,114,963,0.07159,0.10769
2007,"Rhineland-Palatinate, Saarland",Direct migration background,Catholic,0.31519,67,104,0.22546,0.40491
2007,"Rhineland-Palatinate, Saarland",Direct migration background,Protestant,0.22211,37,104,0.14183,0.30238
2007,Baden-Wuerttemberg,No migration background,Catholic,0.29034,659,1822,0.26949,0.31119
2007,Baden-Wuerttemberg,No migration background,Protestant,0.37578,828,1822,0.35354,0.39803
2007,Baden-Wuerttemberg,No migration background,Other Christian community,0.02007,45,1822,0.01363,0.02651
2007,Baden-Wuerttemberg,No migration background,Non-denominational,0.13965,290,1822,0.12373,0.15557
2007,Baden-Wuerttemberg,Direct migration background,Catholic,0.36097,161,463,0.31717,0.40476
2007,Baden-Wuerttemberg,Direct migration background,Protestant,0.19150,84,463,0.15562,0.22738
2007,Baden-Wuerttemberg,Direct migration background,Other Christian community,0.08870,54,463,0.06278,0.11463
2007,Baden-Wuerttemberg,Direct migration background,Islamic community,0.22905,133,463,0.19073,0.26737
2007,Baden-Wuerttemberg,Direct migration background,Non-denominational,0.07425,31,463,0.05034,0.09816
2007,Baden-Wuerttemberg,Indirect migration background,Catholic,0.25866,79,121,0.18031,0.33701
2007,Baden-Wuerttemberg,Indirect migration background,Islamic community,0.10886,42,121,0.05313,0.16459
2007,Bavaria,No migration background,Catholic,0.50422,1483,2482,0.48455,0.52389
2007,Bavaria,No migration background,Protestant,0.19497,597,2482,0.17938,0.21056
2007,Bavaria,No migration background,Non-denominational,0.13072,402,2482,0.11746,0.14399
2007,Bavaria,Direct migration background,Catholic,0.35479,110,326,0.30277,0.40681
2007,Bavaria,Direct migration background,Protestant,0.14262,62,326,0.10460,0.18064
2007,Bavaria,Direct migration background,Other Christian community,0.15303,45,326,0.11388,0.19217
2007,Bavaria,Direct migration background,Islamic community,0.13747,52,326,0.10004,0.17491
2007,Bavaria,Direct migration background,Non-denominational,0.16681,57,326,0.12628,0.20734
2007,Bavaria,Indirect migration background,Catholic,0.23139,57,57,0.12093,0.34184
2007,Berlin,No migration background,Protestant,0.23244,179,613,0.19898,0.26591
2007,Berlin,No migration background,Non-denominational,0.59983,434,613,0.56101,0.63864
2007,Brandenburg,No migration background,Protestant,0.20303,182,808,0.17527,0.23078
2007,Brandenburg,No migration background,Non-denominational,0.64955,626,808,0.61663,0.68247
2007,Mecklenburg-Western Pomerania,No migration background,Protestant,0.17878,96,485,0.14464,0.21292
2007,Mecklenburg-Western Pomerania,No migration background,Non-denominational,0.67201,389,485,0.63018,0.71384
2007,Saxony,No migration background,Catholic,0.02712,41,1455,0.01877,0.03547
2007,Saxony,No migration background,Protestant,0.26103,438,1455,0.23845,0.28360
2007,Saxony,No migration background,Non-denominational,0.58090,976,1455,0.55553,0.60626
2007,Saxony-Anhalt,No migration background,Catholic,0.03616,42,844,0.02356,0.04877
2007,Saxony-Anhalt,No migration background,Protestant,0.18552,185,844,0.15928,0.21176
2007,Saxony-Anhalt,No migration background,Non-denominational,0.63585,617,844,0.60337,0.66834
2007,Thuringa,No migration background,Catholic,0.09146,89,882,0.07243,0.11050
2007,Thuringa,No migration background,Protestant,0.22394,252,882,0.19641,0.25147
2007,Thuringa,No migration background,Non-denominational,0.55269,541,882,0.51986,0.58553
2011,Schleswig-Holstein,No migration background,Protestant,0.44630,385,591,0.40619,0.48641
2011,Schleswig-Holstein,No migration background,Non-denominational,0.29376,206,591,0.25701,0.33052
2011,Hamburg,No migration background,Protestant,0.44202,145,274,0.38310,0.50093
2011,Hamburg,No migration background,Non-denominational,0.35460,129,274,0.29786,0.41135
2011,Lower Saxony,No migration background,Catholic,0.13202,301,1789,0.11633,0.14771
2011,Lower Saxony,No migration background,Protestant,0.45425,1067,1789,0.43117,0.47733
2011,Lower Saxony,No migration background,Non-denominational,0.20149,421,1789,0.18290,0.22009
2011,Lower Saxony,Direct migration background,Catholic,0.22206,42,118,0.14675,0.29737
2011,Lower Saxony,Direct migration background,Protestant,0.27403,76,118,0.19321,0.35485
2011,Bremen,No migration background,Protestant,0.49087,65,104,0.39432,0.58742
2011,Bremen,No migration background,Non-denominational,0.25831,39,104,0.17378,0.34284
2011,North Rhine-Westphalia,No migration background,Catholic,0.32905,1558,3571,0.31364,0.34447
2011,North Rhine-Westphalia,No migration background,Protestant,0.28994,1288,3571,0.27505,0.30482
2011,North Rhine-Westphalia,No migration background,Other Christian community,0.01135,57,3571,0.00787,0.01482
2011,North Rhine-Westphalia,No migration background,Non-denominational,0.17439,668,3571,0.16195,0.18684
2011,North Rhine-Westphalia,Direct migration background,Catholic,0.30429,210,596,0.26732,0.34126
2011,North Rhine-Westphalia,Direct migration background,Protestant,0.17080,115,596,0.14056,0.20104
2011,North Rhine-Westphalia,Direct migration background,Other Christian community,0.06984,60,596,0.04936,0.09032
2011,North Rhine-Westphalia,Direct migration background,Islamic community,0.16514,135,596,0.13530,0.19497
2011,North Rhine-Westphalia,Direct migration background,Non-denominational,0.11419,76,596,0.08864,0.13975
2011,North Rhine-Westphalia,Indirect migration background,Catholic,0.12301,73,215,0.07901,0.16702
2011,North Rhine-Westphalia,Indirect migration background,Protestant,0.06860,33,215,0.03473,0.10247
2011,North Rhine-Westphalia,Indirect migration background,Islamic community,0.10748,68,215,0.06598,0.14898
2011,North Rhine-Westphalia,Indirect migration background,Non-denominational,0.06765,41,215,0.03400,0.10130
2011,Hesse,No migration background,Catholic,0.14367,231,1195,0.12377,0.16356
2011,Hesse,No migration background,Protestant,0.43546,666,1195,0.40734,0.46358
2011,Hesse,No migration background,Non-denominational,0.19346,298,1195,0.17106,0.21587
2011,Hesse,Direct migration background,Catholic,0.29042,67,172,0.22238,0.35846
2011,Hesse,Direct migration background,Protestant,0.12603,35,172,0.07628,0.17577
2011,Hesse,Direct migration background,Islamic community,0.15869,39,172,0.10393,0.21346
2011,Hesse,Direct migration background,Non-denominational,0.13276,31,172,0.08190,0.18361
2011,"Rhineland-Palatinate, Saarland",No migration background,Catholic,0.41904,513,1036,0.38898,0.44910
2011,"Rhineland-Palatinate, Saarland",No migration background,Protestant,0.24919,370,1036,0.22283,0.27554
2011,"Rhineland-Palatinate, Saarland",No migration background,Non-denominational,0.10827,153,1036,0.08934,0.12720
2011,"Rhineland-Palatinate, Saarland",Direct migration background,Catholic,0.30621,61,106,0.21805,0.39438
2011,"Rhineland-Palatinate, Saarland",Direct migration background,Protestant,0.25426,45,106,0.17097,0.33755
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,Catholic,0.17646,32,32,0.04226,0.31066
2011,Baden-Wuerttemberg,No migration background,Catholic,0.27593,756,2120,0.25689,0.29496
2011,Baden-Wuerttemberg,No migration background,Protestant,0.32968,917,2120,0.30966,0.34969
2011,Baden-Wuerttemberg,No migration background,Other Christian community,0.01518,54,2120,0.00997,0.02038
2011,Baden-Wuerttemberg,No migration background,Non-denominational,0.16893,393,2120,0.15298,0.18489
2011,Baden-Wuerttemberg,Direct migration background,Catholic,0.35029,158,392,0.30301,0.39758
2011,Baden-Wuerttemberg,Direct migration background,Protestant,0.15803,79,392,0.12187,0.19418
2011,Baden-Wuerttemberg,Direct migration background,Other Christian community,0.11041,49,392,0.07935,0.14147
2011,Baden-Wuerttemberg,Direct migration background,Islamic community,0.09467,60,392,0.06565,0.12369
2011,Baden-Wuerttemberg,Direct migration background,Non-denominational,0.11351,46,392,0.08207,0.14496
2011,Baden-Wuerttemberg,Indirect migration background,Catholic,0.19972,73,108,0.12397,0.27547
2011,Baden-Wuerttemberg,Indirect migration background,Protestant,0.08835,35,108,0.03458,0.14213
2011,Bavaria,No migration background,Catholic,0.45817,1691,2909,0.44006,0.47628
2011,Bavaria,No migration background,Protestant,0.19206,745,2909,0.17774,0.20637
