year,pgisced97,sampreg,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Second Stage of Tertiary Education,East,Non-denominational,0.70745,706,979,0.67894,0.73596
1997,Pre-primary Level,West,Catholic,0.43696,86,177,0.36368,0.51024
1997,Pre-primary Level,West,Protestant,0.35537,58,177,0.28466,0.42609
1997,Pre-primary Level,West,Other religious community,0.09740,33,177,0.05359,0.14120
1997,Pre-primary Level,East,Non-denominational,0.78736,84,84,0.69933,0.87539
1997,Primary Level,West,Catholic,0.34625,159,381,0.29842,0.39409
1997,Primary Level,West,Other Christian community,0.08081,52,381,0.05341,0.10821
1997,Primary Level,West,Other religious community,0.29130,170,381,0.24561,0.33698
1997,Lower Secondary Level,West,Catholic,0.43067,804,1960,0.40875,0.45260
1997,Lower Secondary Level,West,Protestant,0.39029,581,1960,0.36869,0.41190
1997,Lower Secondary Level,West,Other Christian community,0.02921,127,1960,0.02176,0.03667
1997,Lower Secondary Level,West,Other religious community,0.06307,288,1960,0.05231,0.07384
1997,Lower Secondary Level,West,Non-denominational,0.07983,160,1960,0.06783,0.09184
1997,Lower Secondary Level,East,Protestant,0.34700,99,327,0.29533,0.39868
1997,Lower Secondary Level,East,Non-denominational,0.58835,228,327,0.53493,0.64177
1997,Upper Secondary Level,West,Catholic,0.39163,1792,4467,0.37731,0.40594
1997,Upper Secondary Level,West,Protestant,0.40044,1619,4467,0.38607,0.41481
1997,Upper Secondary Level,West,Other Christian community,0.01984,169,4467,0.01575,0.02393
1997,Upper Secondary Level,West,Other religious community,0.02380,247,4467,0.01933,0.02827
1997,Upper Secondary Level,West,Non-denominational,0.15707,640,4467,0.14640,0.16774
1997,Upper Secondary Level,East,Catholic,0.04820,94,1959,0.03871,0.05769
1997,Upper Secondary Level,East,Protestant,0.24067,452,1959,0.22174,0.25961
1997,Upper Secondary Level,East,Non-denominational,0.69761,1413,1959,0.67727,0.71796
1997,Post-secondary Non-tertiary Level,West,Catholic,0.38017,144,361,0.33003,0.43032
1997,Post-secondary Non-tertiary Level,West,Protestant,0.36693,118,361,0.31714,0.41672
1997,Post-secondary Non-tertiary Level,West,Other religious community,0.05225,35,361,0.02927,0.07524
1997,Post-secondary Non-tertiary Level,West,Non-denominational,0.16909,64,361,0.13037,0.20781
1997,Post-secondary Non-tertiary Level,East,Non-denominational,0.62949,49,49,0.49286,0.76611
1997,First Stage of Tertiary Education,West,Catholic,0.38077,216,494,0.33791,0.42364
1997,First Stage of Tertiary Education,West,Protestant,0.35876,181,494,0.31642,0.40110
1997,First Stage of Tertiary Education,West,Non-denominational,0.22343,97,494,0.18666,0.26020
1997,First Stage of Tertiary Education,East,Protestant,0.32544,70,217,0.26295,0.38792
1997,First Stage of Tertiary Education,East,Non-denominational,0.62070,147,217,0.55599,0.68541
1997,Second Stage of Tertiary Education,West,Catholic,0.34886,317,909,0.31786,0.37986
1997,Second Stage of Tertiary Education,West,Protestant,0.35394,330,909,0.32283,0.38504
1997,Second Stage of Tertiary Education,West,Other Christian community,0.02610,31,909,0.01573,0.03646
1997,Second Stage of Tertiary Education,West,Non-denominational,0.25680,231,909,0.22839,0.28522
1997,Second Stage of Tertiary Education,East,Catholic,0.04981,37,831,0.03501,0.06461
1997,Second Stage of Tertiary Education,East,Protestant,0.23152,197,831,0.20282,0.26022
1997,Second Stage of Tertiary Education,East,Non-denominational,0.71200,597,831,0.68120,0.74281
2003,Pre-primary Level,West,Catholic,0.37655,176,420,0.33015,0.42294
2003,Pre-primary Level,West,Protestant,0.35544,181,420,0.30961,0.40128
2003,Pre-primary Level,West,Non-denominational,0.14068,63,420,0.10739,0.17398
2003,Pre-primary Level,East,Protestant,0.20622,33,149,0.14103,0.27140
2003,Pre-primary Level,East,Non-denominational,0.73046,116,149,0.65897,0.80195
2003,Primary Level,West,Catholic,0.31867,81,219,0.25682,0.38053
2003,Primary Level,West,Protestant,0.22157,44,219,0.16644,0.27670
2003,Primary Level,West,Other religious community,0.34039,94,219,0.27749,0.40330
2003,Lower Secondary Level,West,Catholic,0.39855,914,2303,0.37854,0.41855
2003,Lower Secondary Level,West,Protestant,0.37454,786,2303,0.35477,0.39431
2003,Lower Secondary Level,West,Other Christian community,0.02978,113,2303,0.02284,0.03673
2003,Lower Secondary Level,West,Other religious community,0.08832,278,2303,0.07673,0.09992
2003,Lower Secondary Level,West,Non-denominational,0.09930,212,2303,0.08709,0.11152
2003,Lower Secondary Level,East,Protestant,0.29034,115,393,0.24541,0.33528
2003,Lower Secondary Level,East,Non-denominational,0.64096,278,393,0.59347,0.68845
2003,Upper Secondary Level,West,Catholic,0.39022,3273,8227,0.37968,0.40076
2003,Upper Secondary Level,West,Protestant,0.38846,3136,8227,0.37793,0.39899
2003,Upper Secondary Level,West,Other Christian community,0.01955,194,8227,0.01656,0.02254
2003,Upper Secondary Level,West,Other religious community,0.02996,296,8227,0.02628,0.03365
2003,Upper Secondary Level,West,Non-denominational,0.16415,1328,8227,0.15614,0.17215
2003,Upper Secondary Level,East,Catholic,0.03939,128,2775,0.03215,0.04663
2003,Upper Secondary Level,East,Protestant,0.22291,638,2775,0.20742,0.23840
2003,Upper Secondary Level,East,Non-denominational,0.72647,2009,2775,0.70988,0.74306
2003,Post-secondary Non-tertiary Level,West,Catholic,0.34526,343,1008,0.31589,0.37462
2003,Post-secondary Non-tertiary Level,West,Protestant,0.37520,375,1008,0.34530,0.40511
2003,Post-secondary Non-tertiary Level,West,Other Christian community,0.03670,40,1008,0.02508,0.04831
2003,Post-secondary Non-tertiary Level,West,Other religious community,0.03542,44,1008,0.02400,0.04683
2003,Post-secondary Non-tertiary Level,West,Non-denominational,0.20590,206,1008,0.18093,0.23088
2003,Post-secondary Non-tertiary Level,East,Protestant,0.28732,42,134,0.21042,0.36423
2003,Post-secondary Non-tertiary Level,East,Non-denominational,0.66376,92,134,0.58347,0.74405
2003,First Stage of Tertiary Education,West,Catholic,0.39127,497,1229,0.36397,0.41856
2003,First Stage of Tertiary Education,West,Protestant,0.34527,422,1229,0.31868,0.37187
2003,First Stage of Tertiary Education,West,Other Christian community,0.01984,33,1229,0.01204,0.02764
2003,First Stage of Tertiary Education,West,Other religious community,0.02426,32,1229,0.01565,0.03286
2003,First Stage of Tertiary Education,West,Non-denominational,0.20957,245,1229,0.18681,0.23234
2003,First Stage of Tertiary Education,East,Catholic,0.06474,31,447,0.04190,0.08757
2003,First Stage of Tertiary Education,East,Protestant,0.28376,128,447,0.24192,0.32560
2003,First Stage of Tertiary Education,East,Non-denominational,0.63936,288,447,0.59479,0.68392
2003,Second Stage of Tertiary Education,West,Catholic,0.32140,1005,3049,0.30482,0.33798
2003,Second Stage of Tertiary Education,West,Protestant,0.35406,1108,3049,0.33709,0.37104
2003,Second Stage of Tertiary Education,West,Other Christian community,0.03652,74,3049,0.02986,0.04318
2003,Second Stage of Tertiary Education,West,Other religious community,0.02547,67,3049,0.01988,0.03106
2003,Second Stage of Tertiary Education,West,Non-denominational,0.25576,795,3049,0.24027,0.27125
2003,Second Stage of Tertiary Education,East,Catholic,0.03734,51,1286,0.02697,0.04770
2003,Second Stage of Tertiary Education,East,Protestant,0.21727,278,1286,0.19472,0.23982
2003,Second Stage of Tertiary Education,East,Non-denominational,0.74019,957,1286,0.71622,0.76417
2007,Pre-primary Level,West,Catholic,0.17188,93,213,0.12110,0.22267
2007,Pre-primary Level,West,Protestant,0.22221,120,213,0.16625,0.27817
2007,Pre-primary Level,East,Non-denominational,0.35635,60,60,0.23415,0.47856
2007,Primary Level,West,Catholic,0.27292,56,156,0.20279,0.34305
2007,Primary Level,West,Protestant,0.22971,39,156,0.16349,0.29593
2007,Primary Level,West,Islamic community,0.31249,61,156,0.23952,0.38546
2007,Lower Secondary Level,West,Catholic,0.35898,700,1866,0.33721,0.38076
2007,Lower Secondary Level,West,Protestant,0.36230,685,1866,0.34048,0.38411
2007,Lower Secondary Level,West,Other Christian community,0.04011,82,1866,0.03120,0.04901
2007,Lower Secondary Level,West,Islamic community,0.09570,205,1866,0.08235,0.10905
2007,Lower Secondary Level,West,Non-denominational,0.11636,194,1866,0.10181,0.13091
2007,Lower Secondary Level,East,Protestant,0.25307,88,315,0.20498,0.30116
2007,Lower Secondary Level,East,Non-denominational,0.68659,227,315,0.63528,0.73790
2007,Upper Secondary Level,West,Catholic,0.38037,2963,7668,0.36950,0.39124
2007,Upper Secondary Level,West,Protestant,0.37946,2996,7668,0.36859,0.39032
2007,Upper Secondary Level,West,Other Christian community,0.02418,200,7668,0.02074,0.02762
2007,Upper Secondary Level,West,Islamic community,0.03068,209,7668,0.02682,0.03454
2007,Upper Secondary Level,West,Non-denominational,0.18141,1300,7668,0.17279,0.19004
2007,Upper Secondary Level,East,Catholic,0.04122,117,2596,0.03357,0.04887
2007,Upper Secondary Level,East,Protestant,0.23948,661,2596,0.22306,0.25590
2007,Upper Secondary Level,East,Non-denominational,0.70126,1818,2596,0.68365,0.71887
2007,Post-secondary Non-tertiary Level,West,Catholic,0.34357,333,996,0.31406,0.37308
2007,Post-secondary Non-tertiary Level,West,Protestant,0.36552,378,996,0.33560,0.39545
2007,Post-secondary Non-tertiary Level,West,Other Christian community,0.04452,41,996,0.03170,0.05733
2007,Post-secondary Non-tertiary Level,West,Islamic community,0.03009,33,996,0.01947,0.04070
2007,Post-secondary Non-tertiary Level,West,Non-denominational,0.21081,211,996,0.18547,0.23616
2007,Post-secondary Non-tertiary Level,East,Protestant,0.27729,45,156,0.20682,0.34777
2007,Post-secondary Non-tertiary Level,East,Non-denominational,0.62009,111,156,0.54367,0.69650
2007,First Stage of Tertiary Education,West,Catholic,0.38193,451,1102,0.35323,0.41063
2007,First Stage of Tertiary Education,West,Protestant,0.34655,392,1102,0.31844,0.37466
2007,First Stage of Tertiary Education,West,Other Christian community,0.03128,34,1102,0.02100,0.04157
2007,First Stage of Tertiary Education,West,Non-denominational,0.21662,225,1102,0.19229,0.24095
2007,First Stage of Tertiary Education,East,Protestant,0.29992,128,379,0.25372,0.34611
2007,First Stage of Tertiary Education,East,Non-denominational,0.64350,251,379,0.59522,0.69179
2007,Second Stage of Tertiary Education,West,Catholic,0.33649,1031,3069,0.31977,0.35321
2007,Second Stage of Tertiary Education,West,Protestant,0.35114,1139,3069,0.33425,0.36803
2007,Second Stage of Tertiary Education,West,Other Christian community,0.04128,88,3069,0.03424,0.04832
2007,Second Stage of Tertiary Education,West,Islamic community,0.01578,36,3069,0.01137,0.02019
2007,Second Stage of Tertiary Education,West,Non-denominational,0.24604,775,3069,0.23080,0.26129
2007,Second Stage of Tertiary Education,East,Catholic,0.04781,71,1283,0.03613,0.05949
2007,Second Stage of Tertiary Education,East,Protestant,0.22036,283,1283,0.19767,0.24304
2007,Second Stage of Tertiary Education,East,Non-denominational,0.71534,929,1283,0.69063,0.74004
2011,Pre-primary Level,West,Catholic,0.15370,112,294,0.11240,0.19499
2011,Pre-primary Level,West,Protestant,0.24166,146,294,0.19265,0.29068
2011,Pre-primary Level,West,Non-denominational,0.05865,36,294,0.03175,0.08556
2011,Primary Level,West,Catholic,0.29186,73,208,0.22992,0.35379
2011,Primary Level,West,Protestant,0.16835,59,208,0.11738,0.21933
2011,Primary Level,West,Islamic community,0.19210,44,208,0.13843,0.24576
2011,Primary Level,West,Non-denominational,0.14437,32,208,0.09649,0.19225
2011,Lower Secondary Level,West,Catholic,0.35230,766,1941,0.33104,0.37356
2011,Lower Secondary Level,West,Protestant,0.34028,758,1941,0.31920,0.36137
2011,Lower Secondary Level,West,Other Christian community,0.03157,66,1941,0.02379,0.03936
2011,Lower Secondary Level,West,Islamic community,0.05527,143,1941,0.04510,0.06544
2011,Lower Secondary Level,West,Non-denominational,0.10894,208,1941,0.09508,0.12281
2011,Lower Secondary Level,East,Protestant,0.22843,77,296,0.18052,0.27634
2011,Lower Secondary Level,East,Non-denominational,0.63277,219,296,0.57776,0.68778
2011,Upper Secondary Level,West,Catholic,0.34266,3144,8306,0.33245,0.35286
2011,Upper Secondary Level,West,Protestant,0.34276,3158,8306,0.33255,0.35296
2011,Upper Secondary Level,West,Other Christian community,0.01860,198,8306,0.01569,0.02150
2011,Upper Secondary Level,West,Islamic community,0.02132,198,8306,0.01822,0.02443
2011,Upper Secondary Level,West,Non-denominational,0.20778,1608,8306,0.19905,0.21650
2011,Upper Secondary Level,East,Catholic,0.03617,121,2722,0.02916,0.04319
2011,Upper Secondary Level,East,Protestant,0.20497,593,2722,0.18980,0.22014
2011,Upper Secondary Level,East,Non-denominational,0.68079,2008,2722,0.66328,0.69831
2011,Post-secondary Non-tertiary Level,West,Catholic,0.26366,372,1138,0.23805,0.28927
2011,Post-secondary Non-tertiary Level,West,Protestant,0.36193,461,1138,0.33400,0.38986
2011,Post-secondary Non-tertiary Level,West,Other Christian community,0.03685,47,1138,0.02590,0.04780
2011,Post-secondary Non-tertiary Level,West,Non-denominational,0.21044,258,1138,0.18674,0.23413
2011,Post-secondary Non-tertiary Level,East,Protestant,0.17697,44,181,0.12122,0.23273
2011,Post-secondary Non-tertiary Level,East,Non-denominational,0.64759,137,181,0.57780,0.71738
2011,First Stage of Tertiary Education,West,Catholic,0.33953,433,1115,0.31172,0.36734
2011,First Stage of Tertiary Education,West,Protestant,0.34038,400,1115,0.31255,0.36820
2011,First Stage of Tertiary Education,West,Other Christian community,0.03222,34,1115,0.02185,0.04259
2011,First Stage of Tertiary Education,West,Non-denominational,0.21970,248,1115,0.19538,0.24401
2011,First Stage of Tertiary Education,East,Protestant,0.30306,123,394,0.25762,0.34850
2011,First Stage of Tertiary Education,East,Non-denominational,0.62602,271,394,0.57818,0.67386
2011,Second Stage of Tertiary Education,West,Catholic,0.29725,1153,3582,0.28228,0.31222
2011,Second Stage of Tertiary Education,West,Protestant,0.31975,1321,3582,0.30447,0.33502
2011,Second Stage of Tertiary Education,West,Other Christian community,0.03060,97,3582,0.02496,0.03624
2011,Second Stage of Tertiary Education,West,Islamic community,0.01254,36,3582,0.00890,0.01619
2011,Second Stage of Tertiary Education,West,Non-denominational,0.25623,975,3582,0.24194,0.27053
2011,Second Stage of Tertiary Education,East,Catholic,0.05377,79,1320,0.04160,0.06594
2011,Second Stage of Tertiary Education,East,Protestant,0.20170,292,1320,0.18004,0.22335
2011,Second Stage of Tertiary Education,East,Non-denominational,0.67914,949,1320,0.65395,0.70433
2015,Pre-primary Level,West,Catholic,0.15297,86,249,0.10817,0.19777
2015,Pre-primary Level,West,Protestant,0.22921,123,249,0.17690,0.28152
2015,Pre-primary Level,West,Non-denominational,0.05342,40,249,0.02543,0.08140
2015,Pre-primary Level,East,Non-denominational,0.39723,38,38,0.23956,0.55490
2015,Primary Level,West,Catholic,0.30231,111,402,0.25736,0.34726
2015,Primary Level,West,Protestant,0.19014,76,402,0.15174,0.22855
2015,Primary Level,West,Islamic community,0.16813,91,402,0.13153,0.20474
2015,Primary Level,West,Non-denominational,0.15794,63,402,0.12225,0.19364
2015,Primary Level,West,Sunni denomination,0.09008,61,402,0.06206,0.11810
2015,Primary Level,East,Non-denominational,0.77834,40,40,0.64798,0.90870
2015,Lower Secondary Level,West,Catholic,0.34812,832,2559,0.32966,0.36658
2015,Lower Secondary Level,West,Protestant,0.31994,761,2559,0.30186,0.33801
2015,Lower Secondary Level,West,Other Christian community,0.02105,78,2559,0.01549,0.02662
2015,Lower Secondary Level,West,Islamic community,0.06168,212,2559,0.05236,0.07100
2015,Lower Secondary Level,West,Other religious community,0.01072,38,2559,0.00673,0.01471
2015,Lower Secondary Level,West,Non-denominational,0.14975,395,2559,0.13592,0.16358
2015,Lower Secondary Level,West,Christian orthodox,0.01080,98,2559,0.00680,0.01481
2015,Lower Secondary Level,West,Sunni denomination,0.03937,145,2559,0.03184,0.04691
2015,Lower Secondary Level,East,Protestant,0.16517,59,319,0.12435,0.20598
2015,Lower Secondary Level,East,Non-denominational,0.73882,260,319,0.69054,0.78710
2015,Upper Secondary Level,West,Catholic,0.35150,3361,9329,0.34181,0.36119
2015,Upper Secondary Level,West,Protestant,0.34214,3107,9329,0.33251,0.35177
2015,Upper Secondary Level,West,Other Christian community,0.02133,254,9329,0.01840,0.02426
2015,Upper Secondary Level,West,Islamic community,0.01956,259,9329,0.01675,0.02237
2015,Upper Secondary Level,West,Other religious community,0.00237,46,9329,0.00138,0.00335
2015,Upper Secondary Level,West,Non-denominational,0.23351,1957,9329,0.22492,0.24209
2015,Upper Secondary Level,West,Christian orthodox,0.00548,191,9329,0.00398,0.00698
2015,Upper Secondary Level,West,Sunni denomination,0.01167,154,9329,0.00949,0.01385
2015,Upper Secondary Level,East,Catholic,0.03486,134,2681,0.02792,0.04181
2015,Upper Secondary Level,East,Protestant,0.19753,536,2681,0.18245,0.21260
2015,Upper Secondary Level,East,Non-denominational,0.74479,2011,2681,0.72829,0.76130
2015,Post-secondary Non-tertiary Level,West,Catholic,0.31456,613,1843,0.29335,0.33576
2015,Post-secondary Non-tertiary Level,West,Protestant,0.33201,530,1843,0.31051,0.35352
2015,Post-secondary Non-tertiary Level,West,Other Christian community,0.03294,55,1843,0.02479,0.04109
2015,Post-secondary Non-tertiary Level,West,Islamic community,0.01628,43,1843,0.01050,0.02206
2015,Post-secondary Non-tertiary Level,West,Non-denominational,0.25471,442,1843,0.23481,0.27460
2015,Post-secondary Non-tertiary Level,West,Christian orthodox,0.01670,105,1843,0.01085,0.02255
2015,Post-secondary Non-tertiary Level,West,Sunni denomination,0.02260,55,1843,0.01581,0.02938
2015,Post-secondary Non-tertiary Level,East,Protestant,0.15530,51,250,0.11032,0.20029
2015,Post-secondary Non-tertiary Level,East,Non-denominational,0.75424,199,250,0.70077,0.80772
2015,First Stage of Tertiary Education,West,Catholic,0.36070,429,1099,0.33230,0.38911
2015,First Stage of Tertiary Education,West,Protestant,0.34410,382,1099,0.31600,0.37220
2015,First Stage of Tertiary Education,West,Other Christian community,0.02942,33,1099,0.01943,0.03942
2015,First Stage of Tertiary Education,West,Non-denominational,0.23718,255,1099,0.21202,0.26233
2015,First Stage of Tertiary Education,East,Protestant,0.28000,107,374,0.23443,0.32556
2015,First Stage of Tertiary Education,East,Non-denominational,0.68109,267,374,0.63379,0.72839
2015,Second Stage of Tertiary Education,West,Catholic,0.32394,1542,4955,0.31091,0.33698
2015,Second Stage of Tertiary Education,West,Protestant,0.31839,1457,4955,0.30541,0.33136
2015,Second Stage of Tertiary Education,West,Other Christian community,0.02366,135,4955,0.01943,0.02789
2015,Second Stage of Tertiary Education,West,Islamic community,0.00617,45,4955,0.00399,0.00835
2015,Second Stage of Tertiary Education,West,Other religious community,0.00627,42,4955,0.00407,0.00847
2015,Second Stage of Tertiary Education,West,Non-denominational,0.29273,1459,4955,0.28006,0.30540
2015,Second Stage of Tertiary Education,West,Christian orthodox,0.01169,205,4955,0.00870,0.01469
2015,Second Stage of Tertiary Education,West,Sunni denomination,0.00784,70,4955,0.00538,0.01029
2015,Second Stage of Tertiary Education,East,Catholic,0.05479,95,1360,0.04269,0.06689
2015,Second Stage of Tertiary Education,East,Protestant,0.20678,309,1360,0.18525,0.22831
2015,Second Stage of Tertiary Education,East,Non-denominational,0.70366,956,1360,0.67939,0.72794
2019,Pre-primary Level,West,Catholic,0.18149,75,215,0.12985,0.23313
2019,Pre-primary Level,West,Protestant,0.16202,88,215,0.11265,0.21139
2019,Pre-primary Level,West,Non-denominational,0.12988,52,215,0.08484,0.17492
2019,Pre-primary Level,East,Non-denominational,0.45534,37,37,0.29266,0.61802
2019,Primary Level,West,Catholic,0.18226,89,1393,0.16198,0.20254
2019,Primary Level,West,Protestant,0.11887,60,1393,0.10187,0.13588
2019,Primary Level,West,Islamic community,0.06736,82,1393,0.05419,0.08053
2019,Primary Level,West,Other religious community,0.05147,211,1393,0.03986,0.06308
2019,Primary Level,West,Non-denominational,0.14480,95,1393,0.12631,0.16328
2019,Primary Level,West,Christian orthodox,0.06739,59,1393,0.05422,0.08056
2019,Primary Level,West,Shiite denomination,0.02911,85,1393,0.02028,0.03795
2019,Primary Level,West,Sunni denomination,0.30147,712,1393,0.27736,0.32558
2019,Primary Level,East,Non-denominational,0.59609,38,152,0.51783,0.67436
2019,Primary Level,East,Sunni denomination,0.12885,114,152,0.07541,0.18229
2019,Lower Secondary Level,West,Catholic,0.30501,620,2552,0.28714,0.32287
2019,Lower Secondary Level,West,Protestant,0.29788,633,2552,0.28013,0.31562
2019,Lower Secondary Level,West,Islamic community,0.03313,114,2552,0.02619,0.04008
2019,Lower Secondary Level,West,Other religious community,0.01307,82,2552,0.00866,0.01748
2019,Lower Secondary Level,West,Non-denominational,0.18630,433,2552,0.17119,0.20141
2019,Lower Secondary Level,West,Christian orthodox,0.02678,111,2552,0.02051,0.03304
2019,Lower Secondary Level,West,Shiite denomination,0.00566,32,2552,0.00275,0.00857
2019,Lower Secondary Level,West,Sunni denomination,0.07856,527,2552,0.06812,0.08900
2019,Lower Secondary Level,East,Protestant,0.12218,49,404,0.09020,0.15415
2019,Lower Secondary Level,East,Non-denominational,0.72757,287,404,0.68411,0.77104
2019,Lower Secondary Level,East,Sunni denomination,0.02378,68,404,0.00890,0.03865
2019,Upper Secondary Level,West,Catholic,0.32547,2869,8898,0.31574,0.33521
2019,Upper Secondary Level,West,Protestant,0.32624,2768,8898,0.31650,0.33598
2019,Upper Secondary Level,West,Other Christian community,0.01970,160,8898,0.01681,0.02259
2019,Upper Secondary Level,West,Islamic community,0.00919,97,8898,0.00721,0.01117
2019,Upper Secondary Level,West,Other religious community,0.00233,50,8898,0.00133,0.00333
2019,Upper Secondary Level,West,Non-denominational,0.26839,2257,8898,0.25919,0.27760
2019,Upper Secondary Level,West,Christian orthodox,0.01087,166,8898,0.00872,0.01303
2019,Upper Secondary Level,West,Shiite denomination,0.00349,39,8898,0.00226,0.00471
2019,Upper Secondary Level,West,Sunni denomination,0.02737,492,8898,0.02398,0.03076
2019,Upper Secondary Level,East,Catholic,0.03211,109,2620,0.02536,0.03886
2019,Upper Secondary Level,East,Protestant,0.15795,445,2620,0.14399,0.17192
2019,Upper Secondary Level,East,Non-denominational,0.78968,2005,2620,0.77407,0.80529
2019,Upper Secondary Level,East,Sunni denomination,0.00164,61,2620,0.00009,0.00320
2019,Post-secondary Non-tertiary Level,West,Catholic,0.31006,568,1855,0.28901,0.33111
2019,Post-secondary Non-tertiary Level,West,Protestant,0.30032,554,1855,0.27946,0.32119
2019,Post-secondary Non-tertiary Level,West,Other Christian community,0.01647,38,1855,0.01067,0.02226
2019,Post-secondary Non-tertiary Level,West,Non-denominational,0.26945,521,1855,0.24926,0.28965
2019,Post-secondary Non-tertiary Level,West,Christian orthodox,0.03692,78,1855,0.02834,0.04551
2019,Post-secondary Non-tertiary Level,West,Sunni denomination,0.03687,96,1855,0.02829,0.04545
2019,Post-secondary Non-tertiary Level,East,Protestant,0.20913,56,302,0.16319,0.25508
2019,Post-secondary Non-tertiary Level,East,Non-denominational,0.72775,246,302,0.67747,0.77804
2019,First Stage of Tertiary Education,West,Catholic,0.35216,438,1176,0.32485,0.37947
2019,First Stage of Tertiary Education,West,Protestant,0.34080,396,1176,0.31370,0.36790
2019,First Stage of Tertiary Education,West,Non-denominational,0.26950,342,1176,0.24413,0.29487
2019,First Stage of Tertiary Education,East,Protestant,0.31028,124,414,0.26567,0.35490
2019,First Stage of Tertiary Education,East,Non-denominational,0.65295,290,414,0.60704,0.69887
2019,Second Stage of Tertiary Education,West,Catholic,0.28708,1534,5822,0.27546,0.29871
2019,Second Stage of Tertiary Education,West,Protestant,0.29782,1636,5822,0.28607,0.30957
2019,Second Stage of Tertiary Education,West,Other Christian community,0.01649,92,5822,0.01321,0.01976
2019,Second Stage of Tertiary Education,West,Islamic community,0.00252,51,5822,0.00123,0.00381
2019,Second Stage of Tertiary Education,West,Other religious community,0.00403,44,5822,0.00240,0.00565
2019,Second Stage of Tertiary Education,West,Non-denominational,0.35146,1918,5822,0.33919,0.36372
2019,Second Stage of Tertiary Education,West,Christian orthodox,0.02276,176,5822,0.01892,0.02659
2019,Second Stage of Tertiary Education,West,Sunni denomination,0.01349,371,5822,0.01053,0.01645
2019,Second Stage of Tertiary Education,East,Catholic,0.05520,102,1618,0.04407,0.06633
2019,Second Stage of Tertiary Education,East,Protestant,0.22096,357,1618,0.20074,0.24118
