"plh0258_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Islamische Religionsgemeinschaft","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","77","0.0338930211587639","0.0209683841717955","0.0468176581457323"
"Islamische Religionsgemeinschaft","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Konfessionslos","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Konfessionslos","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Konfessionslos","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","323","0.0682649983419502","0.0615164793388313","0.0750135173450691"
"Konfessionslos","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","966","0.546804889307412","0.522979480443749","0.570630298171075"
"Konfessionslos","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","169","0.116502527762191","0.100884474001514","0.132120581522868"
"Konfessionslos","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1077","0.687071416554435","0.664113252729204","0.710029580379666"
"Konfessionslos","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","88","0.145574100193311","0.120384001889253","0.170764198497369"
"Konfessionslos","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","99","0.788034597039487","0.717232154684193","0.858837039394782"
"Konfessionslos","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","123","0.1820809467124","0.153451840242245","0.210710053182554"
"Konfessionslos","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","711","0.711510544588036","0.683345493643817","0.739675595532255"
"Christlich orthodox","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","86","0.0375853442776309","0.0247995118439843","0.0503711767112775"
"Christlich orthodox","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","165","0.00477352926487177","0.00292917653892807","0.00661788199081547"
"Christlich orthodox","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1990","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1990","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1990","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1990","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1990","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1990","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1990","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1990","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1990","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1990","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","86","0.0615774502162415","0.049456799749843","0.0736981006826401"
"Katholisch","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","78","0.0559112120372072","0.0442533327808152","0.0675690912935991"
"Katholisch","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36","0.0390282153259902","0.0267327121840431","0.0513237184679372"
"Evangelisch","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Evangelisch","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","498","0.356770530321997","0.332616293917126","0.380924766726867"
"Evangelisch","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","347","0.23245002440119","0.211017081418865","0.253882967383516"
"Evangelisch","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Evangelisch","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","226","0.236621640821101","0.209638108966704","0.263605172675499"
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Konfessionslos","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Konfessionslos","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","35","0.667152217164961","0.541466330828779","0.792838103501143"
"Konfessionslos","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Konfessionslos","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","916","0.573378936628926","0.548441151809601","0.59831672144825"
"Konfessionslos","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Konfessionslos","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1057","0.705511674023439","0.682383048564901","0.728640299481977"
"Konfessionslos","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Konfessionslos","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","81","0.728537607915229","0.647258300479653","0.809816915350806"
"Konfessionslos","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Konfessionslos","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","684","0.718326772895849","0.689768269001376","0.746885276790322"
"Christlich orthodox","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Christlich orthodox","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Christlich orthodox","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Sunnitische Rel.gemeinschaft","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Alevitische Rel.gemeinschaft","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1991","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1991","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1991","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1991","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1991","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1991","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1991","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1991","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Mehrfachnennung","1991","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Mehrfachnennung","1991","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Katholisch","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Katholisch","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Evangelisch","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Evangelisch","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Evangelisch","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Evangelisch","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Evangelisch","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Evangelisch","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Andere christlische Religionsgemeinschaft","1992","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1992","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1992","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Islamische Religionsgemeinschaft","1992","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
