year,pgisced97,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Lower Secondary Level,male,Other religious community,0.10056,156,815,0.07990,0.12122
1997,Lower Secondary Level,male,Non-denominational,0.18226,175,815,0.15574,0.20879
1997,Lower Secondary Level,female,Catholic,0.40029,559,1494,0.37544,0.42514
1997,Lower Secondary Level,female,Protestant,0.42195,520,1494,0.39690,0.44700
1997,Lower Secondary Level,female,Other Christian community,0.02332,68,1494,0.01566,0.03097
1997,Lower Secondary Level,female,Other religious community,0.03976,134,1494,0.02985,0.04967
1997,Lower Secondary Level,female,Non-denominational,0.11349,213,1494,0.09740,0.12958
1997,Upper Secondary Level,male,Catholic,0.32702,965,3212,0.31079,0.34324
1997,Upper Secondary Level,male,Protestant,0.34562,949,3212,0.32917,0.36207
1997,Upper Secondary Level,male,Other Christian community,0.01614,93,3212,0.01178,0.02050
1997,Upper Secondary Level,male,Other religious community,0.02293,153,3212,0.01776,0.02811
1997,Upper Secondary Level,male,Non-denominational,0.28477,1052,3212,0.26916,0.30038
1997,Upper Secondary Level,female,Catholic,0.31932,921,3227,0.30323,0.33541
1997,Upper Secondary Level,female,Protestant,0.39401,1122,3227,0.37715,0.41087
1997,Upper Secondary Level,female,Other Christian community,0.01777,87,3227,0.01321,0.02233
1997,Upper Secondary Level,female,Other religious community,0.01552,96,3227,0.01125,0.01978
1997,Upper Secondary Level,female,Non-denominational,0.25100,1001,3227,0.23604,0.26596
1997,Post-secondary Non-tertiary Level,male,Catholic,0.35859,82,205,0.29278,0.42440
1997,Post-secondary Non-tertiary Level,male,Protestant,0.33632,65,205,0.27149,0.40115
1997,Post-secondary Non-tertiary Level,male,Non-denominational,0.20829,58,205,0.15257,0.26402
1997,Post-secondary Non-tertiary Level,female,Catholic,0.34090,69,192,0.27368,0.40813
1997,Post-secondary Non-tertiary Level,female,Protestant,0.36735,68,192,0.29898,0.43572
1997,Post-secondary Non-tertiary Level,female,Non-denominational,0.22070,55,192,0.16188,0.27951
1997,First Stage of Tertiary Education,male,Catholic,0.26712,117,458,0.22656,0.30769
1997,First Stage of Tertiary Education,male,Protestant,0.33225,152,458,0.28906,0.37543
1997,First Stage of Tertiary Education,male,Non-denominational,0.38112,189,458,0.33659,0.42564
1997,First Stage of Tertiary Education,female,Catholic,0.39693,112,266,0.33803,0.45584
1997,First Stage of Tertiary Education,female,Protestant,0.38321,99,266,0.32467,0.44174
1997,First Stage of Tertiary Education,female,Non-denominational,0.17387,55,266,0.12824,0.21951
1997,Second Stage of Tertiary Education,male,Catholic,0.27123,221,936,0.24273,0.29973
1997,Second Stage of Tertiary Education,male,Protestant,0.31019,285,936,0.28054,0.33984
1997,Second Stage of Tertiary Education,male,Non-denominational,0.39285,430,936,0.36154,0.42415
1997,Second Stage of Tertiary Education,female,Catholic,0.23154,133,773,0.20178,0.26129
1997,Second Stage of Tertiary Education,female,Protestant,0.32347,242,773,0.29047,0.35647
1997,Second Stage of Tertiary Education,female,Non-denominational,0.40915,398,773,0.37447,0.44384
2003,No answer / don't know,male,Protestant,0.34051,37,82,0.23731,0.44371
2003,No answer / don't know,male,Non-denominational,0.34463,45,82,0.24113,0.44813
2003,No answer / don't know,female,Protestant,0.35608,43,80,0.25049,0.46168
2003,No answer / don't know,female,Non-denominational,0.31180,37,80,0.20965,0.41395
2003,Pre-primary Level,male,Catholic,0.29267,89,281,0.23938,0.34597
2003,Pre-primary Level,male,Protestant,0.35517,107,281,0.29912,0.41123
2003,Pre-primary Level,male,Non-denominational,0.23951,85,281,0.18952,0.28950
2003,Pre-primary Level,female,Catholic,0.32945,97,298,0.27600,0.38291
2003,Pre-primary Level,female,Protestant,0.29586,107,298,0.24395,0.34777
2003,Pre-primary Level,female,Non-denominational,0.30373,94,298,0.25143,0.35603
2003,Primary Level,male,Catholic,0.33117,39,39,0.18153,0.48080
2003,Primary Level,female,Catholic,0.28652,42,140,0.21136,0.36169
2003,Primary Level,female,Protestant,0.21866,31,140,0.14994,0.28738
2003,Primary Level,female,Other religious community,0.37444,67,140,0.29399,0.45490
2003,Lower Secondary Level,male,Catholic,0.34640,293,897,0.31524,0.37756
2003,Lower Secondary Level,male,Protestant,0.30068,233,897,0.27066,0.33071
2003,Lower Secondary Level,male,Other Christian community,0.03029,43,897,0.01907,0.04152
2003,Lower Secondary Level,male,Other religious community,0.11866,126,897,0.09749,0.13984
2003,Lower Secondary Level,male,Non-denominational,0.20396,202,897,0.17758,0.23035
2003,Lower Secondary Level,female,Catholic,0.36625,632,1815,0.34408,0.38842
2003,Lower Secondary Level,female,Protestant,0.39875,668,1815,0.37622,0.42128
2003,Lower Secondary Level,female,Other Christian community,0.02648,73,1815,0.01909,0.03387
2003,Lower Secondary Level,female,Other religious community,0.06378,154,1815,0.05253,0.07502
2003,Lower Secondary Level,female,Non-denominational,0.14474,288,1815,0.12855,0.16093
2003,Upper Secondary Level,male,Catholic,0.30974,1584,5279,0.29726,0.32221
2003,Upper Secondary Level,male,Protestant,0.32310,1626,5279,0.31048,0.33571
2003,Upper Secondary Level,male,Other Christian community,0.01776,111,5279,0.01420,0.02133
2003,Upper Secondary Level,male,Other religious community,0.03196,179,5279,0.02721,0.03670
2003,Upper Secondary Level,male,Non-denominational,0.31745,1779,5279,0.30489,0.33001
2003,Upper Secondary Level,female,Catholic,0.33482,1817,5739,0.32261,0.34703
2003,Upper Secondary Level,female,Protestant,0.39189,2148,5739,0.37926,0.40453
2003,Upper Secondary Level,female,Other Christian community,0.01523,93,5739,0.01206,0.01840
2003,Upper Secondary Level,female,Other religious community,0.01755,123,5739,0.01415,0.02095
2003,Upper Secondary Level,female,Non-denominational,0.24051,1558,5739,0.22945,0.25156
2003,Post-secondary Non-tertiary Level,male,Catholic,0.31141,143,436,0.26790,0.35493
2003,Post-secondary Non-tertiary Level,male,Protestant,0.33295,158,436,0.28866,0.37723
2003,Post-secondary Non-tertiary Level,male,Non-denominational,0.27046,135,436,0.22871,0.31220
2003,Post-secondary Non-tertiary Level,female,Catholic,0.32981,208,630,0.29307,0.36656
2003,Post-secondary Non-tertiary Level,female,Protestant,0.39621,259,630,0.35799,0.43444
2003,Post-secondary Non-tertiary Level,female,Non-denominational,0.22211,163,630,0.18963,0.25460
2003,First Stage of Tertiary Education,male,Catholic,0.30597,295,940,0.27650,0.33545
2003,First Stage of Tertiary Education,male,Protestant,0.32165,306,940,0.29177,0.35153
2003,First Stage of Tertiary Education,male,Non-denominational,0.33511,339,940,0.30492,0.36530
2003,First Stage of Tertiary Education,female,Catholic,0.34992,233,671,0.31381,0.38604
2003,First Stage of Tertiary Education,female,Protestant,0.35376,244,671,0.31755,0.38996
2003,First Stage of Tertiary Education,female,Non-denominational,0.25838,194,671,0.22524,0.29153
2003,Second Stage of Tertiary Education,male,Catholic,0.25516,612,2450,0.23790,0.27243
2003,Second Stage of Tertiary Education,male,Protestant,0.32738,789,2450,0.30879,0.34597
2003,Second Stage of Tertiary Education,male,Other Christian community,0.02157,38,2450,0.01581,0.02732
2003,Second Stage of Tertiary Education,male,Other religious community,0.01990,42,2450,0.01437,0.02543
2003,Second Stage of Tertiary Education,male,Non-denominational,0.37599,969,2450,0.35681,0.39518
2003,Second Stage of Tertiary Education,female,Catholic,0.24563,444,1866,0.22609,0.26516
2003,Second Stage of Tertiary Education,female,Protestant,0.31290,597,1866,0.29186,0.33395
2003,Second Stage of Tertiary Education,female,Other Christian community,0.03854,42,1866,0.02981,0.04728
2003,Second Stage of Tertiary Education,female,Non-denominational,0.38478,783,1866,0.36270,0.40686
2007,No answer / don't know,male,Catholic,0.26166,40,139,0.18833,0.33500
2007,No answer / don't know,male,Protestant,0.27049,55,139,0.19637,0.34460
2007,No answer / don't know,male,Non-denominational,0.27210,44,139,0.19784,0.34635
2007,No answer / don't know,female,Catholic,0.27468,46,142,0.20100,0.34835
2007,No answer / don't know,female,Protestant,0.30511,49,142,0.22911,0.38111
2007,No answer / don't know,female,Non-denominational,0.22901,47,142,0.15966,0.29837
2007,Pre-primary Level,male,Catholic,0.24250,38,155,0.17481,0.31020
2007,Pre-primary Level,male,Protestant,0.48491,81,155,0.40597,0.56384
2007,Pre-primary Level,male,Non-denominational,0.16342,36,155,0.10502,0.22181
2007,Pre-primary Level,female,Catholic,0.29182,58,161,0.22138,0.36226
2007,Pre-primary Level,female,Protestant,0.28527,58,161,0.21530,0.35524
2007,Pre-primary Level,female,Non-denominational,0.25382,45,161,0.18638,0.32125
2007,Primary Level,female,Protestant,0.24320,33,77,0.14675,0.33966
2007,Primary Level,female,Islamic community,0.32885,44,77,0.22322,0.43447
2007,Lower Secondary Level,male,Catholic,0.30127,204,659,0.26621,0.33632
2007,Lower Secondary Level,male,Protestant,0.27882,187,659,0.24455,0.31308
2007,Lower Secondary Level,male,Islamic community,0.11944,91,659,0.09466,0.14422
2007,Lower Secondary Level,male,Non-denominational,0.26006,177,659,0.22654,0.29357
2007,Lower Secondary Level,female,Catholic,0.34023,507,1509,0.31632,0.36415
2007,Lower Secondary Level,female,Protestant,0.39333,586,1509,0.36868,0.41799
2007,Lower Secondary Level,female,Other Christian community,0.03926,58,1509,0.02945,0.04906
2007,Lower Secondary Level,female,Islamic community,0.07100,114,1509,0.05804,0.08397
2007,Lower Secondary Level,female,Non-denominational,0.15484,244,1509,0.13658,0.17310
2007,Upper Secondary Level,male,Catholic,0.29699,1402,4886,0.28418,0.30980
2007,Upper Secondary Level,male,Protestant,0.32280,1598,4886,0.30968,0.33591
2007,Upper Secondary Level,male,Other Christian community,0.02143,104,4886,0.01737,0.02550
2007,Upper Secondary Level,male,Islamic community,0.03414,133,4886,0.02905,0.03924
2007,Upper Secondary Level,male,Non-denominational,0.32281,1649,4886,0.30970,0.33592
2007,Upper Secondary Level,female,Catholic,0.32918,1678,5394,0.31663,0.34172
2007,Upper Secondary Level,female,Protestant,0.38151,2059,5394,0.36855,0.39448
2007,Upper Secondary Level,female,Other Christian community,0.02012,110,5394,0.01637,0.02387
2007,Upper Secondary Level,female,Islamic community,0.01589,78,5394,0.01255,0.01923
2007,Upper Secondary Level,female,Non-denominational,0.25182,1469,5394,0.24023,0.26340
2007,Post-secondary Non-tertiary Level,male,Catholic,0.31872,135,425,0.27436,0.36307
2007,Post-secondary Non-tertiary Level,male,Protestant,0.32812,157,425,0.28343,0.37282
2007,Post-secondary Non-tertiary Level,male,Non-denominational,0.26673,133,425,0.22464,0.30883
2007,Post-secondary Non-tertiary Level,female,Catholic,0.32073,207,662,0.28514,0.35631
2007,Post-secondary Non-tertiary Level,female,Protestant,0.37861,266,662,0.34164,0.41559
2007,Post-secondary Non-tertiary Level,female,Non-denominational,0.24160,189,662,0.20897,0.27424
2007,First Stage of Tertiary Education,male,Catholic,0.29928,274,870,0.26883,0.32972
2007,First Stage of Tertiary Education,male,Protestant,0.33702,295,870,0.30559,0.36845
2007,First Stage of Tertiary Education,male,Non-denominational,0.32631,301,870,0.29513,0.35748
2007,First Stage of Tertiary Education,female,Catholic,0.33050,202,602,0.29289,0.36811
2007,First Stage of Tertiary Education,female,Protestant,0.33659,225,602,0.29881,0.37437
2007,First Stage of Tertiary Education,female,Non-denominational,0.28287,175,602,0.24686,0.31888
2007,Second Stage of Tertiary Education,male,Catholic,0.27995,625,2370,0.26187,0.29803
2007,Second Stage of Tertiary Education,male,Protestant,0.32007,776,2370,0.30128,0.33885
2007,Second Stage of Tertiary Education,male,Other Christian community,0.02543,49,2370,0.01909,0.03177
2007,Second Stage of Tertiary Education,male,Non-denominational,0.35775,920,2370,0.33845,0.37706
2007,Second Stage of Tertiary Education,female,Catholic,0.25524,477,1957,0.23592,0.27457
2007,Second Stage of Tertiary Education,female,Protestant,0.32312,646,1957,0.30239,0.34385
2007,Second Stage of Tertiary Education,female,Other Christian community,0.04429,50,1957,0.03517,0.05341
2007,Second Stage of Tertiary Education,female,Non-denominational,0.35974,784,1957,0.33847,0.38101
2011,No answer / don't know,male,Catholic,0.29590,47,140,0.22002,0.37178
2011,No answer / don't know,male,Protestant,0.34315,51,140,0.26422,0.42207
2011,No answer / don't know,male,Non-denominational,0.25006,42,140,0.17807,0.32205
2011,No answer / don't know,female,Catholic,0.38144,49,131,0.29794,0.46494
2011,No answer / don't know,female,Protestant,0.28003,39,131,0.20284,0.35721
2011,No answer / don't know,female,Non-denominational,0.22009,43,131,0.14887,0.29131
2011,Pre-primary Level,male,Catholic,0.32171,59,139,0.24377,0.39965
2011,Pre-primary Level,male,Protestant,0.46647,80,139,0.38324,0.54971
2011,Pre-primary Level,female,Catholic,0.25674,56,134,0.18250,0.33098
2011,Pre-primary Level,female,Protestant,0.46895,78,134,0.38413,0.55376
2011,Primary Level,male,Catholic,0.37079,32,32,0.20076,0.54083
2011,Primary Level,female,Catholic,0.26550,42,89,0.17323,0.35776
2011,Primary Level,female,Protestant,0.25987,47,89,0.16824,0.35150
2011,Lower Secondary Level,male,Catholic,0.32015,217,654,0.28437,0.35593
2011,Lower Secondary Level,male,Protestant,0.30507,219,654,0.26975,0.34039
2011,Lower Secondary Level,male,Islamic community,0.06969,53,654,0.05016,0.08922
2011,Lower Secondary Level,male,Non-denominational,0.25585,165,654,0.22239,0.28932
2011,Lower Secondary Level,female,Catholic,0.36927,558,1572,0.34540,0.39313
2011,Lower Secondary Level,female,Protestant,0.39620,616,1572,0.37201,0.42039
2011,Lower Secondary Level,female,Other Christian community,0.03175,46,1572,0.02308,0.04042
2011,Lower Secondary Level,female,Islamic community,0.04725,90,1572,0.03676,0.05775
2011,Lower Secondary Level,female,Non-denominational,0.15097,262,1572,0.13327,0.16868
2011,Upper Secondary Level,male,Catholic,0.29102,1446,5063,0.27851,0.30353
2011,Upper Secondary Level,male,Protestant,0.30487,1580,5063,0.29219,0.31755
2011,Upper Secondary Level,male,Other Christian community,0.01804,97,5063,0.01437,0.02170
2011,Upper Secondary Level,male,Islamic community,0.02262,114,5063,0.01852,0.02672
2011,Upper Secondary Level,male,Non-denominational,0.35987,1826,5063,0.34665,0.37309
2011,Upper Secondary Level,female,Catholic,0.31094,1819,5989,0.29921,0.32266
2011,Upper Secondary Level,female,Protestant,0.36783,2171,5989,0.35562,0.38005
2011,Upper Secondary Level,female,Other Christian community,0.01745,124,5989,0.01413,0.02076
2011,Upper Secondary Level,female,Islamic community,0.01420,85,5989,0.01120,0.01720
2011,Upper Secondary Level,female,Non-denominational,0.28813,1790,5989,0.27666,0.29961
2011,Post-secondary Non-tertiary Level,male,Catholic,0.28905,145,442,0.24674,0.33136
2011,Post-secondary Non-tertiary Level,male,Protestant,0.33920,164,442,0.29502,0.38339
2011,Post-secondary Non-tertiary Level,male,Non-denominational,0.29292,133,442,0.25045,0.33540
2011,Post-secondary Non-tertiary Level,female,Catholic,0.24980,238,841,0.22053,0.27908
2011,Post-secondary Non-tertiary Level,female,Protestant,0.41106,341,841,0.37778,0.44433
2011,Post-secondary Non-tertiary Level,female,Non-denominational,0.29026,262,841,0.25957,0.32096
2011,First Stage of Tertiary Education,male,Catholic,0.28898,288,927,0.25978,0.31817
2011,First Stage of Tertiary Education,male,Protestant,0.35562,316,927,0.32478,0.38645
2011,First Stage of Tertiary Education,male,Non-denominational,0.32756,323,927,0.29733,0.35778
2011,First Stage of Tertiary Education,female,Catholic,0.27916,159,562,0.24204,0.31628
2011,First Stage of Tertiary Education,female,Protestant,0.34240,207,562,0.30313,0.38166
2011,First Stage of Tertiary Education,female,Non-denominational,0.32692,196,562,0.28811,0.36574
2011,Second Stage of Tertiary Education,male,Catholic,0.26974,675,2605,0.25269,0.28678
2011,Second Stage of Tertiary Education,male,Protestant,0.31959,837,2605,0.30168,0.33750
2011,Second Stage of Tertiary Education,male,Other Christian community,0.01796,48,2605,0.01286,0.02307
2011,Second Stage of Tertiary Education,male,Non-denominational,0.38066,1045,2605,0.36201,0.39931
2011,Second Stage of Tertiary Education,female,Catholic,0.26286,557,2271,0.24475,0.28097
2011,Second Stage of Tertiary Education,female,Protestant,0.31904,776,2271,0.29986,0.33821
2011,Second Stage of Tertiary Education,female,Other Christian community,0.04027,59,2271,0.03218,0.04835
2011,Second Stage of Tertiary Education,female,Non-denominational,0.36349,879,2271,0.34370,0.38328
2015,No answer / don't know,male,Catholic,0.28406,95,265,0.22966,0.33846
2015,No answer / don't know,male,Protestant,0.32114,86,265,0.26482,0.37747
2015,No answer / don't know,male,Non-denominational,0.24853,84,265,0.19640,0.30066
2015,No answer / don't know,female,Catholic,0.26714,84,242,0.21128,0.32301
2015,No answer / don't know,female,Protestant,0.37881,92,242,0.31756,0.44005
2015,No answer / don't know,female,Non-denominational,0.21504,66,242,0.16317,0.26691
2015,Pre-primary Level,male,Catholic,0.28300,38,136,0.20701,0.35899
2015,Pre-primary Level,male,Protestant,0.40060,64,136,0.31794,0.48326
2015,Pre-primary Level,male,Non-denominational,0.12123,34,136,0.06617,0.17629
2015,Pre-primary Level,female,Catholic,0.21899,49,164,0.15550,0.28248
2015,Pre-primary Level,female,Protestant,0.38108,71,164,0.30652,0.45564
2015,Pre-primary Level,female,Non-denominational,0.24210,44,164,0.17634,0.30786
2015,Primary Level,male,Catholic,0.31455,51,133,0.23534,0.39377
2015,Primary Level,male,Islamic community,0.16891,42,133,0.10500,0.23283
2015,Primary Level,male,Non-denominational,0.22347,40,133,0.15240,0.29453
2015,Primary Level,female,Catholic,0.24856,61,268,0.19672,0.30040
2015,Primary Level,female,Protestant,0.21777,54,268,0.16826,0.26728
2015,Primary Level,female,Islamic community,0.14510,52,268,0.10286,0.18735
2015,Primary Level,female,Non-denominational,0.21511,63,268,0.16582,0.26439
2015,Primary Level,female,Sunni denomination,0.09107,38,268,0.05656,0.12558
2015,Lower Secondary Level,male,Catholic,0.29462,318,1133,0.26807,0.32118
2015,Lower Secondary Level,male,Protestant,0.23274,262,1133,0.20812,0.25736
2015,Lower Secondary Level,male,Other Christian community,0.02225,35,1133,0.01366,0.03084
2015,Lower Secondary Level,male,Islamic community,0.08077,104,1133,0.06490,0.09664
2015,Lower Secondary Level,male,Non-denominational,0.28253,297,1133,0.25630,0.30876
2015,Lower Secondary Level,male,Christian orthodox,0.01309,48,1133,0.00647,0.01971
2015,Lower Secondary Level,male,Sunni denomination,0.05048,69,1133,0.03773,0.06323
2015,Lower Secondary Level,female,Catholic,0.34141,529,1741,0.31913,0.36369
2015,Lower Secondary Level,female,Protestant,0.36483,558,1741,0.34221,0.38745
2015,Lower Secondary Level,female,Other Christian community,0.02084,52,1741,0.01413,0.02755
2015,Lower Secondary Level,female,Islamic community,0.04124,113,1741,0.03190,0.05059
2015,Lower Secondary Level,female,Non-denominational,0.18356,358,1741,0.16537,0.20175
2015,Lower Secondary Level,female,Christian orthodox,0.00798,53,1741,0.00380,0.01216
2015,Lower Secondary Level,female,Sunni denomination,0.02706,78,1741,0.01944,0.03468
2015,Upper Secondary Level,male,Catholic,0.27511,1504,5396,0.26319,0.28702
2015,Upper Secondary Level,male,Protestant,0.28693,1496,5396,0.27486,0.29900
2015,Upper Secondary Level,male,Other Christian community,0.01840,115,5396,0.01481,0.02198
2015,Upper Secondary Level,male,Islamic community,0.02035,138,5396,0.01659,0.02412
2015,Upper Secondary Level,male,Non-denominational,0.37891,1953,5396,0.36597,0.39186
2015,Upper Secondary Level,male,Christian orthodox,0.00550,111,5396,0.00353,0.00747
2015,Upper Secondary Level,male,Sunni denomination,0.01018,79,5396,0.00750,0.01286
2015,Upper Secondary Level,female,Catholic,0.30740,1991,6612,0.29628,0.31852
2015,Upper Secondary Level,female,Protestant,0.34402,2147,6612,0.33257,0.35547
2015,Upper Secondary Level,female,Other Christian community,0.01863,156,6612,0.01537,0.02189
2015,Upper Secondary Level,female,Islamic community,0.01201,126,6612,0.00939,0.01464
2015,Upper Secondary Level,female,Non-denominational,0.30049,2015,6612,0.28944,0.31154
2015,Upper Secondary Level,female,Christian orthodox,0.00472,97,6612,0.00307,0.00637
2015,Upper Secondary Level,female,Sunni denomination,0.00916,80,6612,0.00687,0.01146
2015,Post-secondary Non-tertiary Level,male,Catholic,0.29554,228,756,0.26299,0.32809
2015,Post-secondary Non-tertiary Level,male,Protestant,0.27811,201,756,0.24615,0.31007
2015,Post-secondary Non-tertiary Level,male,Non-denominational,0.33111,248,756,0.29754,0.36468
2015,Post-secondary Non-tertiary Level,male,Christian orthodox,0.01840,47,756,0.00881,0.02798
2015,Post-secondary Non-tertiary Level,male,Sunni denomination,0.02704,32,756,0.01547,0.03862
2015,Post-secondary Non-tertiary Level,female,Catholic,0.27741,406,1282,0.25289,0.30192
2015,Post-secondary Non-tertiary Level,female,Protestant,0.34002,380,1282,0.31408,0.36596
2015,Post-secondary Non-tertiary Level,female,Other Christian community,0.03303,40,1282,0.02325,0.04282
2015,Post-secondary Non-tertiary Level,female,Non-denominational,0.29736,393,1282,0.27233,0.32240
2015,Post-secondary Non-tertiary Level,female,Christian orthodox,0.01336,63,1282,0.00707,0.01965
2015,First Stage of Tertiary Education,male,Catholic,0.28807,292,908,0.25860,0.31754
2015,First Stage of Tertiary Education,male,Protestant,0.32557,283,908,0.29508,0.35607
2015,First Stage of Tertiary Education,male,Non-denominational,0.34884,333,908,0.31782,0.37986
2015,First Stage of Tertiary Education,female,Catholic,0.27477,156,551,0.23746,0.31208
2015,First Stage of Tertiary Education,female,Protestant,0.33945,206,551,0.29988,0.37903
2015,First Stage of Tertiary Education,female,Non-denominational,0.33479,189,551,0.29535,0.37423
2015,Second Stage of Tertiary Education,male,Catholic,0.27865,827,3125,0.26293,0.29438
2015,Second Stage of Tertiary Education,male,Protestant,0.30316,877,3125,0.28704,0.31928
2015,Second Stage of Tertiary Education,male,Other Christian community,0.01657,65,3125,0.01210,0.02105
2015,Second Stage of Tertiary Education,male,Non-denominational,0.37595,1234,3125,0.35897,0.39294
2015,Second Stage of Tertiary Education,male,Christian orthodox,0.00711,80,3125,0.00417,0.01006
2015,Second Stage of Tertiary Education,male,Sunni denomination,0.00809,42,3125,0.00495,0.01124
2015,Second Stage of Tertiary Education,female,Catholic,0.27274,810,3140,0.25716,0.28832
2015,Second Stage of Tertiary Education,female,Protestant,0.29640,889,3140,0.28043,0.31238
