year,bula_h,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Baden-Wuerttemberg,male,Christian orthodox,0.00866,46,893,0.00258,0.01475
1990,Baden-Wuerttemberg,female,Catholic,0.47525,418,864,0.44193,0.50857
1990,Baden-Wuerttemberg,female,Protestant,0.41131,271,864,0.37848,0.44414
1990,Baden-Wuerttemberg,female,Other Christian community,0.03587,46,864,0.02346,0.04828
1990,Baden-Wuerttemberg,female,Islamic community,0.02364,86,864,0.01350,0.03377
1990,Baden-Wuerttemberg,female,Christian orthodox,0.00768,43,864,0.00186,0.01351
1990,Bavaria,male,Catholic,0.61825,452,761,0.58371,0.65279
1990,Bavaria,male,Protestant,0.25746,165,761,0.22637,0.28854
1990,Bavaria,male,Islamic community,0.01856,46,761,0.00897,0.02816
1990,Bavaria,male,Non-denominational,0.08428,57,761,0.06453,0.10403
1990,Bavaria,male,Christian orthodox,0.00928,41,761,0.00246,0.01610
1990,Bavaria,female,Catholic,0.67348,514,747,0.63983,0.70713
1990,Bavaria,female,Protestant,0.24255,152,747,0.21179,0.27330
1990,Bavaria,female,Islamic community,0.01853,47,747,0.00885,0.02821
1990,Bavaria,female,Christian orthodox,0.00614,34,747,0.00053,0.01174
1990,Berlin,male,Protestant,0.31583,67,223,0.25468,0.37698
1990,Berlin,male,Non-denominational,0.52857,156,223,0.46290,0.59423
1990,Berlin,female,Protestant,0.44854,107,264,0.38843,0.50864
1990,Berlin,female,Non-denominational,0.42792,157,264,0.36812,0.48771
1990,Brandenburg,male,Protestant,0.26543,84,343,0.21864,0.31223
1990,Brandenburg,male,Non-denominational,0.69985,259,343,0.65127,0.74842
1990,Brandenburg,female,Protestant,0.36206,119,355,0.31199,0.41212
1990,Brandenburg,female,Non-denominational,0.58961,236,355,0.53836,0.64085
1990,Mecklenburg-Western Pomerania,male,Protestant,0.21835,49,238,0.16575,0.27095
1990,Mecklenburg-Western Pomerania,male,Non-denominational,0.75257,189,238,0.69763,0.80751
1990,Mecklenburg-Western Pomerania,female,Protestant,0.32688,72,249,0.26850,0.38526
1990,Mecklenburg-Western Pomerania,female,Non-denominational,0.63767,177,249,0.57784,0.69749
1990,Saxony,male,Catholic,0.05375,32,617,0.03594,0.07156
1990,Saxony,male,Protestant,0.25803,157,617,0.22347,0.29258
1990,Saxony,male,Non-denominational,0.68217,428,617,0.64540,0.71895
1990,Saxony,female,Catholic,0.05730,35,692,0.03997,0.07462
1990,Saxony,female,Protestant,0.37056,242,692,0.33455,0.40657
1990,Saxony,female,Non-denominational,0.56364,415,692,0.52666,0.60062
1990,Saxony-Anhalt,male,Protestant,0.20223,79,358,0.16057,0.24390
1990,Saxony-Anhalt,male,Non-denominational,0.74250,279,358,0.69714,0.78785
1990,Saxony-Anhalt,female,Protestant,0.31505,127,394,0.26912,0.36098
1990,Saxony-Anhalt,female,Non-denominational,0.61240,267,394,0.56423,0.66057
1990,Thuringa,male,Catholic,0.12901,41,349,0.09379,0.16423
1990,Thuringa,male,Protestant,0.30405,109,349,0.25572,0.35238
1990,Thuringa,male,Non-denominational,0.56576,199,349,0.51368,0.61784
1990,Thuringa,female,Catholic,0.12935,47,391,0.09604,0.16266
1990,Thuringa,female,Protestant,0.37327,141,391,0.32527,0.42127
1990,Thuringa,female,Non-denominational,0.49198,203,391,0.44236,0.54160
1997,Schleswig-Holstein,male,Protestant,0.52897,63,108,0.43439,0.62355
1997,Schleswig-Holstein,male,Non-denominational,0.34679,45,108,0.25661,0.43697
1997,Schleswig-Holstein,female,Protestant,0.73003,97,129,0.65312,0.80694
1997,Schleswig-Holstein,female,Non-denominational,0.23049,32,129,0.15753,0.30345
1997,Hamburg,female,Protestant,0.61177,32,32,0.44021,0.78333
1997,Lower Saxony,male,Catholic,0.13214,77,491,0.10215,0.16212
1997,Lower Saxony,male,Protestant,0.55031,247,491,0.50626,0.59436
1997,Lower Saxony,male,Other religious community,0.03048,36,491,0.01526,0.04570
1997,Lower Saxony,male,Non-denominational,0.27969,131,491,0.23995,0.31944
1997,Lower Saxony,female,Catholic,0.11750,68,508,0.08947,0.14554
1997,Lower Saxony,female,Protestant,0.66996,317,508,0.62902,0.71089
1997,Lower Saxony,female,Other religious community,0.03050,37,508,0.01553,0.04546
1997,Lower Saxony,female,Non-denominational,0.16324,86,508,0.13107,0.19541
1997,North Rhine-Westphalia,male,Catholic,0.44248,494,1189,0.41424,0.47073
1997,North Rhine-Westphalia,male,Protestant,0.30822,312,1189,0.28197,0.33448
1997,North Rhine-Westphalia,male,Other Christian community,0.02745,57,1189,0.01816,0.03675
1997,North Rhine-Westphalia,male,Other religious community,0.05413,145,1189,0.04127,0.06700
1997,North Rhine-Westphalia,male,Non-denominational,0.16691,181,1189,0.14570,0.18811
1997,North Rhine-Westphalia,female,Catholic,0.47949,564,1301,0.45233,0.50665
1997,North Rhine-Westphalia,female,Protestant,0.36208,416,1301,0.33596,0.38821
1997,North Rhine-Westphalia,female,Other Christian community,0.02825,63,1301,0.01924,0.03725
1997,North Rhine-Westphalia,female,Other religious community,0.04420,141,1301,0.03303,0.05537
1997,North Rhine-Westphalia,female,Non-denominational,0.08450,117,1301,0.06938,0.09962
1997,Hesse,male,Catholic,0.28330,129,387,0.23834,0.32825
1997,Hesse,male,Protestant,0.45436,153,387,0.40469,0.50403
1997,Hesse,male,Other religious community,0.06309,47,387,0.03883,0.08734
1997,Hesse,male,Non-denominational,0.16986,58,387,0.13240,0.20732
1997,Hesse,female,Catholic,0.29099,131,404,0.24665,0.33534
1997,Hesse,female,Protestant,0.50634,180,404,0.45753,0.55515
1997,Hesse,female,Other religious community,0.03597,39,404,0.01779,0.05415
1997,Hesse,female,Non-denominational,0.13592,54,404,0.10246,0.16938
1997,"Rhineland-Palatinate, Saarland",male,Catholic,0.55460,181,286,0.49690,0.61230
1997,"Rhineland-Palatinate, Saarland",male,Protestant,0.31113,105,286,0.25738,0.36488
1997,"Rhineland-Palatinate, Saarland",female,Catholic,0.57016,210,322,0.51600,0.62431
1997,"Rhineland-Palatinate, Saarland",female,Protestant,0.30913,112,322,0.25858,0.35969
1997,Baden-Wuerttemberg,male,Catholic,0.44384,355,836,0.41014,0.47754
1997,Baden-Wuerttemberg,male,Protestant,0.33095,207,836,0.29903,0.36287
1997,Baden-Wuerttemberg,male,Other Christian community,0.03414,65,836,0.02182,0.04645
1997,Baden-Wuerttemberg,male,Other religious community,0.05732,132,836,0.04155,0.07309
1997,Baden-Wuerttemberg,male,Non-denominational,0.13254,77,836,0.10954,0.15554
1997,Baden-Wuerttemberg,female,Catholic,0.46597,370,859,0.43259,0.49935
1997,Baden-Wuerttemberg,female,Protestant,0.34345,240,859,0.31168,0.37523
1997,Baden-Wuerttemberg,female,Other Christian community,0.04157,70,859,0.02821,0.05493
1997,Baden-Wuerttemberg,female,Other religious community,0.05026,117,859,0.03564,0.06488
1997,Baden-Wuerttemberg,female,Non-denominational,0.09550,62,859,0.07583,0.11516
1997,Bavaria,male,Catholic,0.57414,443,792,0.53968,0.60860
1997,Bavaria,male,Protestant,0.21801,156,792,0.18924,0.24679
1997,Bavaria,male,Other Christian community,0.02520,38,792,0.01427,0.03612
1997,Bavaria,male,Other religious community,0.03378,48,792,0.02119,0.04637
1997,Bavaria,male,Non-denominational,0.14542,107,792,0.12085,0.16999
1997,Bavaria,female,Catholic,0.61367,494,823,0.58038,0.64695
1997,Bavaria,female,Protestant,0.21960,164,823,0.19130,0.24791
1997,Bavaria,female,Other Christian community,0.03960,37,823,0.02627,0.05294
1997,Bavaria,female,Other religious community,0.03154,51,823,0.01959,0.04349
1997,Bavaria,female,Non-denominational,0.09491,77,823,0.07487,0.11495
1997,Berlin,male,Protestant,0.24522,47,204,0.18604,0.30440
1997,Berlin,male,Non-denominational,0.61523,157,204,0.54830,0.68216
1997,Berlin,female,Protestant,0.36608,76,223,0.30271,0.42945
1997,Berlin,female,Non-denominational,0.47500,147,223,0.40931,0.54070
1997,Brandenburg,male,Protestant,0.17456,47,281,0.13010,0.21902
1997,Brandenburg,male,Non-denominational,0.78967,234,281,0.74193,0.83740
1997,Brandenburg,female,Protestant,0.25198,64,291,0.20201,0.30195
1997,Brandenburg,female,Non-denominational,0.70746,227,291,0.65510,0.75982
1997,Mecklenburg-Western Pomerania,male,Protestant,0.22004,39,185,0.16018,0.27990
1997,Mecklenburg-Western Pomerania,male,Non-denominational,0.72879,146,185,0.66455,0.79303
1997,Mecklenburg-Western Pomerania,female,Protestant,0.30931,52,189,0.24323,0.37538
1997,Mecklenburg-Western Pomerania,female,Non-denominational,0.65100,137,189,0.58286,0.71914
1997,Saxony,male,Protestant,0.27589,130,491,0.23631,0.31547
1997,Saxony,male,Non-denominational,0.65908,361,491,0.61711,0.70105
1997,Saxony,female,Protestant,0.36354,186,544,0.32308,0.40400
1997,Saxony,female,Non-denominational,0.58888,358,544,0.54749,0.63026
1997,Saxony-Anhalt,male,Protestant,0.13855,45,295,0.09906,0.17804
1997,Saxony-Anhalt,male,Non-denominational,0.83081,250,295,0.78795,0.87366
1997,Saxony-Anhalt,female,Protestant,0.22708,78,343,0.18268,0.27148
1997,Saxony-Anhalt,female,Non-denominational,0.74519,265,343,0.69900,0.79137
1997,Thuringa,male,Catholic,0.14157,38,314,0.10295,0.18020
1997,Thuringa,male,Protestant,0.21525,77,314,0.16972,0.26079
1997,Thuringa,male,Non-denominational,0.63997,199,314,0.58679,0.69314
1997,Thuringa,female,Catholic,0.11364,37,340,0.07986,0.14743
1997,Thuringa,female,Protestant,0.30224,109,340,0.25336,0.35113
1997,Thuringa,female,Non-denominational,0.57706,194,340,0.52447,0.62965
2003,Schleswig-Holstein,male,Protestant,0.59242,193,283,0.53507,0.64977
2003,Schleswig-Holstein,male,Non-denominational,0.29998,90,283,0.24649,0.35346
2003,Schleswig-Holstein,female,Protestant,0.70285,240,310,0.65189,0.75381
2003,Schleswig-Holstein,female,Non-denominational,0.18630,70,310,0.14289,0.22972
2003,Hamburg,male,Protestant,0.45197,59,114,0.36021,0.54373
2003,Hamburg,male,Non-denominational,0.41261,55,114,0.32184,0.50338
2003,Hamburg,female,Protestant,0.57731,89,136,0.49398,0.66064
2003,Hamburg,female,Non-denominational,0.30366,47,136,0.22609,0.38123
2003,Lower Saxony,male,Catholic,0.17421,157,892,0.14931,0.19912
2003,Lower Saxony,male,Protestant,0.52812,472,892,0.49534,0.56090
2003,Lower Saxony,male,Other religious community,0.04409,38,892,0.03061,0.05757
2003,Lower Saxony,male,Non-denominational,0.23309,225,892,0.20533,0.26085
2003,Lower Saxony,female,Catholic,0.17613,165,958,0.15200,0.20027
2003,Lower Saxony,female,Protestant,0.61345,600,958,0.58260,0.64430
2003,Lower Saxony,female,Other religious community,0.03323,37,958,0.02188,0.04459
2003,Lower Saxony,female,Non-denominational,0.16137,156,958,0.13806,0.18467
2003,Bremen,male,Protestant,0.45045,31,64,0.32759,0.57331
2003,Bremen,male,Non-denominational,0.36390,33,64,0.24509,0.48270
2003,Bremen,female,Protestant,0.61160,51,51,0.47650,0.74669
2003,North Rhine-Westphalia,male,Catholic,0.42199,928,2241,0.40154,0.44244
2003,North Rhine-Westphalia,male,Protestant,0.29468,683,2241,0.27580,0.31356
2003,North Rhine-Westphalia,male,Other Christian community,0.02074,50,2241,0.01484,0.02664
2003,North Rhine-Westphalia,male,Other religious community,0.06010,150,2241,0.05026,0.06995
2003,North Rhine-Westphalia,male,Non-denominational,0.20249,430,2241,0.18584,0.21913
2003,North Rhine-Westphalia,female,Catholic,0.44635,1023,2377,0.42637,0.46634
2003,North Rhine-Westphalia,female,Protestant,0.35697,848,2377,0.33771,0.37624
2003,North Rhine-Westphalia,female,Other Christian community,0.02011,54,2377,0.01446,0.02575
2003,North Rhine-Westphalia,female,Other religious community,0.05036,149,2377,0.04157,0.05916
2003,North Rhine-Westphalia,female,Non-denominational,0.12620,303,2377,0.11285,0.13956
2003,Hesse,male,Catholic,0.22658,165,695,0.19543,0.25772
2003,Hesse,male,Protestant,0.49433,344,695,0.45713,0.53153
2003,Hesse,male,Other religious community,0.05956,31,695,0.04195,0.07717
2003,Hesse,male,Non-denominational,0.18329,155,695,0.15450,0.21207
2003,Hesse,female,Catholic,0.28969,191,702,0.25611,0.32327
2003,Hesse,female,Protestant,0.50104,380,702,0.46403,0.53806
2003,Hesse,female,Non-denominational,0.13837,131,702,0.11281,0.16393
2003,"Rhineland-Palatinate, Saarland",male,Catholic,0.52654,341,610,0.48689,0.56620
2003,"Rhineland-Palatinate, Saarland",male,Protestant,0.27241,183,610,0.23705,0.30777
2003,"Rhineland-Palatinate, Saarland",male,Non-denominational,0.14840,86,610,0.12017,0.17664
2003,"Rhineland-Palatinate, Saarland",female,Catholic,0.55450,394,676,0.51701,0.59200
2003,"Rhineland-Palatinate, Saarland",female,Protestant,0.30571,225,676,0.27095,0.34046
2003,"Rhineland-Palatinate, Saarland",female,Non-denominational,0.07920,57,676,0.05883,0.09957
2003,Baden-Wuerttemberg,male,Catholic,0.35826,467,1302,0.33221,0.38432
2003,Baden-Wuerttemberg,male,Protestant,0.36773,441,1302,0.34153,0.39393
2003,Baden-Wuerttemberg,male,Other Christian community,0.03455,61,1302,0.02463,0.04448
2003,Baden-Wuerttemberg,male,Other religious community,0.06921,123,1302,0.05542,0.08300
2003,Baden-Wuerttemberg,male,Non-denominational,0.17025,210,1302,0.14982,0.19067
2003,Baden-Wuerttemberg,female,Catholic,0.40893,544,1377,0.38295,0.43490
2003,Baden-Wuerttemberg,female,Protestant,0.41264,514,1377,0.38662,0.43865
2003,Baden-Wuerttemberg,female,Other Christian community,0.04099,73,1377,0.03051,0.05146
2003,Baden-Wuerttemberg,female,Other religious community,0.04446,105,1377,0.03357,0.05535
2003,Baden-Wuerttemberg,female,Non-denominational,0.09299,141,1377,0.07765,0.10834
2003,Bavaria,male,Catholic,0.58510,840,1467,0.55988,0.61032
2003,Bavaria,male,Protestant,0.19205,291,1467,0.17189,0.21222
2003,Bavaria,male,Other Christian community,0.02201,35,1467,0.01450,0.02952
2003,Bavaria,male,Other religious community,0.03537,49,1467,0.02592,0.04483
2003,Bavaria,male,Non-denominational,0.16546,252,1467,0.14644,0.18449
2003,Bavaria,female,Catholic,0.59982,980,1642,0.57611,0.62352
2003,Bavaria,female,Protestant,0.21048,342,1642,0.19076,0.23020
2003,Bavaria,female,Other Christian community,0.02915,43,1642,0.02101,0.03729
2003,Bavaria,female,Other religious community,0.02863,52,1642,0.02056,0.03670
2003,Bavaria,female,Non-denominational,0.13192,225,1642,0.11555,0.14830
2003,Berlin,male,Protestant,0.19847,82,355,0.15692,0.24002
2003,Berlin,male,Non-denominational,0.65436,273,355,0.60482,0.70390
2003,Berlin,female,Catholic,0.09264,34,393,0.06394,0.12134
2003,Berlin,female,Protestant,0.29727,117,393,0.25202,0.34252
2003,Berlin,female,Non-denominational,0.54331,242,393,0.49400,0.59262
2003,Brandenburg,male,Protestant,0.19056,85,442,0.15391,0.22722
2003,Brandenburg,male,Non-denominational,0.78177,357,442,0.74322,0.82032
2003,Brandenburg,female,Protestant,0.23763,109,455,0.19848,0.27678
2003,Brandenburg,female,Non-denominational,0.70875,346,455,0.66696,0.75054
2003,Mecklenburg-Western Pomerania,male,Protestant,0.18083,39,233,0.13130,0.23036
2003,Mecklenburg-Western Pomerania,male,Non-denominational,0.77453,194,233,0.72075,0.82830
2003,Mecklenburg-Western Pomerania,female,Protestant,0.25300,63,277,0.20171,0.30429
2003,Mecklenburg-Western Pomerania,female,Non-denominational,0.73675,214,277,0.68479,0.78871
2003,Saxony,male,Catholic,0.04422,32,783,0.02981,0.05863
2003,Saxony,male,Protestant,0.23927,195,783,0.20937,0.26917
2003,Saxony,male,Non-denominational,0.70925,556,783,0.67742,0.74108
2003,Saxony,female,Protestant,0.31760,260,780,0.28491,0.35030
2003,Saxony,female,Non-denominational,0.62527,520,780,0.59127,0.65926
2003,Saxony-Anhalt,male,Protestant,0.15665,69,420,0.12184,0.19145
2003,Saxony-Anhalt,male,Non-denominational,0.81844,351,420,0.78153,0.85535
2003,Saxony-Anhalt,female,Protestant,0.19125,99,475,0.15584,0.22666
2003,Saxony-Anhalt,female,Non-denominational,0.77761,376,475,0.74018,0.81505
2003,Thuringa,male,Catholic,0.10843,48,462,0.08004,0.13681
2003,Thuringa,male,Protestant,0.21519,105,462,0.17768,0.25271
2003,Thuringa,male,Non-denominational,0.67592,309,462,0.63319,0.71864
2003,Thuringa,female,Catholic,0.08308,46,485,0.05849,0.10767
2003,Thuringa,female,Protestant,0.33008,160,485,0.28819,0.37197
2003,Thuringa,female,Non-denominational,0.58528,279,485,0.54139,0.62917
2007,Schleswig-Holstein,male,Protestant,0.53552,165,261,0.47490,0.59615
2007,Schleswig-Holstein,male,Non-denominational,0.35484,96,261,0.29668,0.41300
2007,Schleswig-Holstein,female,Protestant,0.69850,216,292,0.64577,0.75123
2007,Schleswig-Holstein,female,Non-denominational,0.20679,76,292,0.16026,0.25332
2007,Hamburg,male,Protestant,0.52041,69,112,0.42747,0.61335
2007,Hamburg,male,Non-denominational,0.28406,43,112,0.20016,0.36795
2007,Hamburg,female,Protestant,0.52757,85,133,0.44240,0.61274
2007,Hamburg,female,Non-denominational,0.31739,48,133,0.23799,0.39680
2007,Lower Saxony,male,Catholic,0.19586,165,835,0.16892,0.22279
2007,Lower Saxony,male,Protestant,0.48565,455,835,0.45173,0.51957
2007,Lower Saxony,male,Non-denominational,0.26739,215,835,0.23735,0.29743
2007,Lower Saxony,female,Catholic,0.19223,169,902,0.16650,0.21796
2007,Lower Saxony,female,Protestant,0.59188,579,902,0.55979,0.62397
2007,Lower Saxony,female,Non-denominational,0.16155,154,902,0.13752,0.18558
2007,Bremen,female,Protestant,0.58391,44,44,0.43658,0.73124
2007,North Rhine-Westphalia,male,Catholic,0.41561,829,1988,0.39394,0.43728
2007,North Rhine-Westphalia,male,Protestant,0.28779,618,1988,0.26788,0.30769
2007,North Rhine-Westphalia,male,Other Christian community,0.02628,52,1988,0.01924,0.03331
2007,North Rhine-Westphalia,male,Islamic community,0.06044,114,1988,0.04997,0.07092
2007,North Rhine-Westphalia,male,Non-denominational,0.20717,375,1988,0.18935,0.22499
2007,North Rhine-Westphalia,female,Catholic,0.42151,948,2199,0.40086,0.44215
2007,North Rhine-Westphalia,female,Protestant,0.34138,769,2199,0.32155,0.36120
2007,North Rhine-Westphalia,female,Other Christian community,0.02968,64,2199,0.02258,0.03677
2007,North Rhine-Westphalia,female,Islamic community,0.04641,110,2199,0.03762,0.05521
2007,North Rhine-Westphalia,female,Non-denominational,0.16011,308,2199,0.14478,0.17544
2007,Hesse,male,Catholic,0.20538,143,622,0.17360,0.23715
2007,Hesse,male,Protestant,0.49005,330,622,0.45073,0.52937
2007,Hesse,male,Non-denominational,0.19734,149,622,0.16604,0.22864
2007,Hesse,female,Catholic,0.28967,181,697,0.25597,0.32337
2007,Hesse,female,Protestant,0.45893,360,697,0.42191,0.49595
2007,Hesse,female,Other Christian community,0.06186,31,697,0.04396,0.07976
2007,Hesse,female,Non-denominational,0.14264,125,697,0.11666,0.16862
2007,"Rhineland-Palatinate, Saarland",male,Catholic,0.53804,282,518,0.49506,0.58101
2007,"Rhineland-Palatinate, Saarland",male,Protestant,0.27134,168,518,0.23301,0.30967
2007,"Rhineland-Palatinate, Saarland",male,Non-denominational,0.12743,68,518,0.09869,0.15617
2007,"Rhineland-Palatinate, Saarland",female,Catholic,0.53225,330,602,0.49236,0.57214
2007,"Rhineland-Palatinate, Saarland",female,Protestant,0.31568,211,602,0.27852,0.35284
2007,"Rhineland-Palatinate, Saarland",female,Non-denominational,0.08609,61,602,0.06366,0.10852
2007,Baden-Wuerttemberg,male,Catholic,0.34409,403,1185,0.31702,0.37115
2007,Baden-Wuerttemberg,male,Protestant,0.35980,436,1185,0.33246,0.38714
2007,Baden-Wuerttemberg,male,Other Christian community,0.03954,58,1185,0.02844,0.05064
2007,Baden-Wuerttemberg,male,Islamic community,0.07789,93,1185,0.06262,0.09316
2007,Baden-Wuerttemberg,male,Non-denominational,0.17413,195,1185,0.15253,0.19573
2007,Baden-Wuerttemberg,female,Catholic,0.38700,496,1292,0.36043,0.41357
2007,Baden-Wuerttemberg,female,Protestant,0.39110,503,1292,0.36448,0.41772
2007,Baden-Wuerttemberg,female,Other Christian community,0.04734,71,1292,0.03575,0.05892
2007,Baden-Wuerttemberg,female,Islamic community,0.05654,85,1292,0.04394,0.06914
2007,Baden-Wuerttemberg,female,Non-denominational,0.10955,137,1292,0.09251,0.12658
2007,Bavaria,male,Catholic,0.54845,755,1395,0.52233,0.57457
2007,Bavaria,male,Protestant,0.21586,321,1395,0.19426,0.23746
2007,Bavaria,male,Other Christian community,0.02892,33,1395,0.02012,0.03772
2007,Bavaria,male,Islamic community,0.02782,33,1395,0.01919,0.03646
2007,Bavaria,male,Non-denominational,0.17667,253,1395,0.15665,0.19669
2007,Bavaria,female,Catholic,0.57554,895,1547,0.55090,0.60017
2007,Bavaria,female,Protestant,0.21557,353,1547,0.19507,0.23607
2007,Bavaria,female,Other Christian community,0.03571,43,1547,0.02646,0.04496
2007,Bavaria,female,Islamic community,0.02787,34,1547,0.01966,0.03607
2007,Bavaria,female,Non-denominational,0.14191,222,1547,0.12451,0.15930
2007,Berlin,male,Protestant,0.21650,80,301,0.16989,0.26311
2007,Berlin,male,Non-denominational,0.66559,221,301,0.61221,0.71898
2007,Berlin,female,Protestant,0.27940,112,357,0.23278,0.32601
2007,Berlin,female,Non-denominational,0.60126,245,357,0.55039,0.65212
2007,Brandenburg,male,Protestant,0.18175,73,397,0.14377,0.21973
2007,Brandenburg,male,Non-denominational,0.79047,324,397,0.75039,0.83055
2007,Brandenburg,female,Protestant,0.28225,114,426,0.23945,0.32504
2007,Brandenburg,female,Non-denominational,0.68086,312,426,0.63654,0.72518
2007,Mecklenburg-Western Pomerania,male,Protestant,0.13853,33,228,0.09359,0.18347
2007,Mecklenburg-Western Pomerania,male,Non-denominational,0.83366,195,228,0.78522,0.88211
2007,Mecklenburg-Western Pomerania,female,Protestant,0.27510,67,266,0.22133,0.32887
2007,Mecklenburg-Western Pomerania,female,Non-denominational,0.71388,199,266,0.65947,0.76830
2007,Saxony,male,Protestant,0.28528,205,717,0.25221,0.31836
2007,Saxony,male,Non-denominational,0.67570,512,717,0.64141,0.70999
2007,Saxony,female,Protestant,0.30864,241,725,0.27499,0.34229
2007,Saxony,female,Non-denominational,0.62388,484,725,0.58859,0.65916
2007,Saxony-Anhalt,male,Protestant,0.17860,77,398,0.14093,0.21628
2007,Saxony-Anhalt,male,Non-denominational,0.77182,321,398,0.73053,0.81310
2007,Saxony-Anhalt,female,Protestant,0.24439,111,425,0.20349,0.28530
2007,Saxony-Anhalt,female,Non-denominational,0.70071,314,425,0.65712,0.74430
2007,Thuringa,male,Catholic,0.12110,49,437,0.09048,0.15172
2007,Thuringa,male,Protestant,0.18768,103,437,0.15103,0.22433
2007,Thuringa,male,Non-denominational,0.68975,285,437,0.64633,0.73317
2007,Thuringa,female,Catholic,0.09906,44,466,0.07191,0.12622
2007,Thuringa,female,Protestant,0.33351,157,466,0.29066,0.37637
2007,Thuringa,female,Non-denominational,0.56628,265,466,0.52123,0.61132
2011,Schleswig-Holstein,male,Protestant,0.44461,165,285,0.38682,0.50241
2011,Schleswig-Holstein,male,Non-denominational,0.42374,120,285,0.36627,0.48121
2011,Schleswig-Holstein,female,Protestant,0.59880,245,344,0.54693,0.65067
2011,Schleswig-Holstein,female,Non-denominational,0.27174,99,344,0.22466,0.31882
2011,Hamburg,male,Protestant,0.43648,66,136,0.35282,0.52014
2011,Hamburg,male,Non-denominational,0.42853,70,136,0.34505,0.51200
2011,Hamburg,female,Protestant,0.49365,86,152,0.41390,0.57339
2011,Hamburg,female,Non-denominational,0.33970,66,152,0.26416,0.41524
2011,Lower Saxony,male,Catholic,0.18474,165,908,0.15948,0.20999
2011,Lower Saxony,male,Protestant,0.48312,496,908,0.45060,0.51564
2011,Lower Saxony,male,Non-denominational,0.30746,247,908,0.27743,0.33749
2011,Lower Saxony,female,Catholic,0.18042,193,1058,0.15724,0.20360
2011,Lower Saxony,female,Protestant,0.59428,661,1058,0.56468,0.62389
2011,Lower Saxony,female,Non-denominational,0.19771,204,1058,0.17370,0.22172
2011,Bremen,male,Protestant,0.52937,34,34,0.35907,0.69967
