year,migback,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Direct migration background,female,Catholic,0.39845,460,1198,0.37071,0.42618
1997,Direct migration background,female,Protestant,0.17890,149,1198,0.15718,0.20061
1997,Direct migration background,female,Other Christian community,0.07706,128,1198,0.06195,0.09216
1997,Direct migration background,female,Other religious community,0.16418,330,1198,0.14319,0.18517
1997,Direct migration background,female,Non-denominational,0.11913,131,1198,0.10078,0.13748
1997,Indirect migration background,male,Catholic,0.09841,92,261,0.06220,0.13461
1997,Indirect migration background,male,Other Christian community,0.02476,43,261,0.00587,0.04365
1997,Indirect migration background,male,Other religious community,0.09874,89,261,0.06248,0.13501
1997,Indirect migration background,male,Non-denominational,0.07140,37,261,0.04010,0.10270
1997,Indirect migration background,female,Catholic,0.17238,109,232,0.12367,0.22109
1997,Indirect migration background,female,Other Christian community,0.03653,49,232,0.01234,0.06073
1997,Indirect migration background,female,Other religious community,0.07954,74,232,0.04465,0.11443
2003,No migration background,male,Catholic,0.24781,2523,8966,0.23887,0.25674
2003,No migration background,male,Protestant,0.29333,3043,8966,0.28391,0.30276
2003,No migration background,male,Other Christian community,0.00640,69,8966,0.00475,0.00805
2003,No migration background,male,Non-denominational,0.28604,3331,8966,0.27668,0.29539
2003,No migration background,female,Catholic,0.27195,2855,9664,0.26308,0.28082
2003,No migration background,female,Protestant,0.34772,3785,9664,0.33822,0.35721
2003,No migration background,female,Other Christian community,0.00730,80,9664,0.00560,0.00899
2003,No migration background,female,Other religious community,0.00390,38,9664,0.00266,0.00514
2003,No migration background,female,Non-denominational,0.22128,2906,9664,0.21300,0.22956
2003,Direct migration background,male,Catholic,0.30888,431,1254,0.28329,0.33446
2003,Direct migration background,male,Protestant,0.15747,181,1254,0.13730,0.17764
2003,Direct migration background,male,Other Christian community,0.09160,129,1254,0.07562,0.10757
2003,Direct migration background,male,Other religious community,0.23147,327,1254,0.20812,0.25483
2003,Direct migration background,male,Non-denominational,0.15566,186,1254,0.13558,0.17573
2003,Direct migration background,female,Catholic,0.35536,492,1345,0.32977,0.38095
2003,Direct migration background,female,Protestant,0.18866,240,1345,0.16774,0.20957
2003,Direct migration background,female,Other Christian community,0.09884,151,1345,0.08289,0.11480
2003,Direct migration background,female,Other religious community,0.16269,290,1345,0.14296,0.18243
2003,Direct migration background,female,Non-denominational,0.13569,172,1345,0.11739,0.15400
2003,Indirect migration background,male,Catholic,0.12702,130,362,0.09267,0.16137
2003,Indirect migration background,male,Protestant,0.06901,48,362,0.04286,0.09516
2003,Indirect migration background,male,Other Christian community,0.02470,35,362,0.00869,0.04072
2003,Indirect migration background,male,Other religious community,0.09992,90,362,0.06899,0.13086
2003,Indirect migration background,male,Non-denominational,0.06386,59,362,0.03864,0.08909
2003,Indirect migration background,female,Catholic,0.14936,151,407,0.11469,0.18403
2003,Indirect migration background,female,Protestant,0.09578,72,407,0.06716,0.12441
2003,Indirect migration background,female,Other Christian community,0.02311,41,407,0.00849,0.03773
2003,Indirect migration background,female,Other religious community,0.08451,91,407,0.05745,0.11156
2003,Indirect migration background,female,Non-denominational,0.05290,52,407,0.03112,0.07467
2007,No migration background,male,Catholic,0.24376,2322,8398,0.23458,0.25294
2007,No migration background,male,Protestant,0.29330,2923,8398,0.28356,0.30304
2007,No migration background,male,Other Christian community,0.00850,75,8398,0.00654,0.01046
2007,No migration background,male,Non-denominational,0.29237,3078,8398,0.28264,0.30210
2007,No migration background,female,Catholic,0.26199,2646,9152,0.25298,0.27100
2007,No migration background,female,Protestant,0.34517,3612,9152,0.33543,0.35491
2007,No migration background,female,Other Christian community,0.01006,106,9152,0.00802,0.01211
2007,No migration background,female,Non-denominational,0.23806,2788,9152,0.22934,0.24679
2007,Direct migration background,male,Catholic,0.29847,312,965,0.26958,0.32735
2007,Direct migration background,male,Protestant,0.16442,173,965,0.14102,0.18782
2007,Direct migration background,male,Other Christian community,0.09436,105,965,0.07590,0.11281
2007,Direct migration background,male,Islamic community,0.23633,236,965,0.20952,0.26315
2007,Direct migration background,male,Non-denominational,0.16086,139,965,0.13767,0.18406
2007,Direct migration background,female,Catholic,0.34169,396,1119,0.31389,0.36949
2007,Direct migration background,female,Protestant,0.18824,240,1119,0.16532,0.21115
2007,Direct migration background,female,Other Christian community,0.12025,132,1119,0.10119,0.13932
2007,Direct migration background,female,Islamic community,0.17911,222,1119,0.15663,0.20159
2007,Direct migration background,female,Non-denominational,0.11069,129,1119,0.09229,0.12908
2007,Indirect migration background,male,Catholic,0.14932,114,360,0.11245,0.18619
2007,Indirect migration background,male,Protestant,0.09146,65,360,0.06164,0.12128
2007,Indirect migration background,male,Other Christian community,0.03394,39,360,0.01521,0.05267
2007,Indirect migration background,male,Islamic community,0.10715,82,360,0.07515,0.13914
2007,Indirect migration background,male,Non-denominational,0.07807,60,360,0.05032,0.10583
2007,Indirect migration background,female,Catholic,0.18883,159,411,0.15094,0.22671
2007,Indirect migration background,female,Protestant,0.09780,70,411,0.06904,0.12655
2007,Indirect migration background,female,Other Christian community,0.04217,47,411,0.02271,0.06162
2007,Indirect migration background,female,Islamic community,0.08380,78,411,0.05698,0.11063
2007,Indirect migration background,female,Non-denominational,0.06931,57,411,0.04473,0.09389
2011,No migration background,male,Catholic,0.22382,2474,8903,0.21516,0.23248
2011,No migration background,male,Protestant,0.26942,2999,8903,0.26021,0.27864
2011,No migration background,male,Other Christian community,0.00729,98,8903,0.00552,0.00905
2011,No migration background,male,Non-denominational,0.29859,3332,8903,0.28908,0.30809
2011,No migration background,female,Catholic,0.23130,2884,10157,0.22310,0.23950
2011,No migration background,female,Protestant,0.31860,3916,10157,0.30953,0.32766
2011,No migration background,female,Other Christian community,0.01028,138,10157,0.00832,0.01224
2011,No migration background,female,Non-denominational,0.24181,3219,10157,0.23348,0.25013
2011,Direct migration background,male,Catholic,0.27724,303,929,0.24843,0.30604
2011,Direct migration background,male,Protestant,0.17330,199,929,0.14894,0.19765
2011,Direct migration background,male,Other Christian community,0.06689,81,929,0.05082,0.08297
2011,Direct migration background,male,Islamic community,0.14495,176,929,0.12230,0.16760
2011,Direct migration background,male,Non-denominational,0.15294,170,929,0.12979,0.17610
2011,Direct migration background,female,Catholic,0.32154,420,1184,0.29493,0.34816
2011,Direct migration background,female,Protestant,0.16976,279,1184,0.14837,0.19116
2011,Direct migration background,female,Other Christian community,0.09389,126,1184,0.07727,0.11051
2011,Direct migration background,female,Islamic community,0.09994,166,1184,0.08285,0.11703
2011,Direct migration background,female,Non-denominational,0.13845,193,1184,0.11877,0.15813
2011,Indirect migration background,male,Catholic,0.15020,132,394,0.11488,0.18553
2011,Indirect migration background,male,Protestant,0.07315,65,394,0.04741,0.09890
2011,Indirect migration background,male,Other Christian community,0.03315,39,394,0.01545,0.05085
2011,Indirect migration background,male,Islamic community,0.04825,68,394,0.02706,0.06944
2011,Indirect migration background,male,Non-denominational,0.08630,90,394,0.05854,0.11407
2011,Indirect migration background,female,Catholic,0.16571,174,452,0.13140,0.20003
2011,Indirect migration background,female,Protestant,0.07442,80,452,0.05019,0.09864
2011,Indirect migration background,female,Other Christian community,0.01868,34,452,0.00618,0.03117
2011,Indirect migration background,female,Islamic community,0.07304,85,452,0.04903,0.09706
2011,Indirect migration background,female,Non-denominational,0.06240,79,452,0.04008,0.08473
2015,No migration background,male,Catholic,0.23753,2437,8737,0.22861,0.24646
2015,No migration background,male,Protestant,0.27560,2835,8737,0.26623,0.28497
2015,No migration background,male,Other Christian community,0.01084,112,8737,0.00867,0.01301
2015,No migration background,male,Non-denominational,0.32291,3353,8737,0.31311,0.33272
2015,No migration background,female,Catholic,0.25225,2931,10239,0.24384,0.26067
2015,No migration background,female,Protestant,0.31983,3741,10239,0.31079,0.32886
2015,No migration background,female,Other Christian community,0.01294,142,10239,0.01075,0.01513
2015,No migration background,female,Non-denominational,0.27410,3425,10239,0.26546,0.28274
2015,Direct migration background,male,Catholic,0.28034,721,2727,0.26348,0.29721
2015,Direct migration background,male,Protestant,0.13030,353,2727,0.11766,0.14294
2015,Direct migration background,male,Other Christian community,0.04096,114,2727,0.03352,0.04840
2015,Direct migration background,male,Islamic community,0.11716,277,2727,0.10509,0.12923
2015,Direct migration background,male,Other religious community,0.01909,71,2727,0.01396,0.02423
2015,Direct migration background,male,Non-denominational,0.25078,686,2727,0.23451,0.26705
2015,Direct migration background,male,Christian orthodox,0.03992,266,2727,0.03257,0.04727
2015,Direct migration background,male,Shiite denomination,0.00828,33,2727,0.00488,0.01168
2015,Direct migration background,male,Sunni denomination,0.06497,206,2727,0.05572,0.07422
2015,Direct migration background,female,Catholic,0.30897,911,3254,0.29309,0.32484
2015,Direct migration background,female,Protestant,0.17295,520,3254,0.15995,0.18595
2015,Direct migration background,female,Other Christian community,0.05311,185,3254,0.04540,0.06081
2015,Direct migration background,female,Islamic community,0.08483,271,3254,0.07526,0.09441
2015,Direct migration background,female,Other religious community,0.02596,94,3254,0.02050,0.03142
2015,Direct migration background,female,Non-denominational,0.18987,706,3254,0.17639,0.20335
2015,Direct migration background,female,Christian orthodox,0.04791,343,3254,0.04057,0.05525
2015,Direct migration background,female,Shiite denomination,0.00667,33,3254,0.00387,0.00946
2015,Direct migration background,female,Sunni denomination,0.05395,191,3254,0.04619,0.06172
2015,Indirect migration background,male,Catholic,0.13047,195,715,0.10576,0.15518
2015,Indirect migration background,male,Protestant,0.08853,109,715,0.06770,0.10937
2015,Indirect migration background,male,Other Christian community,0.01526,37,715,0.00627,0.02425
2015,Indirect migration background,male,Islamic community,0.05395,88,715,0.03738,0.07052
2015,Indirect migration background,male,Non-denominational,0.12293,184,715,0.09885,0.14702
2015,Indirect migration background,male,Christian orthodox,0.00959,37,715,0.00244,0.01674
2015,Indirect migration background,male,Sunni denomination,0.05070,65,715,0.03461,0.06679
2015,Indirect migration background,female,Catholic,0.14895,244,834,0.12477,0.17313
2015,Indirect migration background,female,Protestant,0.09564,136,834,0.07567,0.11561
2015,Indirect migration background,female,Other Christian community,0.01821,45,834,0.00913,0.02729
2015,Indirect migration background,female,Islamic community,0.04390,106,834,0.02998,0.05781
2015,Indirect migration background,female,Non-denominational,0.11141,178,834,0.09004,0.13278
2015,Indirect migration background,female,Christian orthodox,0.00850,42,834,0.00227,0.01474
2015,Indirect migration background,female,Sunni denomination,0.04949,83,834,0.03477,0.06422
2019,No migration background,male,Catholic,0.21788,2428,9665,0.20965,0.22611
2019,No migration background,male,Protestant,0.26323,2905,9665,0.25445,0.27201
2019,No migration background,male,Other Christian community,0.01136,120,9665,0.00924,0.01347
2019,No migration background,male,Non-denominational,0.35597,4212,9665,0.34642,0.36552
2019,No migration background,female,Catholic,0.23952,2760,10320,0.23128,0.24775
2019,No migration background,female,Protestant,0.30544,3536,10320,0.29656,0.31433
2019,No migration background,female,Other Christian community,0.01287,152,10320,0.01069,0.01504
2019,No migration background,female,Non-denominational,0.30085,3872,10320,0.29200,0.30970
2019,Direct migration background,male,Catholic,0.22701,449,3666,0.21344,0.24057
2019,Direct migration background,male,Protestant,0.08355,230,3666,0.07459,0.09251
2019,Direct migration background,male,Other Christian community,0.02362,42,3666,0.01871,0.02854
2019,Direct migration background,male,Islamic community,0.05390,206,3666,0.04659,0.06121
2019,Direct migration background,male,Other religious community,0.02282,228,3666,0.01799,0.02766
2019,Direct migration background,male,Non-denominational,0.27515,653,3666,0.26069,0.28961
2019,Direct migration background,male,Christian orthodox,0.07448,269,3666,0.06598,0.08298
2019,Direct migration background,male,Shiite denomination,0.01865,138,3666,0.01427,0.02303
2019,Direct migration background,male,Sunni denomination,0.14574,1451,3666,0.13431,0.15716
2019,Direct migration background,female,Catholic,0.27070,587,3558,0.25610,0.28530
2019,Direct migration background,female,Protestant,0.13820,378,3558,0.12685,0.14954
2019,Direct migration background,female,Other Christian community,0.02306,74,3558,0.01812,0.02799
2019,Direct migration background,female,Islamic community,0.04276,171,3558,0.03611,0.04941
2019,Direct migration background,female,Other religious community,0.02486,200,3558,0.01974,0.02998
2019,Direct migration background,female,Non-denominational,0.21474,625,3558,0.20124,0.22823
2019,Direct migration background,female,Christian orthodox,0.09772,353,3558,0.08796,0.10748
2019,Direct migration background,female,Shiite denomination,0.00839,100,3558,0.00540,0.01139
2019,Direct migration background,female,Sunni denomination,0.12158,1070,3558,0.11084,0.13232
2019,Indirect migration background,male,Catholic,0.13684,182,645,0.11030,0.16339
2019,Indirect migration background,male,Protestant,0.07221,113,645,0.05222,0.09220
2019,Indirect migration background,male,Non-denominational,0.14932,256,645,0.12179,0.17685
2019,Indirect migration background,male,Sunni denomination,0.08292,94,645,0.06162,0.10422
2019,Indirect migration background,female,Catholic,0.12530,196,748,0.10156,0.14904
2019,Indirect migration background,female,Protestant,0.10030,167,748,0.07876,0.12185
2019,Indirect migration background,female,Non-denominational,0.14496,247,748,0.11971,0.17021
2019,Indirect migration background,female,Christian orthodox,0.01967,31,748,0.00971,0.02962
2019,Indirect migration background,female,Sunni denomination,0.08144,107,748,0.06183,0.10105
