year,bula_h,sampreg,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Baden-Wuerttemberg,West,Other Christian community,0.03409,97,1783,0.02566,0.04251
1990,Baden-Wuerttemberg,West,Islamic community,0.02925,193,1783,0.02143,0.03708
1990,Baden-Wuerttemberg,West,Non-denominational,0.05147,62,1783,0.04121,0.06173
1990,Baden-Wuerttemberg,West,Christian orthodox,0.00815,89,1783,0.00398,0.01233
1990,Bavaria,West,Catholic,0.64665,966,1579,0.62307,0.67024
1990,Bavaria,West,Protestant,0.24979,317,1579,0.22843,0.27115
1990,Bavaria,West,Other Christian community,0.01420,42,1579,0.00836,0.02004
1990,Bavaria,West,Islamic community,0.01854,93,1579,0.01189,0.02520
1990,Bavaria,West,Non-denominational,0.06123,86,1579,0.04940,0.07306
1990,Bavaria,West,Christian orthodox,0.00766,75,1579,0.00336,0.01197
1990,Berlin,West,Catholic,0.12250,44,308,0.08583,0.15918
1990,Berlin,West,Protestant,0.47508,115,308,0.41922,0.53094
1990,Berlin,West,Islamic community,0.05039,59,308,0.02592,0.07486
1990,Berlin,West,Non-denominational,0.33309,90,308,0.28037,0.38582
1990,Berlin,East,Protestant,0.22778,59,282,0.17874,0.27682
1990,Berlin,East,Non-denominational,0.73110,223,282,0.67926,0.78294
1990,Brandenburg,East,Protestant,0.31458,203,698,0.28011,0.34906
1990,Brandenburg,East,Non-denominational,0.64377,495,698,0.60822,0.67932
1990,Mecklenburg-Western Pomerania,East,Protestant,0.27422,121,487,0.23456,0.31389
1990,Mecklenburg-Western Pomerania,East,Non-denominational,0.69342,366,487,0.65242,0.73441
1990,Saxony,East,Catholic,0.05566,67,1309,0.04324,0.06809
1990,Saxony,East,Protestant,0.31885,399,1309,0.29359,0.34411
1990,Saxony,East,Non-denominational,0.61811,843,1309,0.59178,0.64444
1990,Saxony-Anhalt,East,Catholic,0.06087,49,801,0.04430,0.07744
1990,Saxony-Anhalt,East,Protestant,0.26134,206,801,0.23090,0.29179
1990,Saxony-Anhalt,East,Non-denominational,0.67433,546,801,0.64186,0.70681
1990,Thuringa,East,Catholic,0.12919,88,740,0.10501,0.15337
1990,Thuringa,East,Protestant,0.34074,250,740,0.30656,0.37491
1990,Thuringa,East,Non-denominational,0.52666,402,740,0.49066,0.56266
1997,Schleswig-Holstein,West,Protestant,0.62983,160,237,0.56822,0.69143
1997,Schleswig-Holstein,West,Non-denominational,0.28845,77,237,0.23065,0.34625
1997,Hamburg,West,Protestant,0.56538,56,99,0.46724,0.66353
1997,Hamburg,West,Non-denominational,0.33749,43,99,0.24387,0.43111
1997,Lower Saxony,West,Catholic,0.12455,145,999,0.10406,0.14503
1997,Lower Saxony,West,Protestant,0.61237,564,999,0.58214,0.64260
1997,Lower Saxony,West,Other religious community,0.03049,73,999,0.01982,0.04116
1997,Lower Saxony,West,Non-denominational,0.21929,217,999,0.19362,0.24496
1997,Bremen,West,Protestant,0.57112,47,47,0.42809,0.71414
1997,North Rhine-Westphalia,West,Catholic,0.46219,1058,2490,0.44260,0.48178
1997,North Rhine-Westphalia,West,Protestant,0.33691,728,2490,0.31834,0.35548
1997,North Rhine-Westphalia,West,Other Christian community,0.02788,120,2490,0.02141,0.03434
1997,North Rhine-Westphalia,West,Other religious community,0.04884,286,2490,0.04038,0.05731
1997,North Rhine-Westphalia,West,Non-denominational,0.12302,298,2490,0.11011,0.13592
1997,Hesse,West,Catholic,0.28717,260,830,0.25637,0.31797
1997,Hesse,West,Protestant,0.48054,333,830,0.44653,0.51455
1997,Hesse,West,Other Christian community,0.02454,39,830,0.01401,0.03508
1997,Hesse,West,Other religious community,0.04943,86,830,0.03468,0.06419
1997,Hesse,West,Non-denominational,0.15277,112,830,0.12828,0.17726
1997,"Rhineland-Palatinate, Saarland",West,Catholic,0.56251,391,689,0.52544,0.59957
1997,"Rhineland-Palatinate, Saarland",West,Protestant,0.31011,217,689,0.27555,0.34468
1997,"Rhineland-Palatinate, Saarland",West,Other religious community,0.04504,36,689,0.02954,0.06054
1997,"Rhineland-Palatinate, Saarland",West,Non-denominational,0.06592,45,689,0.04738,0.08446
1997,Baden-Wuerttemberg,West,Catholic,0.45540,725,1695,0.43169,0.47912
1997,Baden-Wuerttemberg,West,Protestant,0.33748,447,1695,0.31496,0.36000
1997,Baden-Wuerttemberg,West,Other Christian community,0.03802,135,1695,0.02891,0.04713
1997,Baden-Wuerttemberg,West,Other religious community,0.05363,249,1695,0.04290,0.06436
1997,Baden-Wuerttemberg,West,Non-denominational,0.11319,139,1695,0.09810,0.12827
1997,Bavaria,West,Catholic,0.59429,937,1615,0.57034,0.61825
1997,Bavaria,West,Protestant,0.21882,320,1615,0.19865,0.23899
1997,Bavaria,West,Other Christian community,0.03254,75,1615,0.02389,0.04120
1997,Bavaria,West,Other religious community,0.03264,99,1615,0.02397,0.04131
1997,Bavaria,West,Non-denominational,0.11967,184,1615,0.10383,0.13550
1997,Berlin,West,Catholic,0.12795,34,240,0.08560,0.17030
1997,Berlin,West,Protestant,0.37619,87,240,0.31477,0.43761
1997,Berlin,West,Non-denominational,0.42597,119,240,0.36328,0.48867
1997,Berlin,East,Protestant,0.18416,36,221,0.13294,0.23538
1997,Berlin,East,Non-denominational,0.75111,185,221,0.69398,0.80825
1997,Brandenburg,East,Protestant,0.21323,111,572,0.17963,0.24683
1997,Brandenburg,East,Non-denominational,0.74860,461,572,0.71302,0.78418
1997,Mecklenburg-Western Pomerania,East,Protestant,0.26441,91,374,0.21966,0.30917
1997,Mecklenburg-Western Pomerania,East,Non-denominational,0.69012,283,374,0.64319,0.73705
1997,Saxony,East,Catholic,0.04929,44,1079,0.03637,0.06221
1997,Saxony,East,Protestant,0.32141,316,1079,0.29354,0.34929
1997,Saxony,East,Non-denominational,0.62262,719,1079,0.59368,0.65156
1997,Saxony-Anhalt,East,Protestant,0.18688,123,638,0.15661,0.21715
1997,Saxony-Anhalt,East,Non-denominational,0.78407,515,638,0.75211,0.81602
1997,Thuringa,East,Catholic,0.12682,75,654,0.10129,0.15234
1997,Thuringa,East,Protestant,0.26122,186,654,0.22753,0.29492
1997,Thuringa,East,Non-denominational,0.60672,393,654,0.56926,0.64419
2003,Schleswig-Holstein,West,Catholic,0.07760,46,639,0.05684,0.09836
2003,Schleswig-Holstein,West,Protestant,0.64838,433,639,0.61133,0.68543
2003,Schleswig-Holstein,West,Non-denominational,0.24237,160,639,0.20912,0.27562
2003,Hamburg,West,Protestant,0.52133,148,250,0.45928,0.58338
2003,Hamburg,West,Non-denominational,0.35232,102,250,0.29298,0.41165
2003,Lower Saxony,West,Catholic,0.17519,322,1901,0.15810,0.19229
2003,Lower Saxony,West,Protestant,0.57181,1072,1901,0.54956,0.59406
2003,Lower Saxony,West,Other Christian community,0.01810,51,1901,0.01210,0.02409
2003,Lower Saxony,West,Other religious community,0.03853,75,1901,0.02987,0.04718
2003,Lower Saxony,West,Non-denominational,0.19637,381,1901,0.17851,0.21423
2003,Bremen,West,Protestant,0.53450,82,138,0.45097,0.61803
2003,Bremen,West,Non-denominational,0.26956,56,138,0.19525,0.34386
2003,North Rhine-Westphalia,West,Catholic,0.43440,1951,4618,0.42011,0.44870
2003,North Rhine-Westphalia,West,Protestant,0.32642,1531,4618,0.31289,0.33994
2003,North Rhine-Westphalia,West,Other Christian community,0.02042,104,4618,0.01634,0.02450
2003,North Rhine-Westphalia,West,Other religious community,0.05514,299,4618,0.04856,0.06172
2003,North Rhine-Westphalia,West,Non-denominational,0.16362,733,4618,0.15295,0.17429
2003,Hesse,West,Catholic,0.25780,356,1475,0.23547,0.28013
2003,Hesse,West,Protestant,0.49765,724,1475,0.47212,0.52318
2003,Hesse,West,Other Christian community,0.03506,53,1475,0.02567,0.04444
2003,Hesse,West,Other religious community,0.04843,56,1475,0.03747,0.05939
2003,Hesse,West,Non-denominational,0.16107,286,1475,0.14230,0.17983
2003,"Rhineland-Palatinate, Saarland",West,Catholic,0.54117,735,1332,0.51440,0.56794
2003,"Rhineland-Palatinate, Saarland",West,Protestant,0.28983,408,1332,0.26546,0.31421
2003,"Rhineland-Palatinate, Saarland",West,Other religious community,0.04606,46,1332,0.03480,0.05732
2003,"Rhineland-Palatinate, Saarland",West,Non-denominational,0.11219,143,1332,0.09523,0.12915
2003,Baden-Wuerttemberg,West,Catholic,0.38443,1011,2679,0.36601,0.40286
2003,Baden-Wuerttemberg,West,Protestant,0.39093,955,2679,0.37245,0.40941
2003,Baden-Wuerttemberg,West,Other Christian community,0.03788,134,2679,0.03065,0.04511
2003,Baden-Wuerttemberg,West,Other religious community,0.05642,228,2679,0.04768,0.06516
2003,Baden-Wuerttemberg,West,Non-denominational,0.13034,351,2679,0.11759,0.14309
2003,Bavaria,West,Catholic,0.59297,1820,3109,0.57570,0.61024
2003,Bavaria,West,Protestant,0.20190,633,3109,0.18779,0.21602
2003,Bavaria,West,Other Christian community,0.02583,78,3109,0.02025,0.03140
2003,Bavaria,West,Other religious community,0.03177,101,3109,0.02560,0.03793
2003,Bavaria,West,Non-denominational,0.14753,477,3109,0.13506,0.16000
2003,Berlin,West,Catholic,0.10532,48,402,0.07528,0.13537
2003,Berlin,West,Protestant,0.29238,139,402,0.24786,0.33690
2003,Berlin,West,Non-denominational,0.47753,215,402,0.42864,0.52642
2003,Berlin,East,Protestant,0.18279,60,360,0.14281,0.22277
2003,Berlin,East,Non-denominational,0.77427,300,360,0.73102,0.81751
2003,Brandenburg,East,Catholic,0.03040,33,930,0.01936,0.04144
2003,Brandenburg,East,Protestant,0.21444,194,930,0.18804,0.24083
2003,Brandenburg,East,Non-denominational,0.74474,703,930,0.71670,0.77277
2003,Mecklenburg-Western Pomerania,East,Protestant,0.21903,102,510,0.18309,0.25496
2003,Mecklenburg-Western Pomerania,East,Non-denominational,0.75453,408,510,0.71714,0.79192
2003,Saxony,East,Catholic,0.04272,57,1588,0.03277,0.05267
2003,Saxony,East,Protestant,0.27809,455,1588,0.25604,0.30013
2003,Saxony,East,Non-denominational,0.66763,1076,1588,0.64446,0.69081
2003,Saxony-Anhalt,East,Catholic,0.02774,38,933,0.01720,0.03828
2003,Saxony-Anhalt,East,Protestant,0.17504,168,933,0.15065,0.19944
2003,Saxony-Anhalt,East,Non-denominational,0.79673,727,933,0.77090,0.82257
2003,Thuringa,East,Catholic,0.09580,94,947,0.07704,0.11456
2003,Thuringa,East,Protestant,0.27242,265,947,0.24405,0.30079
2003,Thuringa,East,Non-denominational,0.63077,588,947,0.60002,0.66152
2007,Schleswig-Holstein,West,Catholic,0.07146,42,595,0.05074,0.09218
2007,Schleswig-Holstein,West,Protestant,0.62132,381,595,0.58231,0.66033
2007,Schleswig-Holstein,West,Non-denominational,0.27690,172,595,0.24091,0.31288
2007,Hamburg,West,Protestant,0.52408,154,245,0.46141,0.58674
2007,Hamburg,West,Non-denominational,0.30114,91,245,0.24358,0.35870
2007,Lower Saxony,West,Catholic,0.19401,334,1815,0.17582,0.21221
2007,Lower Saxony,West,Protestant,0.53959,1034,1815,0.51665,0.56252
2007,Lower Saxony,West,Other Christian community,0.02011,37,1815,0.01365,0.02657
2007,Lower Saxony,West,Islamic community,0.03079,41,1815,0.02284,0.03874
2007,Lower Saxony,West,Non-denominational,0.21365,369,1815,0.19479,0.23252
2007,Bremen,West,Protestant,0.55780,72,121,0.46894,0.64666
2007,Bremen,West,Non-denominational,0.26739,49,121,0.18820,0.34658
2007,North Rhine-Westphalia,West,Catholic,0.41861,1777,4187,0.40367,0.43356
2007,North Rhine-Westphalia,West,Protestant,0.31508,1387,4187,0.30101,0.32915
2007,North Rhine-Westphalia,West,Other Christian community,0.02801,116,4187,0.02301,0.03301
2007,North Rhine-Westphalia,West,Islamic community,0.05330,224,4187,0.04649,0.06010
2007,North Rhine-Westphalia,West,Non-denominational,0.18320,683,4187,0.17149,0.19492
2007,Hesse,West,Catholic,0.24638,324,1389,0.22371,0.26905
2007,Hesse,West,Protestant,0.47491,690,1389,0.44864,0.50118
2007,Hesse,West,Other Christian community,0.05399,56,1389,0.04210,0.06588
2007,Hesse,West,Islamic community,0.05010,45,1389,0.03862,0.06157
2007,Hesse,West,Non-denominational,0.17073,274,1389,0.15093,0.19053
2007,"Rhineland-Palatinate, Saarland",West,Catholic,0.53488,612,1153,0.50607,0.56368
2007,"Rhineland-Palatinate, Saarland",West,Protestant,0.29557,379,1153,0.26922,0.32192
2007,"Rhineland-Palatinate, Saarland",West,Islamic community,0.04590,33,1153,0.03382,0.05799
2007,"Rhineland-Palatinate, Saarland",West,Non-denominational,0.10484,129,1153,0.08715,0.12253
2007,Baden-Wuerttemberg,West,Catholic,0.36656,899,2477,0.34758,0.38554
2007,Baden-Wuerttemberg,West,Protestant,0.37619,939,2477,0.35711,0.39527
2007,Baden-Wuerttemberg,West,Other Christian community,0.04362,129,2477,0.03558,0.05167
2007,Baden-Wuerttemberg,West,Islamic community,0.06671,178,2477,0.05688,0.07654
2007,Baden-Wuerttemberg,West,Non-denominational,0.14031,332,2477,0.12663,0.15399
2007,Bavaria,West,Catholic,0.56255,1650,2942,0.54462,0.58048
2007,Bavaria,West,Protestant,0.21571,674,2942,0.20084,0.23057
2007,Bavaria,West,Other Christian community,0.03246,76,2942,0.02605,0.03886
2007,Bavaria,West,Islamic community,0.02785,67,2942,0.02190,0.03379
2007,Bavaria,West,Non-denominational,0.15857,475,2942,0.14537,0.17177
2007,Berlin,West,Catholic,0.08451,33,367,0.05602,0.11301
2007,Berlin,West,Protestant,0.32428,128,367,0.27632,0.37224
2007,Berlin,West,Non-denominational,0.49875,206,367,0.44752,0.54998
2007,Berlin,East,Protestant,0.16016,64,324,0.12016,0.20015
2007,Berlin,East,Non-denominational,0.79173,260,324,0.74745,0.83602
2007,Brandenburg,East,Catholic,0.02965,33,856,0.01828,0.04102
2007,Brandenburg,East,Protestant,0.23267,187,856,0.20435,0.26099
2007,Brandenburg,East,Non-denominational,0.73493,636,856,0.70535,0.76452
2007,Mecklenburg-Western Pomerania,East,Protestant,0.21150,100,494,0.17545,0.24755
2007,Mecklenburg-Western Pomerania,East,Non-denominational,0.76967,394,494,0.73250,0.80683
2007,Saxony,East,Catholic,0.03936,50,1492,0.02949,0.04923
2007,Saxony,East,Protestant,0.29659,446,1492,0.27340,0.31977
2007,Saxony,East,Non-denominational,0.65062,996,1492,0.62642,0.67483
2007,Saxony-Anhalt,East,Catholic,0.04657,45,868,0.03255,0.06060
2007,Saxony-Anhalt,East,Protestant,0.21257,188,868,0.18534,0.23980
2007,Saxony-Anhalt,East,Non-denominational,0.73510,635,868,0.70573,0.76448
2007,Thuringa,East,Catholic,0.11034,93,903,0.08989,0.13079
2007,Thuringa,East,Protestant,0.25887,260,903,0.23029,0.28746
2007,Thuringa,East,Non-denominational,0.62947,550,903,0.59796,0.66099
2011,Schleswig-Holstein,West,Catholic,0.09627,54,683,0.07413,0.11841
2011,Schleswig-Holstein,West,Protestant,0.52423,410,683,0.48674,0.56171
2011,Schleswig-Holstein,West,Non-denominational,0.34526,219,683,0.30958,0.38094
2011,Hamburg,West,Protestant,0.46597,152,288,0.40826,0.52369
2011,Hamburg,West,Non-denominational,0.38270,136,288,0.32647,0.43893
2011,Lower Saxony,West,Catholic,0.18248,358,2041,0.16572,0.19924
2011,Lower Saxony,West,Protestant,0.54122,1157,2041,0.51960,0.56285
2011,Lower Saxony,West,Other Christian community,0.01580,38,2041,0.01039,0.02121
2011,Lower Saxony,West,Islamic community,0.01003,37,2041,0.00571,0.01436
2011,Lower Saxony,West,Non-denominational,0.25009,451,2041,0.23130,0.26889
2011,Bremen,West,Protestant,0.54094,71,117,0.45025,0.63162
2011,Bremen,West,Non-denominational,0.31961,46,117,0.23475,0.40447
2011,North Rhine-Westphalia,West,Catholic,0.39601,1841,4405,0.38157,0.41046
2011,North Rhine-Westphalia,West,Protestant,0.32489,1436,4405,0.31106,0.33872
2011,North Rhine-Westphalia,West,Other Christian community,0.02880,139,4405,0.02386,0.03374
2011,North Rhine-Westphalia,West,Islamic community,0.04614,204,4405,0.03994,0.05233
2011,North Rhine-Westphalia,West,Non-denominational,0.20088,785,4405,0.18905,0.21271
2011,Hesse,West,Catholic,0.22540,327,1486,0.20415,0.24666
2011,Hesse,West,Protestant,0.46377,713,1486,0.43840,0.48913
2011,Hesse,West,Other Christian community,0.03431,44,1486,0.02505,0.04357
2011,Hesse,West,Islamic community,0.03889,52,1486,0.02906,0.04873
2011,Hesse,West,Non-denominational,0.22931,350,1486,0.20793,0.25069
2011,"Rhineland-Palatinate, Saarland",West,Catholic,0.49812,606,1255,0.47044,0.52579
2011,"Rhineland-Palatinate, Saarland",West,Protestant,0.31074,430,1255,0.28512,0.33635
2011,"Rhineland-Palatinate, Saarland",West,Islamic community,0.02757,35,1255,0.01850,0.03663
2011,"Rhineland-Palatinate, Saarland",West,Non-denominational,0.14350,184,1255,0.12409,0.16290
2011,Baden-Wuerttemberg,West,Catholic,0.36810,987,2686,0.34986,0.38634
2011,Baden-Wuerttemberg,West,Protestant,0.36337,1031,2686,0.34518,0.38157
2011,Baden-Wuerttemberg,West,Other Christian community,0.04289,128,2686,0.03523,0.05056
2011,Baden-Wuerttemberg,West,Islamic community,0.02714,85,2686,0.02099,0.03329
2011,Baden-Wuerttemberg,West,Non-denominational,0.19155,455,2686,0.17667,0.20644
2011,Bavaria,West,Catholic,0.55212,1889,3414,0.53543,0.56880
2011,Bavaria,West,Protestant,0.22533,833,3414,0.21131,0.23935
2011,Bavaria,West,Other Christian community,0.02317,69,3414,0.01812,0.02821
2011,Bavaria,West,Islamic community,0.02096,57,3414,0.01615,0.02577
2011,Bavaria,West,Non-denominational,0.17477,566,3414,0.16203,0.18751
2011,Berlin,West,Catholic,0.10029,46,413,0.07129,0.12930
2011,Berlin,West,Protestant,0.37560,155,413,0.32884,0.42236
2011,Berlin,West,Non-denominational,0.46104,212,413,0.41290,0.50917
2011,Berlin,East,Protestant,0.17831,71,358,0.13860,0.21801
2011,Berlin,East,Non-denominational,0.77445,287,358,0.73109,0.81780
2011,Brandenburg,East,Catholic,0.02216,32,907,0.01257,0.03174
2011,Brandenburg,East,Protestant,0.22351,193,907,0.19638,0.25064
2011,Brandenburg,East,Non-denominational,0.74610,682,907,0.71776,0.77444
2011,Mecklenburg-Western Pomerania,East,Protestant,0.18689,87,511,0.15306,0.22073
2011,Mecklenburg-Western Pomerania,East,Non-denominational,0.78196,424,511,0.74612,0.81780
2011,Saxony,East,Catholic,0.03428,49,1436,0.02487,0.04370
2011,Saxony,East,Protestant,0.26218,384,1436,0.23943,0.28494
2011,Saxony,East,Non-denominational,0.68962,1003,1436,0.66568,0.71356
2011,Saxony-Anhalt,East,Catholic,0.02631,42,904,0.01587,0.03675
2011,Saxony-Anhalt,East,Protestant,0.16280,153,904,0.13872,0.18688
2011,Saxony-Anhalt,East,Non-denominational,0.80013,709,904,0.77405,0.82621
2011,Thuringa,East,Catholic,0.10897,88,924,0.08887,0.12908
2011,Thuringa,East,Protestant,0.29602,262,924,0.26657,0.32547
2011,Thuringa,East,Non-denominational,0.59108,574,924,0.55936,0.62279
2015,Schleswig-Holstein,West,Catholic,0.07439,73,822,0.05644,0.09234
2015,Schleswig-Holstein,West,Protestant,0.53257,442,822,0.49844,0.56670
2015,Schleswig-Holstein,West,Non-denominational,0.35443,307,822,0.32171,0.38715
2015,Hamburg,West,Catholic,0.06977,37,411,0.04511,0.09443
2015,Hamburg,West,Protestant,0.44862,162,411,0.40048,0.49676
2015,Hamburg,West,Non-denominational,0.38702,212,411,0.33987,0.43417
2015,Lower Saxony,West,Catholic,0.21210,513,2593,0.19636,0.22784
2015,Lower Saxony,West,Protestant,0.46074,1187,2593,0.44155,0.47993
2015,Lower Saxony,West,Other Christian community,0.01283,49,2593,0.00850,0.01716
2015,Lower Saxony,West,Islamic community,0.01155,61,2593,0.00744,0.01567
2015,Lower Saxony,West,Other religious community,0.01083,60,2593,0.00684,0.01481
2015,Lower Saxony,West,Non-denominational,0.27512,615,2593,0.25793,0.29232
2015,Lower Saxony,West,Christian orthodox,0.00625,58,2593,0.00321,0.00928
2015,Lower Saxony,West,Sunni denomination,0.00884,50,2593,0.00524,0.01245
2015,Bremen,West,Protestant,0.52086,68,134,0.43596,0.60577
2015,Bremen,West,Non-denominational,0.33083,66,134,0.25086,0.41079
2015,North Rhine-Westphalia,West,Catholic,0.39588,2113,5504,0.38296,0.40880
2015,North Rhine-Westphalia,West,Protestant,0.29446,1435,5504,0.28241,0.30650
2015,North Rhine-Westphalia,West,Other Christian community,0.02635,184,5504,0.02212,0.03059
2015,North Rhine-Westphalia,West,Islamic community,0.04122,306,5504,0.03597,0.04647
2015,North Rhine-Westphalia,West,Other religious community,0.00438,49,5504,0.00263,0.00612
2015,North Rhine-Westphalia,West,Non-denominational,0.20513,1048,5504,0.19446,0.21580
2015,North Rhine-Westphalia,West,Christian orthodox,0.01005,179,5504,0.00741,0.01268
2015,North Rhine-Westphalia,West,Sunni denomination,0.01865,190,5504,0.01507,0.02222
2015,Hesse,West,Catholic,0.22681,437,1845,0.20770,0.24593
2015,Hesse,West,Protestant,0.41642,723,1845,0.39392,0.43892
2015,Hesse,West,Other Christian community,0.02778,53,1845,0.02028,0.03528
2015,Hesse,West,Islamic community,0.02511,68,1845,0.01797,0.03225
2015,Hesse,West,Non-denominational,0.24674,442,1845,0.22706,0.26642
2015,Hesse,West,Christian orthodox,0.00994,51,1845,0.00541,0.01447
2015,Hesse,West,Sunni denomination,0.03702,71,1845,0.02841,0.04564
2015,"Rhineland-Palatinate, Saarland",West,Catholic,0.44580,658,1583,0.42130,0.47029
2015,"Rhineland-Palatinate, Saarland",West,Protestant,0.29296,459,1583,0.27053,0.31538
2015,"Rhineland-Palatinate, Saarland",West,Other Christian community,0.02156,41,1583,0.01440,0.02872
2015,"Rhineland-Palatinate, Saarland",West,Islamic community,0.01818,51,1583,0.01159,0.02476
2015,"Rhineland-Palatinate, Saarland",West,Non-denominational,0.18330,260,1583,0.16424,0.20237
2015,"Rhineland-Palatinate, Saarland",West,Christian orthodox,0.00682,60,1583,0.00277,0.01088
2015,"Rhineland-Palatinate, Saarland",West,Sunni denomination,0.02502,54,1583,0.01732,0.03272
2015,Baden-Wuerttemberg,West,Catholic,0.37719,1133,3155,0.36027,0.39411
2015,Baden-Wuerttemberg,West,Protestant,0.32129,987,3155,0.30499,0.33758
2015,Baden-Wuerttemberg,West,Other Christian community,0.03436,134,3155,0.02801,0.04072
2015,Baden-Wuerttemberg,West,Islamic community,0.02922,105,3155,0.02335,0.03510
2015,Baden-Wuerttemberg,West,Non-denominational,0.19951,615,3155,0.18556,0.21345
2015,Baden-Wuerttemberg,West,Christian orthodox,0.01022,120,3155,0.00671,0.01373
2015,Baden-Wuerttemberg,West,Sunni denomination,0.01951,61,3155,0.01468,0.02434
2015,Bavaria,West,Catholic,0.49788,2100,4327,0.48298,0.51278
2015,Bavaria,West,Protestant,0.24230,996,4327,0.22953,0.25506
2015,Bavaria,West,Other Christian community,0.01575,77,4327,0.01204,0.01946
2015,Bavaria,West,Islamic community,0.01811,97,4327,0.01414,0.02209
2015,Bavaria,West,Non-denominational,0.20321,846,4327,0.19122,0.21520
2015,Bavaria,West,Christian orthodox,0.00981,153,4327,0.00687,0.01274
2015,Bavaria,West,Sunni denomination,0.00812,58,4327,0.00545,0.01080
2015,Berlin,West,Catholic,0.10084,64,500,0.07442,0.12726
2015,Berlin,West,Protestant,0.28867,146,500,0.24891,0.32843
2015,Berlin,West,Non-denominational,0.53477,290,500,0.49101,0.57853
2015,Berlin,East,Protestant,0.14862,73,390,0.11327,0.18397
2015,Berlin,East,Non-denominational,0.76952,317,390,0.72766,0.81137
2015,Brandenburg,East,Catholic,0.03184,56,968,0.02077,0.04290
2015,Brandenburg,East,Protestant,0.23413,207,968,0.20744,0.26082
2015,Brandenburg,East,Non-denominational,0.72015,705,968,0.69186,0.74845
2015,Mecklenburg-Western Pomerania,East,Protestant,0.13623,73,531,0.10702,0.16543
2015,Mecklenburg-Western Pomerania,East,Non-denominational,0.84465,458,531,0.81381,0.87549
2015,Saxony,East,Catholic,0.02459,47,1483,0.01670,0.03247
2015,Saxony,East,Protestant,0.21598,359,1483,0.19503,0.23693
2015,Saxony,East,Non-denominational,0.73512,1077,1483,0.71266,0.75759
2015,Saxony-Anhalt,East,Catholic,0.02751,35,860,0.01657,0.03844
2015,Saxony-Anhalt,East,Protestant,0.17092,138,860,0.14574,0.19609
2015,Saxony-Anhalt,East,Non-denominational,0.79291,687,860,0.76581,0.82001
2015,Thuringa,East,Catholic,0.10865,120,946,0.08881,0.12850
2015,Thuringa,East,Protestant,0.25919,239,946,0.23125,0.28713
2015,Thuringa,East,Non-denominational,0.61839,587,946,0.58742,0.64937
2019,Schleswig-Holstein,West,Catholic,0.07232,64,1091,0.05695,0.08770
2019,Schleswig-Holstein,West,Protestant,0.46482,448,1091,0.43521,0.49443
2019,Schleswig-Holstein,West,Non-denominational,0.39669,381,1091,0.36765,0.42573
2019,Schleswig-Holstein,West,Shiite denomination,0.00674,32,1091,0.00188,0.01160
2019,Schleswig-Holstein,West,Sunni denomination,0.03745,166,1091,0.02618,0.04872
2019,Hamburg,West,Catholic,0.06131,50,532,0.04091,0.08172
2019,Hamburg,West,Protestant,0.40112,166,532,0.35943,0.44281
2019,Hamburg,West,Non-denominational,0.42274,255,532,0.38072,0.46475
2019,Hamburg,West,Sunni denomination,0.05926,61,532,0.03918,0.07935
2019,Lower Saxony,West,Catholic,0.18638,391,2883,0.17216,0.20059
2019,Lower Saxony,West,Protestant,0.44198,1148,2883,0.42385,0.46012
2019,Lower Saxony,West,Other Christian community,0.01564,51,2883,0.01111,0.02016
