year,age_gr,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,30-45 y.,Other Christian community,0.02463,167,6891,0.02097,0.02829
2003,30-45 y.,Other religious community,0.04398,350,6891,0.03914,0.04882
2003,30-45 y.,Non-denominational,0.31750,2262,6891,0.30651,0.32850
2003,46-65 y.,Catholic,0.30748,2191,7522,0.29705,0.31791
2003,46-65 y.,Protestant,0.32761,2430,7522,0.31700,0.33822
2003,46-65 y.,Other Christian community,0.02256,182,7522,0.01920,0.02591
2003,46-65 y.,Other religious community,0.03125,232,7522,0.02732,0.03518
2003,46-65 y.,Non-denominational,0.30402,2487,7522,0.29362,0.31442
2003,66 and older,Catholic,0.33842,1163,3629,0.32303,0.35382
2003,66 and older,Protestant,0.45464,1621,3629,0.43844,0.47084
2003,66 and older,Other Christian community,0.01239,52,3629,0.00879,0.01599
2003,66 and older,Other religious community,0.01618,62,3629,0.01207,0.02028
2003,66 and older,Non-denominational,0.17163,731,3629,0.15936,0.18390
2007,17-29 y.,Catholic,0.26492,941,3374,0.25003,0.27981
2007,17-29 y.,Protestant,0.31183,1170,3374,0.29620,0.32747
2007,17-29 y.,Other Christian community,0.02349,94,3374,0.01838,0.02860
2007,17-29 y.,Islamic community,0.05316,148,3374,0.04559,0.06073
2007,17-29 y.,Non-denominational,0.25527,1021,3374,0.24055,0.26998
2007,30-45 y.,Catholic,0.30369,1674,5686,0.29174,0.31565
2007,30-45 y.,Protestant,0.30027,1738,5686,0.28835,0.31218
2007,30-45 y.,Other Christian community,0.02591,145,5686,0.02178,0.03004
2007,30-45 y.,Islamic community,0.05381,285,5686,0.04794,0.05967
2007,30-45 y.,Non-denominational,0.31154,1844,5686,0.29950,0.32358
2007,46-65 y.,Catholic,0.30297,2031,7024,0.29222,0.31372
2007,46-65 y.,Protestant,0.30221,2234,7024,0.29147,0.31295
2007,46-65 y.,Other Christian community,0.03402,192,7024,0.02978,0.03826
2007,46-65 y.,Islamic community,0.02717,135,7024,0.02337,0.03098
2007,46-65 y.,Non-denominational,0.32650,2432,7024,0.31553,0.33747
2007,66 and older,Catholic,0.31907,1303,4328,0.30518,0.33296
2007,66 and older,Protestant,0.45507,1941,4328,0.44024,0.46991
2007,66 and older,Other Christian community,0.01919,73,4328,0.01510,0.02327
2007,66 and older,Islamic community,0.01226,57,4328,0.00898,0.01554
2007,66 and older,Non-denominational,0.19041,954,4328,0.17871,0.20211
2011,17-29 y.,Catholic,0.24060,912,3087,0.22552,0.25568
2011,17-29 y.,Protestant,0.31431,1099,3087,0.29793,0.33069
2011,17-29 y.,Other Christian community,0.01740,74,3087,0.01279,0.02202
2011,17-29 y.,Islamic community,0.02881,109,3087,0.02291,0.03471
2011,17-29 y.,Non-denominational,0.23756,893,3087,0.22255,0.25258
2011,30-45 y.,Catholic,0.24002,1663,5781,0.22901,0.25103
2011,30-45 y.,Protestant,0.23568,1800,5781,0.22474,0.24662
2011,30-45 y.,Other Christian community,0.02197,163,5781,0.01819,0.02575
2011,30-45 y.,Islamic community,0.03101,245,5781,0.02654,0.03548
2011,30-45 y.,Non-denominational,0.28518,1910,5781,0.27354,0.29682
2011,46-65 y.,Catholic,0.28311,2300,8058,0.27327,0.29295
2011,46-65 y.,Protestant,0.28497,2508,8058,0.27512,0.29483
2011,46-65 y.,Other Christian community,0.02503,196,8058,0.02162,0.02844
2011,46-65 y.,Islamic community,0.01935,107,8058,0.01634,0.02236
2011,46-65 y.,Non-denominational,0.34655,2947,8058,0.33616,0.35694
2011,66 and older,Catholic,0.31200,1512,5103,0.29929,0.32471
2011,66 and older,Protestant,0.42320,2131,5103,0.40964,0.43676
2011,66 and older,Other Christian community,0.01997,83,5103,0.01613,0.02381
2011,66 and older,Islamic community,0.01177,44,5103,0.00881,0.01473
2011,66 and older,Non-denominational,0.22584,1333,5103,0.21437,0.23731
2015,17-29 y.,Catholic,0.27136,1249,4414,0.25824,0.28448
2015,17-29 y.,Protestant,0.30583,1240,4414,0.29223,0.31942
2015,17-29 y.,Other Christian community,0.01222,99,4414,0.00898,0.01546
2015,17-29 y.,Islamic community,0.02894,200,4414,0.02400,0.03389
2015,17-29 y.,Other religious community,0.00993,74,4414,0.00700,0.01285
2015,17-29 y.,Non-denominational,0.24589,1168,4414,0.23319,0.25860
2015,17-29 y.,Christian orthodox,0.01201,158,4414,0.00880,0.01522
2015,17-29 y.,Shiite denomination,0.00440,32,4414,0.00245,0.00635
2015,17-29 y.,Sunni denomination,0.03401,194,4414,0.02866,0.03935
2015,30-45 y.,Catholic,0.27402,2239,8194,0.26437,0.28368
2015,30-45 y.,Protestant,0.24277,1942,8194,0.23349,0.25206
2015,30-45 y.,Other Christian community,0.02402,222,8194,0.02071,0.02734
2015,30-45 y.,Islamic community,0.03577,387,8194,0.03175,0.03979
2015,30-45 y.,Other religious community,0.00677,73,8194,0.00499,0.00854
2015,30-45 y.,Non-denominational,0.36472,2715,8194,0.35430,0.37515
2015,30-45 y.,Christian orthodox,0.01489,363,8194,0.01227,0.01752
2015,30-45 y.,Sunni denomination,0.02333,253,8194,0.02006,0.02660
2015,46-65 y.,Catholic,0.28809,2595,9066,0.27876,0.29741
2015,46-65 y.,Protestant,0.27985,2586,9066,0.27061,0.28909
2015,46-65 y.,Other Christian community,0.01950,223,9066,0.01665,0.02234
2015,46-65 y.,Islamic community,0.01636,145,9066,0.01375,0.01897
2015,46-65 y.,Other religious community,0.00363,49,9066,0.00239,0.00487
2015,46-65 y.,Non-denominational,0.37182,3212,9066,0.36187,0.38177
2015,46-65 y.,Christian orthodox,0.00504,158,9066,0.00358,0.00649
2015,46-65 y.,Sunni denomination,0.00827,98,9066,0.00641,0.01014
2015,66 and older,Catholic,0.29730,1356,4810,0.28438,0.31022
2015,66 and older,Protestant,0.40746,1926,4810,0.39357,0.42134
2015,66 and older,Other Christian community,0.02137,91,4810,0.01728,0.02546
2015,66 and older,Non-denominational,0.24957,1437,4810,0.23734,0.26181
2019,17-29 y.,Catholic,0.24989,1012,4773,0.23760,0.26217
2019,17-29 y.,Protestant,0.26363,1146,4773,0.25113,0.27613
2019,17-29 y.,Other Christian community,0.01066,64,4773,0.00775,0.01358
2019,17-29 y.,Islamic community,0.01956,120,4773,0.01563,0.02349
2019,17-29 y.,Other religious community,0.00908,152,4773,0.00639,0.01177
2019,17-29 y.,Non-denominational,0.27582,1232,4773,0.26314,0.28850
2019,17-29 y.,Christian orthodox,0.01345,141,4773,0.01018,0.01671
2019,17-29 y.,Shiite denomination,0.01033,84,4773,0.00746,0.01319
2019,17-29 y.,Sunni denomination,0.06426,822,4773,0.05730,0.07121
2019,30-45 y.,Catholic,0.24893,1546,7866,0.23938,0.25849
2019,30-45 y.,Protestant,0.23867,1502,7866,0.22925,0.24810
2019,30-45 y.,Other Christian community,0.01150,102,7866,0.00914,0.01385
2019,30-45 y.,Islamic community,0.01089,207,7866,0.00859,0.01318
2019,30-45 y.,Other religious community,0.00779,195,7866,0.00585,0.00974
2019,30-45 y.,Non-denominational,0.40283,2623,7866,0.39199,0.41367
2019,30-45 y.,Christian orthodox,0.02198,276,7866,0.01874,0.02522
2019,30-45 y.,Shiite denomination,0.00309,119,7866,0.00187,0.00432
2019,30-45 y.,Sunni denomination,0.04676,1296,7866,0.04209,0.05142
2019,46-65 y.,Catholic,0.26085,2645,10975,0.25263,0.26906
2019,46-65 y.,Protestant,0.26212,2883,10975,0.25389,0.27035
2019,46-65 y.,Other Christian community,0.01869,176,10975,0.01615,0.02122
2019,46-65 y.,Islamic community,0.00920,98,10975,0.00741,0.01098
2019,46-65 y.,Other religious community,0.00472,111,10975,0.00344,0.00600
2019,46-65 y.,Non-denominational,0.39126,4201,10975,0.38213,0.40040
2019,46-65 y.,Christian orthodox,0.01779,225,10975,0.01532,0.02026
2019,46-65 y.,Shiite denomination,0.00202,48,10975,0.00118,0.00286
2019,46-65 y.,Sunni denomination,0.02564,588,10975,0.02268,0.02860
2019,66 and older,Catholic,0.28497,1400,5153,0.27264,0.29730
2019,66 and older,Protestant,0.37499,1798,5153,0.36177,0.38821
2019,66 and older,Other Christian community,0.01769,70,5153,0.01409,0.02129
2019,66 and older,Non-denominational,0.29688,1813,5153,0.28440,0.30935
2019,66 and older,Christian orthodox,0.00974,40,5153,0.00706,0.01242
2019,66 and older,Sunni denomination,0.00430,32,5153,0.00251,0.00609
