year,bula_h,pgisced97,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Brandenburg,Upper Secondary Level,Non-denominational,0.65756,274,376,0.60953,0.70559
1990,Brandenburg,First Stage of Tertiary Education,Non-denominational,0.55266,33,33,0.38038,0.72493
1990,Brandenburg,Second Stage of Tertiary Education,Protestant,0.27091,45,165,0.20289,0.33893
1990,Brandenburg,Second Stage of Tertiary Education,Non-denominational,0.69381,120,165,0.62326,0.76435
1990,Mecklenburg-Western Pomerania,Lower Secondary Level,Non-denominational,0.62980,45,45,0.48713,0.77248
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Protestant,0.25429,65,274,0.20264,0.30595
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Non-denominational,0.71378,209,274,0.66016,0.76740
1990,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Non-denominational,0.71469,79,79,0.61448,0.81490
1990,Saxony,Lower Secondary Level,Protestant,0.43988,62,141,0.35765,0.52210
1990,Saxony,Lower Secondary Level,Non-denominational,0.44743,79,141,0.36506,0.52980
1990,Saxony,Upper Secondary Level,Catholic,0.05106,35,758,0.03538,0.06674
1990,Saxony,Upper Secondary Level,Protestant,0.30836,234,758,0.27546,0.34125
1990,Saxony,Upper Secondary Level,Non-denominational,0.63475,489,758,0.60045,0.66905
1990,Saxony,First Stage of Tertiary Education,Non-denominational,0.52120,38,38,0.36024,0.68217
1990,Saxony,Second Stage of Tertiary Education,Protestant,0.23049,61,271,0.18025,0.28072
1990,Saxony,Second Stage of Tertiary Education,Non-denominational,0.71729,210,271,0.66358,0.77101
1990,Saxony-Anhalt,Lower Secondary Level,Protestant,0.34605,36,105,0.25462,0.43748
1990,Saxony-Anhalt,Lower Secondary Level,Non-denominational,0.57162,69,105,0.47651,0.66672
1990,Saxony-Anhalt,Upper Secondary Level,Protestant,0.23905,108,417,0.19806,0.28003
1990,Saxony-Anhalt,Upper Secondary Level,Non-denominational,0.69845,309,417,0.65435,0.74255
1990,Saxony-Anhalt,First Stage of Tertiary Education,Non-denominational,0.61213,31,31,0.43777,0.78650
1990,Saxony-Anhalt,Second Stage of Tertiary Education,Protestant,0.22146,40,165,0.15791,0.28502
1990,Saxony-Anhalt,Second Stage of Tertiary Education,Non-denominational,0.72133,125,165,0.65271,0.78995
1990,Thuringa,Upper Secondary Level,Catholic,0.12336,58,487,0.09412,0.15260
1990,Thuringa,Upper Secondary Level,Protestant,0.32806,160,487,0.28632,0.36980
1990,Thuringa,Upper Secondary Level,Non-denominational,0.54697,269,487,0.50271,0.59123
1990,Thuringa,Second Stage of Tertiary Education,Protestant,0.32812,44,122,0.24446,0.41178
1990,Thuringa,Second Stage of Tertiary Education,Non-denominational,0.59408,78,122,0.50658,0.68158
1997,Schleswig-Holstein,Lower Secondary Level,Protestant,0.87816,32,32,0.76302,0.99331
1997,Schleswig-Holstein,Upper Secondary Level,Protestant,0.59825,86,135,0.51524,0.68126
1997,Schleswig-Holstein,Upper Secondary Level,Non-denominational,0.31038,49,135,0.23204,0.38871
1997,Hamburg,Upper Secondary Level,Protestant,0.52461,32,32,0.34881,0.70041
1997,Lower Saxony,Lower Secondary Level,Catholic,0.13491,33,181,0.08500,0.18482
1997,Lower Saxony,Lower Secondary Level,Protestant,0.66940,116,181,0.60068,0.73813
1997,Lower Saxony,Lower Secondary Level,Non-denominational,0.13420,32,181,0.08441,0.18400
1997,Lower Saxony,Upper Secondary Level,Catholic,0.09472,60,475,0.06836,0.12108
1997,Lower Saxony,Upper Secondary Level,Protestant,0.65322,309,475,0.61037,0.69606
1997,Lower Saxony,Upper Secondary Level,Non-denominational,0.22323,106,475,0.18574,0.26072
1997,Lower Saxony,First Stage of Tertiary Education,Protestant,0.40942,31,31,0.23346,0.58538
1997,Lower Saxony,Second Stage of Tertiary Education,Protestant,0.52837,56,89,0.42407,0.63267
1997,Lower Saxony,Second Stage of Tertiary Education,Non-denominational,0.27838,33,89,0.18473,0.37202
1997,North Rhine-Westphalia,Pre-primary Level,Catholic,0.52390,34,34,0.35350,0.69430
1997,North Rhine-Westphalia,Primary Level,Catholic,0.31412,31,81,0.21241,0.41584
1997,North Rhine-Westphalia,Primary Level,Other religious community,0.37526,50,81,0.26915,0.48136
1997,North Rhine-Westphalia,Lower Secondary Level,Catholic,0.44429,197,462,0.39893,0.48965
1997,North Rhine-Westphalia,Lower Secondary Level,Protestant,0.36749,127,462,0.32348,0.41150
1997,North Rhine-Westphalia,Lower Secondary Level,Other religious community,0.08380,100,462,0.05851,0.10910
1997,North Rhine-Westphalia,Lower Secondary Level,Non-denominational,0.08064,38,462,0.05578,0.10549
1997,North Rhine-Westphalia,Upper Secondary Level,Catholic,0.47451,538,1228,0.44657,0.50245
1997,North Rhine-Westphalia,Upper Secondary Level,Protestant,0.35521,416,1228,0.32843,0.38199
1997,North Rhine-Westphalia,Upper Secondary Level,Other Christian community,0.02144,46,1228,0.01333,0.02954
1997,North Rhine-Westphalia,Upper Secondary Level,Other religious community,0.02616,79,1228,0.01723,0.03509
1997,North Rhine-Westphalia,Upper Secondary Level,Non-denominational,0.12235,149,1228,0.10401,0.14068
1997,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Catholic,0.47222,58,58,0.34262,0.60182
1997,North Rhine-Westphalia,First Stage of Tertiary Education,Catholic,0.50672,68,68,0.38701,0.62644
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Catholic,0.43820,112,259,0.37766,0.49875
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Protestant,0.34226,95,259,0.28436,0.40016
1997,North Rhine-Westphalia,Second Stage of Tertiary Education,Non-denominational,0.17118,52,259,0.12522,0.21714
1997,Hesse,Lower Secondary Level,Catholic,0.38894,70,134,0.30608,0.47179
1997,Hesse,Lower Secondary Level,Protestant,0.45631,64,134,0.37165,0.54096
1997,Hesse,Upper Secondary Level,Catholic,0.25154,104,374,0.20750,0.29557
1997,Hesse,Upper Secondary Level,Protestant,0.53068,182,374,0.48003,0.58133
1997,Hesse,Upper Secondary Level,Other religious community,0.04430,33,374,0.02342,0.06518
1997,Hesse,Upper Secondary Level,Non-denominational,0.14685,55,374,0.11093,0.18277
1997,Hesse,Second Stage of Tertiary Education,Protestant,0.38150,37,71,0.26771,0.49530
1997,Hesse,Second Stage of Tertiary Education,Non-denominational,0.39080,34,71,0.27650,0.50511
1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Catholic,0.60714,113,171,0.53372,0.68056
1997,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Protestant,0.30042,58,171,0.23150,0.36933
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Catholic,0.55524,187,300,0.49892,0.61157
1997,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Protestant,0.32370,113,300,0.27066,0.37673
1997,Baden-Wuerttemberg,Primary Level,Catholic,0.41501,56,121,0.32685,0.50317
1997,Baden-Wuerttemberg,Primary Level,Other religious community,0.35576,65,121,0.27010,0.44142
1997,Baden-Wuerttemberg,Lower Secondary Level,Catholic,0.52378,180,391,0.47421,0.57335
1997,Baden-Wuerttemberg,Lower Secondary Level,Protestant,0.30541,92,391,0.25970,0.35113
1997,Baden-Wuerttemberg,Lower Secondary Level,Other Christian community,0.04041,38,391,0.02086,0.05995
1997,Baden-Wuerttemberg,Lower Secondary Level,Other religious community,0.07746,81,391,0.05093,0.10399
1997,Baden-Wuerttemberg,Upper Secondary Level,Catholic,0.44220,345,774,0.40719,0.47721
1997,Baden-Wuerttemberg,Upper Secondary Level,Protestant,0.37507,238,774,0.34094,0.40920
1997,Baden-Wuerttemberg,Upper Secondary Level,Other Christian community,0.02582,52,774,0.01464,0.03700
1997,Baden-Wuerttemberg,Upper Secondary Level,Other religious community,0.03311,70,774,0.02050,0.04572
1997,Baden-Wuerttemberg,Upper Secondary Level,Non-denominational,0.12027,69,774,0.09734,0.14320
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Catholic,0.42143,41,76,0.30968,0.53319
1997,Baden-Wuerttemberg,First Stage of Tertiary Education,Protestant,0.33277,35,76,0.22613,0.43942
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,Catholic,0.36373,48,90,0.26378,0.46367
1997,Baden-Wuerttemberg,Second Stage of Tertiary Education,Protestant,0.35409,42,90,0.25473,0.45345
1997,Bavaria,Lower Secondary Level,Catholic,0.64856,198,318,0.59600,0.70112
1997,Bavaria,Lower Secondary Level,Protestant,0.16752,47,318,0.12641,0.20863
1997,Bavaria,Lower Secondary Level,Other Christian community,0.05563,33,318,0.03039,0.08086
1997,Bavaria,Lower Secondary Level,Other religious community,0.06428,40,318,0.03728,0.09128
1997,Bavaria,Upper Secondary Level,Catholic,0.61715,511,780,0.58301,0.65128
1997,Bavaria,Upper Secondary Level,Protestant,0.22222,173,780,0.19302,0.25141
1997,Bavaria,Upper Secondary Level,Non-denominational,0.12246,96,780,0.09944,0.14548
1997,Bavaria,First Stage of Tertiary Education,Catholic,0.52601,60,60,0.39860,0.65342
1997,Bavaria,Second Stage of Tertiary Education,Catholic,0.46057,79,164,0.38405,0.53709
1997,Bavaria,Second Stage of Tertiary Education,Protestant,0.25669,45,164,0.18963,0.32375
1997,Bavaria,Second Stage of Tertiary Education,Non-denominational,0.22372,40,164,0.15974,0.28769
1997,Berlin,Upper Secondary Level,Protestant,0.30488,56,194,0.23993,0.36983
1997,Berlin,Upper Secondary Level,Non-denominational,0.55350,138,194,0.48336,0.62363
1997,Berlin,Second Stage of Tertiary Education,Non-denominational,0.61854,96,96,0.52086,0.71622
1997,Brandenburg,Lower Secondary Level,Non-denominational,0.69497,45,45,0.55892,0.83101
1997,Brandenburg,Upper Secondary Level,Protestant,0.22933,58,290,0.18086,0.27781
1997,Brandenburg,Upper Secondary Level,Non-denominational,0.74532,232,290,0.69509,0.79555
1997,Brandenburg,Second Stage of Tertiary Education,Non-denominational,0.78154,121,121,0.70761,0.85547
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Protestant,0.25166,46,207,0.19240,0.31092
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,Non-denominational,0.70878,161,207,0.64673,0.77082
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Non-denominational,0.70041,63,63,0.58639,0.81444
1997,Saxony,Lower Secondary Level,Protestant,0.45901,44,111,0.36588,0.55213
1997,Saxony,Lower Secondary Level,Non-denominational,0.49799,67,111,0.40455,0.59143
1997,Saxony,Upper Secondary Level,Protestant,0.30174,166,579,0.26432,0.33917
1997,Saxony,Upper Secondary Level,Non-denominational,0.65341,413,579,0.61462,0.69221
1997,Saxony,Second Stage of Tertiary Education,Protestant,0.26468,61,226,0.20703,0.32232
1997,Saxony,Second Stage of Tertiary Education,Non-denominational,0.66167,165,226,0.59984,0.72349
1997,Saxony-Anhalt,Lower Secondary Level,Non-denominational,0.72249,55,55,0.60306,0.84192
1997,Saxony-Anhalt,Upper Secondary Level,Protestant,0.17049,62,337,0.13028,0.21070
1997,Saxony-Anhalt,Upper Secondary Level,Non-denominational,0.80265,275,337,0.76010,0.84521
1997,Saxony-Anhalt,First Stage of Tertiary Education,Non-denominational,0.83471,44,44,0.72368,0.94573
1997,Saxony-Anhalt,Second Stage of Tertiary Education,Protestant,0.24151,35,137,0.16957,0.31344
1997,Saxony-Anhalt,Second Stage of Tertiary Education,Non-denominational,0.73283,102,137,0.65846,0.80720
1997,Thuringa,Lower Secondary Level,Non-denominational,0.47491,34,34,0.30453,0.64529
1997,Thuringa,Upper Secondary Level,Catholic,0.13687,47,403,0.10327,0.17047
1997,Thuringa,Upper Secondary Level,Protestant,0.24153,106,403,0.19969,0.28337
1997,Thuringa,Upper Secondary Level,Non-denominational,0.61706,250,403,0.56954,0.66458
1997,Thuringa,Second Stage of Tertiary Education,Protestant,0.25345,37,109,0.17141,0.33549
1997,Thuringa,Second Stage of Tertiary Education,Non-denominational,0.67164,72,109,0.58307,0.76021
2003,Schleswig-Holstein,Lower Secondary Level,Protestant,0.69678,61,61,0.58047,0.81309
2003,Schleswig-Holstein,Upper Secondary Level,Protestant,0.65322,230,320,0.60099,0.70545
2003,Schleswig-Holstein,Upper Secondary Level,Non-denominational,0.24522,90,320,0.19801,0.29243
2003,Schleswig-Holstein,First Stage of Tertiary Education,Protestant,0.64183,34,34,0.47824,0.80542
2003,Schleswig-Holstein,Second Stage of Tertiary Education,Protestant,0.58354,68,68,0.46550,0.70158
2003,Hamburg,Upper Secondary Level,Protestant,0.56833,71,123,0.48044,0.65622
2003,Hamburg,Upper Secondary Level,Non-denominational,0.33635,52,123,0.25251,0.42018
2003,Hamburg,Second Stage of Tertiary Education,Protestant,0.46511,37,37,0.30217,0.62804
2003,Lower Saxony,Pre-primary Level,Protestant,0.49307,34,34,0.32249,0.66365
2003,Lower Saxony,Lower Secondary Level,Catholic,0.19263,50,199,0.13770,0.24756
2003,Lower Saxony,Lower Secondary Level,Protestant,0.59451,149,199,0.52612,0.66290
2003,Lower Saxony,Upper Secondary Level,Catholic,0.17123,163,970,0.14751,0.19495
2003,Lower Saxony,Upper Secondary Level,Protestant,0.59766,586,970,0.56678,0.62853
2003,Lower Saxony,Upper Secondary Level,Other religious community,0.02695,32,970,0.01676,0.03715
2003,Lower Saxony,Upper Secondary Level,Non-denominational,0.18938,189,970,0.16471,0.21405
2003,Lower Saxony,Post-secondary Non-tertiary Level,Protestant,0.57778,70,70,0.46124,0.69432
2003,Lower Saxony,First Stage of Tertiary Education,Protestant,0.42874,56,87,0.32414,0.53333
2003,Lower Saxony,First Stage of Tertiary Education,Non-denominational,0.29122,31,87,0.19520,0.38725
2003,Lower Saxony,Second Stage of Tertiary Education,Catholic,0.15662,46,291,0.11479,0.19845
2003,Lower Saxony,Second Stage of Tertiary Education,Protestant,0.52628,156,291,0.46881,0.58375
2003,Lower Saxony,Second Stage of Tertiary Education,Non-denominational,0.27386,89,291,0.22254,0.32519
2003,Bremen,Upper Secondary Level,Protestant,0.47763,40,40,0.32087,0.63440
2003,North Rhine-Westphalia,Pre-primary Level,Catholic,0.45070,56,108,0.35642,0.54498
2003,North Rhine-Westphalia,Pre-primary Level,Protestant,0.30036,52,108,0.21350,0.38722
2003,North Rhine-Westphalia,Primary Level,Other religious community,0.40977,44,44,0.26277,0.55676
2003,North Rhine-Westphalia,Lower Secondary Level,Catholic,0.42584,242,564,0.38500,0.46669
2003,North Rhine-Westphalia,Lower Secondary Level,Protestant,0.30860,171,564,0.27045,0.34676
2003,North Rhine-Westphalia,Lower Secondary Level,Other religious community,0.11855,95,564,0.09185,0.14526
2003,North Rhine-Westphalia,Lower Secondary Level,Non-denominational,0.11680,56,564,0.09027,0.14333
2003,North Rhine-Westphalia,Upper Secondary Level,Catholic,0.44628,981,2235,0.42566,0.46689
2003,North Rhine-Westphalia,Upper Secondary Level,Protestant,0.35361,784,2235,0.33379,0.37344
2003,North Rhine-Westphalia,Upper Secondary Level,Other Christian community,0.01413,43,2235,0.00924,0.01903
2003,North Rhine-Westphalia,Upper Secondary Level,Other religious community,0.03421,102,2235,0.02667,0.04174
2003,North Rhine-Westphalia,Upper Secondary Level,Non-denominational,0.15177,325,2235,0.13689,0.16665
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Catholic,0.41938,142,312,0.36454,0.47423
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Protestant,0.33206,114,312,0.27971,0.38440
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Non-denominational,0.17201,56,312,0.13006,0.21395
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Catholic,0.50379,158,317,0.44867,0.55892
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Protestant,0.29056,102,317,0.24050,0.34062
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Non-denominational,0.17903,57,317,0.13676,0.22130
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Catholic,0.40137,328,803,0.36744,0.43529
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Protestant,0.29108,274,803,0.25964,0.32252
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Non-denominational,0.25076,201,803,0.22076,0.28076
2003,Hesse,Lower Secondary Level,Catholic,0.31281,58,154,0.23934,0.38627
2003,Hesse,Lower Secondary Level,Protestant,0.46807,96,154,0.38900,0.54713
2003,Hesse,Upper Secondary Level,Catholic,0.24568,160,636,0.21220,0.27916
2003,Hesse,Upper Secondary Level,Protestant,0.54925,372,636,0.51055,0.58795
2003,Hesse,Upper Secondary Level,Non-denominational,0.13873,104,636,0.11185,0.16562
2003,Hesse,Post-secondary Non-tertiary Level,Protestant,0.50788,56,56,0.37576,0.64001
2003,Hesse,First Stage of Tertiary Education,Protestant,0.51953,48,48,0.37670,0.66237
2003,Hesse,Second Stage of Tertiary Education,Catholic,0.23872,69,301,0.19048,0.28696
2003,Hesse,Second Stage of Tertiary Education,Protestant,0.41353,134,301,0.35780,0.46926
2003,Hesse,Second Stage of Tertiary Education,Non-denominational,0.25181,98,301,0.20269,0.30093
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Catholic,0.56011,134,207,0.49233,0.62790
2003,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Protestant,0.31525,73,207,0.25180,0.37870
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Catholic,0.55820,382,672,0.52063,0.59578
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Protestant,0.29785,220,672,0.26325,0.33245
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Non-denominational,0.10577,70,672,0.08250,0.12904
2003,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Catholic,0.58228,37,37,0.42117,0.74339
2003,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Catholic,0.49002,60,60,0.36246,0.61758
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Catholic,0.44444,83,178,0.37124,0.51765
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Protestant,0.27123,57,178,0.20573,0.33673
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Non-denominational,0.22366,38,178,0.16228,0.28505
2003,Baden-Wuerttemberg,Pre-primary Level,Catholic,0.38871,32,32,0.21711,0.56030
2003,Baden-Wuerttemberg,Lower Secondary Level,Catholic,0.44801,186,435,0.40123,0.49480
2003,Baden-Wuerttemberg,Lower Secondary Level,Protestant,0.37181,129,435,0.32634,0.41728
2003,Baden-Wuerttemberg,Lower Secondary Level,Other Christian community,0.04705,40,435,0.02713,0.06697
2003,Baden-Wuerttemberg,Lower Secondary Level,Other religious community,0.10096,80,435,0.07261,0.12930
2003,Baden-Wuerttemberg,Upper Secondary Level,Catholic,0.38247,486,1248,0.35549,0.40944
2003,Baden-Wuerttemberg,Upper Secondary Level,Protestant,0.39944,459,1248,0.37225,0.42662
2003,Baden-Wuerttemberg,Upper Secondary Level,Other Christian community,0.03338,55,1248,0.02341,0.04335
2003,Baden-Wuerttemberg,Upper Secondary Level,Other religious community,0.05257,85,1248,0.04018,0.06495
2003,Baden-Wuerttemberg,Upper Secondary Level,Non-denominational,0.13215,163,1248,0.11335,0.15094
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Catholic,0.32321,44,91,0.22658,0.41984
2003,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Protestant,0.31898,47,91,0.22269,0.41528
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Catholic,0.39378,86,192,0.32449,0.46307
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Protestant,0.37382,72,192,0.30520,0.44243
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Non-denominational,0.17547,34,192,0.12153,0.22941
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Catholic,0.34734,150,439,0.30275,0.39193
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Protestant,0.40256,189,439,0.35663,0.44848
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Non-denominational,0.19195,100,439,0.15507,0.22884
2003,Bavaria,Pre-primary Level,Catholic,0.56069,38,38,0.40077,0.72061
2003,Bavaria,Lower Secondary Level,Catholic,0.59634,228,345,0.54449,0.64819
2003,Bavaria,Lower Secondary Level,Protestant,0.21280,75,345,0.16955,0.25606
2003,Bavaria,Lower Secondary Level,Other religious community,0.07682,42,345,0.04867,0.10496
2003,Bavaria,Upper Secondary Level,Catholic,0.64429,1036,1566,0.62057,0.66801
2003,Bavaria,Upper Secondary Level,Protestant,0.19097,316,1566,0.17149,0.21044
2003,Bavaria,Upper Secondary Level,Non-denominational,0.13189,214,1566,0.11512,0.14865
2003,Bavaria,Post-secondary Non-tertiary Level,Catholic,0.54252,69,137,0.45879,0.62625
2003,Bavaria,Post-secondary Non-tertiary Level,Protestant,0.22245,32,137,0.15255,0.29235
