year,migback,regtyp,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Rural regions,Protestant,0.36355,2221,6498,0.35185,0.37525
2007,No migration background,Rural regions,Other Christian community,0.00584,35,6498,0.00399,0.00769
2007,No migration background,Rural regions,Non-denominational,0.37778,2742,6498,0.36599,0.38957
2007,Direct migration background,Urban regions,Catholic,0.34054,576,1695,0.31797,0.36310
2007,Direct migration background,Urban regions,Protestant,0.17216,315,1695,0.15418,0.19014
2007,Direct migration background,Urban regions,Other Christian community,0.10613,191,1695,0.09147,0.12080
2007,Direct migration background,Urban regions,Islamic community,0.24149,413,1695,0.22111,0.26188
2007,Direct migration background,Urban regions,Non-denominational,0.12571,200,1695,0.10992,0.14150
2007,Direct migration background,Rural regions,Catholic,0.31273,132,389,0.26660,0.35886
2007,Direct migration background,Rural regions,Protestant,0.23470,98,389,0.19253,0.27687
2007,Direct migration background,Rural regions,Other Christian community,0.13902,46,389,0.10459,0.17345
2007,Direct migration background,Rural regions,Islamic community,0.10729,45,389,0.07650,0.13809
2007,Direct migration background,Rural regions,Non-denominational,0.19816,68,389,0.15849,0.23782
2007,Indirect migration background,Urban regions,Catholic,0.34241,233,661,0.30621,0.37862
2007,Indirect migration background,Urban regions,Protestant,0.18848,113,661,0.15864,0.21831
2007,Indirect migration background,Urban regions,Other Christian community,0.08183,72,661,0.06091,0.10274
2007,Indirect migration background,Urban regions,Islamic community,0.21033,147,661,0.17923,0.24142
2007,Indirect migration background,Urban regions,Non-denominational,0.16009,96,661,0.13211,0.18807
2007,Indirect migration background,Rural regions,Catholic,0.41615,40,40,0.26145,0.57086
2011,No migration background,Urban regions,Catholic,0.30348,3673,11900,0.29522,0.31174
2011,No migration background,Urban regions,Protestant,0.37806,4514,11900,0.36935,0.38677
2011,No migration background,Urban regions,Other Christian community,0.01357,195,11900,0.01149,0.01565
2011,No migration background,Urban regions,Non-denominational,0.30237,3518,11900,0.29412,0.31063
2011,No migration background,Rural regions,Catholic,0.24638,1685,7160,0.23639,0.25636
2011,No migration background,Rural regions,Protestant,0.34634,2401,7160,0.33532,0.35736
2011,No migration background,Rural regions,Other Christian community,0.00608,41,7160,0.00428,0.00788
2011,No migration background,Rural regions,Non-denominational,0.40010,3033,7160,0.38875,0.41145
2011,Direct migration background,Urban regions,Catholic,0.36754,568,1627,0.34411,0.39098
2011,Direct migration background,Urban regions,Protestant,0.17709,307,1627,0.15854,0.19565
2011,Direct migration background,Urban regions,Other Christian community,0.09776,175,1627,0.08332,0.11219
2011,Direct migration background,Urban regions,Islamic community,0.16257,296,1627,0.14463,0.18050
2011,Direct migration background,Urban regions,Non-denominational,0.17840,281,1627,0.15979,0.19700
2011,Direct migration background,Rural regions,Catholic,0.34094,155,486,0.29875,0.38313
2011,Direct migration background,Rural regions,Protestant,0.29995,171,486,0.25917,0.34073
2011,Direct migration background,Rural regions,Other Christian community,0.09775,32,486,0.07132,0.12418
2011,Direct migration background,Rural regions,Islamic community,0.08601,46,486,0.06105,0.11096
2011,Direct migration background,Rural regions,Non-denominational,0.16003,82,486,0.12740,0.19266
2011,Indirect migration background,Urban regions,Catholic,0.37570,247,701,0.33982,0.41157
2011,Indirect migration background,Urban regions,Protestant,0.18030,117,701,0.15182,0.20878
2011,Indirect migration background,Urban regions,Other Christian community,0.06785,62,701,0.04922,0.08648
2011,Indirect migration background,Urban regions,Islamic community,0.16608,138,701,0.13851,0.19365
2011,Indirect migration background,Urban regions,Non-denominational,0.19531,137,701,0.16594,0.22468
2011,Indirect migration background,Rural regions,Catholic,0.49127,59,91,0.38799,0.59456
2011,Indirect migration background,Rural regions,Non-denominational,0.15847,32,91,0.08303,0.23392
2015,No migration background,Urban regions,Catholic,0.31211,3571,11590,0.30367,0.32054
2015,No migration background,Urban regions,Protestant,0.35260,4145,11590,0.34390,0.36130
2015,No migration background,Urban regions,Other Christian community,0.01723,195,11590,0.01486,0.01960
2015,No migration background,Urban regions,Non-denominational,0.31587,3679,11590,0.30740,0.32433
2015,No migration background,Rural regions,Catholic,0.23956,1797,7386,0.22983,0.24930
2015,No migration background,Rural regions,Protestant,0.34183,2431,7386,0.33101,0.35265
2015,No migration background,Rural regions,Other Christian community,0.00782,59,7386,0.00581,0.00983
2015,No migration background,Rural regions,Non-denominational,0.40929,3099,7386,0.39807,0.42050
2015,Direct migration background,Urban regions,Catholic,0.31163,1215,4451,0.29802,0.32524
2015,Direct migration background,Urban regions,Protestant,0.13700,564,4451,0.12689,0.14710
2015,Direct migration background,Urban regions,Other Christian community,0.05125,237,4451,0.04477,0.05773
2015,Direct migration background,Urban regions,Islamic community,0.11692,442,4451,0.10748,0.12636
2015,Direct migration background,Urban regions,Other religious community,0.02437,118,4451,0.01984,0.02890
2015,Direct migration background,Urban regions,Non-denominational,0.22946,1069,4451,0.21710,0.24181
2015,Direct migration background,Urban regions,Christian orthodox,0.04545,438,4451,0.03933,0.05157
2015,Direct migration background,Urban regions,Shiite denomination,0.00732,47,4451,0.00481,0.00982
2015,Direct migration background,Urban regions,Sunni denomination,0.06922,321,4451,0.06176,0.07668
2015,Direct migration background,Rural regions,Catholic,0.30031,417,1511,0.27719,0.32344
2015,Direct migration background,Rural regions,Protestant,0.24179,309,1511,0.22019,0.26338
2015,Direct migration background,Rural regions,Other Christian community,0.04288,62,1511,0.03266,0.05309
2015,Direct migration background,Rural regions,Islamic community,0.06342,106,1511,0.05112,0.07571
2015,Direct migration background,Rural regions,Other religious community,0.02126,47,1511,0.01398,0.02853
2015,Direct migration background,Rural regions,Non-denominational,0.23263,323,1511,0.21132,0.25394
2015,Direct migration background,Rural regions,Christian orthodox,0.04864,171,1511,0.03779,0.05949
2015,Direct migration background,Rural regions,Sunni denomination,0.03639,76,1511,0.02695,0.04584
2015,Indirect migration background,Urban regions,Catholic,0.27674,351,1257,0.25199,0.30148
2015,Indirect migration background,Urban regions,Protestant,0.16503,184,1257,0.14450,0.18556
2015,Indirect migration background,Urban regions,Other Christian community,0.03776,75,1257,0.02722,0.04830
2015,Indirect migration background,Urban regions,Islamic community,0.11028,163,1257,0.09296,0.12761
2015,Indirect migration background,Urban regions,Non-denominational,0.24170,284,1257,0.21803,0.26538
2015,Indirect migration background,Urban regions,Christian orthodox,0.02060,72,1257,0.01275,0.02846
2015,Indirect migration background,Urban regions,Sunni denomination,0.10988,128,1257,0.09259,0.12718
2015,Indirect migration background,Rural regions,Catholic,0.31584,88,258,0.25901,0.37267
2015,Indirect migration background,Rural regions,Protestant,0.29385,61,258,0.23816,0.34954
2015,Indirect migration background,Rural regions,Islamic community,0.05046,31,258,0.02370,0.07722
2015,Indirect migration background,Rural regions,Non-denominational,0.22601,78,258,0.17488,0.27715
2019,No migration background,No answer / don't know,Catholic,0.21321,94,476,0.17638,0.25005
2019,No migration background,No answer / don't know,Protestant,0.24358,126,476,0.20498,0.28219
2019,No migration background,No answer / don't know,Non-denominational,0.53252,256,476,0.48765,0.57739
2019,No migration background,Urban regions,Catholic,0.28564,3449,12092,0.27758,0.29369
2019,No migration background,Urban regions,Protestant,0.34139,3990,12092,0.33294,0.34984
2019,No migration background,Urban regions,Other Christian community,0.01807,204,12092,0.01570,0.02045
2019,No migration background,Urban regions,Non-denominational,0.35247,4449,12092,0.34396,0.36099
2019,No migration background,Rural regions,Catholic,0.23635,1646,7420,0.22668,0.24602
2019,No migration background,Rural regions,Protestant,0.32097,2325,7420,0.31034,0.33159
2019,No migration background,Rural regions,Other Christian community,0.00742,66,7420,0.00547,0.00937
2019,No migration background,Rural regions,Non-denominational,0.43429,3383,7420,0.42301,0.44557
2019,Direct migration background,Urban regions,Catholic,0.26415,770,5307,0.25229,0.27601
2019,Direct migration background,Urban regions,Protestant,0.10276,406,5307,0.09459,0.11093
2019,Direct migration background,Urban regions,Other Christian community,0.01917,88,5307,0.01548,0.02286
2019,Direct migration background,Urban regions,Islamic community,0.05869,276,5307,0.05237,0.06502
2019,Direct migration background,Urban regions,Other religious community,0.02505,291,5307,0.02084,0.02925
2019,Direct migration background,Urban regions,Non-denominational,0.25838,954,5307,0.24660,0.27016
2019,Direct migration background,Urban regions,Christian orthodox,0.09254,448,5307,0.08474,0.10034
2019,Direct migration background,Urban regions,Shiite denomination,0.01506,163,5307,0.01179,0.01834
2019,Direct migration background,Urban regions,Sunni denomination,0.15452,1877,5307,0.14479,0.16424
2019,Direct migration background,Urban regions,Alevi denomination,0.00968,34,5307,0.00705,0.01232
2019,Direct migration background,Rural regions,Catholic,0.26487,257,1891,0.24498,0.28476
2019,Direct migration background,Rural regions,Protestant,0.17904,196,1891,0.16175,0.19632
2019,Direct migration background,Rural regions,Islamic community,0.02350,101,1891,0.01667,0.03034
2019,Direct migration background,Rural regions,Other religious community,0.02738,137,1891,0.02002,0.03473
2019,Direct migration background,Rural regions,Non-denominational,0.25572,308,1891,0.23605,0.27539
2019,Direct migration background,Rural regions,Christian orthodox,0.09198,174,1891,0.07895,0.10501
2019,Direct migration background,Rural regions,Shiite denomination,0.01130,75,1891,0.00654,0.01607
2019,Direct migration background,Rural regions,Sunni denomination,0.09421,643,1891,0.08104,0.10738
2019,Indirect migration background,Urban regions,Catholic,0.26779,303,1171,0.24242,0.29317
2019,Indirect migration background,Urban regions,Protestant,0.14854,201,1171,0.12816,0.16892
2019,Indirect migration background,Urban regions,Islamic community,0.04484,45,1171,0.03298,0.05670
2019,Indirect migration background,Urban regions,Non-denominational,0.27940,384,1171,0.25369,0.30511
2019,Indirect migration background,Urban regions,Christian orthodox,0.03329,52,1171,0.02301,0.04357
2019,Indirect migration background,Urban regions,Sunni denomination,0.18290,186,1171,0.16075,0.20505
2019,Indirect migration background,Rural regions,Catholic,0.21569,68,237,0.16321,0.26816
2019,Indirect migration background,Rural regions,Protestant,0.28640,73,237,0.22872,0.34408
2019,Indirect migration background,Rural regions,Non-denominational,0.32022,96,237,0.26069,0.37974
