"plh0258_h","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Konfessionslos","1990","(Fach-)Abitur","maennlich","102","0.199294766896668","0.164488526644978","0.234101007148358"
"Konfessionslos","1990","(Fach-)Abitur","weiblich","85","0.190997326599782","0.151212169274379","0.230782483925185"
"Konfessionslos","1990","AkademikerInnen","maennlich","414","0.346483449798818","0.315801592332095","0.377165307265542"
"Konfessionslos","1990","AkademikerInnen","weiblich","420","0.426299991477881","0.391324198381563","0.4612757845742"
"Christlich orthodox","1990","(noch) kein Abschluss","maennlich","36","0.0309995746736166","0.0142027848315416","0.0477963645156916"
"Christlich orthodox","1990","(noch) kein Abschluss","weiblich","50","0.0403562148056211","0.0228601573412945","0.0578522722699477"
"Christlich orthodox","1990","Hauptschulabschluss","maennlich","94","0.00512063417903935","0.00270940704438839","0.00753186131369031"
"Christlich orthodox","1990","Hauptschulabschluss","weiblich","71","0.0031549063323048","0.00134203320070048","0.00496777946390913"
"Christlich orthodox","1990","Realschulabschluss","maennlich","","","",""
"Christlich orthodox","1990","Realschulabschluss","weiblich","","","",""
"Christlich orthodox","1990","(Fach-)Abitur","maennlich","","","",""
"Christlich orthodox","1990","(Fach-)Abitur","weiblich","","","",""
"Christlich orthodox","1990","AkademikerInnen","maennlich","","","",""
"Christlich orthodox","1990","AkademikerInnen","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","(noch) kein Abschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","(noch) kein Abschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","Hauptschulabschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","Hauptschulabschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","Realschulabschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","Realschulabschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","(Fach-)Abitur","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","(Fach-)Abitur","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","AkademikerInnen","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","AkademikerInnen","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","(noch) kein Abschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","(noch) kein Abschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","Hauptschulabschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","Hauptschulabschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","Realschulabschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","Realschulabschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","(Fach-)Abitur","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","(Fach-)Abitur","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","AkademikerInnen","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","AkademikerInnen","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","(noch) kein Abschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","(noch) kein Abschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","Hauptschulabschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","Hauptschulabschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","Realschulabschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","Realschulabschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","(Fach-)Abitur","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","(Fach-)Abitur","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","AkademikerInnen","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","AkademikerInnen","weiblich","","","",""
"Mehrfachnennung","1990","(noch) kein Abschluss","maennlich","","","",""
"Mehrfachnennung","1990","(noch) kein Abschluss","weiblich","","","",""
"Mehrfachnennung","1990","Hauptschulabschluss","maennlich","","","",""
"Mehrfachnennung","1990","Hauptschulabschluss","weiblich","","","",""
"Mehrfachnennung","1990","Realschulabschluss","maennlich","","","",""
"Mehrfachnennung","1990","Realschulabschluss","weiblich","","","",""
"Mehrfachnennung","1990","(Fach-)Abitur","maennlich","","","",""
"Mehrfachnennung","1990","(Fach-)Abitur","weiblich","","","",""
"Mehrfachnennung","1990","AkademikerInnen","maennlich","","","",""
"Mehrfachnennung","1990","AkademikerInnen","weiblich","","","",""
"Katholisch","1991","(noch) kein Abschluss","maennlich","","","",""
"Katholisch","1991","(noch) kein Abschluss","weiblich","","","",""
"Katholisch","1991","Hauptschulabschluss","maennlich","35","0.0575450337782171","0.0397647121760421","0.0753253553803921"
"Katholisch","1991","Hauptschulabschluss","weiblich","51","0.0640140030698845","0.0476354091297089","0.0803925970100601"
"Katholisch","1991","Realschulabschluss","maennlich","42","0.0546557466223418","0.0388550062667953","0.0704564869778883"
"Katholisch","1991","Realschulabschluss","weiblich","37","0.0565304721276174","0.0396026800743335","0.0734582641809013"
"Katholisch","1991","(Fach-)Abitur","maennlich","","","",""
"Katholisch","1991","(Fach-)Abitur","weiblich","","","",""
"Katholisch","1991","AkademikerInnen","maennlich","","","",""
"Katholisch","1991","AkademikerInnen","weiblich","","","",""
"Evangelisch","1991","(noch) kein Abschluss","maennlich","","","",""
"Evangelisch","1991","(noch) kein Abschluss","weiblich","","","",""
"Evangelisch","1991","Hauptschulabschluss","maennlich","178","0.28742972368129","0.252876778298773","0.321982669063807"
"Evangelisch","1991","Hauptschulabschluss","weiblich","321","0.406703174195136","0.373834722965747","0.439571625424526"
"Evangelisch","1991","Realschulabschluss","maennlich","155","0.194471448871503","0.166958767365701","0.221984130377305"
"Evangelisch","1991","Realschulabschluss","weiblich","196","0.278023876053124","0.245184300541506","0.310863451564741"
"Evangelisch","1991","(Fach-)Abitur","maennlich","","","",""
"Evangelisch","1991","(Fach-)Abitur","weiblich","","","",""
"Evangelisch","1991","AkademikerInnen","maennlich","95","0.207126180038861","0.169303845368827","0.244948514708895"
"Evangelisch","1991","AkademikerInnen","weiblich","131","0.261859677720378","0.223962523502254","0.299756831938503"
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1991","(noch) kein Abschluss","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1991","Hauptschulabschluss","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1991","Realschulabschluss","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1991","(Fach-)Abitur","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1991","AkademikerInnen","weiblich","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","maennlich","","","",""
"Islamische Religionsgemeinschaft","1991","(noch) kein Abschluss","weiblich","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","maennlich","","","",""
"Islamische Religionsgemeinschaft","1991","Hauptschulabschluss","weiblich","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","maennlich","","","",""
"Islamische Religionsgemeinschaft","1991","Realschulabschluss","weiblich","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","maennlich","","","",""
"Islamische Religionsgemeinschaft","1991","(Fach-)Abitur","weiblich","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","maennlich","","","",""
"Islamische Religionsgemeinschaft","1991","AkademikerInnen","weiblich","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","maennlich","","","",""
"Andere Religionsgemeinschaft","1991","(noch) kein Abschluss","weiblich","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","maennlich","","","",""
"Andere Religionsgemeinschaft","1991","Hauptschulabschluss","weiblich","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","maennlich","","","",""
"Andere Religionsgemeinschaft","1991","Realschulabschluss","weiblich","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","maennlich","","","",""
"Andere Religionsgemeinschaft","1991","(Fach-)Abitur","weiblich","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","maennlich","","","",""
"Andere Religionsgemeinschaft","1991","AkademikerInnen","weiblich","","","",""
"Konfessionslos","1991","(noch) kein Abschluss","maennlich","","","",""
"Konfessionslos","1991","(noch) kein Abschluss","weiblich","","","",""
"Konfessionslos","1991","Hauptschulabschluss","maennlich","442","0.646541969955868","0.610043667052792","0.683040272858944"
"Konfessionslos","1991","Hauptschulabschluss","weiblich","479","0.52121546862502","0.487789565469612","0.554641371780427"
"Konfessionslos","1991","Realschulabschluss","maennlich","591","0.742848301561257","0.712466795929999","0.773229807192515"
"Konfessionslos","1991","Realschulabschluss","weiblich","478","0.660662415195885","0.62595671165358","0.695368118738191"
"Konfessionslos","1991","(Fach-)Abitur","maennlich","47","0.738606886010772","0.632601026757525","0.844612745264018"
"Konfessionslos","1991","(Fach-)Abitur","weiblich","40","0.70848644907707","0.589458424667188","0.827514473486952"
"Konfessionslos","1991","AkademikerInnen","maennlich","324","0.745778445365908","0.705139737111844","0.786417153619971"
"Konfessionslos","1991","AkademikerInnen","weiblich","365","0.695644557917442","0.655981421718487","0.735307694116396"
"Christlich orthodox","1991","(noch) kein Abschluss","maennlich","","","",""
"Christlich orthodox","1991","(noch) kein Abschluss","weiblich","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","maennlich","","","",""
"Christlich orthodox","1991","Hauptschulabschluss","weiblich","","","",""
"Christlich orthodox","1991","Realschulabschluss","maennlich","","","",""
"Christlich orthodox","1991","Realschulabschluss","weiblich","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","maennlich","","","",""
"Christlich orthodox","1991","(Fach-)Abitur","weiblich","","","",""
"Christlich orthodox","1991","AkademikerInnen","maennlich","","","",""
"Christlich orthodox","1991","AkademikerInnen","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1991","(noch) kein Abschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1991","Hauptschulabschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1991","Realschulabschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1991","(Fach-)Abitur","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1991","AkademikerInnen","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1991","(noch) kein Abschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1991","(noch) kein Abschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1991","Hauptschulabschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1991","Hauptschulabschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1991","Realschulabschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1991","Realschulabschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1991","(Fach-)Abitur","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1991","(Fach-)Abitur","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1991","AkademikerInnen","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1991","AkademikerInnen","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1991","(noch) kein Abschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1991","(noch) kein Abschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1991","Hauptschulabschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1991","Hauptschulabschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1991","Realschulabschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1991","Realschulabschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1991","(Fach-)Abitur","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1991","(Fach-)Abitur","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1991","AkademikerInnen","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1991","AkademikerInnen","weiblich","","","",""
"Mehrfachnennung","1991","(noch) kein Abschluss","maennlich","","","",""
"Mehrfachnennung","1991","(noch) kein Abschluss","weiblich","","","",""
"Mehrfachnennung","1991","Hauptschulabschluss","maennlich","","","",""
"Mehrfachnennung","1991","Hauptschulabschluss","weiblich","","","",""
"Mehrfachnennung","1991","Realschulabschluss","maennlich","","","",""
"Mehrfachnennung","1991","Realschulabschluss","weiblich","","","",""
"Mehrfachnennung","1991","(Fach-)Abitur","maennlich","","","",""
"Mehrfachnennung","1991","(Fach-)Abitur","weiblich","","","",""
"Mehrfachnennung","1991","AkademikerInnen","maennlich","","","",""
"Mehrfachnennung","1991","AkademikerInnen","weiblich","","","",""
"Katholisch","1992","(noch) kein Abschluss","maennlich","","","",""
"Katholisch","1992","(noch) kein Abschluss","weiblich","","","",""
"Katholisch","1992","Hauptschulabschluss","maennlich","","","",""
"Katholisch","1992","Hauptschulabschluss","weiblich","","","",""
"Katholisch","1992","Realschulabschluss","maennlich","","","",""
"Katholisch","1992","Realschulabschluss","weiblich","","","",""
"Katholisch","1992","(Fach-)Abitur","maennlich","","","",""
"Katholisch","1992","(Fach-)Abitur","weiblich","","","",""
"Katholisch","1992","AkademikerInnen","maennlich","","","",""
"Katholisch","1992","AkademikerInnen","weiblich","","","",""
"Evangelisch","1992","(noch) kein Abschluss","maennlich","","","",""
"Evangelisch","1992","(noch) kein Abschluss","weiblich","","","",""
"Evangelisch","1992","Hauptschulabschluss","maennlich","","","",""
"Evangelisch","1992","Hauptschulabschluss","weiblich","","","",""
"Evangelisch","1992","Realschulabschluss","maennlich","","","",""
"Evangelisch","1992","Realschulabschluss","weiblich","","","",""
"Evangelisch","1992","(Fach-)Abitur","maennlich","","","",""
"Evangelisch","1992","(Fach-)Abitur","weiblich","","","",""
"Evangelisch","1992","AkademikerInnen","maennlich","","","",""
"Evangelisch","1992","AkademikerInnen","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1992","(noch) kein Abschluss","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1992","(noch) kein Abschluss","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1992","Hauptschulabschluss","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1992","Hauptschulabschluss","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1992","Realschulabschluss","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1992","Realschulabschluss","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1992","(Fach-)Abitur","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1992","(Fach-)Abitur","weiblich","","","",""
"Andere christlische Religionsgemeinschaft","1992","AkademikerInnen","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1992","AkademikerInnen","weiblich","","","",""
"Islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","maennlich","","","",""
"Islamische Religionsgemeinschaft","1992","(noch) kein Abschluss","weiblich","","","",""
"Islamische Religionsgemeinschaft","1992","Hauptschulabschluss","maennlich","","","",""
"Islamische Religionsgemeinschaft","1992","Hauptschulabschluss","weiblich","","","",""
"Islamische Religionsgemeinschaft","1992","Realschulabschluss","maennlich","","","",""
"Islamische Religionsgemeinschaft","1992","Realschulabschluss","weiblich","","","",""
"Islamische Religionsgemeinschaft","1992","(Fach-)Abitur","maennlich","","","",""
"Islamische Religionsgemeinschaft","1992","(Fach-)Abitur","weiblich","","","",""
"Islamische Religionsgemeinschaft","1992","AkademikerInnen","maennlich","","","",""
"Islamische Religionsgemeinschaft","1992","AkademikerInnen","weiblich","","","",""
"Andere Religionsgemeinschaft","1992","(noch) kein Abschluss","maennlich","","","",""
"Andere Religionsgemeinschaft","1992","(noch) kein Abschluss","weiblich","","","",""
"Andere Religionsgemeinschaft","1992","Hauptschulabschluss","maennlich","","","",""
"Andere Religionsgemeinschaft","1992","Hauptschulabschluss","weiblich","","","",""
"Andere Religionsgemeinschaft","1992","Realschulabschluss","maennlich","","","",""
"Andere Religionsgemeinschaft","1992","Realschulabschluss","weiblich","","","",""
"Andere Religionsgemeinschaft","1992","(Fach-)Abitur","maennlich","","","",""
"Andere Religionsgemeinschaft","1992","(Fach-)Abitur","weiblich","","","",""
"Andere Religionsgemeinschaft","1992","AkademikerInnen","maennlich","","","",""
"Andere Religionsgemeinschaft","1992","AkademikerInnen","weiblich","","","",""
"Konfessionslos","1992","(noch) kein Abschluss","maennlich","","","",""
"Konfessionslos","1992","(noch) kein Abschluss","weiblich","","","",""
"Konfessionslos","1992","Hauptschulabschluss","maennlich","","","",""
"Konfessionslos","1992","Hauptschulabschluss","weiblich","","","",""
"Konfessionslos","1992","Realschulabschluss","maennlich","","","",""
"Konfessionslos","1992","Realschulabschluss","weiblich","","","",""
"Konfessionslos","1992","(Fach-)Abitur","maennlich","","","",""
"Konfessionslos","1992","(Fach-)Abitur","weiblich","","","",""
"Konfessionslos","1992","AkademikerInnen","maennlich","","","",""
"Konfessionslos","1992","AkademikerInnen","weiblich","","","",""
"Christlich orthodox","1992","(noch) kein Abschluss","maennlich","","","",""
"Christlich orthodox","1992","(noch) kein Abschluss","weiblich","","","",""
"Christlich orthodox","1992","Hauptschulabschluss","maennlich","","","",""
"Christlich orthodox","1992","Hauptschulabschluss","weiblich","","","",""
"Christlich orthodox","1992","Realschulabschluss","maennlich","","","",""
"Christlich orthodox","1992","Realschulabschluss","weiblich","","","",""
"Christlich orthodox","1992","(Fach-)Abitur","maennlich","","","",""
"Christlich orthodox","1992","(Fach-)Abitur","weiblich","","","",""
"Christlich orthodox","1992","AkademikerInnen","maennlich","","","",""
"Christlich orthodox","1992","AkademikerInnen","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1992","(noch) kein Abschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1992","(noch) kein Abschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1992","Hauptschulabschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1992","Hauptschulabschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1992","Realschulabschluss","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1992","Realschulabschluss","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1992","(Fach-)Abitur","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1992","(Fach-)Abitur","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1992","AkademikerInnen","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1992","AkademikerInnen","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1992","(noch) kein Abschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1992","(noch) kein Abschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1992","Hauptschulabschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1992","Hauptschulabschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1992","Realschulabschluss","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1992","Realschulabschluss","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1992","(Fach-)Abitur","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1992","(Fach-)Abitur","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1992","AkademikerInnen","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1992","AkademikerInnen","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1992","(noch) kein Abschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1992","(noch) kein Abschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1992","Hauptschulabschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1992","Hauptschulabschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1992","Realschulabschluss","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1992","Realschulabschluss","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1992","(Fach-)Abitur","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1992","(Fach-)Abitur","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1992","AkademikerInnen","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1992","AkademikerInnen","weiblich","","","",""
"Mehrfachnennung","1992","(noch) kein Abschluss","maennlich","","","",""
"Mehrfachnennung","1992","(noch) kein Abschluss","weiblich","","","",""
"Mehrfachnennung","1992","Hauptschulabschluss","maennlich","","","",""
"Mehrfachnennung","1992","Hauptschulabschluss","weiblich","","","",""
"Mehrfachnennung","1992","Realschulabschluss","maennlich","","","",""
"Mehrfachnennung","1992","Realschulabschluss","weiblich","","","",""
"Mehrfachnennung","1992","(Fach-)Abitur","maennlich","","","",""
"Mehrfachnennung","1992","(Fach-)Abitur","weiblich","","","",""
"Mehrfachnennung","1992","AkademikerInnen","maennlich","","","",""
"Mehrfachnennung","1992","AkademikerInnen","weiblich","","","",""
"Katholisch","1993","(noch) kein Abschluss","maennlich","","","",""
"Katholisch","1993","(noch) kein Abschluss","weiblich","","","",""
"Katholisch","1993","Hauptschulabschluss","maennlich","","","",""
"Katholisch","1993","Hauptschulabschluss","weiblich","","","",""
"Katholisch","1993","Realschulabschluss","maennlich","","","",""
"Katholisch","1993","Realschulabschluss","weiblich","","","",""
"Katholisch","1993","(Fach-)Abitur","maennlich","","","",""
"Katholisch","1993","(Fach-)Abitur","weiblich","","","",""
"Katholisch","1993","AkademikerInnen","maennlich","","","",""
"Katholisch","1993","AkademikerInnen","weiblich","","","",""
