year,bula_h,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Hesse,1st Quintile,Catholic,0.35701,63,172,0.28519,0.42882
1990,Hesse,1st Quintile,Protestant,0.43845,49,172,0.36408,0.51282
1990,Hesse,1st Quintile,Islamic community,0.08693,60,172,0.04470,0.12916
1990,Hesse,2nd Quintile,Catholic,0.26426,45,137,0.19015,0.33836
1990,Hesse,2nd Quintile,Protestant,0.57104,59,137,0.48785,0.65422
1990,Hesse,2nd Quintile,Islamic community,0.06157,33,137,0.02117,0.10197
1990,Hesse,3rd Quintile,Catholic,0.24354,59,160,0.17682,0.31025
1990,Hesse,3rd Quintile,Protestant,0.63829,101,160,0.56360,0.71298
1990,Hesse,4th Quintile,Catholic,0.30854,75,179,0.24069,0.37640
1990,Hesse,4th Quintile,Protestant,0.58173,104,179,0.50926,0.65420
1990,Hesse,5th Quintile,Catholic,0.28034,63,193,0.21681,0.34388
1990,Hesse,5th Quintile,Protestant,0.53539,99,193,0.46485,0.60594
1990,Hesse,5th Quintile,Non-denominational,0.18136,31,193,0.12686,0.23586
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Catholic,0.35406,54,109,0.26386,0.44425
1990,"Rhineland-Palatinate, Saarland",1st Quintile,Protestant,0.56047,55,109,0.46686,0.65408
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Catholic,0.60519,86,130,0.52084,0.68955
1990,"Rhineland-Palatinate, Saarland",2nd Quintile,Protestant,0.28157,44,130,0.20396,0.35919
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,Catholic,0.60819,94,139,0.52675,0.68964
1990,"Rhineland-Palatinate, Saarland",3rd Quintile,Protestant,0.34028,45,139,0.26123,0.41933
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Catholic,0.62756,85,131,0.54446,0.71067
1990,"Rhineland-Palatinate, Saarland",4th Quintile,Protestant,0.33789,46,131,0.25659,0.41920
1990,"Rhineland-Palatinate, Saarland",5th Quintile,Catholic,0.63299,64,64,0.51397,0.75201
1990,Baden-Wuerttemberg,1st Quintile,Catholic,0.40557,121,282,0.34816,0.46298
1990,Baden-Wuerttemberg,1st Quintile,Protestant,0.44457,77,282,0.38647,0.50267
1990,Baden-Wuerttemberg,1st Quintile,Islamic community,0.08193,84,282,0.04986,0.11400
1990,Baden-Wuerttemberg,2nd Quintile,Catholic,0.49306,171,323,0.43846,0.54767
1990,Baden-Wuerttemberg,2nd Quintile,Protestant,0.41315,112,323,0.35936,0.46693
1990,Baden-Wuerttemberg,2nd Quintile,Islamic community,0.02334,40,323,0.00685,0.03984
1990,Baden-Wuerttemberg,3rd Quintile,Catholic,0.50026,209,352,0.44796,0.55257
1990,Baden-Wuerttemberg,3rd Quintile,Protestant,0.38894,101,352,0.33794,0.43994
1990,Baden-Wuerttemberg,3rd Quintile,Islamic community,0.03427,42,352,0.01524,0.05331
1990,Baden-Wuerttemberg,4th Quintile,Catholic,0.54500,194,281,0.48667,0.60333
1990,Baden-Wuerttemberg,4th Quintile,Protestant,0.31463,87,281,0.26024,0.36902
1990,Baden-Wuerttemberg,5th Quintile,Catholic,0.38700,134,270,0.32880,0.44521
1990,Baden-Wuerttemberg,5th Quintile,Protestant,0.47732,136,270,0.41763,0.53701
1990,Bavaria,1st Quintile,Catholic,0.65770,144,221,0.59500,0.72040
1990,Bavaria,1st Quintile,Protestant,0.25911,46,221,0.20122,0.31701
1990,Bavaria,1st Quintile,Islamic community,0.03549,31,221,0.01104,0.05993
1990,Bavaria,2nd Quintile,Catholic,0.69138,199,288,0.63793,0.74482
1990,Bavaria,2nd Quintile,Protestant,0.23752,53,288,0.18829,0.28676
1990,Bavaria,2nd Quintile,Islamic community,0.03980,36,288,0.01718,0.06242
1990,Bavaria,3rd Quintile,Catholic,0.67572,170,222,0.61400,0.73744
1990,Bavaria,3rd Quintile,Protestant,0.24037,52,222,0.18403,0.29671
1990,Bavaria,4th Quintile,Catholic,0.64666,240,316,0.59387,0.69945
1990,Bavaria,4th Quintile,Protestant,0.23583,76,316,0.18895,0.28271
1990,Bavaria,5th Quintile,Catholic,0.58515,213,345,0.53308,0.63722
1990,Bavaria,5th Quintile,Protestant,0.27306,90,345,0.22598,0.32014
1990,Bavaria,5th Quintile,Non-denominational,0.12421,42,345,0.08936,0.15906
1990,Berlin,1st Quintile,Islamic community,0.21520,33,33,0.07281,0.35759
1990,Berlin,4th Quintile,Protestant,0.54092,35,35,0.37341,0.70842
1990,Berlin,5th Quintile,Protestant,0.52300,33,33,0.34995,0.69606
1997,Schleswig-Holstein,4th Quintile,Protestant,0.62005,47,47,0.47979,0.76032
1997,Schleswig-Holstein,5th Quintile,Protestant,0.55255,33,33,0.38027,0.72483
1997,Lower Saxony,1st Quintile,Protestant,0.65081,99,99,0.55642,0.74519
1997,Lower Saxony,2nd Quintile,Protestant,0.61243,94,126,0.52702,0.69784
1997,Lower Saxony,2nd Quintile,Non-denominational,0.18125,32,126,0.11372,0.24878
1997,Lower Saxony,3rd Quintile,Catholic,0.12246,31,203,0.07725,0.16767
1997,Lower Saxony,3rd Quintile,Protestant,0.57689,117,203,0.50876,0.64503
1997,Lower Saxony,3rd Quintile,Non-denominational,0.26270,55,203,0.20201,0.32339
1997,Lower Saxony,4th Quintile,Protestant,0.70622,134,170,0.63755,0.77490
1997,Lower Saxony,4th Quintile,Non-denominational,0.20211,36,170,0.14157,0.26266
1997,Lower Saxony,5th Quintile,Catholic,0.15102,31,220,0.10360,0.19844
1997,Lower Saxony,5th Quintile,Protestant,0.53852,120,220,0.47250,0.60455
1997,Lower Saxony,5th Quintile,Non-denominational,0.29902,69,220,0.23838,0.35966
1997,North Rhine-Westphalia,1st Quintile,Catholic,0.40534,179,474,0.36110,0.44959
1997,North Rhine-Westphalia,1st Quintile,Protestant,0.32518,112,474,0.28297,0.36740
1997,North Rhine-Westphalia,1st Quintile,Other religious community,0.15577,143,474,0.12309,0.18846
1997,North Rhine-Westphalia,1st Quintile,Non-denominational,0.08516,40,474,0.06001,0.11032
1997,North Rhine-Westphalia,2nd Quintile,Catholic,0.51525,226,498,0.47131,0.55918
1997,North Rhine-Westphalia,2nd Quintile,Protestant,0.31643,145,498,0.27554,0.35732
1997,North Rhine-Westphalia,2nd Quintile,Other religious community,0.07849,91,498,0.05484,0.10213
1997,North Rhine-Westphalia,2nd Quintile,Non-denominational,0.06253,36,498,0.04125,0.08382
1997,North Rhine-Westphalia,3rd Quintile,Catholic,0.46840,216,414,0.42028,0.51653
1997,North Rhine-Westphalia,3rd Quintile,Protestant,0.38487,153,414,0.33794,0.43179
1997,North Rhine-Westphalia,3rd Quintile,Non-denominational,0.09305,45,414,0.06503,0.12107
1997,North Rhine-Westphalia,4th Quintile,Catholic,0.46755,207,429,0.42028,0.51482
1997,North Rhine-Westphalia,4th Quintile,Protestant,0.32296,147,429,0.27866,0.36726
1997,North Rhine-Westphalia,4th Quintile,Non-denominational,0.17337,75,429,0.13751,0.20924
1997,North Rhine-Westphalia,5th Quintile,Catholic,0.45273,230,503,0.40919,0.49627
1997,North Rhine-Westphalia,5th Quintile,Protestant,0.33416,171,503,0.29290,0.37542
1997,North Rhine-Westphalia,5th Quintile,Non-denominational,0.17994,102,503,0.14633,0.21354
1997,Hesse,1st Quintile,Catholic,0.35237,50,133,0.27087,0.43386
1997,Hesse,1st Quintile,Protestant,0.34741,39,133,0.26618,0.42863
1997,Hesse,1st Quintile,Other religious community,0.16943,44,133,0.10543,0.23342
1997,Hesse,2nd Quintile,Catholic,0.30956,49,102,0.21939,0.39972
1997,Hesse,2nd Quintile,Protestant,0.52027,53,102,0.42284,0.61771
1997,Hesse,3rd Quintile,Catholic,0.29630,63,124,0.21560,0.37700
1997,Hesse,3rd Quintile,Protestant,0.52601,61,124,0.43777,0.61426
1997,Hesse,4th Quintile,Catholic,0.26450,45,128,0.18779,0.34121
1997,Hesse,4th Quintile,Protestant,0.53626,83,128,0.44953,0.62299
1997,Hesse,5th Quintile,Catholic,0.25087,53,201,0.19079,0.31096
1997,Hesse,5th Quintile,Protestant,0.46252,97,201,0.39342,0.53162
1997,Hesse,5th Quintile,Non-denominational,0.26099,51,201,0.20012,0.32186
1997,"Rhineland-Palatinate, Saarland",1st Quintile,Catholic,0.38621,64,110,0.29481,0.47762
1997,"Rhineland-Palatinate, Saarland",1st Quintile,Protestant,0.44164,46,110,0.34842,0.53487
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,Catholic,0.62490,81,122,0.53863,0.71116
1997,"Rhineland-Palatinate, Saarland",2nd Quintile,Protestant,0.28155,41,122,0.20141,0.36169
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,Catholic,0.56556,85,121,0.47687,0.65425
1997,"Rhineland-Palatinate, Saarland",3rd Quintile,Protestant,0.25853,36,121,0.18019,0.33686
1997,"Rhineland-Palatinate, Saarland",4th Quintile,Catholic,0.59804,78,133,0.51440,0.68168
1997,"Rhineland-Palatinate, Saarland",4th Quintile,Protestant,0.29110,55,133,0.21360,0.36860
1997,"Rhineland-Palatinate, Saarland",5th Quintile,Catholic,0.64947,83,122,0.56446,0.73449
1997,"Rhineland-Palatinate, Saarland",5th Quintile,Protestant,0.26737,39,122,0.18851,0.34623
1997,Baden-Wuerttemberg,1st Quintile,Catholic,0.49315,120,287,0.43521,0.55109
1997,Baden-Wuerttemberg,1st Quintile,Protestant,0.23448,35,287,0.18537,0.28358
1997,Baden-Wuerttemberg,1st Quintile,Other religious community,0.16904,132,287,0.12560,0.21248
1997,Baden-Wuerttemberg,2nd Quintile,Catholic,0.50273,134,298,0.44587,0.55959
1997,Baden-Wuerttemberg,2nd Quintile,Protestant,0.25016,60,298,0.20090,0.29942
1997,Baden-Wuerttemberg,2nd Quintile,Other Christian community,0.04661,33,298,0.02263,0.07058
1997,Baden-Wuerttemberg,2nd Quintile,Other religious community,0.08746,71,298,0.05533,0.11959
1997,Baden-Wuerttemberg,3rd Quintile,Catholic,0.47972,156,266,0.41957,0.53988
1997,Baden-Wuerttemberg,3rd Quintile,Protestant,0.41773,110,266,0.35835,0.47711
1997,Baden-Wuerttemberg,4th Quintile,Catholic,0.47236,179,312,0.41687,0.52784
1997,Baden-Wuerttemberg,4th Quintile,Protestant,0.38606,133,312,0.33195,0.44017
1997,Baden-Wuerttemberg,5th Quintile,Catholic,0.35569,136,297,0.30116,0.41023
1997,Baden-Wuerttemberg,5th Quintile,Protestant,0.35232,109,297,0.29790,0.40674
1997,Baden-Wuerttemberg,5th Quintile,Non-denominational,0.24215,52,297,0.19335,0.29095
1997,Bavaria,1st Quintile,Catholic,0.58657,110,190,0.51636,0.65678
1997,Bavaria,1st Quintile,Protestant,0.22701,39,190,0.16728,0.28673
1997,Bavaria,1st Quintile,Other religious community,0.07701,41,190,0.03900,0.11503
1997,Bavaria,2nd Quintile,Catholic,0.57147,171,287,0.51412,0.62882
1997,Bavaria,2nd Quintile,Protestant,0.20773,40,287,0.16071,0.25475
1997,Bavaria,2nd Quintile,Other religious community,0.06346,32,287,0.03520,0.09171
1997,Bavaria,2nd Quintile,Non-denominational,0.12691,44,287,0.08834,0.16549
1997,Bavaria,3rd Quintile,Catholic,0.65100,200,259,0.59283,0.70916
1997,Bavaria,3rd Quintile,Protestant,0.20238,59,259,0.15335,0.25140
1997,Bavaria,4th Quintile,Catholic,0.65089,232,308,0.59757,0.70421
1997,Bavaria,4th Quintile,Protestant,0.19985,76,308,0.15512,0.24458
1997,Bavaria,5th Quintile,Catholic,0.52880,224,405,0.48012,0.57748
1997,Bavaria,5th Quintile,Protestant,0.24692,106,405,0.20487,0.28897
1997,Bavaria,5th Quintile,Non-denominational,0.19258,75,405,0.15413,0.23103
1997,Berlin,1st Quintile,Non-denominational,0.43950,43,43,0.28939,0.58960
1997,Berlin,2nd Quintile,Non-denominational,0.72052,54,54,0.59971,0.84134
1997,Berlin,3rd Quintile,Non-denominational,0.54131,67,67,0.42109,0.66152
1997,Berlin,4th Quintile,Protestant,0.38858,35,100,0.29257,0.48460
1997,Berlin,4th Quintile,Non-denominational,0.50682,65,100,0.40833,0.60530
1997,Berlin,5th Quintile,Protestant,0.31343,35,110,0.22634,0.40051
1997,Berlin,5th Quintile,Non-denominational,0.56091,75,110,0.46775,0.65408
1997,Brandenburg,1st Quintile,Non-denominational,0.73814,83,83,0.64298,0.83330
1997,Brandenburg,2nd Quintile,Non-denominational,0.78064,147,147,0.71352,0.84777
1997,Brandenburg,3rd Quintile,Protestant,0.28306,32,128,0.20471,0.36141
1997,Brandenburg,3rd Quintile,Non-denominational,0.68140,96,128,0.60037,0.76244
1997,Brandenburg,4th Quintile,Non-denominational,0.71355,72,72,0.60838,0.81871
1997,Brandenburg,5th Quintile,Non-denominational,0.85839,63,63,0.77161,0.94518
1997,Mecklenburg-Western Pomerania,1st Quintile,Non-denominational,0.68716,56,56,0.56462,0.80969
1997,Mecklenburg-Western Pomerania,2nd Quintile,Non-denominational,0.73705,82,82,0.64117,0.83292
1997,Mecklenburg-Western Pomerania,3rd Quintile,Non-denominational,0.72909,55,55,0.61055,0.84763
1997,Mecklenburg-Western Pomerania,4th Quintile,Non-denominational,0.70833,52,52,0.58358,0.83308
1997,Mecklenburg-Western Pomerania,5th Quintile,Non-denominational,0.53437,38,38,0.37365,0.69510
1997,Saxony,1st Quintile,Protestant,0.32179,67,210,0.25845,0.38512
1997,Saxony,1st Quintile,Non-denominational,0.62026,143,210,0.55447,0.68606
1997,Saxony,2nd Quintile,Protestant,0.34335,103,304,0.28989,0.39682
1997,Saxony,2nd Quintile,Non-denominational,0.59307,201,304,0.53776,0.64839
1997,Saxony,3rd Quintile,Protestant,0.34402,76,255,0.28560,0.40244
1997,Saxony,3rd Quintile,Non-denominational,0.61036,179,255,0.55039,0.67033
1997,Saxony,4th Quintile,Protestant,0.22325,41,178,0.16190,0.28460
1997,Saxony,4th Quintile,Non-denominational,0.72785,137,178,0.66228,0.79342
1997,Saxony,5th Quintile,Non-denominational,0.57858,59,59,0.45150,0.70566
1997,Saxony-Anhalt,1st Quintile,Non-denominational,0.82207,95,95,0.74475,0.89938
1997,Saxony-Anhalt,2nd Quintile,Protestant,0.20164,33,160,0.13928,0.26401
1997,Saxony-Anhalt,2nd Quintile,Non-denominational,0.77505,127,160,0.71014,0.83995
1997,Saxony-Anhalt,3rd Quintile,Non-denominational,0.75505,127,127,0.67996,0.83014
1997,Saxony-Anhalt,4th Quintile,Protestant,0.21831,39,160,0.15410,0.28253
1997,Saxony-Anhalt,4th Quintile,Non-denominational,0.75242,121,160,0.68533,0.81950
1997,Saxony-Anhalt,5th Quintile,Non-denominational,0.90281,45,45,0.81529,0.99034
1997,Thuringa,1st Quintile,Protestant,0.26961,38,137,0.19503,0.34419
1997,Thuringa,1st Quintile,Non-denominational,0.59210,99,137,0.50950,0.67469
1997,Thuringa,2nd Quintile,Protestant,0.22302,41,148,0.15572,0.29031
1997,Thuringa,2nd Quintile,Non-denominational,0.63988,107,148,0.56228,0.71748
1997,Thuringa,3rd Quintile,Protestant,0.30434,52,138,0.22729,0.38139
1997,Thuringa,3rd Quintile,Non-denominational,0.55232,86,138,0.46905,0.63559
1997,Thuringa,4th Quintile,Protestant,0.27165,42,117,0.19071,0.35260
1997,Thuringa,4th Quintile,Non-denominational,0.61135,75,117,0.52264,0.70006
2003,Schleswig-Holstein,1st Quintile,Protestant,0.52312,45,45,0.37553,0.67070
2003,Schleswig-Holstein,2nd Quintile,Protestant,0.74325,72,72,0.64163,0.84486
2003,Schleswig-Holstein,3rd Quintile,Protestant,0.71007,94,94,0.61785,0.80228
2003,Schleswig-Holstein,4th Quintile,Protestant,0.55156,64,103,0.45504,0.64808
2003,Schleswig-Holstein,4th Quintile,Non-denominational,0.29090,39,103,0.20275,0.37904
2003,Schleswig-Holstein,5th Quintile,Protestant,0.69825,158,219,0.63732,0.75919
2003,Schleswig-Holstein,5th Quintile,Non-denominational,0.24772,61,219,0.19041,0.30503
2003,Hamburg,4th Quintile,Protestant,0.55473,33,33,0.38253,0.72693
2003,Hamburg,5th Quintile,Protestant,0.38391,55,101,0.28859,0.47923
2003,Hamburg,5th Quintile,Non-denominational,0.51133,46,101,0.41336,0.60930
2003,Lower Saxony,1st Quintile,Catholic,0.15938,38,247,0.11364,0.20512
2003,Lower Saxony,1st Quintile,Protestant,0.49121,128,247,0.42873,0.55368
2003,Lower Saxony,1st Quintile,Other religious community,0.13248,37,247,0.09012,0.17485
2003,Lower Saxony,1st Quintile,Non-denominational,0.18862,44,247,0.13974,0.23751
2003,Lower Saxony,2nd Quintile,Catholic,0.16824,50,274,0.12386,0.21261
2003,Lower Saxony,2nd Quintile,Protestant,0.55473,161,274,0.49577,0.61369
2003,Lower Saxony,2nd Quintile,Non-denominational,0.21334,63,274,0.16474,0.26194
2003,Lower Saxony,3rd Quintile,Catholic,0.17142,54,303,0.12892,0.21393
2003,Lower Saxony,3rd Quintile,Protestant,0.60482,203,303,0.54968,0.65995
2003,Lower Saxony,3rd Quintile,Non-denominational,0.18313,46,303,0.13950,0.22675
2003,Lower Saxony,4th Quintile,Catholic,0.19864,81,401,0.15954,0.23774
2003,Lower Saxony,4th Quintile,Protestant,0.60566,244,401,0.55776,0.65355
2003,Lower Saxony,4th Quintile,Non-denominational,0.17490,76,401,0.13767,0.21213
2003,Lower Saxony,5th Quintile,Catholic,0.17273,99,587,0.14213,0.20334
2003,Lower Saxony,5th Quintile,Protestant,0.58663,336,587,0.54676,0.62650
2003,Lower Saxony,5th Quintile,Non-denominational,0.22222,152,587,0.18856,0.25589
2003,North Rhine-Westphalia,1st Quintile,Catholic,0.39032,259,662,0.35313,0.42751
2003,North Rhine-Westphalia,1st Quintile,Protestant,0.32868,218,662,0.29287,0.36449
2003,North Rhine-Westphalia,1st Quintile,Other religious community,0.13901,117,662,0.11263,0.16538
2003,North Rhine-Westphalia,1st Quintile,Non-denominational,0.11157,68,662,0.08757,0.13557
2003,North Rhine-Westphalia,2nd Quintile,Catholic,0.47147,355,774,0.43628,0.50666
2003,North Rhine-Westphalia,2nd Quintile,Protestant,0.31506,257,774,0.28232,0.34781
2003,North Rhine-Westphalia,2nd Quintile,Other religious community,0.06907,78,774,0.05119,0.08694
2003,North Rhine-Westphalia,2nd Quintile,Non-denominational,0.12146,84,774,0.09843,0.14449
2003,North Rhine-Westphalia,3rd Quintile,Catholic,0.47305,329,731,0.43683,0.50927
2003,North Rhine-Westphalia,3rd Quintile,Protestant,0.33054,243,731,0.29642,0.36466
2003,North Rhine-Westphalia,3rd Quintile,Other religious community,0.04636,59,731,0.03111,0.06161
2003,North Rhine-Westphalia,3rd Quintile,Non-denominational,0.14086,100,731,0.11562,0.16609
2003,North Rhine-Westphalia,4th Quintile,Catholic,0.43330,417,870,0.40036,0.46625
2003,North Rhine-Westphalia,4th Quintile,Protestant,0.33127,310,870,0.29998,0.36256
2003,North Rhine-Westphalia,4th Quintile,Non-denominational,0.18988,143,870,0.16380,0.21595
2003,North Rhine-Westphalia,5th Quintile,Catholic,0.41084,589,1429,0.38533,0.43636
2003,North Rhine-Westphalia,5th Quintile,Protestant,0.32634,502,1429,0.30202,0.35066
2003,North Rhine-Westphalia,5th Quintile,Non-denominational,0.23899,338,1429,0.21687,0.26111
2003,Hesse,1st Quintile,Catholic,0.24596,41,164,0.17984,0.31207
2003,Hesse,1st Quintile,Protestant,0.41158,86,164,0.33603,0.48713
2003,Hesse,1st Quintile,Non-denominational,0.12241,37,164,0.07209,0.17272
2003,Hesse,2nd Quintile,Catholic,0.26737,46,136,0.19271,0.34203
2003,Hesse,2nd Quintile,Protestant,0.52237,90,136,0.43811,0.60663
2003,Hesse,3rd Quintile,Catholic,0.31302,81,226,0.25243,0.37362
2003,Hesse,3rd Quintile,Protestant,0.50703,114,226,0.44170,0.57235
2003,Hesse,3rd Quintile,Non-denominational,0.11571,31,226,0.07391,0.15751
2003,Hesse,4th Quintile,Catholic,0.19699,52,274,0.14981,0.24417
2003,Hesse,4th Quintile,Protestant,0.55134,163,274,0.49234,0.61034
2003,Hesse,4th Quintile,Non-denominational,0.19750,59,274,0.15027,0.24473
2003,Hesse,5th Quintile,Catholic,0.26865,136,544,0.23137,0.30593
2003,Hesse,5th Quintile,Protestant,0.49886,271,544,0.45681,0.54092
2003,Hesse,5th Quintile,Non-denominational,0.21935,137,544,0.18454,0.25415
2003,"Rhineland-Palatinate, Saarland",1st Quintile,Catholic,0.40156,113,200,0.33345,0.46967
2003,"Rhineland-Palatinate, Saarland",1st Quintile,Protestant,0.34573,87,200,0.27964,0.41181
2003,"Rhineland-Palatinate, Saarland",2nd Quintile,Catholic,0.61907,136,207,0.55276,0.68539
2003,"Rhineland-Palatinate, Saarland",2nd Quintile,Protestant,0.30044,71,207,0.23784,0.36305
2003,"Rhineland-Palatinate, Saarland",3rd Quintile,Catholic,0.55217,132,219,0.48615,0.61818
2003,"Rhineland-Palatinate, Saarland",3rd Quintile,Protestant,0.32846,87,219,0.26611,0.39080
2003,"Rhineland-Palatinate, Saarland",4th Quintile,Catholic,0.63636,176,278,0.57971,0.69301
2003,"Rhineland-Palatinate, Saarland",4th Quintile,Protestant,0.21472,68,278,0.16636,0.26307
2003,"Rhineland-Palatinate, Saarland",4th Quintile,Non-denominational,0.13320,34,278,0.09319,0.17322
2003,"Rhineland-Palatinate, Saarland",5th Quintile,Catholic,0.50816,178,326,0.45380,0.56251
2003,"Rhineland-Palatinate, Saarland",5th Quintile,Protestant,0.25378,95,326,0.20647,0.30110
2003,"Rhineland-Palatinate, Saarland",5th Quintile,Non-denominational,0.17164,53,326,0.13065,0.21264
2003,Baden-Wuerttemberg,1st Quintile,Catholic,0.36089,109,299,0.30636,0.41542
2003,Baden-Wuerttemberg,1st Quintile,Protestant,0.34197,92,299,0.28811,0.39582
2003,Baden-Wuerttemberg,1st Quintile,Other religious community,0.19328,98,299,0.14845,0.23812
2003,Baden-Wuerttemberg,2nd Quintile,Catholic,0.44238,152,348,0.39012,0.49464
2003,Baden-Wuerttemberg,2nd Quintile,Protestant,0.37650,110,348,0.32552,0.42748
2003,Baden-Wuerttemberg,2nd Quintile,Other religious community,0.06385,53,348,0.03812,0.08957
2003,Baden-Wuerttemberg,2nd Quintile,Non-denominational,0.07588,33,348,0.04802,0.10375
2003,Baden-Wuerttemberg,3rd Quintile,Catholic,0.37255,186,497,0.33000,0.41510
2003,Baden-Wuerttemberg,3rd Quintile,Protestant,0.40472,185,497,0.36152,0.44792
2003,Baden-Wuerttemberg,3rd Quintile,Other Christian community,0.03371,32,497,0.01783,0.04960
2003,Baden-Wuerttemberg,3rd Quintile,Other religious community,0.04827,38,497,0.02941,0.06713
2003,Baden-Wuerttemberg,3rd Quintile,Non-denominational,0.14075,56,497,0.11014,0.17135
2003,Baden-Wuerttemberg,4th Quintile,Catholic,0.40737,253,559,0.36660,0.44814
2003,Baden-Wuerttemberg,4th Quintile,Protestant,0.38395,205,559,0.34360,0.42431
2003,Baden-Wuerttemberg,4th Quintile,Other Christian community,0.04091,32,559,0.02447,0.05734
2003,Baden-Wuerttemberg,4th Quintile,Non-denominational,0.15100,69,559,0.12129,0.18070
2003,Baden-Wuerttemberg,5th Quintile,Catholic,0.35229,311,876,0.32064,0.38395
2003,Baden-Wuerttemberg,5th Quintile,Protestant,0.42191,363,876,0.38918,0.45463
2003,Baden-Wuerttemberg,5th Quintile,Other Christian community,0.03420,33,876,0.02215,0.04624
2003,Baden-Wuerttemberg,5th Quintile,Non-denominational,0.17201,169,876,0.14700,0.19701
2003,Bavaria,1st Quintile,Catholic,0.52614,184,343,0.47322,0.57906
2003,Bavaria,1st Quintile,Protestant,0.23479,75,343,0.18987,0.27971
2003,Bavaria,1st Quintile,Other religious community,0.09763,42,343,0.06617,0.12908
2003,Bavaria,1st Quintile,Non-denominational,0.12089,42,343,0.08634,0.15544
2003,Bavaria,2nd Quintile,Catholic,0.63380,281,427,0.58805,0.67955
2003,Bavaria,2nd Quintile,Protestant,0.18985,75,427,0.15261,0.22710
2003,Bavaria,2nd Quintile,Other religious community,0.04987,32,427,0.02920,0.07054
2003,Bavaria,2nd Quintile,Non-denominational,0.09577,39,427,0.06783,0.12372
2003,Bavaria,3rd Quintile,Catholic,0.63055,326,504,0.58837,0.67273
2003,Bavaria,3rd Quintile,Protestant,0.20119,115,504,0.16616,0.23623
2003,Bavaria,3rd Quintile,Non-denominational,0.10378,63,504,0.07713,0.13044
2003,Bavaria,4th Quintile,Catholic,0.63291,427,649,0.59580,0.67002
2003,Bavaria,4th Quintile,Protestant,0.17101,119,649,0.14202,0.20000
2003,Bavaria,4th Quintile,Non-denominational,0.16433,103,649,0.13580,0.19286
2003,Bavaria,5th Quintile,Catholic,0.54667,602,1081,0.51698,0.57636
