year,bula_h,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Bavaria,Other Christian community,0.01180,42,1579,0.00647,0.01713
1990,Bavaria,Islamic community,0.01541,93,1579,0.00933,0.02149
1990,Bavaria,Non-denominational,0.05087,86,1579,0.04003,0.06171
1990,Bavaria,Christian orthodox,0.00637,75,1579,0.00244,0.01029
1990,Berlin,Catholic,0.07443,56,602,0.05344,0.09541
1990,Berlin,Protestant,0.31425,174,602,0.27713,0.35136
1990,Berlin,Islamic community,0.02638,59,602,0.01356,0.03919
1990,Berlin,Non-denominational,0.38487,313,602,0.34597,0.42377
1990,Brandenburg,Protestant,0.24212,203,698,0.21031,0.27392
1990,Brandenburg,Non-denominational,0.49547,495,698,0.45835,0.53259
1990,Mecklenburg-Western Pomerania,Protestant,0.21483,121,487,0.17832,0.25135
1990,Mecklenburg-Western Pomerania,Non-denominational,0.54323,366,487,0.49895,0.58752
1990,Saxony,Catholic,0.04338,67,1309,0.03234,0.05442
1990,Saxony,Protestant,0.24848,399,1309,0.22506,0.27190
1990,Saxony,Non-denominational,0.48169,843,1309,0.45461,0.50877
1990,Saxony-Anhalt,Catholic,0.04838,49,801,0.03351,0.06325
1990,Saxony-Anhalt,Protestant,0.20774,206,801,0.17962,0.23585
1990,Saxony-Anhalt,Non-denominational,0.53601,546,801,0.50145,0.57057
1990,Thuringa,Catholic,0.09961,88,740,0.07802,0.12120
1990,Thuringa,Protestant,0.26272,250,740,0.23099,0.29445
1990,Thuringa,Non-denominational,0.40607,402,740,0.37067,0.44148
1997,Schleswig-Holstein,Protestant,0.49741,160,237,0.43361,0.56120
1997,Schleswig-Holstein,Non-denominational,0.22781,77,237,0.17429,0.28132
1997,Hamburg,Protestant,0.50669,56,99,0.40771,0.60568
1997,Hamburg,Non-denominational,0.30245,43,99,0.21151,0.39339
1997,Lower Saxony,Catholic,0.10116,145,999,0.08245,0.11987
1997,Lower Saxony,Protestant,0.49739,564,999,0.46637,0.52841
1997,Lower Saxony,Other religious community,0.02476,73,999,0.01512,0.03441
1997,Lower Saxony,Non-denominational,0.17811,217,999,0.15438,0.20185
1997,Bremen,Protestant,0.51841,47,47,0.37402,0.66281
1997,North Rhine-Westphalia,Catholic,0.37946,1058,2490,0.36039,0.39852
1997,North Rhine-Westphalia,Protestant,0.27660,728,2490,0.25903,0.29417
1997,North Rhine-Westphalia,Other Christian community,0.02289,120,2490,0.01701,0.02876
1997,North Rhine-Westphalia,Other religious community,0.04010,286,2490,0.03239,0.04781
1997,North Rhine-Westphalia,Non-denominational,0.10100,298,2490,0.08916,0.11284
1997,Hesse,Catholic,0.23776,260,830,0.20878,0.26674
1997,Hesse,Protestant,0.39785,333,830,0.36454,0.43117
1997,Hesse,Other Christian community,0.02032,39,830,0.01071,0.02992
1997,Hesse,Other religious community,0.04093,86,830,0.02744,0.05441
1997,Hesse,Non-denominational,0.12648,112,830,0.10385,0.14911
1997,"Rhineland-Palatinate, Saarland",Catholic,0.45869,391,689,0.42145,0.49592
1997,"Rhineland-Palatinate, Saarland",Protestant,0.25288,217,689,0.22040,0.28536
1997,"Rhineland-Palatinate, Saarland",Other religious community,0.03673,36,689,0.02267,0.05078
1997,"Rhineland-Palatinate, Saarland",Non-denominational,0.05375,45,689,0.03690,0.07061
1997,Baden-Wuerttemberg,Catholic,0.36387,725,1695,0.34096,0.38678
1997,Baden-Wuerttemberg,Protestant,0.26965,447,1695,0.24852,0.29079
1997,Baden-Wuerttemberg,Other Christian community,0.03038,135,1695,0.02221,0.03855
1997,Baden-Wuerttemberg,Other religious community,0.04285,249,1695,0.03321,0.05250
1997,Baden-Wuerttemberg,Non-denominational,0.09044,139,1695,0.07678,0.10410
1997,Bavaria,Catholic,0.48743,937,1615,0.46304,0.51182
1997,Bavaria,Protestant,0.17948,320,1615,0.16075,0.19820
1997,Bavaria,Other Christian community,0.02669,75,1615,0.01883,0.03455
1997,Bavaria,Other religious community,0.02677,99,1615,0.01890,0.03464
1997,Bavaria,Non-denominational,0.09815,184,1615,0.08363,0.11266
1997,Berlin,Catholic,0.08068,44,471,0.05606,0.10531
1997,Berlin,Protestant,0.25161,123,471,0.21238,0.29084
1997,Berlin,Non-denominational,0.44740,304,471,0.40244,0.49235
1997,Brandenburg,Protestant,0.17947,111,572,0.14799,0.21094
1997,Brandenburg,Non-denominational,0.63007,461,572,0.59047,0.66967
1997,Mecklenburg-Western Pomerania,Protestant,0.22260,91,374,0.18039,0.26482
1997,Mecklenburg-Western Pomerania,Non-denominational,0.58099,283,374,0.53092,0.63106
1997,Saxony,Catholic,0.04116,44,1079,0.02930,0.05302
1997,Saxony,Protestant,0.26842,316,1079,0.24197,0.29487
1997,Saxony,Non-denominational,0.51996,719,1079,0.49014,0.54979
1997,Saxony-Anhalt,Protestant,0.16096,123,638,0.13242,0.18950
1997,Saxony-Anhalt,Non-denominational,0.67534,515,638,0.63898,0.71170
1997,Thuringa,Catholic,0.10141,75,654,0.07826,0.12457
1997,Thuringa,Protestant,0.20889,186,654,0.17771,0.24007
1997,Thuringa,Non-denominational,0.48519,393,654,0.44685,0.52352
2003,Schleswig-Holstein,Catholic,0.06449,46,639,0.04543,0.08355
2003,Schleswig-Holstein,Protestant,0.53880,433,639,0.50012,0.57748
2003,Schleswig-Holstein,Non-denominational,0.20141,160,639,0.17029,0.23253
2003,Hamburg,Protestant,0.44769,148,250,0.38592,0.50945
2003,Hamburg,Non-denominational,0.30255,102,250,0.24549,0.35960
2003,Lower Saxony,Catholic,0.14401,322,1901,0.12823,0.15980
2003,Lower Saxony,Protestant,0.47004,1072,1901,0.44759,0.49248
2003,Lower Saxony,Other Christian community,0.01488,51,1901,0.00943,0.02032
2003,Lower Saxony,Other religious community,0.03167,75,1901,0.02380,0.03955
2003,Lower Saxony,Non-denominational,0.16142,381,1901,0.14487,0.17796
2003,Bremen,Protestant,0.46567,82,138,0.38214,0.54919
2003,Bremen,Non-denominational,0.23484,56,138,0.16386,0.30583
2003,North Rhine-Westphalia,Catholic,0.35580,1951,4618,0.34199,0.36961
2003,North Rhine-Westphalia,Protestant,0.26736,1531,4618,0.25459,0.28012
2003,North Rhine-Westphalia,Other Christian community,0.01672,104,4618,0.01303,0.02042
2003,North Rhine-Westphalia,Other religious community,0.04516,299,4618,0.03917,0.05115
2003,North Rhine-Westphalia,Non-denominational,0.13401,733,4618,0.12419,0.14384
2003,Hesse,Catholic,0.20748,356,1475,0.18678,0.22818
2003,Hesse,Protestant,0.40052,724,1475,0.37550,0.42553
2003,Hesse,Other Christian community,0.02821,53,1475,0.01976,0.03667
2003,Hesse,Other religious community,0.03898,56,1475,0.02910,0.04886
2003,Hesse,Non-denominational,0.12963,286,1475,0.11248,0.14678
2003,"Rhineland-Palatinate, Saarland",Catholic,0.43956,735,1332,0.41289,0.46622
2003,"Rhineland-Palatinate, Saarland",Protestant,0.23541,408,1332,0.21262,0.25820
2003,"Rhineland-Palatinate, Saarland",Other religious community,0.03741,46,1332,0.02721,0.04760
2003,"Rhineland-Palatinate, Saarland",Non-denominational,0.09112,143,1332,0.07566,0.10659
2003,Baden-Wuerttemberg,Catholic,0.30823,1011,2679,0.29074,0.32572
2003,Baden-Wuerttemberg,Protestant,0.31343,955,2679,0.29586,0.33100
2003,Baden-Wuerttemberg,Other Christian community,0.03037,134,2679,0.02387,0.03687
2003,Baden-Wuerttemberg,Other religious community,0.04524,228,2679,0.03737,0.05311
2003,Baden-Wuerttemberg,Non-denominational,0.10450,351,2679,0.09292,0.11609
2003,Bavaria,Catholic,0.49299,1820,3109,0.47541,0.51057
2003,Bavaria,Protestant,0.16786,633,3109,0.15472,0.18100
2003,Bavaria,Other Christian community,0.02147,78,3109,0.01638,0.02657
2003,Bavaria,Other religious community,0.02641,101,3109,0.02077,0.03205
2003,Bavaria,Non-denominational,0.12266,477,3109,0.11112,0.13419
2003,Berlin,Catholic,0.05765,57,771,0.04119,0.07412
2003,Berlin,Protestant,0.20652,199,771,0.17792,0.23511
2003,Berlin,Non-denominational,0.50039,515,771,0.46508,0.53571
2003,Brandenburg,Catholic,0.02639,33,930,0.01608,0.03670
2003,Brandenburg,Protestant,0.18614,194,930,0.16111,0.21117
2003,Brandenburg,Non-denominational,0.64646,703,930,0.61572,0.67721
2003,Mecklenburg-Western Pomerania,Protestant,0.18894,102,510,0.15493,0.22295
2003,Mecklenburg-Western Pomerania,Non-denominational,0.65088,408,510,0.60947,0.69229
2003,Saxony,Catholic,0.03667,57,1588,0.02742,0.04592
2003,Saxony,Protestant,0.23872,455,1588,0.21774,0.25969
2003,Saxony,Non-denominational,0.57312,1076,1588,0.54878,0.59745
2003,Saxony-Anhalt,Catholic,0.02430,38,933,0.01441,0.03418
2003,Saxony-Anhalt,Protestant,0.15331,168,933,0.13018,0.17644
2003,Saxony-Anhalt,Non-denominational,0.69780,727,933,0.66832,0.72728
2003,Thuringa,Catholic,0.08276,94,947,0.06520,0.10031
2003,Thuringa,Protestant,0.23533,265,947,0.20829,0.26236
2003,Thuringa,Non-denominational,0.54488,588,947,0.51315,0.57661
2007,Schleswig-Holstein,Catholic,0.06007,42,595,0.04096,0.07918
2007,Schleswig-Holstein,Protestant,0.52229,381,595,0.48212,0.56246
2007,Schleswig-Holstein,Non-denominational,0.23276,172,595,0.19878,0.26675
2007,Hamburg,Protestant,0.45683,154,245,0.39433,0.51934
2007,Hamburg,Non-denominational,0.26250,91,245,0.20729,0.31771
2007,Lower Saxony,Catholic,0.16003,334,1815,0.14316,0.17690
2007,Lower Saxony,Protestant,0.44507,1034,1815,0.42220,0.46794
2007,Lower Saxony,Other Christian community,0.01659,37,1815,0.01071,0.02247
2007,Lower Saxony,Islamic community,0.02540,41,1815,0.01816,0.03264
2007,Lower Saxony,Non-denominational,0.17623,369,1815,0.15870,0.19376
2007,Bremen,Protestant,0.49115,72,121,0.40170,0.58060
2007,Bremen,Non-denominational,0.23544,49,121,0.15953,0.31135
2007,North Rhine-Westphalia,Catholic,0.34448,1777,4187,0.33008,0.35887
2007,North Rhine-Westphalia,Protestant,0.25928,1387,4187,0.24600,0.27255
2007,North Rhine-Westphalia,Other Christian community,0.02305,116,4187,0.01850,0.02759
2007,North Rhine-Westphalia,Islamic community,0.04386,224,4187,0.03766,0.05006
2007,North Rhine-Westphalia,Non-denominational,0.15076,683,4187,0.13992,0.16160
2007,Hesse,Catholic,0.20116,324,1389,0.18007,0.22225
2007,Hesse,Protestant,0.38775,690,1389,0.36212,0.41338
2007,Hesse,Other Christian community,0.04408,56,1389,0.03328,0.05488
2007,Hesse,Islamic community,0.04090,45,1389,0.03048,0.05132
2007,Hesse,Non-denominational,0.13939,274,1389,0.12117,0.15762
2007,"Rhineland-Palatinate, Saarland",Catholic,0.43560,612,1153,0.40697,0.46423
2007,"Rhineland-Palatinate, Saarland",Protestant,0.24071,379,1153,0.21603,0.26540
2007,"Rhineland-Palatinate, Saarland",Islamic community,0.03738,33,1153,0.02643,0.04834
2007,"Rhineland-Palatinate, Saarland",Non-denominational,0.08538,129,1153,0.06924,0.10152
2007,Baden-Wuerttemberg,Catholic,0.29954,899,2477,0.28149,0.31758
2007,Baden-Wuerttemberg,Protestant,0.30741,939,2477,0.28923,0.32558
2007,Baden-Wuerttemberg,Other Christian community,0.03565,129,2477,0.02834,0.04295
2007,Baden-Wuerttemberg,Islamic community,0.05451,178,2477,0.04557,0.06346
2007,Baden-Wuerttemberg,Non-denominational,0.11465,332,2477,0.10210,0.12720
2007,Bavaria,Catholic,0.46479,1650,2942,0.44676,0.48282
2007,Bavaria,Protestant,0.17822,674,2942,0.16439,0.19205
2007,Bavaria,Other Christian community,0.02682,76,2942,0.02098,0.03265
2007,Bavaria,Islamic community,0.02301,67,2942,0.01759,0.02843
2007,Bavaria,Non-denominational,0.13102,475,2942,0.11882,0.14321
2007,Berlin,Catholic,0.04790,43,701,0.03208,0.06372
2007,Berlin,Protestant,0.21185,192,701,0.18158,0.24212
2007,Berlin,Non-denominational,0.53489,466,701,0.49794,0.57184
2007,Brandenburg,Catholic,0.02563,33,856,0.01503,0.03622
2007,Brandenburg,Protestant,0.20109,187,856,0.17422,0.22796
2007,Brandenburg,Non-denominational,0.63518,636,856,0.60291,0.66745
2007,Mecklenburg-Western Pomerania,Protestant,0.18370,100,494,0.14951,0.21788
2007,Mecklenburg-Western Pomerania,Non-denominational,0.66849,394,494,0.62694,0.71005
2007,Saxony,Catholic,0.03462,50,1492,0.02534,0.04390
2007,Saxony,Protestant,0.26088,446,1492,0.23859,0.28317
2007,Saxony,Non-denominational,0.57229,996,1492,0.54718,0.59741
2007,Saxony-Anhalt,Catholic,0.04020,45,868,0.02712,0.05327
2007,Saxony-Anhalt,Protestant,0.18348,188,868,0.15771,0.20924
2007,Saxony-Anhalt,Non-denominational,0.63450,635,868,0.60244,0.66655
2007,Thuringa,Catholic,0.09565,93,903,0.07646,0.11485
2007,Thuringa,Protestant,0.22441,260,903,0.19719,0.25164
2007,Thuringa,Non-denominational,0.54568,550,903,0.51318,0.57817
2011,Schleswig-Holstein,Catholic,0.07357,54,683,0.05397,0.09316
2011,Schleswig-Holstein,Protestant,0.40060,410,683,0.36382,0.43738
2011,Schleswig-Holstein,Non-denominational,0.26384,219,683,0.23076,0.29692
2011,Hamburg,Protestant,0.38108,152,288,0.32490,0.43727
2011,Hamburg,Non-denominational,0.31298,136,288,0.25933,0.36663
2011,Lower Saxony,Catholic,0.14022,358,2041,0.12515,0.15529
2011,Lower Saxony,Protestant,0.41588,1157,2041,0.39449,0.43727
2011,Lower Saxony,Other Christian community,0.01214,38,2041,0.00739,0.01689
2011,Lower Saxony,Islamic community,0.00771,37,2041,0.00391,0.01150
2011,Lower Saxony,Non-denominational,0.19217,451,2041,0.17507,0.20927
2011,Bremen,Protestant,0.42077,71,117,0.33093,0.51061
2011,Bremen,Non-denominational,0.24861,46,117,0.16996,0.32726
2011,North Rhine-Westphalia,Catholic,0.30598,1841,4405,0.29237,0.31959
2011,North Rhine-Westphalia,Protestant,0.25102,1436,4405,0.23822,0.26383
2011,North Rhine-Westphalia,Other Christian community,0.02225,139,4405,0.01789,0.02661
2011,North Rhine-Westphalia,Islamic community,0.03565,204,4405,0.03017,0.04112
2011,North Rhine-Westphalia,Non-denominational,0.15521,785,4405,0.14451,0.16590
2011,Hesse,Catholic,0.16729,327,1486,0.14831,0.18627
2011,Hesse,Protestant,0.34420,713,1486,0.32004,0.36837
2011,Hesse,Other Christian community,0.02546,44,1486,0.01745,0.03347
2011,Hesse,Islamic community,0.02887,52,1486,0.02035,0.03738
2011,Hesse,Non-denominational,0.17019,350,1486,0.15108,0.18931
2011,"Rhineland-Palatinate, Saarland",Catholic,0.38140,606,1255,0.35451,0.40828
2011,"Rhineland-Palatinate, Saarland",Protestant,0.23793,430,1255,0.21436,0.26149
2011,"Rhineland-Palatinate, Saarland",Islamic community,0.02111,35,1255,0.01315,0.02906
2011,"Rhineland-Palatinate, Saarland",Non-denominational,0.10987,184,1255,0.09256,0.12718
2011,Baden-Wuerttemberg,Catholic,0.27866,987,2686,0.26170,0.29561
2011,Baden-Wuerttemberg,Protestant,0.27508,1031,2686,0.25819,0.29197
2011,Baden-Wuerttemberg,Other Christian community,0.03247,128,2686,0.02577,0.03917
2011,Baden-Wuerttemberg,Islamic community,0.02055,85,2686,0.01518,0.02591
2011,Baden-Wuerttemberg,Non-denominational,0.14501,455,2686,0.13169,0.15833
2011,Bavaria,Catholic,0.42981,1889,3414,0.41320,0.44642
2011,Bavaria,Protestant,0.17541,833,3414,0.16265,0.18817
2011,Bavaria,Other Christian community,0.01803,69,3414,0.01357,0.02250
2011,Bavaria,Islamic community,0.01632,57,3414,0.01207,0.02057
2011,Bavaria,Non-denominational,0.13606,566,3414,0.12455,0.14756
2011,Berlin,Catholic,0.05708,56,781,0.04080,0.07336
2011,Berlin,Protestant,0.23063,226,781,0.20107,0.26019
2011,Berlin,Non-denominational,0.48011,499,781,0.44505,0.51517
2011,Brandenburg,Catholic,0.01768,32,907,0.00910,0.02626
2011,Brandenburg,Protestant,0.17836,193,907,0.15344,0.20329
2011,Brandenburg,Non-denominational,0.59541,682,907,0.56345,0.62737
2011,Mecklenburg-Western Pomerania,Protestant,0.15039,87,511,0.11937,0.18141
2011,Mecklenburg-Western Pomerania,Non-denominational,0.62924,424,511,0.58732,0.67116
2011,Saxony,Catholic,0.02744,49,1436,0.01899,0.03589
2011,Saxony,Protestant,0.20984,384,1436,0.18877,0.23090
2011,Saxony,Non-denominational,0.55193,1003,1436,0.52620,0.57766
2011,Saxony-Anhalt,Catholic,0.02130,42,904,0.01188,0.03071
2011,Saxony-Anhalt,Protestant,0.13178,153,904,0.10971,0.15384
2011,Saxony-Anhalt,Non-denominational,0.64765,709,904,0.61649,0.67880
2011,Thuringa,Catholic,0.08794,88,924,0.06967,0.10621
2011,Thuringa,Protestant,0.23889,262,924,0.21138,0.26640
2011,Thuringa,Non-denominational,0.47700,574,924,0.44477,0.50922
2015,Schleswig-Holstein,Catholic,0.06223,73,822,0.04571,0.07876
2015,Schleswig-Holstein,Protestant,0.44552,442,822,0.41153,0.47952
2015,Schleswig-Holstein,Non-denominational,0.29650,307,822,0.26526,0.32774
2015,Hamburg,Catholic,0.05847,37,411,0.03575,0.08118
2015,Hamburg,Protestant,0.37595,162,411,0.32907,0.42284
2015,Hamburg,Non-denominational,0.32433,212,411,0.27902,0.36964
2015,Lower Saxony,Catholic,0.17955,513,2593,0.16477,0.19432
2015,Lower Saxony,Protestant,0.39003,1187,2593,0.37125,0.40880
2015,Lower Saxony,Other Christian community,0.01086,49,2593,0.00687,0.01485
2015,Lower Saxony,Islamic community,0.00978,61,2593,0.00599,0.01357
2015,Lower Saxony,Other religious community,0.00916,60,2593,0.00550,0.01283
2015,Lower Saxony,Non-denominational,0.23290,615,2593,0.21663,0.24917
2015,Lower Saxony,Christian orthodox,0.00529,58,2593,0.00250,0.00808
2015,Lower Saxony,Sunni denomination,0.00749,50,2593,0.00417,0.01081
2015,Bremen,Protestant,0.44399,68,134,0.35955,0.52843
2015,Bremen,Non-denominational,0.28200,66,134,0.20553,0.35848
2015,North Rhine-Westphalia,Catholic,0.32888,2113,5504,0.31647,0.34130
2015,North Rhine-Westphalia,Protestant,0.24463,1435,5504,0.23327,0.25598
2015,North Rhine-Westphalia,Other Christian community,0.02189,184,5504,0.01803,0.02576
2015,North Rhine-Westphalia,Islamic community,0.03425,306,5504,0.02944,0.03905
2015,North Rhine-Westphalia,Other religious community,0.00364,49,5504,0.00205,0.00523
2015,North Rhine-Westphalia,Non-denominational,0.17041,1048,5504,0.16048,0.18035
2015,North Rhine-Westphalia,Christian orthodox,0.00835,179,5504,0.00594,0.01075
2015,North Rhine-Westphalia,Sunni denomination,0.01549,190,5504,0.01223,0.01875
2015,Hesse,Catholic,0.18547,437,1845,0.16773,0.20321
2015,Hesse,Protestant,0.34052,723,1845,0.31889,0.36215
2015,Hesse,Other Christian community,0.02272,53,1845,0.01592,0.02952
2015,Hesse,Islamic community,0.02053,68,1845,0.01406,0.02700
2015,Hesse,Non-denominational,0.20177,442,1845,0.18345,0.22009
2015,Hesse,Christian orthodox,0.00813,51,1845,0.00403,0.01223
2015,Hesse,Sunni denomination,0.03028,71,1845,0.02246,0.03810
2015,"Rhineland-Palatinate, Saarland",Catholic,0.37310,658,1583,0.34927,0.39693
2015,"Rhineland-Palatinate, Saarland",Protestant,0.24518,459,1583,0.22398,0.26638
2015,"Rhineland-Palatinate, Saarland",Other Christian community,0.01805,41,1583,0.01149,0.02461
2015,"Rhineland-Palatinate, Saarland",Islamic community,0.01521,51,1583,0.00918,0.02125
2015,"Rhineland-Palatinate, Saarland",Non-denominational,0.15341,260,1583,0.13565,0.17117
2015,"Rhineland-Palatinate, Saarland",Christian orthodox,0.00571,60,1583,0.00200,0.00942
2015,"Rhineland-Palatinate, Saarland",Sunni denomination,0.02094,54,1583,0.01388,0.02800
2015,Baden-Wuerttemberg,Catholic,0.31774,1133,3155,0.30149,0.33399
2015,Baden-Wuerttemberg,Protestant,0.27065,987,3155,0.25514,0.28615
2015,Baden-Wuerttemberg,Other Christian community,0.02895,134,3155,0.02310,0.03480
2015,Baden-Wuerttemberg,Islamic community,0.02462,105,3155,0.01921,0.03003
2015,Baden-Wuerttemberg,Non-denominational,0.16806,615,3155,0.15501,0.18111
2015,Baden-Wuerttemberg,Christian orthodox,0.00861,120,3155,0.00539,0.01183
2015,Baden-Wuerttemberg,Sunni denomination,0.01644,61,3155,0.01200,0.02087
2015,Bavaria,Catholic,0.41346,2100,4327,0.39879,0.42814
2015,Bavaria,Protestant,0.20121,996,4327,0.18927,0.21316
2015,Bavaria,Other Christian community,0.01308,77,4327,0.00969,0.01646
2015,Bavaria,Islamic community,0.01504,97,4327,0.01141,0.01867
2015,Bavaria,Non-denominational,0.16875,846,4327,0.15759,0.17992
2015,Bavaria,Christian orthodox,0.00814,153,4327,0.00547,0.01082
2015,Bavaria,Sunni denomination,0.00675,58,4327,0.00431,0.00918
2015,Berlin,Catholic,0.06473,85,911,0.04874,0.08071
2015,Berlin,Protestant,0.19343,219,911,0.16777,0.21910
2015,Berlin,Non-denominational,0.54335,607,911,0.51099,0.57572
2015,Brandenburg,Catholic,0.02699,56,968,0.01678,0.03721
2015,Brandenburg,Protestant,0.19851,207,968,0.17337,0.22365
2015,Brandenburg,Non-denominational,0.61057,705,968,0.57984,0.64130
2015,Mecklenburg-Western Pomerania,Protestant,0.11472,73,531,0.08759,0.14185
2015,Mecklenburg-Western Pomerania,Non-denominational,0.71128,458,531,0.67270,0.74986
2015,Saxony,Catholic,0.02071,47,1483,0.01346,0.02796
2015,Saxony,Protestant,0.18188,359,1483,0.16224,0.20152
2015,Saxony,Non-denominational,0.61907,1077,1483,0.59435,0.64380
2015,Saxony-Anhalt,Catholic,0.02367,35,860,0.01350,0.03383
2015,Saxony-Anhalt,Protestant,0.14706,138,860,0.12338,0.17075
2015,Saxony-Anhalt,Non-denominational,0.68225,687,860,0.65111,0.71339
2015,Thuringa,Catholic,0.09226,120,946,0.07381,0.11071
2015,Thuringa,Protestant,0.22009,239,946,0.19368,0.24651
2015,Thuringa,Non-denominational,0.52511,587,946,0.49327,0.55695
2019,Schleswig-Holstein,Catholic,0.05791,64,1091,0.04404,0.07178
2019,Schleswig-Holstein,Protestant,0.37217,448,1091,0.34348,0.40087
2019,Schleswig-Holstein,Non-denominational,0.31763,381,1091,0.28999,0.34526
2019,Schleswig-Holstein,Shiite denomination,0.00540,32,1091,0.00105,0.00974
2019,Schleswig-Holstein,Sunni denomination,0.02998,166,1091,0.01986,0.04011
2019,Hamburg,Catholic,0.04979,50,532,0.03129,0.06829
2019,Hamburg,Protestant,0.32572,166,532,0.28585,0.36558
2019,Hamburg,Non-denominational,0.34327,255,532,0.30288,0.38365
2019,Hamburg,Sunni denomination,0.04812,61,532,0.02992,0.06633
2019,Lower Saxony,Catholic,0.15570,391,2883,0.14246,0.16894
2019,Lower Saxony,Protestant,0.36924,1148,2883,0.35162,0.38686
2019,Lower Saxony,Other Christian community,0.01306,51,2883,0.00892,0.01721
2019,Lower Saxony,Islamic community,0.01045,78,2883,0.00674,0.01416
2019,Lower Saxony,Other religious community,0.01070,178,2883,0.00694,0.01445
2019,Lower Saxony,Non-denominational,0.24615,740,2883,0.23042,0.26187
2019,Lower Saxony,Christian orthodox,0.01282,54,2883,0.00871,0.01693
2019,Lower Saxony,Sunni denomination,0.01643,243,2883,0.01179,0.02108
2019,Bremen,Protestant,0.30618,73,243,0.24811,0.36425
2019,Bremen,Non-denominational,0.36561,96,243,0.30493,0.42628
2019,Bremen,Sunni denomination,0.08051,74,243,0.04623,0.11478
2019,North Rhine-Westphalia,Catholic,0.31484,2065,6184,0.30327,0.32642
2019,North Rhine-Westphalia,Protestant,0.21190,1371,6184,0.20172,0.22209
2019,North Rhine-Westphalia,Other Christian community,0.01354,104,6184,0.01066,0.01642
2019,North Rhine-Westphalia,Islamic community,0.01798,140,6184,0.01467,0.02130
2019,North Rhine-Westphalia,Other religious community,0.00602,126,6184,0.00409,0.00795
2019,North Rhine-Westphalia,Non-denominational,0.20009,1370,6184,0.19011,0.21006
2019,North Rhine-Westphalia,Christian orthodox,0.01810,176,6184,0.01478,0.02142
2019,North Rhine-Westphalia,Shiite denomination,0.00859,70,6184,0.00629,0.01089
2019,North Rhine-Westphalia,Sunni denomination,0.04631,762,6184,0.04107,0.05154
2019,Hesse,Catholic,0.15955,350,1946,0.14327,0.17582
2019,Hesse,Protestant,0.30588,681,1946,0.28541,0.32636
2019,Hesse,Other Christian community,0.01669,36,1946,0.01100,0.02238
2019,Hesse,Islamic community,0.01654,50,1946,0.01087,0.02221
2019,Hesse,Non-denominational,0.27666,551,1946,0.25678,0.29655
2019,Hesse,Christian orthodox,0.02092,73,1946,0.01456,0.02728
2019,Hesse,Sunni denomination,0.03611,205,1946,0.02782,0.04440
2019,"Rhineland-Palatinate, Saarland",Catholic,0.33881,570,1587,0.31552,0.36211
2019,"Rhineland-Palatinate, Saarland",Protestant,0.23315,438,1587,0.21234,0.25396
2019,"Rhineland-Palatinate, Saarland",Islamic community,0.00644,34,1587,0.00250,0.01037
2019,"Rhineland-Palatinate, Saarland",Non-denominational,0.18967,314,1587,0.17038,0.20897
