year,migback,pgisced97,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Direct migration background,Post-secondary Non-tertiary Level,Other religious community,0.11815,35,177,0.07046,0.16584
2003,Direct migration background,First Stage of Tertiary Education,Catholic,0.36269,53,53,0.23202,0.49337
2003,Direct migration background,Second Stage of Tertiary Education,Catholic,0.28718,99,365,0.24069,0.33366
2003,Direct migration background,Second Stage of Tertiary Education,Protestant,0.17322,68,365,0.13434,0.21209
2003,Direct migration background,Second Stage of Tertiary Education,Other Christian community,0.15652,44,365,0.11919,0.19384
2003,Direct migration background,Second Stage of Tertiary Education,Other religious community,0.11834,50,365,0.08516,0.15152
2003,Direct migration background,Second Stage of Tertiary Education,Non-denominational,0.25045,104,365,0.20594,0.29496
2003,Indirect migration background,Lower Secondary Level,Catholic,0.25833,57,124,0.18097,0.33568
2003,Indirect migration background,Lower Secondary Level,Other religious community,0.33536,67,124,0.25192,0.41879
2003,Indirect migration background,Upper Secondary Level,Catholic,0.40619,134,294,0.34995,0.46242
2003,Indirect migration background,Upper Secondary Level,Protestant,0.17077,49,294,0.12768,0.21386
2003,Indirect migration background,Upper Secondary Level,Other religious community,0.20633,65,294,0.15999,0.25266
2003,Indirect migration background,Upper Secondary Level,Non-denominational,0.15426,46,294,0.11290,0.19562
2003,Indirect migration background,Second Stage of Tertiary Education,Catholic,0.42857,31,31,0.25148,0.60566
2007,No migration background,Pre-primary Level,Catholic,0.12337,71,271,0.08414,0.16259
2007,No migration background,Pre-primary Level,Protestant,0.24217,125,271,0.19107,0.29327
2007,No migration background,Pre-primary Level,Non-denominational,0.13382,75,271,0.09321,0.17443
2007,No migration background,Primary Level,Protestant,0.37062,34,34,0.20583,0.53540
2007,No migration background,Lower Secondary Level,Catholic,0.32030,516,1560,0.29713,0.34346
2007,No migration background,Lower Secondary Level,Protestant,0.42713,669,1560,0.40258,0.45169
2007,No migration background,Lower Secondary Level,Non-denominational,0.22252,375,1560,0.20187,0.24317
2007,No migration background,Upper Secondary Level,Catholic,0.30296,2658,9163,0.29355,0.31237
2007,No migration background,Upper Secondary Level,Protestant,0.37454,3437,9163,0.36463,0.38445
2007,No migration background,Upper Secondary Level,Other Christian community,0.00998,89,9163,0.00795,0.01202
2007,No migration background,Upper Secondary Level,Non-denominational,0.30794,2979,9163,0.29849,0.31739
2007,No migration background,Post-secondary Non-tertiary Level,Catholic,0.31210,251,898,0.28177,0.34242
2007,No migration background,Post-secondary Non-tertiary Level,Protestant,0.40654,366,898,0.37440,0.43869
2007,No migration background,Post-secondary Non-tertiary Level,Non-denominational,0.26010,281,898,0.23139,0.28881
2007,No migration background,First Stage of Tertiary Education,Catholic,0.30443,416,1350,0.27987,0.32898
2007,No migration background,First Stage of Tertiary Education,Protestant,0.35630,489,1350,0.33075,0.38186
2007,No migration background,First Stage of Tertiary Education,Non-denominational,0.32355,445,1350,0.29858,0.34851
2007,No migration background,Second Stage of Tertiary Education,Catholic,0.26388,970,3943,0.25012,0.27764
2007,No migration background,Second Stage of Tertiary Education,Protestant,0.33736,1329,3943,0.32260,0.35212
2007,No migration background,Second Stage of Tertiary Education,Other Christian community,0.01208,45,3943,0.00867,0.01549
2007,No migration background,Second Stage of Tertiary Education,Non-denominational,0.38038,1599,3943,0.36523,0.39554
2007,Direct migration background,Primary Level,Islamic community,0.50469,59,59,0.37602,0.63337
2007,Direct migration background,Lower Secondary Level,Catholic,0.33959,150,440,0.29529,0.38389
2007,Direct migration background,Lower Secondary Level,Protestant,0.15744,76,440,0.12337,0.19151
2007,Direct migration background,Lower Secondary Level,Other Christian community,0.10323,54,440,0.07477,0.13169
2007,Direct migration background,Lower Secondary Level,Islamic community,0.28950,160,440,0.24708,0.33193
2007,Direct migration background,Upper Secondary Level,Catholic,0.36258,294,786,0.32895,0.39621
2007,Direct migration background,Upper Secondary Level,Protestant,0.19804,163,786,0.17016,0.22592
2007,Direct migration background,Upper Secondary Level,Other Christian community,0.10107,87,786,0.07998,0.12216
2007,Direct migration background,Upper Secondary Level,Islamic community,0.19454,153,786,0.16685,0.22224
2007,Direct migration background,Upper Secondary Level,Non-denominational,0.12560,89,786,0.10242,0.14878
2007,Direct migration background,Post-secondary Non-tertiary Level,Catholic,0.35239,75,155,0.27694,0.42785
2007,Direct migration background,Post-secondary Non-tertiary Level,Protestant,0.18361,47,155,0.12246,0.24476
2007,Direct migration background,Post-secondary Non-tertiary Level,Non-denominational,0.24206,33,155,0.17441,0.30971
2007,Direct migration background,First Stage of Tertiary Education,Catholic,0.34929,47,47,0.21151,0.48706
2007,Direct migration background,Second Stage of Tertiary Education,Catholic,0.28256,97,308,0.23219,0.33293
2007,Direct migration background,Second Stage of Tertiary Education,Protestant,0.20842,78,308,0.16298,0.25385
2007,Direct migration background,Second Stage of Tertiary Education,Other Christian community,0.17360,47,308,0.13123,0.21597
2007,Direct migration background,Second Stage of Tertiary Education,Non-denominational,0.21918,86,308,0.17290,0.26545
2007,Indirect migration background,Lower Secondary Level,Catholic,0.26719,45,90,0.17526,0.35913
2007,Indirect migration background,Lower Secondary Level,Islamic community,0.24491,45,90,0.15556,0.33425
2007,Indirect migration background,Upper Secondary Level,Catholic,0.40149,128,326,0.34819,0.45478
2007,Indirect migration background,Upper Secondary Level,Protestant,0.19353,57,326,0.15058,0.23648
2007,Indirect migration background,Upper Secondary Level,Other Christian community,0.07000,38,326,0.04226,0.09774
2007,Indirect migration background,Upper Secondary Level,Islamic community,0.16205,53,326,0.12199,0.20212
2007,Indirect migration background,Upper Secondary Level,Non-denominational,0.17145,50,326,0.13047,0.21242
2007,Indirect migration background,Second Stage of Tertiary Education,Catholic,0.36053,35,35,0.19913,0.52192
2011,No migration background,Pre-primary Level,Catholic,0.13304,86,277,0.09297,0.17311
2011,No migration background,Pre-primary Level,Protestant,0.27909,142,277,0.22617,0.33201
2011,No migration background,Pre-primary Level,Non-denominational,0.07960,49,277,0.04766,0.11153
2011,No migration background,Primary Level,Catholic,0.32367,41,127,0.24197,0.40536
2011,No migration background,Primary Level,Protestant,0.28889,47,127,0.20975,0.36804
2011,No migration background,Primary Level,Non-denominational,0.25011,39,127,0.17449,0.32573
2011,No migration background,Lower Secondary Level,Catholic,0.31679,589,1671,0.29448,0.33911
2011,No migration background,Lower Secondary Level,Protestant,0.39667,717,1671,0.37321,0.42014
2011,No migration background,Lower Secondary Level,Non-denominational,0.19322,365,1671,0.17428,0.21216
2011,No migration background,Upper Secondary Level,Catholic,0.27000,2833,9873,0.26125,0.27876
2011,No migration background,Upper Secondary Level,Protestant,0.33777,3500,9873,0.32844,0.34710
2011,No migration background,Upper Secondary Level,Other Christian community,0.00952,120,9873,0.00761,0.01144
2011,No migration background,Upper Secondary Level,Non-denominational,0.32386,3420,9873,0.31463,0.33309
2011,No migration background,Post-secondary Non-tertiary Level,Catholic,0.22441,280,1065,0.19934,0.24948
2011,No migration background,Post-secondary Non-tertiary Level,Protestant,0.37788,434,1065,0.34875,0.40701
2011,No migration background,Post-secondary Non-tertiary Level,Non-denominational,0.28903,351,1065,0.26180,0.31627
2011,No migration background,First Stage of Tertiary Education,Catholic,0.26367,394,1383,0.24044,0.28690
2011,No migration background,First Stage of Tertiary Education,Protestant,0.34194,498,1383,0.31693,0.36695
2011,No migration background,First Stage of Tertiary Education,Non-denominational,0.33101,491,1383,0.30620,0.35582
2011,No migration background,Second Stage of Tertiary Education,Catholic,0.23928,1072,4398,0.22667,0.25189
2011,No migration background,Second Stage of Tertiary Education,Protestant,0.31495,1505,4398,0.30122,0.32868
2011,No migration background,Second Stage of Tertiary Education,Other Christian community,0.01201,54,4398,0.00879,0.01523
2011,No migration background,Second Stage of Tertiary Education,Non-denominational,0.37101,1767,4398,0.35674,0.38529
2011,Direct migration background,Primary Level,Islamic community,0.33239,40,40,0.18454,0.48024
2011,Direct migration background,Lower Secondary Level,Catholic,0.33320,145,423,0.28823,0.37818
2011,Direct migration background,Lower Secondary Level,Protestant,0.16078,93,423,0.12574,0.19583
2011,Direct migration background,Lower Secondary Level,Other Christian community,0.08456,42,423,0.05801,0.11110
2011,Direct migration background,Lower Secondary Level,Islamic community,0.17267,103,423,0.13661,0.20874
2011,Direct migration background,Lower Secondary Level,Non-denominational,0.08111,40,423,0.05507,0.10716
2011,Direct migration background,Upper Secondary Level,Catholic,0.35925,301,817,0.32633,0.39217
2011,Direct migration background,Upper Secondary Level,Protestant,0.16490,189,817,0.13943,0.19036
2011,Direct migration background,Upper Secondary Level,Other Christian community,0.06348,69,817,0.04675,0.08021
2011,Direct migration background,Upper Secondary Level,Islamic community,0.12308,129,817,0.10054,0.14562
2011,Direct migration background,Upper Secondary Level,Non-denominational,0.16047,129,817,0.13529,0.18566
2011,Direct migration background,Post-secondary Non-tertiary Level,Catholic,0.26221,79,173,0.19647,0.32794
2011,Direct migration background,Post-secondary Non-tertiary Level,Protestant,0.21670,62,173,0.15513,0.27827
2011,Direct migration background,Post-secondary Non-tertiary Level,Non-denominational,0.18128,32,173,0.12370,0.23885
2011,Direct migration background,First Stage of Tertiary Education,Catholic,0.33541,39,39,0.18529,0.48553
2011,Direct migration background,Second Stage of Tertiary Education,Catholic,0.24902,116,370,0.20490,0.29315
2011,Direct migration background,Second Stage of Tertiary Education,Protestant,0.20578,91,370,0.16453,0.24703
2011,Direct migration background,Second Stage of Tertiary Education,Other Christian community,0.11158,44,370,0.07946,0.14371
2011,Direct migration background,Second Stage of Tertiary Education,Non-denominational,0.20889,119,370,0.16741,0.25037
2011,Indirect migration background,Lower Secondary Level,Catholic,0.24185,41,79,0.14682,0.33688
2011,Indirect migration background,Lower Secondary Level,Islamic community,0.16455,38,79,0.08226,0.24683
2011,Indirect migration background,Upper Secondary Level,Catholic,0.34739,131,356,0.29786,0.39692
2011,Indirect migration background,Upper Secondary Level,Protestant,0.19184,62,356,0.15088,0.23280
2011,Indirect migration background,Upper Secondary Level,Other Christian community,0.05645,32,356,0.03244,0.08046
2011,Indirect migration background,Upper Secondary Level,Islamic community,0.11376,64,356,0.08073,0.14678
2011,Indirect migration background,Upper Secondary Level,Non-denominational,0.16648,67,356,0.12773,0.20524
2011,Indirect migration background,Second Stage of Tertiary Education,Catholic,0.45097,44,82,0.34261,0.55934
2011,Indirect migration background,Second Stage of Tertiary Education,Non-denominational,0.17322,38,82,0.09081,0.25564
2015,No migration background,Pre-primary Level,Catholic,0.13050,51,210,0.08483,0.17617
2015,No migration background,Pre-primary Level,Protestant,0.25867,110,210,0.19930,0.31803
2015,No migration background,Pre-primary Level,Non-denominational,0.08346,49,210,0.04597,0.12096
2015,No migration background,Primary Level,Catholic,0.32252,44,160,0.24986,0.39517
2015,No migration background,Primary Level,Protestant,0.33281,54,160,0.25957,0.40606
2015,No migration background,Primary Level,Non-denominational,0.33639,62,160,0.26295,0.40983
2015,No migration background,Lower Secondary Level,Catholic,0.34749,543,1561,0.32386,0.37112
2015,No migration background,Lower Secondary Level,Protestant,0.37521,610,1561,0.35118,0.39923
2015,No migration background,Lower Secondary Level,Non-denominational,0.23311,408,1561,0.21213,0.25409
2015,No migration background,Upper Secondary Level,Catholic,0.28334,2677,9412,0.27424,0.29245
2015,No migration background,Upper Secondary Level,Protestant,0.33810,3211,9412,0.32854,0.34765
2015,No migration background,Upper Secondary Level,Other Christian community,0.01426,134,9412,0.01187,0.01666
2015,No migration background,Upper Secondary Level,Non-denominational,0.35160,3390,9412,0.34195,0.36124
2015,No migration background,Post-secondary Non-tertiary Level,Catholic,0.24831,315,1208,0.22394,0.27269
2015,No migration background,Post-secondary Non-tertiary Level,Protestant,0.37806,446,1208,0.35070,0.40541
2015,No migration background,Post-secondary Non-tertiary Level,Non-denominational,0.35457,447,1208,0.32758,0.38156
2015,No migration background,First Stage of Tertiary Education,Catholic,0.27591,392,1337,0.25194,0.29988
2015,No migration background,First Stage of Tertiary Education,Protestant,0.33907,451,1337,0.31368,0.36445
2015,No migration background,First Stage of Tertiary Education,Non-denominational,0.36344,494,1337,0.33765,0.38924
2015,No migration background,Second Stage of Tertiary Education,Catholic,0.26634,1210,4640,0.25362,0.27906
2015,No migration background,Second Stage of Tertiary Education,Protestant,0.32719,1552,4640,0.31369,0.34070
2015,No migration background,Second Stage of Tertiary Education,Other Christian community,0.01414,57,4640,0.01074,0.01754
2015,No migration background,Second Stage of Tertiary Education,Non-denominational,0.38243,1821,4640,0.36845,0.39642
2015,Direct migration background,Primary Level,Catholic,0.26538,64,237,0.20904,0.32171
2015,Direct migration background,Primary Level,Islamic community,0.28086,83,237,0.22352,0.33820
2015,Direct migration background,Primary Level,Non-denominational,0.10212,33,237,0.06349,0.14075
2015,Direct migration background,Primary Level,Sunni denomination,0.14203,57,237,0.09749,0.18657
2015,Direct migration background,Lower Secondary Level,Catholic,0.26796,238,1024,0.24082,0.29510
2015,Direct migration background,Lower Secondary Level,Protestant,0.16468,160,1024,0.14195,0.18741
2015,Direct migration background,Lower Secondary Level,Other Christian community,0.04345,52,1024,0.03096,0.05594
2015,Direct migration background,Lower Secondary Level,Islamic community,0.16319,169,1024,0.14055,0.18584
2015,Direct migration background,Lower Secondary Level,Other religious community,0.02459,31,1024,0.01510,0.03408
2015,Direct migration background,Lower Secondary Level,Non-denominational,0.17469,180,1024,0.15142,0.19796
2015,Direct migration background,Lower Secondary Level,Christian orthodox,0.03495,90,1024,0.02369,0.04620
2015,Direct migration background,Lower Secondary Level,Sunni denomination,0.08213,104,1024,0.06531,0.09896
2015,Direct migration background,Upper Secondary Level,Catholic,0.33344,627,1989,0.31272,0.35417
2015,Direct migration background,Upper Secondary Level,Protestant,0.17319,342,1989,0.15655,0.18982
2015,Direct migration background,Upper Secondary Level,Other Christian community,0.04032,101,1989,0.03167,0.04897
2015,Direct migration background,Upper Secondary Level,Islamic community,0.11083,183,1989,0.09703,0.12463
2015,Direct migration background,Upper Secondary Level,Other religious community,0.01422,35,1989,0.00901,0.01942
2015,Direct migration background,Upper Secondary Level,Non-denominational,0.22749,426,1989,0.20907,0.24592
2015,Direct migration background,Upper Secondary Level,Christian orthodox,0.03873,176,1989,0.03025,0.04721
2015,Direct migration background,Upper Secondary Level,Sunni denomination,0.05037,99,1989,0.04076,0.05999
2015,Direct migration background,Post-secondary Non-tertiary Level,Catholic,0.37001,275,794,0.33640,0.40361
2015,Direct migration background,Post-secondary Non-tertiary Level,Protestant,0.14205,121,794,0.11775,0.16635
2015,Direct migration background,Post-secondary Non-tertiary Level,Other Christian community,0.07100,37,794,0.05312,0.08887
2015,Direct migration background,Post-secondary Non-tertiary Level,Islamic community,0.04214,37,794,0.02816,0.05613
2015,Direct migration background,Post-secondary Non-tertiary Level,Non-denominational,0.22307,179,794,0.19410,0.25205
2015,Direct migration background,Post-secondary Non-tertiary Level,Christian orthodox,0.05466,100,794,0.03884,0.07048
2015,Direct migration background,Post-secondary Non-tertiary Level,Sunni denomination,0.06608,45,794,0.04879,0.08337
2015,Direct migration background,First Stage of Tertiary Education,Catholic,0.36695,37,37,0.20950,0.52439
2015,Direct migration background,Second Stage of Tertiary Education,Catholic,0.27548,355,1481,0.25272,0.29825
2015,Direct migration background,Second Stage of Tertiary Education,Protestant,0.15621,174,1481,0.13771,0.17470
2015,Direct migration background,Second Stage of Tertiary Education,Other Christian community,0.05782,82,1481,0.04593,0.06971
2015,Direct migration background,Second Stage of Tertiary Education,Islamic community,0.02058,36,1481,0.01334,0.02781
2015,Direct migration background,Second Stage of Tertiary Education,Other religious community,0.03306,43,1481,0.02395,0.04217
2015,Direct migration background,Second Stage of Tertiary Education,Non-denominational,0.33376,523,1481,0.30974,0.35779
2015,Direct migration background,Second Stage of Tertiary Education,Christian orthodox,0.06793,203,1481,0.05511,0.08075
2015,Direct migration background,Second Stage of Tertiary Education,Sunni denomination,0.04029,65,1481,0.03027,0.05030
2015,Indirect migration background,Lower Secondary Level,Catholic,0.16905,66,272,0.12442,0.21367
2015,Indirect migration background,Lower Secondary Level,Protestant,0.14164,50,272,0.10012,0.18315
2015,Indirect migration background,Lower Secondary Level,Islamic community,0.14294,46,272,0.10126,0.18461
2015,Indirect migration background,Lower Secondary Level,Non-denominational,0.20163,67,272,0.15386,0.24939
2015,Indirect migration background,Lower Secondary Level,Sunni denomination,0.17461,43,272,0.12941,0.21981
2015,Indirect migration background,Upper Secondary Level,Catholic,0.28888,191,632,0.25352,0.32425
2015,Indirect migration background,Upper Secondary Level,Protestant,0.18469,90,632,0.15442,0.21497
2015,Indirect migration background,Upper Secondary Level,Other Christian community,0.04320,36,632,0.02734,0.05907
2015,Indirect migration background,Upper Secondary Level,Islamic community,0.07195,74,632,0.05179,0.09211
2015,Indirect migration background,Upper Secondary Level,Non-denominational,0.26402,152,632,0.22963,0.29842
2015,Indirect migration background,Upper Secondary Level,Christian orthodox,0.01904,31,632,0.00838,0.02971
2015,Indirect migration background,Upper Secondary Level,Sunni denomination,0.09256,58,632,0.06994,0.11517
