year,bula_h,regtyp,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,"Rhineland-Palatinate, Saarland",Urban regions,Catholic,0.59262,343,492,0.54916,0.63608
1990,"Rhineland-Palatinate, Saarland",Urban regions,Protestant,0.32182,149,492,0.28050,0.36314
1990,"Rhineland-Palatinate, Saarland",Rural regions,Catholic,0.40019,40,109,0.30778,0.49259
1990,"Rhineland-Palatinate, Saarland",Rural regions,Protestant,0.58701,69,109,0.49415,0.67987
1990,Baden-Wuerttemberg,Urban regions,Catholic,0.45547,714,1545,0.43063,0.48031
1990,Baden-Wuerttemberg,Urban regions,Protestant,0.41129,447,1545,0.38675,0.43584
1990,Baden-Wuerttemberg,Urban regions,Other Christian community,0.03726,90,1545,0.02781,0.04671
1990,Baden-Wuerttemberg,Urban regions,Islamic community,0.02845,165,1545,0.02016,0.03674
1990,Baden-Wuerttemberg,Urban regions,Non-denominational,0.05716,58,1545,0.04558,0.06874
1990,Baden-Wuerttemberg,Urban regions,Christian orthodox,0.00723,71,1545,0.00300,0.01146
1990,Baden-Wuerttemberg,Rural regions,Catholic,0.53245,115,181,0.45956,0.60534
1990,Baden-Wuerttemberg,Rural regions,Protestant,0.38563,66,181,0.31452,0.45674
1990,Bavaria,Urban regions,Catholic,0.56673,427,799,0.53234,0.60111
1990,Bavaria,Urban regions,Protestant,0.27977,177,799,0.24862,0.31092
1990,Bavaria,Urban regions,Islamic community,0.03032,76,799,0.01842,0.04221
1990,Bavaria,Urban regions,Non-denominational,0.09942,72,799,0.07866,0.12018
1990,Bavaria,Urban regions,Christian orthodox,0.00808,47,799,0.00187,0.01429
1990,Bavaria,Rural regions,Catholic,0.73003,539,679,0.69662,0.76345
1990,Bavaria,Rural regions,Protestant,0.21851,140,679,0.18741,0.24962
1990,Berlin,Urban regions,Catholic,0.09321,56,587,0.06967,0.11675
1990,Berlin,Urban regions,Protestant,0.39047,171,587,0.35097,0.42997
1990,Berlin,Urban regions,Islamic community,0.03303,59,587,0.01856,0.04750
1990,Berlin,Urban regions,Non-denominational,0.46897,301,587,0.42856,0.50937
1990,Brandenburg,Urban regions,Non-denominational,0.63317,45,45,0.49077,0.77558
1990,Brandenburg,Rural regions,Protestant,0.31191,183,628,0.27564,0.34817
1990,Brandenburg,Rural regions,Non-denominational,0.64783,445,628,0.61044,0.68522
1990,Mecklenburg-Western Pomerania,Urban regions,Non-denominational,0.81636,41,41,0.69637,0.93635
1990,Mecklenburg-Western Pomerania,Rural regions,Protestant,0.28670,111,430,0.24391,0.32950
1990,Mecklenburg-Western Pomerania,Rural regions,Non-denominational,0.67702,319,430,0.63277,0.72127
1990,Saxony,Urban regions,Protestant,0.33032,216,656,0.29430,0.36634
1990,Saxony,Urban regions,Non-denominational,0.63036,440,656,0.59339,0.66733
1990,Saxony,Rural regions,Catholic,0.08734,47,608,0.06488,0.10980
1990,Saxony,Rural regions,Protestant,0.31601,181,608,0.27902,0.35299
1990,Saxony,Rural regions,Non-denominational,0.59183,380,608,0.55273,0.63093
1990,Saxony-Anhalt,Urban regions,Protestant,0.22873,36,159,0.16324,0.29423
1990,Saxony-Anhalt,Urban regions,Non-denominational,0.73060,123,159,0.66142,0.79978
1990,Saxony-Anhalt,Rural regions,Catholic,0.06933,40,625,0.04940,0.08926
1990,Saxony-Anhalt,Rural regions,Protestant,0.27107,168,625,0.23619,0.30595
1990,Saxony-Anhalt,Rural regions,Non-denominational,0.65728,417,625,0.62004,0.69452
1990,Thuringa,Urban regions,Protestant,0.28971,53,191,0.22521,0.35421
1990,Thuringa,Urban regions,Non-denominational,0.65024,138,191,0.58243,0.71805
1990,Thuringa,Rural regions,Catholic,0.17001,77,516,0.13757,0.20245
1990,Thuringa,Rural regions,Protestant,0.37068,193,516,0.32896,0.41239
1990,Thuringa,Rural regions,Non-denominational,0.45764,246,516,0.41461,0.50067
1997,Schleswig-Holstein,Urban regions,Protestant,0.60824,73,108,0.51575,0.70074
1997,Schleswig-Holstein,Urban regions,Non-denominational,0.27772,35,108,0.19286,0.36259
1997,Schleswig-Holstein,Rural regions,Protestant,0.64681,87,129,0.56400,0.72961
1997,Schleswig-Holstein,Rural regions,Non-denominational,0.29689,42,129,0.21774,0.37604
1997,Hamburg,Urban regions,Protestant,0.56538,56,99,0.46724,0.66353
1997,Hamburg,Urban regions,Non-denominational,0.33749,43,99,0.24387,0.43111
1997,Lower Saxony,Urban regions,Catholic,0.12395,73,502,0.09509,0.15280
1997,Lower Saxony,Urban regions,Protestant,0.53324,239,502,0.48956,0.57693
1997,Lower Saxony,Urban regions,Other religious community,0.05671,67,502,0.03646,0.07697
1997,Lower Saxony,Urban regions,Non-denominational,0.27856,123,502,0.23930,0.31781
1997,Lower Saxony,Rural regions,Catholic,0.12515,72,491,0.09585,0.15444
1997,Lower Saxony,Rural regions,Protestant,0.69099,325,491,0.65007,0.73190
1997,Lower Saxony,Rural regions,Non-denominational,0.16040,94,491,0.12791,0.19289
1997,Bremen,Urban regions,Protestant,0.57112,47,47,0.42809,0.71414
1997,North Rhine-Westphalia,Urban regions,Catholic,0.45049,1004,2422,0.43067,0.47031
1997,North Rhine-Westphalia,Urban regions,Protestant,0.34304,717,2422,0.32413,0.36195
1997,North Rhine-Westphalia,Urban regions,Other Christian community,0.02872,120,2422,0.02207,0.03537
1997,North Rhine-Westphalia,Urban regions,Other religious community,0.04981,283,2422,0.04114,0.05848
1997,North Rhine-Westphalia,Urban regions,Non-denominational,0.12674,298,2422,0.11349,0.13999
1997,North Rhine-Westphalia,Rural regions,Catholic,0.84865,54,54,0.75216,0.94514
1997,Hesse,Urban regions,Catholic,0.29383,222,700,0.26006,0.32760
1997,Hesse,Urban regions,Protestant,0.45506,264,700,0.41815,0.49198
1997,Hesse,Urban regions,Other Christian community,0.02752,33,700,0.01539,0.03965
1997,Hesse,Urban regions,Other religious community,0.05409,85,700,0.03732,0.07086
1997,Hesse,Urban regions,Non-denominational,0.16284,96,700,0.13547,0.19021
1997,Hesse,Rural regions,Catholic,0.25373,38,107,0.17089,0.33657
1997,Hesse,Rural regions,Protestant,0.60854,69,107,0.51563,0.70146
1997,"Rhineland-Palatinate, Saarland",Urban regions,Catholic,0.59172,332,549,0.55057,0.63287
1997,"Rhineland-Palatinate, Saarland",Urban regions,Protestant,0.26834,148,549,0.23124,0.30544
1997,"Rhineland-Palatinate, Saarland",Urban regions,Other religious community,0.05282,34,549,0.03410,0.07155
1997,"Rhineland-Palatinate, Saarland",Urban regions,Non-denominational,0.06771,35,549,0.04667,0.08874
1997,"Rhineland-Palatinate, Saarland",Rural regions,Catholic,0.44065,59,128,0.35430,0.52700
1997,"Rhineland-Palatinate, Saarland",Rural regions,Protestant,0.48436,69,128,0.39744,0.57128
1997,Baden-Wuerttemberg,Urban regions,Catholic,0.44676,645,1488,0.42149,0.47203
1997,Baden-Wuerttemberg,Urban regions,Protestant,0.33895,391,1488,0.31489,0.36301
1997,Baden-Wuerttemberg,Urban regions,Other Christian community,0.03737,116,1488,0.02773,0.04701
1997,Baden-Wuerttemberg,Urban regions,Other religious community,0.05719,219,1488,0.04539,0.06899
1997,Baden-Wuerttemberg,Urban regions,Non-denominational,0.11707,117,1488,0.10073,0.13341
1997,Baden-Wuerttemberg,Rural regions,Catholic,0.50728,80,136,0.42294,0.59161
1997,Baden-Wuerttemberg,Rural regions,Protestant,0.32865,56,136,0.24942,0.40789
1997,Bavaria,Urban regions,Catholic,0.52753,406,816,0.49325,0.56180
1997,Bavaria,Urban regions,Protestant,0.22491,164,816,0.19624,0.25357
1997,Bavaria,Urban regions,Other Christian community,0.03084,41,816,0.01897,0.04271
1997,Bavaria,Urban regions,Other religious community,0.04860,76,816,0.03383,0.06336
1997,Bavaria,Urban regions,Non-denominational,0.16813,129,816,0.14245,0.19381
1997,Bavaria,Rural regions,Catholic,0.66453,531,776,0.63129,0.69777
1997,Bavaria,Rural regions,Protestant,0.21242,156,776,0.18362,0.24122
1997,Bavaria,Rural regions,Other Christian community,0.03434,34,776,0.02152,0.04716
1997,Bavaria,Rural regions,Non-denominational,0.06868,55,776,0.05087,0.08649
1997,Berlin,Urban regions,Catholic,0.09819,44,471,0.07129,0.12509
1997,Berlin,Urban regions,Protestant,0.30621,123,471,0.26454,0.34788
1997,Berlin,Urban regions,Non-denominational,0.54447,304,471,0.49944,0.58949
1997,Brandenburg,Rural regions,Protestant,0.20607,105,548,0.17217,0.23996
1997,Brandenburg,Rural regions,Non-denominational,0.76179,443,548,0.72609,0.79749
1997,Mecklenburg-Western Pomerania,Urban regions,Non-denominational,0.83672,49,49,0.73216,0.94129
1997,Mecklenburg-Western Pomerania,Rural regions,Protestant,0.28259,83,317,0.23295,0.33224
1997,Mecklenburg-Western Pomerania,Rural regions,Non-denominational,0.66377,234,317,0.61168,0.71585
1997,Saxony,Urban regions,Protestant,0.33042,169,536,0.29056,0.37028
1997,Saxony,Urban regions,Non-denominational,0.62830,367,536,0.58735,0.66925
1997,Saxony,Rural regions,Protestant,0.31248,147,499,0.27177,0.35319
1997,Saxony,Rural regions,Non-denominational,0.61698,352,499,0.57428,0.65968
1997,Saxony-Anhalt,Urban regions,Non-denominational,0.72383,109,109,0.63951,0.80816
1997,Saxony-Anhalt,Rural regions,Protestant,0.16658,97,503,0.13399,0.19918
1997,Saxony-Anhalt,Rural regions,Non-denominational,0.80011,406,503,0.76512,0.83509
1997,Thuringa,Urban regions,Protestant,0.18225,35,182,0.12601,0.23850
1997,Thuringa,Urban regions,Non-denominational,0.74982,147,182,0.68672,0.81292
1997,Thuringa,Rural regions,Catholic,0.15576,65,462,0.12265,0.18886
1997,Thuringa,Rural regions,Protestant,0.29850,151,462,0.25673,0.34027
1997,Thuringa,Rural regions,Non-denominational,0.53917,246,462,0.49367,0.58467
2003,Schleswig-Holstein,Urban regions,Protestant,0.62945,180,259,0.57052,0.68838
2003,Schleswig-Holstein,Urban regions,Non-denominational,0.25870,79,259,0.20527,0.31214
2003,Schleswig-Holstein,Rural regions,Protestant,0.66200,253,334,0.61119,0.71281
2003,Schleswig-Holstein,Rural regions,Non-denominational,0.23063,81,334,0.18538,0.27587
2003,Hamburg,Urban regions,Protestant,0.52133,148,250,0.45928,0.58338
2003,Hamburg,Urban regions,Non-denominational,0.35232,102,250,0.29298,0.41165
2003,Lower Saxony,Urban regions,Catholic,0.14673,134,894,0.12352,0.16994
2003,Lower Saxony,Urban regions,Protestant,0.53506,483,894,0.50235,0.56778
2003,Lower Saxony,Urban regions,Other religious community,0.06775,64,894,0.05127,0.08423
2003,Lower Saxony,Urban regions,Non-denominational,0.23318,213,894,0.20545,0.26092
2003,Lower Saxony,Rural regions,Catholic,0.20180,188,945,0.17619,0.22740
2003,Lower Saxony,Rural regions,Protestant,0.60615,589,945,0.57498,0.63732
2003,Lower Saxony,Rural regions,Non-denominational,0.16196,168,945,0.13846,0.18546
2003,Bremen,Urban regions,Protestant,0.53450,82,138,0.45097,0.61803
2003,Bremen,Urban regions,Non-denominational,0.26956,56,138,0.19525,0.34386
2003,North Rhine-Westphalia,Urban regions,Catholic,0.42905,1888,4510,0.41461,0.44350
2003,North Rhine-Westphalia,Urban regions,Protestant,0.32840,1499,4510,0.31469,0.34211
2003,North Rhine-Westphalia,Urban regions,Other Christian community,0.02073,103,4510,0.01657,0.02489
2003,North Rhine-Westphalia,Urban regions,Other religious community,0.05349,288,4510,0.04693,0.06006
2003,North Rhine-Westphalia,Urban regions,Non-denominational,0.16832,732,4510,0.15740,0.17924
2003,North Rhine-Westphalia,Rural regions,Catholic,0.60473,63,95,0.50590,0.70357
2003,North Rhine-Westphalia,Rural regions,Protestant,0.26332,32,95,0.17428,0.35236
2003,Hesse,Urban regions,Catholic,0.25540,287,1205,0.23076,0.28003
2003,Hesse,Urban regions,Protestant,0.46703,557,1205,0.43885,0.49521
2003,Hesse,Urban regions,Other Christian community,0.04023,48,1205,0.02913,0.05133
2003,Hesse,Urban regions,Other religious community,0.05703,55,1205,0.04393,0.07013
2003,Hesse,Urban regions,Non-denominational,0.18032,258,1205,0.15860,0.20203
2003,Hesse,Rural regions,Catholic,0.26791,69,236,0.21129,0.32453
2003,Hesse,Rural regions,Protestant,0.62650,167,236,0.56465,0.68835
2003,"Rhineland-Palatinate, Saarland",Urban regions,Catholic,0.53831,562,1013,0.50759,0.56902
2003,"Rhineland-Palatinate, Saarland",Urban regions,Protestant,0.28196,302,1013,0.25424,0.30968
2003,"Rhineland-Palatinate, Saarland",Urban regions,Other religious community,0.05754,44,1013,0.04319,0.07189
2003,"Rhineland-Palatinate, Saarland",Urban regions,Non-denominational,0.11106,105,1013,0.09170,0.13042
2003,"Rhineland-Palatinate, Saarland",Rural regions,Catholic,0.55067,173,317,0.49583,0.60552
2003,"Rhineland-Palatinate, Saarland",Rural regions,Protestant,0.31595,106,317,0.26469,0.36721
2003,"Rhineland-Palatinate, Saarland",Rural regions,Non-denominational,0.11595,38,317,0.08065,0.15125
2003,Baden-Wuerttemberg,Urban regions,Catholic,0.38026,930,2451,0.36104,0.39949
2003,Baden-Wuerttemberg,Urban regions,Protestant,0.39154,870,2451,0.37221,0.41087
2003,Baden-Wuerttemberg,Urban regions,Other Christian community,0.03511,113,2451,0.02782,0.04240
2003,Baden-Wuerttemberg,Urban regions,Other religious community,0.06011,214,2451,0.05070,0.06952
2003,Baden-Wuerttemberg,Urban regions,Non-denominational,0.13298,324,2451,0.11954,0.14643
2003,Baden-Wuerttemberg,Rural regions,Catholic,0.42300,81,166,0.34762,0.49839
2003,Baden-Wuerttemberg,Rural regions,Protestant,0.38528,85,166,0.31102,0.45953
2003,Bavaria,Urban regions,Catholic,0.53464,831,1594,0.51014,0.55913
2003,Bavaria,Urban regions,Protestant,0.18563,298,1594,0.16654,0.20473
2003,Bavaria,Urban regions,Other Christian community,0.03210,50,1594,0.02344,0.04075
2003,Bavaria,Urban regions,Other religious community,0.05025,83,1594,0.03953,0.06098
2003,Bavaria,Urban regions,Non-denominational,0.19738,332,1594,0.17783,0.21692
2003,Bavaria,Rural regions,Catholic,0.65802,989,1469,0.63375,0.68229
2003,Bavaria,Rural regions,Protestant,0.22005,335,1469,0.19886,0.24124
2003,Bavaria,Rural regions,Non-denominational,0.09195,145,1469,0.07717,0.10673
2003,Berlin,Urban regions,Catholic,0.06906,57,771,0.05115,0.08697
2003,Berlin,Urban regions,Protestant,0.24737,199,771,0.21690,0.27785
2003,Berlin,Urban regions,Non-denominational,0.59940,515,771,0.56478,0.63401
2003,Brandenburg,Urban regions,Non-denominational,0.75715,54,54,0.64171,0.87260
2003,Brandenburg,Rural regions,Protestant,0.21780,185,834,0.18977,0.24583
2003,Brandenburg,Rural regions,Non-denominational,0.74391,649,834,0.71427,0.77355
2003,Mecklenburg-Western Pomerania,Urban regions,Non-denominational,0.77472,58,58,0.66626,0.88317
2003,Mecklenburg-Western Pomerania,Rural regions,Protestant,0.22062,88,438,0.18174,0.25950
2003,Mecklenburg-Western Pomerania,Rural regions,Non-denominational,0.75178,350,438,0.71128,0.79228
2003,Saxony,Urban regions,Protestant,0.31312,262,744,0.27977,0.34647
2003,Saxony,Urban regions,Non-denominational,0.63968,482,744,0.60516,0.67420
2003,Saxony,Rural regions,Catholic,0.05550,36,823,0.03985,0.07115
2003,Saxony,Rural regions,Protestant,0.24952,193,823,0.21994,0.27910
2003,Saxony,Rural regions,Non-denominational,0.69043,594,823,0.65883,0.72204
2003,Saxony-Anhalt,Urban regions,Non-denominational,0.84024,150,150,0.78140,0.89907
2003,Saxony-Anhalt,Rural regions,Catholic,0.02981,33,754,0.01766,0.04195
2003,Saxony-Anhalt,Rural regions,Protestant,0.18266,144,754,0.15506,0.21026
2003,Saxony-Anhalt,Rural regions,Non-denominational,0.78694,577,754,0.75770,0.81619
2003,Thuringa,Urban regions,Protestant,0.26088,72,275,0.20888,0.31287
2003,Thuringa,Urban regions,Non-denominational,0.67668,203,275,0.62129,0.73206
2003,Thuringa,Rural regions,Catholic,0.11074,86,664,0.08685,0.13462
2003,Thuringa,Rural regions,Protestant,0.27710,193,664,0.24303,0.31117
2003,Thuringa,Rural regions,Non-denominational,0.61216,385,664,0.57507,0.64925
2007,Schleswig-Holstein,Urban regions,Protestant,0.57247,150,228,0.50811,0.63683
2007,Schleswig-Holstein,Urban regions,Non-denominational,0.30643,78,228,0.24645,0.36640
2007,Schleswig-Holstein,Rural regions,Protestant,0.64898,231,325,0.59701,0.70096
2007,Schleswig-Holstein,Rural regions,Non-denominational,0.26018,94,325,0.21240,0.30795
2007,Hamburg,Urban regions,Protestant,0.52408,154,245,0.46141,0.58674
2007,Hamburg,Urban regions,Non-denominational,0.30114,91,245,0.24358,0.35870
2007,Lower Saxony,Urban regions,Catholic,0.16421,133,841,0.13916,0.18926
2007,Lower Saxony,Urban regions,Protestant,0.51529,479,841,0.48149,0.54909
2007,Lower Saxony,Urban regions,Islamic community,0.05096,32,841,0.03609,0.06584
2007,Lower Saxony,Urban regions,Non-denominational,0.24273,197,841,0.21374,0.27173
2007,Lower Saxony,Rural regions,Catholic,0.22089,201,928,0.19419,0.24760
2007,Lower Saxony,Rural regions,Protestant,0.56150,555,928,0.52956,0.59344
2007,Lower Saxony,Rural regions,Non-denominational,0.18743,172,928,0.16231,0.21255
2007,Bremen,Urban regions,Protestant,0.55780,72,121,0.46894,0.64666
2007,Bremen,Urban regions,Non-denominational,0.26739,49,121,0.18820,0.34658
2007,North Rhine-Westphalia,Urban regions,Catholic,0.41573,1715,4081,0.40061,0.43086
2007,North Rhine-Westphalia,Urban regions,Protestant,0.31579,1355,4081,0.30152,0.33005
2007,North Rhine-Westphalia,Urban regions,Other Christian community,0.02847,115,4081,0.02337,0.03358
2007,North Rhine-Westphalia,Urban regions,Islamic community,0.05068,215,4081,0.04395,0.05741
2007,North Rhine-Westphalia,Urban regions,Non-denominational,0.18748,681,4081,0.17550,0.19945
2007,North Rhine-Westphalia,Rural regions,Catholic,0.52097,62,94,0.41944,0.62250
2007,North Rhine-Westphalia,Rural regions,Protestant,0.28996,32,94,0.19774,0.38218
2007,Hesse,Urban regions,Catholic,0.25324,272,1140,0.22799,0.27850
2007,Hesse,Urban regions,Protestant,0.42853,524,1140,0.39979,0.45727
2007,Hesse,Urban regions,Other Christian community,0.06258,52,1140,0.04852,0.07665
2007,Hesse,Urban regions,Islamic community,0.06219,45,1140,0.04816,0.07621
2007,Hesse,Urban regions,Non-denominational,0.18863,247,1140,0.16591,0.21135
2007,Hesse,Rural regions,Catholic,0.21795,52,218,0.16302,0.27288
2007,Hesse,Rural regions,Protestant,0.66714,166,218,0.60444,0.72984
2007,"Rhineland-Palatinate, Saarland",Urban regions,Catholic,0.53412,466,874,0.50103,0.56721
2007,"Rhineland-Palatinate, Saarland",Urban regions,Protestant,0.28331,278,874,0.25342,0.31320
2007,"Rhineland-Palatinate, Saarland",Urban regions,Islamic community,0.05928,32,874,0.04362,0.07495
2007,"Rhineland-Palatinate, Saarland",Urban regions,Non-denominational,0.10963,98,874,0.08890,0.13035
2007,"Rhineland-Palatinate, Saarland",Rural regions,Catholic,0.53720,146,278,0.47848,0.59592
2007,"Rhineland-Palatinate, Saarland",Rural regions,Protestant,0.33311,101,278,0.27760,0.38861
2007,"Rhineland-Palatinate, Saarland",Rural regions,Non-denominational,0.09018,31,278,0.05645,0.12391
2007,Baden-Wuerttemberg,Urban regions,Catholic,0.36702,818,2258,0.34713,0.38690
2007,Baden-Wuerttemberg,Urban regions,Protestant,0.37939,866,2258,0.35937,0.39941
2007,Baden-Wuerttemberg,Urban regions,Other Christian community,0.04181,113,2258,0.03356,0.05007
2007,Baden-Wuerttemberg,Urban regions,Islamic community,0.07048,163,2258,0.05992,0.08104
2007,Baden-Wuerttemberg,Urban regions,Non-denominational,0.13392,298,2258,0.11987,0.14797
2007,Baden-Wuerttemberg,Rural regions,Catholic,0.36263,81,188,0.29373,0.43154
2007,Baden-Wuerttemberg,Rural regions,Protestant,0.34892,73,188,0.28060,0.41723
2007,Baden-Wuerttemberg,Rural regions,Non-denominational,0.19485,34,188,0.13808,0.25162
2007,Bavaria,Urban regions,Catholic,0.50951,728,1445,0.48373,0.53530
2007,Bavaria,Urban regions,Protestant,0.18737,297,1445,0.16724,0.20750
2007,Bavaria,Urban regions,Other Christian community,0.03062,42,1445,0.02173,0.03950
2007,Bavaria,Urban regions,Islamic community,0.04021,48,1445,0.03008,0.05035
2007,Bavaria,Urban regions,Non-denominational,0.22866,330,1445,0.20700,0.25032
2007,Bavaria,Rural regions,Catholic,0.61666,922,1478,0.59186,0.64145
2007,Bavaria,Rural regions,Protestant,0.24462,377,1478,0.22270,0.26654
2007,Bavaria,Rural regions,Other Christian community,0.03433,34,1478,0.02504,0.04362
2007,Bavaria,Rural regions,Non-denominational,0.08707,145,1478,0.07269,0.10145
2007,Berlin,Urban regions,Catholic,0.05654,43,701,0.03943,0.07364
2007,Berlin,Urban regions,Protestant,0.25003,192,701,0.21795,0.28211
2007,Berlin,Urban regions,Non-denominational,0.63129,466,701,0.59555,0.66703
2007,Brandenburg,Urban regions,Non-denominational,0.66534,54,54,0.53830,0.79238
2007,Brandenburg,Rural regions,Protestant,0.22643,172,754,0.19654,0.25632
2007,Brandenburg,Rural regions,Non-denominational,0.74135,582,754,0.71007,0.77262
2007,Mecklenburg-Western Pomerania,Urban regions,Non-denominational,0.80547,52,52,0.69683,0.91411
2007,Mecklenburg-Western Pomerania,Rural regions,Protestant,0.21584,89,431,0.17696,0.25473
2007,Mecklenburg-Western Pomerania,Rural regions,Non-denominational,0.76560,342,431,0.72556,0.80564
2007,Saxony,Urban regions,Protestant,0.31059,254,723,0.27683,0.34434
2007,Saxony,Urban regions,Non-denominational,0.63754,469,723,0.60248,0.67261
2007,Saxony,Rural regions,Protestant,0.28446,192,719,0.25146,0.31746
2007,Saxony,Rural regions,Non-denominational,0.66196,527,719,0.62735,0.69656
2007,Saxony-Anhalt,Urban regions,Protestant,0.23046,31,154,0.16373,0.29719
2007,Saxony-Anhalt,Urban regions,Non-denominational,0.72196,123,154,0.65097,0.79296
2007,Saxony-Anhalt,Rural regions,Catholic,0.04634,37,706,0.03083,0.06186
2007,Saxony-Anhalt,Rural regions,Protestant,0.20846,157,706,0.17848,0.23845
2007,Saxony-Anhalt,Rural regions,Non-denominational,0.73812,512,706,0.70567,0.77058
2007,Thuringa,Urban regions,Protestant,0.24561,64,251,0.19225,0.29897
2007,Thuringa,Urban regions,Non-denominational,0.69494,187,251,0.63787,0.75202
2007,Thuringa,Rural regions,Catholic,0.13039,85,644,0.10436,0.15642
2007,Thuringa,Rural regions,Protestant,0.26363,196,644,0.22958,0.29769
2007,Thuringa,Rural regions,Non-denominational,0.60598,363,644,0.56821,0.64375
2011,Schleswig-Holstein,Urban regions,Protestant,0.42794,104,186,0.35664,0.49924
2011,Schleswig-Holstein,Urban regions,Non-denominational,0.36945,82,186,0.29990,0.43900
2011,Schleswig-Holstein,Rural regions,Protestant,0.56614,306,443,0.51993,0.61234
2011,Schleswig-Holstein,Rural regions,Non-denominational,0.33473,137,443,0.29073,0.37872
2011,Hamburg,Urban regions,Protestant,0.46597,152,288,0.40826,0.52369
2011,Hamburg,Urban regions,Non-denominational,0.38270,136,288,0.32647,0.43893
2011,Lower Saxony,Urban regions,Catholic,0.16432,138,876,0.13977,0.18888
2011,Lower Saxony,Urban regions,Protestant,0.51626,509,876,0.48314,0.54937
2011,Lower Saxony,Urban regions,Non-denominational,0.28754,229,876,0.25755,0.31753
2011,Lower Saxony,Rural regions,Catholic,0.19748,220,1090,0.17383,0.22112
2011,Lower Saxony,Rural regions,Protestant,0.56185,648,1090,0.53238,0.59131
2011,Lower Saxony,Rural regions,Non-denominational,0.21916,222,1090,0.19459,0.24373
2011,Bremen,Urban regions,Protestant,0.54094,71,117,0.45025,0.63162
2011,Bremen,Urban regions,Non-denominational,0.31961,46,117,0.23475,0.40447
2011,North Rhine-Westphalia,Urban regions,Catholic,0.39137,1758,4269,0.37673,0.40602
2011,North Rhine-Westphalia,Urban regions,Protestant,0.32701,1397,4269,0.31293,0.34108
2011,North Rhine-Westphalia,Urban regions,Other Christian community,0.02964,138,4269,0.02455,0.03473
2011,North Rhine-Westphalia,Urban regions,Islamic community,0.04225,197,4269,0.03621,0.04828
2011,North Rhine-Westphalia,Urban regions,Non-denominational,0.20634,779,4269,0.19420,0.21848
2011,North Rhine-Westphalia,Rural regions,Catholic,0.53760,83,122,0.44876,0.62644
2011,North Rhine-Westphalia,Rural regions,Protestant,0.26020,39,122,0.18202,0.33838
2011,Hesse,Urban regions,Catholic,0.22920,271,1221,0.20562,0.25279
2011,Hesse,Urban regions,Protestant,0.43910,555,1221,0.41125,0.46695
2011,Hesse,Urban regions,Other Christian community,0.03103,35,1221,0.02130,0.04076
2011,Hesse,Urban regions,Islamic community,0.04674,48,1221,0.03490,0.05859
2011,Hesse,Urban regions,Non-denominational,0.24545,312,1221,0.22130,0.26960
2011,Hesse,Rural regions,Catholic,0.20858,56,252,0.15832,0.25885
2011,Hesse,Rural regions,Protestant,0.57300,158,252,0.51181,0.63419
2011,Hesse,Rural regions,Non-denominational,0.15786,38,252,0.11275,0.20296
2011,"Rhineland-Palatinate, Saarland",Urban regions,Catholic,0.49604,444,913,0.46359,0.52849
2011,"Rhineland-Palatinate, Saarland",Urban regions,Protestant,0.29291,297,913,0.26337,0.32245
