year,age_gr,migback,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,No migration background,Protestant,0.35842,1084,3070,0.34146,0.37539
2003,17-29 y.,No migration background,Non-denominational,0.31889,1115,3070,0.30240,0.33538
2003,17-29 y.,Direct migration background,Catholic,0.29425,124,379,0.24831,0.34019
2003,17-29 y.,Direct migration background,Protestant,0.24620,100,379,0.20277,0.28963
2003,17-29 y.,Direct migration background,Other Christian community,0.09566,33,379,0.06601,0.12532
2003,17-29 y.,Direct migration background,Other religious community,0.22058,78,379,0.17878,0.26238
2003,17-29 y.,Direct migration background,Non-denominational,0.13898,44,379,0.10410,0.17385
2003,17-29 y.,Indirect migration background,Catholic,0.33900,173,500,0.29747,0.38054
2003,17-29 y.,Indirect migration background,Protestant,0.19624,82,500,0.16140,0.23109
2003,17-29 y.,Indirect migration background,Other Christian community,0.05720,42,500,0.03683,0.07758
2003,17-29 y.,Indirect migration background,Other religious community,0.26277,136,500,0.22415,0.30139
2003,17-29 y.,Indirect migration background,Non-denominational,0.12835,67,500,0.09900,0.15770
2003,30-45 y.,No migration background,Catholic,0.29828,1702,5773,0.28647,0.31008
2003,30-45 y.,No migration background,Protestant,0.33957,1938,5773,0.32735,0.35179
2003,30-45 y.,No migration background,Other Christian community,0.00728,42,5773,0.00508,0.00947
2003,30-45 y.,No migration background,Non-denominational,0.34567,2091,5773,0.33340,0.35794
2003,30-45 y.,Direct migration background,Catholic,0.32728,282,885,0.29635,0.35821
2003,30-45 y.,Direct migration background,Protestant,0.12278,90,885,0.10115,0.14442
2003,30-45 y.,Direct migration background,Other Christian community,0.11657,92,885,0.09541,0.13772
2003,30-45 y.,Direct migration background,Other religious community,0.25000,285,885,0.22146,0.27855
2003,30-45 y.,Direct migration background,Non-denominational,0.17388,136,885,0.14889,0.19886
2003,30-45 y.,Indirect migration background,Catholic,0.33457,76,188,0.26695,0.40220
2003,30-45 y.,Indirect migration background,Other Christian community,0.08521,33,188,0.04519,0.12522
2003,30-45 y.,Indirect migration background,Other religious community,0.20571,44,188,0.14778,0.26365
2003,30-45 y.,Indirect migration background,Non-denominational,0.18926,35,188,0.13312,0.24540
2003,46-65 y.,No migration background,Catholic,0.29600,1793,6471,0.28488,0.30713
2003,46-65 y.,No migration background,Protestant,0.35559,2282,6471,0.34392,0.36725
2003,46-65 y.,No migration background,Other Christian community,0.00901,58,6471,0.00670,0.01131
2003,46-65 y.,No migration background,Non-denominational,0.32855,2338,6471,0.31710,0.33999
2003,46-65 y.,Direct migration background,Catholic,0.37196,374,980,0.34168,0.40223
2003,46-65 y.,Direct migration background,Protestant,0.15921,139,980,0.13629,0.18213
2003,46-65 y.,Direct migration background,Other Christian community,0.10549,123,980,0.08625,0.12473
2003,46-65 y.,Direct migration background,Other religious community,0.19733,204,980,0.17240,0.22226
2003,46-65 y.,Direct migration background,Non-denominational,0.15948,140,980,0.13655,0.18242
2003,66 and older,No migration background,Catholic,0.33083,1012,3229,0.31460,0.34706
2003,66 and older,No migration background,Protestant,0.47082,1524,3229,0.45360,0.48804
2003,66 and older,No migration background,Non-denominational,0.17860,693,3229,0.16539,0.19181
2003,66 and older,Direct migration background,Catholic,0.41080,143,355,0.35955,0.46205
2003,66 and older,Direct migration background,Protestant,0.29146,92,355,0.24412,0.33880
2003,66 and older,Direct migration background,Other Christian community,0.06030,32,355,0.03550,0.08509
2003,66 and older,Direct migration background,Other religious community,0.12182,50,355,0.08775,0.15589
2003,66 and older,Direct migration background,Non-denominational,0.11089,38,355,0.07818,0.14359
2007,17-29 y.,No migration background,Catholic,0.25341,705,2674,0.23692,0.26990
2007,17-29 y.,No migration background,Protestant,0.34179,992,2674,0.32380,0.35977
2007,17-29 y.,No migration background,Other Christian community,0.00919,33,2674,0.00558,0.01281
2007,17-29 y.,No migration background,Non-denominational,0.30746,944,2674,0.28996,0.32495
2007,17-29 y.,Direct migration background,Catholic,0.26189,81,222,0.20393,0.31986
2007,17-29 y.,Direct migration background,Protestant,0.27073,93,222,0.21214,0.32931
2007,17-29 y.,Direct migration background,Islamic community,0.22597,48,222,0.17083,0.28111
2007,17-29 y.,Indirect migration background,Catholic,0.32415,155,439,0.28031,0.36798
2007,17-29 y.,Indirect migration background,Protestant,0.19146,85,439,0.15461,0.22831
2007,17-29 y.,Indirect migration background,Other Christian community,0.05500,39,439,0.03365,0.07635
2007,17-29 y.,Indirect migration background,Islamic community,0.19717,99,439,0.15991,0.23443
2007,17-29 y.,Indirect migration background,Non-denominational,0.12000,61,439,0.08957,0.15043
2007,30-45 y.,No migration background,Catholic,0.30228,1388,4734,0.28920,0.31536
2007,30-45 y.,No migration background,Protestant,0.33689,1601,4734,0.32343,0.35036
2007,30-45 y.,No migration background,Other Christian community,0.00937,41,4734,0.00663,0.01212
2007,30-45 y.,No migration background,Non-denominational,0.34730,1704,4734,0.33374,0.36087
2007,30-45 y.,Direct migration background,Catholic,0.30049,197,678,0.26595,0.33502
2007,30-45 y.,Direct migration background,Protestant,0.14246,100,678,0.11613,0.16879
2007,30-45 y.,Direct migration background,Other Christian community,0.08952,62,678,0.06802,0.11103
2007,30-45 y.,Direct migration background,Islamic community,0.29916,221,678,0.26467,0.33365
2007,30-45 y.,Direct migration background,Non-denominational,0.15526,98,678,0.12798,0.18254
2007,30-45 y.,Indirect migration background,Catholic,0.33505,89,270,0.27865,0.39146
2007,30-45 y.,Indirect migration background,Protestant,0.15771,37,270,0.11416,0.20127
2007,30-45 y.,Indirect migration background,Other Christian community,0.11157,42,270,0.07395,0.14919
2007,30-45 y.,Indirect migration background,Islamic community,0.21599,60,270,0.16681,0.26516
2007,30-45 y.,Indirect migration background,Non-denominational,0.17852,42,270,0.13276,0.22429
2007,46-65 y.,No migration background,Catholic,0.29266,1724,6201,0.28134,0.30399
2007,46-65 y.,No migration background,Protestant,0.33272,2097,6201,0.32099,0.34445
2007,46-65 y.,No migration background,Other Christian community,0.01311,76,6201,0.01028,0.01594
2007,46-65 y.,No migration background,Non-denominational,0.35741,2304,6201,0.34548,0.36934
2007,46-65 y.,Direct migration background,Catholic,0.35573,285,772,0.32193,0.38952
2007,46-65 y.,Direct migration background,Protestant,0.13461,126,772,0.11052,0.15870
2007,46-65 y.,Direct migration background,Other Christian community,0.14524,111,772,0.12037,0.17011
2007,46-65 y.,Direct migration background,Islamic community,0.17812,134,772,0.15111,0.20513
2007,46-65 y.,Direct migration background,Non-denominational,0.16205,116,772,0.13604,0.18806
2007,66 and older,No migration background,Catholic,0.31102,1151,3941,0.29656,0.32547
2007,66 and older,No migration background,Protestant,0.47477,1845,3941,0.45918,0.49037
2007,66 and older,No migration background,Other Christian community,0.01037,31,3941,0.00721,0.01354
2007,66 and older,No migration background,Non-denominational,0.19900,914,3941,0.18653,0.21146
2007,66 and older,Direct migration background,Catholic,0.38702,145,374,0.33759,0.43645
2007,66 and older,Direct migration background,Protestant,0.27869,94,374,0.23319,0.32420
2007,66 and older,Direct migration background,Other Christian community,0.10174,42,374,0.07106,0.13242
2007,66 and older,Direct migration background,Islamic community,0.11735,55,374,0.08469,0.15002
2007,66 and older,Direct migration background,Non-denominational,0.10949,38,374,0.07780,0.14118
2011,17-29 y.,No migration background,Catholic,0.22757,697,2442,0.21093,0.24420
2011,17-29 y.,No migration background,Protestant,0.35383,954,2442,0.33486,0.37280
2011,17-29 y.,No migration background,Non-denominational,0.27035,791,2442,0.25273,0.28797
2011,17-29 y.,Direct migration background,Catholic,0.16648,54,170,0.11032,0.22265
2011,17-29 y.,Direct migration background,Protestant,0.22293,71,170,0.16018,0.28568
2011,17-29 y.,Direct migration background,Non-denominational,0.18491,45,170,0.12637,0.24344
2011,17-29 y.,Indirect migration background,Catholic,0.37033,161,372,0.32119,0.41947
2011,17-29 y.,Indirect migration background,Protestant,0.16458,74,372,0.12685,0.20232
2011,17-29 y.,Indirect migration background,Islamic community,0.13218,80,372,0.09771,0.16664
2011,17-29 y.,Indirect migration background,Non-denominational,0.09547,57,372,0.06557,0.12537
2011,30-45 y.,No migration background,Catholic,0.24110,1356,4751,0.22894,0.25327
2011,30-45 y.,No migration background,Protestant,0.26453,1618,4751,0.25199,0.27707
2011,30-45 y.,No migration background,Other Christian community,0.00838,63,4751,0.00578,0.01097
2011,30-45 y.,No migration background,Non-denominational,0.32355,1714,4751,0.31024,0.33685
2011,30-45 y.,Direct migration background,Catholic,0.22045,193,676,0.18917,0.25172
2011,30-45 y.,Direct migration background,Protestant,0.15068,136,676,0.12369,0.17766
2011,30-45 y.,Direct migration background,Other Christian community,0.06342,61,676,0.04503,0.08180
2011,30-45 y.,Direct migration background,Islamic community,0.13139,170,676,0.10590,0.15687
2011,30-45 y.,Direct migration background,Non-denominational,0.13764,116,676,0.11165,0.16363
2011,30-45 y.,Indirect migration background,Catholic,0.27886,114,351,0.23188,0.32584
2011,30-45 y.,Indirect migration background,Protestant,0.10243,46,351,0.07067,0.13420
2011,30-45 y.,Indirect migration background,Other Christian community,0.08101,39,351,0.05242,0.10959
2011,30-45 y.,Indirect migration background,Islamic community,0.14295,72,351,0.10628,0.17962
2011,30-45 y.,Indirect migration background,Non-denominational,0.20034,80,351,0.15840,0.24227
2011,46-65 y.,No migration background,Catholic,0.26475,1958,7156,0.25453,0.27498
2011,46-65 y.,No migration background,Protestant,0.30569,2320,7156,0.29502,0.31637
2011,46-65 y.,No migration background,Other Christian community,0.01212,95,7156,0.00958,0.01465
2011,46-65 y.,No migration background,Non-denominational,0.38033,2783,7156,0.36908,0.39158
2011,46-65 y.,Direct migration background,Catholic,0.39740,314,803,0.36353,0.43127
2011,46-65 y.,Direct migration background,Protestant,0.16032,164,803,0.13492,0.18571
2011,46-65 y.,Direct migration background,Other Christian community,0.09895,91,803,0.07828,0.11961
2011,46-65 y.,Direct migration background,Islamic community,0.13256,102,803,0.10909,0.15603
2011,46-65 y.,Direct migration background,Non-denominational,0.14375,132,803,0.11947,0.16803
2011,46-65 y.,Indirect migration background,Non-denominational,0.35216,32,32,0.18401,0.52030
2011,66 and older,No migration background,Catholic,0.30179,1347,4681,0.28864,0.31495
2011,66 and older,No migration background,Protestant,0.44620,2023,4681,0.43195,0.46044
2011,66 and older,No migration background,Other Christian community,0.01155,48,4681,0.00849,0.01462
2011,66 and older,No migration background,Non-denominational,0.23414,1263,4681,0.22201,0.24627
2011,66 and older,Direct migration background,Catholic,0.40061,162,416,0.35346,0.44776
2011,66 and older,Direct migration background,Protestant,0.21689,107,416,0.17724,0.25654
2011,66 and older,Direct migration background,Other Christian community,0.09677,35,416,0.06832,0.12521
2011,66 and older,Direct migration background,Islamic community,0.11069,42,416,0.08050,0.14087
2011,66 and older,Direct migration background,Non-denominational,0.15262,70,416,0.11802,0.18722
2015,17-29 y.,No migration background,Catholic,0.27995,789,2538,0.26248,0.29742
2015,17-29 y.,No migration background,Protestant,0.36311,962,2538,0.34440,0.38183
2015,17-29 y.,No migration background,Other Christian community,0.00968,33,2538,0.00587,0.01349
2015,17-29 y.,No migration background,Non-denominational,0.26389,754,2538,0.24674,0.28104
2015,17-29 y.,Direct migration background,Catholic,0.24819,257,1015,0.22160,0.27478
2015,17-29 y.,Direct migration background,Protestant,0.18781,149,1015,0.16377,0.21185
2015,17-29 y.,Direct migration background,Islamic community,0.06029,75,1015,0.04564,0.07494
2015,17-29 y.,Direct migration background,Other religious community,0.04108,51,1015,0.02886,0.05330
2015,17-29 y.,Direct migration background,Non-denominational,0.24105,265,1015,0.21472,0.26738
2015,17-29 y.,Direct migration background,Christian orthodox,0.07546,128,1015,0.05920,0.09171
2015,17-29 y.,Direct migration background,Sunni denomination,0.07886,90,1015,0.06227,0.09545
2015,17-29 y.,Indirect migration background,Catholic,0.25462,203,745,0.22331,0.28592
2015,17-29 y.,Indirect migration background,Protestant,0.16501,129,745,0.13834,0.19168
2015,17-29 y.,Indirect migration background,Other Christian community,0.02225,38,745,0.01165,0.03284
2015,17-29 y.,Indirect migration background,Islamic community,0.12220,123,745,0.09867,0.14574
2015,17-29 y.,Indirect migration background,Non-denominational,0.17601,149,745,0.14864,0.20337
2015,17-29 y.,Indirect migration background,Sunni denomination,0.13436,103,745,0.10985,0.15886
2015,30-45 y.,No migration background,Catholic,0.27920,1346,4788,0.26649,0.29191
2015,30-45 y.,No migration background,Protestant,0.28828,1496,4788,0.27545,0.30111
2015,30-45 y.,No migration background,Other Christian community,0.01744,62,4788,0.01374,0.02115
2015,30-45 y.,No migration background,Non-denominational,0.40319,1884,4788,0.38930,0.41709
2015,30-45 y.,Direct migration background,Catholic,0.25061,716,2786,0.23451,0.26670
2015,30-45 y.,Direct migration background,Protestant,0.12615,367,2786,0.11382,0.13848
2015,30-45 y.,Direct migration background,Other Christian community,0.03965,134,2786,0.03240,0.04689
2015,30-45 y.,Direct migration background,Islamic community,0.13247,312,2786,0.11988,0.14506
2015,30-45 y.,Direct migration background,Other religious community,0.02472,63,2786,0.01895,0.03049
2015,30-45 y.,Direct migration background,Non-denominational,0.26669,673,2786,0.25026,0.28311
2015,30-45 y.,Direct migration background,Christian orthodox,0.05573,315,2786,0.04721,0.06425
2015,30-45 y.,Direct migration background,Sunni denomination,0.08217,206,2786,0.07197,0.09237
2015,30-45 y.,Indirect migration background,Catholic,0.29657,177,574,0.25917,0.33397
2015,30-45 y.,Indirect migration background,Protestant,0.16034,79,574,0.13030,0.19038
2015,30-45 y.,Indirect migration background,Islamic community,0.07894,69,574,0.05686,0.10102
2015,30-45 y.,Indirect migration background,Non-denominational,0.29332,158,574,0.25604,0.33060
2015,30-45 y.,Indirect migration background,Christian orthodox,0.03303,46,574,0.01840,0.04767
2015,30-45 y.,Indirect migration background,Sunni denomination,0.06612,45,574,0.04578,0.08647
2015,46-65 y.,No migration background,Catholic,0.27874,2041,7233,0.26841,0.28908
2015,46-65 y.,No migration background,Protestant,0.30113,2301,7233,0.29055,0.31170
2015,46-65 y.,No migration background,Other Christian community,0.01237,106,7233,0.00983,0.01492
2015,46-65 y.,No migration background,Non-denominational,0.39957,2785,7233,0.38829,0.41086
2015,46-65 y.,Direct migration background,Catholic,0.34539,498,1648,0.32243,0.36836
2015,46-65 y.,Direct migration background,Protestant,0.15037,248,1648,0.13311,0.16764
2015,46-65 y.,Direct migration background,Other Christian community,0.05632,99,1648,0.04518,0.06745
2015,46-65 y.,Direct migration background,Islamic community,0.10601,139,1648,0.09114,0.12088
2015,46-65 y.,Direct migration background,Other religious community,0.02013,42,1648,0.01335,0.02691
2015,46-65 y.,Direct migration background,Non-denominational,0.21481,373,1648,0.19498,0.23464
2015,46-65 y.,Direct migration background,Christian orthodox,0.03388,152,1648,0.02514,0.04262
2015,46-65 y.,Direct migration background,Sunni denomination,0.05657,97,1648,0.04541,0.06773
2015,46-65 y.,Indirect migration background,Catholic,0.25895,56,147,0.18789,0.33001
2015,46-65 y.,Indirect migration background,Protestant,0.33597,37,147,0.25936,0.41259
2015,46-65 y.,Indirect migration background,Non-denominational,0.32210,54,147,0.24630,0.39790
2015,66 and older,No migration background,Catholic,0.28608,1192,4417,0.27275,0.29941
2015,66 and older,No migration background,Protestant,0.42544,1817,4417,0.41086,0.44002
2015,66 and older,No migration background,Other Christian community,0.01461,53,4417,0.01107,0.01815
2015,66 and older,No migration background,Non-denominational,0.25967,1355,4417,0.24673,0.27260
2015,66 and older,Direct migration background,Catholic,0.40960,161,389,0.36067,0.45854
2015,66 and older,Direct migration background,Protestant,0.22187,109,389,0.18053,0.26322
2015,66 and older,Direct migration background,Other Christian community,0.09286,38,389,0.06398,0.12175
2015,66 and older,Direct migration background,Non-denominational,0.14458,81,389,0.10959,0.17958
2019,17-29 y.,No migration background,Catholic,0.28328,777,2664,0.26617,0.30040
2019,17-29 y.,No migration background,Protestant,0.32829,963,2664,0.31046,0.34613
2019,17-29 y.,No migration background,Other Christian community,0.00933,34,2664,0.00568,0.01299
2019,17-29 y.,No migration background,Non-denominational,0.29544,890,2664,0.27811,0.31277
2019,17-29 y.,Direct migration background,Catholic,0.16150,79,1379,0.14207,0.18093
2019,17-29 y.,Direct migration background,Protestant,0.07507,59,1379,0.06116,0.08899
2019,17-29 y.,Direct migration background,Islamic community,0.06507,77,1379,0.05205,0.07809
2019,17-29 y.,Direct migration background,Other religious community,0.04316,130,1379,0.03243,0.05389
2019,17-29 y.,Direct migration background,Non-denominational,0.23532,147,1379,0.21293,0.25772
2019,17-29 y.,Direct migration background,Christian orthodox,0.08389,123,1379,0.06925,0.09852
2019,17-29 y.,Direct migration background,Shiite denomination,0.04798,75,1379,0.03669,0.05926
2019,17-29 y.,Direct migration background,Sunni denomination,0.21019,689,1379,0.18867,0.23170
2019,17-29 y.,Indirect migration background,Catholic,0.17824,156,647,0.14872,0.20775
2019,17-29 y.,Indirect migration background,Protestant,0.13643,124,647,0.10996,0.16290
2019,17-29 y.,Indirect migration background,Islamic community,0.06538,42,647,0.04632,0.08444
2019,17-29 y.,Indirect migration background,Non-denominational,0.22617,195,647,0.19391,0.25843
2019,17-29 y.,Indirect migration background,Sunni denomination,0.21479,130,647,0.18312,0.24646
2019,30-45 y.,No migration background,Catholic,0.24692,1008,4104,0.23373,0.26012
2019,30-45 y.,No migration background,Protestant,0.28987,1177,4104,0.27599,0.30375
2019,30-45 y.,No migration background,Other Christian community,0.00897,52,4104,0.00609,0.01186
2019,30-45 y.,No migration background,Non-denominational,0.44772,1867,4104,0.43250,0.46293
2019,30-45 y.,Direct migration background,Catholic,0.22330,390,3216,0.20891,0.23770
2019,30-45 y.,Direct migration background,Protestant,0.11808,242,3216,0.10693,0.12924
2019,30-45 y.,Direct migration background,Other Christian community,0.02131,45,3216,0.01632,0.02631
2019,30-45 y.,Direct migration background,Islamic community,0.03854,194,3216,0.03189,0.04520
2019,30-45 y.,Direct migration background,Other religious community,0.02568,181,3216,0.02021,0.03115
2019,30-45 y.,Direct migration background,Non-denominational,0.31338,570,3216,0.29735,0.32942
2019,30-45 y.,Direct migration background,Christian orthodox,0.08258,256,3216,0.07306,0.09209
2019,30-45 y.,Direct migration background,Shiite denomination,0.00857,111,3216,0.00538,0.01175
2019,30-45 y.,Direct migration background,Sunni denomination,0.14878,1227,3216,0.13648,0.16108
2019,30-45 y.,Indirect migration background,Catholic,0.32953,148,479,0.28739,0.37167
2019,30-45 y.,Indirect migration background,Protestant,0.16241,83,479,0.12934,0.19547
2019,30-45 y.,Indirect migration background,Non-denominational,0.29436,186,479,0.25351,0.33522
2019,30-45 y.,Indirect migration background,Sunni denomination,0.12535,62,479,0.09567,0.15504
2019,46-65 y.,No migration background,Catholic,0.25632,2165,8541,0.24706,0.26558
2019,46-65 y.,No migration background,Protestant,0.29377,2595,8541,0.28411,0.30343
2019,46-65 y.,No migration background,Other Christian community,0.01580,127,8541,0.01316,0.01845
2019,46-65 y.,No migration background,Non-denominational,0.42686,3654,8541,0.41637,0.43735
2019,46-65 y.,Direct migration background,Catholic,0.28155,415,2138,0.26248,0.30062
2019,46-65 y.,Direct migration background,Protestant,0.11238,222,2138,0.09899,0.12577
2019,46-65 y.,Direct migration background,Other Christian community,0.03104,44,2138,0.02368,0.03839
2019,46-65 y.,Direct migration background,Islamic community,0.05388,94,2138,0.04430,0.06345
2019,46-65 y.,Direct migration background,Other religious community,0.02269,101,2138,0.01638,0.02901
2019,46-65 y.,Direct migration background,Non-denominational,0.22011,437,2138,0.20255,0.23768
2019,46-65 y.,Direct migration background,Christian orthodox,0.09770,203,2138,0.08511,0.11029
2019,46-65 y.,Direct migration background,Shiite denomination,0.01191,47,2138,0.00731,0.01651
2019,46-65 y.,Direct migration background,Sunni denomination,0.14765,575,2138,0.13261,0.16269
2019,46-65 y.,Indirect migration background,Catholic,0.27038,65,241,0.21419,0.32658
2019,46-65 y.,Indirect migration background,Protestant,0.23387,66,241,0.18032,0.28742
2019,46-65 y.,Indirect migration background,Non-denominational,0.38021,110,241,0.31880,0.44163
2019,66 and older,No migration background,Catholic,0.27447,1239,4681,0.26169,0.28726
2019,66 and older,No migration background,Protestant,0.40008,1706,4681,0.38604,0.41411
2019,66 and older,No migration background,Other Christian community,0.01771,59,4681,0.01394,0.02149
2019,66 and older,No migration background,Non-denominational,0.30364,1677,4681,0.29047,0.31682
2019,66 and older,Direct migration background,Catholic,0.37909,152,401,0.33155,0.42664
2019,66 and older,Direct migration background,Protestant,0.15936,85,401,0.12349,0.19523
2019,66 and older,Direct migration background,Non-denominational,0.22688,124,401,0.18584,0.26793
2019,66 and older,Direct migration background,Christian orthodox,0.09656,40,401,0.06761,0.12550
