year,age_gr,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,46-65 y.,male,Protestant,0.24898,1290,5414,0.23746,0.26050
2019,46-65 y.,male,Other Christian community,0.01711,69,5414,0.01365,0.02056
2019,46-65 y.,male,Islamic community,0.01006,61,5414,0.00740,0.01272
2019,46-65 y.,male,Other religious community,0.00339,52,5414,0.00184,0.00494
2019,46-65 y.,male,Non-denominational,0.42986,2222,5414,0.41668,0.44305
2019,46-65 y.,male,Christian orthodox,0.01635,101,5414,0.01297,0.01973
2019,46-65 y.,male,Sunni denomination,0.02828,368,5414,0.02386,0.03270
2019,46-65 y.,female,Catholic,0.28316,1393,5512,0.27126,0.29505
2019,46-65 y.,female,Protestant,0.27813,1593,5512,0.26630,0.28996
2019,46-65 y.,female,Other Christian community,0.02046,107,5512,0.01672,0.02420
2019,46-65 y.,female,Islamic community,0.00845,37,5512,0.00603,0.01086
2019,46-65 y.,female,Other religious community,0.00608,59,5512,0.00403,0.00814
2019,46-65 y.,female,Non-denominational,0.35750,1979,5512,0.34484,0.37015
2019,46-65 y.,female,Christian orthodox,0.01942,124,5512,0.01577,0.02306
2019,46-65 y.,female,Sunni denomination,0.02332,220,5512,0.01933,0.02730
2019,66 and older,male,Catholic,0.27356,678,2572,0.25633,0.29080
2019,66 and older,male,Protestant,0.34853,844,2572,0.33011,0.36695
2019,66 and older,male,Other Christian community,0.01880,35,2572,0.01355,0.02405
2019,66 and older,male,Non-denominational,0.33493,1015,2572,0.31668,0.35317
2019,66 and older,female,Catholic,0.29582,722,2509,0.27796,0.31368
2019,66 and older,female,Protestant,0.39854,954,2509,0.37938,0.41770
2019,66 and older,female,Other Christian community,0.01690,35,2509,0.01185,0.02194
2019,66 and older,female,Non-denominational,0.26780,798,2509,0.25047,0.28513
