"plh0185","year","bula_h","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Selten","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Selten","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Sachsen","kein Migrationshintergrund","523","0.347626940000746","0.323282816330586","0.371971063670905"
"Selten","2007","Sachsen","direkter Migrationshintergrund","9","","",""
"Selten","2007","Sachsen","indirekter Migrationshintergrund","4","","",""
"Selten","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Sachsen-Anhalt","kein Migrationshintergrund","279","0.333502887322658","0.301657907316717","0.3653478673286"
"Selten","2007","Sachsen-Anhalt","direkter Migrationshintergrund","6","","",""
"Selten","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Selten","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Thueringen","kein Migrationshintergrund","278","0.310094260064815","0.279638252414749","0.340550267714882"
"Selten","2007","Thueringen","direkter Migrationshintergrund","3","","",""
"Selten","2007","Thueringen","indirekter Migrationshintergrund","1","","",""
"Selten","2007","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Schleswig-Holstein","kein Migrationshintergrund","90","0.206561401606229","0.172850182643603","0.240272620568856"
"Manchmal","2007","Schleswig-Holstein","direkter Migrationshintergrund","5","","",""
"Manchmal","2007","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Manchmal","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Hamburg","kein Migrationshintergrund","46","0.195065068889653","0.146713744088593","0.243416393690713"
"Manchmal","2007","Hamburg","direkter Migrationshintergrund","1","","",""
"Manchmal","2007","Hamburg","indirekter Migrationshintergrund","2","","",""
"Manchmal","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Niedersachsen","kein Migrationshintergrund","284","0.167956790658823","0.149587824029279","0.186325757288368"
"Manchmal","2007","Niedersachsen","direkter Migrationshintergrund","17","","",""
"Manchmal","2007","Niedersachsen","indirekter Migrationshintergrund","9","","",""
"Manchmal","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Bremen","kein Migrationshintergrund","35","0.29788026477424","0.219863563892539","0.375896965655941"
"Manchmal","2007","Bremen","direkter Migrationshintergrund","1","","",""
"Manchmal","2007","Bremen","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Nordrhein-Westfalen","kein Migrationshintergrund","565","0.165266103575089","0.152783341472379","0.177748865677799"
"Manchmal","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","102","0.188912886905554","0.156693215673844","0.221132558137264"
"Manchmal","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","43","0.193082663089068","0.140443693565527","0.245721632612609"
"Manchmal","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Hessen","kein Migrationshintergrund","198","0.188677199774955","0.165794104731988","0.211560294817922"
"Manchmal","2007","Hessen","direkter Migrationshintergrund","39","0.266561474307272","0.204341793867718","0.328781154746825"
"Manchmal","2007","Hessen","indirekter Migrationshintergrund","19","","",""
"Manchmal","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","168","0.19026396916833","0.165601209016323","0.214926729320337"
"Manchmal","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","22","","",""
"Manchmal","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","7","","",""
"Manchmal","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Baden-Wuerttemberg","kein Migrationshintergrund","302","0.18213959799793","0.164388225123932","0.199890970871929"
"Manchmal","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","111","0.288106821566085","0.24703217481755","0.32918146831462"
"Manchmal","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","33","0.23892750262018","0.178133144855671","0.29972186038469"
"Manchmal","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Bayern","kein Migrationshintergrund","510","0.208457072491626","0.192511779440318","0.224402365542935"
"Manchmal","2007","Bayern","direkter Migrationshintergrund","76","0.246404189798138","0.199911528892089","0.292896850704187"
"Manchmal","2007","Bayern","indirekter Migrationshintergrund","29","","",""
"Manchmal","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Saarland","kein Migrationshintergrund","","","",""
"Manchmal","2007","Saarland","direkter Migrationshintergrund","","","",""
"Manchmal","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Berlin","kein Migrationshintergrund","125","0.203629740141577","0.173023118949977","0.234236361333177"
"Manchmal","2007","Berlin","direkter Migrationshintergrund","17","","",""
"Manchmal","2007","Berlin","indirekter Migrationshintergrund","2","","",""
"Manchmal","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Brandenburg","kein Migrationshintergrund","173","0.195957349396218","0.169018106432299","0.222896592360137"
"Manchmal","2007","Brandenburg","direkter Migrationshintergrund","2","","",""
"Manchmal","2007","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Manchmal","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","104","0.226557000697283","0.189754884147293","0.263359117247272"
"Manchmal","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","4","","",""
"Manchmal","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Manchmal","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Sachsen","kein Migrationshintergrund","314","0.21094985047575","0.190093835124766","0.231805865826734"
"Manchmal","2007","Sachsen","direkter Migrationshintergrund","7","","",""
"Manchmal","2007","Sachsen","indirekter Migrationshintergrund","2","","",""
"Manchmal","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Sachsen-Anhalt","kein Migrationshintergrund","185","0.21040828574968","0.182877110212655","0.237939461286705"
"Manchmal","2007","Sachsen-Anhalt","direkter Migrationshintergrund","6","","",""
"Manchmal","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","1","","",""
"Manchmal","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Thueringen","kein Migrationshintergrund","207","0.217137664819776","0.189989435373834","0.244285894265718"
"Manchmal","2007","Thueringen","direkter Migrationshintergrund","5","","",""
"Manchmal","2007","Thueringen","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Schleswig-Holstein","kein Migrationshintergrund","24","","",""
"Oft","2007","Schleswig-Holstein","direkter Migrationshintergrund","1","","",""
"Oft","2007","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Oft","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Hamburg","kein Migrationshintergrund","12","","",""
"Oft","2007","Hamburg","direkter Migrationshintergrund","2","","",""
"Oft","2007","Hamburg","indirekter Migrationshintergrund","1","","",""
"Oft","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Niedersachsen","kein Migrationshintergrund","113","0.0798643246937672","0.066543983543859","0.0931846658436753"
"Oft","2007","Niedersachsen","direkter Migrationshintergrund","11","","",""
"Oft","2007","Niedersachsen","indirekter Migrationshintergrund","1","","",""
"Oft","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Bremen","kein Migrationshintergrund","5","","",""
"Oft","2007","Bremen","direkter Migrationshintergrund","1","","",""
"Oft","2007","Bremen","indirekter Migrationshintergrund","","","",""
"Oft","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Nordrhein-Westfalen","kein Migrationshintergrund","213","0.0661337729898735","0.0577816138633191","0.074485932116428"
"Oft","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","42","0.0793006661827769","0.0570596874976624","0.101541644867891"
"Oft","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","12","","",""
"Oft","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Hessen","kein Migrationshintergrund","71","0.070593851871433","0.0556127270313198","0.0855749767115462"
"Oft","2007","Hessen","direkter Migrationshintergrund","23","","",""
"Oft","2007","Hessen","indirekter Migrationshintergrund","5","","",""
"Oft","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","56","0.0550160318801535","0.0406892541650245","0.0693428095952826"
"Oft","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","13","","",""
"Oft","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","3","","",""
"Oft","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Baden-Wuerttemberg","kein Migrationshintergrund","105","0.0674620970476005","0.0559261478770395","0.0789980462181615"
"Oft","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","39","0.0703156799463196","0.0471266012612087","0.0935047586314305"
"Oft","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","12","","",""
"Oft","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Bayern","kein Migrationshintergrund","156","0.0739874307743883","0.0637126073795775","0.0842622541691991"
"Oft","2007","Bayern","direkter Migrationshintergrund","26","","",""
"Oft","2007","Bayern","indirekter Migrationshintergrund","13","","",""
"Oft","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Saarland","kein Migrationshintergrund","","","",""
"Oft","2007","Saarland","direkter Migrationshintergrund","","","",""
"Oft","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Oft","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Berlin","kein Migrationshintergrund","50","0.061866045208047","0.0435557277839522","0.0801763626321418"
"Oft","2007","Berlin","direkter Migrationshintergrund","9","","",""
"Oft","2007","Berlin","indirekter Migrationshintergrund","4","","",""
"Oft","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Brandenburg","kein Migrationshintergrund","51","0.0753385441599579","0.0574256790786961","0.0932514092412196"
"Oft","2007","Brandenburg","direkter Migrationshintergrund","3","","",""
"Oft","2007","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Oft","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","17","","",""
"Oft","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Oft","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Oft","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Sachsen","kein Migrationshintergrund","105","0.0958188728845754","0.0807721240539836","0.110865621715167"
"Oft","2007","Sachsen","direkter Migrationshintergrund","4","","",""
"Oft","2007","Sachsen","indirekter Migrationshintergrund","","","",""
"Oft","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Sachsen-Anhalt","kein Migrationshintergrund","53","0.0671445795296934","0.050239987494298","0.0840491715650887"
"Oft","2007","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Oft","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Oft","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Thueringen","kein Migrationshintergrund","58","0.0753586468991681","0.0579772597782119","0.0927400340201243"
"Oft","2007","Thueringen","direkter Migrationshintergrund","2","","",""
"Oft","2007","Thueringen","indirekter Migrationshintergrund","1","","",""
"Oft","2007","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Schleswig-Holstein","kein Migrationshintergrund","6","","",""
"Sehr oft","2007","Schleswig-Holstein","direkter Migrationshintergrund","2","","",""
"Sehr oft","2007","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Hamburg","kein Migrationshintergrund","6","","",""
"Sehr oft","2007","Hamburg","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Hamburg","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Niedersachsen","kein Migrationshintergrund","20","","",""
"Sehr oft","2007","Niedersachsen","direkter Migrationshintergrund","2","","",""
"Sehr oft","2007","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Bremen","kein Migrationshintergrund","","","",""
"Sehr oft","2007","Bremen","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Bremen","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Nordrhein-Westfalen","kein Migrationshintergrund","53","0.0195980609518171","0.0149394825611059","0.0242566393425284"
"Sehr oft","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","9","","",""
"Sehr oft","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","3","","",""
"Sehr oft","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Hessen","kein Migrationshintergrund","12","","",""
"Sehr oft","2007","Hessen","direkter Migrationshintergrund","6","","",""
"Sehr oft","2007","Hessen","indirekter Migrationshintergrund","2","","",""
"Sehr oft","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","27","","",""
"Sehr oft","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","7","","",""
"Sehr oft","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","3","","",""
"Sehr oft","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Baden-Wuerttemberg","kein Migrationshintergrund","27","","",""
"Sehr oft","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","18","","",""
"Sehr oft","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","4","","",""
"Sehr oft","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Bayern","kein Migrationshintergrund","38","0.0163276322681975","0.0113528532611771","0.0213024112752178"
"Sehr oft","2007","Bayern","direkter Migrationshintergrund","6","","",""
"Sehr oft","2007","Bayern","indirekter Migrationshintergrund","3","","",""
"Sehr oft","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Saarland","kein Migrationshintergrund","","","",""
"Sehr oft","2007","Saarland","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Berlin","kein Migrationshintergrund","20","","",""
"Sehr oft","2007","Berlin","direkter Migrationshintergrund","3","","",""
"Sehr oft","2007","Berlin","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Brandenburg","kein Migrationshintergrund","13","","",""
"Sehr oft","2007","Brandenburg","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Brandenburg","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","8","","",""
"Sehr oft","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Sachsen","kein Migrationshintergrund","22","","",""
"Sehr oft","2007","Sachsen","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Sachsen","indirekter Migrationshintergrund","","","",""
