,Unnamed: 0,year,hhtyp,hgseval,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
207,207,1997,Couple with children,Much Too Small,0.02571,92,6325,0.02211,0.03044
208,208,1997,Couple with children,A Bit Too Small,0.22449,585,6325,0.20907,0.24043
209,209,1997,Couple with children,Just Right,0.68394,1770,6325,0.65911,0.70973
210,210,1997,Couple with children,A Bit Too Large,0.06585,128,6325,0.05708,0.07401
211,211,1997,Multi-generational household,Just Right,1.0,83,6325,0.81655,1.18612
212,212,1997,Other Combinations,A Bit Too Small,0.29745,39,6325,0.22742,0.38179
213,213,1997,Other Combinations,Just Right,0.70255,103,6325,0.59192,0.8013
214,214,1998,Single-person household,Much Too Small,0.02103,39,7086,0.01721,0.0247
215,215,1998,Single-person household,A Bit Too Small,0.11822,205,7086,0.10948,0.12814
216,216,1998,Single-person household,Just Right,0.72699,1191,7086,0.70508,0.74787
217,217,1998,Single-person household,A Bit Too Large,0.13376,209,7086,0.12549,0.14171
218,218,1998,Couple without children,A Bit Too Small,0.10185,224,7086,0.09279,0.1126
219,219,1998,Couple without children,Just Right,0.76365,1626,7086,0.73792,0.79101
220,220,1998,Couple without children,A Bit Too Large,0.1345,245,7086,0.12502,0.14402
221,221,1998,Single parent,A Bit Too Small,0.22501,89,7086,0.19118,0.25406
222,222,1998,Single parent,Just Right,0.67896,290,7086,0.62943,0.73484
223,223,1998,Single parent,A Bit Too Large,0.09603,39,7086,0.07839,0.11454
224,224,1998,Couple with children,Much Too Small,0.03297,102,7086,0.02824,0.0385
225,225,1998,Couple with children,A Bit Too Small,0.20757,580,7086,0.19474,0.22255
226,226,1998,Couple with children,Just Right,0.69625,1906,7086,0.67522,0.71986
227,227,1998,Couple with children,A Bit Too Large,0.0632,160,7086,0.05735,0.07001
228,228,1998,Multi-generational household,Just Right,1.0,67,7086,0.82708,1.19291
229,229,1998,Other Combinations,Just Right,1.0,114,7086,0.87401,1.11811
230,230,1999,Single-person household,A Bit Too Small,0.11553,182,6962,0.10871,0.12427
231,231,1999,Single-person household,Just Right,0.75643,1200,6962,0.73212,0.77698
232,232,1999,Single-person household,A Bit Too Large,0.12804,200,6962,0.11968,0.13641
233,233,1999,Couple without children,A Bit Too Small,0.11342,254,6962,0.10292,0.12544
234,234,1999,Couple without children,Just Right,0.76836,1634,6962,0.74711,0.79235
235,235,1999,Couple without children,A Bit Too Large,0.11821,228,6962,0.10924,0.12867
236,236,1999,Single parent,A Bit Too Small,0.21907,89,6962,0.19072,0.24428
237,237,1999,Single parent,Just Right,0.70743,317,6962,0.65734,0.76041
238,238,1999,Single parent,A Bit Too Large,0.07351,32,6962,0.05604,0.09267
239,239,1999,Couple with children,Much Too Small,0.02515,85,6962,0.01922,0.03124
240,240,1999,Couple with children,A Bit Too Small,0.21337,563,6962,0.19986,0.22514
241,241,1999,Couple with children,Just Right,0.70491,1925,6962,0.67924,0.72901
242,242,1999,Couple with children,A Bit Too Large,0.05657,133,6962,0.05066,0.06467
243,243,1999,Multi-generational household,Just Right,1.0,66,6962,0.79752,1.17567
244,244,1999,Other Combinations,Just Right,1.0,54,6962,0.79821,1.19121
245,245,2000,Single-person household,Much Too Small,0.01664,54,12741,0.01436,0.01886
246,246,2000,Single-person household,A Bit Too Small,0.11234,359,12741,0.10775,0.11806
247,247,2000,Single-person household,Just Right,0.74756,2409,12741,0.73379,0.76245
248,248,2000,Single-person household,A Bit Too Large,0.10641,364,12741,0.10236,0.11001
249,249,2000,Single-person household,Much Too Large,0.01705,57,12741,0.0153,0.01908
250,250,2000,Couple without children,Much Too Small,0.00851,33,12741,0.00668,0.01058
251,251,2000,Couple without children,A Bit Too Small,0.09277,347,12741,0.08744,0.09907
252,252,2000,Couple without children,Just Right,0.77078,3034,12741,0.75534,0.78375
253,253,2000,Couple without children,A Bit Too Large,0.12794,496,12741,0.12259,0.13287
254,254,2000,Single parent,A Bit Too Small,0.19758,142,12741,0.18366,0.2145
255,255,2000,Single parent,Just Right,0.72335,539,12741,0.6956,0.75837
256,256,2000,Single parent,A Bit Too Large,0.07906,56,12741,0.06753,0.09282
257,257,2000,Couple with children,Much Too Small,0.02737,129,12741,0.02438,0.03048
258,258,2000,Couple with children,A Bit Too Small,0.20958,917,12741,0.19969,0.21872
259,259,2000,Couple with children,Just Right,0.71184,3329,12741,0.69713,0.72724
260,260,2000,Couple with children,A Bit Too Large,0.05122,226,12741,0.04827,0.05474
261,261,2000,Multi-generational household,Just Right,1.0,127,12741,0.90757,1.0954
262,262,2000,Other Combinations,Just Right,1.0,123,12741,0.91117,1.10271
263,263,2001,Single-person household,Much Too Small,0.01168,32,11506,0.01001,0.01376
264,264,2001,Single-person household,A Bit Too Small,0.11728,333,11506,0.11067,0.12318
265,265,2001,Single-person household,Just Right,0.73738,2137,11506,0.72488,0.75298
266,266,2001,Single-person household,A Bit Too Large,0.12013,369,11506,0.11397,0.12603
267,267,2001,Single-person household,Much Too Large,0.01353,41,11506,0.0117,0.01588
268,268,2001,Couple without children,A Bit Too Small,0.09581,343,11506,0.08974,0.10217
269,269,2001,Couple without children,Just Right,0.76942,2744,11506,0.75331,0.78511
270,270,2001,Couple without children,A Bit Too Large,0.1238,421,11506,0.11719,0.13021
271,271,2001,Couple without children,Much Too Large,0.01097,37,11506,0.00984,0.0125
272,272,2001,Single parent,A Bit Too Small,0.19502,128,11506,0.17682,0.21609
273,273,2001,Single parent,Just Right,0.72075,495,11506,0.68239,0.75955
274,274,2001,Single parent,A Bit Too Large,0.08423,57,11506,0.071,0.09554
275,275,2001,Couple with children,Much Too Small,0.03261,125,11506,0.02817,0.03761
276,276,2001,Couple with children,A Bit Too Small,0.18949,763,11506,0.18112,0.19894
277,277,2001,Couple with children,Just Right,0.72711,3062,11506,0.71205,0.74622
278,278,2001,Couple with children,A Bit Too Large,0.05079,198,11506,0.04695,0.05548
279,279,2001,Multi-generational household,Just Right,1.0,123,11506,0.91286,1.09902
280,280,2001,Other Combinations,Just Right,1.0,98,11506,0.88314,1.11558
281,281,2002,Single-person household,Much Too Small,0.01766,53,12080,0.01501,0.02004
282,282,2002,Single-person household,A Bit Too Small,0.11288,320,12080,0.10495,0.11941
283,283,2002,Single-person household,Just Right,0.72014,2103,12080,0.70552,0.73348
284,284,2002,Single-person household,A Bit Too Large,0.12871,380,12080,0.12314,0.13417
285,285,2002,Single-person household,Much Too Large,0.02061,71,12080,0.01829,0.02334
286,286,2002,Couple without children,Much Too Small,0.00999,39,12080,0.00806,0.01233
287,287,2002,Couple without children,A Bit Too Small,0.09488,372,12080,0.08678,0.10172
288,288,2002,Couple without children,Just Right,0.73428,2871,12080,0.71654,0.75403
289,289,2002,Couple without children,A Bit Too Large,0.14379,540,12080,0.13633,0.15247
290,290,2002,Couple without children,Much Too Large,0.01706,71,12080,0.01492,0.01986
291,291,2002,Single parent,A Bit Too Small,0.20654,133,12080,0.18711,0.22914
292,292,2002,Single parent,Just Right,0.69188,476,12080,0.65326,0.72712
293,293,2002,Single parent,A Bit Too Large,0.10158,73,12080,0.08517,0.12024
294,294,2002,Couple with children,Much Too Small,0.03239,123,12080,0.02887,0.03611
295,295,2002,Couple with children,A Bit Too Small,0.20593,852,12080,0.19541,0.21692
296,296,2002,Couple with children,Just Right,0.70382,3125,12080,0.68537,0.72248
297,297,2002,Couple with children,A Bit Too Large,0.05787,264,12080,0.05237,0.06324
298,298,2002,Multi-generational household,Just Right,1.0,111,12080,0.81243,1.19824
299,299,2002,Other Combinations,Just Right,1.0,103,12080,0.85895,1.15174
300,300,2003,Single-person household,Much Too Small,0.01688,47,11652,0.01459,0.01925
301,301,2003,Single-person household,A Bit Too Small,0.11538,320,11652,0.10922,0.1224
302,302,2003,Single-person household,Just Right,0.71205,2070,11652,0.69926,0.72592
303,303,2003,Single-person household,A Bit Too Large,0.13489,393,11652,0.12894,0.14251
304,304,2003,Single-person household,Much Too Large,0.0208,77,11652,0.01848,0.02319
305,305,2003,Couple without children,A Bit Too Small,0.10006,371,11652,0.09195,0.10779
306,306,2003,Couple without children,Just Right,0.74637,2819,11652,0.7261,0.76517
307,307,2003,Couple without children,A Bit Too Large,0.14195,555,11652,0.13302,0.15183
308,308,2003,Couple without children,Much Too Large,0.01162,44,11652,0.00976,0.01343
309,309,2003,Single parent,A Bit Too Small,0.22437,136,11652,0.19819,0.24918
310,310,2003,Single parent,Just Right,0.70538,491,11652,0.67157,0.74526
311,311,2003,Single parent,A Bit Too Large,0.07025,47,11652,0.05644,0.08392
312,312,2003,Couple with children,Much Too Small,0.02821,109,11652,0.02471,0.03212
313,313,2003,Couple with children,A Bit Too Small,0.21219,793,11652,0.19938,0.22423
314,314,2003,Couple with children,Just Right,0.69859,2956,11652,0.67745,0.71752
315,315,2003,Couple with children,A Bit Too Large,0.061,253,11652,0.05566,0.0676
316,316,2003,Multi-generational household,Just Right,1.0,87,11652,0.78566,1.21474
317,317,2003,Other Combinations,Just Right,1.0,84,11652,0.86797,1.18301
318,318,2004,Single-person household,Much Too Small,0.01332,43,11377,0.01111,0.01541
319,319,2004,Single-person household,A Bit Too Small,0.10846,286,11377,0.10079,0.11604
320,320,2004,Single-person household,Just Right,0.73144,2076,11377,0.7126,0.74849
321,321,2004,Single-person household,A Bit Too Large,0.12682,377,11377,0.11942,0.13343
322,322,2004,Single-person household,Much Too Large,0.01996,68,11377,0.01709,0.0226
323,323,2004,Couple without children,A Bit Too Small,0.09091,356,11377,0.08343,0.09851
324,324,2004,Couple without children,Just Right,0.75891,2837,11377,0.73662,0.77917
325,325,2004,Couple without children,A Bit Too Large,0.14088,545,11377,0.13263,0.15003
326,326,2004,Couple without children,Much Too Large,0.0093,44,11377,0.00741,0.01116
327,327,2004,Single parent,A Bit Too Small,0.19271,117,11377,0.17081,0.21121
328,328,2004,Single parent,Just Right,0.71946,480,11377,0.67276,0.76686
329,329,2004,Single parent,A Bit Too Large,0.08783,63,11377,0.07333,0.1041
330,330,2004,Couple with children,Much Too Small,0.02801,93,11377,0.0224,0.03361
331,331,2004,Couple with children,A Bit Too Small,0.19757,720,11377,0.18592,0.2084
332,332,2004,Couple with children,Just Right,0.70577,2855,11377,0.68397,0.72738
333,333,2004,Couple with children,A Bit Too Large,0.06864,258,11377,0.06082,0.07755
334,334,2004,Multi-generational household,Just Right,1.0,77,11377,0.75812,1.19673
335,335,2004,Other Combinations,Just Right,1.0,82,11377,0.82122,1.16523
336,336,2005,Single-person household,Much Too Small,0.0108,36,11077,0.00863,0.01317
337,337,2005,Single-person household,A Bit Too Small,0.11867,332,11077,0.11015,0.12782
338,338,2005,Single-person household,Just Right,0.72001,2083,11077,0.70223,0.73773
339,339,2005,Single-person household,A Bit Too Large,0.13251,392,11077,0.12499,0.13968
340,340,2005,Single-person household,Much Too Large,0.01801,59,11077,0.0149,0.02109
341,341,2005,Couple without children,A Bit Too Small,0.10031,347,11077,0.09227,0.10857
342,342,2005,Couple without children,Just Right,0.7495,2757,11077,0.72876,0.76903
343,343,2005,Couple without children,A Bit Too Large,0.13432,497,11077,0.12476,0.14436
