year,bula_h,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Thuringa,Couple with children,Just Right,0.72196,105,105,0.63585,0.80807
1999,Schleswig-Holstein,Single-person household,Just Right,0.69938,32,32,0.53797,0.86080
1999,Schleswig-Holstein,Couple without children,Just Right,0.71704,40,40,0.57567,0.85841
1999,Schleswig-Holstein,Couple with children,Just Right,0.75686,48,48,0.63422,0.87950
1999,Lower Saxony,Single-person household,Just Right,0.69455,88,88,0.59777,0.79134
1999,Lower Saxony,Couple without children,Just Right,0.72936,142,176,0.66353,0.79518
1999,Lower Saxony,Couple without children,A Bit Too Large,0.18130,34,176,0.12422,0.23838
1999,Lower Saxony,Couple with children,A Bit Too Small,0.21599,46,213,0.16060,0.27139
1999,Lower Saxony,Couple with children,Just Right,0.70899,167,213,0.64785,0.77014
1999,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11978,42,312,0.08369,0.15586
1999,North Rhine-Westphalia,Single-person household,Just Right,0.70715,230,312,0.65657,0.75773
1999,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.13145,40,312,0.09390,0.16901
1999,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09283,46,419,0.06501,0.12065
1999,North Rhine-Westphalia,Couple without children,Just Right,0.80207,339,419,0.76388,0.84027
1999,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.09714,34,419,0.06875,0.12553
1999,North Rhine-Westphalia,Single parent,Just Right,0.68098,50,50,0.55048,0.81149
1999,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.20634,119,507,0.17108,0.24160
1999,North Rhine-Westphalia,Couple with children,Just Right,0.70508,388,507,0.66535,0.74481
1999,Hesse,Single-person household,Just Right,0.72207,64,64,0.61145,0.83270
1999,Hesse,Couple without children,Just Right,0.74591,124,124,0.66897,0.82285
1999,Hesse,Couple with children,A Bit Too Small,0.23917,43,151,0.17090,0.30743
1999,Hesse,Couple with children,Just Right,0.61509,108,151,0.53722,0.69296
1999,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.72135,54,54,0.60065,0.84205
1999,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.74750,94,94,0.65920,0.83580
1999,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.21588,32,141,0.14773,0.28404
1999,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.70587,109,141,0.63039,0.78134
1999,Baden-Wuerttemberg,Single-person household,Just Right,0.75567,154,154,0.68758,0.82376
1999,Baden-Wuerttemberg,Couple without children,Just Right,0.78014,165,165,0.71676,0.84353
1999,Baden-Wuerttemberg,Single parent,Just Right,0.54119,38,38,0.38063,0.70176
1999,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.17012,66,331,0.12958,0.21067
1999,Baden-Wuerttemberg,Couple with children,Just Right,0.72352,265,331,0.67526,0.77178
1999,Bavaria,Single-person household,Just Right,0.74622,156,156,0.67771,0.81473
1999,Bavaria,Couple without children,A Bit Too Small,0.14611,46,286,0.10510,0.18712
1999,Bavaria,Couple without children,Just Right,0.72859,208,286,0.67696,0.78021
1999,Bavaria,Couple without children,A Bit Too Large,0.12255,32,286,0.08448,0.16062
1999,Bavaria,Single parent,Just Right,0.65194,35,35,0.49182,0.81206
1999,Bavaria,Couple with children,A Bit Too Small,0.22978,72,343,0.18520,0.27437
1999,Bavaria,Couple with children,Just Right,0.72343,271,343,0.67602,0.77084
1999,Berlin,Single-person household,Just Right,0.69541,75,75,0.59055,0.80027
1999,Berlin,Couple without children,Just Right,0.67302,57,57,0.55015,0.79589
1999,Berlin,Couple with children,Just Right,0.65168,57,57,0.52690,0.77647
1999,Brandenburg,Single-person household,Just Right,0.85525,56,56,0.76226,0.94824
1999,Brandenburg,Couple without children,Just Right,0.78793,76,76,0.69541,0.88044
1999,Brandenburg,Couple with children,Just Right,0.71625,79,79,0.61620,0.81630
1999,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.78916,42,42,0.66429,0.91402
1999,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.71166,58,58,0.59406,0.82926
1999,Saxony,Single-person household,Just Right,0.82045,91,91,0.74116,0.89975
1999,Saxony,Couple without children,Just Right,0.79163,151,151,0.72664,0.85663
1999,Saxony,Couple with children,A Bit Too Small,0.22799,52,205,0.17041,0.28556
1999,Saxony,Couple with children,Just Right,0.64829,153,205,0.58277,0.71382
1999,Saxony-Anhalt,Single-person household,Just Right,0.78758,65,65,0.68737,0.88779
1999,Saxony-Anhalt,Couple without children,Just Right,0.72433,92,92,0.63252,0.81614
1999,Saxony-Anhalt,Couple with children,Just Right,0.77887,90,90,0.69265,0.86509
1999,Thuringa,Single-person household,Just Right,0.81756,57,57,0.71641,0.91872
1999,Thuringa,Couple without children,Just Right,0.77096,78,78,0.67710,0.86482
1999,Thuringa,Couple with children,Just Right,0.75143,112,112,0.67103,0.83183
2000,Schleswig-Holstein,Single-person household,Just Right,0.78122,83,83,0.69173,0.87070
2000,Schleswig-Holstein,Couple without children,Just Right,0.73968,107,107,0.65615,0.82322
2000,Schleswig-Holstein,Couple with children,Just Right,0.72193,96,96,0.63183,0.81202
2000,Hamburg,Single-person household,Just Right,0.61677,52,52,0.48334,0.75020
2000,Hamburg,Couple without children,Just Right,0.68473,35,35,0.52855,0.84090
2000,Lower Saxony,Single-person household,Just Right,0.70244,172,211,0.64060,0.76427
2000,Lower Saxony,Single-person household,A Bit Too Large,0.13814,39,211,0.09148,0.18481
2000,Lower Saxony,Couple without children,Just Right,0.73081,251,323,0.68236,0.77926
2000,Lower Saxony,Couple without children,A Bit Too Large,0.20026,72,323,0.15655,0.24397
2000,Lower Saxony,Single parent,Just Right,0.76790,45,45,0.64316,0.89264
2000,Lower Saxony,Couple with children,A Bit Too Small,0.23342,79,362,0.18978,0.27706
2000,Lower Saxony,Couple with children,Just Right,0.69785,283,362,0.65048,0.74522
2000,Bremen,Single-person household,Just Right,0.79414,41,41,0.66884,0.91944
2000,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.12266,86,661,0.09763,0.14769
2000,North Rhine-Westphalia,Single-person household,Just Right,0.73615,500,661,0.70252,0.76977
2000,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.10746,75,661,0.08383,0.13109
2000,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.10290,89,859,0.08257,0.12323
2000,North Rhine-Westphalia,Couple without children,Just Right,0.75208,662,859,0.72319,0.78098
2000,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.13051,108,859,0.10797,0.15305
2000,North Rhine-Westphalia,Single parent,Just Right,0.73240,106,106,0.64772,0.81708
2000,North Rhine-Westphalia,Couple with children,Much Too Small,0.03187,34,983,0.02088,0.04285
2000,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.19834,190,983,0.17340,0.22328
2000,North Rhine-Westphalia,Couple with children,Just Right,0.71014,707,983,0.68176,0.73852
2000,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.05606,52,983,0.04168,0.07045
2000,Hesse,Single-person household,Just Right,0.78309,164,164,0.71981,0.84636
2000,Hesse,Couple without children,Just Right,0.80031,231,231,0.74864,0.85197
2000,Hesse,Couple with children,A Bit Too Small,0.25300,85,292,0.20305,0.30295
2000,Hesse,Couple with children,Just Right,0.63394,207,292,0.57859,0.68929
2000,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.69249,123,123,0.61060,0.77437
2000,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.76712,171,204,0.70898,0.82526
2000,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.13743,33,204,0.09007,0.18479
2000,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.77675,40,40,0.64605,0.90744
2000,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.22789,64,269,0.17766,0.27811
2000,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.66164,205,269,0.60499,0.71829
2000,Baden-Wuerttemberg,Single-person household,Just Right,0.82144,275,275,0.77609,0.86679
2000,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.07626,35,420,0.05085,0.10168
2000,Baden-Wuerttemberg,Couple without children,Just Right,0.81728,342,420,0.78028,0.85428
2000,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.09442,43,420,0.06642,0.12242
2000,Baden-Wuerttemberg,Single parent,Just Right,0.62882,58,58,0.50340,0.75425
2000,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.22568,132,580,0.19163,0.25973
2000,Baden-Wuerttemberg,Couple with children,Just Right,0.69220,448,580,0.65460,0.72980
2000,Bavaria,Single-person household,A Bit Too Small,0.08792,36,431,0.06115,0.11468
2000,Bavaria,Single-person household,Just Right,0.75188,336,431,0.71106,0.79271
2000,Bavaria,Single-person household,A Bit Too Large,0.11718,59,431,0.08678,0.14758
2000,Bavaria,Couple without children,A Bit Too Small,0.11930,54,529,0.09165,0.14695
2000,Bavaria,Couple without children,Just Right,0.75338,414,529,0.71661,0.79014
2000,Bavaria,Couple without children,A Bit Too Large,0.11891,61,529,0.09130,0.14652
2000,Bavaria,Single parent,Just Right,0.68059,70,70,0.57058,0.79061
2000,Bavaria,Couple with children,A Bit Too Small,0.14340,100,609,0.11554,0.17126
2000,Bavaria,Couple with children,Just Right,0.78597,509,609,0.75336,0.81857
2000,Berlin,Single-person household,A Bit Too Small,0.23110,42,176,0.16865,0.29356
2000,Berlin,Single-person household,Just Right,0.66911,134,176,0.59939,0.73882
2000,Berlin,Couple without children,Just Right,0.69858,86,86,0.60103,0.79614
2000,Berlin,Couple with children,A Bit Too Small,0.32025,38,121,0.23677,0.40373
2000,Berlin,Couple with children,Just Right,0.61769,83,121,0.53074,0.70464
2000,Brandenburg,Single-person household,Just Right,0.75649,103,103,0.67319,0.83978
2000,Brandenburg,Couple without children,Just Right,0.76777,129,129,0.69461,0.84092
2000,Brandenburg,Single parent,Just Right,0.75730,31,31,0.60388,0.91071
2000,Brandenburg,Couple with children,A Bit Too Small,0.22684,40,177,0.16496,0.28871
2000,Brandenburg,Couple with children,Just Right,0.72877,137,177,0.66309,0.79446
2000,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.72080,63,63,0.60913,0.83247
2000,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.78997,74,74,0.69653,0.88342
2000,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.74546,76,76,0.64688,0.84405
2000,Saxony,Single-person household,Just Right,0.78790,169,169,0.72609,0.84972
2000,Saxony,Couple without children,Just Right,0.76809,224,263,0.71698,0.81920
2000,Saxony,Couple without children,A Bit Too Large,0.12914,39,263,0.08853,0.16975
2000,Saxony,Single parent,Just Right,0.72208,39,39,0.57964,0.86451
2000,Saxony,Couple with children,A Bit Too Small,0.18940,64,309,0.14564,0.23316
2000,Saxony,Couple with children,Just Right,0.72721,245,309,0.67747,0.77695
2000,Saxony-Anhalt,Single-person household,Just Right,0.78927,90,90,0.70453,0.87400
2000,Saxony-Anhalt,Couple without children,Just Right,0.77662,158,158,0.71147,0.84177
2000,Saxony-Anhalt,Couple with children,A Bit Too Small,0.19078,31,167,0.13101,0.25055
2000,Saxony-Anhalt,Couple with children,Just Right,0.74932,136,167,0.68339,0.81525
2000,Thuringa,Single-person household,Just Right,0.84092,104,104,0.77029,0.91156
2000,Thuringa,Couple without children,Just Right,0.82561,128,128,0.75961,0.89160
2000,Thuringa,Couple with children,A Bit Too Small,0.14844,33,181,0.09650,0.20038
2000,Thuringa,Couple with children,Just Right,0.77371,148,181,0.71258,0.83484
2001,Schleswig-Holstein,Single-person household,Just Right,0.78809,74,74,0.69434,0.88184
2001,Schleswig-Holstein,Couple without children,Just Right,0.82608,106,106,0.75358,0.89858
2001,Schleswig-Holstein,Couple with children,Just Right,0.73692,88,88,0.64439,0.82944
2001,Hamburg,Single-person household,Just Right,0.61161,55,55,0.48162,0.74161
2001,Hamburg,Couple without children,Just Right,0.74706,33,33,0.59644,0.89767
2001,Lower Saxony,Single-person household,Just Right,0.66600,133,170,0.59489,0.73711
2001,Lower Saxony,Single-person household,A Bit Too Large,0.17187,37,170,0.11499,0.22875
2001,Lower Saxony,Couple without children,Just Right,0.68802,215,277,0.63336,0.74268
2001,Lower Saxony,Couple without children,A Bit Too Large,0.20710,62,277,0.15929,0.25491
2001,Lower Saxony,Single parent,Just Right,0.62420,36,36,0.46374,0.78465
2001,Lower Saxony,Couple with children,A Bit Too Small,0.21044,73,334,0.16666,0.25422
2001,Lower Saxony,Couple with children,Just Right,0.71503,261,334,0.66655,0.76351
2001,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11968,70,582,0.09329,0.14607
2001,North Rhine-Westphalia,Single-person household,Just Right,0.73731,439,582,0.70152,0.77309
2001,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.11177,73,582,0.08615,0.13739
2001,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.10560,83,781,0.08403,0.12716
2001,North Rhine-Westphalia,Couple without children,Just Right,0.74639,601,781,0.71586,0.77693
2001,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.12956,97,781,0.10599,0.15313
2001,North Rhine-Westphalia,Single parent,Just Right,0.76749,99,99,0.68386,0.85113
2001,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.15760,148,855,0.13317,0.18204
2001,North Rhine-Westphalia,Couple with children,Just Right,0.74768,662,855,0.71855,0.77681
2001,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.05391,45,855,0.03877,0.06906
2001,Hesse,Single-person household,Just Right,0.75720,135,135,0.68460,0.82980
2001,Hesse,Couple without children,Just Right,0.78145,195,195,0.72329,0.83960
2001,Hesse,Couple with children,A Bit Too Small,0.18922,61,248,0.14037,0.23807
2001,Hesse,Couple with children,Just Right,0.68798,187,248,0.63020,0.74576
2001,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.68290,107,142,0.60609,0.75971
2001,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.21129,35,142,0.14391,0.27868
2001,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.76465,151,186,0.70352,0.82578
2001,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.15027,35,186,0.09878,0.20176
2001,"Rhineland-Palatinate, Saarland",Single parent,Just Right,0.64920,32,32,0.48120,0.81719
2001,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.18002,50,256,0.13286,0.22718
2001,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.71410,206,256,0.65864,0.76956
2001,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.10892,39,315,0.07446,0.14338
2001,Baden-Wuerttemberg,Single-person household,Just Right,0.77616,244,315,0.73006,0.82226
2001,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.08859,32,315,0.05716,0.12002
2001,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.08987,35,358,0.06021,0.11954
2001,Baden-Wuerttemberg,Couple without children,Just Right,0.79228,285,358,0.75020,0.83437
2001,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.10125,38,358,0.06996,0.13254
2001,Baden-Wuerttemberg,Single parent,Just Right,0.62359,52,52,0.49062,0.75656
2001,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.23604,117,514,0.19930,0.27279
2001,Baden-Wuerttemberg,Couple with children,Just Right,0.68470,397,514,0.64449,0.72491
2001,Bavaria,Single-person household,A Bit Too Small,0.11083,42,407,0.08029,0.14137
2001,Bavaria,Single-person household,Just Right,0.75948,316,407,0.71790,0.80105
2001,Bavaria,Single-person household,A Bit Too Large,0.11344,49,407,0.08259,0.14429
2001,Bavaria,Couple without children,A Bit Too Small,0.11127,50,456,0.08237,0.14016
2001,Bavaria,Couple without children,Just Right,0.78065,361,456,0.74262,0.81867
2001,Bavaria,Couple without children,A Bit Too Large,0.09557,45,456,0.06855,0.12258
2001,Bavaria,Single parent,Just Right,0.74547,76,76,0.64689,0.84406
2001,Bavaria,Couple with children,A Bit Too Small,0.18062,96,536,0.14802,0.21322
2001,Bavaria,Couple with children,Just Right,0.74202,440,536,0.70494,0.77909
2001,Berlin,Single-person household,A Bit Too Small,0.22025,39,151,0.15393,0.28657
2001,Berlin,Single-person household,Just Right,0.64988,112,151,0.57355,0.72622
2001,Berlin,Couple without children,Just Right,0.68813,81,81,0.58662,0.78965
2001,Berlin,Couple with children,A Bit Too Small,0.25158,34,124,0.17489,0.32827
2001,Berlin,Couple with children,Just Right,0.67344,90,124,0.59056,0.75631
2001,Brandenburg,Single-person household,Just Right,0.77308,89,89,0.68557,0.86059
2001,Brandenburg,Couple without children,Just Right,0.79488,134,134,0.72625,0.86350
2001,Brandenburg,Couple with children,A Bit Too Small,0.17244,33,158,0.11335,0.23154
2001,Brandenburg,Couple with children,Just Right,0.76984,125,158,0.70399,0.83568
2001,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.80854,71,71,0.71637,0.90071
2001,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.76910,66,66,0.66665,0.87155
2001,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.84262,72,72,0.75791,0.92733
2001,Saxony,Single-person household,Just Right,0.80210,159,159,0.73998,0.86423
2001,Saxony,Couple without children,Just Right,0.80777,237,237,0.75749,0.85804
2001,Saxony,Single parent,Just Right,0.73015,34,34,0.57870,0.88160
2001,Saxony,Couple with children,A Bit Too Small,0.16087,50,277,0.11752,0.20421
2001,Saxony,Couple with children,Just Right,0.73623,227,277,0.68424,0.78822
2001,Saxony-Anhalt,Single-person household,Just Right,0.68127,72,72,0.57288,0.78966
2001,Saxony-Anhalt,Couple without children,Just Right,0.76761,141,141,0.69764,0.83757
2001,Saxony-Anhalt,Couple with children,Just Right,0.79378,134,134,0.72502,0.86254
2001,Thuringa,Single-person household,Just Right,0.84196,102,102,0.77082,0.91310
2001,Thuringa,Couple without children,Just Right,0.80778,116,116,0.73576,0.87980
2001,Thuringa,Couple with children,Just Right,0.78509,138,138,0.71631,0.85388
2002,Schleswig-Holstein,Single-person household,Just Right,0.70381,68,68,0.59449,0.81314
2002,Schleswig-Holstein,Couple without children,Just Right,0.79829,108,108,0.72225,0.87432
2002,Schleswig-Holstein,Couple with children,Just Right,0.70011,92,92,0.60596,0.79425
2002,Hamburg,Single-person household,Just Right,0.59958,49,49,0.46097,0.73820
2002,Hamburg,Couple without children,Just Right,0.86154,46,46,0.76062,0.96245
2002,Lower Saxony,Single-person household,Just Right,0.64098,140,177,0.57010,0.71185
2002,Lower Saxony,Single-person household,A Bit Too Large,0.18621,37,177,0.12869,0.24372
2002,Lower Saxony,Couple without children,Just Right,0.65028,227,293,0.59558,0.70498
2002,Lower Saxony,Couple without children,A Bit Too Large,0.23423,66,293,0.18565,0.28281
2002,Lower Saxony,Single parent,Just Right,0.67056,45,45,0.53168,0.80944
2002,Lower Saxony,Couple with children,A Bit Too Small,0.23703,77,346,0.19215,0.28190
2002,Lower Saxony,Couple with children,Just Right,0.65162,269,346,0.60135,0.70190
2002,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.09675,63,588,0.07283,0.12066
2002,North Rhine-Westphalia,Single-person household,Just Right,0.71906,439,588,0.68270,0.75542
2002,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.13563,86,588,0.10793,0.16333
2002,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09964,84,838,0.07935,0.11993
2002,North Rhine-Westphalia,Couple without children,Just Right,0.72865,638,838,0.69853,0.75878
2002,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.14452,116,838,0.12070,0.16834
2002,North Rhine-Westphalia,Single parent,Just Right,0.61013,74,74,0.49824,0.72201
2002,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.18828,163,893,0.16263,0.21394
2002,North Rhine-Westphalia,Couple with children,Just Right,0.72699,685,893,0.69775,0.75622
2002,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.04709,45,893,0.03319,0.06099
2002,Hesse,Single-person household,Just Right,0.71242,131,131,0.63461,0.79023
2002,Hesse,Couple without children,A Bit Too Small,0.09987,37,289,0.06524,0.13450
2002,Hesse,Couple without children,Just Right,0.71326,207,289,0.66103,0.76549
2002,Hesse,Couple without children,A Bit Too Large,0.16582,45,289,0.12287,0.20878
2002,Hesse,Couple with children,A Bit Too Small,0.22346,79,309,0.17694,0.26998
2002,Hesse,Couple with children,Just Right,0.63252,198,309,0.57867,0.68636
2002,Hesse,Couple with children,A Bit Too Large,0.09598,32,309,0.06308,0.12887
2002,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.65113,105,143,0.57274,0.72952
2002,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.23026,38,143,0.16101,0.29950
2002,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.66940,148,195,0.60320,0.73559
2002,"Rhineland-Palatinate, Saarland",Couple without children,A Bit Too Large,0.19157,47,195,0.13619,0.24694
2002,"Rhineland-Palatinate, Saarland",Couple with children,A Bit Too Small,0.14874,41,248,0.10436,0.19311
2002,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.76913,207,248,0.71657,0.82168
2002,Baden-Wuerttemberg,Single-person household,A Bit Too Small,0.11274,37,302,0.07701,0.14848
2002,Baden-Wuerttemberg,Single-person household,Just Right,0.74771,230,302,0.69864,0.79678
2002,Baden-Wuerttemberg,Single-person household,A Bit Too Large,0.10903,35,302,0.07382,0.14424
2002,Baden-Wuerttemberg,Couple without children,A Bit Too Small,0.09492,46,416,0.06672,0.12312
2002,Baden-Wuerttemberg,Couple without children,Just Right,0.74561,311,416,0.70371,0.78751
2002,Baden-Wuerttemberg,Couple without children,A Bit Too Large,0.13355,59,416,0.10082,0.16627
2002,Baden-Wuerttemberg,Single parent,Just Right,0.71464,54,54,0.59306,0.83622
2002,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.23469,122,568,0.19981,0.26958
2002,Baden-Wuerttemberg,Couple with children,Just Right,0.66306,408,568,0.62416,0.70197
2002,Baden-Wuerttemberg,Couple with children,A Bit Too Large,0.06546,38,568,0.04510,0.08582
2002,Bavaria,Single-person household,A Bit Too Small,0.10880,40,371,0.07707,0.14052
2002,Bavaria,Single-person household,Just Right,0.73221,279,371,0.68709,0.77733
2002,Bavaria,Single-person household,A Bit Too Large,0.12573,52,371,0.09195,0.15952
2002,Bavaria,Couple without children,A Bit Too Small,0.10659,54,518,0.07999,0.13319
2002,Bavaria,Couple without children,Just Right,0.73454,393,518,0.69648,0.77261
2002,Bavaria,Couple without children,A Bit Too Large,0.13091,71,518,0.10184,0.15999
2002,Bavaria,Single parent,Just Right,0.67879,74,74,0.57167,0.78590
2002,Bavaria,Couple with children,A Bit Too Small,0.20182,124,619,0.17018,0.23347
2002,Bavaria,Couple with children,Just Right,0.70590,452,619,0.66997,0.74182
2002,Bavaria,Couple with children,A Bit Too Large,0.06012,43,619,0.04138,0.07887
2002,Berlin,Single-person household,A Bit Too Small,0.20716,37,164,0.14495,0.26938
2002,Berlin,Single-person household,Just Right,0.68185,127,164,0.61035,0.75335
2002,Berlin,Couple without children,Just Right,0.72854,88,88,0.63509,0.82199
2002,Berlin,Couple with children,A Bit Too Small,0.27999,36,123,0.20031,0.35966
2002,Berlin,Couple with children,Just Right,0.63291,87,123,0.54738,0.71845
2002,Brandenburg,Single-person household,Just Right,0.74119,91,91,0.65070,0.83167
2002,Brandenburg,Couple without children,Just Right,0.80410,136,136,0.73714,0.87105
2002,Brandenburg,Couple with children,A Bit Too Small,0.18193,31,150,0.11998,0.24387
2002,Brandenburg,Couple with children,Just Right,0.76200,119,150,0.69362,0.83038
2002,Mecklenburg-Western Pomerania,Single-person household,Just Right,0.77490,56,56,0.66452,0.88528
2002,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.80750,71,71,0.71514,0.89986
2002,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.76708,66,66,0.66432,0.86984
2002,Saxony,Single-person household,Just Right,0.81068,164,164,0.75053,0.87082
2002,Saxony,Couple without children,Just Right,0.76102,218,254,0.70847,0.81357
2002,Saxony,Couple without children,A Bit Too Large,0.12553,36,254,0.08470,0.16635
2002,Saxony,Single parent,Just Right,0.63896,35,35,0.47752,0.80041
2002,Saxony,Couple with children,A Bit Too Small,0.14159,44,269,0.09985,0.18333
2002,Saxony,Couple with children,Just Right,0.73364,225,269,0.68072,0.78657
2002,Saxony-Anhalt,Single-person household,Just Right,0.76481,93,93,0.67815,0.85148
2002,Saxony-Anhalt,Couple without children,Just Right,0.76601,136,136,0.69459,0.83743
2002,Saxony-Anhalt,Couple with children,Just Right,0.77615,130,130,0.70422,0.84808
2002,Thuringa,Single-person household,Just Right,0.86470,102,102,0.79799,0.93141
2002,Thuringa,Couple without children,Just Right,0.83183,118,118,0.76406,0.89960
2002,Thuringa,Couple with children,A Bit Too Small,0.15148,36,177,0.09851,0.20445
2002,Thuringa,Couple with children,Just Right,0.79929,141,177,0.74012,0.85847
2003,Schleswig-Holstein,Single-person household,Just Right,0.74050,68,68,0.63553,0.84547
2003,Schleswig-Holstein,Couple without children,Just Right,0.82794,108,108,0.75642,0.89945
2003,Schleswig-Holstein,Couple with children,Just Right,0.75780,90,90,0.66880,0.84681
2003,Hamburg,Single-person household,Just Right,0.54140,41,41,0.38698,0.69582
2003,Hamburg,Couple without children,Just Right,0.78791,39,39,0.65793,0.91788
2003,Lower Saxony,Single-person household,Just Right,0.64331,139,177,0.57254,0.71408
2003,Lower Saxony,Single-person household,A Bit Too Large,0.19535,38,177,0.13677,0.25392
2003,Lower Saxony,Couple without children,Just Right,0.67101,220,285,0.61636,0.72565
2003,Lower Saxony,Couple without children,A Bit Too Large,0.24022,65,285,0.19053,0.28990
2003,Lower Saxony,Single parent,Just Right,0.65530,46,46,0.51644,0.79417
2003,Lower Saxony,Couple with children,A Bit Too Small,0.24019,70,333,0.19423,0.28614
2003,Lower Saxony,Couple with children,Just Right,0.67532,263,333,0.62495,0.72569
2003,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.10191,65,584,0.07735,0.12647
2003,North Rhine-Westphalia,Single-person household,Just Right,0.72334,440,584,0.68703,0.75965
2003,North Rhine-Westphalia,Single-person household,A Bit Too Large,0.12448,79,584,0.09768,0.15128
2003,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09574,78,807,0.07543,0.11605
2003,North Rhine-Westphalia,Couple without children,Just Right,0.73943,610,807,0.70912,0.76973
2003,North Rhine-Westphalia,Couple without children,A Bit Too Large,0.14426,119,807,0.12001,0.16852
2003,North Rhine-Westphalia,Single parent,Just Right,0.67443,92,92,0.57816,0.77071
2003,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.21080,167,848,0.18333,0.23826
2003,North Rhine-Westphalia,Couple with children,Just Right,0.69746,629,848,0.66652,0.72839
2003,North Rhine-Westphalia,Couple with children,A Bit Too Large,0.06233,52,848,0.04605,0.07861
2003,Hesse,Single-person household,Just Right,0.71716,122,122,0.63691,0.79741
2003,Hesse,Couple without children,A Bit Too Small,0.12789,41,280,0.08870,0.16708
2003,Hesse,Couple without children,Just Right,0.71800,196,280,0.66520,0.77080
2003,Hesse,Couple without children,A Bit Too Large,0.13595,43,280,0.09573,0.17617
2003,Hesse,Couple with children,A Bit Too Small,0.28445,75,256,0.22907,0.33982
2003,Hesse,Couple with children,Just Right,0.58826,181,256,0.52785,0.64866
2003,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.61977,112,149,0.54156,0.69798
2003,"Rhineland-Palatinate, Saarland",Single-person household,A Bit Too Large,0.20901,37,149,0.14350,0.27451
2003,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.64546,142,198,0.57866,0.71226
