year,bula_h,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Baden-Wuerttemberg,Tenant,Much Too Small,0.05421,41,463,0.03356,0.07485
1993,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.20417,104,463,0.16741,0.24093
1993,Baden-Wuerttemberg,Tenant,Just Right,0.64932,318,463,0.60581,0.69284
1993,Bavaria,Owner,A Bit Too Small,0.07955,34,341,0.05078,0.10831
1993,Bavaria,Owner,Just Right,0.75482,265,341,0.70909,0.80055
1993,Bavaria,Owner,A Bit Too Large,0.13853,42,341,0.10181,0.17525
1993,Bavaria,Tenant,A Bit Too Small,0.21156,104,427,0.17278,0.25034
1993,Bavaria,Tenant,Just Right,0.70186,323,427,0.65842,0.74530
1993,Berlin,Tenant,A Bit Too Small,0.25204,65,260,0.19916,0.30492
1993,Berlin,Tenant,Just Right,0.64544,195,260,0.58718,0.70370
1993,Brandenburg,Owner,Just Right,0.77098,81,81,0.67890,0.86306
1993,Brandenburg,Tenant,A Bit Too Small,0.21582,57,179,0.15538,0.27625
1993,Brandenburg,Tenant,Just Right,0.64508,122,179,0.57479,0.71538
1993,Mecklenburg-Western Pomerania,Owner,Just Right,0.86628,53,53,0.77377,0.95879
1993,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.21245,36,121,0.13926,0.28564
1993,Mecklenburg-Western Pomerania,Tenant,Just Right,0.64971,85,121,0.56435,0.73507
1993,Saxony,Owner,Just Right,0.78542,101,101,0.70495,0.86588
1993,Saxony,Tenant,A Bit Too Small,0.23432,108,376,0.19145,0.27719
1993,Saxony,Tenant,Just Right,0.66604,268,376,0.61831,0.71378
1993,Saxony-Anhalt,Owner,Just Right,0.81905,93,93,0.74038,0.89772
1993,Saxony-Anhalt,Tenant,A Bit Too Small,0.18750,58,200,0.13327,0.24173
1993,Saxony-Anhalt,Tenant,Just Right,0.60705,142,200,0.53919,0.67491
1993,Thuringa,Owner,Just Right,0.85147,110,110,0.78471,0.91824
1993,Thuringa,Tenant,A Bit Too Small,0.19255,43,166,0.13238,0.25271
1993,Thuringa,Tenant,Just Right,0.69758,123,166,0.62749,0.76766
1994,Schleswig-Holstein,Owner,Just Right,0.69953,44,44,0.56250,0.83657
1994,Schleswig-Holstein,Tenant,Just Right,0.60247,50,50,0.46545,0.73950
1994,Hamburg,Tenant,Just Right,0.65324,49,49,0.51859,0.78788
1994,Lower Saxony,Owner,Just Right,0.75576,166,202,0.69636,0.81516
1994,Lower Saxony,Owner,A Bit Too Large,0.16734,36,202,0.11573,0.21894
1994,Lower Saxony,Tenant,A Bit Too Small,0.13605,39,238,0.09240,0.17970
1994,Lower Saxony,Tenant,Just Right,0.72005,199,238,0.66289,0.77721
1994,North Rhine-Westphalia,Owner,A Bit Too Small,0.09423,42,410,0.06592,0.12254
1994,North Rhine-Westphalia,Owner,Just Right,0.75762,324,410,0.71609,0.79915
1994,North Rhine-Westphalia,Owner,A Bit Too Large,0.11184,44,410,0.08130,0.14239
1994,North Rhine-Westphalia,Tenant,Much Too Small,0.03164,47,765,0.01922,0.04405
1994,North Rhine-Westphalia,Tenant,A Bit Too Small,0.21141,190,765,0.18246,0.24037
1994,North Rhine-Westphalia,Tenant,Just Right,0.68160,528,765,0.64856,0.71463
1994,Hesse,Owner,Just Right,0.70183,118,118,0.61893,0.78472
1994,Hesse,Tenant,A Bit Too Small,0.18331,70,253,0.13553,0.23108
1994,Hesse,Tenant,Just Right,0.68281,183,253,0.62535,0.74027
1994,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.79355,134,134,0.72476,0.86234
1994,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.22000,33,138,0.15063,0.28936
1994,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.69484,105,138,0.61773,0.77194
1994,Baden-Wuerttemberg,Owner,Just Right,0.77629,263,294,0.72858,0.82401
1994,Baden-Wuerttemberg,Owner,A Bit Too Large,0.11213,31,294,0.07600,0.14826
1994,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.18015,101,425,0.14357,0.21674
1994,Baden-Wuerttemberg,Tenant,Just Right,0.68344,324,425,0.63917,0.72772
1994,Bavaria,Owner,Just Right,0.71911,263,309,0.66892,0.76931
1994,Bavaria,Owner,A Bit Too Large,0.15196,46,309,0.11186,0.19205
1994,Bavaria,Tenant,A Bit Too Small,0.16410,87,439,0.12942,0.19879
1994,Bavaria,Tenant,Just Right,0.70433,321,439,0.66159,0.74707
1994,Bavaria,Tenant,A Bit Too Large,0.07752,31,439,0.05248,0.10257
1994,Berlin,Tenant,A Bit Too Small,0.24307,68,239,0.18857,0.29756
1994,Berlin,Tenant,Just Right,0.63075,171,239,0.56943,0.69206
1994,Brandenburg,Owner,Just Right,0.75300,79,79,0.65730,0.84871
1994,Brandenburg,Tenant,A Bit Too Small,0.19013,45,172,0.13131,0.24894
1994,Brandenburg,Tenant,Just Right,0.68448,127,172,0.61482,0.75413
1994,Mecklenburg-Western Pomerania,Owner,Just Right,0.85033,48,48,0.74833,0.95232
1994,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.23775,37,122,0.16190,0.31360
1994,Mecklenburg-Western Pomerania,Tenant,Just Right,0.64684,85,122,0.56168,0.73201
1994,Saxony,Owner,Just Right,0.71474,108,108,0.62918,0.80030
1994,Saxony,Tenant,A Bit Too Small,0.20215,90,384,0.16193,0.24237
1994,Saxony,Tenant,Just Right,0.66714,260,384,0.61994,0.71433
1994,Saxony,Tenant,A Bit Too Large,0.08540,34,384,0.05741,0.11339
1994,Saxony-Anhalt,Owner,Just Right,0.79566,86,86,0.70994,0.88139
1994,Saxony-Anhalt,Tenant,A Bit Too Small,0.27357,67,204,0.21224,0.33489
1994,Saxony-Anhalt,Tenant,Just Right,0.62385,137,204,0.55721,0.69048
1994,Thuringa,Owner,Just Right,0.78921,108,108,0.71193,0.86649
1994,Thuringa,Tenant,A Bit Too Small,0.20644,44,172,0.14577,0.26711
1994,Thuringa,Tenant,Just Right,0.69146,128,172,0.62223,0.76069
1995,Schleswig-Holstein,Owner,Just Right,0.68126,49,49,0.54943,0.81309
1995,Schleswig-Holstein,Tenant,Just Right,0.60790,48,48,0.46832,0.74748
1995,Hamburg,Tenant,Just Right,0.68955,47,47,0.55584,0.82326
1995,Lower Saxony,Owner,Just Right,0.69802,167,206,0.63517,0.76087
1995,Lower Saxony,Owner,A Bit Too Large,0.17939,39,206,0.12686,0.23191
1995,Lower Saxony,Tenant,A Bit Too Small,0.17476,61,265,0.12895,0.22057
1995,Lower Saxony,Tenant,Just Right,0.72294,204,265,0.66895,0.77692
1995,North Rhine-Westphalia,Owner,A Bit Too Small,0.08476,41,422,0.05816,0.11137
1995,North Rhine-Westphalia,Owner,Just Right,0.72896,325,422,0.68650,0.77142
1995,North Rhine-Westphalia,Owner,A Bit Too Large,0.14203,56,422,0.10869,0.17538
1995,North Rhine-Westphalia,Tenant,Much Too Small,0.03385,52,854,0.02171,0.04598
1995,North Rhine-Westphalia,Tenant,A Bit Too Small,0.19850,191,854,0.17173,0.22526
1995,North Rhine-Westphalia,Tenant,Just Right,0.70472,580,854,0.67411,0.73533
1995,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05562,31,854,0.04024,0.07100
1995,Hesse,Owner,Just Right,0.72169,113,113,0.63869,0.80469
1995,Hesse,Tenant,A Bit Too Small,0.20839,80,287,0.16132,0.25546
1995,Hesse,Tenant,Just Right,0.67999,207,287,0.62593,0.73406
1995,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.74874,130,130,0.67389,0.82359
1995,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.21733,44,167,0.15459,0.28007
1995,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.68565,123,167,0.61502,0.75627
1995,Baden-Wuerttemberg,Owner,Just Right,0.81183,281,281,0.76605,0.85761
1995,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.21340,123,455,0.17572,0.25109
1995,Baden-Wuerttemberg,Tenant,Just Right,0.67662,332,455,0.63360,0.71965
1995,Bavaria,Owner,Just Right,0.73830,268,314,0.68960,0.78699
1995,Bavaria,Owner,A Bit Too Large,0.16486,46,314,0.12375,0.20597
1995,Bavaria,Tenant,A Bit Too Small,0.18851,100,453,0.15245,0.22456
1995,Bavaria,Tenant,Just Right,0.68827,353,453,0.64556,0.73097
1995,Berlin,Tenant,A Bit Too Small,0.25286,68,248,0.19865,0.30706
1995,Berlin,Tenant,Just Right,0.60013,180,248,0.53903,0.66122
1995,Brandenburg,Owner,Just Right,0.73597,76,76,0.63620,0.83574
1995,Brandenburg,Tenant,A Bit Too Small,0.21916,50,164,0.15565,0.28267
1995,Brandenburg,Tenant,Just Right,0.67552,114,164,0.60365,0.74740
1995,Mecklenburg-Western Pomerania,Owner,Just Right,0.79437,47,47,0.67757,0.91117
1995,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.22802,34,129,0.15534,0.30071
1995,Mecklenburg-Western Pomerania,Tenant,Just Right,0.67795,95,129,0.59700,0.75890
1995,Saxony,Owner,Just Right,0.79244,109,109,0.71595,0.86893
1995,Saxony,Tenant,A Bit Too Small,0.18577,78,376,0.14640,0.22513
1995,Saxony,Tenant,Just Right,0.68025,265,376,0.63305,0.72746
1995,Saxony,Tenant,A Bit Too Large,0.08098,33,376,0.05337,0.10859
1995,Saxony-Anhalt,Owner,Just Right,0.75077,91,91,0.66140,0.84014
1995,Saxony-Anhalt,Tenant,A Bit Too Small,0.25559,64,202,0.19529,0.31590
1995,Saxony-Anhalt,Tenant,Just Right,0.65281,138,202,0.58700,0.71863
1995,Thuringa,Owner,Just Right,0.79741,110,110,0.72196,0.87287
1995,Thuringa,Tenant,A Bit Too Small,0.18696,40,164,0.12711,0.24682
1995,Thuringa,Tenant,Just Right,0.70821,124,164,0.63843,0.77800
1996,Schleswig-Holstein,Owner,Just Right,0.57682,49,49,0.43705,0.71659
1996,Schleswig-Holstein,Tenant,Just Right,0.66850,44,44,0.52779,0.80921
1996,Hamburg,Tenant,Just Right,0.67814,48,48,0.54458,0.81171
1996,Lower Saxony,Owner,Just Right,0.71908,174,215,0.65886,0.77930
1996,Lower Saxony,Owner,A Bit Too Large,0.20011,41,215,0.14651,0.25372
1996,Lower Saxony,Tenant,A Bit Too Small,0.17345,59,259,0.12725,0.21966
1996,Lower Saxony,Tenant,Just Right,0.69017,200,259,0.63374,0.74660
1996,North Rhine-Westphalia,Owner,A Bit Too Small,0.07589,36,414,0.05035,0.10143
1996,North Rhine-Westphalia,Owner,Just Right,0.72442,319,414,0.68133,0.76751
1996,North Rhine-Westphalia,Owner,A Bit Too Large,0.15937,59,414,0.12407,0.19467
1996,North Rhine-Westphalia,Tenant,Much Too Small,0.03182,50,849,0.02001,0.04364
1996,North Rhine-Westphalia,Tenant,A Bit Too Small,0.19000,180,849,0.16360,0.21641
1996,North Rhine-Westphalia,Tenant,Just Right,0.69272,579,849,0.66167,0.72377
1996,North Rhine-Westphalia,Tenant,A Bit Too Large,0.07022,40,849,0.05303,0.08742
1996,Hesse,Owner,Just Right,0.71109,114,114,0.62752,0.79466
1996,Hesse,Tenant,A Bit Too Small,0.19944,69,279,0.15247,0.24642
1996,Hesse,Tenant,Just Right,0.72952,210,279,0.67730,0.78173
1996,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.68877,122,122,0.60627,0.77127
1996,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.22777,40,159,0.16237,0.29317
1996,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.69480,119,159,0.62300,0.76660
1996,Baden-Wuerttemberg,Owner,A Bit Too Small,0.07831,32,332,0.04937,0.10725
1996,Baden-Wuerttemberg,Owner,Just Right,0.77038,267,332,0.72507,0.81569
1996,Baden-Wuerttemberg,Owner,A Bit Too Large,0.12080,33,332,0.08569,0.15591
1996,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.17780,108,441,0.14207,0.21352
1996,Baden-Wuerttemberg,Tenant,Just Right,0.69574,333,441,0.65275,0.73873
1996,Bavaria,Owner,A Bit Too Small,0.07134,35,346,0.04418,0.09851
1996,Bavaria,Owner,Just Right,0.70528,262,346,0.65717,0.75339
1996,Bavaria,Owner,A Bit Too Large,0.17972,49,346,0.13921,0.22024
1996,Bavaria,Tenant,A Bit Too Small,0.19928,103,460,0.16273,0.23582
1996,Bavaria,Tenant,Just Right,0.71068,357,460,0.66920,0.75216
1996,Berlin,Tenant,A Bit Too Small,0.24262,72,246,0.18894,0.29629
1996,Berlin,Tenant,Just Right,0.64415,174,246,0.58420,0.70410
1996,Brandenburg,Owner,Just Right,0.78514,87,87,0.69833,0.87194
1996,Brandenburg,Tenant,A Bit Too Small,0.21490,47,168,0.15260,0.27720
1996,Brandenburg,Tenant,Just Right,0.68393,121,168,0.61341,0.75444
1996,Mecklenburg-Western Pomerania,Owner,Just Right,0.84843,50,50,0.74802,0.94884
1996,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.24428,36,126,0.16896,0.31961
1996,Mecklenburg-Western Pomerania,Tenant,Just Right,0.67001,90,126,0.58758,0.75244
1996,Saxony,Owner,Just Right,0.76961,127,127,0.69608,0.84313
1996,Saxony,Tenant,A Bit Too Small,0.19342,81,347,0.15180,0.23504
1996,Saxony,Tenant,Just Right,0.68113,266,347,0.63203,0.73024
1996,Saxony-Anhalt,Owner,Just Right,0.79225,91,91,0.70843,0.87607
1996,Saxony-Anhalt,Tenant,A Bit Too Small,0.23468,61,190,0.17426,0.29511
1996,Saxony-Anhalt,Tenant,Just Right,0.63198,129,190,0.56322,0.70074
1996,Thuringa,Owner,Just Right,0.84081,118,118,0.77452,0.90710
1996,Thuringa,Tenant,A Bit Too Small,0.17070,41,162,0.11258,0.22882
1996,Thuringa,Tenant,Just Right,0.70741,121,162,0.63714,0.77769
1997,Schleswig-Holstein,Owner,Just Right,0.60247,51,51,0.46682,0.73812
1997,Schleswig-Holstein,Tenant,Just Right,0.63396,42,42,0.48650,0.78141
1997,Hamburg,Tenant,Just Right,0.69671,44,44,0.55931,0.83410
1997,Lower Saxony,Owner,Just Right,0.73791,181,219,0.67953,0.79629
1997,Lower Saxony,Owner,A Bit Too Large,0.17601,38,219,0.12546,0.22657
1997,Lower Saxony,Tenant,A Bit Too Small,0.18493,55,255,0.13718,0.23267
1997,Lower Saxony,Tenant,Just Right,0.70300,200,255,0.64681,0.75920
1997,Bremen,Tenant,Just Right,0.78468,31,31,0.63759,0.93177
1997,North Rhine-Westphalia,Owner,A Bit Too Small,0.08134,42,429,0.05545,0.10724
1997,North Rhine-Westphalia,Owner,Just Right,0.71139,330,429,0.66846,0.75432
1997,North Rhine-Westphalia,Owner,A Bit Too Large,0.16476,57,429,0.12961,0.19990
1997,North Rhine-Westphalia,Tenant,Much Too Small,0.02636,35,819,0.01538,0.03734
1997,North Rhine-Westphalia,Tenant,A Bit Too Small,0.20102,179,819,0.17355,0.22848
1997,North Rhine-Westphalia,Tenant,Just Right,0.68042,558,819,0.64847,0.71238
1997,North Rhine-Westphalia,Tenant,A Bit Too Large,0.07577,47,819,0.05764,0.09391
1997,Hesse,Owner,Just Right,0.72561,113,113,0.64297,0.80825
1997,Hesse,Tenant,A Bit Too Small,0.22458,72,265,0.17424,0.27492
1997,Hesse,Tenant,Just Right,0.71223,193,265,0.65762,0.76684
1997,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.75944,133,133,0.68653,0.83236
1997,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.20731,43,178,0.14759,0.26703
1997,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.72945,135,178,0.66400,0.79490
1997,Baden-Wuerttemberg,Owner,A Bit Too Small,0.09507,34,333,0.06352,0.12663
1997,Baden-Wuerttemberg,Owner,Just Right,0.75791,258,333,0.71183,0.80399
1997,Baden-Wuerttemberg,Owner,A Bit Too Large,0.13997,41,333,0.10265,0.17730
1997,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.19674,111,462,0.16045,0.23303
1997,Baden-Wuerttemberg,Tenant,Just Right,0.71015,351,462,0.66874,0.75157
1997,Bavaria,Owner,A Bit Too Small,0.08060,42,368,0.05275,0.10846
1997,Bavaria,Owner,Just Right,0.72791,277,368,0.68238,0.77344
1997,Bavaria,Owner,A Bit Too Large,0.16025,49,368,0.12271,0.19778
1997,Bavaria,Tenant,A Bit Too Small,0.21174,101,428,0.17299,0.25049
1997,Bavaria,Tenant,Just Right,0.66880,327,428,0.62416,0.71344
1997,Berlin,Tenant,A Bit Too Small,0.25271,67,246,0.19829,0.30713
1997,Berlin,Tenant,Just Right,0.63432,179,246,0.57401,0.69463
1997,Brandenburg,Owner,Just Right,0.72294,81,81,0.62486,0.82101
1997,Brandenburg,Tenant,A Bit Too Small,0.22091,52,175,0.15927,0.28255
1997,Brandenburg,Tenant,Just Right,0.66377,123,175,0.59357,0.73396
1997,Mecklenburg-Western Pomerania,Owner,Just Right,0.82026,52,52,0.71488,0.92565
1997,Mecklenburg-Western Pomerania,Tenant,Just Right,0.65754,89,89,0.55839,0.75669
1997,Saxony,Owner,Just Right,0.77497,126,126,0.70177,0.84818
1997,Saxony,Tenant,A Bit Too Small,0.19654,76,339,0.15417,0.23890
1997,Saxony,Tenant,Just Right,0.68900,263,339,0.63965,0.73835
1997,Saxony-Anhalt,Owner,Just Right,0.77657,99,99,0.69410,0.85904
1997,Saxony-Anhalt,Tenant,A Bit Too Small,0.18396,42,184,0.12782,0.24010
1997,Saxony-Anhalt,Tenant,Just Right,0.72598,142,184,0.66136,0.79061
1997,Thuringa,Owner,Just Right,0.85324,119,119,0.78939,0.91709
1997,Thuringa,Tenant,A Bit Too Small,0.20271,40,162,0.14061,0.26481
1997,Thuringa,Tenant,Just Right,0.70199,122,162,0.63134,0.77264
1998,Schleswig-Holstein,Owner,Just Right,0.64803,72,72,0.53694,0.75912
1998,Schleswig-Holstein,Tenant,Just Right,0.67739,58,58,0.55603,0.79875
1998,Hamburg,Tenant,Just Right,0.59802,52,52,0.46345,0.73258
1998,Lower Saxony,Owner,Just Right,0.66665,205,256,0.60879,0.72451
1998,Lower Saxony,Owner,A Bit Too Large,0.20617,51,256,0.15651,0.25582
1998,Lower Saxony,Tenant,A Bit Too Small,0.16852,59,281,0.12468,0.21237
1998,Lower Saxony,Tenant,Just Right,0.69642,222,281,0.64256,0.75028
1998,North Rhine-Westphalia,Owner,A Bit Too Small,0.07966,43,497,0.05583,0.10349
1998,North Rhine-Westphalia,Owner,Just Right,0.72527,390,497,0.68598,0.76455
1998,North Rhine-Westphalia,Owner,A Bit Too Large,0.14293,64,497,0.11213,0.17373
1998,North Rhine-Westphalia,Tenant,Much Too Small,0.03864,48,922,0.02619,0.05109
1998,North Rhine-Westphalia,Tenant,A Bit Too Small,0.17614,191,922,0.15154,0.20075
1998,North Rhine-Westphalia,Tenant,Just Right,0.68360,638,922,0.65356,0.71364
1998,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06315,45,922,0.04744,0.07886
1998,Hesse,Owner,Just Right,0.71800,135,135,0.64181,0.79419
1998,Hesse,Tenant,A Bit Too Small,0.16741,57,265,0.12238,0.21245
1998,Hesse,Tenant,Just Right,0.71463,208,265,0.66015,0.76910
1998,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.67907,139,171,0.60889,0.74924
1998,"Rhineland-Palatinate, Saarland",Owner,A Bit Too Large,0.15243,32,171,0.09840,0.20647
1998,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.19496,45,189,0.13833,0.25159
1998,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.68479,144,189,0.61838,0.75120
1998,Baden-Wuerttemberg,Owner,Just Right,0.77216,302,357,0.72859,0.81573
1998,Baden-Wuerttemberg,Owner,A Bit Too Large,0.15670,55,357,0.11894,0.19446
1998,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.18177,109,479,0.14720,0.21635
1998,Baden-Wuerttemberg,Tenant,Just Right,0.69742,370,479,0.65624,0.73861
1998,Bavaria,Owner,A Bit Too Small,0.08793,52,445,0.06159,0.11427
1998,Bavaria,Owner,Just Right,0.72720,336,445,0.68577,0.76863
1998,Bavaria,Owner,A Bit Too Large,0.13860,57,445,0.10646,0.17074
1998,Bavaria,Tenant,A Bit Too Small,0.17413,99,458,0.13936,0.20890
1998,Bavaria,Tenant,Just Right,0.69048,359,458,0.64809,0.73286
1998,Berlin,Tenant,A Bit Too Small,0.25622,73,252,0.20221,0.31022
1998,Berlin,Tenant,Just Right,0.61194,179,252,0.55166,0.67223
1998,Brandenburg,Owner,Just Right,0.79401,96,96,0.71268,0.87534
1998,Brandenburg,Tenant,A Bit Too Small,0.21233,47,183,0.15291,0.27174
1998,Brandenburg,Tenant,Just Right,0.67319,136,183,0.60505,0.74134
1998,Mecklenburg-Western Pomerania,Owner,Just Right,0.71918,65,65,0.60908,0.82929
1998,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.21150,32,116,0.13687,0.28614
1998,Mecklenburg-Western Pomerania,Tenant,Just Right,0.68431,84,116,0.59936,0.76926
1998,Saxony,Owner,Just Right,0.74425,137,137,0.67092,0.81758
1998,Saxony,Tenant,A Bit Too Small,0.18440,75,392,0.14596,0.22284
1998,Saxony,Tenant,Just Right,0.69086,280,392,0.64505,0.73667
1998,Saxony,Tenant,A Bit Too Large,0.09981,37,392,0.07009,0.12952
1998,Saxony-Anhalt,Owner,Just Right,0.71924,100,100,0.63072,0.80776
1998,Saxony-Anhalt,Tenant,A Bit Too Small,0.19988,48,200,0.14431,0.25544
1998,Saxony-Anhalt,Tenant,Just Right,0.67634,152,200,0.61134,0.74135
1998,Thuringa,Owner,Just Right,0.79597,138,138,0.72848,0.86345
1998,Thuringa,Tenant,A Bit Too Small,0.14162,33,157,0.08690,0.19633
1998,Thuringa,Tenant,Just Right,0.73320,124,157,0.66379,0.80260
1999,Schleswig-Holstein,Owner,Just Right,0.70427,68,68,0.59499,0.81355
1999,Schleswig-Holstein,Tenant,Just Right,0.75454,63,63,0.64742,0.86167
1999,Hamburg,Tenant,Just Right,0.67839,50,50,0.54760,0.80917
1999,Lower Saxony,Owner,Just Right,0.69176,214,258,0.63530,0.74821
1999,Lower Saxony,Owner,A Bit Too Large,0.18871,44,258,0.14087,0.23654
1999,Lower Saxony,Tenant,A Bit Too Small,0.14348,55,277,0.10212,0.18484
1999,Lower Saxony,Tenant,Just Right,0.73709,222,277,0.68516,0.78903
1999,North Rhine-Westphalia,Owner,A Bit Too Small,0.07604,41,504,0.05287,0.09920
1999,North Rhine-Westphalia,Owner,Just Right,0.75085,402,504,0.71305,0.78865
1999,North Rhine-Westphalia,Owner,A Bit Too Large,0.14602,61,504,0.11516,0.17688
1999,North Rhine-Westphalia,Tenant,Much Too Small,0.03041,34,891,0.01913,0.04169
1999,North Rhine-Westphalia,Tenant,A Bit Too Small,0.17841,187,891,0.15325,0.20356
1999,North Rhine-Westphalia,Tenant,Just Right,0.71431,626,891,0.68463,0.74399
1999,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06664,44,891,0.05025,0.08302
1999,Hesse,Owner,Just Right,0.67566,126,158,0.60244,0.74889
1999,Hesse,Owner,A Bit Too Large,0.18262,32,158,0.12218,0.24305
1999,Hesse,Tenant,A Bit Too Small,0.21852,65,256,0.16780,0.26924
1999,Hesse,Tenant,Just Right,0.70338,191,256,0.64731,0.75944
1999,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.71192,147,180,0.64558,0.77827
1999,"Rhineland-Palatinate, Saarland",Owner,A Bit Too Large,0.18940,33,180,0.13200,0.24680
1999,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.13536,32,180,0.08524,0.18547
1999,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.75772,148,180,0.69495,0.82048
1999,Baden-Wuerttemberg,Owner,Just Right,0.74775,283,332,0.70096,0.79454
1999,Baden-Wuerttemberg,Owner,A Bit Too Large,0.15828,49,332,0.11896,0.19760
1999,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.17826,99,457,0.14313,0.21339
1999,Baden-Wuerttemberg,Tenant,Just Right,0.71870,358,457,0.67743,0.75997
1999,Bavaria,Owner,A Bit Too Small,0.10346,49,462,0.07566,0.13126
1999,Bavaria,Owner,Just Right,0.75405,362,462,0.71474,0.79336
1999,Bavaria,Owner,A Bit Too Large,0.13150,51,462,0.10065,0.16235
1999,Bavaria,Tenant,A Bit Too Small,0.23265,111,437,0.19299,0.27232
1999,Bavaria,Tenant,Just Right,0.70130,326,437,0.65834,0.74426
1999,Berlin,Tenant,A Bit Too Small,0.25175,68,246,0.19740,0.30610
1999,Berlin,Tenant,Just Right,0.64686,178,246,0.58701,0.70671
1999,Brandenburg,Owner,Just Right,0.78875,97,97,0.70709,0.87040
1999,Brandenburg,Tenant,A Bit Too Small,0.15781,32,173,0.10333,0.21229
1999,Brandenburg,Tenant,Just Right,0.77861,141,173,0.71656,0.84066
1999,Mecklenburg-Western Pomerania,Owner,Just Right,0.77263,60,60,0.66568,0.87958
1999,Mecklenburg-Western Pomerania,Tenant,Just Right,0.74255,87,87,0.65015,0.83496
1999,Saxony,Owner,Just Right,0.80400,148,148,0.73983,0.86818
1999,Saxony,Tenant,A Bit Too Small,0.19847,84,364,0.15744,0.23950
1999,Saxony,Tenant,Just Right,0.71757,280,364,0.67126,0.76388
1999,Saxony-Anhalt,Owner,Just Right,0.73688,100,100,0.65014,0.82362
1999,Saxony-Anhalt,Tenant,A Bit Too Small,0.14016,35,204,0.09240,0.18792
1999,Saxony-Anhalt,Tenant,Just Right,0.77106,169,204,0.71326,0.82886
1999,Thuringa,Owner,Just Right,0.83572,143,143,0.77478,0.89667
1999,Thuringa,Tenant,A Bit Too Small,0.18955,37,169,0.13028,0.24882
1999,Thuringa,Tenant,Just Right,0.74836,132,169,0.68274,0.81399
2000,Schleswig-Holstein,Owner,Just Right,0.73655,177,209,0.67668,0.79641
2000,Schleswig-Holstein,Owner,A Bit Too Large,0.16042,32,209,0.11054,0.21029
2000,Schleswig-Holstein,Tenant,A Bit Too Small,0.17688,33,165,0.11848,0.23528
2000,Schleswig-Holstein,Tenant,Just Right,0.77174,132,165,0.70750,0.83597
2000,Hamburg,Tenant,A Bit Too Small,0.26426,45,139,0.19069,0.33783
2000,Hamburg,Tenant,Just Right,0.62848,94,139,0.54786,0.70910
2000,Lower Saxony,Owner,A Bit Too Small,0.06693,36,557,0.04616,0.08771
2000,Lower Saxony,Owner,Just Right,0.68368,408,557,0.64503,0.72234
2000,Lower Saxony,Owner,A Bit Too Large,0.20051,113,557,0.16723,0.23379
2000,Lower Saxony,Tenant,A Bit Too Small,0.18076,92,461,0.14560,0.21593
2000,Lower Saxony,Tenant,Just Right,0.73524,369,461,0.69492,0.77556
2000,Bremen,Owner,Just Right,0.69788,33,33,0.53878,0.85697
2000,Bremen,Tenant,Just Right,0.77105,53,53,0.65685,0.88525
2000,North Rhine-Westphalia,Owner,A Bit Too Small,0.07193,82,1127,0.05684,0.08703
2000,North Rhine-Westphalia,Owner,Just Right,0.75201,891,1127,0.72679,0.77724
2000,North Rhine-Westphalia,Owner,A Bit Too Large,0.14078,154,1127,0.12046,0.16109
2000,North Rhine-Westphalia,Tenant,Much Too Small,0.02798,53,1591,0.01988,0.03609
2000,North Rhine-Westphalia,Tenant,A Bit Too Small,0.17884,309,1591,0.16000,0.19767
2000,North Rhine-Westphalia,Tenant,Just Right,0.71355,1132,1591,0.69132,0.73577
2000,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06917,97,1591,0.05670,0.08165
