year,hhtyp,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Couple without children,Rural regions,A Bit Too Large,0.08812,40,538,0.06415,0.11210
1990,Single parent,Urban regions,A Bit Too Small,0.14600,43,243,0.10151,0.19049
1990,Single parent,Urban regions,Just Right,0.75553,200,243,0.70138,0.80968
1990,Single parent,Rural regions,Just Right,0.71162,72,72,0.60624,0.81699
1990,Couple with children,Urban regions,Much Too Small,0.02967,83,1893,0.02203,0.03732
1990,Couple with children,Urban regions,A Bit Too Small,0.14993,359,1893,0.13384,0.16601
1990,Couple with children,Urban regions,Just Right,0.76368,1368,1893,0.74454,0.78282
1990,Couple with children,Urban regions,A Bit Too Large,0.05609,83,1893,0.04572,0.06645
1990,Couple with children,Rural regions,Much Too Small,0.05700,86,1118,0.04341,0.07060
1990,Couple with children,Rural regions,A Bit Too Small,0.18955,271,1118,0.16656,0.21254
1990,Couple with children,Rural regions,Just Right,0.69509,719,1118,0.66809,0.72209
1990,Couple with children,Rural regions,A Bit Too Large,0.05230,42,1118,0.03924,0.06535
1990,Multi-generational household,Urban regions,Just Right,0.78593,78,78,0.69431,0.87755
1990,Multi-generational household,Rural regions,Just Right,0.69521,45,45,0.55919,0.83123
1990,Other Combinations,Urban regions,Just Right,0.75143,60,60,0.64115,0.86171
1990,Other Combinations,Rural regions,Just Right,0.78875,46,46,0.66949,0.90802
1991,Single-person household,Urban regions,A Bit Too Small,0.12739,124,892,0.10549,0.14928
1991,Single-person household,Urban regions,Just Right,0.75096,684,892,0.72256,0.77935
1991,Single-person household,Urban regions,A Bit Too Large,0.08893,84,892,0.07024,0.10762
1991,Single-person household,Rural regions,Just Right,0.74341,246,288,0.69288,0.79394
1991,Single-person household,Rural regions,A Bit Too Large,0.13276,42,288,0.09350,0.17202
1991,Couple without children,Urban regions,A Bit Too Small,0.12161,140,1050,0.10183,0.14139
1991,Couple without children,Urban regions,Just Right,0.76236,821,1050,0.73660,0.78812
1991,Couple without children,Urban regions,A Bit Too Large,0.09423,89,1050,0.07655,0.11191
1991,Couple without children,Rural regions,A Bit Too Small,0.10880,61,523,0.08209,0.13552
1991,Couple without children,Rural regions,Just Right,0.74984,408,523,0.71269,0.78699
1991,Couple without children,Rural regions,A Bit Too Large,0.12471,54,523,0.09637,0.15305
1991,Single parent,Urban regions,A Bit Too Small,0.17784,50,238,0.12915,0.22652
1991,Single parent,Urban regions,Just Right,0.73662,188,238,0.68054,0.79270
1991,Single parent,Rural regions,Just Right,0.70761,75,75,0.60397,0.81125
1991,Couple with children,Urban regions,Much Too Small,0.04488,114,1829,0.03539,0.05438
1991,Couple with children,Urban regions,A Bit Too Small,0.22334,438,1829,0.20425,0.24244
1991,Couple with children,Urban regions,Just Right,0.68898,1221,1829,0.66776,0.71020
1991,Couple with children,Urban regions,A Bit Too Large,0.03897,56,1829,0.03010,0.04785
1991,Couple with children,Rural regions,Much Too Small,0.04331,58,1081,0.03117,0.05545
1991,Couple with children,Rural regions,A Bit Too Small,0.23228,272,1081,0.20709,0.25746
1991,Couple with children,Rural regions,Just Right,0.66585,706,1081,0.63772,0.69399
1991,Couple with children,Rural regions,A Bit Too Large,0.05461,45,1081,0.04106,0.06816
1991,Multi-generational household,Urban regions,Just Right,0.73246,58,58,0.61754,0.84739
1991,Multi-generational household,Rural regions,Just Right,0.75673,46,46,0.63136,0.88209
1991,Other Combinations,Urban regions,Just Right,0.65401,48,48,0.51801,0.79001
1991,Other Combinations,Rural regions,Just Right,0.72506,48,48,0.59741,0.85271
1992,Single-person household,Urban regions,A Bit Too Small,0.12448,124,892,0.10280,0.14616
1992,Single-person household,Urban regions,Just Right,0.76387,693,892,0.73598,0.79175
1992,Single-person household,Urban regions,A Bit Too Large,0.08588,75,892,0.06748,0.10427
1992,Single-person household,Rural regions,A Bit Too Small,0.09990,34,339,0.06793,0.13187
1992,Single-person household,Rural regions,Just Right,0.75306,257,339,0.70709,0.79904
1992,Single-person household,Rural regions,A Bit Too Large,0.13173,48,339,0.09567,0.16779
1992,Couple without children,Urban regions,Much Too Small,0.02445,34,1134,0.01545,0.03344
1992,Couple without children,Urban regions,A Bit Too Small,0.12933,153,1134,0.10979,0.14887
1992,Couple without children,Urban regions,Just Right,0.74073,849,1134,0.71521,0.76625
1992,Couple without children,Urban regions,A Bit Too Large,0.09864,98,1134,0.08128,0.11601
1992,Couple without children,Rural regions,A Bit Too Small,0.07867,49,507,0.05521,0.10213
1992,Couple without children,Rural regions,Just Right,0.80291,406,507,0.76825,0.83757
1992,Couple without children,Rural regions,A Bit Too Large,0.10334,52,507,0.07681,0.12986
1992,Single parent,Urban regions,A Bit Too Small,0.19206,51,235,0.14159,0.24253
1992,Single parent,Urban regions,Just Right,0.71048,184,235,0.65237,0.76859
1992,Single parent,Rural regions,Just Right,0.76343,87,87,0.67361,0.85325
1992,Couple with children,Urban regions,Much Too Small,0.04204,110,1786,0.03273,0.05135
1992,Couple with children,Urban regions,A Bit Too Small,0.24338,464,1786,0.22347,0.26329
1992,Couple with children,Urban regions,Just Right,0.66653,1147,1786,0.64466,0.68840
1992,Couple with children,Urban regions,A Bit Too Large,0.04575,65,1786,0.03606,0.05544
1992,Couple with children,Rural regions,Much Too Small,0.04546,53,1031,0.03274,0.05818
1992,Couple with children,Rural regions,A Bit Too Small,0.21474,252,1031,0.18966,0.23982
1992,Couple with children,Rural regions,Just Right,0.66731,673,1031,0.63853,0.69608
1992,Couple with children,Rural regions,A Bit Too Large,0.06605,53,1031,0.05088,0.08122
1992,Multi-generational household,Urban regions,Just Right,0.64529,49,49,0.50994,0.78064
1992,Multi-generational household,Rural regions,Just Right,0.73831,41,41,0.60210,0.87453
1992,Other Combinations,Urban regions,Just Right,0.70574,63,63,0.59230,0.81917
1992,Other Combinations,Rural regions,Just Right,0.75610,54,54,0.64048,0.87171
1993,Single-person household,Urban regions,A Bit Too Small,0.13132,127,917,0.10944,0.15319
1993,Single-person household,Urban regions,Just Right,0.74220,702,917,0.71388,0.77053
1993,Single-person household,Urban regions,A Bit Too Large,0.08963,88,917,0.07114,0.10813
1993,Single-person household,Rural regions,A Bit Too Small,0.07575,31,374,0.04890,0.10260
1993,Single-person household,Rural regions,Just Right,0.75798,286,374,0.71451,0.80144
1993,Single-person household,Rural regions,A Bit Too Large,0.14504,57,374,0.10930,0.18078
1993,Couple without children,Urban regions,Much Too Small,0.02052,31,1155,0.01234,0.02870
1993,Couple without children,Urban regions,A Bit Too Small,0.12868,160,1155,0.10936,0.14800
1993,Couple without children,Urban regions,Just Right,0.74750,858,1155,0.72243,0.77256
1993,Couple without children,Urban regions,A Bit Too Large,0.09881,106,1155,0.08159,0.11602
1993,Couple without children,Rural regions,A Bit Too Small,0.11343,58,521,0.08617,0.14068
1993,Couple without children,Rural regions,Just Right,0.74206,400,521,0.70446,0.77966
1993,Couple without children,Rural regions,A Bit Too Large,0.13171,63,521,0.10265,0.16078
1993,Single parent,Urban regions,A Bit Too Small,0.17638,42,214,0.12520,0.22757
1993,Single parent,Urban regions,Just Right,0.70363,172,214,0.64230,0.76496
1993,Single parent,Rural regions,Just Right,0.72177,84,84,0.62536,0.81818
1993,Couple with children,Urban regions,Much Too Small,0.04151,111,1745,0.03215,0.05088
1993,Couple with children,Urban regions,A Bit Too Small,0.23981,446,1745,0.21977,0.25985
1993,Couple with children,Urban regions,Just Right,0.66692,1112,1745,0.64479,0.68904
1993,Couple with children,Urban regions,A Bit Too Large,0.04944,76,1745,0.03926,0.05961
1993,Couple with children,Rural regions,Much Too Small,0.03463,37,999,0.02329,0.04598
1993,Couple with children,Rural regions,A Bit Too Small,0.21281,240,999,0.18742,0.23821
1993,Couple with children,Rural regions,Just Right,0.69475,680,999,0.66618,0.72332
1993,Couple with children,Rural regions,A Bit Too Large,0.05702,42,999,0.04263,0.07140
1993,Multi-generational household,Urban regions,Just Right,0.78474,57,57,0.67710,0.89239
1993,Multi-generational household,Rural regions,Just Right,0.74732,49,49,0.62439,0.87026
1993,Other Combinations,Urban regions,Just Right,0.66550,62,62,0.54710,0.78390
1993,Other Combinations,Rural regions,Just Right,0.72492,46,46,0.59444,0.85539
1994,Single-person household,Urban regions,A Bit Too Small,0.12164,120,906,0.10034,0.14293
1994,Single-person household,Urban regions,Just Right,0.75408,690,906,0.72603,0.78214
1994,Single-person household,Urban regions,A Bit Too Large,0.09742,96,906,0.07810,0.11674
1994,Single-person household,Rural regions,Just Right,0.75703,291,348,0.71190,0.80215
1994,Single-person household,Rural regions,A Bit Too Large,0.13289,57,348,0.09718,0.16861
1994,Couple without children,Urban regions,A Bit Too Small,0.13735,173,1146,0.11741,0.15729
1994,Couple without children,Urban regions,Just Right,0.73981,870,1146,0.71440,0.76522
1994,Couple without children,Urban regions,A Bit Too Large,0.10171,103,1146,0.08421,0.11922
1994,Couple without children,Rural regions,A Bit Too Small,0.09414,57,536,0.06939,0.11888
1994,Couple without children,Rural regions,Just Right,0.75767,413,536,0.72136,0.79398
1994,Couple without children,Rural regions,A Bit Too Large,0.13092,66,536,0.10233,0.15950
1994,Single parent,Urban regions,A Bit Too Small,0.19314,47,215,0.14025,0.24603
1994,Single parent,Urban regions,Just Right,0.71345,168,215,0.65287,0.77403
1994,Single parent,Rural regions,Just Right,0.69169,81,81,0.59049,0.79288
1994,Couple with children,Urban regions,Much Too Small,0.04260,112,1687,0.03296,0.05225
1994,Couple with children,Urban regions,A Bit Too Small,0.22402,394,1687,0.20412,0.24392
1994,Couple with children,Urban regions,Just Right,0.67110,1103,1687,0.64868,0.69353
1994,Couple with children,Urban regions,A Bit Too Large,0.05970,78,1687,0.04839,0.07101
1994,Couple with children,Rural regions,Much Too Small,0.04439,46,955,0.03132,0.05746
1994,Couple with children,Rural regions,A Bit Too Small,0.20928,220,955,0.18347,0.23510
1994,Couple with children,Rural regions,Just Right,0.67911,643,955,0.64949,0.70873
1994,Couple with children,Rural regions,A Bit Too Large,0.06142,46,955,0.04618,0.07665
1994,Multi-generational household,Urban regions,Just Right,0.80876,56,56,0.70483,0.91270
1994,Multi-generational household,Rural regions,Just Right,0.76721,44,44,0.64089,0.89353
1994,Other Combinations,Urban regions,Just Right,0.69465,71,71,0.58676,0.80255
1994,Other Combinations,Rural regions,Just Right,0.63121,44,44,0.48700,0.77542
1995,Single-person household,Urban regions,A Bit Too Small,0.13624,141,961,0.11454,0.15794
1995,Single-person household,Urban regions,Just Right,0.73949,731,961,0.71173,0.76726
1995,Single-person household,Urban regions,A Bit Too Large,0.09836,89,961,0.07952,0.11719
1995,Single-person household,Rural regions,A Bit Too Small,0.08368,37,391,0.05620,0.11116
1995,Single-person household,Rural regions,Just Right,0.76553,298,391,0.72349,0.80758
1995,Single-person household,Rural regions,A Bit Too Large,0.12882,56,391,0.09557,0.16206
1995,Couple without children,Urban regions,A Bit Too Small,0.11095,149,1189,0.09309,0.12881
1995,Couple without children,Urban regions,Just Right,0.76673,932,1189,0.74269,0.79078
1995,Couple without children,Urban regions,A Bit Too Large,0.10055,108,1189,0.08345,0.11765
1995,Couple without children,Rural regions,A Bit Too Small,0.08749,57,567,0.06421,0.11077
1995,Couple without children,Rural regions,Just Right,0.71784,424,567,0.68076,0.75492
1995,Couple without children,Rural regions,A Bit Too Large,0.17814,86,567,0.14661,0.20966
1995,Single parent,Urban regions,A Bit Too Small,0.19515,47,213,0.14180,0.24850
1995,Single parent,Urban regions,Just Right,0.64994,166,213,0.58573,0.71415
1995,Single parent,Rural regions,Just Right,0.63840,83,83,0.53441,0.74239
1995,Couple with children,Urban regions,Much Too Small,0.04326,97,1731,0.03367,0.05285
1995,Couple with children,Urban regions,A Bit Too Small,0.22325,420,1731,0.20362,0.24287
1995,Couple with children,Urban regions,Just Right,0.67394,1138,1731,0.65185,0.69603
1995,Couple with children,Urban regions,A Bit Too Large,0.05511,76,1731,0.04436,0.06587
1995,Couple with children,Rural regions,Much Too Small,0.04293,48,1002,0.03037,0.05549
1995,Couple with children,Rural regions,A Bit Too Small,0.21839,224,1002,0.19280,0.24399
1995,Couple with children,Rural regions,Just Right,0.66345,670,1002,0.63417,0.69272
1995,Couple with children,Rural regions,A Bit Too Large,0.06845,60,1002,0.05281,0.08409
1995,Multi-generational household,Urban regions,Just Right,0.59635,54,54,0.46426,0.72845
1995,Multi-generational household,Rural regions,Just Right,0.60483,33,33,0.43544,0.77422
1995,Other Combinations,Urban regions,Just Right,0.65415,68,68,0.54026,0.76805
1995,Other Combinations,Rural regions,Just Right,0.61007,44,44,0.46429,0.75585
1996,Single-person household,Urban regions,A Bit Too Small,0.13373,130,961,0.11220,0.15526
1996,Single-person household,Urban regions,Just Right,0.72686,725,961,0.69868,0.75505
1996,Single-person household,Urban regions,A Bit Too Large,0.11420,106,961,0.09408,0.13432
1996,Single-person household,Rural regions,A Bit Too Small,0.06849,31,408,0.04395,0.09303
1996,Single-person household,Rural regions,Just Right,0.75633,322,408,0.71462,0.79804
1996,Single-person household,Rural regions,A Bit Too Large,0.14524,55,408,0.11101,0.17947
1996,Couple without children,Urban regions,A Bit Too Small,0.11642,153,1199,0.09826,0.13459
1996,Couple without children,Urban regions,Just Right,0.74947,929,1199,0.72493,0.77401
1996,Couple without children,Urban regions,A Bit Too Large,0.11598,117,1199,0.09785,0.13411
1996,Couple without children,Rural regions,A Bit Too Small,0.09705,64,583,0.07300,0.12110
1996,Couple without children,Rural regions,Just Right,0.71997,438,583,0.68349,0.75645
1996,Couple without children,Rural regions,A Bit Too Large,0.15591,81,583,0.12644,0.18539
1996,Single parent,Urban regions,A Bit Too Small,0.16598,39,221,0.11681,0.21514
1996,Single parent,Urban regions,Just Right,0.68145,182,221,0.61988,0.74301
1996,Single parent,Rural regions,Just Right,0.64473,80,80,0.53919,0.75027
1996,Couple with children,Urban regions,Much Too Small,0.03268,81,1706,0.02424,0.04112
1996,Couple with children,Urban regions,A Bit Too Small,0.23818,436,1706,0.21796,0.25840
1996,Couple with children,Urban regions,Just Right,0.66882,1109,1706,0.64648,0.69116
1996,Couple with children,Urban regions,A Bit Too Large,0.05572,80,1706,0.04483,0.06660
1996,Couple with children,Rural regions,Much Too Small,0.03618,38,945,0.02426,0.04809
1996,Couple with children,Rural regions,A Bit Too Small,0.19203,194,945,0.16691,0.21716
1996,Couple with children,Rural regions,Just Right,0.68879,663,945,0.65925,0.71832
1996,Couple with children,Rural regions,A Bit Too Large,0.08092,50,945,0.06353,0.09832
1996,Multi-generational household,Urban regions,Just Right,0.70719,52,52,0.58230,0.83208
1996,Multi-generational household,Rural regions,Just Right,0.65404,33,33,0.48923,0.81886
1996,Other Combinations,Urban regions,Just Right,0.66467,64,64,0.54809,0.78125
1996,Other Combinations,Rural regions,Just Right,0.54173,43,43,0.39104,0.69242
1997,Single-person household,Urban regions,A Bit Too Small,0.14092,145,945,0.11872,0.16311
1997,Single-person household,Urban regions,Just Right,0.71704,703,945,0.68831,0.74578
1997,Single-person household,Urban regions,A Bit Too Large,0.11039,97,945,0.09040,0.13038
1997,Single-person household,Rural regions,A Bit Too Small,0.10438,43,399,0.07434,0.13442
1997,Single-person household,Rural regions,Just Right,0.70099,294,399,0.65601,0.74597
1997,Single-person household,Rural regions,A Bit Too Large,0.17776,62,399,0.14020,0.21532
1997,Couple without children,Urban regions,A Bit Too Small,0.11150,150,1228,0.09389,0.12911
1997,Couple without children,Urban regions,Just Right,0.75709,955,1228,0.73309,0.78108
1997,Couple without children,Urban regions,A Bit Too Large,0.11416,123,1228,0.09637,0.13196
1997,Couple without children,Rural regions,A Bit Too Small,0.10883,70,607,0.08403,0.13362
1997,Couple without children,Rural regions,Just Right,0.73904,469,607,0.70408,0.77401
1997,Couple without children,Rural regions,A Bit Too Large,0.13497,68,607,0.10777,0.16218
1997,Single parent,Urban regions,A Bit Too Small,0.15918,39,226,0.11137,0.20698
1997,Single parent,Urban regions,Just Right,0.71130,187,226,0.65208,0.77051
1997,Single parent,Rural regions,Just Right,0.72973,99,99,0.64180,0.81765
1997,Couple with children,Urban regions,Much Too Small,0.02608,63,1654,0.01840,0.03376
1997,Couple with children,Urban regions,A Bit Too Small,0.23653,397,1654,0.21604,0.25701
1997,Couple with children,Urban regions,Just Right,0.67454,1115,1654,0.65196,0.69713
1997,Couple with children,Urban regions,A Bit Too Large,0.06285,79,1654,0.05115,0.07455
1997,Couple with children,Rural regions,A Bit Too Small,0.19915,188,892,0.17293,0.22538
1997,Couple with children,Rural regions,Just Right,0.70261,655,892,0.67260,0.73263
1997,Couple with children,Rural regions,A Bit Too Large,0.07193,49,892,0.05496,0.08890
1997,Multi-generational household,Urban regions,Just Right,0.63714,52,52,0.50517,0.76910
1997,Multi-generational household,Rural regions,Just Right,0.74398,31,31,0.58780,0.90015
1997,Other Combinations,Urban regions,Just Right,0.67612,63,63,0.55964,0.79260
1997,Other Combinations,Rural regions,Just Right,0.48483,40,40,0.32797,0.64168
1998,Single-person household,Urban regions,Much Too Small,0.02353,33,1168,0.01483,0.03222
1998,Single-person household,Urban regions,A Bit Too Small,0.13041,163,1168,0.11109,0.14974
1998,Single-person household,Urban regions,Just Right,0.71486,841,1168,0.68896,0.74076
