year,regtyp,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Rural regions,Owner,A Bit Too Large,0.13603,105,924,0.11391,0.15815
1992,Rural regions,Tenant,Much Too Small,0.03188,54,1191,0.02189,0.04186
1992,Rural regions,Tenant,A Bit Too Small,0.19789,294,1191,0.17525,0.22053
1992,Rural regions,Tenant,Just Right,0.70682,781,1191,0.68096,0.73269
1992,Rural regions,Tenant,A Bit Too Large,0.05849,62,1191,0.04516,0.07182
1993,Urban regions,Owner,A Bit Too Small,0.07195,118,1310,0.05796,0.08595
1993,Urban regions,Owner,Just Right,0.78287,1040,1310,0.76053,0.80520
1993,Urban regions,Owner,A Bit Too Large,0.12536,152,1310,0.10742,0.14329
1993,Urban regions,Tenant,Much Too Small,0.04065,180,2946,0.03352,0.04778
1993,Urban regions,Tenant,A Bit Too Small,0.21869,700,2946,0.20376,0.23362
1993,Urban regions,Tenant,Just Right,0.68251,1923,2946,0.66570,0.69932
1993,Urban regions,Tenant,A Bit Too Large,0.05282,143,2946,0.04474,0.06090
1993,Rural regions,Owner,A Bit Too Small,0.09055,99,930,0.07209,0.10900
1993,Rural regions,Owner,Just Right,0.75505,732,930,0.72740,0.78271
1993,Rural regions,Owner,A Bit Too Large,0.13898,99,930,0.11673,0.16122
1993,Rural regions,Tenant,Much Too Small,0.02887,45,1215,0.01945,0.03829
1993,Rural regions,Tenant,A Bit Too Small,0.19229,282,1215,0.17012,0.21446
1993,Rural regions,Tenant,Just Right,0.70764,813,1215,0.68206,0.73323
1993,Rural regions,Tenant,A Bit Too Large,0.07015,75,1215,0.05579,0.08452
1994,Urban regions,Owner,A Bit Too Small,0.07688,112,1313,0.06246,0.09129
1994,Urban regions,Owner,Just Right,0.77743,1053,1313,0.75492,0.79994
1994,Urban regions,Owner,A Bit Too Large,0.13010,148,1313,0.11190,0.14831
1994,Urban regions,Tenant,Much Too Small,0.03436,163,2874,0.02770,0.04102
1994,Urban regions,Tenant,A Bit Too Small,0.20934,663,2874,0.19446,0.22421
1994,Urban regions,Tenant,Just Right,0.69319,1904,2874,0.67633,0.71005
1994,Urban regions,Tenant,A Bit Too Large,0.05797,144,2874,0.04942,0.06651
1994,Rural regions,Owner,A Bit Too Small,0.07726,92,933,0.06012,0.09440
1994,Rural regions,Owner,Just Right,0.74730,725,933,0.71940,0.77520
1994,Rural regions,Owner,A Bit Too Large,0.14684,116,933,0.12412,0.16956
1994,Rural regions,Tenant,Much Too Small,0.03596,52,1169,0.02528,0.04663
1994,Rural regions,Tenant,A Bit Too Small,0.18840,256,1169,0.16597,0.21082
1994,Rural regions,Tenant,Just Right,0.70541,791,1169,0.67926,0.73155
1994,Rural regions,Tenant,A Bit Too Large,0.06785,70,1169,0.05343,0.08228
1995,Urban regions,Owner,A Bit Too Small,0.07572,118,1348,0.06160,0.08985
1995,Urban regions,Owner,Just Right,0.77057,1079,1348,0.74812,0.79303
1995,Urban regions,Owner,A Bit Too Large,0.13662,151,1348,0.11828,0.15496
1995,Urban regions,Tenant,Much Too Small,0.03798,158,3004,0.03114,0.04482
1995,Urban regions,Tenant,A Bit Too Small,0.20688,687,3004,0.19239,0.22137
1995,Urban regions,Tenant,Just Right,0.69305,2010,3004,0.67655,0.70954
1995,Urban regions,Tenant,A Bit Too Large,0.05875,149,3004,0.05034,0.06716
1995,Rural regions,Owner,A Bit Too Small,0.06711,77,942,0.05112,0.08310
1995,Rural regions,Owner,Just Right,0.72819,726,942,0.69976,0.75661
1995,Rural regions,Owner,A Bit Too Large,0.18029,139,942,0.15572,0.20485
1995,Rural regions,Tenant,Much Too Small,0.02632,49,1252,0.01745,0.03519
1995,Rural regions,Tenant,A Bit Too Small,0.21287,295,1252,0.19018,0.23555
1995,Rural regions,Tenant,Just Right,0.68442,826,1252,0.65867,0.71018
1995,Rural regions,Tenant,A Bit Too Large,0.06635,82,1252,0.05256,0.08015
1996,Urban regions,Owner,A Bit Too Small,0.08274,129,1360,0.06809,0.09739
1996,Urban regions,Owner,Just Right,0.74943,1058,1360,0.72639,0.77247
1996,Urban regions,Owner,A Bit Too Large,0.15273,173,1360,0.13361,0.17186
1996,Urban regions,Tenant,Much Too Small,0.02884,137,2967,0.02282,0.03486
1996,Urban regions,Tenant,A Bit Too Small,0.20632,666,2967,0.19176,0.22089
1996,Urban regions,Tenant,Just Right,0.69317,2003,2967,0.67657,0.70977
1996,Urban regions,Tenant,A Bit Too Large,0.06628,161,2967,0.05733,0.07523
1996,Rural regions,Owner,A Bit Too Small,0.07183,71,968,0.05556,0.08811
1996,Rural regions,Owner,Just Right,0.71095,762,968,0.68237,0.73952
1996,Rural regions,Owner,A Bit Too Large,0.18859,135,968,0.16393,0.21324
1996,Rural regions,Tenant,Much Too Small,0.02835,44,1207,0.01898,0.03772
1996,Rural regions,Tenant,A Bit Too Small,0.18833,271,1207,0.16626,0.21040
1996,Rural regions,Tenant,Just Right,0.71185,817,1207,0.68629,0.73741
1996,Rural regions,Tenant,A Bit Too Large,0.06798,75,1207,0.05377,0.08219
1997,Urban regions,Owner,A Bit Too Small,0.08423,138,1390,0.06962,0.09883
1997,Urban regions,Owner,Just Right,0.75358,1088,1390,0.73092,0.77624
1997,Urban regions,Owner,A Bit Too Large,0.14120,164,1390,0.12289,0.15951
1997,Urban regions,Tenant,Much Too Small,0.02760,103,2885,0.02162,0.03358
1997,Urban regions,Tenant,A Bit Too Small,0.20770,635,2885,0.19289,0.22250
1997,Urban regions,Tenant,Just Right,0.69211,1987,2885,0.67526,0.70895
1997,Urban regions,Tenant,A Bit Too Large,0.06951,160,2885,0.06022,0.07879
1997,Rural regions,Owner,A Bit Too Small,0.08369,87,995,0.06648,0.10091
1997,Rural regions,Owner,Just Right,0.71758,776,995,0.68960,0.74557
1997,Rural regions,Owner,A Bit Too Large,0.18433,132,995,0.16023,0.20844
1997,Rural regions,Tenant,Much Too Small,0.02311,41,1175,0.01452,0.03171
1997,Rural regions,Tenant,A Bit Too Small,0.20285,258,1175,0.17985,0.22585
1997,Rural regions,Tenant,Just Right,0.70000,812,1175,0.67378,0.72621
1997,Rural regions,Tenant,A Bit Too Large,0.07002,64,1175,0.05542,0.08462
1998,Urban regions,Owner,A Bit Too Small,0.09192,158,1611,0.07780,0.10603
1998,Urban regions,Owner,Just Right,0.72688,1227,1611,0.70512,0.74865
1998,Urban regions,Owner,A Bit Too Large,0.15153,226,1611,0.13401,0.16904
1998,Urban regions,Tenant,Much Too Small,0.03675,138,3145,0.03017,0.04333
1998,Urban regions,Tenant,A Bit Too Small,0.19686,675,3145,0.18296,0.21076
1998,Urban regions,Tenant,Just Right,0.69190,2139,3145,0.67576,0.70804
1998,Urban regions,Tenant,A Bit Too Large,0.07142,193,3145,0.06242,0.08042
1998,Rural regions,Owner,A Bit Too Small,0.06446,84,1183,0.05046,0.07846
1998,Rural regions,Owner,Just Right,0.73978,931,1183,0.71477,0.76480
1998,Rural regions,Owner,A Bit Too Large,0.17152,168,1183,0.15003,0.19301
1998,Rural regions,Tenant,Much Too Small,0.02604,36,1252,0.01721,0.03486
1998,Rural regions,Tenant,A Bit Too Small,0.17030,234,1252,0.14947,0.19114
1998,Rural regions,Tenant,Just Right,0.72210,897,1252,0.69728,0.74693
1998,Rural regions,Tenant,A Bit Too Large,0.07872,85,1252,0.06380,0.09364
1999,Urban regions,Owner,A Bit Too Small,0.08771,149,1631,0.07398,0.10144
1999,Urban regions,Owner,Just Right,0.74511,1265,1631,0.72396,0.76627
1999,Urban regions,Owner,A Bit Too Large,0.15184,217,1631,0.13442,0.16926
1999,Urban regions,Tenant,Much Too Small,0.02914,111,3025,0.02315,0.03514
1999,Urban regions,Tenant,A Bit Too Small,0.19696,638,3025,0.18278,0.21113
1999,Urban regions,Tenant,Just Right,0.70909,2114,3025,0.69290,0.72527
1999,Urban regions,Tenant,A Bit Too Large,0.06149,162,3025,0.05292,0.07005
1999,Rural regions,Owner,A Bit Too Small,0.08201,97,1175,0.06631,0.09771
1999,Rural regions,Owner,Just Right,0.74384,933,1175,0.71887,0.76881
1999,Rural regions,Owner,A Bit Too Large,0.15788,145,1175,0.13702,0.17874
1999,Rural regions,Tenant,A Bit Too Small,0.16757,233,1200,0.14643,0.18871
1999,Rural regions,Tenant,Just Right,0.75419,884,1200,0.72982,0.77856
1999,Rural regions,Tenant,A Bit Too Large,0.06391,83,1200,0.05007,0.07776
2000,Urban regions,Owner,A Bit Too Small,0.07242,261,3459,0.06378,0.08106
2000,Urban regions,Owner,Just Right,0.76171,2684,3459,0.74751,0.77591
2000,Urban regions,Owner,A Bit Too Large,0.14136,462,3459,0.12975,0.15297
2000,Urban regions,Owner,Much Too Large,0.01883,52,3459,0.01430,0.02335
2000,Urban regions,Tenant,Much Too Small,0.02971,166,5049,0.02503,0.03440
2000,Urban regions,Tenant,A Bit Too Small,0.19683,1043,5049,0.18586,0.20780
2000,Urban regions,Tenant,Just Right,0.71578,3587,5049,0.70333,0.72822
2000,Urban regions,Tenant,A Bit Too Large,0.05522,253,5049,0.04892,0.06152
2000,Rural regions,Owner,A Bit Too Small,0.06412,151,2302,0.05411,0.07413
2000,Rural regions,Owner,Just Right,0.75256,1789,2302,0.73493,0.77019
2000,Rural regions,Owner,A Bit Too Large,0.15536,323,2302,0.14056,0.17016
2000,Rural regions,Owner,Much Too Large,0.02515,39,2302,0.01875,0.03155
2000,Rural regions,Tenant,Much Too Small,0.02132,44,2024,0.01502,0.02761
2000,Rural regions,Tenant,A Bit Too Small,0.15390,350,2024,0.13817,0.16962
2000,Rural regions,Tenant,Just Right,0.75822,1501,2024,0.73956,0.77687
2000,Rural regions,Tenant,A Bit Too Large,0.06618,129,2024,0.05535,0.07702
2001,Urban regions,Owner,A Bit Too Small,0.07747,249,3109,0.06807,0.08687
2001,Urban regions,Owner,Just Right,0.74761,2394,3109,0.73234,0.76288
2001,Urban regions,Owner,A Bit Too Large,0.15484,426,3109,0.14212,0.16756
2001,Urban regions,Owner,Much Too Large,0.01590,40,3109,0.01150,0.02029
2001,Urban regions,Tenant,Much Too Small,0.03011,152,4612,0.02518,0.03504
2001,Urban regions,Tenant,A Bit Too Small,0.19041,926,4612,0.17908,0.20174
2001,Urban regions,Tenant,Just Right,0.72123,3301,4612,0.70829,0.73417
2001,Urban regions,Tenant,A Bit Too Large,0.05436,233,4612,0.04781,0.06090
2001,Rural regions,Owner,A Bit Too Small,0.06505,150,2105,0.05451,0.07558
2001,Rural regions,Owner,Just Right,0.75195,1633,2105,0.73350,0.77041
2001,Rural regions,Owner,A Bit Too Large,0.15855,288,2105,0.14294,0.17416
2001,Rural regions,Owner,Much Too Large,0.01947,34,2105,0.01357,0.02537
2001,Rural regions,Tenant,A Bit Too Small,0.14581,282,1727,0.12916,0.16246
2001,Rural regions,Tenant,Just Right,0.77119,1331,1727,0.75137,0.79101
2001,Rural regions,Tenant,A Bit Too Large,0.06659,114,1727,0.05483,0.07835
2002,Urban regions,Owner,A Bit Too Small,0.08370,330,3634,0.07469,0.09271
2002,Urban regions,Owner,Just Right,0.71957,2682,3634,0.70497,0.73418
2002,Urban regions,Owner,A Bit Too Large,0.16429,537,3634,0.15224,0.17634
2002,Urban regions,Owner,Much Too Large,0.02734,85,3634,0.02204,0.03264
2002,Urban regions,Tenant,Much Too Small,0.03389,162,4547,0.02863,0.03915
2002,Urban regions,Tenant,A Bit Too Small,0.19784,947,4547,0.18626,0.20942
2002,Urban regions,Tenant,Just Right,0.69832,3183,4547,0.68497,0.71166
2002,Urban regions,Tenant,A Bit Too Large,0.06442,255,4547,0.05729,0.07156
2002,Rural regions,Owner,A Bit Too Small,0.08087,186,2159,0.06936,0.09237
2002,Rural regions,Owner,Just Right,0.71182,1590,2159,0.69271,0.73093
2002,Rural regions,Owner,A Bit Too Large,0.17299,339,2159,0.15703,0.18895
2002,Rural regions,Owner,Much Too Large,0.02601,44,2159,0.01930,0.03273
2002,Rural regions,Tenant,Much Too Small,0.02144,45,1771,0.01469,0.02818
2002,Rural regions,Tenant,A Bit Too Small,0.11963,248,1771,0.10451,0.13474
2002,Rural regions,Tenant,Just Right,0.76806,1334,1771,0.74840,0.78773
2002,Rural regions,Tenant,A Bit Too Large,0.08568,144,1771,0.07264,0.09872
2003,Urban regions,Owner,A Bit Too Small,0.09002,325,3524,0.08057,0.09947
2003,Urban regions,Owner,Just Right,0.70812,2575,3524,0.69311,0.72314
2003,Urban regions,Owner,A Bit Too Large,0.16877,540,3524,0.15640,0.18114
2003,Urban regions,Owner,Much Too Large,0.02818,84,3524,0.02272,0.03365
2003,Urban regions,Tenant,Much Too Small,0.03132,139,4395,0.02617,0.03647
2003,Urban regions,Tenant,A Bit Too Small,0.19486,895,4395,0.18314,0.20657
2003,Urban regions,Tenant,Just Right,0.69949,3097,4395,0.68593,0.71305
2003,Urban regions,Tenant,A Bit Too Large,0.06955,264,4395,0.06203,0.07707
2003,Rural regions,Owner,A Bit Too Small,0.08084,163,2093,0.06916,0.09252
2003,Rural regions,Owner,Just Right,0.72661,1566,2093,0.70751,0.74571
2003,Rural regions,Owner,A Bit Too Large,0.16827,330,2093,0.15224,0.18430
2003,Rural regions,Owner,Much Too Large,0.01933,34,2093,0.01343,0.02523
2003,Rural regions,Tenant,Much Too Small,0.01565,32,1708,0.00976,0.02154
2003,Rural regions,Tenant,A Bit Too Small,0.15029,274,1708,0.13334,0.16725
2003,Rural regions,Tenant,Just Right,0.75527,1269,1708,0.73487,0.77566
2003,Rural regions,Tenant,A Bit Too Large,0.07419,133,1708,0.06176,0.08663
2004,Urban regions,Owner,A Bit Too Small,0.08153,300,3443,0.07239,0.09068
2004,Urban regions,Owner,Just Right,0.71933,2520,3443,0.70432,0.73434
2004,Urban regions,Owner,A Bit Too Large,0.17317,550,3443,0.16053,0.18581
2004,Urban regions,Owner,Much Too Large,0.02234,73,3443,0.01740,0.02728
2004,Urban regions,Tenant,Much Too Small,0.02852,122,4282,0.02353,0.03350
2004,Urban regions,Tenant,A Bit Too Small,0.18274,828,4282,0.17116,0.19431
2004,Urban regions,Tenant,Just Right,0.72019,3075,4282,0.70674,0.73363
2004,Urban regions,Tenant,A Bit Too Large,0.06396,257,4282,0.05663,0.07129
2004,Rural regions,Owner,A Bit Too Small,0.07291,158,2076,0.06172,0.08410
2004,Rural regions,Owner,Just Right,0.72917,1551,2076,0.71005,0.74830
2004,Rural regions,Owner,A Bit Too Large,0.16993,327,2076,0.15377,0.18609
2004,Rural regions,Owner,Much Too Large,0.02295,40,2076,0.01651,0.02939
2004,Rural regions,Tenant,Much Too Small,0.01649,37,1656,0.01036,0.02263
2004,Rural regions,Tenant,A Bit Too Small,0.13266,230,1656,0.11632,0.14900
2004,Rural regions,Tenant,Just Right,0.76452,1261,1656,0.74408,0.78496
2004,Rural regions,Tenant,A Bit Too Large,0.08213,128,1656,0.06890,0.09536
2005,Urban regions,Owner,A Bit Too Small,0.09159,310,3323,0.08178,0.10140
2005,Urban regions,Owner,Just Right,0.71876,2448,3323,0.70347,0.73405
2005,Urban regions,Owner,A Bit Too Large,0.16342,489,3323,0.15084,0.17599
2005,Urban regions,Owner,Much Too Large,0.02478,76,3323,0.01949,0.03006
2005,Urban regions,Tenant,Much Too Small,0.02259,94,4195,0.01809,0.02709
2005,Urban regions,Tenant,A Bit Too Small,0.18729,813,4195,0.17548,0.19910
2005,Urban regions,Tenant,Just Right,0.72309,3035,4195,0.70955,0.73663
2005,Urban regions,Tenant,A Bit Too Large,0.06366,253,4195,0.05627,0.07104
2005,Rural regions,Owner,A Bit Too Small,0.06734,144,2038,0.05646,0.07823
2005,Rural regions,Owner,Just Right,0.72344,1523,2038,0.70401,0.74286
2005,Rural regions,Owner,A Bit Too Large,0.17276,319,2038,0.15634,0.18918
2005,Rural regions,Owner,Much Too Large,0.03140,52,2038,0.02382,0.03897
2005,Rural regions,Tenant,Much Too Small,0.02113,33,1591,0.01406,0.02820
2005,Rural regions,Tenant,A Bit Too Small,0.14701,245,1591,0.12960,0.16442
2005,Rural regions,Tenant,Just Right,0.75103,1187,1591,0.72977,0.77228
2005,Rural regions,Tenant,A Bit Too Large,0.07786,126,1591,0.06469,0.09103
2006,Urban regions,Owner,A Bit Too Small,0.08082,304,3692,0.07202,0.08961
2006,Urban regions,Owner,Just Right,0.70684,2672,3692,0.69215,0.72152
2006,Urban regions,Owner,A Bit Too Large,0.18153,627,3692,0.16910,0.19397
2006,Urban regions,Owner,Much Too Large,0.02748,89,3692,0.02220,0.03275
2006,Urban regions,Tenant,Much Too Small,0.02970,119,4429,0.02470,0.03470
2006,Urban regions,Tenant,A Bit Too Small,0.18617,845,4429,0.17470,0.19763
2006,Urban regions,Tenant,Just Right,0.71035,3183,4429,0.69699,0.72371
2006,Urban regions,Tenant,A Bit Too Large,0.06830,282,4429,0.06087,0.07572
2006,Rural regions,Owner,A Bit Too Small,0.07258,163,2277,0.06192,0.08324
2006,Rural regions,Owner,Just Right,0.69387,1637,2277,0.67493,0.71280
2006,Rural regions,Owner,A Bit Too Large,0.19116,402,2277,0.17501,0.20732
2006,Rural regions,Owner,Much Too Large,0.03560,75,2277,0.02799,0.04322
2006,Rural regions,Tenant,Much Too Small,0.02238,39,1792,0.01553,0.02924
2006,Rural regions,Tenant,A Bit Too Small,0.13129,260,1792,0.11565,0.14693
2006,Rural regions,Tenant,Just Right,0.76839,1361,1792,0.74885,0.78793
2006,Rural regions,Tenant,A Bit Too Large,0.07565,132,1792,0.06341,0.08790
2007,Urban regions,Owner,A Bit Too Small,0.08399,292,3447,0.07473,0.09325
2007,Urban regions,Owner,Just Right,0.70498,2484,3447,0.68975,0.72021
2007,Urban regions,Owner,A Bit Too Large,0.18244,593,3447,0.16954,0.19533
2007,Urban regions,Owner,Much Too Large,0.02428,78,3447,0.01914,0.02942
2007,Urban regions,Tenant,Much Too Small,0.02298,84,4114,0.01841,0.02756
2007,Urban regions,Tenant,A Bit Too Small,0.18930,817,4114,0.17732,0.20127
2007,Urban regions,Tenant,Just Right,0.71573,2947,4114,0.70195,0.72952
2007,Urban regions,Tenant,A Bit Too Large,0.06641,266,4114,0.05880,0.07402
2007,Rural regions,Owner,A Bit Too Small,0.06674,143,2137,0.05616,0.07733
2007,Rural regions,Owner,Just Right,0.71444,1576,2137,0.69529,0.73360
2007,Rural regions,Owner,A Bit Too Large,0.18206,358,2137,0.16570,0.19843
2007,Rural regions,Owner,Much Too Large,0.02996,60,2137,0.02273,0.03719
2007,Rural regions,Tenant,A Bit Too Small,0.13781,263,1653,0.12119,0.15444
2007,Rural regions,Tenant,Just Right,0.76625,1263,1653,0.74585,0.78666
