year,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Not concerned at all,0.09019,2421,20491,0.08627,0.09412
2012,Very concerned,0.21267,5665,20385,0.20705,0.21829
2012,Somewhat concerned,0.45391,12091,20385,0.44707,0.46074
2012,Not concerned at all,0.09857,2629,20385,0.09448,0.10267
2013,Very concerned,0.18542,4916,18766,0.17986,0.19098
2013,Somewhat concerned,0.41752,11098,18766,0.41046,0.42457
2013,Not concerned at all,0.10327,2752,18766,0.09892,0.10763
2014,Very concerned,0.22320,7238,26955,0.21823,0.22817
2014,Somewhat concerned,0.48756,15623,26955,0.48159,0.49353
2014,Not concerned at all,0.12769,4094,26955,0.12370,0.13167
2015,Very concerned,0.21529,6388,24876,0.21019,0.22040
2015,Somewhat concerned,0.48287,14677,24876,0.47666,0.48908
2015,Not concerned at all,0.12163,3811,24876,0.11757,0.12569
2016,Very concerned,0.23361,6800,24046,0.22827,0.23896
2016,Somewhat concerned,0.47332,13774,24046,0.46701,0.47963
2016,Not concerned at all,0.12259,3472,24046,0.11845,0.12674
2017,Very concerned,0.27592,8743,26389,0.27052,0.28131
2017,Somewhat concerned,0.45114,14458,26389,0.44514,0.45715
2017,Not concerned at all,0.10170,3188,26389,0.09805,0.10534
2018,Very concerned,0.25926,7856,25556,0.25389,0.26464
2018,Somewhat concerned,0.46700,14251,25556,0.46088,0.47311
2018,Not concerned at all,0.10787,3449,25556,0.10407,0.11168
2019,Very concerned,0.37605,11824,25607,0.37012,0.38199
2019,Somewhat concerned,0.38414,11838,25607,0.37818,0.39010
2019,Not concerned at all,0.06781,1945,25607,0.06473,0.07089
2020,Very concerned,0.29869,9071,25547,0.29307,0.30430
2020,Somewhat concerned,0.43976,13468,25547,0.43367,0.44584
2020,Not concerned at all,0.08635,3008,25547,0.08290,0.08979
2021,Very concerned,0.35311,7342,17155,0.34596,0.36027
2021,Somewhat concerned,0.39577,8350,17155,0.38846,0.40309
2021,Not concerned at all,0.07134,1463,17155,0.06749,0.07519
